School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Nevada,88,2006-09-01,1,@,Fresno St.,86,L,19,28,-9,18,34,52.9,183,2,0,34,168,4.9,1,2,0,1,1,3,16,24,66.7,124,1,38,212,5.6,3,1,0,1,4
Akron,71,2006-09-02,1,@,Penn State,37,L,16,34,-18,23,43,53.5,192,1,2,34,33,1.0,1,10,0,1,3,2,16,32,50.0,206,3,27,76,2.8,1,2,0,2,4
Alabama,107,2006-09-02,1,,Hawaii,87,W,25,17,8,16,29,55.2,253,1,0,36,125,3.5,1,5,3,0,0,2,30,44,68.2,350,2,15,22,1.5,0,2,1,3,2
Arizona,95,2006-09-02,1,,BYU,66,W,16,13,3,19,39,48.7,186,1,1,24,67,2.8,0,5,3,0,1,1,28,37,75.7,289,1,24,24,1.0,0,2,0,2,1
Arkansas,108,2006-09-02,1,,USC,103,L,14,50,-36,16,32,50.0,157,0,3,27,130,4.8,2,3,2,2,5,2,25,38,65.8,280,3,42,192,4.6,3,0,0,0,6
Arkansas St.,122,2006-09-02,1,,Army,65,W,14,6,8,11,16,68.8,97,0,0,45,222,4.9,2,7,1,3,3,2,12,23,52.2,95,0,27,69,2.6,0,1,2,3,0
Army,65,2006-09-02,1,@,Arkansas St.,122,L,6,14,-8,12,23,52.2,95,0,2,27,69,2.6,0,7,3,1,3,0,11,16,68.8,97,0,45,222,4.9,2,3,0,3,2
Auburn,109,2006-09-02,1,,Washington St.,106,W,40,14,26,11,19,57.9,191,1,0,44,293,6.7,3,9,5,0,0,4,17,33,51.5,150,2,28,124,4.4,0,0,1,1,2
Bowling Green,73,2006-09-02,1,,Wisconsin,40,L,14,35,-21,12,19,63.2,82,0,0,46,219,4.8,2,4,1,0,0,2,9,15,60.0,124,1,41,197,4.8,3,0,1,1,5
BYU,66,2006-09-02,1,@,Arizona,95,L,13,16,-3,28,37,75.7,289,1,0,24,24,1.0,0,9,2,2,2,1,19,39,48.7,186,1,24,67,2.8,0,0,1,1,1
California,97,2006-09-02,1,@,Tennessee,118,L,18,35,-17,20,42,47.6,272,1,2,23,64,2.8,1,0,0,0,2,2,13,20,65.0,298,4,41,216,5.3,1,1,1,2,5
Cincinnati,2,2006-09-02,1,,Eastern Kentucky,203,W,31,0,31,19,34,55.9,282,2,0,36,129,3.6,2,8,4,0,0,4,17,33,51.5,177,0,31,73,2.4,0,0,3,3,0
Clemson,14,2006-09-02,1,,Florida Atlantic,52,W,54,6,48,14,23,60.9,173,3,1,39,199,5.1,2,8,3,3,4,7,20,43,46.5,216,0,34,47,1.4,0,3,1,4,0
Colorado,98,2006-09-02,1,,Montana State,136,L,10,19,-9,8,22,36.4,110,0,0,32,106,3.3,1,7,3,1,1,1,24,35,68.6,238,1,35,50,1.4,0,0,0,0,1
Colorado St.,85,2006-09-02,1,,Weber State,143,W,30,6,24,15,22,68.2,212,0,1,39,149,3.8,4,11,6,1,2,4,13,24,54.2,124,0,24,-38,-1.6,0,0,0,0,0
Duke,15,2006-09-02,1,,Richmond,159,L,0,13,-13,17,31,54.8,159,0,0,30,51,1.7,0,9,2,2,2,0,11,23,47.8,120,1,41,105,2.6,0,1,0,1,1
East Carolina,4,2006-09-02,1,@,Navy,7,L,23,28,-5,24,35,68.6,283,2,0,25,76,3.0,1,2,0,1,1,3,2,6,33.3,6,0,70,403,5.8,4,2,0,2,4
Florida,110,2006-09-02,1,,Southern Miss,60,W,34,7,27,21,30,70.0,248,3,1,29,143,4.9,2,1,0,0,1,5,17,37,45.9,176,1,25,119,4.8,0,0,3,3,1
Florida Atlantic,52,2006-09-02,1,@,Clemson,14,L,6,54,-48,20,43,46.5,216,0,1,34,47,1.4,0,3,1,3,4,0,14,23,60.9,173,3,39,199,5.1,2,3,1,4,7
Georgia,111,2006-09-02,1,,Western Kentucky,64,W,48,12,36,12,25,48.0,159,2,1,27,136,5.0,3,12,4,1,2,6,12,27,44.4,126,1,35,67,1.9,0,1,1,2,1
Georgia Tech,17,2006-09-02,1,,Notre Dame,70,L,10,14,-4,12,24,50.0,140,1,0,28,119,4.3,0,5,2,0,0,1,23,38,60.5,246,0,40,138,3.5,2,0,0,0,2
Hawaii,87,2006-09-02,1,@,Alabama,107,L,17,25,-8,30,44,68.2,350,2,1,15,22,1.5,0,5,1,2,3,2,16,29,55.2,253,1,36,125,3.5,1,0,0,0,2
Houston,5,2006-09-02,1,@,Rice,59,W,31,30,1,22,35,62.9,233,3,0,28,96,3.4,1,4,1,0,0,4,12,26,46.2,152,2,31,131,4.2,2,1,1,2,4
Idaho,133,2006-09-02,1,@,Michigan St.,32,L,17,27,-10,17,31,54.8,155,1,1,36,113,3.1,1,6,1,0,1,2,16,25,64.0,225,1,36,175,4.9,2,0,0,0,3
Illinois,27,2006-09-02,1,,Eastern Illinois,202,W,42,17,25,15,21,71.4,174,0,0,48,345,7.2,6,6,1,3,3,6,12,22,54.5,187,2,33,106,3.2,0,0,2,2,2
Indiana,28,2006-09-02,1,,Western Michigan,82,W,39,20,19,20,35,57.1,252,2,1,28,71,2.5,1,11,3,1,2,5,25,34,73.5,217,1,32,72,2.3,1,1,2,3,2
Iowa,29,2006-09-02,1,,Montana,135,W,41,7,34,20,35,57.1,250,3,0,38,166,4.4,2,7,3,1,1,5,17,31,54.8,134,1,24,10,0.4,0,0,1,1,1
Kansas,43,2006-09-02,1,,Northwestern State,243,W,49,18,31,10,20,50.0,117,2,1,31,209,6.7,3,10,3,1,2,7,22,40,55.0,217,1,30,62,2.1,0,1,1,2,1
Kansas St.,44,2006-09-02,1,,Illinois State,182,W,24,23,1,15,26,57.7,163,0,2,28,44,1.6,0,10,3,0,2,2,24,38,63.2,253,3,34,93,2.7,0,1,1,2,3
Louisiana,126,2006-09-02,1,@,LSU,113,L,3,45,-42,7,17,41.2,63,0,2,35,113,3.2,0,3,1,0,2,0,17,23,73.9,299,3,36,170,4.7,2,2,0,2,6
Louisiana Tech,54,2006-09-02,1,@,Nebraska,34,L,10,49,-39,13,32,40.6,238,1,1,21,67,3.2,0,2,0,2,3,1,24,36,66.7,332,4,48,252,5.3,3,1,1,2,7
LSU,113,2006-09-02,1,,Louisiana,126,W,45,3,42,17,23,73.9,299,3,0,36,170,4.7,2,7,3,2,2,6,7,17,41.2,63,0,35,113,3.2,0,0,2,2,0
Marshall,55,2006-09-02,1,@,West Virginia,50,L,10,42,-32,12,22,54.5,168,1,1,34,154,4.5,0,5,0,0,1,1,11,15,73.3,173,2,52,312,6.0,4,0,0,0,6
Maryland,30,2006-09-02,1,,William & Mary,163,W,27,14,13,9,19,47.4,153,0,1,40,213,5.3,3,4,2,3,4,3,25,41,61.0,226,2,29,84,2.9,0,0,0,0,2
Michigan,31,2006-09-02,1,,Vanderbilt,120,W,27,7,20,10,22,45.5,135,2,0,51,246,4.8,1,11,6,1,1,3,12,26,46.2,129,1,26,42,1.6,0,2,0,2,1
Michigan St.,32,2006-09-02,1,,Idaho,133,W,27,17,10,16,25,64.0,225,1,0,36,175,4.9,2,5,2,0,0,3,17,31,54.8,155,1,36,113,3.1,1,0,1,1,2
Missouri,115,2006-09-02,1,,Murray State,205,W,47,7,40,24,35,68.6,333,5,1,40,256,6.4,1,10,3,1,2,6,20,30,66.7,123,1,25,27,1.1,0,1,1,2,1
Navy,7,2006-09-02,1,,East Carolina,4,W,28,23,5,2,6,33.3,6,0,0,70,403,5.8,4,6,1,2,2,4,24,35,68.6,283,2,25,76,3.0,1,1,0,1,3
Nebraska,34,2006-09-02,1,,Louisiana Tech,54,W,49,10,39,24,36,66.7,332,4,1,48,252,5.3,3,4,2,1,2,7,13,32,40.6,238,1,21,67,3.2,0,2,1,3,1
New Mexico,89,2006-09-02,1,,Portland State,139,L,6,17,-11,21,36,58.3,274,0,1,31,65,2.1,0,1,0,1,2,0,13,30,43.3,173,2,25,60,2.4,0,0,1,1,2
North Carolina,21,2006-09-02,1,,Rutgers,39,L,16,21,-5,24,36,66.7,234,1,2,32,169,5.3,1,4,2,1,3,2,14,20,70.0,145,0,41,217,5.3,3,1,0,1,3
NC State,20,2006-09-02,1,,Appalachian St.,121,W,23,10,13,7,13,53.8,36,1,1,44,206,4.7,2,11,4,3,4,3,5,16,31.3,66,0,37,67,1.8,1,1,1,2,1
North Texas,57,2006-09-02,1,@,Texas,48,L,7,56,-49,9,19,47.4,87,1,0,28,8,0.3,0,2,0,2,2,1,15,26,57.7,198,3,44,212,4.8,4,1,1,2,8
Northern Illinois,79,2006-09-02,1,@,Ohio St.,36,L,12,35,-23,16,30,53.3,192,1,1,33,151,4.6,0,2,0,0,1,1,20,27,74.1,315,3,36,173,4.8,2,2,0,2,5
Notre Dame,70,2006-09-02,1,@,Georgia Tech,17,W,14,10,4,23,38,60.5,246,0,0,40,138,3.5,2,6,1,0,0,2,12,24,50.0,140,1,28,119,4.3,0,0,0,0,1
Ohio,80,2006-09-02,1,,Tennessee-Martin,209,W,29,3,26,11,22,50.0,82,0,1,36,62,1.7,2,4,2,0,1,3,12,24,50.0,74,0,29,49,1.7,0,1,0,1,0
Ohio St.,36,2006-09-02,1,,Northern Illinois,79,W,35,12,23,20,27,74.1,315,3,0,36,173,4.8,2,13,4,2,2,5,16,30,53.3,192,1,33,151,4.6,0,0,1,1,1
Oklahoma,45,2006-09-02,1,,UAB,61,W,24,17,7,14,24,58.3,227,2,2,29,143,4.9,1,5,1,2,4,3,11,17,64.7,169,1,40,135,3.4,1,1,0,1,2
Oklahoma St.,46,2006-09-02,1,,Missouri State,184,W,52,10,42,12,24,50.0,213,4,0,44,230,5.2,2,8,1,1,1,7,19,31,61.3,266,0,30,68,2.3,1,1,1,2,1
Oregon,99,2006-09-02,1,,Stanford,101,W,48,10,38,21,30,70.0,236,1,0,41,298,7.3,4,7,3,1,1,6,20,34,58.8,224,1,35,100,2.9,0,1,0,1,1
Penn State,37,2006-09-02,1,,Akron,71,W,34,16,18,16,32,50.0,206,3,0,27,76,2.8,1,12,5,2,2,4,23,43,53.5,192,1,34,33,1.0,1,1,2,3,2
Pittsburgh,22,2006-09-02,1,,Virginia,24,W,38,13,25,17,22,77.3,283,3,1,33,107,3.2,0,4,1,0,1,5,19,38,50.0,159,0,21,52,2.5,1,0,2,2,1
Purdue,38,2006-09-02,1,,Indiana State,183,W,60,35,25,20,35,57.1,311,3,0,38,190,5.0,5,5,1,0,0,8,23,36,63.9,235,1,32,152,4.8,3,0,2,2,5
Rice,59,2006-09-02,1,,Houston,5,L,30,31,-1,12,26,46.2,152,2,1,31,131,4.2,2,7,4,1,2,4,22,35,62.9,233,3,28,96,3.4,1,0,0,0,4
Rutgers,39,2006-09-02,1,@,North Carolina,21,W,21,16,5,14,20,70.0,145,0,0,41,217,5.3,3,7,1,1,1,3,24,36,66.7,234,1,32,169,5.3,1,1,2,3,2
San Jose St.,91,2006-09-02,1,@,Washington,105,L,29,35,-6,28,37,75.7,323,3,0,29,50,1.7,0,5,1,0,0,3,16,25,64.0,168,1,41,300,7.3,4,2,1,3,5
SMU,8,2006-09-02,1,@,Texas Tech,49,L,3,35,-32,10,19,52.6,71,0,0,34,118,3.5,0,2,1,1,1,0,38,54,70.4,363,5,23,138,6.0,0,0,1,1,5
South Florida,9,2006-09-02,1,,McNeese State,241,W,41,10,31,14,21,66.7,209,2,1,42,286,6.8,4,6,1,2,3,6,7,19,36.8,81,0,37,82,2.2,0,0,2,2,1
Southern Miss,60,2006-09-02,1,@,Florida,110,L,7,34,-27,17,37,45.9,176,1,3,25,119,4.8,0,10,2,0,3,1,21,30,70.0,248,3,29,143,4.9,2,0,1,1,5
Stanford,101,2006-09-02,1,@,Oregon,99,L,10,48,-38,20,34,58.8,224,1,0,35,100,2.9,0,4,0,1,1,1,21,30,70.0,236,1,41,298,7.3,4,1,0,1,6
Syracuse,23,2006-09-02,1,@,Wake Forest,26,L,10,20,-10,6,19,31.6,45,1,0,30,91,3.0,0,6,4,1,1,1,15,23,65.2,118,1,49,245,5.0,1,1,1,2,2
Tennessee,118,2006-09-02,1,,California,97,W,35,18,17,13,20,65.0,298,4,1,41,216,5.3,1,8,3,1,2,5,20,42,47.6,272,1,23,64,2.8,1,0,2,2,2
Texas,48,2006-09-02,1,,North Texas,57,W,56,7,49,15,26,57.7,198,3,1,44,212,4.8,4,10,4,1,2,8,9,19,47.4,87,1,28,8,0.3,0,2,0,2,1
Texas A&M,119,2006-09-02,1,,Citadel,228,W,35,3,32,16,25,64.0,200,1,0,41,184,4.5,4,5,2,4,4,5,19,38,50.0,128,0,33,115,3.5,0,1,0,1,0
Texas Tech,49,2006-09-02,1,,SMU,8,W,35,3,32,38,54,70.4,363,5,1,23,138,6.0,0,2,0,0,1,5,10,19,52.6,71,0,34,118,3.5,0,1,0,1,0
Troy,129,2006-09-02,1,,Alabama State,248,W,38,0,38,25,39,64.1,191,5,1,38,238,6.3,0,10,3,2,3,5,11,22,50.0,69,0,33,65,2.0,0,1,0,1,0
UAB,61,2006-09-02,1,@,Oklahoma,45,L,17,24,-7,11,17,64.7,169,1,0,40,135,3.4,1,4,1,1,1,2,14,24,58.3,227,2,29,143,4.9,1,2,2,4,3
Central Florida,1,2006-09-02,1,,Villanova,162,W,35,16,19,15,20,75.0,199,3,0,38,105,2.8,2,7,2,0,0,5,22,32,68.8,241,1,31,81,2.6,1,0,1,1,2
UCLA,102,2006-09-02,1,,Utah,104,W,31,10,21,25,34,73.5,318,3,0,41,107,2.6,0,6,0,0,0,4,14,34,41.2,175,1,23,112,4.9,0,1,2,3,1
UNLV,92,2006-09-02,1,,Idaho State,134,W,54,10,44,26,46,56.5,332,1,0,33,174,5.3,4,7,4,0,0,7,19,36,52.8,288,1,29,62,2.1,0,1,1,2,1
USC,103,2006-09-02,1,@,Arkansas,108,W,50,14,36,25,38,65.8,280,3,0,42,192,4.6,3,4,1,0,0,6,16,32,50.0,157,0,27,130,4.8,2,2,3,5,2
Utah,104,2006-09-02,1,@,UCLA,102,L,10,31,-21,14,34,41.2,175,1,2,23,112,4.9,0,5,0,1,3,1,25,34,73.5,318,3,41,107,2.6,0,0,0,0,4
Utah St.,93,2006-09-02,1,@,Wyoming,94,L,7,38,-31,10,22,45.5,74,0,1,26,55,2.1,0,4,0,0,1,1,18,27,66.7,239,3,51,221,4.3,1,2,1,3,5
Vanderbilt,120,2006-09-02,1,@,Michigan,31,L,7,27,-20,12,26,46.2,129,1,0,26,42,1.6,0,4,1,2,2,1,10,22,45.5,135,2,51,246,4.8,1,1,0,1,3
Virginia,24,2006-09-02,1,@,Pittsburgh,22,L,13,38,-25,19,38,50.0,159,0,2,21,52,2.5,1,7,1,0,2,1,17,22,77.3,283,3,33,107,3.2,0,0,1,1,5
Virginia Tech,25,2006-09-02,1,,Northeastern,369,W,38,0,38,21,27,77.8,271,3,1,27,111,4.1,2,5,2,0,1,5,15,26,57.7,106,0,37,101,2.7,0,0,2,2,0
Wake Forest,26,2006-09-02,1,,Syracuse,23,W,20,10,10,15,23,65.2,118,1,1,49,245,5.0,1,5,2,1,2,2,6,19,31.6,45,1,30,91,3.0,0,1,0,1,1
Washington,105,2006-09-02,1,,San Jose St.,91,W,35,29,6,16,25,64.0,168,1,1,41,300,7.3,4,8,2,2,3,5,28,37,75.7,323,3,29,50,1.7,0,0,0,0,3
Washington St.,106,2006-09-02,1,@,Auburn,109,L,14,40,-26,17,33,51.5,150,2,1,28,124,4.4,0,7,4,0,1,2,11,19,57.9,191,1,44,293,6.7,3,0,0,0,4
West Virginia,50,2006-09-02,1,,Marshall,55,W,42,10,32,11,15,73.3,173,2,0,52,312,6.0,4,2,0,0,0,6,12,22,54.5,168,1,34,154,4.5,0,0,1,1,1
Western Michigan,82,2006-09-02,1,@,Indiana,28,L,20,39,-19,25,34,73.5,217,1,2,32,72,2.3,1,4,3,1,3,2,20,35,57.1,252,2,28,71,2.5,1,1,1,2,5
Wisconsin,40,2006-09-02,1,@,Bowling Green,73,W,35,14,21,9,15,60.0,124,1,1,41,197,4.8,3,6,1,0,1,5,12,19,63.2,82,0,46,219,4.8,2,0,0,0,2
Wyoming,94,2006-09-02,1,,Utah St.,93,W,38,7,31,18,27,66.7,239,3,1,51,221,4.3,1,5,2,2,3,5,10,22,45.5,74,0,26,55,2.1,0,0,1,1,1
Baylor,41,2006-09-03,1,,TCU,47,L,7,17,-10,31,47,66.0,286,1,1,20,47,2.4,0,8,1,1,2,1,18,27,66.7,233,2,35,98,2.8,0,0,1,1,2
Kentucky,112,2006-09-03,1,@,Louisville,18,L,28,59,-31,10,26,38.5,238,3,0,19,22,1.2,0,5,1,1,1,4,20,32,62.5,268,1,55,363,6.6,6,1,0,1,8
Louisville,18,2006-09-03,1,,Kentucky,112,W,59,28,31,20,32,62.5,268,1,0,55,363,6.6,6,6,3,1,1,8,10,26,38.5,238,3,19,22,1.2,0,1,0,1,4
Memphis,6,2006-09-03,1,@,Ole Miss,116,L,25,28,-3,23,31,74.2,225,3,0,37,149,4.0,0,2,1,1,1,3,7,16,43.8,97,0,45,240,5.3,4,0,0,0,4
Ole Miss,116,2006-09-03,1,,Memphis,6,W,28,25,3,7,16,43.8,97,0,0,45,240,5.3,4,4,2,0,0,4,23,31,74.2,225,3,37,149,4.0,0,1,0,1,3
TCU,47,2006-09-03,1,@,Baylor,41,W,17,7,10,18,27,66.7,233,2,1,35,98,2.8,0,5,1,0,1,2,31,47,66.0,286,1,20,47,2.4,0,1,1,2,1
Florida St.,16,2006-09-04,1,@,Miami (FL),19,W,13,10,3,16,32,50.0,175,0,1,25,1,0.0,1,8,3,0,1,1,18,27,66.7,132,0,26,2,0.1,1,0,1,1,1
Miami (FL),19,2006-09-04,1,,Florida St.,16,L,10,13,-3,18,27,66.7,132,0,1,26,2,0.1,1,9,0,0,1,1,16,32,50.0,175,0,25,1,0.0,1,0,1,1,1
Boise St.,84,2006-09-07,2,,Oregon St.,100,W,42,14,28,8,14,57.1,105,1,0,42,302,7.2,5,10,6,1,1,6,20,29,69.0,205,1,32,58,1.8,0,2,1,3,2
Oregon St.,100,2006-09-07,2,@,Boise St.,84,L,14,42,-28,20,29,69.0,205,1,1,32,58,1.8,0,8,3,2,3,2,8,14,57.1,105,1,42,302,7.2,5,1,0,1,6
Cincinnati,2,2006-09-08,2,,Pittsburgh,22,L,15,33,-18,25,40,62.5,221,1,2,30,35,1.2,1,6,0,1,3,2,11,21,52.4,267,3,35,90,2.6,0,3,0,3,4
Pittsburgh,22,2006-09-08,2,@,Cincinnati,2,W,33,15,18,11,21,52.4,267,3,0,35,90,2.6,0,9,3,3,3,4,25,40,62.5,221,1,30,35,1.2,1,1,2,3,2
Air Force,83,2006-09-09,1,@,Tennessee,118,L,30,31,-1,7,9,77.8,127,0,0,51,281,5.5,4,2,0,0,0,4,24,29,82.8,333,3,32,79,2.5,1,1,1,2,4
Akron,71,2006-09-09,2,@,NC State,20,W,20,17,3,13,32,40.6,267,0,0,42,114,2.7,3,4,1,0,0,3,16,32,50.0,209,2,32,81,2.5,0,2,1,3,2
Alabama,107,2006-09-09,2,,Vanderbilt,120,W,13,10,3,18,29,62.1,207,1,1,40,134,3.4,0,6,0,2,3,1,16,24,66.7,155,1,23,80,3.5,0,1,3,4,1
Arizona,95,2006-09-09,2,@,LSU,113,L,3,45,-42,16,36,44.4,117,0,3,21,35,1.7,0,3,0,1,4,0,16,23,69.6,230,2,38,231,6.1,3,2,1,3,6
Arizona St.,96,2006-09-09,2,,Nevada,88,W,52,21,31,19,30,63.3,337,5,1,31,149,4.8,1,9,4,1,2,7,18,31,58.1,170,2,37,135,3.6,0,1,3,4,3
Arkansas,108,2006-09-09,2,,Utah St.,93,W,20,0,20,11,22,50.0,178,1,0,38,279,7.3,2,5,0,1,1,3,11,28,39.3,114,0,39,135,3.5,0,0,0,0,0
Arkansas St.,122,2006-09-09,2,,Oklahoma St.,46,L,7,35,-28,7,19,36.8,78,0,1,39,110,2.8,0,0,0,2,3,1,11,18,61.1,167,2,41,171,4.2,3,0,3,3,5
Army,65,2006-09-09,2,,Kent State,77,W,17,14,3,14,28,50.0,104,0,2,47,171,3.6,2,9,1,0,2,2,9,23,39.1,92,1,41,198,4.8,1,1,1,2,2
Auburn,109,2006-09-09,2,@,Mississippi St.,114,W,34,0,34,22,32,68.8,277,2,0,36,111,3.1,2,7,4,2,2,4,12,25,48.0,82,0,33,79,2.4,0,2,1,3,0
Ball St.,72,2006-09-09,2,,Indiana,28,L,23,24,-1,21,33,63.6,289,3,1,22,41,1.9,0,4,0,0,1,3,16,33,48.5,226,1,29,147,5.1,1,0,0,0,3
Baylor,41,2006-09-09,2,,Northwestern State,243,W,47,10,37,27,46,58.7,330,5,1,8,20,2.5,0,7,3,0,1,6,14,28,50.0,182,1,39,147,3.8,0,2,3,5,1
Boston College,13,2006-09-09,2,,Clemson,14,W,34,33,1,22,38,57.9,212,1,0,37,110,3.0,2,9,2,1,1,4,25,40,62.5,343,2,41,136,3.3,2,1,0,1,4
Bowling Green,73,2006-09-09,2,,Buffalo,74,W,48,40,8,18,26,69.2,214,3,1,58,356,6.1,4,7,2,1,2,7,21,32,65.6,138,0,47,105,2.2,3,1,0,1,5
BYU,66,2006-09-09,2,,Tulsa,12,W,49,24,25,17,24,70.8,247,4,0,41,220,5.4,3,5,1,0,0,7,21,35,60.0,221,1,31,82,2.6,2,0,1,1,3
Buffalo,74,2006-09-09,2,@,Bowling Green,73,L,40,48,-8,21,32,65.6,138,0,0,47,105,2.2,3,5,1,1,1,5,18,26,69.2,214,3,58,356,6.1,4,1,1,2,7
California,97,2006-09-09,2,,Minnesota,33,W,42,17,25,22,31,71.0,300,4,0,48,231,4.8,2,6,2,1,1,6,21,33,63.6,243,0,32,109,3.4,1,0,2,2,2
