School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Tulsa,12,2007-08-30,1,@,UL Monroe,130,W,35,17,18,22,31,71.0,307,3,1,55,216,3.9,2,8,1,1,2,5,7,21,33.3,66,1,43,212,4.9,0,1,0,1,2
UNLV,92,2007-08-30,1,@,Utah St.,93,W,23,16,7,12,20,60.0,141,0,0,38,173,4.6,2,6,4,1,1,2,13,19,68.4,137,0,40,97,2.4,2,2,0,2,2
Utah,104,2007-08-30,1,@,Oregon St.,100,L,7,24,-17,17,37,45.9,178,1,0,30,18,0.6,0,5,1,0,0,1,12,30,40.0,129,1,44,241,5.5,2,0,2,2,3
Utah St.,93,2007-08-30,1,,UNLV,92,L,16,23,-7,13,19,68.4,137,0,0,40,97,2.4,2,3,2,2,2,2,12,20,60.0,141,0,38,173,4.6,2,1,0,1,2
Navy,7,2007-08-31,1,@,Temple,10,W,30,19,11,3,7,42.9,78,0,0,56,361,6.4,3,5,1,2,2,3,21,29,72.4,199,2,25,74,3.0,0,0,2,2,2
Syracuse,23,2007-08-31,1,,Washington,105,L,12,42,-30,20,32,62.5,199,1,0,29,8,0.3,0,4,0,1,1,1,15,21,71.4,142,0,41,302,7.4,6,0,0,0,6
Temple,10,2007-08-31,1,,Navy,7,L,19,30,-11,21,29,72.4,199,2,2,25,74,3.0,0,2,0,0,2,2,3,7,42.9,78,0,56,361,6.4,3,2,0,2,3
Washington,105,2007-08-31,1,@,Syracuse,23,W,42,12,30,15,21,71.4,142,0,0,41,302,7.4,6,9,7,0,0,6,20,32,62.5,199,1,29,8,0.3,0,1,0,1,1
Air Force,83,2007-09-01,1,,South Carolina State,181,W,34,3,31,11,18,61.1,176,1,1,60,279,4.7,3,10,6,0,1,4,11,28,39.3,90,0,34,70,2.1,0,1,1,2,0
Akron,71,2007-09-01,1,,Army,65,W,22,14,8,17,29,58.6,154,1,0,35,133,3.8,0,9,4,0,0,2,23,44,52.3,184,0,29,58,2.0,1,0,2,2,2
Alabama,107,2007-09-01,1,,Western Carolina,234,W,52,6,46,25,34,73.5,262,1,0,44,313,7.1,6,10,2,0,0,7,14,27,51.9,171,0,39,76,1.9,0,2,0,2,0
Arizona,95,2007-09-01,1,@,BYU,66,L,7,20,-13,28,38,73.7,223,1,0,19,32,1.7,0,3,1,0,0,1,26,39,66.7,288,2,32,104,3.3,1,1,0,1,3
Arizona St.,96,2007-09-01,1,,San Jose St.,91,W,45,3,42,23,32,71.9,270,3,0,53,250,4.7,3,5,3,1,1,6,11,23,47.8,75,0,26,40,1.5,0,0,2,2,0
Arkansas,108,2007-09-01,1,,Troy,129,W,46,26,20,13,22,59.1,157,1,0,50,350,7.0,3,6,1,2,2,5,17,49,34.7,214,1,31,162,5.2,2,0,1,1,3
Arkansas St.,122,2007-09-01,1,@,Texas,48,L,13,21,-8,24,37,64.9,272,0,1,34,125,3.7,1,4,1,0,1,1,22,33,66.7,223,2,38,117,3.1,1,0,2,2,3
Army,65,2007-09-01,1,@,Akron,71,L,14,22,-8,23,44,52.3,184,0,2,29,58,2.0,1,5,1,0,2,2,17,29,58.6,154,1,35,133,3.8,0,0,0,0,2
Auburn,109,2007-09-01,1,,Kansas St.,44,W,23,13,10,17,30,56.7,229,1,2,37,62,1.7,0,7,2,0,2,2,33,58,56.9,289,1,16,27,1.7,0,1,2,3,1
Baylor,41,2007-09-01,1,@,TCU,47,L,0,27,-27,26,55,47.3,231,0,4,25,51,2.0,0,2,2,0,4,0,18,30,60.0,205,1,45,181,4.0,2,2,0,2,3
Boston College,13,2007-09-01,1,,Wake Forest,26,W,38,28,10,32,52,61.5,408,5,2,27,54,2.0,0,8,2,1,3,5,45,60,75.0,366,2,24,2,0.1,0,0,4,4,4
Bowling Green,73,2007-09-01,1,@,Minnesota,33,W,32,31,1,35,53,66.0,412,3,0,22,100,4.5,1,6,1,0,0,4,15,31,48.4,188,2,48,246,5.1,2,1,2,3,4
BYU,66,2007-09-01,1,,Arizona,95,W,20,7,13,26,39,66.7,288,2,0,32,104,3.3,1,4,2,1,1,3,28,38,73.7,223,1,19,32,1.7,0,0,0,0,1
California,97,2007-09-01,1,,Tennessee,118,W,45,31,14,19,28,67.9,241,2,0,37,230,6.2,2,7,1,1,1,6,32,47,68.1,271,3,27,111,4.1,1,1,0,1,4
Central Michigan,75,2007-09-01,1,@,Kansas,43,L,7,52,-45,20,38,52.6,180,1,0,28,114,4.1,0,2,1,1,1,1,26,35,74.3,308,5,43,230,5.3,1,0,0,0,7
Colorado,98,2007-09-01,1,N,Colorado St.,85,W,31,28,3,18,32,56.3,201,2,1,28,129,4.6,1,10,4,2,3,3,20,27,74.1,229,3,56,157,2.8,1,0,1,1,4
Colorado St.,85,2007-09-01,1,N,Colorado,98,L,28,31,-3,20,27,74.1,229,3,1,56,157,2.8,1,2,1,0,1,4,18,32,56.3,201,2,28,129,4.6,1,2,1,3,3
Connecticut,3,2007-09-01,1,@,Duke,15,W,45,14,31,22,30,73.3,298,2,1,47,189,4.0,2,9,4,0,1,5,15,29,51.7,154,1,28,15,0.5,0,0,3,3,2
Duke,15,2007-09-01,1,,Connecticut,3,L,14,45,-31,15,29,51.7,154,1,3,28,15,0.5,0,8,4,0,3,2,22,30,73.3,298,2,47,189,4.0,2,0,1,1,5
East Carolina,4,2007-09-01,1,@,Virginia Tech,25,L,7,17,-10,16,31,51.6,119,0,1,35,142,4.1,1,10,4,0,1,1,22,33,66.7,245,1,31,33,1.1,0,2,1,3,2
Eastern Michigan,76,2007-09-01,1,@,Pittsburgh,22,L,3,27,-24,16,29,55.2,106,0,1,23,39,1.7,0,8,1,0,1,0,16,24,66.7,195,1,42,130,3.1,2,0,0,0,3
Florida,110,2007-09-01,1,,Western Kentucky,64,W,49,3,46,16,21,76.2,325,3,0,33,185,5.6,4,8,4,0,0,7,15,21,71.4,156,0,32,48,1.5,0,0,0,0,0
Florida Atlantic,52,2007-09-01,1,,Middle Tennessee,56,W,27,14,13,12,27,44.4,195,2,0,42,216,5.1,1,10,4,1,1,3,20,32,62.5,199,1,32,18,0.6,0,2,2,4,2
Florida Intl,53,2007-09-01,1,@,Penn State,37,L,0,59,-59,12,26,46.2,117,0,0,31,-3,-0.1,0,6,2,5,5,0,25,41,61.0,313,3,48,236,4.9,5,2,0,2,8
Fresno St.,86,2007-09-01,1,,Sacramento State,140,W,24,3,21,17,29,58.6,209,1,0,49,266,5.4,2,8,1,3,3,3,13,23,56.5,60,0,28,42,1.5,0,0,0,0,0
Georgia,111,2007-09-01,1,,Oklahoma St.,46,W,35,14,21,18,24,75.0,234,2,0,47,142,3.0,3,11,5,0,0,5,17,31,54.8,196,1,34,70,2.1,1,0,1,1,2
Georgia Tech,17,2007-09-01,1,@,Notre Dame,70,W,33,3,30,11,24,45.8,121,0,0,43,259,6.0,3,19,9,0,0,3,15,22,68.2,130,0,41,-8,-0.2,0,3,0,3,0
Hawaii,87,2007-09-01,1,,Northern Colorado,138,W,63,6,57,45,59,76.3,540,7,2,10,37,3.7,0,8,1,0,2,9,18,29,62.1,132,0,34,50,1.5,1,2,1,3,1
Houston,5,2007-09-01,1,@,Oregon,99,L,27,48,-21,22,39,56.4,230,1,2,49,315,6.4,2,7,3,2,4,3,9,15,60.0,134,2,49,339,6.9,4,0,0,0,6
Idaho,133,2007-09-01,1,@,USC,103,L,10,38,-28,16,35,45.7,155,0,0,32,98,3.1,1,4,1,1,1,1,22,34,64.7,206,3,43,214,5.0,2,1,2,3,5
Illinois,27,2007-09-01,1,N,Missouri,115,L,34,40,-6,23,40,57.5,316,1,2,34,119,3.5,3,8,2,3,5,5,37,54,68.5,359,3,33,70,2.1,0,2,0,2,5
Indiana,28,2007-09-01,1,,Indiana State,183,W,55,7,48,13,22,59.1,299,3,1,51,217,4.3,4,10,5,1,2,7,20,36,55.6,130,0,29,46,1.6,1,1,2,3,1
Iowa,29,2007-09-01,1,@,Northern Illinois,79,W,16,3,13,12,29,41.4,133,1,0,46,250,5.4,1,4,3,0,0,2,26,42,61.9,214,0,21,21,1.0,0,0,3,3,0
Kansas,43,2007-09-01,1,,Central Michigan,75,W,52,7,45,26,35,74.3,308,5,0,43,230,5.3,1,5,2,0,0,7,20,38,52.6,180,1,28,114,4.1,0,1,0,1,1
Kansas St.,44,2007-09-01,1,@,Auburn,109,L,13,23,-10,33,58,56.9,289,1,2,16,27,1.7,0,10,5,1,3,1,17,30,56.7,229,1,37,62,1.7,0,0,2,2,2
Kentucky,112,2007-09-01,1,,Eastern Kentucky,203,W,50,10,40,23,33,69.7,280,3,1,44,288,6.5,4,7,2,1,2,7,16,31,51.6,72,1,30,130,4.3,0,0,2,2,1
Louisiana,126,2007-09-01,1,@,South Carolina,117,L,14,28,-14,12,19,63.2,63,0,0,47,252,5.4,2,4,2,0,0,2,21,29,72.4,238,2,41,195,4.8,2,0,1,1,4
Louisiana Tech,54,2007-09-01,1,,Central Arkansas,237,W,28,7,21,12,23,52.2,71,1,0,36,190,5.3,3,10,4,2,2,4,30,52,57.7,276,1,42,110,2.6,0,1,5,6,1
Marshall,55,2007-09-01,1,@,Miami (FL),19,L,3,31,-28,19,35,54.3,183,0,4,32,51,1.6,0,0,0,0,4,0,9,21,42.9,81,1,40,260,6.5,3,0,1,1,4
Maryland,30,2007-09-01,1,,Villanova,162,W,31,14,17,23,30,76.7,207,0,3,47,221,4.7,4,8,4,0,3,4,17,28,60.7,176,1,22,11,0.5,0,0,1,1,2
Memphis,6,2007-09-01,1,,Ole Miss,116,L,21,23,-2,41,61,67.2,343,1,4,35,124,3.5,2,5,2,1,5,3,19,30,63.3,201,1,29,74,2.6,0,3,0,3,3
Miami (FL),19,2007-09-01,1,,Marshall,55,W,31,3,28,9,21,42.9,81,1,1,40,260,6.5,3,13,6,0,1,4,19,35,54.3,183,0,32,51,1.6,0,0,4,4,0
Michigan,31,2007-09-01,1,,Appalachian St.,121,L,32,34,-2,19,37,51.4,233,1,1,40,246,6.2,3,9,4,1,2,4,17,23,73.9,227,3,44,160,3.6,1,1,2,3,4
Michigan St.,32,2007-09-01,1,,UAB,61,W,55,18,37,22,30,73.3,295,2,0,48,298,6.2,5,10,4,0,0,7,21,39,53.8,214,1,32,12,0.4,0,0,1,1,1
Middle Tennessee,56,2007-09-01,1,@,Florida Atlantic,52,L,14,27,-13,20,32,62.5,199,1,2,32,18,0.6,0,5,1,2,4,2,12,27,44.4,195,2,42,216,5.1,1,1,0,1,3
Minnesota,33,2007-09-01,1,,Bowling Green,73,L,31,32,-1,15,31,48.4,188,2,2,48,246,5.1,2,4,1,1,3,4,35,53,66.0,412,3,22,100,4.5,1,0,0,0,4
Missouri,115,2007-09-01,1,N,Illinois,27,W,40,34,6,37,54,68.5,359,3,0,33,70,2.1,0,10,3,2,2,5,23,40,57.5,316,1,34,119,3.5,3,3,2,5,5
Nebraska,34,2007-09-01,1,,Nevada,88,W,52,10,42,15,26,57.7,212,1,1,70,413,5.9,6,6,1,0,1,7,9,27,33.3,108,0,24,77,3.2,0,0,1,1,1
Nevada,88,2007-09-01,1,@,Nebraska,34,L,10,52,-42,9,27,33.3,108,0,1,24,77,3.2,0,3,0,0,1,1,15,26,57.7,212,1,70,413,5.9,6,0,1,1,7
New Mexico,89,2007-09-01,1,@,UTEP,62,L,6,10,-4,25,40,62.5,190,0,0,51,193,3.8,0,4,2,0,0,0,8,25,32.0,81,0,25,114,4.6,1,0,1,1,1
North Carolina,21,2007-09-01,1,,James Madison,155,W,37,14,23,14,19,73.7,227,3,1,34,100,2.9,2,6,0,1,2,5,14,22,63.6,100,1,44,150,3.4,1,1,2,3,2
NC State,20,2007-09-01,1,,Central Florida,1,L,23,25,-2,24,38,63.2,272,2,2,32,85,2.7,1,8,1,0,2,3,12,24,50.0,93,0,43,206,4.8,2,0,0,0,2
North Texas,57,2007-09-01,1,@,Oklahoma,45,L,10,79,-69,19,38,50.0,232,1,3,31,15,0.5,0,2,0,0,3,1,25,28,89.3,403,3,45,265,5.9,7,2,0,2,11
Northern Illinois,79,2007-09-01,1,,Iowa,29,L,3,16,-13,26,42,61.9,214,0,3,21,21,1.0,0,5,1,0,3,0,12,29,41.4,133,1,46,250,5.4,1,0,0,0,2
Northwestern,35,2007-09-01,1,,Northeastern,369,W,27,0,27,25,31,80.6,254,1,0,49,163,3.3,2,6,0,0,0,3,19,32,59.4,151,0,24,109,4.5,0,0,0,0,0
Notre Dame,70,2007-09-01,1,,Georgia Tech,17,L,3,33,-30,15,22,68.2,130,0,0,41,-8,-0.2,0,3,1,3,3,0,11,24,45.8,121,0,43,259,6.0,3,0,0,0,3
Ohio,80,2007-09-01,1,,Gardner-Webb,146,W,36,14,22,17,31,54.8,226,1,0,47,209,4.4,3,6,3,1,1,4,27,47,57.4,264,2,24,67,2.8,0,0,2,2,2
Ohio St.,36,2007-09-01,1,,Youngstown State,191,W,38,6,32,21,31,67.7,270,3,0,41,147,3.6,2,5,2,1,1,5,11,19,57.9,91,0,34,85,2.5,0,0,0,0,0
Oklahoma,45,2007-09-01,1,,North Texas,57,W,79,10,69,25,28,89.3,403,3,0,45,265,5.9,7,12,6,2,2,11,19,38,50.0,232,1,31,15,0.5,0,0,3,3,1
Oklahoma St.,46,2007-09-01,1,@,Georgia,111,L,14,35,-21,17,31,54.8,196,1,1,34,70,2.1,1,5,2,0,1,2,18,24,75.0,234,2,47,142,3.0,3,0,0,0,5
Ole Miss,116,2007-09-01,1,@,Memphis,6,W,23,21,2,19,30,63.3,201,1,0,29,74,2.6,0,9,2,3,3,3,41,61,67.2,343,1,35,124,3.5,2,1,4,5,3
Oregon,99,2007-09-01,1,,Houston,5,W,48,27,21,9,15,60.0,134,2,0,49,339,6.9,4,8,1,0,0,6,22,39,56.4,230,1,49,315,6.4,2,2,2,4,3
Penn State,37,2007-09-01,1,,Florida Intl,53,W,59,0,59,25,41,61.0,313,3,0,48,236,4.9,5,10,7,2,2,8,12,26,46.2,117,0,31,-3,-0.1,0,5,0,5,0
Pittsburgh,22,2007-09-01,1,,Eastern Michigan,76,W,27,3,24,16,24,66.7,195,1,0,42,130,3.1,2,7,2,0,0,3,16,29,55.2,106,0,23,39,1.7,0,0,1,1,0
Purdue,38,2007-09-01,1,@,Toledo,81,W,52,24,28,14,32,43.8,244,4,1,34,244,7.2,2,8,3,2,3,7,20,42,47.6,154,0,43,172,4.0,3,0,2,2,3
Rice,59,2007-09-01,1,,Nicholls State,242,L,14,16,-2,11,28,39.3,101,0,3,39,117,3.0,2,8,1,2,5,2,3,7,42.9,87,1,55,194,3.5,0,2,0,2,2
San Jose St.,91,2007-09-01,1,@,Arizona St.,96,L,3,45,-42,11,23,47.8,75,0,2,26,40,1.5,0,4,1,0,2,0,23,32,71.9,270,3,53,250,4.7,3,1,0,1,6
South Carolina,117,2007-09-01,1,,Louisiana,126,W,28,14,14,21,29,72.4,238,2,1,41,195,4.8,2,4,0,0,1,4,12,19,63.2,63,0,47,252,5.4,2,0,0,0,2
South Florida,9,2007-09-01,1,,Elon,154,W,28,13,15,23,39,59.0,238,2,0,33,135,4.1,2,15,5,2,2,4,34,55,61.8,226,1,30,33,1.1,0,1,1,2,1
Southern Miss,60,2007-09-01,1,,Tennessee-Martin,209,W,35,13,22,12,29,41.4,122,1,0,55,310,5.6,4,4,1,1,1,5,18,31,58.1,185,0,24,72,3.0,1,0,1,1,1
Stanford,101,2007-09-01,1,,UCLA,102,L,17,45,-28,27,59,45.8,346,2,0,26,52,2.0,0,9,1,1,1,2,16,29,55.2,286,5,50,338,6.8,1,0,0,0,6
Tennessee,118,2007-09-01,1,@,California,97,L,31,45,-14,32,47,68.1,271,3,0,27,111,4.1,1,6,0,1,1,4,19,28,67.9,241,2,37,230,6.2,2,1,0,1,6
Texas,48,2007-09-01,1,,Arkansas St.,122,W,21,13,8,22,33,66.7,223,2,2,38,117,3.1,1,9,4,0,2,3,24,37,64.9,272,0,34,125,3.7,1,0,1,1,1
Texas A&M,119,2007-09-01,1,,Montana State,136,W,38,7,31,11,23,47.8,129,1,0,35,261,7.5,4,8,2,1,1,5,26,48,54.2,304,1,37,99,2.7,0,1,1,2,1
TCU,47,2007-09-01,1,,Baylor,41,W,27,0,27,18,30,60.0,205,1,0,45,181,4.0,2,5,1,2,2,3,26,55,47.3,231,0,25,51,2.0,0,0,4,4,0
Toledo,81,2007-09-01,1,,Purdue,38,L,24,52,-28,20,42,47.6,154,0,2,43,172,4.0,3,2,0,0,2,3,14,32,43.8,244,4,34,244,7.2,2,2,1,3,7
Troy,129,2007-09-01,1,@,Arkansas,108,L,26,46,-20,17,49,34.7,214,1,1,31,162,5.2,2,3,1,0,1,3,13,22,59.1,157,1,50,350,7.0,3,2,0,2,5
UAB,61,2007-09-01,1,@,Michigan St.,32,L,18,55,-37,21,39,53.8,214,1,1,32,12,0.4,0,9,1,0,1,1,22,30,73.3,295,2,48,298,6.2,5,0,0,0,7
Central Florida,1,2007-09-01,1,@,NC State,20,W,25,23,2,12,24,50.0,93,0,0,43,206,4.8,2,9,4,0,0,2,24,38,63.2,272,2,32,85,2.7,1,0,2,2,3
UCLA,102,2007-09-01,1,@,Stanford,101,W,45,17,28,16,29,55.2,286,5,0,50,338,6.8,1,8,4,0,0,6,27,59,45.8,346,2,26,52,2.0,0,1,0,1,2
USC,103,2007-09-01,1,,Idaho,133,W,38,10,28,22,34,64.7,206,3,2,43,214,5.0,2,6,2,1,3,5,16,35,45.7,155,0,32,98,3.1,1,1,0,1,1
UTEP,62,2007-09-01,1,,New Mexico,89,W,10,6,4,8,25,32.0,81,0,1,25,114,4.6,1,4,0,0,1,1,25,40,62.5,190,0,51,193,3.8,0,0,0,0,0
Vanderbilt,120,2007-09-01,1,,Richmond,159,W,41,17,24,19,26,73.1,284,4,0,35,162,4.6,1,4,1,1,1,5,18,30,60.0,161,0,35,149,4.3,1,0,3,3,2
Virginia,24,2007-09-01,1,@,Wyoming,94,L,3,23,-20,14,29,48.3,103,0,2,18,-3,-0.2,0,6,4,0,2,0,25,34,73.5,253,1,55,199,3.6,1,1,1,2,2
Virginia Tech,25,2007-09-01,1,,East Carolina,4,W,17,7,10,22,33,66.7,245,1,1,31,33,1.1,0,2,0,2,3,2,16,31,51.6,119,0,35,142,4.1,1,0,1,1,1
Wake Forest,26,2007-09-01,1,@,Boston College,13,L,28,38,-10,45,60,75.0,366,2,4,24,2,0.1,0,3,2,0,4,4,32,52,61.5,408,5,27,54,2.0,0,1,2,3,5
Washington St.,106,2007-09-01,1,@,Wisconsin,40,L,21,42,-21,17,28,60.7,171,1,1,32,157,4.9,2,2,1,0,1,3,20,30,66.7,304,3,46,182,4.0,3,1,0,1,6
West Virginia,50,2007-09-01,1,,Western Michigan,82,W,62,24,38,13,22,59.1,226,2,0,45,316,7.0,7,7,3,2,2,9,26,43,60.5,245,2,32,32,1.0,1,1,2,3,3
Western Kentucky,64,2007-09-01,1,@,Florida,110,L,3,49,-46,15,21,71.4,156,0,0,32,48,1.5,0,2,0,0,0,0,16,21,76.2,325,3,33,185,5.6,4,0,0,0,7
Western Michigan,82,2007-09-01,1,@,West Virginia,50,L,24,62,-38,26,43,60.5,245,2,2,32,32,1.0,1,3,1,1,3,3,13,22,59.1,226,2,45,316,7.0,7,2,0,2,9
Wisconsin,40,2007-09-01,1,,Washington St.,106,W,42,21,21,20,30,66.7,304,3,0,46,182,4.0,3,5,1,1,1,6,17,28,60.7,171,1,32,157,4.9,2,0,1,1,3
Wyoming,94,2007-09-01,1,,Virginia,24,W,23,3,20,25,34,73.5,253,1,1,55,199,3.6,1,5,3,1,2,2,14,29,48.3,103,0,18,-3,-0.2,0,0,2,2,0
Clemson,14,2007-09-03,1,,Florida St.,16,W,24,18,6,14,24,58.3,160,2,0,42,132,3.1,1,10,6,1,1,3,17,35,48.6,142,1,28,114,4.1,1,1,0,1,2
Florida St.,16,2007-09-03,1,@,Clemson,14,L,18,24,-6,17,35,48.6,142,1,0,28,114,4.1,1,8,2,1,1,2,14,24,58.3,160,2,42,132,3.1,1,1,0,1,3
SMU,8,2007-09-03,1,,Texas Tech,49,L,9,49,-40,16,34,47.1,155,0,2,31,115,3.7,0,3,0,1,3,0,50,66,75.8,473,4,18,80,4.4,3,0,0,0,7
Texas Tech,49,2007-09-03,1,@,SMU,8,W,49,9,40,50,66,75.8,473,4,0,18,80,4.4,3,7,3,0,0,7,16,34,47.1,155,0,31,115,3.7,0,1,2,3,0
Cincinnati,2,2007-09-06,2,,Oregon St.,100,W,34,3,31,15,23,65.2,199,2,0,33,30,0.9,1,7,1,2,2,4,32,54,59.3,274,0,21,36,1.7,0,1,6,7,0
Louisville,18,2007-09-06,2,,Middle Tennessee,56,W,58,42,16,25,39,64.1,401,5,0,53,328,6.2,2,3,1,1,1,7,14,26,53.8,290,2,29,265,9.1,4,2,2,4,6
Middle Tennessee,56,2007-09-06,2,@,Louisville,18,L,42,58,-16,14,26,53.8,290,2,2,29,265,9.1,4,5,0,2,4,6,25,39,64.1,401,5,53,328,6.2,2,1,0,1,7
Oregon St.,100,2007-09-06,2,@,Cincinnati,2,L,3,34,-31,32,54,59.3,274,0,6,21,36,1.7,0,8,3,1,7,0,15,23,65.2,199,2,33,30,0.9,1,2,0,2,4
Navy,7,2007-09-07,2,@,Rutgers,39,L,24,41,-17,5,12,41.7,35,1,3,54,254,4.7,2,4,0,0,3,3,14,19,73.7,266,3,43,210,4.9,2,0,1,1,5
Rutgers,39,2007-09-07,2,,Navy,7,W,41,24,17,14,19,73.7,266,3,1,43,210,4.9,2,2,1,0,1,5,5,12,41.7,35,1,54,254,4.7,2,0,3,3,3
Air Force,83,2007-09-08,2,@,Utah,104,W,20,12,8,8,14,57.1,56,0,0,63,334,5.3,2,4,2,1,1,2,20,39,51.3,240,1,33,73,2.2,0,0,2,2,1
Akron,71,2007-09-08,2,@,Ohio St.,36,L,2,20,-18,17,32,53.1,66,0,0,19,3,0.2,0,6,1,1,1,0,20,31,64.5,167,2,41,196,4.8,0,3,2,5,2
Alabama,107,2007-09-08,2,@,Vanderbilt,120,W,24,10,14,14,28,50.0,150,0,1,48,221,4.6,2,4,2,0,1,2,18,41,43.9,175,1,26,57,2.2,0,0,1,1,1
Arizona,95,2007-09-08,2,,Northern Arizona,137,W,45,24,21,26,48,54.2,295,5,1,33,195,5.9,0,9,4,0,1,6,22,41,53.7,187,0,28,56,2.0,3,0,0,0,3
Arizona St.,96,2007-09-08,2,,Colorado,98,W,33,14,19,19,37,51.4,269,3,1,44,138,3.1,1,9,2,2,3,5,17,47,36.2,172,1,26,32,1.2,0,1,1,2,2
Army,65,2007-09-08,2,,Rhode Island,158,W,14,7,7,21,33,63.6,230,1,1,28,46,1.6,1,10,5,2,3,2,11,13,84.6,145,0,60,158,2.6,1,2,0,2,1
Auburn,109,2007-09-08,2,,South Florida,9,L,23,26,-3,16,35,45.7,165,1,2,35,125,3.6,1,9,3,3,5,2,18,27,66.7,184,1,52,135,2.6,2,0,0,0,3
Ball St.,72,2007-09-08,2,@,Eastern Michigan,76,W,38,16,22,19,39,48.7,306,4,0,42,153,3.6,1,4,0,0,0,5,16,26,61.5,155,1,28,107,3.8,0,0,1,1,2
Baylor,41,2007-09-08,2,,Rice,59,W,42,17,25,30,51,58.8,423,6,0,26,98,3.8,0,10,5,1,1,6,23,30,76.7,239,0,38,110,2.9,2,0,1,1,2
Boise St.,84,2007-09-08,2,@,Washington,105,L,10,24,-14,29,47,61.7,285,0,3,32,103,3.2,1,5,2,1,4,1,14,26,53.8,209,2,40,133,3.3,1,1,1,2,3
Boston College,13,2007-09-08,2,,NC State,20,W,37,17,20,15,34,44.1,142,1,1,39,231,5.9,3,6,2,0,1,5,29,54,53.7,351,1,24,56,2.3,1,2,5,7,2
Bowling Green,73,2007-09-08,2,@,Michigan St.,32,L,17,28,-11,32,51,62.7,295,1,2,25,47,1.9,1,6,1,1,3,2,17,29,58.6,250,2,41,142,3.5,2,1,2,3,4
