Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,Sk,Sk Yds,YPA,AYPA,unique_id
Tony Banks,QB,27.158,2000-09-10,NFL,BAL,,JAX,W 39-36,2,2,Sun,23,40,57.50,262,5,2,96.0,3,20,6.55,6.80,BankTo00
Charlie Batch,QB,25.280,2000-09-10,NFL,DET,,WAS,W 15-10,2,2,Sun,16,31,51.61,194,0,2,44.3,2,12,6.26,3.35,BatcCh00
Steve Beuerlein,QB,35.187,2000-09-10,NFL,CAR,@,SFO,W 38-22,2,2,Sun,24,32,75.00,364,3,1,130.2,0,0,11.38,11.84,BeueSt00
Jeff Blake,QB,29.281,2000-09-10,NFL,NOR,@,SDG,W 28-27,2,2,Sun,33,46,71.74,259,3,2,88.9,0,0,5.63,4.98,BlakJe00
Mark Brunell,QB,29.359,2000-09-10,NFL,JAX,@,BAL,L 36-39,2,2,Sun,28,50,56.00,386,3,2,84.2,4,11,7.72,7.12,BrunMa00
Robert Chancey,RB,28.003,2000-09-10,NFL,SDG,,NOR,L 27-28,2,2,Sun,0,1,0.00,0,0,0,39.6,,,0.00,0.00,ChanRo20
Chris Chandler,QB,34.334,2000-09-10,NFL,ATL,@,DEN,L 14-42,2,2,Sun,9,22,40.91,128,1,0,75.6,4,23,5.82,6.73,ChanCh00
Kerry Collins,QB,27.255,2000-09-10,NFL,NYG,@,PHI,W 33-18,2,2,Sun,21,29,72.41,220,2,0,117.0,1,0,7.59,8.97,CollKe00
Tim Couch,QB,23.041,2000-09-10,NFL,CLE,@,CIN,W 24-7,2,2,Sun,19,31,61.29,259,2,1,96.0,1,10,8.35,8.19,CoucTi00
Daunte Culpepper,QB,23.226,2000-09-10,NFL,MIN,,MIA,W 13-7,2,2,Sun,23,37,62.16,355,1,3,69.1,3,12,9.59,6.49,CulpDa00
Randall Cunningham,QB,37.167,2000-09-10,NFL,DAL,@,ARI,L 31-32,2,2,Sun,24,34,70.59,243,3,0,120.1,1,3,7.15,8.91,CunnRa00
Brett Favre*,QB,30.336,2000-09-10,NFL,GNB,@,BUF,L 18-27,2,2,Sun,25,35,71.43,269,2,0,112.7,4,35,7.69,8.83,FavrBr00
Jay Fiedler,QB,28.256,2000-09-10,NFL,MIA,@,MIN,L 7-13,2,2,Sun,12,31,38.71,175,1,1,55.2,3,15,5.65,4.84,FiedJa00
Rich Gannon,QB,34.265,2000-09-10,NFL,OAK,@,IND,W 38-31,2,2,Sun,15,22,68.18,207,0,0,98.1,0,0,9.41,9.41,GannRi00
Jeff Garcia,QB,30.199,2000-09-10,NFL,SFO,,CAR,L 22-38,2,2,Sun,12,20,60.00,181,0,1,69.0,0,0,9.05,6.80,GarcJe00
Elvis Grbac,QB,30.028,2000-09-10,NFL,KAN,@,TEN,L 14-17,2,2,Sun,13,21,61.90,144,1,0,98.1,3,17,6.86,7.81,GrbaEl00
Brian Griese,QB,25.176,2000-09-10,NFL,DEN,,ATL,W 42-14,2,2,Sun,20,33,60.61,268,3,0,116.7,2,13,8.12,9.94,GrieBr00
Brad Johnson,QB,31.363,2000-09-10,NFL,WAS,@,DET,L 10-15,2,2,Sun,23,35,65.71,245,1,4,56.0,1,16,7.00,2.43,JohnBr00
Doug Johnson,QB,22.319,2000-09-10,NFL,ATL,@,DEN,L 14-42,2,2,Sun,3,7,42.86,43,0,0,63.4,2,9,6.14,6.14,JohnDo00
Rob Johnson,QB,27.176,2000-09-10,NFL,BUF,,GNB,W 27-18,2,2,Sun,18,26,69.23,259,3,1,123.7,5,39,9.96,10.54,JohnRo00
Shaun King,QB,23.104,2000-09-10,NFL,TAM,,CHI,W 41-0,2,2,Sun,10,21,47.62,167,2,0,106.6,2,15,7.95,9.86,KingSh00
Jon Kitna,QB,27.355,2000-09-10,NFL,SEA,,STL,L 34-37,2,2,Sun,20,31,64.52,245,1,2,72.6,3,8,7.90,5.65,KitnJo00
Ryan Leaf,QB,24.118,2000-09-10,NFL,SDG,,NOR,L 27-28,2,2,Sun,12,24,50.00,134,1,2,46.2,5,21,5.58,2.67,LeafRy00
Peyton Manning,QB,24.170,2000-09-10,NFL,IND,,OAK,L 31-38,2,2,Sun,33,48,68.75,367,3,2,94.7,2,16,7.65,7.02,MannPe00
Donovan McNabb,QB,23.290,2000-09-10,NFL,PHI,,NYG,L 18-33,2,2,Sun,19,33,57.58,214,1,0,87.2,3,33,6.48,7.09,McNaDo00
Steve McNair,QB,27.209,2000-09-10,NFL,TEN,,KAN,W 17-14,2,2,Sun,11,18,61.11,93,0,2,35.0,2,5,5.17,0.17,McNaSt00
Cade McNown,QB,23.242,2000-09-10,NFL,CHI,@,TAM,L 0-41,2,2,Sun,15,29,51.72,96,0,2,30.2,5,47,3.31,0.21,McNoCa00
Rick Mirer,QB,30.175,2000-09-10,NFL,SFO,,CAR,L 22-38,2,2,Sun,10,20,50.00,126,1,0,86.7,1,6,6.30,7.30,MireRi00
Moses Moreno,QB,25.005,2000-09-10,NFL,SDG,,NOR,L 27-28,2,2,Sun,1,1,100.00,3,0,0,79.2,0,0,3.00,3.00,MoreMo00
Neil O'Donnell,QB,34.069,2000-09-10,NFL,TEN,,KAN,W 17-14,2,2,Sun,11,17,64.71,132,1,0,108.0,2,18,7.76,8.94,ODonNe00
Jake Plummer,QB,25.266,2000-09-10,NFL,ARI,,DAL,W 32-31,2,2,Sun,18,24,75.00,243,2,0,134.5,2,19,10.13,11.79,PlumJa00
Akili Smith,QB,25.020,2000-09-10,NFL,CIN,,CLE,L 7-24,1,2,Sun,15,43,34.88,250,1,2,43.8,7,43,5.81,4.19,SmitAk00
Kurt Warner*,QB,29.080,2000-09-10,NFL,STL,@,SEA,W 37-34,2,2,Sun,35,47,74.47,386,1,1,96.6,1,7,8.21,7.68,WarnKu00
Frank Wycheck,TE,28.332,2000-09-10,NFL,TEN,,KAN,W 17-14,2,2,Sun,1,1,100.00,30,1,0,158.3,0,0,30.00,50.00,WychFr00
Eric Zeier,QB,28.004,2000-09-10,NFL,TAM,,CHI,W 41-0,2,2,Sun,3,3,100.00,19,0,0,93.1,0,0,6.33,6.33,ZeieEr00
Drew Bledsoe,QB,28.210,2000-09-11,NFL,NWE,@,NYJ,L 19-20,2,2,Mon,25,43,58.14,229,1,0,80.5,6,36,5.33,5.79,BledDr00
Vinny Testaverde,QB,36.303,2000-09-11,NFL,NYJ,,NWE,W 20-19,2,2,Mon,16,37,43.24,281,3,1,85.5,2,10,7.59,8.00,TestVi00
Tony Banks,QB,27.165,2000-09-17,NFL,BAL,@,MIA,L 6-19,3,3,Sun,19,31,61.29,189,0,1,65.1,6,45,6.10,4.65,BankTo00
Charlie Batch,QB,25.287,2000-09-17,NFL,DET,,TAM,L 10-31,3,3,Sun,26,36,72.22,277,1,2,80.4,7,51,7.69,5.75,BatcCh00
Jerome Bettis*,RB,28.214,2000-09-17,NFL,PIT,@,CLE,L 20-23,2,3,Sun,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,BettJe00
Steve Beuerlein,QB,35.194,2000-09-17,NFL,CAR,,ATL,L 10-15,3,3,Sun,21,37,56.76,241,1,2,63.0,4,16,6.51,4.62,BeueSt00
Jeff Blake,QB,29.288,2000-09-17,NFL,NOR,@,SEA,L 10-20,3,3,Sun,14,24,58.33,159,1,0,92.2,2,12,6.63,7.46,BlakJe00
Drew Bledsoe,QB,28.216,2000-09-17,NFL,NWE,,MIN,L 13-21,3,3,Sun,21,35,60.00,190,1,1,72.3,3,26,5.43,4.71,BledDr00
Mark Brunell,QB,30.000,2000-09-17,NFL,JAX,,CIN,W 13-0,3,3,Sun,20,32,62.50,176,1,1,74.5,4,19,5.50,4.72,BrunMa00
Chris Chandler,QB,34.341,2000-09-17,NFL,ATL,@,CAR,W 15-10,3,3,Sun,21,27,77.78,174,0,0,93.5,2,20,6.44,6.44,ChanCh00
Kerry Collins,QB,27.262,2000-09-17,NFL,NYG,@,CHI,W 14-7,3,3,Sun,24,33,72.73,251,1,0,104.5,2,14,7.61,8.21,CollKe00
Tim Couch,QB,23.048,2000-09-17,NFL,CLE,,PIT,W 23-20,3,3,Sun,23,31,74.19,316,2,0,127.9,0,0,10.19,11.48,CoucTi00
Daunte Culpepper,QB,23.233,2000-09-17,NFL,MIN,@,NWE,W 21-13,3,3,Sun,19,28,67.86,177,2,1,93.9,4,16,6.32,6.14,CulpDa00
Brett Favre*,QB,30.343,2000-09-17,NFL,GNB,,PHI,W 6-3,3,3,Sun,18,33,54.55,189,0,3,33.5,5,32,5.73,1.64,FavrBr00
Jay Fiedler,QB,28.263,2000-09-17,NFL,MIA,,BAL,W 19-6,3,3,Sun,11,16,68.75,160,1,1,95.8,1,8,10.00,8.44,FiedJa00
Rich Gannon,QB,34.272,2000-09-17,NFL,OAK,,DEN,L 24-33,3,3,Sun,13,21,61.90,159,2,2,77.4,4,19,7.57,5.19,GannRi00
Jeff Garcia,QB,30.206,2000-09-17,NFL,SFO,@,STL,L 24-41,3,3,Sun,21,34,61.76,290,3,2,94.0,0,0,8.53,7.65,GarcJe00
Kent Graham,QB,31.321,2000-09-17,NFL,PIT,@,CLE,L 20-23,2,3,Sun,13,27,48.15,172,0,0,68.7,3,15,6.37,6.37,GrahKe00
Elvis Grbac,QB,30.035,2000-09-17,NFL,KAN,,SDG,W 42-10,3,3,Sun,20,33,60.61,235,5,1,109.2,2,3,7.12,8.79,GrbaEl00
Brian Griese,QB,25.183,2000-09-17,NFL,DEN,@,OAK,W 33-24,3,3,Sun,21,31,67.74,213,2,0,108.7,1,6,6.87,8.16,GrieBr00
Rob Johnson,QB,27.183,2000-09-17,NFL,BUF,@,NYJ,L 14-27,3,3,Sun,21,36,58.33,291,2,1,91.3,2,17,8.08,7.94,JohnRo00
Shaun King,QB,23.111,2000-09-17,NFL,TAM,@,DET,W 31-10,3,3,Sun,18,30,60.00,211,1,0,92.5,0,0,7.03,7.70,KingSh00
Jon Kitna,QB,27.362,2000-09-17,NFL,SEA,,NOR,W 20-10,3,3,Sun,22,29,75.86,193,1,1,90.2,4,24,6.66,5.79,KitnJo00
Ryan Leaf,QB,24.125,2000-09-17,NFL,SDG,@,KAN,L 10-42,3,3,Sun,6,13,46.15,62,0,1,28.4,1,9,4.77,1.31,LeafRy00
Donovan McNabb,QB,23.297,2000-09-17,NFL,PHI,@,GNB,L 3-6,3,3,Sun,15,31,48.39,118,0,1,44.8,5,32,3.81,2.35,McNaDo00
Cade McNown,QB,23.249,2000-09-17,NFL,CHI,,NYG,L 7-14,3,3,Sun,23,36,63.89,202,1,0,88.0,3,22,5.61,6.17,McNoCa00
Moses Moreno,QB,25.012,2000-09-17,NFL,SDG,@,KAN,L 10-42,3,3,Sun,11,22,50.00,107,0,0,64.0,5,22,4.86,4.86,MoreMo00
Akili Smith,QB,25.027,2000-09-17,NFL,CIN,@,JAX,L 0-13,2,3,Sun,18,41,43.90,183,0,2,36.9,5,21,4.46,2.27,SmitAk00
Kordell Stewart,QB,27.337,2000-09-17,NFL,PIT,@,CLE,L 20-23,2,3,Sun,1,1,100.00,9,0,0,104.2,0,0,9.00,9.00,StewKo00
Vinny Testaverde,QB,36.309,2000-09-17,NFL,NYJ,,BUF,W 27-14,3,3,Sun,16,32,50.00,188,1,1,65.6,0,0,5.88,5.09,TestVi00
Ken Walter,P,28.033,2000-09-17,NFL,CAR,,ATL,L 10-15,3,3,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,WaltKe20
Kurt Warner*,QB,29.087,2000-09-17,NFL,STL,,SFO,W 41-24,3,3,Sun,23,34,67.65,394,2,2,101.8,1,5,11.59,10.12,WarnKu00
Randall Cunningham,QB,37.175,2000-09-18,NFL,DAL,@,WAS,W 27-21,3,3,Mon,10,23,43.48,185,2,1,82.7,1,6,8.04,7.83,CunnRa00
Brad Johnson,QB,32.005,2000-09-18,NFL,WAS,,DAL,L 21-27,3,3,Mon,30,49,61.22,241,1,1,71.9,3,17,4.92,4.41,JohnBr00
Troy Aikman*,QB,33.308,2000-09-24,NFL,DAL,,SFO,L 24-41,4,4,Sun,15,26,57.69,197,1,1,78.5,1,7,7.58,6.62,AikmTr00
Tony Banks,QB,27.172,2000-09-24,NFL,BAL,,CIN,W 37-0,4,4,Sun,20,36,55.56,196,2,0,89.6,0,0,5.44,6.56,BankTo00
Charlie Batch,QB,25.294,2000-09-24,NFL,DET,@,CHI,W 21-14,4,4,Sun,20,37,54.05,207,2,1,77.2,3,13,5.59,5.46,BatcCh00
Jeff Blake,QB,29.295,2000-09-24,NFL,NOR,,PHI,L 7-21,4,4,Sun,18,38,47.37,163,0,2,37.5,5,22,4.29,1.92,BlakJe00
Drew Bledsoe,QB,28.223,2000-09-24,NFL,NWE,@,MIA,L 3-10,4,4,Sun,16,33,48.48,161,0,1,50.2,2,7,4.88,3.52,BledDr00
Chris Chandler,QB,34.348,2000-09-24,NFL,ATL,,STL,L 20-41,4,4,Sun,21,35,60.00,255,1,2,68.2,7,39,7.29,5.29,ChanCh00
Kerry Collins,QB,27.269,2000-09-24,NFL,NYG,,WAS,L 6-16,4,4,Sun,21,44,47.73,210,1,1,59.8,4,42,4.77,4.20,CollKe00
Tim Couch,QB,23.055,2000-09-24,NFL,CLE,@,OAK,L 10-36,4,4,Sun,16,29,55.17,141,1,2,51.1,2,12,4.86,2.45,CoucTi00
Brett Favre*,QB,30.350,2000-09-24,NFL,GNB,@,ARI,W 29-3,4,4,Sun,17,31,54.84,277,1,0,95.8,1,9,8.94,9.58,FavrBr00
Jay Fiedler,QB,28.270,2000-09-24,NFL,MIA,,NWE,W 10-3,4,4,Sun,12,24,50.00,153,1,2,49.5,1,10,6.38,3.46,FiedJa00
Gus Frerotte,QB,29.055,2000-09-24,NFL,DEN,,KAN,L 22-23,4,4,Sun,18,31,58.06,208,0,1,65.0,1,11,6.71,5.26,FrerGu00
Rich Gannon,QB,34.279,2000-09-24,NFL,OAK,,CLE,W 36-10,4,4,Sun,14,23,60.87,179,0,0,85.2,1,0,7.78,7.78,GannRi00
Jeff Garcia,QB,30.213,2000-09-24,NFL,SFO,@,DAL,W 41-24,4,4,Sun,16,26,61.54,178,4,0,121.5,0,0,6.85,9.92,GarcJe00
Kent Graham,QB,31.328,2000-09-24,NFL,PIT,,TEN,L 20-23,3,4,Sun,18,33,54.55,254,0,0,79.6,3,11,7.70,7.70,GrahKe00
Elvis Grbac,QB,30.042,2000-09-24,NFL,KAN,@,DEN,W 23-22,4,4,Sun,21,33,63.64,250,2,2,81.6,1,5,7.58,6.06,GrbaEl00
Jim Harbaugh,QB,36.276,2000-09-24,NFL,SDG,,SEA,L 12-20,4,4,Sun,8,14,57.14,67,0,1,39.9,0,0,4.79,1.57,HarbJi00
Matt Hasselbeck,QB,24.365,2000-09-24,NFL,GNB,@,ARI,W 29-3,4,4,Sun,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00,HassMa00
Bobby Hoying,QB,28.004,2000-09-24,NFL,OAK,,CLE,W 36-10,4,4,Sun,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,HoyiBo00
Brad Johnson,QB,32.011,2000-09-24,NFL,WAS,@,NYG,W 16-6,4,4,Sun,14,20,70.00,289,2,0,145.8,1,5,14.45,16.45,JohnBr00
Danny Kanell,QB,26.308,2000-09-24,NFL,ATL,,STL,L 20-41,4,4,Sun,1,3,33.33,9,0,0,42.4,1,7,3.00,3.00,KaneDa00
Shaun King,QB,23.118,2000-09-24,NFL,TAM,,NYJ,L 17-21,4,4,Sun,7,19,36.84,135,1,2,40.4,2,15,7.11,3.42,KingSh00
Jon Kitna,QB,28.003,2000-09-24,NFL,SEA,@,SDG,W 20-12,4,4,Sun,11,21,52.38,196,1,0,100.5,5,35,9.33,10.29,KitnJo00
Ryan Leaf,QB,24.132,2000-09-24,NFL,SDG,,SEA,L 12-20,4,4,Sun,16,26,61.54,153,0,1,61.9,2,8,5.88,4.15,LeafRy00
Ray Lucas,QB,28.049,2000-09-24,NFL,NYJ,@,TAM,W 21-17,4,4,Sun,1,1,100.00,5,0,0,87.5,1,6,5.00,5.00,LucaRa00
Curtis Martin*,RB,27.146,2000-09-24,NFL,NYJ,@,TAM,W 21-17,4,4,Sun,1,1,100.00,18,1,0,158.3,0,0,18.00,38.00,MartCu00
Donovan McNabb,QB,23.304,2000-09-24,NFL,PHI,@,NOR,W 21-7,4,4,Sun,20,32,62.50,222,2,0,103.9,3,21,6.94,8.19,McNaDo00
Steve McNair,QB,27.223,2000-09-24,NFL,TEN,@,PIT,W 23-20,3,4,Sun,3,3,100.00,55,1,0,158.3,0,0,18.33,25.00,McNaSt00
Cade McNown,QB,23.256,2000-09-24,NFL,CHI,,DET,L 14-21,4,4,Sun,21,35,60.00,261,1,3,57.0,1,7,7.46,4.17,McNoCa00
Scott Mitchell,QB,32.266,2000-09-24,NFL,CIN,@,BAL,L 0-37,3,4,Sun,14,23,60.87,97,0,2,34.1,2,10,4.22,0.30,MitcSc00
Neil O'Donnell,QB,34.083,2000-09-24,NFL,TEN,@,PIT,W 23-20,3,4,Sun,13,27,48.15,237,0,3,39.2,1,5,8.78,3.78,ODonNe00
Jake Plummer,QB,25.280,2000-09-24,NFL,ARI,,GNB,L 3-29,3,4,Sun,21,43,48.84,189,0,4,22.3,1,8,4.40,0.21,PlumJa00
Chris Redman,QB,23.079,2000-09-24,NFL,BAL,,CIN,W 37-0,4,4,Sun,2,3,66.67,19,0,0,84.0,0,0,6.33,6.33,RedmCh00
Jerry Rice*,WR,37.347,2000-09-24,NFL,SFO,@,DAL,W 41-24,4,4,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,RiceJe00
Akili Smith,QB,25.034,2000-09-24,NFL,CIN,@,BAL,L 0-37,3,4,Sun,1,1,100.00,8,0,0,100.0,2,5,8.00,8.00,SmitAk00
Kordell Stewart,QB,27.344,2000-09-24,NFL,PIT,,TEN,L 20-23,3,4,Sun,1,4,25.00,6,0,0,39.6,0,0,1.50,1.50,StewKo00
Clint Stoerner,QB,22.270,2000-09-24,NFL,DAL,,SFO,L 24-41,4,4,Sun,3,5,60.00,53,1,0,135.8,2,21,10.60,14.60,StoeCl00
Vinny Testaverde,QB,36.316,2000-09-24,NFL,NYJ,@,TAM,W 21-17,4,4,Sun,22,42,52.38,181,1,3,41.9,0,0,4.31,1.57,TestVi00
Kurt Warner*,QB,29.094,2000-09-24,NFL,STL,@,ATL,W 41-20,4,4,Sun,12,19,63.16,336,4,1,124.5,3,15,17.68,19.53,WarnKu00
Spergon Wynn,QB,22.045,2000-09-24,NFL,CLE,@,OAK,L 10-36,4,4,Sun,2,5,40.00,15,0,0,47.9,1,3,3.00,3.00,WynnSp00
Mark Brunell,QB,30.008,2000-09-25,NFL,JAX,@,IND,L 14-43,4,4,Mon,21,36,58.33,229,2,2,72.6,5,40,6.36,4.97,BrunMa00
Peyton Manning,QB,24.185,2000-09-25,NFL,IND,,JAX,W 43-14,3,4,Mon,23,36,63.89,440,4,0,143.3,0,0,12.22,14.44,MannPe00
Troy Aikman*,QB,33.315,2000-10-01,NFL,DAL,@,CAR,W 16-13,5,5,Sun,15,23,65.22,131,0,2,43.9,2,13,5.70,1.78,AikmTr00
Tony Banks,QB,27.179,2000-10-01,NFL,BAL,@,CLE,W 12-0,5,5,Sun,18,34,52.94,169,0,1,54.7,1,9,4.97,3.65,BankTo00
Charlie Batch,QB,25.301,2000-10-01,NFL,DET,,MIN,L 24-31,5,5,Sun,25,44,56.82,239,1,1,70.2,2,13,5.43,4.86,BatcCh00
Steve Beuerlein,QB,35.208,2000-10-01,NFL,CAR,,DAL,L 13-16,4,5,Sun,17,29,58.62,161,0,0,74.1,1,8,5.55,5.55,BeueSt00
Drew Bledsoe,QB,28.230,2000-10-01,NFL,NWE,@,DEN,W 28-19,5,5,Sun,18,27,66.67,271,4,1,123.6,3,11,10.04,11.33,BledDr00
Mark Brunell,QB,30.014,2000-10-01,NFL,JAX,,PIT,L 13-24,5,5,Sun,15,32,46.88,137,0,1,46.0,7,45,4.28,2.88,BrunMa00
Chris Chandler,QB,34.355,2000-10-01,NFL,ATL,@,PHI,L 10-38,5,5,Sun,14,34,41.18,151,0,1,42.6,2,17,4.44,3.12,ChanCh00
Kerry Collins,QB,27.276,2000-10-01,NFL,NYG,@,TEN,L 14-28,5,5,Sun,17,36,47.22,197,2,3,48.0,1,6,5.47,2.83,CollKe00
Tim Couch,QB,23.062,2000-10-01,NFL,CLE,,BAL,L 0-12,5,5,Sun,20,35,57.14,203,0,3,38.2,0,0,5.80,1.94,CoucTi00
Daunte Culpepper,QB,23.247,2000-10-01,NFL,MIN,@,DET,W 31-24,4,5,Sun,17,29,58.62,269,3,0,124.1,2,8,9.28,11.34,CulpDa00
Brett Favre*,QB,30.357,2000-10-01,NFL,GNB,,CHI,L 24-27,5,5,Sun,31,48,64.58,333,3,1,97.0,2,13,6.94,7.25,FavrBr00
Jay Fiedler,QB,28.277,2000-10-01,NFL,MIA,@,CIN,W 31-16,5,5,Sun,14,21,66.67,155,2,1,100.3,2,12,7.38,7.14,FiedJa00
Jeff Garcia,QB,30.220,2000-10-01,NFL,SFO,,ARI,W 27-20,5,5,Sun,22,33,66.67,220,1,0,95.5,1,5,6.67,7.27,GarcJe00
