Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Billy Joe Hobert,QB,28.247,1999-09-12,NFL,NOR,,CAR,W 19-10,1,1,Sun,4,7,1.75,0,HobeBi00
Robert Holcombe,RB,23.275,1999-09-12,NFL,STL,,BAL,W 27-10,1,1,Sun,4,1,0.25,0,HolcRo00
Priest Holmes,RB,25.340,1999-09-12,NFL,BAL,@,STL,L 10-27,1,1,Sun,12,52,4.33,0,HolmPr00
Richard Huntley,RB,26.359,1999-09-12,NFL,PIT,@,CLE,W 43-0,1,1,Sun,10,41,4.10,1,HuntRi00
Rocket Ismail,WR,29.298,1999-09-12,NFL,DAL,@,WAS,W 41-35,1,1,Sun,1,15,15.00,0,IsmaRa00
Edgerrin James,RB,21.042,1999-09-12,NFL,IND,,BUF,W 31-14,1,1,Sun,26,112,4.31,1,JameEd00
Keyshawn Johnson,WR,27.052,1999-09-12,NFL,NYJ,,NWE,L 28-30,1,1,Sun,1,0,0.00,0,JohnKe00
Lee Johnson,P,37.289,1999-09-12,NFL,NWE,@,NYJ,W 30-28,1,1,Sun,1,0,0.00,0,johnslee01
Leon Johnson,RB,25.061,1999-09-12,NFL,NYJ,,NWE,L 28-30,1,1,Sun,1,2,2.00,0,JohnLe00
Randy Jordan,RB,29.098,1999-09-12,NFL,OAK,@,GNB,L 24-28,1,1,Sun,3,3,1.00,2,JordRa00
Napoleon Kaufman,RB,26.097,1999-09-12,NFL,OAK,@,GNB,L 24-28,1,1,Sun,11,87,7.91,0,KaufNa00
Terry Kirby,RB,29.235,1999-09-12,NFL,CLE,,PIT,L 0-43,1,1,Sun,5,10,2.00,0,KirbTe00
Jon Kitna,QB,26.356,1999-09-12,NFL,SEA,,DET,L 20-28,1,1,Sun,1,7,7.00,0,KitnJo00
Fred Lane,RB,24.006,1999-09-12,NFL,CAR,@,NOR,L 10-19,1,1,Sun,6,30,5.00,0,LaneFr00
Dorsey Levens,RB,29.114,1999-09-12,NFL,GNB,,OAK,W 28-24,1,1,Sun,18,78,4.33,0,LeveDo00
Jonathan Linton,FB,24.309,1999-09-12,NFL,BUF,@,IND,L 14-31,1,1,Sun,5,16,3.20,0,LintJo00
Joel Makovicka,FB,23.341,1999-09-12,NFL,ARI,@,PHI,W 25-24,1,1,Sun,1,-7,-7.00,0,MakoJo00
Peyton Manning,QB,23.172,1999-09-12,NFL,IND,,BUF,W 31-14,1,1,Sun,3,-3,-1.00,0,MannPe00
Curtis Martin*,RB,26.134,1999-09-12,NFL,NYJ,,NWE,L 28-30,1,1,Sun,19,80,4.21,0,MartCu00
Shane Matthews,QB,29.103,1999-09-12,NFL,CHI,,KAN,W 20-17,1,1,Sun,3,-3,-1.00,0,MattSh00
Steve McNair,QB,26.210,1999-09-12,NFL,TEN,,CIN,W 36-35,1,1,Sun,6,27,4.50,1,McNaSt00
Glyn Milburn,RB,28.205,1999-09-12,NFL,CHI,,KAN,W 20-17,1,1,Sun,2,11,5.50,0,MilbGl00
Brian Milne,FB,26.248,1999-09-12,NFL,CIN,@,TEN,L 35-36,1,1,Sun,3,30,10.00,0,MilnBr00
Brian Mitchell,RB,31.025,1999-09-12,NFL,WAS,,DAL,L 35-41,1,1,Sun,3,12,4.00,0,MitcBr00
Randy Moss*,WR,22.211,1999-09-12,NFL,MIN,@,ATL,W 17-14,1,1,Sun,1,6,6.00,0,MossRa00
Adrian Murrell,RB,28.331,1999-09-12,NFL,ARI,@,PHI,W 25-24,1,1,Sun,24,53,2.21,0,MurrAd00
Doug Pederson,QB,31.224,1999-09-12,NFL,PHI,,ARI,L 24-25,1,1,Sun,2,21,10.50,0,PedeDo00
Lawrence Phillips,RB,24.123,1999-09-12,NFL,SFO,@,JAX,L 3-41,1,1,Sun,3,8,2.67,0,PhilLa00
Jake Plummer,QB,24.267,1999-09-12,NFL,ARI,@,PHI,W 25-24,1,1,Sun,6,25,4.17,0,PlumJa00
Tony Richardson,FB,27.269,1999-09-12,NFL,KAN,@,CHI,L 17-20,1,1,Sun,3,19,6.33,0,RichTo00
Jon Ritchie,FB,25.008,1999-09-12,NFL,OAK,@,GNB,L 24-28,1,1,Sun,2,5,2.50,0,RitcJo00
Ron Rivers,RB,27.303,1999-09-12,NFL,DET,@,SEA,W 28-20,1,1,Sun,16,96,6.00,0,RiveRo00
Cory Schlesinger,FB,27.081,1999-09-12,NFL,DET,@,SEA,W 28-20,1,1,Sun,10,50,5.00,0,SchlCo00
Sedrick Shaw,RB,25.300,1999-09-12,NFL,CLE,,PIT,L 0-43,1,1,Sun,2,-1,-0.50,0,ShawSe00
Rashaan Shehee,RB,24.084,1999-09-12,NFL,KAN,@,CHI,L 17-20,1,1,Sun,4,13,3.25,0,ShehRa00
Akili Smith,QB,24.022,1999-09-12,NFL,CIN,@,TEN,L 35-36,1,1,Sun,1,0,0.00,0,SmitAk00
Antowain Smith,RB,27.182,1999-09-12,NFL,BUF,@,IND,L 14-31,1,1,Sun,6,7,1.17,0,SmitAn00
Emmitt Smith*,RB,30.120,1999-09-12,NFL,DAL,@,WAS,W 41-35,1,1,Sun,23,109,4.74,1,SmitEm00
Lamar Smith,RB,28.287,1999-09-12,NFL,NOR,,CAR,W 19-10,1,1,Sun,13,66,5.08,0,SmitLa00
Robert Smith,RB,27.192,1999-09-12,NFL,MIN,@,ATL,W 17-14,1,1,Sun,16,47,2.94,0,SmitRo00
Duce Staley,RB,24.197,1999-09-12,NFL,PHI,,ARI,L 24-25,1,1,Sun,21,111,5.29,1,StalDu00
James Stewart,RB,27.259,1999-09-12,NFL,JAX,,SFO,W 41-3,1,1,Sun,4,15,3.75,1,StewJa00
Kordell Stewart,QB,26.331,1999-09-12,NFL,PIT,@,CLE,W 43-0,1,1,Sun,7,35,5.00,1,StewKo00
Fred Taylor,RB,23.228,1999-09-12,NFL,JAX,,SFO,W 41-3,1,1,Sun,24,74,3.08,0,TaylFr00
Tom Tupa,QB/P,33.218,1999-09-12,NFL,NYJ,,NWE,L 28-30,1,1,Sun,2,8,4.00,0,TupaTo20
Kevin Turner,FB,30.092,1999-09-12,NFL,PHI,,ARI,L 24-25,1,1,Sun,3,6,2.00,0,TurnKe00
Kurt Warner*,QB,28.082,1999-09-12,NFL,STL,,BAL,W 27-10,1,1,Sun,1,-1,-1.00,0,WarnKu00
Chris Warren,RB,31.231,1999-09-12,NFL,DAL,@,WAS,W 41-35,1,1,Sun,8,58,7.25,0,WarrCh00
Justin Watson,RB,24.248,1999-09-12,NFL,STL,,BAL,W 27-10,1,1,Sun,1,5,5.00,0,WatsJu00
Ricky Watters,RB,30.158,1999-09-12,NFL,SEA,,DET,L 20-28,1,1,Sun,13,21,1.62,0,WattRi00
Charles Way,FB,26.259,1999-09-12,NFL,NYG,@,TAM,W 17-13,1,1,Sun,6,2,0.33,0,WayxCh00
Tyrone Wheatley,RB,27.236,1999-09-12,NFL,OAK,@,GNB,L 24-28,1,1,Sun,15,52,3.47,1,WheaTy00
Ricky Williams,RB,22.114,1999-09-12,NFL,NOR,,CAR,W 19-10,1,1,Sun,10,40,4.00,0,WillRi00
Jon Witman,FB,27.103,1999-09-12,NFL,PIT,@,CLE,W 43-0,1,1,Sun,3,11,3.67,0,WitmJo00
Steve Young*,QB,37.336,1999-09-12,NFL,SFO,@,JAX,L 3-41,1,1,Sun,6,25,4.17,0,YounSt00
Amos Zereoue,RB,22.339,1999-09-12,NFL,PIT,@,CLE,W 43-0,1,1,Sun,17,44,2.59,0,ZereAm00
Karim Abdul-Jabbar,RB,25.077,1999-09-13,NFL,MIA,@,DEN,W 38-21,1,1,Mon,16,60,3.75,1,AbduKa00
Terrell Davis*,RB,26.320,1999-09-13,NFL,DEN,,MIA,L 21-38,1,1,Mon,19,61,3.21,0,DaviTe00
Brian Griese,QB,24.179,1999-09-13,NFL,DEN,,MIA,L 21-38,1,1,Mon,2,4,2.00,0,GrieBr00
J.J. Johnson,RB,25.146,1999-09-13,NFL,MIA,@,DEN,W 38-21,1,1,Mon,14,45,3.21,1,JohnJ.00
Rob Konrad,FB,22.305,1999-09-13,NFL,MIA,@,DEN,W 38-21,1,1,Mon,2,7,3.50,0,KonrRo00
Derek Loville,RB,31.071,1999-09-13,NFL,DEN,,MIA,L 21-38,1,1,Mon,5,48,9.60,0,LoviDe00
Dan Marino*,QB,37.363,1999-09-13,NFL,MIA,@,DEN,W 38-21,1,1,Mon,1,-1,-1.00,0,MariDa00
Karim Abdul-Jabbar,RB,25.083,1999-09-19,NFL,MIA,,ARI,W 19-16,2,2,Sun,9,33,3.67,0,AbduKa00
Terry Allen,RB,31.210,1999-09-19,NFL,NWE,,IND,W 31-28,2,2,Sun,15,74,4.93,0,AlleTe00
Mike Alstott,FB,25.272,1999-09-19,NFL,TAM,@,PHI,W 19-5,2,2,Sun,15,64,4.27,0,AlstMi00
Kimble Anders,RB,33.009,1999-09-19,NFL,KAN,,DEN,W 26-10,2,2,Sun,22,142,6.45,0,AndeKi00
Richie Anderson,FB,28.006,1999-09-19,NFL,NYJ,@,BUF,L 3-17,2,2,Sun,2,9,4.50,0,AndeRi00
Tavian Banks,RB,25.214,1999-09-19,NFL,JAX,@,CAR,W 22-20,2,2,Sun,8,43,5.38,0,BankTa00
Tommy Barnhardt,P,36.100,1999-09-19,NFL,NOR,@,SFO,L 21-28,2,2,Sun,1,4,4.00,0,BarnTo22
Charlie Batch,QB,24.288,1999-09-19,NFL,DET,,GNB,W 23-15,2,2,Sun,3,9,3.00,1,BatcCh00
Edgar Bennett,RB,30.216,1999-09-19,NFL,CHI,,SEA,L 13-14,2,2,Sun,1,4,4.00,0,BennEd00
Sean Bennett,RB,23.314,1999-09-19,NFL,NYG,,WAS,L 21-50,2,2,Sun,4,45,11.25,0,BennSe00
Jerome Bettis*,RB,27.215,1999-09-19,NFL,PIT,@,BAL,W 23-20,2,2,Sun,16,46,2.88,0,BettJe00
Steve Beuerlein,QB,34.196,1999-09-19,NFL,CAR,,JAX,L 20-22,2,2,Sun,1,1,1.00,0,BeueSt00
Tim Biakabutuka,RB,25.238,1999-09-19,NFL,CAR,,JAX,L 20-22,2,2,Sun,6,47,7.83,0,BiakTi00
Jeff Blake,QB,28.289,1999-09-19,NFL,CIN,,SDG,L 7-34,2,2,Sun,3,6,2.00,0,BlakJe00
Drew Bledsoe,QB,27.217,1999-09-19,NFL,NWE,,IND,W 31-28,2,2,Sun,3,7,2.33,0,BledDr00
David Boston,WR,21.031,1999-09-19,NFL,ARI,@,MIA,L 16-19,2,2,Sun,1,2,2.00,0,BostDa00
Bubby Brister,QB,37.035,1999-09-19,NFL,DEN,@,KAN,L 10-26,2,2,Sun,1,0,0.00,0,BrisBu00
Reggie Brown,TE,26.085,1999-09-19,NFL,SEA,@,CHI,W 14-13,2,2,Sun,1,2,2.00,0,BrowRe00
Mark Brunell,QB,29.002,1999-09-19,NFL,JAX,@,CAR,W 22-20,2,2,Sun,6,20,3.33,0,BrunMa00
Kenny Bynum,RB,25.113,1999-09-19,NFL,SDG,@,CIN,W 34-7,1,2,Sun,3,4,1.33,0,BynuKe00
Stoney Case,QB,27.074,1999-09-19,NFL,BAL,,PIT,L 20-23,2,2,Sun,1,8,8.00,0,CaseSt00
Larry Centers,FB,31.110,1999-09-19,NFL,WAS,@,NYG,W 50-21,2,2,Sun,1,-2,-2.00,0,CentLa00
Cecil Collins,RB,22.304,1999-09-19,NFL,MIA,,ARI,W 19-16,2,2,Sun,15,45,3.00,0,CollCe00
Curtis Conway,WR,28.249,1999-09-19,NFL,CHI,,SEA,L 13-14,2,2,Sun,1,-2,-2.00,0,ConwCu00
Tim Couch,QB,22.050,1999-09-19,NFL,CLE,@,TEN,L 9-26,2,2,Sun,5,40,8.00,0,CoucTi00
Aaron Craver,FB,30.275,1999-09-19,NFL,NOR,@,SFO,L 21-28,2,2,Sun,3,4,1.33,0,CravAa00
Randall Cunningham,QB,36.176,1999-09-19,NFL,MIN,,OAK,L 17-22,2,2,Sun,1,0,0.00,0,CunnRa00
Stephen Davis,RB,25.202,1999-09-19,NFL,WAS,@,NYG,W 50-21,2,2,Sun,23,126,5.48,3,DaviSt00
Terrell Davis*,RB,26.326,1999-09-19,NFL,DEN,@,KAN,L 10-26,2,2,Sun,21,79,3.76,1,DaviTe00
Trent Dilfer,QB,27.190,1999-09-19,NFL,TAM,@,PHI,W 19-5,2,2,Sun,5,10,2.00,0,DilfTr00
Corey Dillon,RB,24.330,1999-09-19,NFL,CIN,,SDG,L 7-34,2,2,Sun,12,37,3.08,0,DillCo00
Warrick Dunn,RB,24.257,1999-09-19,NFL,TAM,@,PHI,W 19-5,2,2,Sun,24,82,3.42,0,DunnWa00
Curtis Enis,RB,23.096,1999-09-19,NFL,CHI,,SEA,L 13-14,2,2,Sun,25,94,3.76,1,EnisCu00
Charles Evans,FB,32.156,1999-09-19,NFL,BAL,,PIT,L 20-23,2,2,Sun,4,13,3.25,0,EvanCh00
Kevin Faulk,RB,23.106,1999-09-19,NFL,NWE,,IND,W 31-28,2,2,Sun,5,9,1.80,0,FaulKe00
Brett Favre*,QB,29.344,1999-09-19,NFL,GNB,@,DET,L 15-23,2,2,Sun,2,1,0.50,0,FavrBr00
Jeff Feagles,P,33.196,1999-09-19,NFL,SEA,@,CHI,W 14-13,2,2,Sun,1,0,0.00,0,FeagJe20
Terrell Fletcher,RB,26.005,1999-09-19,NFL,SDG,@,CIN,W 34-7,1,2,Sun,3,9,3.00,0,FletTe00
William Floyd,FB,27.214,1999-09-19,NFL,CAR,,JAX,L 20-22,2,2,Sun,2,5,2.50,0,FloyWi00
Doug Flutie,QB,36.331,1999-09-19,NFL,BUF,,NYJ,W 17-3,2,2,Sun,7,67,9.57,1,FlutDo00
Glenn Foley,QB,28.344,1999-09-19,NFL,SEA,@,CHI,W 14-13,2,2,Sun,3,-1,-0.33,0,FoleGl00
Rich Gannon,QB,33.273,1999-09-19,NFL,OAK,@,MIN,W 22-17,2,2,Sun,5,48,9.60,1,GannRi00
Charlie Garner,RB,27.218,1999-09-19,NFL,SFO,,NOR,W 28-21,2,2,Sun,12,72,6.00,0,GarnCh00
Eddie George,RB,25.360,1999-09-19,NFL,TEN,,CLE,W 26-9,2,2,Sun,31,97,3.13,2,GeorEd00
Kent Graham,QB,30.322,1999-09-19,NFL,NYG,,WAS,L 21-50,2,2,Sun,2,5,2.50,0,GrahKe00
Elvis Grbac,QB,29.037,1999-09-19,NFL,KAN,,DEN,W 26-10,2,2,Sun,1,0,0.00,0,GrbaEl00
Brian Griese,QB,24.185,1999-09-19,NFL,DEN,@,KAN,L 10-26,2,2,Sun,2,0,0.00,0,GrieBr00
Howard Griffith,FB,31.306,1999-09-19,NFL,DEN,@,KAN,L 10-26,2,2,Sun,1,2,2.00,0,GrifHo00
Jim Harbaugh,QB,35.270,1999-09-19,NFL,SDG,@,CIN,W 34-7,1,2,Sun,1,0,0.00,0,HarbJi00
Skip Hicks,RB,24.341,1999-09-19,NFL,WAS,@,NYG,W 50-21,2,2,Sun,8,22,2.75,0,HickSk00
Greg Hill,RB,27.208,1999-09-19,NFL,DET,,GNB,W 23-15,2,2,Sun,3,8,2.67,0,HillGr00
Leroy Hoard,RB,31.127,1999-09-19,NFL,MIN,,OAK,L 17-22,2,2,Sun,2,-1,-0.50,0,HoarLe00
Billy Joe Hobert,QB,28.254,1999-09-19,NFL,NOR,@,SFO,L 21-28,2,2,Sun,2,2,1.00,0,HobeBi00
Priest Holmes,RB,25.347,1999-09-19,NFL,BAL,,PIT,L 20-23,2,2,Sun,1,2,2.00,0,HolmPr00
Richard Huntley,RB,27.001,1999-09-19,NFL,PIT,@,BAL,W 23-20,2,2,Sun,10,49,4.90,1,HuntRi00
Sedrick Irvin,RB,21.173,1999-09-19,NFL,DET,,GNB,W 23-15,2,2,Sun,1,1,1.00,0,IrviSe00
Edgerrin James,RB,21.049,1999-09-19,NFL,IND,@,NWE,L 28-31,2,2,Sun,32,118,3.69,1,JameEd00
John Jett,P,30.312,1999-09-19,NFL,DET,,GNB,W 23-15,2,2,Sun,1,0,0.00,0,JettJo21
Anthony Johnson,RB,31.329,1999-09-19,NFL,CAR,,JAX,L 20-22,2,2,Sun,1,2,2.00,0,JohnAn00
Brad Johnson,QB,31.006,1999-09-19,NFL,WAS,@,NYG,W 50-21,2,2,Sun,2,11,5.50,0,JohnBr00
J.J. Johnson,RB,25.152,1999-09-19,NFL,MIA,,ARI,W 19-16,2,2,Sun,3,4,1.33,0,JohnJ.00
LeShon Johnson,RB,28.247,1999-09-19,NFL,NYG,,WAS,L 21-50,2,2,Sun,8,18,2.25,1,JohnLe01
Randy Jordan,RB,29.105,1999-09-19,NFL,OAK,@,MIN,W 22-17,2,2,Sun,1,0,0.00,0,JordRa00
Napoleon Kaufman,RB,26.104,1999-09-19,NFL,OAK,@,MIN,W 22-17,2,2,Sun,9,31,3.44,0,KaufNa00
Terry Kirby,RB,29.242,1999-09-19,NFL,CLE,@,TEN,L 9-26,2,2,Sun,10,40,4.00,0,KirbTe00
Rob Konrad,FB,22.311,1999-09-19,NFL,MIA,,ARI,W 19-16,2,2,Sun,3,3,1.00,0,KonrRo00
Erik Kramer,QB,34.317,1999-09-19,NFL,SDG,@,CIN,W 34-7,1,2,Sun,1,-1,-1.00,0,KramEr00
Fred Lane,RB,24.013,1999-09-19,NFL,CAR,,JAX,L 20-22,2,2,Sun,8,32,4.00,0,LaneFr00
Dorsey Levens,RB,29.121,1999-09-19,NFL,GNB,@,DET,L 15-23,2,2,Sun,29,153,5.28,1,LeveDo00
Jonathan Linton,FB,24.316,1999-09-19,NFL,BUF,,NYJ,W 17-3,2,2,Sun,10,44,4.40,0,LintJo00
Peyton Manning,QB,23.179,1999-09-19,NFL,IND,@,NWE,L 28-31,2,2,Sun,1,3,3.00,0,MannPe00
Dan Marino*,QB,38.004,1999-09-19,NFL,MIA,,ARI,W 19-16,2,2,Sun,1,-2,-2.00,0,MariDa00
Curtis Martin*,RB,26.141,1999-09-19,NFL,NYJ,@,BUF,L 3-17,2,2,Sun,9,45,5.00,0,MartCu00
Shane Matthews,QB,29.110,1999-09-19,NFL,CHI,,SEA,L 13-14,2,2,Sun,1,-1,-1.00,0,MattSh00
Donovan McNabb,QB,22.298,1999-09-19,NFL,PHI,,TAM,L 5-19,2,2,Sun,5,38,7.60,0,McNaDo00
Natrone Means,RB,27.146,1999-09-19,NFL,SDG,@,CIN,W 34-7,1,2,Sun,27,79,2.93,0,MeanNa00
Glyn Milburn,RB,28.212,1999-09-19,NFL,CHI,,SEA,L 13-14,2,2,Sun,2,20,10.00,0,MilbGl00
Rick Mirer,QB,29.184,1999-09-19,NFL,NYJ,@,BUF,L 3-17,2,2,Sun,3,16,5.33,0,MireRi00
Brian Mitchell,RB,31.032,1999-09-19,NFL,WAS,@,NYG,W 50-21,2,2,Sun,3,13,4.33,0,MitcBr00
Scott Mitchell,QB,31.260,1999-09-19,NFL,BAL,,PIT,L 20-23,2,2,Sun,1,1,1.00,0,MitcSc00
Bam Morris,RB,27.249,1999-09-19,NFL,KAN,,DEN,W 26-10,2,2,Sun,11,32,2.91,1,MorrBa00
Randy Moss*,WR,22.218,1999-09-19,NFL,MIN,,OAK,L 17-22,2,2,Sun,1,11,11.00,0,MossRa00
Adrian Murrell,HB,28.338,1999-09-19,NFL,ARI,@,MIA,L 16-19,2,2,Sun,20,59,2.95,0,MurrAd00
Neil O'Donnell,QB,33.078,1999-09-19,NFL,TEN,,CLE,W 26-9,2,2,Sun,2,-1,-0.50,0,ODonNe00
Doug Pederson,QB,31.231,1999-09-19,NFL,PHI,,TAM,L 5-19,2,2,Sun,1,2,2.00,0,PedeDo00
Lawrence Phillips,RB,24.130,1999-09-19,NFL,SFO,,NOR,W 28-21,2,2,Sun,2,2,1.00,0,PhilLa00
Michael Pittman,RB,24.036,1999-09-19,NFL,ARI,@,MIA,L 16-19,2,2,Sun,5,-1,-0.20,0,PittMi00
Jake Plummer,QB,24.274,1999-09-19,NFL,ARI,@,MIA,L 16-19,2,2,Sun,2,4,2.00,0,PlumJa00
Errict Rhett,RB,28.282,1999-09-19,NFL,BAL,,PIT,L 20-23,2,2,Sun,22,101,4.59,1,RhetEr00
Tony Richardson,FB,27.276,1999-09-19,NFL,KAN,,DEN,W 26-10,2,2,Sun,4,7,1.75,1,RichTo00
Ron Rivers,RB,27.310,1999-09-19,NFL,DET,,GNB,W 23-15,2,2,Sun,17,54,3.18,0,RiveRo00
