Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fantasy Pts,PPR,DK Pts,FD Pts,Pass_cmp,Pass_att,Pass_yds,Pass_td,Pass_int,Run_att,Run_yds,Run_td,Rec,Rec_yds,Rec_td,Fmb,FGM,FGA,XPM,XPA,unique_id
Ronald Curry,WR,28.104,2007-09-09,NFL,OAK,,DET,L 21-36,1,1,Sun,19.30,29.3,32.3,24.3,0,0,0,0,0,0,0,0,10,133,1,0,,,,,CurrRo01
Kevin Curtis,WR,29.054,2007-09-09,NFL,PHI,@,GNB,L 13-16,1,1,Sun,5.30,7.3,7.3,6.3,0,0,0,0,0,0,0,0,2,53,0,0,,,,,CurtKe00
Jay Cutler,QB,24.133,2007-09-09,NFL,DEN,@,BUF,W 15-14,1,1,Sun,15.96,16.0,20.0,17.0,23,39,304,1,1,4,18,0,0,0,0,0,,,,,CutlJa00
Owen Daniels,TE,24.304,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,1.40,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,,DaniOw00
Najeh Davenport,RB,28.213,2007-09-09,NFL,PIT,@,CLE,W 34-7,1,1,Sun,6.00,7.0,7.0,6.5,0,0,0,0,0,8,43,0,1,17,0,0,,,,,DaveNa00
Ron Dayne,RB,29.179,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,3.30,3.3,3.3,3.3,0,0,0,0,0,13,33,0,0,0,0,0,,,,,DaynRo00
Jake Delhomme,QB,32.242,2007-09-09,NFL,CAR,@,STL,W 27-13,1,1,Sun,21.16,21.2,21.2,21.2,18,27,199,3,0,3,12,0,0,0,0,0,,,,,DelhJa00
Donald Driver,WR,32.219,2007-09-09,NFL,GNB,,PHI,W 16-13,1,1,Sun,6.60,12.6,12.6,9.6,0,0,0,0,0,0,0,0,6,66,0,0,,,,,DrivDo00
Warrick Dunn,RB,32.247,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,8.10,12.1,12.1,10.1,0,0,0,0,0,22,55,0,4,26,0,0,,,,,DunnWa00
Braylon Edwards,WR,24.200,2007-09-09,NFL,CLE,,PIT,L 7-34,1,1,Sun,2.90,5.9,6.9,4.4,0,0,0,0,0,0,0,0,3,49,0,0,,,,,EdwaBr00
Jason Elam,K,37.185,2007-09-09,NFL,DEN,@,BUF,W 15-14,1,1,Sun,9.00,9.0,,11.0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,,,elamxjas01
Bobby Engram,WR,34.245,2007-09-09,NFL,SEA,,TAM,W 20-6,1,1,Sun,6.40,9.4,9.4,7.9,0,0,0,0,0,0,0,0,3,64,0,0,,,,,EngrBo00
Heath Evans,FB,28.253,2007-09-09,NFL,NWE,@,NYJ,W 38-14,1,1,Sun,6.10,6.1,6.1,6.1,0,0,0,0,0,2,1,1,0,0,0,0,,,,,EvanHe00
Justin Fargas,RB,27.227,2007-09-09,NFL,OAK,,DET,L 21-36,1,1,Sun,1.90,1.9,1.9,1.9,0,0,0,0,0,5,19,0,0,0,0,0,,,,,FargJu00
Kevin Faulk,RB,31.096,2007-09-09,NFL,NWE,@,NYJ,W 38-14,1,1,Sun,1.30,2.3,2.3,1.8,0,0,0,0,0,1,4,0,1,9,0,0,,,,,FaulKe00
Brett Favre*,QB,37.334,2007-09-09,NFL,GNB,,PHI,W 16-13,1,1,Sun,4.04,4.0,6.0,5.0,23,42,206,0,1,1,-2,0,0,0,0,0,,,,,FavrBr00
Jay Feely,K,31.109,2007-09-09,NFL,MIA,@,WAS,L 13-16,1,1,Sun,7.00,7.0,,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,feelyjay01
Nick Folk,K,22.308,2007-09-09,NFL,DAL,,NYG,W 45-35,1,1,Sun,9.00,9.0,,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,FolkNi20
DeShaun Foster,RB,27.242,2007-09-09,NFL,CAR,@,STL,W 27-13,1,1,Sun,8.10,9.1,10.1,8.6,0,0,0,0,0,17,94,0,1,7,0,0,,,,,FostDe00
Bubba Franks,TE,29.246,2007-09-09,NFL,GNB,,PHI,W 16-13,1,1,Sun,1.70,3.7,3.7,2.7,0,0,0,0,0,0,0,0,2,17,0,0,,,,,FranBu00
Mike Furrey,WR,30.120,2007-09-09,NFL,DET,@,OAK,W 36-21,1,1,Sun,5.20,10.2,10.2,7.7,0,0,0,0,0,0,0,0,5,52,0,0,,,,,FurrMi00
Justin Gage,WR,26.227,2007-09-09,NFL,TEN,@,JAX,W 13-10,1,1,Sun,2.60,4.6,4.6,3.6,0,0,0,0,0,0,0,0,2,26,0,0,,,,,GageJu00
Joey Galloway,WR,35.293,2007-09-09,NFL,TAM,@,SEA,L 6-20,1,1,Sun,7.30,12.3,12.3,9.8,0,0,0,0,0,1,1,0,5,72,0,0,,,,,GallJo00
Jeff Garcia,QB,37.197,2007-09-09,NFL,TAM,@,SEA,L 6-20,1,1,Sun,8.34,8.3,8.3,8.3,19,27,201,0,0,1,3,0,0,0,0,0,,,,,GarcJe00
David Garrard,QB,29.207,2007-09-09,NFL,JAX,,TEN,L 10-13,1,1,Sun,14.86,14.9,14.9,14.9,17,30,204,1,0,4,27,0,0,0,0,0,,,,,GarrDa00
Antonio Gates,TE,27.083,2007-09-09,NFL,SDG,,CHI,W 14-3,1,1,Sun,16.70,25.7,28.7,21.2,0,0,0,0,0,0,0,0,9,107,1,0,,,,,GateAn00
Tony Gonzalez*,TE,31.194,2007-09-09,NFL,KAN,@,HOU,L 3-20,1,1,Sun,2.80,7.8,7.8,5.3,0,0,0,0,0,0,0,0,5,28,0,0,,,,,GonzTo00
Stephen Gostkowski,K,23.224,2007-09-09,NFL,NWE,@,NYJ,W 38-14,1,1,Sun,8.00,8.0,,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,GostSt20
Robbie Gould,K,24.277,2007-09-09,NFL,CHI,@,SDG,L 3-14,1,1,Sun,3.00,3.0,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,gouldrob01
Daniel Graham,TE,28.297,2007-09-09,NFL,DEN,@,BUF,W 15-14,1,1,Sun,2.40,5.4,5.4,3.9,0,0,0,0,0,0,0,0,3,24,0,0,,,,,GrahDa00
Ahman Green,RB,30.205,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,9.60,13.6,13.6,11.6,0,0,0,0,0,16,73,0,4,23,0,0,,,,,GreeAh00
Trent Green,QB,37.062,2007-09-09,NFL,MIA,@,WAS,L 13-16,1,1,Sun,12.76,12.8,12.8,12.8,24,38,219,1,0,0,0,0,0,0,0,0,,,,,GreeTr00
Justin Griffith,RB,27.050,2007-09-09,NFL,OAK,,DET,L 21-36,1,1,Sun,8.10,11.1,11.1,9.6,0,0,0,0,0,0,0,0,3,21,1,0,,,,,GrifJu00
Rex Grossman,QB,27.017,2007-09-09,NFL,CHI,@,SDG,L 3-14,1,1,Sun,3.80,3.8,4.8,4.8,12,23,145,0,1,0,0,0,0,0,0,0,,,,,GrosRe00
Dante Hall,WR,29.008,2007-09-09,NFL,STL,,CAR,L 13-27,1,1,Sun,1.80,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,,HallDa00
Jason Hanson,K,37.084,2007-09-09,NFL,DET,@,OAK,W 36-21,1,1,Sun,12.00,12.0,,14.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,hansojas01
Joey Harrington,QB,28.323,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,4.76,4.8,6.8,6.8,23,32,199,0,2,1,8,0,0,0,0,0,,,,,HarrJo00
Matt Hasselbeck,QB,31.349,2007-09-09,NFL,SEA,,TAM,W 20-6,1,1,Sun,13.58,13.6,13.6,13.6,17,24,222,1,0,2,7,0,0,0,0,0,,,,,HassMa00
Travis Henry,RB,28.315,2007-09-09,NFL,DEN,@,BUF,W 15-14,1,1,Sun,18.30,21.3,24.3,19.8,0,0,0,0,0,23,139,0,3,44,0,0,,,,,HenrTr00
Ike Hilliard,WR,31.157,2007-09-09,NFL,TAM,@,SEA,L 6-20,1,1,Sun,4.90,8.9,8.9,6.9,0,0,0,0,0,0,0,0,4,49,0,0,,,,,HillIk00
Santonio Holmes,WR,23.190,2007-09-09,NFL,PIT,@,CLE,W 34-7,1,1,Sun,12.60,14.6,14.6,13.6,0,0,0,0,0,1,11,0,2,55,1,0,,,,,HolmSa00
Torry Holt,WR,31.096,2007-09-09,NFL,STL,,CAR,L 13-27,1,1,Sun,13.30,21.3,21.3,17.3,0,0,0,0,0,0,0,0,8,73,1,0,,,,,HoltTo00
Brad Hoover,FB,30.302,2007-09-09,NFL,CAR,@,STL,W 27-13,1,1,Sun,1.60,1.6,1.6,1.6,0,0,0,0,0,2,16,0,0,0,0,0,,,,,HoovBr00
Joe Horn,WR,35.236,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,1.40,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,,HornJo00
Damon Huard,QB,34.062,2007-09-09,NFL,KAN,@,HOU,L 3-20,1,1,Sun,2.72,2.7,4.7,4.7,22,33,168,0,2,1,0,0,0,0,0,0,,,,,HuarDa00
Sam Hurd,WR,22.138,2007-09-09,NFL,DAL,,NYG,W 45-35,1,1,Sun,11.10,12.1,12.1,11.6,0,0,0,0,0,0,0,0,1,51,1,0,,,,,HurdSa00
Brandon Jackson,RB,21.342,2007-09-09,NFL,GNB,,PHI,W 16-13,1,1,Sun,7.50,11.5,11.5,9.5,0,0,0,0,0,15,40,0,4,35,0,0,,,,,JackBr00
Steven Jackson,RB,24.049,2007-09-09,NFL,STL,,CAR,L 13-27,1,1,Sun,2.10,3.1,5.1,2.6,0,0,0,0,0,18,58,0,1,3,0,0,,,,,JackSt00
Tarvaris Jackson,QB,24.141,2007-09-09,NFL,MIN,,ATL,W 24-3,1,1,Sun,9.52,9.5,10.5,10.5,13,23,163,1,1,2,10,0,0,0,0,0,,,,,JackTa00
Vincent Jackson,WR,24.238,2007-09-09,NFL,SDG,,CHI,W 14-3,1,1,Sun,2.80,5.8,5.8,4.3,0,0,0,0,0,0,0,0,3,28,0,0,,,,,JackVi00
Brandon Jacobs,RB,25.065,2007-09-09,NFL,NYG,@,DAL,L 35-45,1,1,Sun,2.60,2.6,2.6,2.6,0,0,0,0,0,6,26,0,0,0,0,0,,,,,JacoBr00
Sebastian Janikowski,K,29.191,2007-09-09,NFL,OAK,,DET,L 21-36,1,1,Sun,3.00,3.0,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,3,janikseb01
Michael Jenkins,WR,25.083,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,1.30,3.3,3.3,2.3,0,0,0,0,0,0,0,0,2,13,0,0,,,,,JenkMi00
Andre Johnson,WR,26.060,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,18.20,25.2,29.2,21.7,0,0,0,0,0,0,0,0,7,142,1,0,,,,,JohnAn02
Calvin Johnson,WR,21.345,2007-09-09,NFL,DET,@,OAK,W 36-21,1,1,Sun,13.00,17.0,17.0,15.0,0,0,0,0,0,0,0,0,4,70,1,0,,,,,JohnCa00
Larry Johnson,RB,27.294,2007-09-09,NFL,KAN,@,HOU,L 3-20,1,1,Sun,8.70,15.7,15.7,12.2,0,0,0,0,0,10,43,0,7,44,0,0,,,,,JohnLa00
Brandon Jones,WR,25.173,2007-09-09,NFL,TEN,@,JAX,W 13-10,1,1,Sun,2.50,3.5,3.5,3.0,0,0,0,0,0,1,19,0,1,6,0,0,,,,,JoneBr02
Jacoby Jones,WR,23.060,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,3.70,5.7,5.7,4.7,0,0,0,0,0,1,4,0,2,33,0,0,,,,,JoneJa03
James Jones,WR,23.162,2007-09-09,NFL,GNB,,PHI,W 16-13,1,1,Sun,2.90,6.9,6.9,4.9,0,0,0,0,0,0,0,0,4,29,0,0,,,,,JoneJa04
Julius Jones,RB,26.026,2007-09-09,NFL,DAL,,NYG,W 45-35,1,1,Sun,7.70,8.7,8.7,8.2,0,0,0,0,0,16,66,0,1,11,0,0,,,,,JoneJu01
Thomas Jones,RB,29.021,2007-09-09,NFL,NYJ,,NWE,L 14-38,1,1,Sun,4.80,5.8,5.8,5.3,0,0,0,0,0,14,42,0,1,6,0,0,,,,,JoneTh00
Maurice Jones-Drew,RB/K,22.170,2007-09-09,NFL,JAX,,TEN,L 10-13,1,1,Sun,4.00,7.0,8.0,5.5,0,0,0,0,0,7,32,0,3,28,0,0,,,,,DrewMa00
LaMont Jordan,RB,28.302,2007-09-09,NFL,OAK,,DET,L 21-36,1,1,Sun,21.90,30.9,30.9,26.4,0,0,0,0,0,15,70,1,9,89,0,0,,,,,JordLa00
Joe Jurevicius,WR,32.260,2007-09-09,NFL,CLE,,PIT,L 7-34,1,1,Sun,2.80,4.8,4.8,3.8,0,0,0,0,0,0,0,0,2,28,0,0,,,,,JureJo00
Nate Kaeding,K,25.167,2007-09-09,NFL,SDG,,CHI,W 14-3,1,1,Sun,2.00,2.0,,2.0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,kaedinat01
John Kasay,K,37.317,2007-09-09,NFL,CAR,@,STL,W 27-13,1,1,Sun,9.00,9.0,,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,kasayjoh01
Jeff King,TE,24.202,2007-09-09,NFL,CAR,@,STL,W 27-13,1,1,Sun,3.50,8.5,8.5,6.0,0,0,0,0,0,0,0,0,5,35,0,0,,,,,KingJe00
Jon Kitna,QB,34.353,2007-09-09,NFL,DET,@,OAK,W 36-21,1,1,Sun,21.26,21.3,23.3,23.3,27,36,289,3,2,3,17,0,0,0,0,0,,,,,KitnJo00
Donald Lee,TE,27.009,2007-09-09,NFL,GNB,,PHI,W 16-13,1,1,Sun,2.70,6.7,6.7,4.7,0,0,0,0,0,0,0,0,4,27,0,0,,,,,LeexDo00
Brian Leonard,RB,23.218,2007-09-09,NFL,STL,,CAR,L 13-27,1,1,Sun,1.20,4.2,4.2,2.7,0,0,0,0,0,0,0,0,3,12,0,0,,,,,LeonBr00
Jamal Lewis,RB,28.011,2007-09-09,NFL,CLE,,PIT,L 7-34,1,1,Sun,2.60,4.6,5.6,3.6,0,0,0,0,0,11,35,0,2,11,0,0,,,,,LewiJa00
Marcedes Lewis,TE,23.113,2007-09-09,NFL,JAX,,TEN,L 10-13,1,1,Sun,3.50,7.5,7.5,5.5,0,0,0,0,0,0,0,0,4,35,0,0,,,,,LewiMa00
Rian Lindell,K,30.232,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,2.00,2.0,,2.0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,linderia01
Ryan Longwell,K,33.024,2007-09-09,NFL,MIN,,ATL,W 24-3,1,1,Sun,6.00,6.0,,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,longwrya01
Dane Looker,WR,31.157,2007-09-09,NFL,STL,,CAR,L 13-27,1,1,Sun,1.00,3.0,3.0,2.0,0,0,0,0,0,0,0,0,2,10,0,0,,,,,LookDa00
J.P. Losman,QB,26.181,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,3.18,3.2,4.2,4.2,14,21,97,0,1,2,13,0,0,0,0,0,,,,,LosmJ.00
Marshawn Lynch,RB,21.140,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,15.90,17.9,17.9,16.9,0,0,0,0,0,19,90,1,2,9,0,0,,,,,LyncMa00
