Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,XP Made,XP Att,XP %,FG Made,FG Att,FG %,2PM,Sfty,TD,Pts,unique_id
Morten Andersen*,PK,41.022,2001-09-10,NFL,NYG,@,DEN,L 20-31,1,1,Mon,2,3,66.7,,,,,,0,2,andermor01
Jason Elam,K,31.186,2001-09-10,NFL,DEN,,NYG,W 31-20,1,1,Mon,4,4,100.0,1,2,50.0,,,0,7,elamxjas01
David Akers,K,26.288,2001-09-23,NFL,PHI,@,SEA,W 27-3,2,2,Sun,3,3,100.0,2,3,66.7,,,0,9,akersdav01
Morten Andersen*,K,41.035,2001-09-23,NFL,NYG,@,KAN,W 13-3,2,2,Sun,1,1,100.0,2,2,100.0,,,0,7,andermor01
Gary Anderson,K,42.069,2001-09-23,NFL,MIN,@,CHI,L 10-17,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,andergar02
Jake Arians,K,23.240,2001-09-23,NFL,BUF,@,IND,L 26-42,2,2,Sun,2,2,100.0,2,3,66.7,,,0,8,arianjak01
Jose Cortez,K,26.119,2001-09-23,NFL,SFO,,STL,L 26-30,2,2,Sun,2,2,100.0,2,2,100.0,,,0,8,cortejos01
Phil Dawson,K,26.243,2001-09-23,NFL,CLE,,DET,W 24-14,2,2,Sun,3,3,100.0,1,2,50.0,,,0,6,dawsophi01
Paul Edinger,K,23.249,2001-09-23,NFL,CHI,,MIN,W 17-10,2,2,Sun,2,2,100.0,1,1,100.0,,,0,5,edingpau01
Jason Elam,K,31.199,2001-09-23,NFL,DEN,@,ARI,W 38-17,2,2,Sun,3,3,100.0,3,3,100.0,,,0,12,elamxjas01
Jay Feely,K,25.123,2001-09-23,NFL,ATL,,CAR,W 24-16,2,2,Sun,3,3,100.0,1,1,100.0,,,0,6,feelyjay01
Bill Gramatica,K,23.075,2001-09-23,NFL,ARI,,DEN,L 17-38,1,2,Sun,2,2,100.0,1,1,100.0,,,0,5,gramabil01
John Hall,K,27.190,2001-09-23,NFL,NYJ,@,NWE,W 10-3,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,hallxjoh01
Jason Hanson,K,31.098,2001-09-23,NFL,DET,@,CLE,L 14-24,2,2,Sun,2,2,100.0,,,,,,0,2,hansojas01
Mike Hollis,PK,29.124,2001-09-23,NFL,JAX,,TEN,W 13-6,2,2,Sun,1,1,100.0,2,3,66.7,,,0,7,hollimik01
John Kasay,PK,31.331,2001-09-23,NFL,CAR,@,ATL,L 16-24,2,2,Sun,1,1,100.0,3,3,100.0,,,0,10,kasayjoh01
Olindo Mare,K,28.109,2001-09-23,NFL,MIA,,OAK,W 18-15,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,marexoli01
Neil Rackers,K,25.038,2001-09-23,NFL,CIN,,BAL,W 21-10,2,2,Sun,3,3,100.0,,3,0.0,,,0,3,rackenei01
Wade Richey,K,25.127,2001-09-23,NFL,SDG,@,DAL,W 32-21,2,2,Sun,2,2,100.0,4,5,80.0,,,0,14,richewad01
Tim Seder,K,27.006,2001-09-23,NFL,DAL,,SDG,L 21-32,2,2,Sun,3,3,100.0,,,,,,0,3,sedertim01
Matt Stover,K,33.239,2001-09-23,NFL,BAL,@,CIN,L 10-21,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,stovemat01
Mike Vanderjagt,K,31.183,2001-09-23,NFL,IND,,BUF,W 42-26,2,2,Sun,6,6,100.0,,1,0.0,,,0,6,vandemik01
Jeff Wilkins,K,29.157,2001-09-23,NFL,STL,@,SFO,W 30-26,2,2,Sun,1,1,100.0,3,3,100.0,,,0,10,wilkijef01
Ryan Longwell,K,27.039,2001-09-24,NFL,GNB,,WAS,W 37-0,2,2,Mon,4,4,100.0,3,3,100.0,,,0,13,longwrya01
David Akers,K,26.295,2001-09-30,NFL,PHI,,DAL,W 40-18,3,3,Sun,4,5,80.0,2,2,100.0,,,0,10,akersdav01
Morten Andersen*,K,41.042,2001-09-30,NFL,NYG,,NOR,W 21-13,3,3,Sun,3,3,100.0,,,,,,0,3,andermor01
Gary Anderson,K,42.076,2001-09-30,NFL,MIN,,TAM,W 20-16,3,3,Sun,2,2,100.0,2,2,100.0,,,0,8,andergar02
Kris Brown,PK,24.281,2001-09-30,NFL,PIT,@,BUF,W 20-3,2,3,Sun,2,2,100.0,2,3,66.7,,,0,8,brownkri01
John Carney,K,37.163,2001-09-30,NFL,NOR,@,NYG,L 13-21,2,3,Sun,1,1,100.0,2,2,100.0,,,0,7,carnejoh01
Brett Conway,K,26.206,2001-09-30,NFL,WAS,,KAN,L 13-45,3,3,Sun,1,1,100.0,2,2,100.0,,,0,7,conwabre01
Phil Dawson,PK,26.250,2001-09-30,NFL,CLE,@,JAX,W 23-14,3,3,Sun,2,2,100.0,3,3,100.0,,,0,11,dawsophi01
Jason Elam,K,31.206,2001-09-30,NFL,DEN,,BAL,L 13-20,3,3,Sun,1,1,100.0,2,2,100.0,,,0,7,elamxjas01
Jay Feely,K,25.130,2001-09-30,NFL,ATL,@,ARI,W 34-14,3,3,Sun,4,4,100.0,2,2,100.0,,,0,10,feelyjay01
Bill Gramatica,K,23.082,2001-09-30,NFL,ARI,,ATL,L 14-34,2,3,Sun,2,2,100.0,,1,0.0,,,0,2,gramabil01
Martin Gramatica,K,25.307,2001-09-30,NFL,TAM,@,MIN,L 16-20,2,3,Sun,1,1,100.0,3,3,100.0,,,0,10,gramamar01
Mike Hollis,PK,29.131,2001-09-30,NFL,JAX,,CLE,L 14-23,3,3,Sun,2,2,100.0,,1,0.0,,,0,2,hollimik01
Sebastian Janikowski,K,23.212,2001-09-30,NFL,OAK,,SEA,W 38-14,3,3,Sun,5,5,100.0,1,1,100.0,,,0,8,janikseb01
John Kasay,PK,31.338,2001-09-30,NFL,CAR,,GNB,L 7-28,3,3,Sun,1,1,100.0,,,,,,0,1,kasayjoh01
Rian Lindell,K,24.253,2001-09-30,NFL,SEA,@,OAK,L 14-38,3,3,Sun,2,2,100.0,,2,0.0,,,0,2,linderia01
Ryan Longwell,K,27.045,2001-09-30,NFL,GNB,@,CAR,W 28-7,3,3,Sun,2,2,100.0,2,3,66.7,,,0,8,longwrya01
Olindo Mare,K,28.116,2001-09-30,NFL,MIA,@,STL,L 10-42,3,3,Sun,1,1,100.0,1,1,100.0,,,0,4,marexoli01
Todd Peterson,PK,31.238,2001-09-30,NFL,KAN,@,WAS,W 45-13,3,3,Sun,6,6,100.0,1,1,100.0,,,0,9,petertod01
Neil Rackers,K,25.045,2001-09-30,NFL,CIN,@,SDG,L 14-28,3,3,Sun,2,2,100.0,,,,,,0,2,rackenei01
Wade Richey,K,25.134,2001-09-30,NFL,SDG,,CIN,W 28-14,3,3,Sun,4,4,100.0,,1,0.0,,,0,4,richewad01
Matt Stover,K,33.246,2001-09-30,NFL,BAL,@,DEN,W 20-13,3,3,Sun,2,2,100.0,2,2,100.0,,,0,8,stovemat01
Mike Vanderjagt,K,31.190,2001-09-30,NFL,IND,@,NWE,L 13-44,3,3,Sun,1,1,100.0,,,,,,0,1,vandemik01
Adam Vinatieri,K,28.276,2001-09-30,NFL,NWE,,IND,W 44-13,3,3,Sun,5,5,100.0,3,3,100.0,,,0,14,vinatada01
Jeff Wilkins,K,29.164,2001-09-30,NFL,STL,,MIA,W 42-10,3,3,Sun,6,6,100.0,,,,,,0,6,wilkijef01
Jose Cortez,K,26.127,2001-10-01,NFL,SFO,@,NYJ,W 19-17,3,3,Mon,1,1,100.0,4,4,100.0,,,0,13,cortejos01
John Hall,K,27.198,2001-10-01,NFL,NYJ,,SFO,L 17-19,3,3,Mon,2,2,100.0,1,2,50.0,,,0,5,hallxjoh01
David Akers,K,26.302,2001-10-07,NFL,PHI,,ARI,L 20-21,4,4,Sun,2,2,100.0,2,2,100.0,,,0,8,akersdav01
Morten Andersen*,K,41.049,2001-10-07,NFL,NYG,,WAS,W 23-9,4,4,Sun,2,2,100.0,3,3,100.0,,,0,11,andermor01
Gary Anderson,K,42.083,2001-10-07,NFL,MIN,@,NOR,L 15-28,4,4,Sun,1,1,100.0,,,,,,0,1,andergar02
Jake Arians,K,23.254,2001-10-07,NFL,BUF,,NYJ,L 36-42,4,4,Sun,3,3,100.0,1,1,100.0,,,0,6,arianjak01
Kris Brown,PK,24.288,2001-10-07,NFL,PIT,,CIN,W 16-7,3,4,Sun,1,1,100.0,3,3,100.0,,,0,10,brownkri01
John Carney,K,37.170,2001-10-07,NFL,NOR,,MIN,W 28-15,3,4,Sun,1,1,100.0,5,5,100.0,,,0,16,carnejoh01
Jose Cortez,K,26.133,2001-10-07,NFL,SFO,,CAR,W 24-14,4,4,Sun,3,3,100.0,1,1,100.0,,,0,6,cortejos01
Phil Dawson,PK,26.257,2001-10-07,NFL,CLE,,SDG,W 20-16,4,4,Sun,2,2,100.0,2,3,66.7,,,0,8,dawsophi01
Paul Edinger,K,23.263,2001-10-07,NFL,CHI,@,ATL,W 31-3,3,4,Sun,4,4,100.0,1,2,50.0,,,0,7,edingpau01
Jason Elam,K,31.213,2001-10-07,NFL,DEN,,KAN,W 20-6,4,4,Sun,2,2,100.0,2,2,100.0,,,0,8,elamxjas01
Bill Gramatica,K,23.089,2001-10-07,NFL,ARI,@,PHI,W 21-20,3,4,Sun,3,3,100.0,,1,0.0,,,0,3,gramabil01
Martin Gramatica,K,25.314,2001-10-07,NFL,TAM,,GNB,W 14-10,3,4,Sun,2,2,100.0,,1,0.0,,,0,2,gramamar01
John Hall,K,27.204,2001-10-07,NFL,NYJ,@,BUF,W 42-36,4,4,Sun,6,6,100.0,,,,,,0,6,hallxjoh01
Sebastian Janikowski,K,23.219,2001-10-07,NFL,OAK,,DAL,W 28-21,4,4,Sun,4,4,100.0,,,,,,0,4,janikseb01
John Kasay,K,31.345,2001-10-07,NFL,CAR,@,SFO,L 14-24,4,4,Sun,2,2,100.0,,,,,,0,2,kasayjoh01
Rian Lindell,K,24.260,2001-10-07,NFL,SEA,,JAX,W 24-15,4,4,Sun,3,3,100.0,1,2,50.0,,,0,6,linderia01
Ryan Longwell,K,27.052,2001-10-07,NFL,GNB,@,TAM,L 10-14,4,4,Sun,1,1,100.0,1,1,100.0,,,0,4,longwrya01
Olindo Mare,K,28.123,2001-10-07,NFL,MIA,,NWE,W 30-10,4,4,Sun,3,3,100.0,3,3,100.0,,,0,12,marexoli01
Joe Nedney,K,28.199,2001-10-07,NFL,TEN,@,BAL,L 7-26,3,4,Sun,1,1,100.0,,1,0.0,,,0,1,nednejoe01
Neil Rackers,K,25.052,2001-10-07,NFL,CIN,@,PIT,L 7-16,4,4,Sun,1,1,100.0,,1,0.0,,,0,1,rackenei01
Wade Richey,K,25.141,2001-10-07,NFL,SDG,@,CLE,L 16-20,4,4,Sun,1,1,100.0,3,3,100.0,,,0,10,richewad01
Tim Seder,K,27.020,2001-10-07,NFL,DAL,@,OAK,L 21-28,4,4,Sun,3,3,100.0,,2,0.0,,,1,9,sedertim01
Matt Stover,K,33.253,2001-10-07,NFL,BAL,,TEN,W 26-7,4,4,Sun,2,2,100.0,2,2,100.0,,,0,8,stovemat01
Adam Vinatieri,K,28.283,2001-10-07,NFL,NWE,@,MIA,L 10-30,4,4,Sun,1,1,100.0,1,1,100.0,,,0,4,vinatada01
Jeff Wilkins,K,29.172,2001-10-08,NFL,STL,@,DET,W 35-0,4,4,Mon,5,5,100.0,,,,,,0,5,wilkijef01
Morten Andersen*,K,41.056,2001-10-14,NFL,NYG,@,STL,L 14-15,5,5,Sun,2,2,100.0,,1,0.0,,,0,2,andermor01
Gary Anderson,K,42.090,2001-10-14,NFL,MIN,,DET,W 31-26,5,5,Sun,4,4,100.0,1,1,100.0,,,0,7,andergar02
Kris Brown,PK,24.295,2001-10-14,NFL,PIT,@,KAN,W 20-17,4,5,Sun,2,2,100.0,2,2,100.0,,,0,8,brownkri01
John Carney,K,37.177,2001-10-14,NFL,NOR,@,CAR,W 27-25,4,5,Sun,3,3,100.0,2,2,100.0,,,0,9,carnejoh01
Jose Cortez,K,26.140,2001-10-14,NFL,SFO,@,ATL,W 37-31,5,5,Sun,4,4,100.0,1,1,100.0,,,0,7,cortejos01
Phil Dawson,PK,26.264,2001-10-14,NFL,CLE,@,CIN,L 14-24,5,5,Sun,2,2,100.0,,,,,,0,2,dawsophi01
Paul Edinger,K,23.270,2001-10-14,NFL,CHI,,ARI,W 20-13,4,5,Sun,2,2,100.0,2,2,100.0,,,0,8,edingpau01
Jason Elam,K,31.220,2001-10-14,NFL,DEN,@,SEA,L 21-34,5,5,Sun,3,3,100.0,,,,,,0,3,elamxjas01
Jay Feely,K,25.144,2001-10-14,NFL,ATL,,SFO,L 31-37,5,5,Sun,2,2,100.0,3,3,100.0,,,0,11,feelyjay01
Bill Gramatica,K,23.096,2001-10-14,NFL,ARI,@,CHI,L 13-20,4,5,Sun,1,1,100.0,2,2,100.0,,,0,7,gramabil01
Martin Gramatica,K,25.321,2001-10-14,NFL,TAM,@,TEN,L 28-31,4,5,Sun,4,4,100.0,,,,,,0,4,gramamar01
John Hall,K,27.211,2001-10-14,NFL,NYJ,,MIA,W 21-17,5,5,Sun,3,3,100.0,,1,0.0,,,0,3,hallxjoh01
Jason Hanson,K,31.119,2001-10-14,NFL,DET,@,MIN,L 26-31,4,5,Sun,2,2,100.0,2,3,66.7,,,0,8,hansojas01
Sebastian Janikowski,K,23.226,2001-10-14,NFL,OAK,@,IND,W 23-18,5,5,Sun,2,2,100.0,3,4,75.0,,,0,11,janikseb01
John Kasay,K,31.352,2001-10-14,NFL,CAR,,NOR,L 25-27,5,5,Sun,1,1,100.0,2,2,100.0,,,0,7,kasayjoh01
Rian Lindell,K,24.267,2001-10-14,NFL,SEA,,DEN,W 34-21,5,5,Sun,4,4,100.0,2,2,100.0,,,0,10,linderia01
Ryan Longwell,K,27.059,2001-10-14,NFL,GNB,,BAL,W 31-23,5,5,Sun,4,4,100.0,1,2,50.0,,,0,7,longwrya01
Olindo Mare,K,28.130,2001-10-14,NFL,MIA,@,NYJ,L 17-21,5,5,Sun,2,2,100.0,1,1,100.0,,,0,5,marexoli01
Joe Nedney,K,28.206,2001-10-14,NFL,TEN,,TAM,W 31-28,4,5,Sun,2,2,100.0,3,4,75.0,,,0,11,nednejoe01
Todd Peterson,PK,31.252,2001-10-14,NFL,KAN,,PIT,L 17-20,5,5,Sun,1,1,100.0,,,,,,0,1,petertod01
Neil Rackers,K,25.059,2001-10-14,NFL,CIN,,CLE,W 24-14,5,5,Sun,1,1,100.0,3,4,75.0,,,0,10,rackenei01
Wade Richey,K,25.148,2001-10-14,NFL,SDG,@,NWE,L 26-29,5,5,Sun,2,2,100.0,2,4,50.0,,,0,8,richewad01
Matt Stover,K,33.260,2001-10-14,NFL,BAL,@,GNB,L 23-31,5,5,Sun,2,2,100.0,1,1,100.0,,,0,5,stovemat01
Mike Vanderjagt,K,31.204,2001-10-14,NFL,IND,,OAK,L 18-23,4,5,Sun,,1,0.0,2,2,100.0,,,0,6,vandemik01
Adam Vinatieri,K,28.290,2001-10-14,NFL,NWE,,SDG,W 29-26,5,5,Sun,2,3,66.7,3,4,75.0,,,0,11,vinatada01
Brett Conway,K,26.221,2001-10-15,NFL,WAS,@,DAL,L 7-9,5,5,Mon,1,1,100.0,,1,0.0,,,0,1,conwabre01
Jake Arians,PK,23.265,2001-10-18,NFL,BUF,@,JAX,W 13-10,5,6,Thu,1,1,100.0,2,4,50.0,,,0,7,arianjak01
Mike Hollis,PK,29.149,2001-10-18,NFL,JAX,,BUF,L 10-13,5,6,Thu,1,1,100.0,1,1,100.0,,,0,4,hollimik01
Gary Anderson,K,42.097,2001-10-21,NFL,MIN,,GNB,W 35-13,6,6,Sun,3,3,100.0,2,2,100.0,,,0,9,andergar02
Kris Brown,PK,24.302,2001-10-21,NFL,PIT,@,TAM,W 17-10,5,6,Sun,2,2,100.0,1,1,100.0,,,0,5,brownkri01
John Carney,K,37.184,2001-10-21,NFL,NOR,,ATL,L 13-20,5,6,Sun,1,1,100.0,2,3,66.7,,,0,7,carnejoh01
Brett Conway,K,26.227,2001-10-21,NFL,WAS,,CAR,W 17-14,6,6,Sun,2,2,100.0,1,2,50.0,,,0,5,conwabre01
Phil Dawson,PK,26.271,2001-10-21,NFL,CLE,,BAL,W 24-14,6,6,Sun,3,3,100.0,1,1,100.0,,,0,6,dawsophi01
Paul Edinger,K,23.277,2001-10-21,NFL,CHI,@,CIN,W 24-0,5,6,Sun,3,3,100.0,1,2,50.0,,,0,6,edingpau01
Jason Elam,K,31.227,2001-10-21,NFL,DEN,@,SDG,L 10-27,6,6,Sun,1,1,100.0,1,2,50.0,,,0,4,elamxjas01
Jay Feely,K,25.151,2001-10-21,NFL,ATL,@,NOR,W 20-13,6,6,Sun,2,2,100.0,2,2,100.0,,,0,8,feelyjay01
Bill Gramatica,K,23.103,2001-10-21,NFL,ARI,,KAN,W 24-16,5,6,Sun,3,3,100.0,1,1,100.0,,,0,6,gramabil01
Martin Gramatica,K,25.328,2001-10-21,NFL,TAM,,PIT,L 10-17,5,6,Sun,1,1,100.0,1,1,100.0,,,0,4,gramamar01
John Hall,K,27.218,2001-10-21,NFL,NYJ,,STL,L 14-34,6,6,Sun,2,2,100.0,,,,,,0,2,hallxjoh01
Jason Hanson,K,31.126,2001-10-21,NFL,DET,,TEN,L 24-27,5,6,Sun,3,3,100.0,1,2,50.0,,,0,6,hansojas01
John Kasay,K,31.359,2001-10-21,NFL,CAR,@,WAS,L 14-17,6,6,Sun,2,2,100.0,,,,,,0,2,kasayjoh01
Ryan Longwell,K,27.066,2001-10-21,NFL,GNB,@,MIN,L 13-35,6,6,Sun,1,1,100.0,,2,0.0,,,0,1,longwrya01
Joe Nedney,K,28.213,2001-10-21,NFL,TEN,@,DET,W 27-24,5,6,Sun,1,1,100.0,4,4,100.0,,,0,13,nednejoe01
Todd Peterson,PK,31.259,2001-10-21,NFL,KAN,@,ARI,L 16-24,6,6,Sun,1,1,100.0,3,3,100.0,,,0,10,petertod01
Wade Richey,K,25.155,2001-10-21,NFL,SDG,,DEN,W 27-10,6,6,Sun,3,3,100.0,2,2,100.0,,,0,9,richewad01
Adam Vinatieri,K,28.297,2001-10-21,NFL,NWE,@,IND,W 38-17,6,6,Sun,5,5,100.0,1,1,100.0,,,0,8,vinatada01
Jeff Wilkins,K,29.185,2001-10-21,NFL,STL,@,NYJ,W 34-14,6,6,Sun,4,4,100.0,2,2,100.0,,,0,10,wilkijef01
David Akers,K,26.317,2001-10-22,NFL,PHI,@,NYG,W 10-9,5,6,Mon,1,1,100.0,1,2,50.0,,,0,4,akersdav01
Todd Peterson,PK,31.263,2001-10-25,NFL,KAN,,IND,L 28-35,7,7,Thu,2,2,100.0,2,2,100.0,,,0,8,petertod01
Mike Vanderjagt,K,31.215,2001-10-25,NFL,IND,@,KAN,W 35-28,6,7,Thu,3,3,100.0,2,3,66.7,,,0,9,vandemik01
David Akers,K,26.323,2001-10-28,NFL,PHI,,OAK,L 10-20,6,7,Sun,1,1,100.0,1,1,100.0,,,0,4,akersdav01
Morten Andersen*,K,41.070,2001-10-28,NFL,NYG,@,WAS,L 21-35,7,7,Sun,3,3,100.0,,,,,,0,3,andermor01
Jake Arians,PK,23.275,2001-10-28,NFL,BUF,@,SDG,L 24-27,6,7,Sun,3,3,100.0,1,3,33.3,,,0,6,arianjak01
John Carney,K,37.191,2001-10-28,NFL,NOR,@,STL,W 34-31,6,7,Sun,1,1,100.0,5,5,100.0,,,0,16,carnejoh01
Brett Conway,K,26.234,2001-10-28,NFL,WAS,,NYG,W 35-21,7,7,Sun,3,3,100.0,2,2,100.0,,,0,9,conwabre01
Jose Cortez,K,26.154,2001-10-28,NFL,SFO,@,CHI,L 31-37,6,7,Sun,4,4,100.0,1,2,50.0,,,0,7,cortejos01
Paul Edinger,K,23.284,2001-10-28,NFL,CHI,,SFO,W 37-31,6,7,Sun,3,3,100.0,,,,,,0,3,edingpau01
Jason Elam,K,31.234,2001-10-28,NFL,DEN,,NWE,W 31-20,7,7,Sun,4,4,100.0,1,1,100.0,,,0,7,elamxjas01
Martin Gramatica,K,25.335,2001-10-28,NFL,TAM,,MIN,W 41-14,6,7,Sun,5,5,100.0,2,2,100.0,,,0,11,gramamar01
John Hall,K,27.225,2001-10-28,NFL,NYJ,@,CAR,W 13-12,7,7,Sun,1,1,100.0,2,2,100.0,,,0,7,hallxjoh01
Jason Hanson,K,31.133,2001-10-28,NFL,DET,,CIN,L 27-31,6,7,Sun,1,1,100.0,2,2,100.0,,,0,7,hansojas01
Mike Hollis,PK,29.159,2001-10-28,NFL,JAX,@,BAL,L 17-18,6,7,Sun,2,2,100.0,1,1,100.0,,,0,5,hollimik01
Sebastian Janikowski,K,23.240,2001-10-28,NFL,OAK,@,PHI,W 20-10,6,7,Sun,2,2,100.0,2,2,100.0,,,0,8,janikseb01
John Kasay,K,32.001,2001-10-28,NFL,CAR,,NYJ,L 12-13,7,7,Sun,,1,0.0,2,2,100.0,,,0,6,kasayjoh01
Rian Lindell,K,24.281,2001-10-28,NFL,SEA,,MIA,L 20-24,6,7,Sun,2,2,100.0,2,4,50.0,,,0,8,linderia01
Olindo Mare,K,28.144,2001-10-28,NFL,MIA,@,SEA,W 24-20,6,7,Sun,3,3,100.0,1,1,100.0,,,0,6,marexoli01
Neil Rackers,K,25.073,2001-10-28,NFL,CIN,@,DET,W 31-27,7,7,Sun,4,4,100.0,1,2,50.0,,,0,7,rackenei01
Wade Richey,K,25.162,2001-10-28,NFL,SDG,,BUF,W 27-24,7,7,Sun,3,3,100.0,2,4,50.0,,,0,9,richewad01
Tim Seder,K,27.041,2001-10-28,NFL,DAL,,ARI,W 17-3,6,7,Sun,2,2,100.0,1,1,100.0,,,0,5,sedertim01
Adam Vinatieri,K,28.304,2001-10-28,NFL,NWE,@,DEN,L 20-31,7,7,Sun,2,2,100.0,2,2,100.0,,,0,8,vinatada01
Jeff Wilkins,K,29.192,2001-10-28,NFL,STL,,NOR,L 31-34,7,7,Sun,4,4,100.0,1,2,50.0,,,0,7,wilkijef01
Kris Brown,PK,24.310,2001-10-29,NFL,PIT,,TEN,W 34-7,6,7,Mon,4,4,100.0,2,3,66.7,,,0,10,brownkri01
Joe Nedney,K,28.221,2001-10-29,NFL,TEN,@,PIT,L 7-34,6,7,Mon,1,1,100.0,,1,0.0,,,0,1,nednejoe01
David Akers,K,26.330,2001-11-04,NFL,PHI,@,ARI,W 21-7,7,8,Sun,3,3,100.0,,,,,,0,3,akersdav01
Morten Andersen*,K,41.077,2001-11-04,NFL,NYG,,DAL,W 27-24,8,8,Sun,3,3,100.0,2,3,66.7,,,0,9,andermor01
Jake Arians,PK,23.282,2001-11-04,NFL,BUF,,IND,L 14-30,7,8,Sun,2,2,100.0,,1,0.0,,,0,2,arianjak01
Kris Brown,PK,24.316,2001-11-04,NFL,PIT,,BAL,L 10-13,7,8,Sun,1,1,100.0,1,5,20.0,,,0,4,brownkri01
John Carney,K,37.198,2001-11-04,NFL,NOR,,NYJ,L 9-16,7,8,Sun,1,1,100.0,,,,,,0,1,carnejoh01
Brett Conway,K,26.241,2001-11-04,NFL,WAS,,SEA,W 27-14,8,8,Sun,3,3,100.0,2,2,100.0,,,0,9,conwabre01
Jose Cortez,K,26.161,2001-11-04,NFL,SFO,,DET,W 21-13,7,8,Sun,3,3,100.0,,2,0.0,,,0,3,cortejos01
Phil Dawson,PK,26.285,2001-11-04,NFL,CLE,@,CHI,L 21-27,7,8,Sun,3,3,100.0,,,,,,0,3,dawsophi01
Paul Edinger,K,23.291,2001-11-04,NFL,CHI,,CLE,W 27-21,7,8,Sun,3,3,100.0,,,,,,0,3,edingpau01
Jay Feely,K,25.165,2001-11-04,NFL,ATL,,NWE,L 10-24,7,8,Sun,1,1,100.0,1,3,33.3,,,0,4,feelyjay01
Bill Gramatica,K,23.117,2001-11-04,NFL,ARI,,PHI,L 7-21,7,8,Sun,1,1,100.0,,,,,,0,1,gramabil01
Martin Gramatica,K,25.342,2001-11-04,NFL,TAM,@,GNB,L 20-21,7,8,Sun,2,2,100.0,2,2,100.0,,,0,8,gramamar01
John Hall,K,27.232,2001-11-04,NFL,NYJ,@,NOR,W 16-9,8,8,Sun,1,1,100.0,3,4,75.0,,,0,10,hallxjoh01
Jason Hanson,K,31.140,2001-11-04,NFL,DET,@,SFO,L 13-21,7,8,Sun,1,1,100.0,2,3,66.7,,,0,7,hansojas01
