Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,unique_id
Phillip Buchanon,CB,22.360,2003-09-14,NFL,OAK,,CIN,W 23-20,2,2,Sun,5,81,16.20,0,BuchPh20
Antonio Chatman,WR/K,24.214,2003-09-14,NFL,GNB,,DET,W 31-6,2,2,Sun,2,7,3.50,0,ChatAn00
Woodrow Dantzler,S,23.345,2003-09-14,NFL,ATL,,WAS,L 31-33,2,2,Sun,1,6,6.00,0,DantWo00
Eddie Drummond,WR,23.155,2003-09-14,NFL,DET,@,GNB,L 6-31,2,2,Sun,2,8,4.00,0,DrumEd00
Bobby Engram,WR,30.250,2003-09-14,NFL,SEA,@,ARI,W 38-0,2,2,Sun,3,50,16.67,0,EngrBo00
Dante Hall,WR,25.013,2003-09-14,NFL,KAN,,PIT,W 41-20,2,2,Sun,4,62,15.50,0,HallDa00
Arlen Harris,RB,23.145,2003-09-14,NFL,STL,,SFO,W 27-24,2,2,Sun,4,13,3.25,0,HarrAr00
Keenan Howry,WR,22.089,2003-09-14,NFL,MIN,,CHI,W 24-13,2,2,Sun,2,36,18.00,0,HowrKe00
Jermaine Lewis,KR/W,28.333,2003-09-14,NFL,JAX,,BUF,L 17-38,2,2,Sun,1,8,8.00,0,LewiJe00
Michael Lewis,WR,31.304,2003-09-14,NFL,NOR,,HOU,W 31-10,2,2,Sun,4,15,3.75,0,LewiMi00
Rashean Mathis,FS,23.018,2003-09-14,NFL,JAX,,BUF,L 17-38,2,2,Sun,1,6,6.00,0,MathRa99
Justin McCareins,WR,24.287,2003-09-14,NFL,TEN,@,IND,L 7-33,2,2,Sun,3,18,6.00,0,McCaJu00
R.W. McQuarters,LCB,26.267,2003-09-14,NFL,CHI,@,MIN,L 13-24,2,2,Sun,1,11,11.00,0,McQuR.20
Chad Morton,RB/K,26.163,2003-09-14,NFL,WAS,@,ATL,W 33-31,2,2,Sun,1,5,5.00,0,MortCh00
J.J. Moses,WR,24.002,2003-09-14,NFL,HOU,@,NOR,L 10-31,2,2,Sun,5,32,6.40,0,MoseJ.00
Santana Moss,WR-K,24.105,2003-09-14,NFL,NYJ,,MIA,L 10-21,2,2,Sun,3,12,4.00,0,MossSa00
Dennis Northcutt,WR,25.266,2003-09-14,NFL,CLE,@,BAL,L 13-33,2,2,Sun,2,18,9.00,0,NortDe00
Deltha O'Neal,RCB,26.227,2003-09-14,NFL,DEN,@,SDG,W 37-13,2,2,Sun,3,17,5.67,0,ONeaDe00
Eric Parker,WR,24.153,2003-09-14,NFL,SDG,,DEN,L 13-37,2,2,Sun,3,44,14.67,0,ParkEr00
Brad Pyatt,WR,23.151,2003-09-14,NFL,IND,,TEN,W 33-7,2,2,Sun,3,41,13.67,0,PyatBr00
Antwaan Randle El,WR,24.028,2003-09-14,NFL,PIT,@,KAN,L 20-41,2,2,Sun,2,9,4.50,0,RandAn00
Allen Rossum,CB,27.327,2003-09-14,NFL,ATL,,WAS,L 31-33,2,2,Sun,5,74,14.80,0,RossAl99
Steve Smith,WR,24.125,2003-09-14,NFL,CAR,@,TAM,W 12-9,2,2,Sun,3,66,22.00,0,SmitSt01
Peter Warrick,WR,26.087,2003-09-14,NFL,CIN,@,OAK,L 20-23,2,2,Sun,3,56,18.67,0,WarrPe00
Brian Westbrook,RB/K,24.012,2003-09-14,NFL,PHI,,NWE,L 10-31,2,2,Sun,4,29,7.25,0,WestBr00
Marcus Wilkins,LB,23.255,2003-09-14,NFL,GNB,,DET,W 31-6,2,2,Sun,1,0,0.00,0,WilkMa20
Jimmy Williams,CB,24.188,2003-09-14,NFL,SFO,@,STL,L 24-27,2,2,Sun,3,17,5.67,0,WillJi22
Karl Williams,WR,32.157,2003-09-14,NFL,TAM,,CAR,L 9-12,2,2,Sun,4,18,4.50,0,WillKa00
Brian Mitchell,RB,35.028,2003-09-15,NFL,NYG,,DAL,L 32-35,2,2,Mon,1,9,9.00,0,MitcBr00
Zuriel Smith,WR,23.243,2003-09-15,NFL,DAL,@,NYG,W 35-32,2,2,Mon,4,45,11.25,0,SmitZu00
David Allen,RB/K,25.224,2003-09-21,NFL,JAX,@,IND,L 13-23,3,3,Sun,1,0,0.00,0,AlleDa00
Anquan Boldin,WR,22.353,2003-09-21,NFL,ARI,,GNB,W 20-13,3,3,Sun,2,12,6.00,0,BoldAn00
Lamont Brightful,DB,24.235,2003-09-21,NFL,BAL,@,SDG,W 24-10,3,3,Sun,2,-6,-3.00,0,BrigLa20
Antonio Brown,WR,25.202,2003-09-21,NFL,BUF,@,MIA,L 7-17,3,3,Sun,2,18,9.00,0,BrowAn01
Troy Brown,WR,32.081,2003-09-21,NFL,NWE,,NYJ,W 23-16,3,3,Sun,1,23,23.00,0,BrowTr00
Antonio Chatman,WR/K,24.221,2003-09-21,NFL,GNB,@,ARI,L 13-20,3,3,Sun,4,60,15.00,0,ChatAn00
Andre' Davis,,24.101,2003-09-21,NFL,CLE,@,SFO,W 13-12,3,3,Sun,1,7,7.00,0,DaviAn01
Eddie Drummond,WR,23.162,2003-09-21,NFL,DET,,MIN,L 13-23,3,3,Sun,1,26,26.00,0,DrumEd00
Bobby Engram,WR,30.257,2003-09-21,NFL,SEA,,STL,W 24-23,3,3,Sun,2,38,19.00,0,EngrBo00
DeJuan Groce,CB,23.216,2003-09-21,NFL,STL,@,SEA,L 23-24,3,3,Sun,3,25,8.33,0,GrocDe20
Az-Zahir Hakim,WR,26.110,2003-09-21,NFL,DET,,MIN,L 13-23,3,3,Sun,3,44,14.67,0,HakiAz00
Dante Hall,WR,25.020,2003-09-21,NFL,KAN,@,HOU,W 42-14,3,3,Sun,1,73,73.00,1,HallDa00
Arlen Harris,RB,23.152,2003-09-21,NFL,STL,@,SEA,L 23-24,3,3,Sun,1,0,0.00,0,HarrAr00
Keenan Howry,WR,22.096,2003-09-21,NFL,MIN,@,DET,W 23-13,3,3,Sun,2,11,5.50,0,HowrKe00
Justin McCareins,WR,24.294,2003-09-21,NFL,TEN,,NOR,W 27-12,3,3,Sun,1,-14,-14.00,0,McCaJu00
Chad Morton,RB/K,26.170,2003-09-21,NFL,WAS,,NYG,L 21-24,3,3,Sun,2,30,15.00,0,MortCh00
J.J. Moses,WR,24.009,2003-09-21,NFL,HOU,,KAN,L 14-42,3,3,Sun,3,9,3.00,0,MoseJ.00
Santana Moss,WR-K,24.112,2003-09-21,NFL,NYJ,@,NWE,L 16-23,3,3,Sun,2,24,12.00,0,MossSa00
Eric Parker,WR,24.160,2003-09-21,NFL,SDG,,BAL,L 10-24,3,3,Sun,5,31,6.20,0,ParkEr00
Brad Pyatt,WR,23.158,2003-09-21,NFL,IND,,JAX,W 23-13,3,3,Sun,3,35,11.67,0,PyatBr00
Antwaan Randle El,WR,24.035,2003-09-21,NFL,PIT,@,CIN,W 17-10,3,3,Sun,3,13,4.33,0,RandAn00
Charlie Rogers,KR,27.094,2003-09-21,NFL,MIA,,BUF,W 17-7,3,3,Sun,4,41,10.25,0,RogeCh00
Allen Rossum,CB,27.334,2003-09-21,NFL,ATL,,TAM,L 10-31,3,3,Sun,2,67,33.50,0,RossAl99
Tim Wansley,CB,24.318,2003-09-21,NFL,TAM,@,ATL,W 31-10,3,3,Sun,3,27,9.00,0,WansTi20
Peter Warrick,WR,26.094,2003-09-21,NFL,CIN,,PIT,L 10-17,3,3,Sun,2,38,19.00,0,WarrPe00
Jimmy Williams,CB,24.195,2003-09-21,NFL,SFO,,CLE,L 12-13,3,3,Sun,2,25,12.50,0,WillJi22
Phillip Buchanon,CB,23.003,2003-09-22,NFL,OAK,@,DEN,L 10-31,3,3,Mon,4,74,18.50,0,BuchPh20
Deltha O'Neal,RCB,26.235,2003-09-22,NFL,DEN,,OAK,W 31-10,3,3,Mon,4,60,15.00,0,ONeaDe00
Rod Smith,WR,33.130,2003-09-22,NFL,DEN,,OAK,W 31-10,3,3,Mon,1,15,15.00,0,SmitRo01
Dre' Bly,RCB,26.129,2003-09-28,NFL,DET,@,DEN,L 16-20,4,4,Sun,1,2,2.00,0,BlyxDr00
Lamont Brightful,DB,24.242,2003-09-28,NFL,BAL,,KAN,L 10-17,4,4,Sun,2,25,12.50,0,BrigLa20
Antonio Brown,WR,25.209,2003-09-28,NFL,BUF,,PHI,L 13-23,4,4,Sun,2,8,4.00,0,BrowAn01
Troy Brown,WR,32.088,2003-09-28,NFL,NWE,@,WAS,L 17-20,4,4,Sun,2,20,10.00,0,BrowTr00
Anthony Dorsett,S,30.014,2003-09-28,NFL,OAK,,SDG,W 34-31,4,4,Sun,1,0,0.00,0,DorsAn20
DeJuan Groce,CB,23.223,2003-09-28,NFL,STL,,ARI,W 37-13,4,4,Sun,4,36,9.00,0,GrocDe20
Az-Zahir Hakim,WR,26.117,2003-09-28,NFL,DET,@,DEN,L 16-20,4,4,Sun,3,23,7.67,0,HakiAz00
Dante Hall,WR,25.027,2003-09-28,NFL,KAN,@,BAL,W 17-10,4,4,Sun,1,-4,-4.00,0,HallDa00
Keenan Howry,WR,22.103,2003-09-28,NFL,MIN,,SFO,W 35-7,4,4,Sun,1,5,5.00,0,HowrKe00
Michael Lewis,WR,31.318,2003-09-28,NFL,NOR,,IND,L 21-55,4,4,Sun,1,11,11.00,0,LewiMi00
Rashean Mathis,FS,23.032,2003-09-28,NFL,JAX,@,HOU,L 20-24,4,4,Sun,1,1,1.00,0,MathRa99
Chad Morton,RB/K,26.177,2003-09-28,NFL,WAS,,NWE,W 20-17,4,4,Sun,1,9,9.00,0,MortCh00
J.J. Moses,WR,24.016,2003-09-28,NFL,HOU,,JAX,W 24-20,4,4,Sun,2,49,24.50,0,MoseJ.00
Santana Moss,WR-K,24.119,2003-09-28,NFL,NYJ,,DAL,L 6-17,4,4,Sun,3,31,10.33,0,MossSa00
Dennis Northcutt,WR,25.280,2003-09-28,NFL,CLE,,CIN,L 14-21,4,4,Sun,5,57,11.40,0,NortDe00
Deltha O'Neal,RCB,26.241,2003-09-28,NFL,DEN,,DET,W 20-16,4,4,Sun,3,9,3.00,0,ONeaDe00
Eric Parker,WR,24.167,2003-09-28,NFL,SDG,@,OAK,L 31-34,4,4,Sun,2,5,2.50,0,ParkEr00
Brad Pyatt,WR,23.165,2003-09-28,NFL,IND,@,NOR,W 55-21,4,4,Sun,2,12,6.00,0,PyatBr00
Antwaan Randle El,WR,24.042,2003-09-28,NFL,PIT,,TEN,L 13-30,4,4,Sun,3,17,5.67,0,RandAn00
Ed Reed*,SS,25.017,2003-09-28,NFL,BAL,,KAN,L 10-17,4,4,Sun,3,13,4.33,0,ReedEd00
Steve Smith,WR,24.139,2003-09-28,NFL,CAR,,ATL,W 23-3,3,4,Sun,1,6,6.00,0,SmitSt01
Troy Walters,WR,26.287,2003-09-28,NFL,IND,@,NOR,W 55-21,4,4,Sun,1,5,5.00,0,WaltTr00
Brian Westbrook,RB,24.026,2003-09-28,NFL,PHI,@,BUF,W 23-13,3,4,Sun,3,23,7.67,0,WestBr00
Jimmy Williams,CB,24.202,2003-09-28,NFL,SFO,@,MIN,L 7-35,4,4,Sun,2,14,7.00,0,WillJi22
Antonio Chatman,WR/K,24.229,2003-09-29,NFL,GNB,@,CHI,W 38-23,4,4,Mon,1,5,5.00,0,ChatAn00
R.W. McQuarters,LCB,26.282,2003-09-29,NFL,CHI,,GNB,L 23-38,3,4,Mon,1,11,11.00,0,McQuR.20
David Allen,RB/K,25.238,2003-10-05,NFL,JAX,,SDG,W 27-21,5,5,Sun,4,50,12.50,0,AlleDa00
Dre' Bly,RCB,26.136,2003-10-05,NFL,DET,@,SFO,L 17-24,5,5,Sun,1,14,14.00,0,BlyxDr00
Antonio Brown,WR,25.216,2003-10-05,NFL,BUF,,CIN,W 22-16,5,5,Sun,3,6,2.00,0,BrowAn01
Troy Brown,WR,32.095,2003-10-05,NFL,NWE,,TEN,W 38-30,5,5,Sun,2,23,11.50,0,BrowTr00
Phillip Buchanon,CB,23.016,2003-10-05,NFL,OAK,@,CHI,L 21-24,5,5,Sun,2,2,1.00,0,BuchPh20
Nate Burleson,WR,22.047,2003-10-05,NFL,MIN,@,ATL,W 39-26,5,5,Sun,1,0,0.00,0,BurlNa00
Az-Zahir Hakim,WR,26.124,2003-10-05,NFL,DET,@,SFO,L 17-24,5,5,Sun,3,18,6.00,0,HakiAz00
Dante Hall,WR,25.034,2003-10-05,NFL,KAN,,DEN,W 24-23,5,5,Sun,3,105,35.00,1,HallDa00
Keenan Howry,WR,22.110,2003-10-05,NFL,MIN,@,ATL,W 39-26,5,5,Sun,1,8,8.00,0,HowrKe00
Justin McCareins,WR,24.308,2003-10-05,NFL,TEN,@,NWE,L 30-38,5,5,Sun,1,14,14.00,0,McCaJu00
R.W. McQuarters,LCB,26.288,2003-10-05,NFL,CHI,,OAK,W 24-21,4,5,Sun,2,59,29.50,0,McQuR.20
Brian Mitchell,RB,35.048,2003-10-05,NFL,NYG,,MIA,L 10-23,4,5,Sun,1,12,12.00,0,MitcBr00
Chad Morton,RB/K,26.184,2003-10-05,NFL,WAS,@,PHI,L 25-27,5,5,Sun,2,11,5.50,0,MortCh00
Dennis Northcutt,WR,25.287,2003-10-05,NFL,CLE,@,PIT,W 33-13,5,5,Sun,3,18,6.00,0,NortDe00
Deltha O'Neal,RCB,26.248,2003-10-05,NFL,DEN,@,KAN,L 23-24,5,5,Sun,3,16,5.33,0,ONeaDe00
Eric Parker,WR,24.174,2003-10-05,NFL,SDG,@,JAX,L 21-27,5,5,Sun,2,11,5.50,0,ParkEr00
Antwaan Randle El,WR,24.049,2003-10-05,NFL,PIT,,CLE,L 13-33,5,5,Sun,4,39,9.75,0,RandAn00
Damien Robinson,FS,29.287,2003-10-05,NFL,SEA,@,GNB,L 13-35,4,5,Sun,1,0,0.00,0,RobiDa20
Charlie Rogers,KR,27.108,2003-10-05,NFL,MIA,@,NYG,W 23-10,4,5,Sun,2,36,18.00,0,RogeCh00
Allen Rossum,CB,27.348,2003-10-05,NFL,ATL,,MIN,L 26-39,5,5,Sun,4,51,12.75,0,RossAl99
Steve Smith,WR,24.146,2003-10-05,NFL,CAR,,NOR,W 19-13,4,5,Sun,2,16,8.00,0,SmitSt01
Zuriel Smith,WR,23.263,2003-10-05,NFL,DAL,,ARI,W 24-7,4,5,Sun,3,27,9.00,0,SmitZu00
Donte' Stallworth,WR,22.329,2003-10-05,NFL,NOR,@,CAR,L 13-19,5,5,Sun,3,34,11.33,0,StalDo00
Peter Warrick,WR,26.108,2003-10-05,NFL,CIN,@,BUF,L 16-22,5,5,Sun,4,30,7.50,0,WarrPe00
Brian Westbrook,RB/K,24.033,2003-10-05,NFL,PHI,,WAS,W 27-25,4,5,Sun,2,28,14.00,0,WestBr00
Jimmy Williams,CB,24.209,2003-10-05,NFL,SFO,,DET,W 24-17,5,5,Sun,4,30,7.50,0,WillJi22
Brad Pyatt,WR,23.173,2003-10-06,NFL,IND,@,TAM,W 38-35,5,5,Mon,1,9,9.00,0,PyatBr00
Karl Williams,WR,32.179,2003-10-06,NFL,TAM,,IND,L 35-38,4,5,Mon,3,28,9.33,0,WillKa00
David Allen,RB/K,25.245,2003-10-12,NFL,JAX,,MIA,L 10-24,6,6,Sun,2,-2,-1.00,0,AlleDa00
Anquan Boldin,WR,23.009,2003-10-12,NFL,ARI,,BAL,L 18-26,6,6,Sun,2,12,6.00,0,BoldAn00
Lamont Brightful,DB,24.256,2003-10-12,NFL,BAL,@,ARI,W 26-18,5,6,Sun,1,0,0.00,0,BrigLa20
Antonio Brown,WR,25.223,2003-10-12,NFL,BUF,@,NYJ,L 3-30,6,6,Sun,1,5,5.00,0,BrowAn01
Antonio Chatman,WR/K,24.242,2003-10-12,NFL,GNB,,KAN,L 34-40,6,6,Sun,2,17,8.50,0,ChatAn00
Bobby Engram,WR,30.278,2003-10-12,NFL,SEA,,SFO,W 20-19,5,6,Sun,3,6,2.00,0,EngrBo00
Dante Hall,WR,25.041,2003-10-12,NFL,KAN,@,GNB,W 40-34,6,6,Sun,2,62,31.00,0,HallDa00
Justin McCareins,WR,24.315,2003-10-12,NFL,TEN,,HOU,W 38-17,6,6,Sun,1,0,0.00,0,McCaJu00
Brian Mitchell,RB,35.055,2003-10-12,NFL,NYG,@,NWE,L 6-17,5,6,Sun,6,28,4.67,0,MitcBr00
Chad Morton,RB/K,26.191,2003-10-12,NFL,WAS,,TAM,L 13-35,6,6,Sun,1,12,12.00,0,MortCh00
J.J. Moses,WR,24.030,2003-10-12,NFL,HOU,@,TEN,L 17-38,5,6,Sun,1,4,4.00,0,MoseJ.00
Santana Moss,WR,24.133,2003-10-12,NFL,NYJ,,BUF,W 30-3,5,6,Sun,3,102,34.00,0,MossSa00
Dennis Northcutt,WR,25.294,2003-10-12,NFL,CLE,,OAK,W 13-7,6,6,Sun,4,16,4.00,0,NortDe00
Deltha O'Neal,CB,26.255,2003-10-12,NFL,DEN,,PIT,W 17-14,6,6,Sun,3,11,3.67,0,ONeaDe00
Antwaan Randle El,WR,24.056,2003-10-12,NFL,PIT,@,DEN,L 14-17,6,6,Sun,5,36,7.20,0,RandAn00
Steve Smith,WR,24.153,2003-10-12,NFL,CAR,@,IND,W 23-20,5,6,Sun,3,61,20.33,0,SmitSt01
Zuriel Smith,WR,23.270,2003-10-12,NFL,DAL,,PHI,W 23-21,5,6,Sun,3,10,3.33,0,SmitZu00
Donte' Stallworth,WR,22.336,2003-10-12,NFL,NOR,,CHI,W 20-13,6,6,Sun,2,10,5.00,0,StalDo00
James Thrash,WR,28.167,2003-10-12,NFL,PHI,@,DAL,L 21-23,5,6,Sun,1,2,2.00,0,ThraJa00
Tim Wansley,CB,24.339,2003-10-12,NFL,TAM,@,WAS,W 35-13,5,6,Sun,1,11,11.00,0,WansTi20
Brian Westbrook,RB,24.040,2003-10-12,NFL,PHI,@,DAL,L 21-23,5,6,Sun,1,11,11.00,0,WestBr00
Jimmy Williams,CB,24.216,2003-10-12,NFL,SFO,@,SEA,L 19-20,6,6,Sun,2,9,4.50,0,WillJi22
DeJuan Groce,CB,23.238,2003-10-13,NFL,STL,,ATL,W 36-0,5,6,Mon,2,21,10.50,0,GrocDe20
Allen Rossum,CB,27.356,2003-10-13,NFL,ATL,@,STL,L 0-36,6,6,Mon,1,11,11.00,0,RossAl99
Lamont Brightful,DB-R,24.263,2003-10-19,NFL,BAL,@,CIN,L 26-34,6,7,Sun,3,24,8.00,0,BrigLa20
Antonio Brown,WR,25.230,2003-10-19,NFL,BUF,,WAS,W 24-7,7,7,Sun,6,13,2.17,0,BrowAn01
Troy Brown,WR,32.109,2003-10-19,NFL,NWE,@,MIA,W 19-13,7,7,Sun,1,2,2.00,0,BrowTr00
Jeff Burris,CB,31.134,2003-10-19,NFL,CIN,,BAL,W 34-26,6,7,Sun,1,13,13.00,0,BurrJe20
Antonio Chatman,WR/K,24.249,2003-10-19,NFL,GNB,@,STL,L 24-34,7,7,Sun,1,0,0.00,0,ChatAn00
DeJuan Groce,CB,23.244,2003-10-19,NFL,STL,,GNB,W 34-24,6,7,Sun,3,27,9.00,0,GrocDe20
Al Harris,RCB,28.316,2003-10-19,NFL,GNB,@,STL,L 24-34,7,7,Sun,1,0,0.00,0,HarrAl21
Keenan Howry,WR,22.124,2003-10-19,NFL,MIN,,DEN,W 28-20,6,7,Sun,3,24,8.00,0,HowrKe00
Michael Lewis,WR,31.339,2003-10-19,NFL,NOR,@,ATL,W 45-17,7,7,Sun,3,23,7.67,0,LewiMi00
Justin McCareins,WR,24.322,2003-10-19,NFL,TEN,@,CAR,W 37-17,7,7,Sun,5,53,10.60,0,McCaJu00
Quentin McCord,WR,25.115,2003-10-19,NFL,ATL,,NOR,L 17-45,7,7,Sun,1,46,46.00,0,McCoQu00
R.W. McQuarters,LCB,26.302,2003-10-19,NFL,CHI,@,SEA,L 17-24,6,7,Sun,1,0,0.00,0,McQuR.20
Brian Mitchell,RB,35.062,2003-10-19,NFL,NYG,,PHI,L 10-14,6,7,Sun,3,17,5.67,0,MitcBr00
Chad Morton,RB/K,26.198,2003-10-19,NFL,WAS,@,BUF,L 7-24,7,7,Sun,4,51,12.75,0,MortCh00
J.J. Moses,WR,24.037,2003-10-19,NFL,HOU,,NYJ,L 14-19,6,7,Sun,1,8,8.00,0,MoseJ.00
Santana Moss,WR,24.140,2003-10-19,NFL,NYJ,@,HOU,W 19-14,6,7,Sun,3,45,15.00,0,MossSa00
Dennis Northcutt,WR,25.301,2003-10-19,NFL,CLE,,SDG,L 20-26,7,7,Sun,1,3,3.00,0,NortDe00
Deltha O'Neal,CB,26.262,2003-10-19,NFL,DEN,@,MIN,L 20-28,7,7,Sun,2,4,2.00,0,ONeaDe00
Eric Parker,WR,24.188,2003-10-19,NFL,SDG,@,CLE,W 26-20,6,7,Sun,3,61,20.33,0,ParkEr00
Ed Reed*,SS,25.038,2003-10-19,NFL,BAL,@,CIN,L 26-34,6,7,Sun,1,19,19.00,0,ReedEd00
Charlie Rogers,KR,27.122,2003-10-19,NFL,MIA,,NWE,L 13-19,6,7,Sun,2,9,4.50,0,RogeCh00
Allen Rossum,CB,27.362,2003-10-19,NFL,ATL,,NOR,L 17-45,7,7,Sun,2,23,11.50,0,RossAl99
Steve Smith,WR,24.160,2003-10-19,NFL,CAR,,TEN,L 17-37,6,7,Sun,3,14,4.67,0,SmitSt01
Zuriel Smith,WR,23.277,2003-10-19,NFL,DAL,@,DET,W 38-7,6,7,Sun,6,19,3.17,0,SmitZu00
Reggie Swinton,WR,28.087,2003-10-19,NFL,DET,,DAL,L 7-38,6,7,Sun,2,15,7.50,0,SwinRe00
Tim Wansley,CB,24.346,2003-10-19,NFL,TAM,@,SFO,L 7-24,6,7,Sun,1,11,11.00,0,WansTi20
Brian Westbrook,RB,24.047,2003-10-19,NFL,PHI,@,NYG,W 14-10,6,7,Sun,2,84,42.00,1,WestBr00
Jimmy Williams,CB,24.223,2003-10-19,NFL,SFO,,TAM,W 24-7,7,7,Sun,3,23,7.67,0,WillJi22
