Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Targets,Rec,Rec Yards,Rec Avg,Rec TD,Catch Pct,YPTgt,unique_id
Ronnie Brown,RB,27.275,2009-09-13,NFL,MIA,@,ATL,L 7-19,1,1,Sun,4,3,10,3.33,0,75.0%,2.50,BrowRo05
Isaac Bruce,WR,36.307,2009-09-13,NFL,SFO,@,ARI,W 20-16,1,1,Sun,8,4,74,18.50,0,50.0%,9.25,BrucIs00
Antonio Bryant,WR,28.188,2009-09-13,NFL,TAM,,DAL,L 21-34,1,1,Sun,5,2,29,14.50,0,40.0%,5.80,BryaAn00
Correll Buckhalter,RB,30.342,2009-09-13,NFL,DEN,@,CIN,W 12-7,1,1,Sun,2,2,11,5.50,0,100.0%,5.50,BuckCo00
Nate Burleson,WR,28.025,2009-09-13,NFL,SEA,,STL,W 28-0,1,1,Sun,11,7,74,10.57,1,63.6%,6.73,BurlNa00
Keenan Burton,WR,24.319,2009-09-13,NFL,STL,@,SEA,L 0-28,1,1,Sun,6,1,5,5.00,0,16.7%,0.83,BurtKe00
Reggie Bush,RB,24.195,2009-09-13,NFL,NOR,,DET,W 45-27,1,1,Sun,6,5,55,11.00,0,83.3%,9.17,BushRe00
Deon Butler,WR,23.252,2009-09-13,NFL,SEA,,STL,W 28-0,1,1,Sun,3,1,7,7.00,0,33.3%,2.33,ButlDe00
Andre Caldwell,WR,24.151,2009-09-13,NFL,CIN,,DEN,L 7-12,1,1,Sun,8,6,54,9.00,0,75.0%,6.75,CaldAn00
Greg Camarillo,WR,27.148,2009-09-13,NFL,MIA,@,ATL,L 7-19,1,1,Sun,2,2,20,10.00,0,100.0%,10.00,CamaGr00
John Carlson,TE,25.124,2009-09-13,NFL,SEA,,STL,W 28-0,1,1,Sun,8,6,95,15.83,2,75.0%,11.88,CarlJo00
Brent Celek,TE,24.231,2009-09-13,NFL,PHI,@,CAR,W 38-10,1,1,Sun,7,6,37,6.17,1,85.7%,5.29,CeleBr00
Jamaal Charles,RB,22.260,2009-09-13,NFL,KAN,@,BAL,L 24-38,1,1,Sun,4,4,29,7.25,0,100.0%,7.25,CharJa00
Tashard Choice,RB,24.297,2009-09-13,NFL,DAL,@,TAM,W 34-21,1,1,Sun,2,2,6,3.00,0,100.0%,3.00,ChoiTa00
Brian Clark,WR,25.261,2009-09-13,NFL,TAM,,DAL,L 21-34,1,1,Sun,1,1,17,17.00,0,100.0%,17.00,ClarBr00
Dallas Clark,TE,30.093,2009-09-13,NFL,IND,,JAX,W 14-12,1,1,Sun,6,4,39,9.75,0,66.7%,6.50,ClarDa00
Desmond Clark,TE,32.146,2009-09-13,NFL,CHI,@,GNB,L 15-21,1,1,Sun,4,1,23,23.00,0,25.0%,5.75,ClarDe00
Mark Clayton,LWR,27.073,2009-09-13,NFL,BAL,,KAN,W 38-24,1,1,Sun,9,5,77,15.40,1,55.6%,8.56,ClayMa01
Michael Clayton,WR,26.335,2009-09-13,NFL,TAM,,DAL,L 21-34,1,1,Sun,8,5,93,18.60,0,62.5%,11.63,ClayMi00
Daniel Coats,TE,25.150,2009-09-13,NFL,CIN,,DEN,L 7-12,1,1,Sun,2,1,16,16.00,0,50.0%,8.00,CoatDa00
Laveranues Coles,WR,31.258,2009-09-13,NFL,CIN,,DEN,L 7-12,1,1,Sun,5,1,11,11.00,0,20.0%,2.20,ColeLa00
Austin Collie,WR,23.306,2009-09-13,NFL,IND,,JAX,W 14-12,1,1,Sun,3,2,15,7.50,0,66.7%,5.00,CollAu00
Marques Colston,WR,26.100,2009-09-13,NFL,NOR,,DET,W 45-27,1,1,Sun,6,3,30,10.00,1,50.0%,5.00,ColsMa00
Chris Cooley,TE,27.064,2009-09-13,NFL,WAS,@,NYG,L 17-23,1,1,Sun,8,7,68,9.71,1,87.5%,8.50,CoolCh00
Jerricho Cotchery,WR,27.089,2009-09-13,NFL,NYJ,@,HOU,W 24-7,1,1,Sun,7,6,90,15.00,0,85.7%,12.86,CotcJe00
Patrick Crayton,WR,30.159,2009-09-13,NFL,DAL,@,TAM,W 34-21,1,1,Sun,6,4,135,33.75,1,66.7%,22.50,CrayPa00
Josh Cribbs,WR,26.096,2009-09-13,NFL,CLE,,MIN,L 20-34,1,1,Sun,3,2,10,5.00,0,66.7%,3.33,CribJo01
Kevin Curtis,WR,31.058,2009-09-13,NFL,PHI,@,CAR,W 38-10,1,1,Sun,4,2,26,13.00,0,50.0%,6.50,CurtKe00
Owen Daniels,TE,26.308,2009-09-13,NFL,HOU,,NYJ,L 7-24,1,1,Sun,8,4,44,11.00,0,50.0%,5.50,DaniOw00
Andre' Davis,WR,30.093,2009-09-13,NFL,HOU,,NYJ,L 7-24,1,1,Sun,4,3,14,4.67,0,75.0%,3.50,DaviAn01
James Davis,,23.255,2009-09-13,NFL,CLE,,MIN,L 20-34,1,1,Sun,,3,4,1.33,0,,,DaviJa03
Vernon Davis,TE,25.225,2009-09-13,NFL,SFO,@,ARI,W 20-16,1,1,Sun,7,5,40,8.00,0,71.4%,5.71,DaviVe00
Donald Driver,WR,34.223,2009-09-13,NFL,GNB,,CHI,W 21-15,1,1,Sun,7,4,39,9.75,0,57.1%,5.57,DrivDo00
Braylon Edwards,WR,26.204,2009-09-13,NFL,CLE,,MIN,L 20-34,1,1,Sun,5,1,12,12.00,0,20.0%,2.40,EdwaBr00
Bobby Engram,WR,36.249,2009-09-13,NFL,KAN,@,BAL,L 24-38,1,1,Sun,2,2,19,9.50,0,100.0%,9.50,EngrBo00
Heath Evans,FB,30.257,2009-09-13,NFL,NOR,,DET,W 45-27,1,1,Sun,4,4,35,8.75,1,100.0%,8.75,EvanHe00
Anthony Fasano,TE,25.146,2009-09-13,NFL,MIA,@,ATL,L 7-19,1,1,Sun,3,2,10,5.00,0,66.7%,3.33,FasaAn00
Daniel Fells,TE,25.355,2009-09-13,NFL,STL,@,SEA,L 0-28,1,1,Sun,1,1,9,9.00,0,100.0%,9.00,FellDa00
Yamon Figurs,WR,26.246,2009-09-13,NFL,DET,@,NOR,L 27-45,1,1,Sun,2,1,7,7.00,0,50.0%,3.50,FiguYa00
Jermichael Finley,TE,22.171,2009-09-13,NFL,GNB,,CHI,W 21-15,1,1,Sun,1,1,6,6.00,0,100.0%,6.00,FinlJe00
Larry Fitzgerald,WR,26.013,2009-09-13,NFL,ARI,,SFO,L 16-20,1,1,Sun,11,6,71,11.83,1,54.5%,6.45,FitzLa00
Casey Fitzsimmons,TE,28.338,2009-09-13,NFL,DET,@,NOR,L 27-45,1,1,Sun,1,1,11,11.00,0,100.0%,11.00,FitzCa00
J.P. Foschi,TE,27.117,2009-09-13,NFL,CIN,,DEN,L 7-12,1,1,Sun,1,1,3,3.00,0,100.0%,3.00,FoscJo00
Mike Furrey,WR,32.124,2009-09-13,NFL,CLE,,MIN,L 20-34,1,1,Sun,7,4,28,7.00,0,57.1%,4.00,FurrMi00
Jabar Gaffney,WR,28.286,2009-09-13,NFL,DEN,@,CIN,W 12-7,1,1,Sun,4,3,25,8.33,0,75.0%,6.25,GaffJa00
Pierre Garcon,WR,23.036,2009-09-13,NFL,IND,,JAX,W 14-12,1,1,Sun,5,3,24,8.00,0,60.0%,4.80,GarcPi00
Ted Ginn,WR,24.154,2009-09-13,NFL,MIA,@,ATL,L 7-19,1,1,Sun,5,2,26,13.00,0,40.0%,5.20,GinnTe00
Tony Gonzalez*,TE,33.198,2009-09-13,NFL,ATL,,MIA,W 19-7,1,1,Sun,9,5,73,14.60,1,55.6%,8.11,GonzTo00
Frank Gore,RB,26.122,2009-09-13,NFL,SFO,@,ARI,W 20-16,1,1,Sun,5,3,18,6.00,1,60.0%,3.60,GoreFr00
Daniel Graham,TE,30.301,2009-09-13,NFL,DEN,@,CIN,W 12-7,1,1,Sun,3,3,40,13.33,0,100.0%,13.33,GrahDa00
Ryan Grant,RB,26.278,2009-09-13,NFL,GNB,,CHI,W 21-15,1,1,Sun,1,1,6,6.00,0,100.0%,6.00,GranRy00
Justin Griffith,FB,29.054,2009-09-13,NFL,SEA,,STL,W 28-0,1,1,Sun,1,1,1,1.00,0,100.0%,1.00,GrifJu00
Korey Hall,FB,26.039,2009-09-13,NFL,GNB,,CHI,W 21-15,1,1,Sun,1,1,11,11.00,0,100.0%,11.00,HallKo99
Brian Hartline,WR,22.295,2009-09-13,NFL,MIA,@,ATL,L 7-19,1,1,Sun,2,2,13,6.50,0,100.0%,6.50,HartBr00
Percy Harvin,WR,21.108,2009-09-13,NFL,MIN,@,CLE,W 34-20,1,1,Sun,4,3,36,12.00,1,75.0%,9.00,HarvPe00
Joey Haynos,TE,25.016,2009-09-13,NFL,MIA,@,ATL,L 7-19,1,1,Sun,1,1,21,21.00,0,100.0%,21.00,HaynJo00
Todd Heap,TE,29.181,2009-09-13,NFL,BAL,,KAN,W 38-24,1,1,Sun,8,5,74,14.80,1,62.5%,9.25,HeapTo00
Steve Heiden,TE,32.357,2009-09-13,NFL,CLE,,MIN,L 20-34,1,1,Sun,2,2,14,7.00,0,100.0%,7.00,HeidSt00
Devery Henderson,WR,27.171,2009-09-13,NFL,NOR,,DET,W 45-27,1,1,Sun,8,5,103,20.60,1,62.5%,12.88,HendDe00
Chris Henry,WR,26.119,2009-09-13,NFL,CIN,,DEN,L 7-12,1,1,Sun,2,1,18,18.00,0,50.0%,9.00,HenrCh00
Devin Hester,WR,26.313,2009-09-13,NFL,CHI,@,GNB,L 15-21,1,1,Sun,4,4,90,22.50,1,100.0%,22.50,HestDe99
Tim Hightower,RB,23.113,2009-09-13,NFL,ARI,,SFO,L 16-20,1,1,Sun,14,12,121,10.08,0,85.7%,8.64,HighTi00
Peyton Hillis,FB,23.235,2009-09-13,NFL,DEN,@,CIN,W 12-7,1,1,Sun,2,1,6,6.00,0,50.0%,3.00,HillPe00
Domenik Hixon,WR,24.340,2009-09-13,NFL,NYG,,WAS,W 23-17,1,1,Sun,3,1,10,10.00,0,33.3%,3.33,HixoDo00
Torry Holt,WR,33.100,2009-09-13,NFL,JAX,@,IND,L 12-14,1,1,Sun,5,3,47,15.67,0,60.0%,9.40,HoltTo00
T.J. Houshmandzadeh,WR,31.352,2009-09-13,NFL,SEA,,STL,W 28-0,1,1,Sun,9,6,48,8.00,0,66.7%,5.33,HousTJ00
Nate Hughes,WR,24.238,2009-09-13,NFL,JAX,@,IND,L 12-14,1,1,Sun,2,1,7,7.00,0,50.0%,3.50,HughNa00
DeSean Jackson,WR,22.286,2009-09-13,NFL,PHI,@,CAR,W 38-10,1,1,Sun,7,2,9,4.50,0,28.6%,1.29,JackDe00
Brandon Jacobs,RB,27.069,2009-09-13,NFL,NYG,,WAS,W 23-17,1,1,Sun,3,2,17,8.50,0,66.7%,5.67,JacoBr00
Michael Jenkins,WR,27.087,2009-09-13,NFL,ATL,,MIA,W 19-7,1,1,Sun,5,4,41,10.25,0,80.0%,8.20,JenkMi00
Greg Jennings,WR,25.357,2009-09-13,NFL,GNB,,CHI,W 21-15,1,1,Sun,8,6,106,17.67,1,75.0%,13.25,JennGr00
Andre Johnson,WR,28.064,2009-09-13,NFL,HOU,,NYJ,L 7-24,1,1,Sun,7,4,35,8.75,0,57.1%,5.00,JohnAn02
Bryant Johnson,WR,28.190,2009-09-13,NFL,DET,@,NOR,L 27-45,1,1,Sun,8,4,45,11.25,0,50.0%,5.63,JohnBr02
Calvin Johnson,WR,23.349,2009-09-13,NFL,DET,@,NOR,L 27-45,1,1,Sun,14,3,90,30.00,0,21.4%,6.43,JohnCa00
Chad Johnson,,31.247,2009-09-13,NFL,CIN,,DEN,L 7-12,1,1,Sun,7,5,89,17.80,0,71.4%,12.71,JohnCh01
Larry Johnson,RB,29.298,2009-09-13,NFL,KAN,@,BAL,L 24-38,1,1,Sun,1,1,6,6.00,0,100.0%,6.00,JohnLa00
Greg Jones,FB,28.127,2009-09-13,NFL,JAX,@,IND,L 12-14,1,1,Sun,2,1,9,9.00,0,50.0%,4.50,JoneGr01
Julius Jones,RB,28.030,2009-09-13,NFL,SEA,,STL,W 28-0,1,1,Sun,2,2,19,9.50,0,100.0%,9.50,JoneJu01
Maurice Jones-Drew,RB,24.174,2009-09-13,NFL,JAX,@,IND,L 12-14,1,1,Sun,8,5,26,5.20,0,62.5%,3.25,DrewMa00
Dustin Keller,TE,24.353,2009-09-13,NFL,NYJ,@,HOU,W 24-7,1,1,Sun,7,4,94,23.50,0,57.1%,13.43,KellDu00
Malcolm Kelly,WR,22.257,2009-09-13,NFL,WAS,@,NYG,L 17-23,1,1,Sun,1,1,6,6.00,0,100.0%,6.00,KellMa01
Jeff King,TE,26.206,2009-09-13,NFL,CAR,,PHI,L 10-38,1,1,Sun,2,1,2,2.00,0,50.0%,1.00,KingJe00
Johnny Knox,WR,22.314,2009-09-13,NFL,CHI,@,GNB,L 15-21,1,1,Sun,4,2,82,41.00,0,50.0%,20.50,KnoxJo00
Dan Kreider,FB,32.186,2009-09-13,NFL,ARI,,SFO,L 16-20,1,1,Sun,1,1,3,3.00,0,100.0%,3.00,KreiDa00
Vonta Leach,FB,27.311,2009-09-13,NFL,HOU,,NYJ,L 7-24,1,1,Sun,2,2,23,11.50,0,100.0%,11.50,LeacVo00
Donald Lee,TE,29.013,2009-09-13,NFL,GNB,,CHI,W 21-15,1,1,Sun,3,3,8,2.67,0,100.0%,2.67,LeexDo00
Brian Leonard,HB,25.222,2009-09-13,NFL,CIN,,DEN,L 7-12,1,1,Sun,2,2,24,12.00,0,100.0%,12.00,LeonBr00
Jamal Lewis,RB,30.015,2009-09-13,NFL,CLE,,MIN,L 20-34,1,1,Sun,3,3,47,15.67,0,100.0%,15.67,LewiJa00
Marcedes Lewis,TE,25.117,2009-09-13,NFL,JAX,@,IND,L 12-14,1,1,Sun,6,3,23,7.67,0,50.0%,3.83,LewiMa00
Mario Manningham,WR,23.111,2009-09-13,NFL,NYG,,WAS,W 23-17,1,1,Sun,4,3,58,19.33,1,75.0%,14.50,MannMa01
Brandon Marshall,WR,25.174,2009-09-13,NFL,DEN,@,CIN,W 12-7,1,1,Sun,7,4,27,6.75,0,57.1%,3.86,MarsBr00
Derrick Mason,RWR,35.239,2009-09-13,NFL,BAL,,KAN,W 38-24,1,1,Sun,10,4,47,11.75,0,40.0%,4.70,MasoDe00
Mohamed Massaquoi,WR,22.293,2009-09-13,NFL,CLE,,MIN,L 20-34,1,1,Sun,1,1,18,18.00,0,100.0%,18.00,MassMo00
Le'Ron McClain,FB,24.260,2009-09-13,NFL,BAL,,KAN,W 38-24,1,1,Sun,4,3,23,7.67,0,75.0%,5.75,McClLe00
LeSean McCoy,RB,21.063,2009-09-13,NFL,PHI,@,CAR,W 38-10,1,1,Sun,3,1,1,1.00,0,33.3%,0.33,McCoLe01
Willis McGahee,RB,27.327,2009-09-13,NFL,BAL,,KAN,W 38-24,1,1,Sun,5,4,31,7.75,1,80.0%,6.20,McGaWi00
Jason McKie,FB,29.114,2009-09-13,NFL,CHI,@,GNB,L 15-21,1,1,Sun,2,1,8,8.00,0,50.0%,4.00,McKiJa00
Randy McMichael,TE,30.077,2009-09-13,NFL,STL,@,SEA,L 0-28,1,1,Sun,7,4,44,11.00,0,57.1%,6.29,McMiRa01
Robert Meachem,WR,24.350,2009-09-13,NFL,NOR,,DET,W 45-27,1,1,Sun,2,2,51,25.50,1,100.0%,25.50,MeacRo00
Lance Moore,WR,26.013,2009-09-13,NFL,NOR,,DET,W 45-27,1,1,Sun,3,2,38,19.00,0,66.7%,12.67,MoorLa00
Josh Morgan,WR,24.085,2009-09-13,NFL,SFO,@,ARI,W 20-16,1,1,Sun,5,3,38,12.67,0,60.0%,7.60,MorgJo00
Santana Moss,WR,30.104,2009-09-13,NFL,WAS,@,NYG,L 17-23,1,1,Sun,5,2,6,3.00,0,40.0%,1.20,MossSa00
Ovie Mughelli,FB,29.095,2009-09-13,NFL,ATL,,MIA,W 19-7,1,1,Sun,2,2,22,11.00,1,100.0%,11.00,MughOv00
Muhsin Muhammad,WR,36.131,2009-09-13,NFL,CAR,,PHI,L 10-38,1,1,Sun,9,4,41,10.25,0,44.4%,4.56,MuhaMu00
Hakeem Nicks,WR,21.242,2009-09-13,NFL,NYG,,WAS,W 23-17,1,1,Sun,4,2,18,9.00,0,50.0%,4.50,NickHa01
Jerious Norwood,RB,26.046,2009-09-13,NFL,ATL,,MIA,W 19-7,1,1,Sun,6,5,49,9.80,0,83.3%,8.17,NorwJe00
Ben Obomanu,WR,25.318,2009-09-13,NFL,SEA,,STL,W 28-0,1,1,Sun,1,1,11,11.00,0,100.0%,11.00,ObomBe00
Greg Olsen,TE,24.186,2009-09-13,NFL,CHI,@,GNB,L 15-21,1,1,Sun,6,1,8,8.00,0,16.7%,1.33,OlseGr00
Adrian Peterson,RB,24.176,2009-09-13,NFL,MIN,@,CLE,W 34-20,1,1,Sun,1,1,18,18.00,0,100.0%,18.00,PeteAd01
Clinton Portis,RB,28.012,2009-09-13,NFL,WAS,@,NYG,L 17-23,1,1,Sun,1,1,10,10.00,0,100.0%,10.00,PortCl00
Antwaan Randle El,WR,30.027,2009-09-13,NFL,WAS,@,NYG,L 17-23,1,1,Sun,9,7,98,14.00,0,77.8%,10.89,RandAn00
Ray Rice,RB,22.234,2009-09-13,NFL,BAL,,KAN,W 38-24,1,1,Sun,4,2,12,6.00,0,50.0%,3.00,RiceRa00
Sidney Rice,WR,23.012,2009-09-13,NFL,MIN,@,CLE,W 34-20,1,1,Sun,4,2,17,8.50,0,50.0%,4.25,RiceSi01
Gijon Robinson,H-B,24.336,2009-09-13,NFL,IND,,JAX,W 14-12,1,1,Sun,1,1,4,4.00,0,100.0%,4.00,RobiGi21
Laurent Robinson,WR,24.116,2009-09-13,NFL,STL,@,SEA,L 0-28,1,1,Sun,10,5,87,17.40,0,50.0%,8.70,RobiLa01
Eddie Royal,WR,23.115,2009-09-13,NFL,DEN,@,CIN,W 12-7,1,1,Sun,4,2,18,9.00,0,50.0%,4.50,RoyaEd00
Robert Royal,TE,30.121,2009-09-13,NFL,CLE,,MIN,L 20-34,1,1,Sun,9,4,60,15.00,1,44.4%,6.67,RoyaRo00
Sean Ryan,TE,29.170,2009-09-13,NFL,KAN,@,BAL,L 24-38,1,1,Sun,5,1,10,10.00,1,20.0%,2.00,RyanSe00
Tony Scheffler,TE,26.210,2009-09-13,NFL,DEN,@,CIN,W 12-7,1,1,Sun,2,1,29,29.00,0,50.0%,14.50,ScheTo00
Visanthe Shiancoe,TE,29.087,2009-09-13,NFL,MIN,@,CLE,W 34-20,1,1,Sun,3,3,26,8.67,0,100.0%,8.67,ShiaVi00
Jeremy Shockey,TE,29.026,2009-09-13,NFL,NOR,,DET,W 45-27,1,1,Sun,4,4,31,7.75,2,100.0%,7.75,ShocJe00
Steve Slaton,RB,23.252,2009-09-13,NFL,HOU,,NYJ,L 7-24,1,1,Sun,6,3,35,11.67,0,50.0%,5.83,SlatSt00
Clifton Smith,RB,24.071,2009-09-13,NFL,TAM,,DAL,L 21-34,1,1,Sun,2,1,3,3.00,0,50.0%,1.50,SmitCl22
Kevin Smith,RB,22.270,2009-09-13,NFL,DET,@,NOR,L 27-45,1,1,Sun,9,7,52,7.43,0,77.8%,5.78,SmitKe02
Steve Smith,WR,30.124,2009-09-13,NFL,CAR,,PHI,L 10-38,1,1,Sun,13,3,21,7.00,0,23.1%,1.62,SmitSt01
Steve Smith,WR,24.130,2009-09-13,NFL,NYG,,WAS,W 23-17,1,1,Sun,8,6,80,13.33,0,75.0%,10.00,SmitSt02
Jason Snelling,RB,25.258,2009-09-13,NFL,ATL,,MIA,W 19-7,1,1,Sun,2,1,2,2.00,0,50.0%,1.00,SnelJa00
Jerramy Stevens,TE,29.304,2009-09-13,NFL,TAM,,DAL,L 21-34,1,1,Sun,5,4,41,10.25,0,80.0%,8.20,StevJe00
Jonathan Stewart,RB,22.176,2009-09-13,NFL,CAR,,PHI,L 10-38,1,1,Sun,3,2,32,16.00,0,66.7%,10.67,StewJo00
Brandon Stokley,WR,33.082,2009-09-13,NFL,DEN,@,CIN,W 12-7,1,1,Sun,4,1,87,87.00,1,25.0%,21.75,StokBr00
Maurice Stovall,WR,24.204,2009-09-13,NFL,TAM,,DAL,L 21-34,1,1,Sun,3,1,13,13.00,0,33.3%,4.33,StovMa00
Sammie Stroughter,WR,23.253,2009-09-13,NFL,TAM,,DAL,L 21-34,1,1,Sun,5,3,25,8.33,0,60.0%,5.00,StroSa00
Chansi Stuckey,WR,25.344,2009-09-13,NFL,NYJ,@,HOU,W 24-7,1,1,Sun,8,4,64,16.00,1,50.0%,8.00,StucCh20
Jacob Tamme,TE,24.182,2009-09-13,NFL,IND,,JAX,W 14-12,1,1,Sun,1,1,6,6.00,0,100.0%,6.00,TammJa00
Chester Taylor,RB,29.356,2009-09-13,NFL,MIN,@,CLE,W 34-20,1,1,Sun,7,5,13,2.60,0,71.4%,1.86,TaylCh01
David Thomas,TE,26.070,2009-09-13,NFL,NOR,,DET,W 45-27,1,1,Sun,1,1,15,15.00,0,100.0%,15.00,ThomDa02
Jerheme Urban,WR,28.291,2009-09-13,NFL,ARI,,SFO,L 16-20,1,1,Sun,7,5,74,14.80,0,71.4%,10.57,UrbaJe00
Lawrence Vickers,FB,26.128,2009-09-13,NFL,CLE,,MIN,L 20-34,1,1,Sun,1,1,12,12.00,0,100.0%,12.00,VickLa00
Delanie Walker,TE,25.032,2009-09-13,NFL,SFO,@,ARI,W 20-16,1,1,Sun,3,1,17,17.00,0,33.3%,5.67,WalkHu00
Seneca Wallace,QB,29.038,2009-09-13,NFL,SEA,,STL,W 28-0,1,1,Sun,1,1,24,24.00,0,100.0%,24.00,WallSe00
Derrick Ward,RB,29.014,2009-09-13,NFL,TAM,,DAL,L 21-34,1,1,Sun,3,2,21,10.50,0,66.7%,7.00,WardDe01
Kelley Washington,WR,30.023,2009-09-13,NFL,BAL,,KAN,W 38-24,1,1,Sun,3,3,43,14.33,0,100.0%,14.33,WashKe00
Leon Washington,RB-K,27.015,2009-09-13,NFL,NYJ,@,HOU,W 24-7,1,1,Sun,6,4,24,6.00,0,66.7%,4.00,WashLe00
Reggie Wayne,WR,30.300,2009-09-13,NFL,IND,,JAX,W 14-12,1,1,Sun,14,10,162,16.20,1,71.4%,11.57,WaynRe00
