Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,unique_id
Antwaan Randle El,WR,28.037,2007-09-23,NFL,WAS,,NYG,L 17-24,3,3,Sun,3,36,12.00,0,RandAn00
Ryne Robinson,WR,22.323,2007-09-23,NFL,CAR,@,ATL,W 27-20,3,3,Sun,1,9,9.00,0,RobiRy00
Allen Rossum,CB,31.336,2007-09-23,NFL,PIT,,SFO,W 37-16,3,3,Sun,2,-4,-2.00,0,RossAl99
Darren Sproles,RB/K,24.095,2007-09-23,NFL,SDG,@,GNB,L 24-31,3,3,Sun,1,3,3.00,0,SproDa00
Bobby Wade,WR,26.210,2007-09-23,NFL,MIN,@,KAN,L 10-13,3,3,Sun,3,27,9.00,0,WadeBo00
Troy Walters,WR,30.282,2007-09-23,NFL,DET,@,PHI,L 21-56,3,3,Sun,2,6,3.00,0,WaltTr00
Wes Welker,WR,26.145,2007-09-23,NFL,NWE,,BUF,W 38-7,3,3,Sun,3,72,24.00,0,WelkWe00
Brandon Williams,WR,23.211,2007-09-23,NFL,SFO,@,PIT,L 16-37,3,3,Sun,1,0,0.00,0,WillBr01
Charles Woodson,LCB,30.351,2007-09-23,NFL,GNB,,SDG,W 31-24,3,3,Sun,4,41,10.25,0,WoodCh00
Reggie Bush,RB,22.206,2007-09-24,NFL,NOR,,TEN,L 14-31,3,3,Mon,1,10,10.00,0,BushRe00
Chris Davis,WR,23.244,2007-09-24,NFL,TEN,@,NOR,W 31-14,3,3,Mon,3,43,14.33,0,DaviCh02
Steve Breaston,WR,24.041,2007-09-30,NFL,ARI,,PIT,W 21-14,4,4,Sun,4,101,25.25,1,BreaSt00
Nate Burleson,WR,26.042,2007-09-30,NFL,SEA,@,SFO,W 23-3,4,4,Sun,5,42,8.40,0,BurlNa00
Patrick Crayton,WR,28.176,2007-09-30,NFL,DAL,,STL,W 35-7,4,4,Sun,2,45,22.50,0,CrayPa00
Yamon Figurs,WR/R,24.263,2007-09-30,NFL,BAL,@,CLE,L 13-27,4,4,Sun,1,8,8.00,0,FiguYa00
Dante Hall,WR,29.029,2007-09-30,NFL,STL,@,DAL,L 7-35,4,4,Sun,4,111,27.75,1,HallDa00
Devin Hester,KR/P,24.330,2007-09-30,NFL,CHI,@,DET,L 27-37,4,4,Sun,5,95,19.00,0,HestDe99
Johnnie Lee Higgins,WR,24.022,2007-09-30,NFL,OAK,@,MIA,W 35-17,4,4,Sun,2,9,4.50,0,HiggJo00
Adam Jennings,WR,24.317,2007-09-30,NFL,ATL,,HOU,W 26-16,4,4,Sun,1,18,18.00,0,JennAd00
Mark Jones,WR,26.331,2007-09-30,NFL,TAM,@,CAR,W 20-7,4,4,Sun,5,71,14.20,0,JoneMa01
Michael Lewis,WR,35.320,2007-09-30,NFL,SFO,,SEA,L 3-23,4,4,Sun,6,63,10.50,0,LewiMi00
Reno Mahe,PR,27.119,2007-09-30,NFL,PHI,@,NYG,L 3-16,4,4,Sun,3,20,6.67,0,MaheRe00
R.W. McQuarters,CB,30.283,2007-09-30,NFL,NYG,,PHI,W 16-3,4,4,Sun,5,41,8.20,0,McQuR.20
Roscoe Parrish,WR,25.076,2007-09-30,NFL,BUF,,NYJ,W 17-14,4,4,Sun,1,12,12.00,0,ParrRo00
Ryne Robinson,WR,22.330,2007-09-30,NFL,CAR,,TAM,L 7-20,4,4,Sun,1,3,3.00,0,RobiRy00
Allen Rossum,CB,31.343,2007-09-30,NFL,PIT,@,ARI,L 14-21,4,4,Sun,1,5,5.00,0,RossAl99
T.J. Rushing,DB,24.114,2007-09-30,NFL,IND,,DEN,W 38-20,4,4,Sun,1,2,2.00,0,RushT.20
Darren Sproles,RB/K,24.102,2007-09-30,NFL,SDG,,KAN,L 16-30,4,4,Sun,3,28,9.33,0,SproDa00
Bobby Wade,WR,26.217,2007-09-30,NFL,MIN,,GNB,L 16-23,4,4,Sun,1,-1,-1.00,0,WadeBo00
Troy Walters,WR,30.289,2007-09-30,NFL,DET,,CHI,W 37-27,4,4,Sun,2,17,8.50,0,WaltTr00
Leon Washington,RB-K,25.032,2007-09-30,NFL,NYJ,@,BUF,L 14-17,4,4,Sun,2,5,2.50,0,WashLe00
Charles Woodson,LCB,30.358,2007-09-30,NFL,GNB,@,MIN,W 23-16,4,4,Sun,4,35,8.75,0,WoodCh00
Dexter Wynn,CB,26.217,2007-09-30,NFL,HOU,@,ATL,L 16-26,4,4,Sun,2,1,0.50,0,WynnDe20
Wes Welker,WR,26.153,2007-10-01,NFL,NWE,@,CIN,W 34-13,4,4,Mon,2,16,8.00,0,WelkWe00
Steve Breaston,WR,24.048,2007-10-07,NFL,ARI,@,STL,W 34-31,5,5,Sun,4,37,9.25,0,BreaSt00
Nate Burleson,WR,26.049,2007-10-07,NFL,SEA,@,PIT,L 0-21,5,5,Sun,4,40,10.00,0,BurlNa00
Josh Cribbs,WR,24.120,2007-10-07,NFL,CLE,@,NWE,L 17-34,5,5,Sun,1,11,11.00,0,CribJo01
Chris Davis,WR,23.257,2007-10-07,NFL,TEN,,ATL,W 20-13,4,5,Sun,3,32,10.67,0,DaviCh02
Dante Hall,WR,29.036,2007-10-07,NFL,STL,,ARI,L 31-34,5,5,Sun,2,47,23.50,0,HallDa00
Devin Hester,KR/W,24.337,2007-10-07,NFL,CHI,@,GNB,W 27-20,5,5,Sun,4,40,10.00,0,HestDe99
Adam Jennings,WR,24.324,2007-10-07,NFL,ATL,@,TEN,L 13-20,5,5,Sun,1,0,0.00,0,JennAd00
Michael Lewis,WR,35.327,2007-10-07,NFL,SFO,,BAL,L 7-9,5,5,Sun,5,29,5.80,0,LewiMi00
Glenn Martinez,WR,25.311,2007-10-07,NFL,DEN,,SDG,L 3-41,5,5,Sun,1,18,18.00,0,MartGl00
R.W. McQuarters,DB,30.290,2007-10-07,NFL,NYG,,NYJ,W 35-24,5,5,Sun,2,16,8.00,0,McQuR.20
Lance Moore,WR,24.037,2007-10-07,NFL,NOR,,CAR,L 13-16,4,5,Sun,2,11,5.50,0,MoorLa00
Dennis Northcutt,WR,29.289,2007-10-07,NFL,JAX,@,KAN,W 17-7,4,5,Sun,4,28,7.00,0,NortDe00
Antwaan Randle El,WR,28.051,2007-10-07,NFL,WAS,,DET,W 34-3,4,5,Sun,2,2,1.00,0,RandAn00
Ed Reed*,FS,29.026,2007-10-07,NFL,BAL,@,SFO,W 9-7,5,5,Sun,1,17,17.00,0,ReedEd00
Cory Ross,RB,25.015,2007-10-07,NFL,BAL,@,SFO,W 9-7,5,5,Sun,1,3,3.00,0,RossCo00
Allen Rossum,KR,31.350,2007-10-07,NFL,PIT,,SEA,W 21-0,5,5,Sun,6,33,5.50,0,RossAl99
Steve Smith,WR,28.148,2007-10-07,NFL,CAR,@,NOR,W 16-13,5,5,Sun,1,6,6.00,0,SmitSt01
Darren Sproles,RB/K,24.109,2007-10-07,NFL,SDG,@,DEN,W 41-3,5,5,Sun,2,27,13.50,0,SproDa00
Craphonso Thorpe,WR,24.102,2007-10-07,NFL,IND,,TAM,W 33-14,5,5,Sun,4,36,9.00,0,ThorCr00
James Thrash,WR,32.162,2007-10-07,NFL,WAS,,DET,W 34-3,4,5,Sun,2,71,35.50,0,ThraJa00
Leon Washington,RB,25.039,2007-10-07,NFL,NYJ,@,NYG,L 24-35,5,5,Sun,2,20,10.00,0,WashLe00
Wes Welker,WR,26.159,2007-10-07,NFL,NWE,,CLE,W 34-17,5,5,Sun,2,19,9.50,0,WelkWe00
Charles Woodson,LCB,31.000,2007-10-07,NFL,GNB,,CHI,L 20-27,5,5,Sun,3,38,12.67,0,WoodCh00
Patrick Crayton,WR,28.184,2007-10-08,NFL,DAL,@,BUF,W 25-24,5,5,Mon,1,9,9.00,0,CrayPa00
Steve Breaston,WR,24.055,2007-10-14,NFL,ARI,,CAR,L 10-25,6,6,Sun,4,21,5.25,0,BreaSt00
Nate Burleson,WR,26.056,2007-10-14,NFL,SEA,,NOR,L 17-28,6,6,Sun,2,23,11.50,0,BurlNa00
Jarrett Bush,CB,23.146,2007-10-14,NFL,GNB,,WAS,W 17-14,6,6,Sun,1,0,0.00,0,BushJa20
Josh Cribbs,WR,24.127,2007-10-14,NFL,CLE,,MIA,W 41-31,6,6,Sun,2,19,9.50,0,CribJo01
Chris Davis,WR,23.264,2007-10-14,NFL,TEN,@,TAM,L 10-13,5,6,Sun,3,16,5.33,0,DaviCh02
Eddie Drummond,WR,27.185,2007-10-14,NFL,KAN,,CIN,W 27-20,6,6,Sun,4,37,9.25,0,DrumEd00
Ted Ginn,WR,22.185,2007-10-14,NFL,MIA,@,CLE,L 31-41,6,6,Sun,1,10,10.00,0,GinnTe00
Skyler Green,WR,23.032,2007-10-14,NFL,CIN,@,KAN,L 20-27,5,6,Sun,4,14,3.50,0,GreeSk20
Brent Hawkins,DE,24.043,2007-10-14,NFL,JAX,,HOU,W 37-17,5,6,Sun,1,0,0.00,0,HawkBr20
Devin Hester,KR/W,24.344,2007-10-14,NFL,CHI,,MIN,L 31-34,6,6,Sun,4,108,27.00,1,HestDe99
Mark Jones,WR,26.345,2007-10-14,NFL,TAM,,TEN,W 13-10,6,6,Sun,3,12,4.00,0,JoneMa01
Reno Mahe,PR,27.133,2007-10-14,NFL,PHI,@,NYJ,W 16-9,5,6,Sun,1,32,32.00,0,MaheRe00
Antwaan Randle El,WR,28.058,2007-10-14,NFL,WAS,@,GNB,L 14-17,5,6,Sun,1,4,4.00,0,RandAn00
Ryne Robinson,WR,22.344,2007-10-14,NFL,CAR,@,ARI,W 25-10,6,6,Sun,3,44,14.67,0,RobiRy00
Steve Smith,WR,28.155,2007-10-14,NFL,CAR,@,ARI,W 25-10,6,6,Sun,1,1,1.00,0,SmitSt01
Darren Sproles,RB/K,24.116,2007-10-14,NFL,SDG,,OAK,W 28-14,6,6,Sun,3,29,9.67,0,SproDa00
Leon Washington,RB-K,25.046,2007-10-14,NFL,NYJ,,PHI,L 9-16,6,6,Sun,1,15,15.00,0,WashLe00
Wes Welker,WR,26.166,2007-10-14,NFL,NWE,@,DAL,W 48-27,6,6,Sun,3,37,12.33,0,WelkWe00
Brandon Williams,WR,23.232,2007-10-14,NFL,STL,@,BAL,L 3-22,6,6,Sun,2,22,11.00,0,WillBr01
Tramon Williams,CB,24.212,2007-10-14,NFL,GNB,,WAS,W 17-14,6,6,Sun,1,0,0.00,0,WillTr99
Charles Woodson,LCB,31.007,2007-10-14,NFL,GNB,,WAS,W 17-14,6,6,Sun,4,7,1.75,0,WoodCh00
Adam Jennings,WR,24.332,2007-10-15,NFL,ATL,,NYG,L 10-31,6,6,Mon,1,7,7.00,0,JennAd00
R.W. McQuarters,CB,30.298,2007-10-15,NFL,NYG,@,ATL,W 31-10,6,6,Mon,1,10,10.00,0,McQuR.20
David Anderson,WR,24.085,2007-10-21,NFL,HOU,,TEN,L 36-38,7,7,Sun,1,0,0.00,0,AndeDa01
Nnamdi Asomugha,CB,26.107,2007-10-21,NFL,OAK,,KAN,L 10-12,6,7,Sun,1,0,0.00,0,AsomNn20
Steve Breaston,WR,24.062,2007-10-21,NFL,ARI,@,WAS,L 19-21,7,7,Sun,2,17,8.50,0,BreaSt00
Phillip Buchanon,LCB,27.032,2007-10-21,NFL,TAM,@,DET,L 16-23,7,7,Sun,1,6,6.00,0,BuchPh20
Nate Burleson,WR,26.063,2007-10-21,NFL,SEA,,STL,W 33-6,7,7,Sun,6,59,9.83,0,BurlNa00
Chris Carr,CB,24.174,2007-10-21,NFL,OAK,,KAN,L 10-12,6,7,Sun,4,27,6.75,0,CarrCh22
Jason Craft,RCB,31.250,2007-10-21,NFL,NOR,,ATL,W 22-16,6,7,Sun,1,0,0.00,0,CrafJa20
Patrick Crayton,WR,28.197,2007-10-21,NFL,DAL,,MIN,W 24-14,7,7,Sun,2,19,9.50,0,CrayPa00
Chris Davis,WR,23.271,2007-10-21,NFL,TEN,@,HOU,W 38-36,6,7,Sun,1,22,22.00,0,DaviCh02
Eddie Drummond,WR,27.192,2007-10-21,NFL,KAN,@,OAK,W 12-10,7,7,Sun,7,52,7.43,0,DrumEd00
Yamon Figurs,WR/R,24.284,2007-10-21,NFL,BAL,@,BUF,L 14-19,7,7,Sun,3,5,1.67,0,FiguYa00
Skyler Green,WR,23.039,2007-10-21,NFL,CIN,,NYJ,W 38-31,6,7,Sun,1,2,2.00,0,GreeSk20
Ike Hilliard,WR,31.199,2007-10-21,NFL,TAM,@,DET,L 16-23,7,7,Sun,1,2,2.00,0,HillIk00
Adam Jennings,WR,24.338,2007-10-21,NFL,ATL,@,NOR,L 16-22,7,7,Sun,4,37,9.25,0,JennAd00
Jacoby Jones,WR,23.102,2007-10-21,NFL,HOU,,TEN,L 36-38,7,7,Sun,1,5,5.00,0,JoneJa03
Michael Lewis,WR,35.341,2007-10-21,NFL,SFO,@,NYG,L 15-33,6,7,Sun,2,4,2.00,0,LewiMi00
Reno Mahe,PR,27.140,2007-10-21,NFL,PHI,,CHI,L 16-19,6,7,Sun,1,6,6.00,0,MaheRe00
R.W. McQuarters,CB,30.304,2007-10-21,NFL,NYG,,SFO,W 33-15,7,7,Sun,3,16,5.33,0,McQuR.20
Lance Moore,WR,24.051,2007-10-21,NFL,NOR,,ATL,W 22-16,6,7,Sun,2,55,27.50,0,MoorLa00
Terence Newman,RCB,29.047,2007-10-21,NFL,DAL,,MIN,W 24-14,7,7,Sun,1,0,0.00,0,NewmTe20
Roscoe Parrish,WR,25.097,2007-10-21,NFL,BUF,,BAL,W 19-14,6,7,Sun,4,57,14.25,0,ParrRo00
Antwaan Randle El,WR,28.065,2007-10-21,NFL,WAS,,ARI,W 21-19,6,7,Sun,2,20,10.00,0,RandAn00
Ed Reed*,FS,29.040,2007-10-21,NFL,BAL,@,BUF,L 14-19,7,7,Sun,2,-4,-2.00,0,ReedEd00
Allen Rossum,KR,31.364,2007-10-21,NFL,PIT,@,DEN,L 28-31,6,7,Sun,1,16,16.00,0,RossAl99
Bobby Wade,WR,26.238,2007-10-21,NFL,MIN,@,DAL,L 14-24,6,7,Sun,1,11,11.00,0,WadeBo00
Wes Welker,WR,26.173,2007-10-21,NFL,NWE,@,MIA,W 49-28,7,7,Sun,3,9,3.00,0,WelkWe00
Dennis Northcutt,WR,29.304,2007-10-22,NFL,JAX,,IND,L 7-29,6,7,Mon,1,9,9.00,0,NortDe00
Phillip Buchanon,RCB,27.039,2007-10-28,NFL,TAM,,JAX,L 23-24,8,8,Sun,3,36,12.00,0,BuchPh20
Chris Carr,CB,24.181,2007-10-28,NFL,OAK,@,TEN,L 9-13,7,8,Sun,3,24,8.00,0,CarrCh22
Josh Cribbs,WR,24.141,2007-10-28,NFL,CLE,@,STL,W 27-20,7,8,Sun,1,18,18.00,0,CribJo01
Chris Davis,WR,23.278,2007-10-28,NFL,TEN,,OAK,W 13-9,7,8,Sun,4,27,6.75,0,DaviCh02
Joey Galloway,WR,35.342,2007-10-28,NFL,TAM,,JAX,L 23-24,8,8,Sun,1,10,10.00,0,GallJo00
Devin Hester,KR/W,24.358,2007-10-28,NFL,CHI,,DET,L 7-16,8,8,Sun,2,44,22.00,0,HestDe99
Johnnie Lee Higgins,WR,24.050,2007-10-28,NFL,OAK,@,TEN,L 9-13,7,8,Sun,1,9,9.00,0,HiggJo00
Ike Hilliard,WR,31.206,2007-10-28,NFL,TAM,,JAX,L 23-24,8,8,Sun,1,0,0.00,0,HillIk00
Jacoby Jones,WR,23.109,2007-10-28,NFL,HOU,@,SDG,L 10-35,8,8,Sun,3,13,4.33,0,JoneJa03
Michael Lewis,WR,35.348,2007-10-28,NFL,SFO,,NOR,L 10-31,7,8,Sun,1,23,23.00,0,LewiMi00
Dane Looker,WR,31.206,2007-10-28,NFL,STL,,CLE,L 20-27,8,8,Sun,2,5,2.50,0,LookDa00
Reno Mahe,PR,27.147,2007-10-28,NFL,PHI,@,MIN,W 23-16,7,8,Sun,3,39,13.00,0,MaheRe00
R.W. McQuarters,CB,30.311,2007-10-28,NFL,NYG,@,MIA,W 13-10,8,8,Sun,3,35,11.67,0,McQuR.20
Lance Moore,WR,24.058,2007-10-28,NFL,NOR,@,SFO,W 31-10,7,8,Sun,4,25,6.25,0,MoorLa00
Dennis Northcutt,WR/K,29.310,2007-10-28,NFL,JAX,@,TAM,W 24-23,7,8,Sun,3,30,10.00,0,NortDe00
Roscoe Parrish,WR,25.104,2007-10-28,NFL,BUF,@,NYJ,W 13-3,7,8,Sun,4,74,18.50,0,ParrRo00
Ryne Robinson,WR,22.358,2007-10-28,NFL,CAR,,IND,L 7-31,7,8,Sun,2,0,0.00,0,RobiRy00
