Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id 
Cedric Benson,RB,24.318,2007-11-11,NFL,CHI,@,OAK,W 17-6,9,10,Sun,28,72,2.57,1,BensCe00
Ladell Betts,RB,28.076,2007-11-11,NFL,WAS,,PHI,L 25-33,9,10,Sun,1,5,5.00,0,BettLa00
Brooks Bollinger,QB,27.361,2007-11-11,NFL,MIN,@,GNB,L 0-34,9,10,Sun,1,4,4.00,0,BollBr00
Isaac Bruce,WR,35.001,2007-11-11,NFL,STL,@,NOR,W 37-29,9,10,Sun,1,-1,-1.00,0,BrucIs00
Marc Bulger,QB,30.220,2007-11-11,NFL,STL,@,NOR,W 37-29,9,10,Sun,2,-1,-0.50,0,BulgMa00
Reggie Bush,RB,22.254,2007-11-11,NFL,NOR,,STL,L 29-37,9,10,Sun,7,17,2.43,1,BushRe00
Jason Campbell,QB,25.315,2007-11-11,NFL,WAS,,PHI,L 25-33,9,10,Sun,4,16,4.00,0,CampJa00
Aveion Cason,RB,28.122,2007-11-11,NFL,DET,@,ARI,L 21-31,9,10,Sun,1,1,1.00,0,CasoAv00
Jesse Chatman,RB,28.050,2007-11-11,NFL,MIA,,BUF,L 10-13,9,10,Sun,27,124,4.59,0,ChatJe00
Patrick Cobbs,RB,24.284,2007-11-11,NFL,MIA,,BUF,L 10-13,9,10,Sun,3,2,0.67,0,CobbPa00
Jay Cutler,QB,24.196,2007-11-11,NFL,DEN,@,KAN,W 27-11,9,10,Sun,3,21,7.00,0,CutlJa00
Najeh Davenport,RB,28.276,2007-11-11,NFL,PIT,,CLE,W 31-28,9,10,Sun,4,7,1.75,0,DaveNa00
Reuben Droughns,RB,29.082,2007-11-11,NFL,NYG,,DAL,L 20-31,9,10,Sun,3,8,2.67,1,DrouRe00
T.J. Duckett,RB,26.267,2007-11-11,NFL,DET,@,ARI,L 21-31,9,10,Sun,1,0,0.00,0,DuckT.00
Warrick Dunn,RB,32.310,2007-11-11,NFL,ATL,@,CAR,W 20-13,9,10,Sun,26,89,3.42,1,DunnWa00
Tim Dwight,WR,32.121,2007-11-11,NFL,OAK,,CHI,L 6-17,9,10,Sun,1,2,2.00,0,DwigTi00
Justin Fargas,RB,27.290,2007-11-11,NFL,OAK,,CHI,L 6-17,9,10,Sun,23,81,3.52,0,FargJu00
Brett Favre*,QB,38.032,2007-11-11,NFL,GNB,,MIN,W 34-0,9,10,Sun,1,1,1.00,0,FavrBr00
DeShaun Foster,RB,27.305,2007-11-11,NFL,CAR,,ATL,L 13-20,9,10,Sun,20,59,2.95,0,FostDe00
Ted Ginn,WR,22.213,2007-11-11,NFL,MIA,,BUF,L 10-13,9,10,Sun,1,0,0.00,0,GinnTe00
Ryan Grant,RB,24.337,2007-11-11,NFL,GNB,,MIN,W 34-0,9,10,Sun,25,119,4.76,1,GranRy00
Quinn Gray,QB,28.174,2007-11-11,NFL,JAX,@,TEN,W 28-13,9,10,Sun,3,13,4.33,0,GrayQu00
Brian Griese,QB,32.238,2007-11-11,NFL,CHI,@,OAK,W 17-6,9,10,Sun,1,0,0.00,0,GrieBr00
Rex Grossman,QB,27.080,2007-11-11,NFL,CHI,@,OAK,W 17-6,9,10,Sun,2,4,2.00,0,GrosRe00
Andre Hall,RB,25.083,2007-11-11,NFL,DEN,@,KAN,W 27-11,9,10,Sun,5,9,1.80,0,HallAn01
Joey Harrington,QB,29.021,2007-11-11,NFL,ATL,@,CAR,W 20-13,9,10,Sun,1,2,2.00,0,HarrJo00
Chris Henry,RB,22.158,2007-11-11,NFL,TEN,,JAX,L 13-28,9,10,Sun,3,-2,-0.67,0,HenrCh01
Priest Holmes,RB,34.035,2007-11-11,NFL,KAN,,DEN,L 11-27,9,10,Sun,20,65,3.25,0,HolmPr00
Santonio Holmes,WR,23.253,2007-11-11,NFL,PIT,,CLE,W 31-28,9,10,Sun,1,-2,-2.00,0,HolmSa00
Tony Hunt,RB,21.352,2007-11-11,NFL,PHI,@,WAS,W 33-25,9,10,Sun,1,2,2.00,0,HuntTo01
Brandon Jackson,RB,22.040,2007-11-11,NFL,GNB,,MIN,W 34-0,9,10,Sun,4,1,0.25,0,JackBr00
Steven Jackson,RB,24.112,2007-11-11,NFL,STL,@,NOR,W 37-29,9,10,Sun,22,76,3.45,1,JackSt00
Brandon Jacobs,RB,25.128,2007-11-11,NFL,NYG,,DAL,L 20-31,9,10,Sun,24,95,3.96,0,JacoBr00
Edgerrin James,RB,29.102,2007-11-11,NFL,ARI,,DET,W 31-21,9,10,Sun,18,60,3.33,0,JameEd00
Jeremi Johnson,FB,27.068,2007-11-11,NFL,CIN,@,BAL,W 21-7,9,10,Sun,1,2,2.00,0,JohnJe00
Rudi Johnson,HB,28.041,2007-11-11,NFL,CIN,@,BAL,W 21-7,9,10,Sun,22,46,2.09,0,JohnRu00
Greg Jones,FB,26.186,2007-11-11,NFL,JAX,@,TEN,W 28-13,9,10,Sun,3,1,0.33,1,JoneGr01
Julius Jones,RB,26.089,2007-11-11,NFL,DAL,@,NYG,W 31-20,9,10,Sun,11,48,4.36,0,JoneJu01
Kevin Jones,HB,25.082,2007-11-11,NFL,DET,@,ARI,L 21-31,9,10,Sun,4,-4,-1.00,1,JoneKe02
Maurice Jones-Drew,RB/K,22.233,2007-11-11,NFL,JAX,@,TEN,W 28-13,9,10,Sun,19,101,5.32,1,DrewMa00
Kenton Keith,RB,27.120,2007-11-11,NFL,IND,@,SDG,L 21-23,9,10,Sun,4,19,4.75,0,KeitKe00
Jon Kitna,QB,35.051,2007-11-11,NFL,DET,@,ARI,L 21-31,9,10,Sun,1,0,0.00,0,KitnJo00
Cleo Lemon,QB,28.087,2007-11-11,NFL,MIA,,BUF,L 10-13,9,10,Sun,6,17,2.83,1,LemoCl00
Brian Leonard,RB,23.281,2007-11-11,NFL,STL,@,NOR,W 37-29,9,10,Sun,2,6,3.00,0,LeonBr00
Jamal Lewis,RB,28.074,2007-11-11,NFL,CLE,@,PIT,L 28-31,9,10,Sun,16,35,2.19,0,LewiJa00
J.P. Losman,QB,26.244,2007-11-11,NFL,BUF,@,MIA,W 13-10,9,10,Sun,3,1,0.33,0,LosmJ.00
Marshawn Lynch,RB,21.203,2007-11-11,NFL,BUF,@,MIA,W 13-10,9,10,Sun,19,61,3.21,1,LyncMa00
Eli Manning,QB,26.312,2007-11-11,NFL,NYG,,DAL,L 20-31,9,10,Sun,1,3,3.00,0,MannEl00
Reagan Maui'a,,23.128,2007-11-11,NFL,MIA,,BUF,L 10-13,9,10,Sun,1,0,0.00,0,MauiRe00
Josh McCown,QB,28.130,2007-11-11,NFL,OAK,,CHI,L 6-17,9,10,Sun,5,22,4.40,0,McCoJo01
Shaun McDonald,WR,26.151,2007-11-11,NFL,DET,@,ARI,L 21-31,9,10,Sun,1,-15,-15.00,0,McDoSh00
Willis McGahee,RB,26.021,2007-11-11,NFL,BAL,,CIN,L 7-21,9,10,Sun,17,60,3.53,1,McGaWi00
Donovan McNabb,QB,30.351,2007-11-11,NFL,PHI,@,WAS,W 33-25,9,10,Sun,7,37,5.29,0,McNaDo00
Steve McNair,QB,34.270,2007-11-11,NFL,BAL,,CIN,L 7-21,9,10,Sun,1,6,6.00,0,McNaSt00
Lorenzo Neal,FB,36.319,2007-11-11,NFL,SDG,,IND,W 23-21,9,10,Sun,2,15,7.50,0,NealLo00
Dennis Northcutt,WR/K,29.324,2007-11-11,NFL,JAX,@,TEN,W 28-13,9,10,Sun,1,8,8.00,0,NortDe00
Carson Palmer,QB,27.319,2007-11-11,NFL,CIN,@,BAL,W 21-7,9,10,Sun,2,-2,-1.00,0,PalmCa00
Willie Parker,HB,27.000,2007-11-11,NFL,PIT,,CLE,W 31-28,9,10,Sun,25,105,4.20,0,ParkWi00
Adrian Peterson,RB,28.133,2007-11-11,NFL,CHI,@,OAK,W 17-6,9,10,Sun,2,6,3.00,0,PeteAd00
Adrian Peterson,RB,22.235,2007-11-11,NFL,MIN,@,GNB,L 0-34,9,10,Sun,11,45,4.09,0,PeteAd01
Artose Pinner,RB,29.310,2007-11-11,NFL,ATL,@,CAR,W 20-13,9,10,Sun,1,-3,-3.00,0,PinnAr00
Antonio Pittman,RB,21.327,2007-11-11,NFL,STL,@,NOR,W 37-29,9,10,Sun,7,53,7.57,0,PittAn00
Adam Podlesh,P,24.092,2007-11-11,NFL,JAX,@,TEN,W 28-13,9,10,Sun,2,-2,-1.00,0,PodlAd20
Clinton Portis,RB,26.071,2007-11-11,NFL,WAS,,PHI,L 25-33,9,10,Sun,30,137,4.57,0,PortCl00
Patrick Ramsey,QB,28.270,2007-11-11,NFL,DEN,@,KAN,W 27-11,9,10,Sun,1,2,2.00,0,RamsPa00
Dominic Rhodes,RB,28.298,2007-11-11,NFL,OAK,,CHI,L 6-17,9,10,Sun,1,2,2.00,0,RhodDo00
Philip Rivers,QB,25.338,2007-11-11,NFL,SDG,,IND,W 23-21,9,10,Sun,1,0,0.00,0,RivePh00
Aaron Rodgers,QB,23.344,2007-11-11,NFL,GNB,,MIN,W 34-0,9,10,Sun,2,-1,-0.50,0,RodgAa00
Ben Roethlisberger,QB,25.254,2007-11-11,NFL,PIT,,CLE,W 31-28,9,10,Sun,5,49,9.80,1,RoetBe00
Tony Romo,QB,27.204,2007-11-11,NFL,DAL,@,NYG,W 31-20,9,10,Sun,2,-2,-1.00,0,RomoTo00
Mike Sellers,FB,32.113,2007-11-11,NFL,WAS,,PHI,L 25-33,9,10,Sun,1,0,0.00,0,SellMi00
Marcel Shipp,RB,29.095,2007-11-11,NFL,ARI,,DET,W 31-21,9,10,Sun,3,0,0.00,0,ShipMa00
Kolby Smith,,22.331,2007-11-11,NFL,KAN,,DEN,L 11-27,9,10,Sun,2,2,1.00,0,SmitKo00
Aaron Stecker,FB,31.363,2007-11-11,NFL,NOR,,STL,L 29-37,9,10,Sun,3,26,8.67,1,StecAa00
Chester Taylor,RB,28.050,2007-11-11,NFL,MIN,@,GNB,L 0-34,9,10,Sun,3,37,12.33,0,TaylCh01
Fred Taylor,RB,31.288,2007-11-11,NFL,JAX,@,TEN,W 28-13,9,10,Sun,16,45,2.81,1,TaylFr00
Vinny Testaverde,QB,43.363,2007-11-11,NFL,CAR,,ATL,L 13-20,9,10,Sun,1,4,4.00,0,TestVi00
Anthony Thomas,RB,30.004,2007-11-11,NFL,BUF,@,MIA,W 13-10,9,10,Sun,2,0,0.00,0,ThomAn01
LaDainian Tomlinson*,RB,28.141,2007-11-11,NFL,SDG,,IND,W 23-21,9,10,Sun,21,76,3.62,1,TomlLa00
Kurt Warner*,QB,36.142,2007-11-11,NFL,ARI,,DET,W 31-21,9,10,Sun,4,-2,-0.50,0,WarnKu00
Kenny Watson,HB,29.243,2007-11-11,NFL,CIN,@,BAL,W 21-7,9,10,Sun,9,24,2.67,0,WatsKe00
Brian Westbrook,RB,28.070,2007-11-11,NFL,PHI,@,WAS,W 33-25,9,10,Sun,20,100,5.00,1,WestBr00
LenDale White,RB,22.326,2007-11-11,NFL,TEN,,JAX,L 13-28,9,10,Sun,8,12,1.50,0,WhitLe01
DeAngelo Williams,RB,24.200,2007-11-11,NFL,CAR,,ATL,L 13-20,9,10,Sun,7,27,3.86,0,WillDe02
Garrett Wolfe,RB,23.086,2007-11-11,NFL,CHI,@,OAK,W 17-6,9,10,Sun,1,-4,-4.00,0,WolfGa00
Dwayne Wright,RB,24.162,2007-11-11,NFL,BUF,@,MIA,W 13-10,9,10,Sun,1,1,1.00,0,WrigDw01
Selvin Young,RB,24.041,2007-11-11,NFL,DEN,@,KAN,W 27-11,9,10,Sun,20,109,5.45,1,YounSe00
Vince Young,QB,24.177,2007-11-11,NFL,TEN,,JAX,L 13-28,9,10,Sun,8,52,6.50,0,YounVi00
Arnaz Battle,WR,27.263,2007-11-12,NFL,SFO,@,SEA,L 0-24,9,10,Mon,1,-2,-2.00,0,BattAr00
Frank Gore,RB,24.182,2007-11-12,NFL,SFO,@,SEA,L 0-24,9,10,Mon,13,72,5.54,0,GoreFr00
Matt Hasselbeck,QB,32.048,2007-11-12,NFL,SEA,,SFO,W 24-0,9,10,Mon,6,16,2.67,0,HassMa00
Maurice Morris,RB,27.346,2007-11-12,NFL,SEA,,SFO,W 24-0,9,10,Mon,28,87,3.11,1,MorrMa00
Moran Norris,FB,29.149,2007-11-12,NFL,SFO,@,SEA,L 0-24,9,10,Mon,1,3,3.00,0,NorrMo00
Alex Smith,QB,23.189,2007-11-12,NFL,SFO,@,SEA,L 0-24,9,10,Mon,1,6,6.00,0,SmitAl03
Leonard Weaver,FB,25.050,2007-11-12,NFL,SEA,,SFO,W 24-0,9,10,Mon,2,3,1.50,0,WeavLe00
Joseph Addai,RB,24.199,2007-11-18,NFL,IND,,KAN,W 13-10,10,11,Sun,21,72,3.43,1,AddaJo00
Derek Anderson,QB,24.156,2007-11-18,NFL,CLE,@,BAL,W 33-30,10,11,Sun,4,-4,-1.00,1,AndeDe00
Marion Barber,RB,24.161,2007-11-18,NFL,DAL,,WAS,W 28-23,10,11,Sun,15,43,2.87,0,BarbMa01
John Beck,QB,26.089,2007-11-18,NFL,MIA,@,PHI,L 7-17,10,11,Sun,2,3,1.50,0,BeckJo00
Cedric Benson,RB,24.325,2007-11-18,NFL,CHI,@,SEA,L 23-30,10,11,Sun,11,89,8.09,1,BensCe00
Ladell Betts,RB,28.083,2007-11-18,NFL,WAS,@,DAL,L 23-28,10,11,Sun,2,8,4.00,0,BettLa00
Kyle Boller,QB,26.154,2007-11-18,NFL,BAL,,CLE,L 30-33,10,11,Sun,2,19,9.50,0,BollKy00
Tom Brady,QB,30.107,2007-11-18,NFL,NWE,@,BUF,W 56-10,10,11,Sun,2,9,4.50,0,BradTo00
Drew Brees,QB,28.307,2007-11-18,NFL,NOR,@,HOU,L 10-23,10,11,Sun,1,6,6.00,0,BreeDr00
Correll Buckhalter,RB,29.043,2007-11-18,NFL,PHI,,MIA,W 17-7,10,11,Sun,3,19,6.33,1,BuckCo00
Marc Bulger,QB,30.227,2007-11-18,NFL,STL,@,SFO,W 13-9,10,11,Sun,1,-1,-1.00,0,BulgMa00
Reggie Bush,RB,22.261,2007-11-18,NFL,NOR,@,HOU,L 10-23,10,11,Sun,15,34,2.27,0,BushRe00
Jason Campbell,QB,25.322,2007-11-18,NFL,WAS,@,DAL,L 23-28,10,11,Sun,2,18,9.00,0,CampJa00
Jesse Chatman,RB,28.057,2007-11-18,NFL,MIA,@,PHI,L 7-17,10,11,Sun,22,72,3.27,0,ChatJe00
Kellen Clemens,QB,24.164,2007-11-18,NFL,NYJ,,PIT,W 19-16,10,11,Sun,1,15,15.00,0,ClemKe00
Patrick Cobbs,RB,24.291,2007-11-18,NFL,MIA,@,PHI,L 7-17,10,11,Sun,1,2,2.00,0,CobbPa00
Josh Cribbs,WR,24.162,2007-11-18,NFL,CLE,@,BAL,W 33-30,10,11,Sun,1,3,3.00,0,CribJo01
Daunte Culpepper,QB,30.294,2007-11-18,NFL,OAK,@,MIN,L 22-29,10,11,Sun,2,4,2.00,0,CulpDa00
Najeh Davenport,RB,28.283,2007-11-18,NFL,PIT,@,NYJ,L 16-19,10,11,Sun,8,39,4.88,0,DaveNa00
Carey Davis,RB,26.236,2007-11-18,NFL,PIT,@,NYJ,L 16-19,10,11,Sun,2,16,8.00,0,DaviCa00
Ron Dayne,RB,29.249,2007-11-18,NFL,HOU,,NOR,W 23-10,10,11,Sun,21,89,4.24,0,DaynRo00
De Dorsey,HB,23.109,2007-11-18,NFL,CIN,,ARI,L 27-35,10,11,Sun,1,3,3.00,0,DorsDe00
Donald Driver,WR,32.289,2007-11-18,NFL,GNB,,CAR,W 31-17,10,11,Sun,1,5,5.00,0,DrivDo00
Reuben Droughns,RB,29.089,2007-11-18,NFL,NYG,@,DET,W 16-10,10,11,Sun,11,13,1.18,0,DrouRe00
Warrick Dunn,RB,32.317,2007-11-18,NFL,ATL,,TAM,L 7-31,10,11,Sun,15,32,2.13,0,DunnWa00
Adimchinobe Echemandu,RB,26.362,2007-11-18,NFL,HOU,,NOR,W 23-10,10,11,Sun,1,2,2.00,0,EcheAd00
Kyle Eckel,FB,25.323,2007-11-18,NFL,NWE,@,BUF,W 56-10,10,11,Sun,10,40,4.00,1,EckeKy00
Heath Evans,RB,28.323,2007-11-18,NFL,NWE,@,BUF,W 56-10,10,11,Sun,10,56,5.60,0,EvanHe00
Justin Fargas,RB,27.297,2007-11-18,NFL,OAK,@,MIN,L 22-29,10,11,Sun,22,60,2.73,0,FargJu00
Brett Favre*,QB,38.039,2007-11-18,NFL,GNB,,CAR,W 31-17,10,11,Sun,3,-3,-1.00,0,FavrBr00
A.J. Feeley,QB,30.186,2007-11-18,NFL,PHI,,MIA,W 17-7,10,11,Sun,2,7,3.50,0,FeelA.00
DeShaun Foster,RB,27.312,2007-11-18,NFL,CAR,@,GNB,L 17-31,10,11,Sun,20,87,4.35,0,FostDe00
Jeff Garcia,QB,37.267,2007-11-18,NFL,TAM,@,ATL,W 31-7,10,11,Sun,2,5,2.50,0,GarcJe00
David Garrard,QB,29.277,2007-11-18,NFL,JAX,,SDG,W 24-17,10,11,Sun,5,4,0.80,0,GarrDa00
Frank Gore,RB,24.188,2007-11-18,NFL,SFO,,STL,L 9-13,10,11,Sun,15,32,2.13,0,GoreFr00
Bruce Gradkowski,QB,24.295,2007-11-18,NFL,TAM,@,ATL,W 31-7,10,11,Sun,2,-2,-1.00,0,GradBr00
Earnest Graham,RB,27.307,2007-11-18,NFL,TAM,@,ATL,W 31-7,10,11,Sun,17,102,6.00,1,GrahEa00
Ryan Grant,RB,24.344,2007-11-18,NFL,GNB,,CAR,W 31-17,10,11,Sun,20,88,4.40,0,GranRy00
Rex Grossman,QB,27.087,2007-11-18,NFL,CHI,@,SEA,L 23-30,10,11,Sun,4,13,3.25,0,GrosRe00
Dante Hall,WR,29.078,2007-11-18,NFL,STL,@,SFO,W 13-9,10,11,Sun,1,9,9.00,0,HallDa00
Matt Hasselbeck,QB,32.054,2007-11-18,NFL,SEA,,CHI,W 30-23,10,11,Sun,3,5,1.67,0,HassMa00
Devin Hester,KR/P,25.014,2007-11-18,NFL,CHI,@,SEA,L 23-30,10,11,Sun,1,-6,-6.00,0,HestDe99
Priest Holmes,RB,34.042,2007-11-18,NFL,KAN,@,IND,L 10-13,10,11,Sun,19,55,2.89,0,HolmPr00
Brad Hoover,FB,31.007,2007-11-18,NFL,CAR,@,GNB,L 17-31,10,11,Sun,1,3,3.00,0,HoovBr00
Brandon Jackson,RB,22.047,2007-11-18,NFL,GNB,,CAR,W 31-17,10,11,Sun,3,13,4.33,0,JackBr00
Fred Jackson,QB,26.271,2007-11-18,NFL,BUF,,NWE,L 10-56,10,11,Sun,3,15,5.00,0,JackFr02
Steven Jackson,RB,24.119,2007-11-18,NFL,STL,@,SFO,W 13-9,10,11,Sun,23,92,4.00,0,JackSt00
Tarvaris Jackson,QB,24.211,2007-11-18,NFL,MIN,,OAK,W 29-22,10,11,Sun,3,19,6.33,0,JackTa00
Brandon Jacobs,RB,25.135,2007-11-18,NFL,NYG,@,DET,W 16-10,10,11,Sun,11,54,4.91,0,JacoBr00
Edgerrin James,RB,29.109,2007-11-18,NFL,ARI,@,CIN,W 35-27,10,11,Sun,22,52,2.36,1,JameEd00
Rudi Johnson,HB,28.048,2007-11-18,NFL,CIN,,ARI,L 27-35,10,11,Sun,8,25,3.13,0,JohnRu00
Julius Jones,RB,26.096,2007-11-18,NFL,DAL,,WAS,W 28-23,10,11,Sun,8,30,3.75,0,JoneJu01
Kevin Jones,HB,25.089,2007-11-18,NFL,DET,,NYG,L 10-16,10,11,Sun,11,25,2.27,0,JoneKe02
Thomas Jones,RB,29.091,2007-11-18,NFL,NYJ,,PIT,W 19-16,10,11,Sun,30,117,3.90,0,JoneTh00
Maurice Jones-Drew,RB/K,22.240,2007-11-18,NFL,JAX,,SDG,W 24-17,10,11,Sun,12,33,2.75,1,DrewMa00
Mike Karney,FB,26.135,2007-11-18,NFL,NOR,@,HOU,L 10-23,10,11,Sun,1,1,1.00,0,KarnMi00
Kenton Keith,RB,27.127,2007-11-18,NFL,IND,,KAN,W 13-10,10,11,Sun,2,-3,-1.50,0,KeitKe00
Brian Leonard,RB,23.288,2007-11-18,NFL,STL,@,SFO,W 13-9,10,11,Sun,1,4,4.00,0,LeonBr00
Jamal Lewis,RB,28.081,2007-11-18,NFL,CLE,@,BAL,W 33-30,10,11,Sun,22,92,4.18,1,LewiJa00
J.P. Losman,QB,26.251,2007-11-18,NFL,BUF,,NWE,L 10-56,10,11,Sun,4,31,7.75,0,LosmJ.00
Eli Manning,QB,26.319,2007-11-18,NFL,NYG,@,DET,W 16-10,10,11,Sun,5,5,1.00,0,MannEl00
Peyton Manning,QB,31.239,2007-11-18,NFL,IND,,KAN,W 13-10,10,11,Sun,4,-3,-0.75,0,MannPe00
Laurence Maroney,RB,22.286,2007-11-18,NFL,NWE,@,BUF,W 56-10,10,11,Sun,6,19,3.17,1,MaroLa00
Le'Ron McClain,FB,22.326,2007-11-18,NFL,BAL,,CLE,L 30-33,10,11,Sun,1,0,0.00,0,McClLe00
Willis McGahee,RB,26.028,2007-11-18,NFL,BAL,,CLE,L 30-33,10,11,Sun,21,102,4.86,1,McGaWi00
Jason McKie,FB,27.180,2007-11-18,NFL,CHI,@,SEA,L 23-30,10,11,Sun,1,0,0.00,0,McKiJa00
Donovan McNabb,QB,30.358,2007-11-18,NFL,PHI,,MIA,W 17-7,10,11,Sun,2,28,14.00,0,McNaDo00
Lance Moore,WR,24.079,2007-11-18,NFL,NOR,@,HOU,L 10-23,10,11,Sun,1,0,0.00,0,MoorLa00
Mewelde Moore,RB,25.117,2007-11-18,NFL,MIN,,OAK,W 29-22,10,11,Sun,2,9,4.50,0,MoorMe00
Maurice Morris,RB,27.352,2007-11-18,NFL,SEA,,CHI,W 30-23,10,11,Sun,18,87,4.83,1,MorrMa00
Lorenzo Neal,FB,36.326,2007-11-18,NFL,SDG,@,JAX,L 17-24,10,11,Sun,2,1,0.50,0,NealLo00
Moran Norris,FB,29.155,2007-11-18,NFL,SFO,,STL,L 9-13,10,11,Sun,1,0,0.00,0,NorrMo00
Jerious Norwood,RB,24.112,2007-11-18,NFL,ATL,,TAM,L 7-31,10,11,Sun,2,4,2.00,0,NorwJe00
Carson Palmer,QB,27.326,2007-11-18,NFL,CIN,,ARI,L 27-35,10,11,Sun,2,-1,-0.50,0,PalmCa00
Willie Parker,HB,27.007,2007-11-18,NFL,PIT,@,NYJ,L 16-19,10,11,Sun,21,52,2.48,0,ParkWi00
Adrian Peterson,RB,28.140,2007-11-18,NFL,CHI,@,SEA,L 23-30,10,11,Sun,5,11,2.20,1,PeteAd00
Antonio Pittman,RB,21.334,2007-11-18,NFL,STL,@,SFO,W 13-9,10,11,Sun,3,-2,-0.67,0,PittAn00
Michael Pittman,RB,32.096,2007-11-18,NFL,TAM,@,ATL,W 31-7,10,11,Sun,10,44,4.40,0,PittMi00
Clinton Portis,RB,26.078,2007-11-18,NFL,WAS,@,DAL,L 23-28,10,11,Sun,12,36,3.00,0,PortCl00
Antwaan Randle El,WR,28.093,2007-11-18,NFL,WAS,@,DAL,L 23-28,10,11,Sun,1,0,0.00,0,RandAn00
Dominic Rhodes,RB,28.305,2007-11-18,NFL,OAK,@,MIN,L 22-29,10,11,Sun,2,1,0.50,0,RhodDo00
Philip Rivers,QB,25.345,2007-11-18,NFL,SDG,@,JAX,L 17-24,10,11,Sun,2,16,8.00,0,RivePh00
Ben Roethlisberger,QB,25.261,2007-11-18,NFL,PIT,@,NYJ,L 16-19,10,11,Sun,2,5,2.50,0,RoetBe00
Tony Romo,QB,27.211,2007-11-18,NFL,DAL,,WAS,W 28-23,10,11,Sun,2,2,1.00,0,RomoTo00
Matt Schaub,QB,26.146,2007-11-18,NFL,HOU,,NOR,W 23-10,10,11,Sun,2,7,3.50,0,SchaMa00
Brad Smith,QB,23.341,2007-11-18,NFL,NYJ,,PIT,W 19-16,10,11,Sun,1,9,9.00,0,SmitBr01
Kolby Smith,,22.338,2007-11-18,NFL,KAN,@,IND,L 10-13,10,11,Sun,8,17,2.13,0,SmitKo00
Musa Smith,RB,25.171,2007-11-18,NFL,BAL,,CLE,L 30-33,10,11,Sun,1,7,7.00,0,SmitMu00
Jason Snelling,FB,23.324,2007-11-18,NFL,ATL,,TAM,L 7-31,10,11,Sun,2,13,6.50,0,SnelJa00
Naufahu Tahi,FB,26.019,2007-11-18,NFL,MIN,,OAK,W 29-22,10,11,Sun,4,10,2.50,0,TahiNa00
Chester Taylor,RB,28.057,2007-11-18,NFL,MIN,,OAK,W 29-22,10,11,Sun,22,164,7.45,3,TaylCh01
Fred Taylor,RB,31.295,2007-11-18,NFL,JAX,,SDG,W 24-17,10,11,Sun,20,85,4.25,0,TaylFr00
Vinny Testaverde,QB,44.005,2007-11-18,NFL,CAR,@,GNB,L 17-31,10,11,Sun,2,19,9.50,0,TestVi00
Anthony Thomas,RB,30.011,2007-11-18,NFL,BUF,,NWE,L 10-56,10,11,Sun,11,31,2.82,0,ThomAn01
Pierre Thomas,RB,22.335,2007-11-18,NFL,NOR,@,HOU,L 10-23,10,11,Sun,1,6,6.00,0,ThomPi00
LaDainian Tomlinson*,RB,28.148,2007-11-18,NFL,SDG,@,JAX,L 17-24,10,11,Sun,16,62,3.88,1,TomlLa00
Lawrence Vickers,FB,24.194,2007-11-18,NFL,CLE,@,BAL,W 33-30,10,11,Sun,3,4,1.33,0,VickLa00
Kevin Walter,WR,26.106,2007-11-18,NFL,HOU,,NOR,W 23-10,10,11,Sun,1,5,5.00,0,WaltKe00
Kurt Warner*,QB,36.149,2007-11-18,NFL,ARI,@,CIN,W 35-27,10,11,Sun,2,-2,-1.00,0,WarnKu00
Leon Washington,RB/K,25.081,2007-11-18,NFL,NYJ,,PIT,W 19-16,10,11,Sun,2,10,5.00,0,WashLe00
Kenny Watson,HB,29.250,2007-11-18,NFL,CIN,,ARI,L 27-35,10,11,Sun,9,45,5.00,0,WatsKe00
Leonard Weaver,FB,25.056,2007-11-18,NFL,SEA,,CHI,W 30-23,10,11,Sun,2,11,5.50,0,WeavLe00
Wes Welker,WR,26.201,2007-11-18,NFL,NWE,@,BUF,W 56-10,10,11,Sun,1,3,3.00,0,WelkWe00
Brian Westbrook,RB,28.077,2007-11-18,NFL,PHI,,MIA,W 17-7,10,11,Sun,32,148,4.63,0,WestBr00
DeAngelo Williams,RB,24.207,2007-11-18,NFL,CAR,@,GNB,L 17-31,10,11,Sun,6,22,3.67,0,WillDe02
Troy Williamson,WR,24.202,2007-11-18,NFL,MIN,,OAK,W 29-22,10,11,Sun,1,26,26.00,0,WillTr01
Dwayne Wright,RB,24.169,2007-11-18,NFL,BUF,,NWE,L 10-56,10,11,Sun,1,1,1.00,0,WrigDw01
Jason Wright,RB,25.129,2007-11-18,NFL,CLE,@,BAL,W 33-30,10,11,Sun,4,19,4.75,0,WrigJa01
Dave Zastudil,P,29.023,2007-11-18,NFL,CLE,@,BAL,W 33-30,10,11,Sun,1,-3,-3.00,0,ZastDa20
Chris Brown,RB,26.216,2007-11-19,NFL,TEN,@,DEN,L 20-34,10,11,Mon,3,14,4.67,0,BrowCh03
Jay Cutler,QB,24.204,2007-11-19,NFL,DEN,,TEN,W 34-20,10,11,Mon,4,7,1.75,0,CutlJa00
Andre Hall,RB,25.091,2007-11-19,NFL,DEN,,TEN,W 34-20,10,11,Mon,7,89,12.71,1,HallAn01
Chris Henry,RB,22.166,2007-11-19,NFL,TEN,@,DEN,L 20-34,10,11,Mon,1,4,4.00,0,HenrCh01
