Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Jeff George,QB,33.275,2001-09-09,NFL,WAS,@,SDG,L 3-30,1,1,Sun,3,1,0.33,0,GeorJe00
Nick Goings,FB,23.226,2001-09-09,NFL,CAR,@,MIN,W 24-13,1,1,Sun,25,86,3.44,0,GoinNi00
Elvis Grbac,QB,31.027,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,6,9,1.50,0,GrbaEl00
Ahman Green,RB,24.205,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,17,157,9.24,2,GreeAh00
Trent Green,QB,31.062,2001-09-09,NFL,KAN,,OAK,L 24-27,1,1,Sun,4,11,2.75,0,GreeTr00
Az-Zahir Hakim,WR,24.098,2001-09-09,NFL,STL,@,PHI,W 20-17,1,1,Sun,1,5,5.00,0,HakiAz00
Troy Hambrick,RB,24.307,2001-09-09,NFL,DAL,,TAM,L 6-10,1,1,Sun,1,10,10.00,0,HambTr00
Chris Hanson,P,24.319,2001-09-09,NFL,JAX,,PIT,W 21-3,1,1,Sun,1,0,0.00,0,HansCh20
Matt Hasselbeck,QB,25.349,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,6,1,0.17,0,HassMa00
Garrison Hearst,RB,30.248,2001-09-09,NFL,SFO,,ATL,W 16-13,1,1,Sun,14,48,3.43,0,HearGa00
Travis Henry,HB,22.315,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,22,58,2.64,0,HenrTr00
Chris Hetherington,FB,28.286,2001-09-09,NFL,CAR,@,MIN,W 24-13,1,1,Sun,2,1,0.50,0,HethCh00
Priest Holmes,RB,27.337,2001-09-09,NFL,KAN,,OAK,L 24-27,1,1,Sun,7,21,3.00,0,HolmPr00
Rocket Ismail,WR,31.295,2001-09-09,NFL,DAL,,TAM,L 6-10,1,1,Sun,2,3,1.50,0,IsmaRa00
James Jackson,RB,25.036,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,14,37,2.64,0,JackJa00
Edgerrin James,RB,23.039,2001-09-09,NFL,IND,@,NYJ,W 45-24,1,1,Sun,28,135,4.82,2,JameEd00
Ronney Jenkins,RB/K,24.107,2001-09-09,NFL,SDG,,WAS,W 30-3,1,1,Sun,1,-1,-1.00,0,JenkRo00
Brad Johnson,QB,32.361,2001-09-09,NFL,TAM,@,DAL,W 10-6,1,1,Sun,4,2,0.50,1,JohnBr00
J.J. Johnson,RB,27.142,2001-09-09,NFL,MIA,@,TEN,W 31-23,1,1,Sun,1,2,2.00,0,JohnJ.00
Rob Johnson,QB,28.175,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,3,23,7.67,0,JohnRo00
LaMont Jordan,RB,22.302,2001-09-09,NFL,NYJ,,IND,L 24-45,1,1,Sun,3,17,5.67,0,JordLa00
Jon Kitna,QB,28.353,2001-09-09,NFL,CIN,,NWE,W 23-17,1,1,Sun,2,-3,-1.50,0,KitnJo00
Dorsey Levens,RB,31.111,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,7,18,2.57,0,LeveDo00
Jermaine Lewis,WR,26.328,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,1,-2,-2.00,0,LewiJe00
Stacey Mack,RB/F,26.075,2001-09-09,NFL,JAX,,PIT,W 21-3,1,1,Sun,1,-2,-2.00,0,MackSt00
Peyton Manning,QB,25.169,2001-09-09,NFL,IND,@,NYJ,W 45-24,1,1,Sun,2,19,9.50,0,MannPe00
Curtis Martin*,RB,28.131,2001-09-09,NFL,NYJ,,IND,L 24-45,1,1,Sun,20,79,3.95,1,MartCu00
Shane Matthews,QB,31.100,2001-09-09,NFL,CHI,@,BAL,L 6-17,1,1,Sun,2,2,1.00,0,MattSh00
Deuce McAllister,RB,22.256,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,1,2,2.00,0,McAlDe00
Donovan McNabb,QB,24.288,2001-09-09,NFL,PHI,,STL,L 17-20,1,1,Sun,9,48,5.33,0,McNaDo00
Steve McNair,QB,28.207,2001-09-09,NFL,TEN,,MIA,L 23-31,1,1,Sun,5,27,5.40,0,McNaSt00
Glyn Milburn,KR/W,30.202,2001-09-09,NFL,CHI,@,BAL,L 6-17,1,1,Sun,2,2,1.00,0,MilbGl00
Sammy Morris,RB,24.170,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,1,2,2.00,0,MorrSa00
Neil O'Donnell,QB,35.068,2001-09-09,NFL,TEN,,MIA,L 23-31,1,1,Sun,2,29,14.50,0,ODonNe00
Terrell Owens*,WR,27.276,2001-09-09,NFL,SFO,,ATL,W 16-13,1,1,Sun,1,3,3.00,0,OwenTe00
Peerless Price,WR,24.317,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,1,31,31.00,0,PricPe00
J.R. Redmond,RB,23.346,2001-09-09,NFL,NWE,@,CIN,L 17-23,1,1,Sun,3,12,4.00,0,RedmJ.00
Tony Richardson,FB,29.266,2001-09-09,NFL,KAN,,OAK,L 24-27,1,1,Sun,6,3,0.50,1,RichTo00
Bill Schroeder,WR,30.243,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,1,6,6.00,0,SchrBi00
Antowain Smith,RB,29.179,2001-09-09,NFL,NWE,@,CIN,L 17-23,1,1,Sun,11,33,3.00,0,SmitAn00
Emmitt Smith*,RB,32.117,2001-09-09,NFL,DAL,,TAM,L 6-10,1,1,Sun,13,40,3.08,0,SmitEm00
Lamar Smith,HB,30.284,2001-09-09,NFL,MIA,@,TEN,W 31-23,1,1,Sun,25,55,2.20,1,SmitLa00
Terrelle Smith,FB,23.181,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,2,4,2.00,0,SmitTe00
Duce Staley,RB,26.194,2001-09-09,NFL,PHI,,STL,L 17-20,1,1,Sun,9,9,1.00,0,StalDu00
Aaron Stecker,RB,25.300,2001-09-09,NFL,TAM,@,DAL,W 10-6,1,1,Sun,2,1,0.50,0,StecAa00
James Stewart,HB,29.256,2001-09-09,NFL,DET,@,GNB,L 6-28,1,1,Sun,13,39,3.00,0,StewJa00
Kordell Stewart,QB,28.328,2001-09-09,NFL,PIT,@,JAX,L 3-21,1,1,Sun,6,31,5.17,0,StewKo00
Mack Strong,FB,29.363,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,1,0,0.00,0,StroMa00
Fred Taylor,RB,25.225,2001-09-09,NFL,JAX,,PIT,W 21-3,1,1,Sun,24,96,4.00,0,TaylFr00
Vinny Testaverde,QB,37.300,2001-09-09,NFL,NYJ,,IND,L 24-45,1,1,Sun,3,5,1.67,0,TestVi00
Anthony Thomas,RB,23.306,2001-09-09,NFL,CHI,@,BAL,L 6-17,1,1,Sun,3,9,3.00,0,ThomAn01
Robert Thomas,FB,26.282,2001-09-09,NFL,DAL,,TAM,L 6-10,1,1,Sun,2,28,14.00,0,ThomRo02
LaDainian Tomlinson*,RB,22.078,2001-09-09,NFL,SDG,,WAS,W 30-3,1,1,Sun,36,113,3.14,2,TomlLa00
Michael Vick,QB,21.075,2001-09-09,NFL,ATL,@,SFO,L 13-16,1,1,Sun,2,32,16.00,0,VickMi00
Hines Ward,WR,25.185,2001-09-09,NFL,PIT,@,JAX,L 3-21,1,1,Sun,1,1,1.00,0,WardHi00
Lamont Warren,RB,28.248,2001-09-09,NFL,DET,@,GNB,L 6-28,1,1,Sun,5,8,1.60,0,WarrLa00
Peter Warrick,WR,24.082,2001-09-09,NFL,CIN,,NWE,W 23-17,1,1,Sun,1,13,13.00,0,WarrPe00
Ricky Watters,RB,32.155,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,16,97,6.06,0,WattRi00
Chris Weinke,QB,29.040,2001-09-09,NFL,CAR,@,MIN,W 24-13,1,1,Sun,6,-3,-0.50,1,WeinCh00
Tyrone Wheatley,RB,29.233,2001-09-09,NFL,OAK,@,KAN,W 27-24,1,1,Sun,14,49,3.50,0,WheaTy00
Jamel White,RB,24.210,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,10,52,5.20,0,WhitJa00
Michael Wiley,RB,23.247,2001-09-09,NFL,DAL,,TAM,L 6-10,1,1,Sun,1,2,2.00,0,WileMi00
Ricky Williams,RB,24.111,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,18,93,5.17,0,WillRi00
Amos Zereoue,RB,24.336,2001-09-09,NFL,PIT,@,JAX,L 3-21,1,1,Sun,9,60,6.67,0,ZereAm00
Mike Anderson,RB,27.354,2001-09-10,NFL,DEN,,NYG,W 31-20,1,1,Mon,6,10,1.67,1,AndeMi00
Tiki Barber,RB,26.156,2001-09-10,NFL,NYG,@,DEN,L 20-31,1,1,Mon,10,28,2.80,0,BarbTi00
Kerry Collins,QB,28.254,2001-09-10,NFL,NYG,@,DEN,L 20-31,1,1,Mon,3,5,1.67,0,CollKe00
Terrell Davis*,RB,28.317,2001-09-10,NFL,DEN,,NYG,W 31-20,1,1,Mon,21,101,4.81,0,DaviTe00
Ron Dayne,RB,23.180,2001-09-10,NFL,NYG,@,DEN,L 20-31,1,1,Mon,6,30,5.00,0,DaynRo00
Brian Griese,FB,26.176,2001-09-10,NFL,DEN,,NYG,W 31-20,1,1,Mon,5,8,1.60,0,GrieBr00
Patrick Hape,FB,27.096,2001-09-10,NFL,DEN,,NYG,W 31-20,1,1,Mon,2,0,0.00,0,HapePa00
Rod Smith,WR,31.118,2001-09-10,NFL,DEN,,NYG,W 31-20,1,1,Mon,2,24,12.00,0,SmitRo01
Shaun Alexander,RB,24.024,2001-09-23,NFL,SEA,,PHI,L 3-27,2,2,Sun,3,6,2.00,0,AlexSh00
James Allen,RB,26.179,2001-09-23,NFL,CHI,,MIN,W 17-10,2,2,Sun,15,45,3.00,0,AlleJa00
Terry Allen,RB,33.214,2001-09-23,NFL,BAL,@,CIN,L 10-21,2,2,Sun,17,61,3.59,0,AlleTe00
Jamal Anderson,RB,28.358,2001-09-23,NFL,ATL,,CAR,W 24-16,2,2,Sun,25,98,3.92,0,AndeJa00
Mike Anderson,RB,28.002,2001-09-23,NFL,DEN,@,ARI,W 38-17,2,2,Sun,19,58,3.05,0,AndeMi00
Richie Anderson,FB,30.010,2001-09-23,NFL,NYJ,@,NWE,W 10-3,2,2,Sun,3,5,1.67,0,AndeRi00
Obafemi Ayanbadejo,FB,26.202,2001-09-23,NFL,BAL,@,CIN,L 10-21,2,2,Sun,2,3,1.50,0,AyanOb00
Tiki Barber,RB,26.169,2001-09-23,NFL,NYG,@,KAN,W 13-3,2,2,Sun,11,42,3.82,0,BarbTi00
Kevan Barlow,RB,22.259,2001-09-23,NFL,SFO,,STL,L 26-30,2,2,Sun,13,49,3.77,1,BarlKe00
Brandon Bennett,RB,28.232,2001-09-23,NFL,CIN,,BAL,W 21-10,2,2,Sun,3,1,0.33,0,BennBr00
Michael Bennett,RB,23.041,2001-09-23,NFL,MIN,@,CHI,L 10-17,2,2,Sun,16,56,3.50,0,BennMi00
Tim Biakabutuka,RB,27.242,2001-09-23,NFL,CAR,@,ATL,L 16-24,2,2,Sun,5,27,5.40,0,BiakTi00
Drew Bledsoe,QB,29.221,2001-09-23,NFL,NWE,,NYJ,L 3-10,2,2,Sun,2,8,4.00,0,BledDr00
Marty Booker,WR,25.054,2001-09-23,NFL,CHI,,MIN,W 17-10,2,2,Sun,1,4,4.00,0,BookMa00
Tom Brady,QB,24.051,2001-09-23,NFL,NWE,,NYJ,L 3-10,2,2,Sun,1,9,9.00,0,BradTo00
Mark Brunell,QB,31.006,2001-09-23,NFL,JAX,,TEN,W 13-6,2,2,Sun,6,19,3.17,0,BrunMa00
Shawn Bryson,RB,24.307,2001-09-23,NFL,BUF,@,IND,L 26-42,2,2,Sun,1,1,1.00,0,BrysSh00
Correll Buckhalter,RB,22.352,2001-09-23,NFL,PHI,@,SEA,W 27-3,2,2,Sun,18,52,2.89,0,BuckCo00
Trung Canidate,RB,24.204,2001-09-23,NFL,STL,@,SFO,W 30-26,2,2,Sun,2,1,0.50,0,CaniTr00
Larry Centers,FB,33.114,2001-09-23,NFL,BUF,@,IND,L 26-42,2,2,Sun,3,14,4.67,0,CentLa00
Kerry Collins,QB,28.267,2001-09-23,NFL,NYG,@,KAN,W 13-3,2,2,Sun,3,10,3.33,0,CollKe00
Tim Couch,QB,24.054,2001-09-23,NFL,CLE,,DET,W 24-14,2,2,Sun,3,0,0.00,0,CoucTi00
Zack Crockett,RB,28.295,2001-09-23,NFL,OAK,@,MIA,L 15-18,2,2,Sun,1,8,8.00,0,CrocZa00
Germane Crowell,ZR,25.010,2001-09-23,NFL,DET,@,CLE,L 14-24,2,2,Sun,1,6,6.00,0,CrowGe00
Daunte Culpepper,QB,24.238,2001-09-23,NFL,MIN,@,CHI,L 10-17,2,2,Sun,8,42,5.25,0,CulpDa00
Ron Dayne,RB,23.193,2001-09-23,NFL,NYG,@,KAN,W 13-3,2,2,Sun,16,46,2.88,1,DaynRo00
Ty Detmer,QB,33.328,2001-09-23,NFL,DET,@,CLE,L 14-24,2,2,Sun,2,5,2.50,0,DetmTy00
Corey Dillon,HB,26.334,2001-09-23,NFL,CIN,,BAL,W 21-10,2,2,Sun,18,57,3.17,0,DillCo00
Ron Dixon,WR,25.118,2001-09-23,NFL,NYG,@,KAN,W 13-3,2,2,Sun,1,0,0.00,0,DixoRo00
Tim Dwight,WR/K,26.072,2001-09-23,NFL,SDG,@,DAL,W 32-21,2,2,Sun,1,16,16.00,1,DwigTi00
Marc Edwards,FB,26.310,2001-09-23,NFL,NWE,,NYJ,L 3-10,2,2,Sun,6,31,5.17,0,EdwaMa00
Kevin Faulk,RB,25.110,2001-09-23,NFL,NWE,,NYJ,L 3-10,2,2,Sun,3,19,6.33,0,FaulKe00
Marshall Faulk*,RB,28.209,2001-09-23,NFL,STL,@,SFO,W 30-26,2,2,Sun,18,105,5.83,0,FaulMa00
Jay Fiedler,QB,29.268,2001-09-23,NFL,MIA,,OAK,W 18-15,2,2,Sun,8,34,4.25,2,FiedJa00
Terrell Fletcher,RB,28.009,2001-09-23,NFL,SDG,@,DAL,W 32-21,2,2,Sun,4,9,2.25,0,FletTe00
Doug Flutie,QB,38.335,2001-09-23,NFL,SDG,@,DAL,W 32-21,2,2,Sun,6,15,2.50,0,FlutDo00
Gus Frerotte,QB,30.054,2001-09-23,NFL,DEN,@,ARI,W 38-17,2,2,Sun,4,-1,-0.25,0,FrerGu00
Rich Gannon,QB,35.277,2001-09-23,NFL,OAK,@,MIA,L 15-18,2,2,Sun,3,14,4.67,0,GannRi00
Jeff Garcia,QB,31.211,2001-09-23,NFL,SFO,,STL,L 26-30,2,2,Sun,7,45,6.43,1,GarcJe00
Charlie Garner,RB,29.222,2001-09-23,NFL,OAK,@,MIA,L 15-18,2,2,Sun,7,30,4.29,0,GarnCh00
Olandis Gary,RB,26.128,2001-09-23,NFL,DEN,@,ARI,W 38-17,2,2,Sun,14,90,6.43,1,GaryOl00
Eddie George,RB,27.364,2001-09-23,NFL,TEN,@,JAX,L 6-13,2,2,Sun,20,79,3.95,0,GeorEd00
Nick Goings,RB,23.240,2001-09-23,NFL,CAR,@,ATL,L 16-24,2,2,Sun,15,57,3.80,0,GoinNi00
Elvis Grbac,QB,31.041,2001-09-23,NFL,BAL,@,CIN,L 10-21,2,2,Sun,1,0,0.00,0,GrbaEl00
Mike Green,RB,24.291,2001-09-23,NFL,TEN,@,JAX,L 6-13,2,2,Sun,2,8,4.00,0,GreeMi00
Trent Green,QB,31.076,2001-09-23,NFL,KAN,,NYG,L 3-13,2,2,Sun,3,17,5.67,0,GreeTr00
Troy Hambrick,RB,24.321,2001-09-23,NFL,DAL,,SDG,L 21-32,2,2,Sun,2,6,3.00,0,HambTr00
Matt Hasselbeck,QB,25.363,2001-09-23,NFL,SEA,,PHI,L 3-27,2,2,Sun,4,31,7.75,0,HassMa00
Garrison Hearst,RB,30.262,2001-09-23,NFL,SFO,,STL,L 26-30,2,2,Sun,4,10,2.50,0,HearGa00
Travis Henry,HB,22.329,2001-09-23,NFL,BUF,@,IND,L 26-42,2,2,Sun,12,39,3.25,1,HenrTr00
Robert Holcombe,RB,25.286,2001-09-23,NFL,STL,@,SFO,W 30-26,2,2,Sun,1,2,2.00,0,HolcRo00
Priest Holmes,RB,27.351,2001-09-23,NFL,KAN,,NYG,L 3-13,2,2,Sun,8,30,3.75,0,HolmPr00
Torry Holt,WR,25.110,2001-09-23,NFL,STL,@,SFO,W 30-26,2,2,Sun,1,-2,-2.00,0,HoltTo00
James Jackson,RB,25.050,2001-09-23,NFL,CLE,,DET,W 24-14,2,2,Sun,31,124,4.00,0,JackJa00
Terry Jackson,FB,25.256,2001-09-23,NFL,SFO,,STL,L 26-30,2,2,Sun,1,12,12.00,0,JackTe00
Edgerrin James,RB,23.053,2001-09-23,NFL,IND,,BUF,W 42-26,2,2,Sun,23,111,4.83,1,JameEd00
J.J. Johnson,RB,27.156,2001-09-23,NFL,MIA,,OAK,W 18-15,2,2,Sun,2,13,6.50,0,JohnJ.00
Rob Johnson,QB,28.189,2001-09-23,NFL,BUF,@,IND,L 26-42,2,2,Sun,5,63,12.60,0,JohnRo00
Thomas Jones,RB,23.035,2001-09-23,NFL,ARI,,DEN,L 17-38,1,2,Sun,17,65,3.82,1,JoneTh00
Jon Kitna,QB,29.002,2001-09-23,NFL,CIN,,BAL,W 21-10,2,2,Sun,1,2,2.00,1,KitnJo00
Jim Kleinsasser,FB,24.235,2001-09-23,NFL,MIN,@,CHI,L 10-17,2,2,Sun,1,6,6.00,0,KleiJi00
Stacey Mack,RB/F,26.089,2001-09-23,NFL,JAX,,TEN,W 13-6,2,2,Sun,18,80,4.44,1,MackSt00
Peyton Manning,QB,25.183,2001-09-23,NFL,IND,,BUF,W 42-26,2,2,Sun,7,26,3.71,1,MannPe00
Cecil Martin,FB,26.077,2001-09-23,NFL,PHI,@,SEA,W 27-3,2,2,Sun,1,8,8.00,0,MartCe00
Curtis Martin*,RB,28.145,2001-09-23,NFL,NYJ,@,NWE,W 10-3,2,2,Sun,24,106,4.42,1,MartCu00
Shane Matthews,QB,31.114,2001-09-23,NFL,CHI,,MIN,W 17-10,2,2,Sun,1,0,0.00,0,MattSh00
James McKnight,WR,29.098,2001-09-23,NFL,MIA,,OAK,W 18-15,2,2,Sun,1,4,4.00,0,McKnJa00
Donovan McNabb,QB,24.302,2001-09-23,NFL,PHI,@,SEA,W 27-3,2,2,Sun,5,16,3.20,1,McNaDo00
Jim Miller,QB,30.226,2001-09-23,NFL,CHI,,MIN,W 17-10,2,2,Sun,2,-2,-1.00,0,MillJi00
Travis Minor,RB,22.085,2001-09-23,NFL,MIA,,OAK,W 18-15,2,2,Sun,1,1,1.00,0,MinoTr00
Brian Mitchell,RB/K,33.036,2001-09-23,NFL,PHI,@,SEA,W 27-3,2,2,Sun,2,5,2.50,0,MitcBr00
Jake Plummer,QB,26.278,2001-09-23,NFL,ARI,,DEN,L 17-38,1,2,Sun,1,19,19.00,0,PlumJa00
Peerless Price,WR,24.331,2001-09-23,NFL,BUF,@,IND,L 26-42,2,2,Sun,1,28,28.00,0,PricPe00
J.R. Redmond,RB,23.360,2001-09-23,NFL,NWE,,NYJ,L 3-10,2,2,Sun,4,20,5.00,0,RedmJ.00
Tony Richardson,FB,29.280,2001-09-23,NFL,KAN,,NYG,L 3-13,2,2,Sun,9,41,4.56,0,RichTo00
Koren Robinson,WR,21.188,2001-09-23,NFL,SEA,,PHI,L 3-27,2,2,Sun,2,8,4.00,0,RobiKo00
Antowain Smith,RB,29.193,2001-09-23,NFL,NWE,,NYJ,L 3-10,2,2,Sun,10,20,2.00,0,SmitAn00
Emmitt Smith*,RB,32.131,2001-09-23,NFL,DAL,,SDG,L 21-32,2,2,Sun,17,85,5.00,0,SmitEm00
Lamar Smith,HB,30.298,2001-09-23,NFL,MIA,,OAK,W 18-15,2,2,Sun,22,92,4.18,0,SmitLa00
Duce Staley,RB,26.208,2001-09-23,NFL,PHI,@,SEA,W 27-3,2,2,Sun,3,12,4.00,0,StalDu00
James Stewart,HB,29.270,2001-09-23,NFL,DET,@,CLE,L 14-24,2,2,Sun,17,71,4.18,0,StewJa00
Clint Stoerner,QB,23.268,2001-09-23,NFL,DAL,,SDG,L 21-32,2,2,Sun,1,0,0.00,0,StoeCl00
Fred Taylor,RB,25.239,2001-09-23,NFL,JAX,,TEN,W 13-6,2,2,Sun,6,20,3.33,0,TaylFr00
Robert Thomas,FB,26.296,2001-09-23,NFL,DAL,,SDG,L 21-32,2,2,Sun,1,2,2.00,0,ThomRo02
James Thrash,WR,26.148,2001-09-23,NFL,PHI,@,SEA,W 27-3,2,2,Sun,2,9,4.50,0,ThraJa00
LaDainian Tomlinson*,RB,22.092,2001-09-23,NFL,SDG,@,DAL,W 32-21,2,2,Sun,27,90,3.33,0,TomlLa00
Michael Vick,QB,21.089,2001-09-23,NFL,ATL,,CAR,W 24-16,2,2,Sun,3,23,7.67,1,VickMi00
Kurt Warner*,QB,30.093,2001-09-23,NFL,STL,@,SFO,W 30-26,2,2,Sun,3,9,3.00,0,WarnKu00
Peter Warrick,WR,24.096,2001-09-23,NFL,CIN,,BAL,W 21-10,2,2,Sun,1,7,7.00,0,WarrPe00
Ricky Watters,RB,32.169,2001-09-23,NFL,SEA,,PHI,L 3-27,2,2,Sun,17,81,4.76,0,WattRi00
Chris Weinke,QB,29.054,2001-09-23,NFL,CAR,@,ATL,L 16-24,2,2,Sun,1,5,5.00,1,WeinCh00
Tyrone Wheatley,RB,29.247,2001-09-23,NFL,OAK,@,MIA,L 15-18,2,2,Sun,15,44,2.93,0,WheaTy00
