Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Targets,Rec,Rec Yards,Rec Avg,Rec TD,Catch Pct,YPTgt,unique_id
Tatum Bell,HB,26.191,2007-09-09,NFL,DET,@,OAK,W 36-21,1,1,Sun,5,4,6,1.50,0,80.0%,1.20,BellTa00
Michael Bennett,RB,29.027,2007-09-09,NFL,KAN,@,HOU,L 3-20,1,1,Sun,2,2,10,5.00,0,100.0%,5.00,BennMi00
Cedric Benson,RB,24.255,2007-09-09,NFL,CHI,@,SDG,L 3-14,1,1,Sun,2,1,11,11.00,0,50.0%,5.50,BensCe00
Bernard Berrian,WR,26.256,2007-09-09,NFL,CHI,@,SDG,L 3-14,1,1,Sun,10,5,83,16.60,0,50.0%,8.30,BerrBe00
Ladell Betts,RB,28.013,2007-09-09,NFL,WAS,,MIA,W 16-13,1,1,Sun,1,1,16,16.00,0,100.0%,16.00,BettLa00
Dwayne Blakley,TE,28.030,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,2,2,18,9.00,0,100.0%,9.00,BlakDw00
Marty Booker,WR,31.040,2007-09-09,NFL,MIA,@,WAS,L 13-16,1,1,Sun,6,3,20,6.67,0,50.0%,3.33,BookMa00
Dwayne Bowe,WR,22.353,2007-09-09,NFL,KAN,@,HOU,L 3-20,1,1,Sun,7,3,42,14.00,0,42.9%,6.00,BoweDw00
John Broussard,WR,23.265,2007-09-09,NFL,JAX,,TEN,L 10-13,1,1,Sun,2,2,55,27.50,1,100.0%,27.50,BrouJo00
Chris Brown,RB,26.145,2007-09-09,NFL,TEN,@,JAX,W 13-10,1,1,Sun,1,1,3,3.00,0,100.0%,3.00,BrowCh03
Reggie Brown,WR,26.239,2007-09-09,NFL,PHI,@,GNB,L 13-16,1,1,Sun,6,1,14,14.00,0,16.7%,2.33,BrowRe01
Ronnie Brown,RB,25.271,2007-09-09,NFL,MIA,@,WAS,L 13-16,1,1,Sun,6,6,40,6.67,0,100.0%,6.67,BrowRo05
Isaac Bruce,WR,34.303,2007-09-09,NFL,STL,,CAR,L 13-27,1,1,Sun,9,3,20,6.67,0,33.3%,2.22,BrucIs00
Correll Buckhalter,RB,28.338,2007-09-09,NFL,PHI,@,GNB,L 13-16,1,1,Sun,2,1,3,3.00,0,50.0%,1.50,BuckCo00
Nate Burleson,WR,26.021,2007-09-09,NFL,SEA,,TAM,W 20-6,1,1,Sun,3,2,41,20.50,0,66.7%,13.67,BurlNa00
Plaxico Burress,WR,30.028,2007-09-09,NFL,NYG,@,DAL,L 35-45,1,1,Sun,12,8,144,18.00,3,66.7%,12.00,BurrPl00
Brian Calhoun,RB,23.124,2007-09-09,NFL,DET,@,OAK,W 36-21,1,1,Sun,1,1,5,5.00,0,100.0%,5.00,CalhBr00
Dan Campbell,TE,31.149,2007-09-09,NFL,DET,@,OAK,W 36-21,1,1,Sun,1,1,1,1.00,0,100.0%,1.00,CampDa00
Drew Carter,WR,26.004,2007-09-09,NFL,CAR,@,STL,W 27-13,1,1,Sun,3,3,19,6.33,2,100.0%,6.33,CartDr00
Tim Carter,WR,27.353,2007-09-09,NFL,CLE,,PIT,L 7-34,1,1,Sun,4,1,22,22.00,0,25.0%,5.50,CartTi00
Chris Chambers,WR,29.028,2007-09-09,NFL,MIA,@,WAS,L 13-16,1,1,Sun,11,6,92,15.33,0,54.5%,8.36,ChamCh00
Jesse Chatman,RB,27.352,2007-09-09,NFL,MIA,@,WAS,L 13-16,1,1,Sun,7,6,48,8.00,0,85.7%,6.86,ChatJe00
Desmond Clark,TE,30.142,2007-09-09,NFL,CHI,@,SDG,L 3-14,1,1,Sun,3,3,38,12.67,0,100.0%,12.67,ClarDe00
Michael Clayton,WR,24.331,2007-09-09,NFL,TAM,@,SEA,L 6-20,1,1,Sun,3,1,11,11.00,0,33.3%,3.67,ClayMi00
Keary Colbert,WR,25.111,2007-09-09,NFL,CAR,@,STL,W 27-13,1,1,Sun,2,1,9,9.00,0,50.0%,4.50,ColbKe00
Laveranues Coles,WR,29.254,2007-09-09,NFL,NYJ,,NWE,L 14-38,1,1,Sun,8,7,59,8.43,2,87.5%,7.38,ColeLa00
Chris Cooley,TE,25.060,2007-09-09,NFL,WAS,,MIA,W 16-13,1,1,Sun,3,1,10,10.00,0,33.3%,3.33,CoolCh00
Jerricho Cotchery,WR,25.085,2007-09-09,NFL,NYJ,,NWE,L 14-38,1,1,Sun,9,6,57,9.50,0,66.7%,6.33,CotcJe00
Patrick Crayton,WR,28.155,2007-09-09,NFL,DAL,,NYG,W 45-35,1,1,Sun,4,3,51,17.00,0,75.0%,12.75,CrayPa00
Josh Cribbs,WR,24.092,2007-09-09,NFL,CLE,,PIT,L 7-34,1,1,Sun,1,1,7,7.00,0,100.0%,7.00,CribJo01
Alge Crumpler,TE,29.260,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,5,4,40,10.00,0,80.0%,8.00,CrumAl00
Ronald Curry,WR,28.104,2007-09-09,NFL,OAK,,DET,L 21-36,1,1,Sun,12,10,133,13.30,1,83.3%,11.08,CurrRo01
Kevin Curtis,WR,29.054,2007-09-09,NFL,PHI,@,GNB,L 13-16,1,1,Sun,5,2,53,26.50,0,40.0%,10.60,CurtKe00
Owen Daniels,TE,24.304,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,1,1,14,14.00,0,100.0%,14.00,DaniOw00
Najeh Davenport,RB,28.213,2007-09-09,NFL,PIT,@,CLE,W 34-7,1,1,Sun,4,1,17,17.00,0,25.0%,4.25,DaveNa00
Chris Davis,WR,23.229,2007-09-09,NFL,TEN,@,JAX,W 13-10,1,1,Sun,2,1,8,8.00,0,50.0%,4.00,DaviCh02
Craig Davis,WR,21.342,2007-09-09,NFL,SDG,,CHI,W 14-3,1,1,Sun,2,2,15,7.50,0,100.0%,7.50,DaviCr00
Darnell Dinkins,TE,30.232,2007-09-09,NFL,CLE,,PIT,L 7-34,1,1,Sun,1,1,8,8.00,0,100.0%,8.00,DinkDa00
Donald Driver,WR,32.219,2007-09-09,NFL,GNB,,PHI,W 16-13,1,1,Sun,12,6,66,11.00,0,50.0%,5.50,DrivDo00
Warrick Dunn,RB,32.247,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,5,4,26,6.50,0,80.0%,5.20,DunnWa00
Braylon Edwards,WR,24.200,2007-09-09,NFL,CLE,,PIT,L 7-34,1,1,Sun,9,3,49,16.33,0,33.3%,5.44,EdwaBr00
Bobby Engram,WR,34.245,2007-09-09,NFL,SEA,,TAM,W 20-6,1,1,Sun,3,3,64,21.33,0,100.0%,21.33,EngrBo00
Greg Estandia,TE,24.295,2007-09-09,NFL,JAX,,TEN,L 10-13,1,1,Sun,2,1,6,6.00,0,50.0%,3.00,EstaGr01
Lee Evans,WR,26.182,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,5,2,5,2.50,0,40.0%,1.00,EvanLe00
Kevin Everett,TE,25.216,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,1,1,3,3.00,0,100.0%,3.00,EverKe00
Kevin Faulk,RB,31.096,2007-09-09,NFL,NWE,@,NYJ,W 38-14,1,1,Sun,1,1,9,9.00,0,100.0%,9.00,FaulKe00
DeShaun Foster,RB,27.242,2007-09-09,NFL,CAR,@,STL,W 27-13,1,1,Sun,1,1,7,7.00,0,100.0%,7.00,FostDe00
Bubba Franks,TE,29.246,2007-09-09,NFL,GNB,,PHI,W 16-13,1,1,Sun,6,2,17,8.50,0,33.3%,2.83,FranBu00
Mike Furrey,WR,30.120,2007-09-09,NFL,DET,@,OAK,W 36-21,1,1,Sun,7,5,52,10.40,0,71.4%,7.43,FurrMi00
Jabar Gaffney,WR,26.282,2007-09-09,NFL,NWE,@,NYJ,W 38-14,1,1,Sun,2,1,5,5.00,0,50.0%,2.50,GaffJa00
Justin Gage,WR,26.227,2007-09-09,NFL,TEN,@,JAX,W 13-10,1,1,Sun,3,2,26,13.00,0,66.7%,8.67,GageJu00
Joey Galloway,WR,35.293,2007-09-09,NFL,TAM,@,SEA,L 6-20,1,1,Sun,8,5,72,14.40,0,62.5%,9.00,GallJo00
Antonio Gates,TE,27.083,2007-09-09,NFL,SDG,,CHI,W 14-3,1,1,Sun,12,9,107,11.89,1,75.0%,8.92,GateAn00
Tony Gonzalez*,TE,31.194,2007-09-09,NFL,KAN,@,HOU,L 3-20,1,1,Sun,7,5,28,5.60,0,71.4%,4.00,GonzTo00
Daniel Graham,TE,28.297,2007-09-09,NFL,DEN,@,BUF,W 15-14,1,1,Sun,4,3,24,8.00,0,75.0%,6.00,GrahDa00
Earnest Graham,RB,27.237,2007-09-09,NFL,TAM,@,SEA,L 6-20,1,1,Sun,1,1,9,9.00,0,100.0%,9.00,GrahEa00
Ahman Green,RB,30.205,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,4,4,23,5.75,0,100.0%,5.75,GreeAh00
Justin Griffith,RB,27.050,2007-09-09,NFL,OAK,,DET,L 21-36,1,1,Sun,3,3,21,7.00,1,100.0%,7.00,GrifJu00
D.J. Hackett,WR,26.068,2007-09-09,NFL,SEA,,TAM,W 20-6,1,1,Sun,2,1,7,7.00,0,50.0%,3.50,HackD.00
Ahmard Hall,FB,27.300,2007-09-09,NFL,TEN,@,JAX,W 13-10,1,1,Sun,1,1,6,6.00,0,100.0%,6.00,HallAh00
Dante Hall,WR,29.008,2007-09-09,NFL,STL,,CAR,L 13-27,1,1,Sun,4,2,18,9.00,0,50.0%,4.50,HallDa00
Madison Hedgecock,RB,26.013,2007-09-09,NFL,STL,,CAR,L 13-27,1,1,Sun,1,1,7,7.00,0,100.0%,7.00,HedgMa00
Steve Heiden,TE,30.353,2007-09-09,NFL,CLE,,PIT,L 7-34,1,1,Sun,3,1,3,3.00,0,33.3%,1.00,HeidSt00
Travis Henry,RB,28.315,2007-09-09,NFL,DEN,@,BUF,W 15-14,1,1,Sun,5,3,44,14.67,0,60.0%,8.80,HenrTr00
Ike Hilliard,WR,31.157,2007-09-09,NFL,TAM,@,SEA,L 6-20,1,1,Sun,6,4,49,12.25,0,66.7%,8.17,HillIk00
Santonio Holmes,WR,23.190,2007-09-09,NFL,PIT,@,CLE,W 34-7,1,1,Sun,3,2,55,27.50,1,66.7%,18.33,HolmSa00
Torry Holt,WR,31.096,2007-09-09,NFL,STL,,CAR,L 13-27,1,1,Sun,10,8,73,9.13,1,80.0%,7.30,HoltTo00
Joe Horn,WR,35.236,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,3,1,14,14.00,0,33.3%,4.67,HornJo00
Sam Hurd,WR,22.138,2007-09-09,NFL,DAL,,NYG,W 45-35,1,1,Sun,2,1,51,51.00,1,50.0%,25.50,HurdSa00
Brandon Jackson,RB,21.342,2007-09-09,NFL,GNB,,PHI,W 16-13,1,1,Sun,6,4,35,8.75,0,66.7%,5.83,JackBr00
Steven Jackson,RB,24.049,2007-09-09,NFL,STL,,CAR,L 13-27,1,1,Sun,7,1,3,3.00,0,14.3%,0.43,JackSt00
Vincent Jackson,WR,24.238,2007-09-09,NFL,SDG,,CHI,W 14-3,1,1,Sun,5,3,28,9.33,0,60.0%,5.60,JackVi00
Michael Jenkins,WR,25.083,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,4,2,13,6.50,0,50.0%,3.25,JenkMi00
Andre Johnson,WR,26.060,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,10,7,142,20.29,1,70.0%,14.20,JohnAn02
Calvin Johnson,WR,21.345,2007-09-09,NFL,DET,@,OAK,W 36-21,1,1,Sun,5,4,70,17.50,1,80.0%,14.00,JohnCa00
Larry Johnson,RB,27.294,2007-09-09,NFL,KAN,@,HOU,L 3-20,1,1,Sun,8,7,44,6.29,0,87.5%,5.50,JohnLa00
Brandon Jones,WR,25.173,2007-09-09,NFL,TEN,@,JAX,W 13-10,1,1,Sun,3,1,6,6.00,0,33.3%,2.00,JoneBr02
Jacoby Jones,WR,23.060,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,3,2,33,16.50,0,66.7%,11.00,JoneJa03
James Jones,WR,23.162,2007-09-09,NFL,GNB,,PHI,W 16-13,1,1,Sun,8,4,29,7.25,0,50.0%,3.63,JoneJa04
Julius Jones,RB,26.026,2007-09-09,NFL,DAL,,NYG,W 45-35,1,1,Sun,1,1,11,11.00,0,100.0%,11.00,JoneJu01
Thomas Jones,RB,29.021,2007-09-09,NFL,NYJ,,NWE,L 14-38,1,1,Sun,2,1,6,6.00,0,50.0%,3.00,JoneTh00
Maurice Jones-Drew,RB/K,22.170,2007-09-09,NFL,JAX,,TEN,L 10-13,1,1,Sun,4,3,28,9.33,0,75.0%,7.00,DrewMa00
LaMont Jordan,RB,28.302,2007-09-09,NFL,OAK,,DET,L 21-36,1,1,Sun,10,9,89,9.89,0,90.0%,8.90,JordLa00
Joe Jurevicius,WR,32.260,2007-09-09,NFL,CLE,,PIT,L 7-34,1,1,Sun,6,2,28,14.00,0,33.3%,4.67,JureJo00
Jeff King,TE,24.202,2007-09-09,NFL,CAR,@,STL,W 27-13,1,1,Sun,6,5,35,7.00,0,83.3%,5.83,KingJe00
Jim Kleinsasser,TE,30.221,2007-09-09,NFL,MIN,,ATL,W 24-3,1,1,Sun,1,1,4,4.00,0,100.0%,4.00,KleiJi00
Vonta Leach,FB,25.307,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,1,1,3,3.00,0,100.0%,3.00,LeacVo00
Donald Lee,TE,27.009,2007-09-09,NFL,GNB,,PHI,W 16-13,1,1,Sun,4,4,27,6.75,0,100.0%,6.75,LeexDo00
Brian Leonard,RB,23.218,2007-09-09,NFL,STL,,CAR,L 13-27,1,1,Sun,5,3,12,4.00,0,60.0%,2.40,LeonBr00
Jamal Lewis,RB,28.011,2007-09-09,NFL,CLE,,PIT,L 7-34,1,1,Sun,2,2,11,5.50,0,100.0%,5.50,LewiJa00
Marcedes Lewis,TE,23.113,2007-09-09,NFL,JAX,,TEN,L 10-13,1,1,Sun,6,4,35,8.75,0,66.7%,5.83,LewiMa00
Dane Looker,WR,31.157,2007-09-09,NFL,STL,,CAR,L 13-27,1,1,Sun,4,2,10,5.00,0,50.0%,2.50,LookDa00
Marshawn Lynch,RB,21.140,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,3,2,9,4.50,0,66.7%,3.00,LyncMa00
John Madsen,TE,24.123,2007-09-09,NFL,OAK,,DET,L 21-36,1,1,Sun,2,2,10,5.00,0,100.0%,5.00,MadsJo00
Brandon Manumaleuna,TE,27.248,2007-09-09,NFL,SDG,,CHI,W 14-3,1,1,Sun,1,1,4,4.00,0,100.0%,4.00,ManuBr00
Brandon Marshall,WR,23.170,2007-09-09,NFL,DEN,@,BUF,W 15-14,1,1,Sun,8,5,52,10.40,1,62.5%,6.50,MarsBr00
David Martin,TE,28.180,2007-09-09,NFL,MIA,@,WAS,L 13-16,1,1,Sun,3,1,7,7.00,0,33.3%,2.33,MartDa00
Ruvell Martin,WR,25.030,2007-09-09,NFL,GNB,,PHI,W 16-13,1,1,Sun,5,2,14,7.00,0,40.0%,2.80,MartRu00
Justin McCareins,WR,28.282,2007-09-09,NFL,NYJ,,NWE,L 14-38,1,1,Sun,3,1,10,10.00,0,33.3%,3.33,McCaJu00
Shaun McDonald,WR,26.088,2007-09-09,NFL,DET,@,OAK,W 36-21,1,1,Sun,7,6,90,15.00,1,85.7%,12.86,McDoSh00
Sean McHugh,FB,25.105,2007-09-09,NFL,DET,@,OAK,W 36-21,1,1,Sun,3,2,45,22.50,0,66.7%,15.00,McHuSe00
Jason McKie,FB,27.110,2007-09-09,NFL,CHI,@,SDG,L 3-14,1,1,Sun,2,2,5,2.50,0,100.0%,2.50,McKiJa00
Randy McMichael,TE,28.073,2007-09-09,NFL,STL,,CAR,L 13-27,1,1,Sun,2,2,24,12.00,0,100.0%,12.00,McMiRa01
Heath Miller,TE,24.322,2007-09-09,NFL,PIT,@,CLE,W 34-7,1,1,Sun,4,4,35,8.75,1,100.0%,8.75,MillHe00
Zach Miller,TE,21.272,2007-09-09,NFL,OAK,,DET,L 21-36,1,1,Sun,6,3,23,7.67,0,50.0%,3.83,MillZa01
Maurice Morris,RB,27.282,2007-09-09,NFL,SEA,,TAM,W 20-6,1,1,Sun,1,1,34,34.00,1,100.0%,34.00,MorrMa00
Sammy Morris,RB,30.170,2007-09-09,NFL,NWE,@,NYJ,W 38-14,1,1,Sun,2,2,11,5.50,0,100.0%,5.50,MorrSa00
Randy Moss*,WR,30.208,2007-09-09,NFL,NWE,@,NYJ,W 38-14,1,1,Sun,9,9,183,20.33,1,100.0%,20.33,MossRa00
Santana Moss,WR,28.100,2007-09-09,NFL,WAS,,MIA,W 16-13,1,1,Sun,7,3,28,9.33,0,42.9%,4.00,MossSa00
Eric Moulds,WR,34.054,2007-09-09,NFL,TEN,@,JAX,W 13-10,1,1,Sun,3,1,4,4.00,0,33.3%,1.33,MoulEr00
Ovie Mughelli,FB,27.091,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,1,1,3,3.00,0,100.0%,3.00,MughOv00
Muhsin Muhammad,WR,34.127,2007-09-09,NFL,CHI,@,SDG,L 3-14,1,1,Sun,4,1,8,8.00,0,25.0%,2.00,MuhaMu00
Lorenzo Neal,FB,36.256,2007-09-09,NFL,SDG,,CHI,W 14-3,1,1,Sun,2,1,2,2.00,0,50.0%,1.00,NealLo00
Dennis Northcutt,WR,29.261,2007-09-09,NFL,JAX,,TEN,L 10-13,1,1,Sun,9,4,57,14.25,0,44.4%,6.33,NortDe00
Jerious Norwood,RB,24.042,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,2,2,24,12.00,0,100.0%,12.00,NorwJe00
Terrell Owens*,WR,33.276,2007-09-09,NFL,DAL,,NYG,W 45-35,1,1,Sun,8,3,87,29.00,2,37.5%,10.88,OwenTe00
Samie Parker,WR,26.168,2007-09-09,NFL,KAN,@,HOU,L 3-20,1,1,Sun,6,4,48,12.00,0,66.7%,8.00,ParkSa00
Willie Parker,HB,26.302,2007-09-09,NFL,PIT,@,CLE,W 34-7,1,1,Sun,2,1,-2,-2.00,0,50.0%,-1.00,ParkWi00
Roscoe Parrish,WR,25.055,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,3,2,25,12.50,0,66.7%,8.33,ParrRo00
Justin Peelle,TE,28.178,2007-09-09,NFL,MIA,@,WAS,L 13-16,1,1,Sun,4,2,12,6.00,1,50.0%,3.00,PeelJu00
Adrian Peterson,RB,22.172,2007-09-09,NFL,MIN,,ATL,W 24-3,1,1,Sun,1,1,60,60.00,1,100.0%,60.00,PeteAd01
Michael Pittman,FB,32.026,2007-09-09,NFL,TAM,@,SEA,L 6-20,1,1,Sun,9,5,32,6.40,0,55.6%,3.56,PittMi00
Marcus Pollard,TE,35.213,2007-09-09,NFL,SEA,,TAM,W 20-6,1,1,Sun,5,5,43,8.60,0,100.0%,8.60,PollMa00
Jerry Porter,WR,29.057,2007-09-09,NFL,OAK,,DET,L 21-36,1,1,Sun,3,2,26,13.00,0,66.7%,8.67,PortJe00
Peerless Price,WR,30.317,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,2,1,-2,-2.00,0,50.0%,-1.00,PricPe00
Antwaan Randle El,WR,28.023,2007-09-09,NFL,WAS,,MIA,W 16-13,1,1,Sun,6,5,162,32.40,0,83.3%,27.00,RandAn00
Josh Reed,WR,27.131,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,4,4,37,9.25,0,100.0%,9.25,ReedJo01
Sidney Rice,WR,21.008,2007-09-09,NFL,MIN,,ATL,W 24-3,1,1,Sun,4,2,10,5.00,0,50.0%,2.50,RiceSi01
Tony Richardson,FB,35.266,2007-09-09,NFL,MIN,,ATL,W 24-3,1,1,Sun,2,2,10,5.00,0,100.0%,5.00,RichTo00
Laurent Robinson,WR,22.112,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,4,3,32,10.67,0,75.0%,8.00,RobiLa01
Robert Royal,TE,28.117,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,1,1,12,12.00,0,100.0%,12.00,RoyaRo00
Bo Scaife,TE,26.246,2007-09-09,NFL,TEN,@,JAX,W 13-10,1,1,Sun,3,2,18,9.00,0,66.7%,6.00,ScaiBo00
Mike Sellers,FB,32.050,2007-09-09,NFL,WAS,,MIA,W 16-13,1,1,Sun,2,2,6,3.00,0,100.0%,3.00,SellMi00
Visanthe Shiancoe,TE,27.083,2007-09-09,NFL,MIN,,ATL,W 24-3,1,1,Sun,3,2,18,9.00,0,66.7%,6.00,ShiaVi00
Jeremy Shockey,TE,27.022,2007-09-09,NFL,NYG,@,DAL,L 35-45,1,1,Sun,7,5,41,8.20,0,71.4%,5.86,ShocJe00
Alex Smith,TE,25.110,2007-09-09,NFL,TAM,@,SEA,L 6-20,1,1,Sun,2,2,23,11.50,0,100.0%,11.50,SmitAl02
L.J. Smith,TE,27.119,2007-09-09,NFL,PHI,@,GNB,L 13-16,1,1,Sun,3,2,14,7.00,0,66.7%,4.67,SmitL.00
Steve Smith,WR,22.126,2007-09-09,NFL,NYG,@,DAL,L 35-45,1,1,Sun,6,3,16,5.33,0,50.0%,2.67,SmitSt02
Steve Smith,WR,28.120,2007-09-09,NFL,CAR,@,STL,W 27-13,1,1,Sun,13,7,118,16.86,1,53.8%,9.08,SmitSt01
Matt Spaeth,TE,23.289,2007-09-09,NFL,PIT,@,CLE,W 34-7,1,1,Sun,1,1,5,5.00,1,100.0%,5.00,SpaeMa00
Donte' Stallworth,WR,26.303,2007-09-09,NFL,NWE,@,NYJ,W 38-14,1,1,Sun,2,1,19,19.00,0,50.0%,9.50,StalDo00
Brandon Stokley,WR,31.078,2007-09-09,NFL,DEN,@,BUF,W 15-14,1,1,Sun,5,3,65,21.67,0,60.0%,13.00,StokBr00
Mack Strong,FB,35.363,2007-09-09,NFL,SEA,,TAM,W 20-6,1,1,Sun,4,3,21,7.00,0,75.0%,5.25,StroMa00
Chester Taylor,RB,27.352,2007-09-09,NFL,MIN,,ATL,W 24-3,1,1,Sun,2,1,3,3.00,0,50.0%,1.50,TaylCh01
Anthony Thomas,RB,29.306,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,2,1,8,8.00,0,50.0%,4.00,ThomAn01
LaDainian Tomlinson*,RB,28.078,2007-09-09,NFL,SDG,,CHI,W 14-3,1,1,Sun,10,7,51,7.29,0,70.0%,5.10,TomlLa00
Amani Toomer,WR,33.001,2007-09-09,NFL,NYG,@,DAL,L 35-45,1,1,Sun,11,9,91,10.11,0,81.8%,8.27,ToomAm00
Lawrence Vickers,FB,24.124,2007-09-09,NFL,CLE,,PIT,L 7-34,1,1,Sun,2,2,7,3.50,1,100.0%,3.50,VickLa00
Bobby Wade,WR,26.196,2007-09-09,NFL,MIN,,ATL,W 24-3,1,1,Sun,4,1,28,28.00,0,25.0%,7.00,WadeBo00
Javon Walker,WR,28.330,2007-09-09,NFL,DEN,@,BUF,W 15-14,1,1,Sun,15,9,119,13.22,0,60.0%,7.93,WalkJa00
Kevin Walter,WR,26.036,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,2,1,10,10.00,0,50.0%,5.00,WaltKe00
Derrick Ward,RB,27.010,2007-09-09,NFL,NYG,@,DAL,L 35-45,1,1,Sun,5,4,27,6.75,1,80.0%,5.40,WardDe01
Hines Ward,WR,31.185,2007-09-09,NFL,PIT,@,CLE,W 34-7,1,1,Sun,6,3,51,17.00,1,50.0%,8.50,WardHi00
Leon Washington,RB,25.011,2007-09-09,NFL,NYJ,,NWE,L 14-38,1,1,Sun,3,3,30,10.00,0,100.0%,10.00,WashLe00
Ben Watson,TE,26.265,2007-09-09,NFL,NWE,@,NYJ,W 38-14,1,1,Sun,2,2,9,4.50,1,100.0%,4.50,WatsBe00
Wes Welker,WR,26.131,2007-09-09,NFL,NWE,@,NYJ,W 38-14,1,1,Sun,9,6,61,10.17,1,66.7%,6.78,WelkWe00
Brian Westbrook,RB,28.007,2007-09-09,NFL,PHI,@,GNB,L 13-16,1,1,Sun,11,6,46,7.67,0,54.5%,4.18,WestBr00
LenDale White,RB,22.263,2007-09-09,NFL,TEN,@,JAX,W 13-10,1,1,Sun,2,2,7,3.50,0,100.0%,3.50,WhitLe01
Roddy White,WR,25.311,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,5,4,29,7.25,0,80.0%,5.80,WhitRo00
