Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,Sk,Sk Yds,YPA,AYPA,unique_id
Matt Hasselbeck,QB,27.347,2003-09-07,NFL,SEA,,NOR,W 27-10,1,1,Sun,12,23,52.17,137,2,0,99.4,3,18,5.96,7.70,HassMa00
Kelly Holcomb,QB,30.060,2003-09-07,NFL,CLE,,IND,L 6-9,1,1,Sun,20,29,68.97,182,0,2,57.0,0,0,6.28,3.17,HolcKe00
Doug Johnson,QB,25.315,2003-09-07,NFL,ATL,@,DAL,W 27-13,1,1,Sun,16,27,59.26,228,2,1,95.9,2,8,8.44,8.26,JohnDo00
Jon Kitna,QB,30.351,2003-09-07,NFL,CIN,,DEN,L 10-30,1,1,Sun,20,37,54.05,264,1,2,63.3,4,21,7.14,5.24,KitnJo00
Dane Looker,WR,27.155,2003-09-07,NFL,STL,@,NYG,L 13-23,1,1,Sun,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00,LookDa00
Tommy Maddox,QB,32.005,2003-09-07,NFL,PIT,,BAL,W 34-15,1,1,Sun,21,29,72.41,260,3,0,134.3,2,9,8.97,11.03,MaddTo00
Peyton Manning,QB,27.167,2003-09-07,NFL,IND,@,CLE,W 9-6,1,1,Sun,27,43,62.79,211,0,2,55.5,1,7,4.91,2.81,MannPe00
Steve McNair,QB,30.205,2003-09-07,NFL,TEN,,OAK,W 25-20,1,1,Sun,25,38,65.79,269,2,1,93.0,1,11,7.08,6.95,McNaSt00
Rodney Peete,QB,37.175,2003-09-07,NFL,CAR,,JAX,W 24-23,1,1,Sun,4,10,40.00,19,0,0,47.9,3,20,1.90,1.90,PeetRo00
Jake Plummer,QB,28.262,2003-09-07,NFL,DEN,@,CIN,W 30-10,1,1,Sun,12,25,48.00,115,0,3,21.7,0,0,4.60,-0.80,PlumJa00
Kordell Stewart,QB,30.326,2003-09-07,NFL,CHI,@,SFO,L 7-49,1,1,Sun,14,34,41.18,95,1,3,21.9,5,23,2.79,-0.59,StewKo00
Marques Tuiasosopo,QB,24.169,2003-09-07,NFL,OAK,@,TEN,L 20-25,1,1,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,TuiaMa00
Kurt Warner*,QB,32.077,2003-09-07,NFL,STL,@,NYG,L 13-23,1,1,Sun,34,54,62.96,342,1,1,79.4,6,38,6.33,5.87,WarnKu00
Koy Detmer,QB,30.065,2003-09-08,NFL,PHI,,TAM,L 0-17,1,1,Mon,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,DetmKo00
Brad Johnson,QB,34.360,2003-09-08,NFL,TAM,@,PHI,W 17-0,1,1,Mon,27,36,75.00,238,2,1,99.1,0,0,6.61,6.47,JohnBr00
Donovan McNabb,QB,26.287,2003-09-08,NFL,PHI,,TAM,L 0-17,1,1,Mon,19,36,52.78,148,0,1,51.6,3,24,4.11,2.86,McNaDo00
Steve Beuerlein,QB,38.191,2003-09-14,NFL,DEN,@,SDG,W 37-13,2,2,Sun,7,16,43.75,98,0,0,64.1,1,7,6.13,6.13,BeueSt00
Jeff Blake,QB,32.284,2003-09-14,NFL,ARI,,SEA,L 0-38,2,2,Sun,7,14,50.00,55,0,2,20.5,0,0,3.93,-2.50,BlakJe00
Drew Bledsoe,QB,31.212,2003-09-14,NFL,BUF,@,JAX,W 38-17,2,2,Sun,19,25,76.00,314,2,0,144.2,0,0,12.56,14.16,BledDr00
Kyle Boller,QB,22.089,2003-09-14,NFL,BAL,,CLE,W 33-13,2,2,Sun,7,17,41.18,78,0,1,31.0,3,21,4.59,1.94,BollKy00
Tom Brady,QB,26.042,2003-09-14,NFL,NWE,@,PHI,W 31-10,2,2,Sun,30,44,68.18,255,3,0,105.8,2,8,5.80,7.16,BradTo00
Drew Brees,QB,24.242,2003-09-14,NFL,SDG,,DEN,L 13-37,2,2,Sun,20,41,48.78,182,1,1,59.2,0,0,4.44,3.83,BreeDr00
Aaron Brooks,QB,27.174,2003-09-14,NFL,NOR,,HOU,W 31-10,2,2,Sun,18,27,66.67,189,2,0,111.5,2,7,7.00,8.48,BrooAa00
Mark Brunell,QB,32.362,2003-09-14,NFL,JAX,,BUF,L 17-38,2,2,Sun,19,32,59.38,122,0,0,67.4,3,22,3.81,3.81,BrunMa00
Marc Bulger,QB,26.162,2003-09-14,NFL,STL,,SFO,W 27-24,2,2,Sun,25,36,69.44,236,2,0,105.8,5,46,6.56,7.67,BulgMa00
David Carr,QB,24.055,2003-09-14,NFL,HOU,@,NOR,L 10-31,2,2,Sun,17,36,47.22,213,0,2,42.9,5,30,5.92,3.42,CarrDa00
Chris Chandler,QB,37.337,2003-09-14,NFL,CHI,@,MIN,L 13-24,2,2,Sun,1,2,50.00,8,0,1,20.8,0,0,4.00,-18.50,ChanCh00
Daunte Culpepper,QB,26.229,2003-09-14,NFL,MIN,,CHI,W 24-13,2,2,Sun,20,26,76.92,214,2,0,126.1,3,16,8.23,9.77,CulpDa00
Jake Delhomme,QB,28.247,2003-09-14,NFL,CAR,@,TAM,W 12-9,2,2,Sun,9,23,39.13,96,0,2,15.9,1,9,4.17,0.26,DelhJa00
Koy Detmer,QB,30.071,2003-09-14,NFL,PHI,,NWE,L 10-31,2,2,Sun,2,2,100.00,25,0,0,118.7,0,0,12.50,12.50,DetmKo00
Trent Dilfer,QB,31.185,2003-09-14,NFL,SEA,@,ARI,W 38-0,2,2,Sun,2,2,100.00,20,0,0,108.3,0,0,10.00,10.00,DilfTr00
Brett Favre*,QB,33.339,2003-09-14,NFL,GNB,,DET,W 31-6,2,2,Sun,15,28,53.57,132,2,1,75.3,0,0,4.71,4.54,FavrBr00
Jay Fiedler,QB,31.259,2003-09-14,NFL,MIA,@,NYJ,W 21-10,2,2,Sun,14,19,73.68,190,1,0,122.7,1,1,10.00,11.05,FiedJa00
Rich Gannon,QB,37.268,2003-09-14,NFL,OAK,,CIN,W 23-20,2,2,Sun,13,28,46.43,103,0,0,56.1,0,0,3.68,3.68,GannRi00
Jeff Garcia,QB,33.202,2003-09-14,NFL,SFO,@,STL,L 24-27,2,2,Sun,19,35,54.29,222,2,1,80.9,1,1,6.34,6.20,GarcJe00
Trent Green,QB,33.067,2003-09-14,NFL,KAN,,PIT,W 41-20,2,2,Sun,15,21,71.43,124,1,2,62.5,1,1,5.90,2.57,GreeTr00
Joey Harrington,QB,24.328,2003-09-14,NFL,DET,@,GNB,L 6-31,2,2,Sun,26,55,47.27,241,0,3,37.0,,4,4.38,1.93,HarrJo00
Matt Hasselbeck,QB,27.354,2003-09-14,NFL,SEA,@,ARI,W 38-0,2,2,Sun,8,19,42.11,175,2,0,110.6,1,2,9.21,11.32,HassMa00
Craig Hentrich,P/K,32.119,2003-09-14,NFL,TEN,@,IND,L 7-33,2,2,Sun,1,1,100.00,10,0,0,108.3,0,0,10.00,10.00,hentrcra01
Kelly Holcomb,QB,30.067,2003-09-14,NFL,CLE,@,BAL,L 13-33,2,2,Sun,17,37,45.95,147,1,2,43.4,3,32,3.97,2.08,HolcKe00
Brad Johnson,QB,35.001,2003-09-14,NFL,TAM,,CAR,L 9-12,2,2,Sun,34,61,55.74,339,1,1,70.3,1,2,5.56,5.15,JohnBr00
Doug Johnson,QB,25.322,2003-09-14,NFL,ATL,,WAS,L 31-33,2,2,Sun,16,36,44.44,197,2,2,57.3,2,10,5.47,4.08,JohnDo00
Jon Kitna,QB,30.358,2003-09-14,NFL,CIN,@,OAK,L 20-23,2,2,Sun,25,41,60.98,303,1,2,71.5,2,16,7.39,5.68,KitnJo00
Byron Leftwich,QB,23.243,2003-09-14,NFL,JAX,,BUF,L 17-38,2,2,Sun,7,8,87.50,92,1,0,154.2,0,0,11.50,14.00,LeftBy00
Tommy Maddox,QB,32.012,2003-09-14,NFL,PIT,@,KAN,L 20-41,2,2,Sun,28,47,59.57,336,1,3,62.0,4,16,7.15,4.70,MaddTo00
Peyton Manning,QB,27.174,2003-09-14,NFL,IND,,TEN,W 33-7,2,2,Sun,14,21,66.67,173,1,0,107.8,1,9,8.24,9.19,MannPe00
Josh McCown,QB,24.072,2003-09-14,NFL,ARI,,SEA,L 0-38,2,2,Sun,18,32,56.25,150,0,2,42.4,2,12,4.69,1.88,McCoJo01
Donovan McNabb,QB,26.293,2003-09-14,NFL,PHI,,NWE,L 10-31,2,2,Sun,18,46,39.13,186,0,2,33.4,8,43,4.04,2.09,McNaDo00
Steve McNair,QB,30.212,2003-09-14,NFL,TEN,@,IND,L 7-33,2,2,Sun,15,24,62.50,138,1,0,92.0,3,13,5.75,6.58,McNaSt00
Jake Plummer,QB,28.269,2003-09-14,NFL,DEN,@,SDG,W 37-13,2,2,Sun,9,13,69.23,94,3,0,129.5,0,0,7.23,11.85,PlumJa00
Patrick Ramsey,QB,24.212,2003-09-14,NFL,WAS,@,ATL,W 33-31,2,2,Sun,25,39,64.10,356,2,0,110.6,6,46,9.13,10.15,RamsPa00
Tim Rattay,QB,26.183,2003-09-14,NFL,SFO,@,STL,L 24-27,2,2,Sun,1,2,50.00,15,0,0,75.0,0,0,7.50,7.50,RattTi00
Chris Redman,QB,26.069,2003-09-14,NFL,BAL,,CLE,W 33-13,2,2,Sun,0,1,0.00,0,0,0,39.6,1,7,0.00,0.00,RedmCh00
Kordell Stewart,QB,30.333,2003-09-14,NFL,CHI,@,MIN,L 13-24,2,2,Sun,13,21,61.90,137,1,0,96.7,3,17,6.52,7.48,StewKo00
Vinny Testaverde,QB,39.305,2003-09-14,NFL,NYJ,,MIA,L 10-21,2,2,Sun,29,45,64.44,373,1,1,88.5,1,7,8.29,7.73,TestVi00
Alex Van Pelt,QB,33.136,2003-09-14,NFL,BUF,@,JAX,W 38-17,2,2,Sun,1,2,50.00,14,0,0,72.9,0,0,7.00,7.00,VanPAl00
Billy Volek,QB,27.139,2003-09-14,NFL,TEN,@,IND,L 7-33,2,2,Sun,6,9,66.67,61,0,1,46.3,2,13,6.78,1.78,VoleBi00
Cedrick Wilson,WR,24.271,2003-09-14,NFL,SFO,@,STL,L 24-27,2,2,Sun,1,1,100.00,6,0,0,91.7,0,0,6.00,6.00,WilsCe00
Quincy Carter,QB,25.337,2003-09-15,NFL,DAL,@,NYG,W 35-32,2,2,Mon,25,40,62.50,321,0,1,77.2,4,25,8.03,6.90,CartQu00
Kerry Collins,QB,30.259,2003-09-15,NFL,NYG,,DAL,L 32-35,2,2,Mon,21,51,41.18,265,3,2,61.3,2,9,5.20,4.61,CollKe00
Tony Banks,QB,30.169,2003-09-21,NFL,HOU,,KAN,L 14-42,3,3,Sun,7,11,63.64,51,1,0,104.7,0,0,4.64,6.45,BankTo00
Drew Bennett,WR,25.026,2003-09-21,NFL,TEN,,NOR,W 27-12,3,3,Sun,1,1,100.00,14,0,0,118.7,0,0,14.00,14.00,BennDr00
Jeff Blake,QB,32.291,2003-09-21,NFL,ARI,,GNB,W 20-13,3,3,Sun,20,31,64.52,273,1,1,89.9,0,0,8.81,8.00,BlakJe00
Drew Bledsoe,QB,31.219,2003-09-21,NFL,BUF,@,MIA,L 7-17,3,3,Sun,10,25,40.00,98,0,2,18.4,4,21,3.92,0.32,BledDr00
Kyle Boller,QB,22.096,2003-09-21,NFL,BAL,@,SDG,W 24-10,3,3,Sun,12,21,57.14,98,1,1,65.2,1,1,4.67,3.48,BollKy00
Tom Brady,QB,26.049,2003-09-21,NFL,NWE,,NYJ,W 23-16,3,3,Sun,15,25,60.00,181,0,0,82.2,5,34,7.24,7.24,BradTo00
Drew Brees,QB,24.249,2003-09-21,NFL,SDG,,BAL,L 10-24,3,3,Sun,28,45,62.22,270,0,3,51.2,1,13,6.00,3.00,BreeDr00
Aaron Brooks,QB,27.181,2003-09-21,NFL,NOR,@,TEN,L 12-27,3,3,Sun,15,23,65.22,185,1,0,104.4,3,20,8.04,8.91,BrooAa00
Mark Brunell,QB,33.004,2003-09-21,NFL,JAX,@,IND,L 13-23,3,3,Sun,12,23,52.17,90,0,0,61.9,2,8,3.91,3.91,BrunMa00
Marc Bulger,QB,26.169,2003-09-21,NFL,STL,@,SEA,L 23-24,3,3,Sun,21,34,61.76,226,1,2,66.5,0,0,6.65,4.59,BulgMa00
David Carr,QB,24.062,2003-09-21,NFL,HOU,,KAN,L 14-42,3,3,Sun,17,27,62.96,167,1,2,61.8,1,9,6.19,3.59,CarrDa00
Kerry Collins,QB,30.265,2003-09-21,NFL,NYG,@,WAS,W 24-21,3,3,Sun,24,39,61.54,276,3,0,108.5,1,6,7.08,8.62,CollKe00
Daunte Culpepper,QB,26.236,2003-09-21,NFL,MIN,@,DET,W 23-13,3,3,Sun,7,13,53.85,105,0,0,80.6,1,1,8.08,8.08,CulpDa00
Kevin Faulk,RB,27.108,2003-09-21,NFL,NWE,,NYJ,W 23-16,3,3,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,FaulKe00
Brett Favre*,QB,33.346,2003-09-21,NFL,GNB,@,ARI,L 13-20,3,3,Sun,23,33,69.70,245,1,1,88.6,0,0,7.42,6.67,FavrBr00
Jay Fiedler,QB,31.266,2003-09-21,NFL,MIA,,BUF,W 17-7,3,3,Sun,16,28,57.14,154,1,2,54.8,1,7,5.50,3.00,FiedJa00
Gus Frerotte,QB,32.052,2003-09-21,NFL,MIN,@,DET,W 23-13,3,3,Sun,8,19,42.11,184,1,1,73.1,1,1,9.68,8.37,FrerGu00
Jeff Garcia,QB,33.209,2003-09-21,NFL,SFO,,CLE,L 12-13,3,3,Sun,21,35,60.00,198,0,1,63.8,2,8,5.66,4.37,GarcJe00
Trent Green,QB,33.074,2003-09-21,NFL,KAN,@,HOU,W 42-14,3,3,Sun,16,28,57.14,262,1,2,70.8,1,4,9.36,6.86,GreeTr00
Joey Harrington,QB,24.335,2003-09-21,NFL,DET,,MIN,L 13-23,3,3,Sun,24,42,57.14,235,0,3,43.3,,1,5.60,2.38,HarrJo00
Matt Hasselbeck,QB,27.361,2003-09-21,NFL,SEA,,STL,W 24-23,3,3,Sun,22,39,56.41,256,2,1,82.9,4,36,6.56,6.44,HassMa00
Travis Henry,HB,24.327,2003-09-21,NFL,BUF,@,MIA,L 7-17,3,3,Sun,0,1,0.00,0,0,1,0.0,,,0.00,-45.00,HenrTr00
Craig Hentrich,P/K,32.126,2003-09-21,NFL,TEN,,NOR,W 27-12,3,3,Sun,1,1,100.00,15,0,0,118.7,0,0,15.00,15.00,hentrcra01
Kelly Holcomb,QB,30.074,2003-09-21,NFL,CLE,@,SFO,W 13-12,3,3,Sun,25,38,65.79,222,2,1,87.8,3,22,5.84,5.71,HolcKe00
Brad Johnson,QB,35.008,2003-09-21,NFL,TAM,@,ATL,W 31-10,3,3,Sun,16,24,66.67,192,2,0,118.7,0,0,8.00,9.67,JohnBr00
Doug Johnson,QB,25.329,2003-09-21,NFL,ATL,,TAM,L 10-31,3,3,Sun,13,19,68.42,95,0,3,40.4,2,20,5.00,-2.11,JohnDo00
Jon Kitna,QB,31.000,2003-09-21,NFL,CIN,,PIT,L 10-17,3,3,Sun,16,24,66.67,157,1,1,81.4,4,32,6.54,5.50,KitnJo00
Kurt Kittner,QB,23.241,2003-09-21,NFL,ATL,,TAM,L 10-31,3,3,Sun,5,12,41.67,32,0,1,14.6,0,0,2.67,-1.08,KittKu00
Byron Leftwich,QB,23.250,2003-09-21,NFL,JAX,@,IND,L 13-23,3,3,Sun,4,5,80.00,32,1,0,132.9,0,0,6.40,10.40,LeftBy00
Tommy Maddox,QB,32.019,2003-09-21,NFL,PIT,@,CIN,W 17-10,3,3,Sun,21,34,61.76,240,1,1,80.5,1,2,7.06,6.32,MaddTo00
Peyton Manning,QB,27.181,2003-09-21,NFL,IND,,JAX,W 23-13,3,3,Sun,21,33,63.64,216,2,1,90.0,0,0,6.55,6.39,MannPe00
Steve McNair,QB,30.219,2003-09-21,NFL,TEN,,NOR,W 27-12,3,3,Sun,22,33,66.67,252,2,0,109.7,2,1,7.64,8.85,McNaSt00
Patrick Ramsey,QB,24.219,2003-09-21,NFL,WAS,,NYG,L 21-24,3,3,Sun,23,45,51.11,348,2,1,82.5,3,16,7.73,7.62,RamsPa00
Dan Stryzinski,P,38.129,2003-09-21,NFL,NYJ,@,NWE,L 16-23,3,3,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,StryDa20
Vinny Testaverde,QB,39.312,2003-09-21,NFL,NYJ,@,NWE,L 16-23,3,3,Sun,25,43,58.14,264,1,1,74.2,0,0,6.14,5.56,TestVi00
Rich Gannon,QB,37.276,2003-09-22,NFL,OAK,@,DEN,L 10-31,3,3,Mon,14,29,48.28,149,0,0,63.7,5,28,5.14,5.14,GannRi00
Jake Plummer,QB,28.277,2003-09-22,NFL,DEN,,OAK,W 31-10,3,3,Mon,14,21,66.67,197,2,0,128.5,2,4,9.38,11.29,PlumJa00
Jerry Rice*,WR,40.344,2003-09-22,NFL,OAK,@,DEN,L 10-31,3,3,Mon,0,1,0.00,0,0,0,39.6,0,,0.00,0.00,RiceJe00
Marques Tuiasosopo,QB,24.184,2003-09-22,NFL,OAK,@,DEN,L 10-31,3,3,Mon,3,5,60.00,35,0,1,41.7,0,0,7.00,-2.00,TuiaMa00
Jeff Blake,QB,32.298,2003-09-28,NFL,ARI,@,STL,L 13-37,4,4,Sun,10,17,58.82,88,0,0,72.7,1,10,5.18,5.18,BlakJe00
Drew Bledsoe,QB,31.226,2003-09-28,NFL,BUF,,PHI,L 13-23,4,4,Sun,27,43,62.79,296,1,0,90.8,2,9,6.88,7.35,BledDr00
Kyle Boller,QB,22.103,2003-09-28,NFL,BAL,,KAN,L 10-17,4,4,Sun,15,26,57.69,140,0,3,33.0,3,16,5.38,0.19,BollKy00
Todd Bouman,QB,31.058,2003-09-28,NFL,NOR,,IND,L 21-55,4,4,Sun,5,8,62.50,62,1,0,126.0,0,0,7.75,10.25,BoumTo00
Tom Brady,QB,26.056,2003-09-28,NFL,NWE,@,WAS,L 17-20,4,4,Sun,25,38,65.79,289,2,3,73.2,1,8,7.61,5.11,BradTo00
Drew Brees,QB,24.256,2003-09-28,NFL,SDG,@,OAK,L 31-34,4,4,Sun,21,31,67.74,187,1,1,81.0,0,0,6.03,5.23,BreeDr00
Aaron Brooks,QB,27.188,2003-09-28,NFL,NOR,,IND,L 21-55,4,4,Sun,16,28,57.14,166,0,2,44.6,2,20,5.93,2.71,BrooAa00
Marc Bulger,QB,26.176,2003-09-28,NFL,STL,,ARI,W 37-13,4,4,Sun,28,42,66.67,272,2,1,90.6,1,4,6.48,6.36,BulgMa00
David Carr,QB,24.069,2003-09-28,NFL,HOU,,JAX,W 24-20,4,4,Sun,23,36,63.89,234,1,1,80.1,1,5,6.50,5.81,CarrDa00
Quincy Carter,QB,25.350,2003-09-28,NFL,DAL,@,NYJ,W 17-6,3,4,Sun,11,23,47.83,165,1,1,68.2,2,7,7.17,6.09,CartQu00
Tim Couch,QB,26.059,2003-09-28,NFL,CLE,,CIN,L 14-21,4,4,Sun,23,36,63.89,280,2,1,94.7,,10,7.78,7.64,CoucTi00
Jake Delhomme,QB,28.261,2003-09-28,NFL,CAR,,ATL,W 23-3,3,4,Sun,17,27,62.96,168,1,0,92.8,0,0,6.22,6.96,DelhJa00
Gus Frerotte,QB,32.059,2003-09-28,NFL,MIN,,SFO,W 35-7,4,4,Sun,16,21,76.19,267,4,0,157.2,2,15,12.71,16.52,FrerGu00
Rich Gannon,QB,37.282,2003-09-28,NFL,OAK,,SDG,W 34-31,4,4,Sun,26,43,60.47,348,3,1,99.8,3,20,8.09,8.44,GannRi00
Jeff Garcia,QB,33.216,2003-09-28,NFL,SFO,@,MIN,L 7-35,4,4,Sun,11,23,47.83,108,0,3,21.9,2,8,4.70,-1.17,GarcJe00
Trent Green,QB,33.081,2003-09-28,NFL,KAN,@,BAL,W 17-10,4,4,Sun,17,28,60.71,159,1,0,88.2,3,23,5.68,6.39,GreeTr00
Joey Harrington,QB,24.342,2003-09-28,NFL,DET,@,DEN,L 16-20,4,4,Sun,15,33,45.45,149,2,0,79.0,,8,4.52,5.73,HarrJo00
Brock Huard,QB,27.166,2003-09-28,NFL,IND,@,NOR,W 55-21,4,4,Sun,1,2,50.00,13,0,0,70.8,0,0,6.50,6.50,HuarBr00
Doug Johnson,QB,25.336,2003-09-28,NFL,ATL,@,CAR,L 3-23,4,4,Sun,14,23,60.87,152,0,1,62.2,6,29,6.61,4.65,JohnDo00
Jon Kitna,QB,31.007,2003-09-28,NFL,CIN,@,CLE,W 21-14,4,4,Sun,23,31,74.19,215,3,0,125.1,0,0,6.94,8.87,KitnJo00
Byron Leftwich,QB,23.257,2003-09-28,NFL,JAX,@,HOU,L 20-24,4,4,Sun,17,36,47.22,231,1,3,42.7,0,0,6.42,3.22,LeftBy00
Stacey Mack,RB,28.094,2003-09-28,NFL,HOU,,JAX,W 24-20,4,4,Sun,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,MackSt00
Tommy Maddox,QB,32.026,2003-09-28,NFL,PIT,,TEN,L 13-30,4,4,Sun,31,47,65.96,332,0,2,68.8,3,25,7.06,5.15,MaddTo00
Peyton Manning,QB,27.188,2003-09-28,NFL,IND,@,NOR,W 55-21,4,4,Sun,20,25,80.00,314,6,0,158.3,1,9,12.56,17.36,MannPe00
Josh McCown,QB,24.086,2003-09-28,NFL,ARI,@,STL,L 13-37,4,4,Sun,3,4,75.00,47,0,0,113.5,0,0,11.75,11.75,McCoJo01
Donovan McNabb,QB,26.307,2003-09-28,NFL,PHI,@,BUF,W 23-13,3,4,Sun,18,29,62.07,173,0,0,78.7,2,14,5.97,5.97,McNaDo00
Steve McNair,QB,30.226,2003-09-28,NFL,TEN,@,PIT,W 30-13,4,4,Sun,15,16,93.75,161,3,0,148.2,1,3,10.06,13.81,McNaSt00
Jake Plummer,QB,28.283,2003-09-28,NFL,DEN,,DET,W 20-16,4,4,Sun,25,34,73.53,277,2,0,116.9,3,24,8.15,9.32,PlumJa00
Patrick Ramsey,QB,24.226,2003-09-28,NFL,WAS,,NWE,W 20-17,4,4,Sun,10,22,45.45,147,0,0,67.8,2,13,6.68,6.68,RamsPa00
Tim Rattay,QB,26.197,2003-09-28,NFL,SFO,@,MIN,L 7-35,4,4,Sun,12,18,66.67,146,1,0,110.0,2,19,8.11,9.22,RattTi00
Vinny Testaverde,QB,39.319,2003-09-28,NFL,NYJ,,DAL,L 6-17,4,4,Sun,21,29,72.41,219,0,0,93.9,0,0,7.55,7.55,TestVi00
LaBrandon Toefield,RB,23.004,2003-09-28,NFL,JAX,@,HOU,L 20-24,4,4,Sun,1,1,100.00,32,0,0,118.7,0,0,32.00,32.00,ToefLa00
LaDainian Tomlinson*,RB,24.097,2003-09-28,NFL,SDG,@,OAK,L 31-34,4,4,Sun,1,1,100.00,21,1,0,158.3,0,0,21.00,41.00,TomlLa00
Brett Favre*,QB,33.354,2003-09-29,NFL,GNB,@,CHI,W 38-23,4,4,Mon,21,29,72.41,179,3,1,108.3,0,0,6.17,6.69,FavrBr00
Doug Pederson,QB,35.241,2003-09-29,NFL,GNB,@,CHI,W 38-23,4,4,Mon,1,1,100.00,14,0,0,118.7,0,0,14.00,14.00,PedeDo00
Kordell Stewart,QB,30.348,2003-09-29,NFL,CHI,,GNB,L 23-38,3,4,Mon,25,44,56.82,201,0,2,49.5,5,21,4.57,2.52,StewKo00
Charlie Batch,QB,28.304,2003-10-05,NFL,PIT,,CLE,L 13-33,5,5,Sun,3,6,50.00,25,0,0,61.1,0,0,4.17,4.17,BatcCh00
Jeff Blake,QB,32.305,2003-10-05,NFL,ARI,@,DAL,L 7-24,5,5,Sun,14,28,50.00,121,1,2,43.9,3,2,4.32,1.82,BlakJe00
