Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,XP Made,XP Att,XP %,FG Made,FG Att,FG %,2PM,Sfty,TD,Pts,unique_id
Nate Kaeding,K,24.169,2006-09-11,NFL,SDG,@,OAK,W 27-0,1,1,Mon,3,3,100.0,2,2,100.0,,,0,9,kaedinat01
Ryan Longwell,K,32.026,2006-09-11,NFL,MIN,@,WAS,W 19-16,1,1,Mon,1,1,100.0,2,3,66.7,,,0,7,longwrya01
David Akers,K,31.282,2006-09-17,NFL,PHI,,NYG,L 24-30,2,2,Sun,3,3,100.0,1,2,50.0,,,0,6,akersdav01
Josh Brown,K,27.141,2006-09-17,NFL,SEA,,ARI,W 21-10,2,2,Sun,3,3,100.0,,1,0.0,,,0,3,brownjos01
Kris Brown,PK,29.268,2006-09-17,NFL,HOU,@,IND,L 24-43,2,2,Sun,3,3,100.0,1,1,100.0,,,0,6,brownkri01
Matt Bryant,K,31.111,2006-09-17,NFL,TAM,@,ATL,L 3-14,2,2,Sun,,,,1,3,33.3,,,0,3,bryanmat01
John Carney,K,42.150,2006-09-17,NFL,NOR,@,GNB,W 34-27,2,2,Sun,4,4,100.0,2,2,100.0,,,0,10,carnejoh01
Phil Dawson,K,31.237,2006-09-17,NFL,CLE,@,CIN,L 17-34,2,2,Sun,2,2,100.0,1,1,100.0,,,0,5,dawsophi01
Jason Elam,K,36.193,2006-09-17,NFL,DEN,,KAN,W 9-6,2,2,Sun,,,,3,4,75.0,,,0,9,elamxjas01
Jay Feely,K,30.117,2006-09-17,NFL,NYG,@,PHI,W 30-24,2,2,Sun,3,3,100.0,1,1,100.0,,,0,6,feelyjay01
Stephen Gostkowski,K,22.232,2006-09-17,NFL,NWE,@,NYJ,W 24-17,2,2,Sun,3,3,100.0,1,2,50.0,,,0,6,GostSt20
Robbie Gould,K,23.285,2006-09-17,NFL,CHI,,DET,W 34-7,2,2,Sun,4,4,100.0,2,2,100.0,,,0,10,gouldrob01
Shayne Graham,K,28.282,2006-09-17,NFL,CIN,,CLE,W 34-17,2,2,Sun,4,4,100.0,2,3,66.7,,,0,10,grahasha01
John Hall,K,32.184,2006-09-17,NFL,WAS,@,DAL,L 10-27,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,hallxjoh01
Jason Hanson,K,36.092,2006-09-17,NFL,DET,@,CHI,L 7-34,2,2,Sun,1,1,100.0,,1,0.0,,,0,1,hansojas01
Sebastian Janikowski,K,28.199,2006-09-17,NFL,OAK,@,BAL,L 6-28,2,2,Sun,,,,2,2,100.0,,,0,6,janikseb01
Nate Kaeding,K,24.175,2006-09-17,NFL,SDG,,TEN,W 40-7,2,2,Sun,4,4,100.0,4,4,100.0,,,0,16,kaedinat01
John Kasay,K,36.325,2006-09-17,NFL,CAR,@,MIN,L 13-16,2,2,Sun,1,1,100.0,2,2,100.0,,,0,7,kasayjoh01
Michael Koenen,P,24.066,2006-09-17,NFL,ATL,,TAM,W 14-3,2,2,Sun,2,2,100.0,,4,0.0,,,0,2,koenemic01
Rian Lindell,K,29.240,2006-09-17,NFL,BUF,@,MIA,W 16-6,2,2,Sun,1,1,100.0,3,3,100.0,,,0,10,linderia01
Ryan Longwell,K,32.032,2006-09-17,NFL,MIN,,CAR,W 16-13,2,2,Sun,1,1,100.0,3,4,75.0,,,0,10,longwrya01
Olindo Mare,K,33.103,2006-09-17,NFL,MIA,,BUF,L 6-16,2,2,Sun,,,,,1,0.0,,,0,0,marexoli01
Joe Nedney,K,33.179,2006-09-17,NFL,SFO,,STL,W 20-13,2,2,Sun,2,2,100.0,2,3,66.7,,,0,8,nednejoe01
Mike Nugent,K,24.199,2006-09-17,NFL,NYJ,,NWE,L 17-24,2,2,Sun,2,2,100.0,1,1,100.0,,,0,5,nugenmik01
Neil Rackers,K,30.032,2006-09-17,NFL,ARI,@,SEA,L 10-21,2,2,Sun,1,1,100.0,1,3,33.3,,,0,4,rackenei01
Dave Rayner,K,23.326,2006-09-17,NFL,GNB,,NOR,L 27-34,2,2,Sun,3,3,100.0,2,2,100.0,,,0,9,raynedav01
Matt Stover,K,38.233,2006-09-17,NFL,BAL,,OAK,W 28-6,2,2,Sun,2,2,100.0,4,4,100.0,,,0,14,stovemat01
Lawrence Tynes,K,28.137,2006-09-17,NFL,KAN,@,DEN,L 6-9,2,2,Sun,,,,2,2,100.0,,,0,6,tyneslaw01
Mike Vanderjagt,K,36.177,2006-09-17,NFL,DAL,,WAS,W 27-10,2,2,Sun,3,3,100.0,2,2,100.0,,,0,9,vandemik01
Adam Vinatieri,K,33.263,2006-09-17,NFL,IND,,HOU,W 43-24,2,2,Sun,4,4,100.0,3,3,100.0,,,0,13,vinatada01
Jeff Wilkins,K,34.151,2006-09-17,NFL,STL,@,SFO,L 13-20,2,2,Sun,1,1,100.0,2,3,66.7,,,0,7,wilkijef01
Josh Scobee,PK,24.087,2006-09-18,NFL,JAX,,PIT,W 9-0,2,2,Mon,,,,3,3,100.0,,,0,9,scobejos01
David Akers,K,31.289,2006-09-24,NFL,PHI,@,SFO,W 38-24,3,3,Sun,5,5,100.0,1,2,50.0,,,0,8,akersdav01
Rob Bironas,K,28.238,2006-09-24,NFL,TEN,@,MIA,L 10-13,3,3,Sun,1,1,100.0,1,2,50.0,,,0,4,bironrob01
Matt Bryant,K,31.118,2006-09-24,NFL,TAM,,CAR,L 24-26,3,3,Sun,3,3,100.0,1,1,100.0,,,0,6,bryanmat01
Jason Elam,K,36.200,2006-09-24,NFL,DEN,@,NWE,W 17-7,3,3,Sun,2,2,100.0,1,1,100.0,,,0,5,elamxjas01
Jay Feely,K,30.124,2006-09-24,NFL,NYG,@,SEA,L 30-42,3,3,Sun,3,3,100.0,1,1,100.0,,,0,6,feelyjay01
Stephen Gostkowski,K,22.239,2006-09-24,NFL,NWE,,DEN,L 7-17,3,3,Sun,1,1,100.0,,1,0.0,,,0,1,GostSt20
Robbie Gould,K,23.292,2006-09-24,NFL,CHI,@,MIN,W 19-16,3,3,Sun,1,1,100.0,4,4,100.0,,,0,13,gouldrob01
John Hall,K,32.191,2006-09-24,NFL,WAS,@,HOU,W 31-15,3,3,Sun,4,4,100.0,1,1,100.0,,,0,7,hallxjoh01
Jason Hanson,K,36.099,2006-09-24,NFL,DET,,GNB,L 24-31,3,3,Sun,3,3,100.0,1,1,100.0,,,0,6,hansojas01
John Kasay,K,36.332,2006-09-24,NFL,CAR,@,TAM,W 26-24,3,3,Sun,2,2,100.0,4,4,100.0,,,0,14,kasayjoh01
Rian Lindell,K,29.247,2006-09-24,NFL,BUF,,NYJ,L 20-28,3,3,Sun,2,2,100.0,2,2,100.0,,,0,8,linderia01
Ryan Longwell,K,32.039,2006-09-24,NFL,MIN,,CHI,L 16-19,3,3,Sun,1,1,100.0,3,3,100.0,,,0,10,longwrya01
Olindo Mare,K,33.110,2006-09-24,NFL,MIA,,TEN,W 13-10,3,3,Sun,1,1,100.0,2,3,66.7,,,0,7,marexoli01
Joe Nedney,K,33.186,2006-09-24,NFL,SFO,,PHI,L 24-38,3,3,Sun,3,3,100.0,1,1,100.0,,,0,6,nednejoe01
Dave Rayner,K,23.333,2006-09-24,NFL,GNB,@,DET,W 31-24,3,3,Sun,4,4,100.0,1,1,100.0,,,0,7,raynedav01
Jeff Reed,K,27.168,2006-09-24,NFL,PIT,,CIN,L 20-28,3,3,Sun,2,2,100.0,2,3,66.7,,,0,8,reedxjef01
Josh Scobee,PK,24.093,2006-09-24,NFL,JAX,@,IND,L 14-21,3,3,Sun,2,2,100.0,,2,0.0,,,0,2,scobejos01
Matt Stover,K,38.240,2006-09-24,NFL,BAL,@,CLE,W 15-14,3,3,Sun,,,,3,3,100.0,,,0,9,stovemat01
Jeff Wilkins,K,34.158,2006-09-24,NFL,STL,@,ARI,W 16-14,3,3,Sun,1,1,100.0,3,3,100.0,,,0,10,wilkijef01
Morten Andersen*,K,46.037,2006-09-25,NFL,ATL,@,NOR,L 3-23,3,3,Mon,,,,1,2,50.0,,,0,3,andermor01
John Carney,K,42.158,2006-09-25,NFL,NOR,,ATL,W 23-3,3,3,Mon,2,2,100.0,3,3,100.0,,,0,11,carnejoh01
Morten Andersen*,K,46.043,2006-10-01,NFL,ATL,,ARI,W 32-10,4,4,Sun,2,2,100.0,5,5,100.0,,,0,17,andermor01
Rob Bironas,K,28.245,2006-10-01,NFL,TEN,,DAL,L 14-45,4,4,Sun,,,,2,2,100.0,,,0,6,bironrob01
Josh Brown,K,27.155,2006-10-01,NFL,SEA,@,CHI,L 6-37,4,4,Sun,,,,2,2,100.0,,,0,6,brownjos01
Kris Brown,PK,29.282,2006-10-01,NFL,HOU,,MIA,W 17-15,4,4,Sun,2,2,100.0,1,1,100.0,,,0,5,brownkri01
John Carney,K,42.164,2006-10-01,NFL,NOR,@,CAR,L 18-21,4,4,Sun,1,1,100.0,1,2,50.0,,,0,4,carnejoh01
Phil Dawson,K,31.251,2006-10-01,NFL,CLE,@,OAK,W 24-21,4,4,Sun,3,3,100.0,1,2,50.0,,,0,6,dawsophi01
Stephen Gostkowski,K,22.246,2006-10-01,NFL,NWE,@,CIN,W 38-13,4,4,Sun,5,5,100.0,1,2,50.0,,,0,8,GostSt20
Robbie Gould,K,23.299,2006-10-01,NFL,CHI,,SEA,W 37-6,4,4,Sun,4,4,100.0,3,3,100.0,,,0,13,gouldrob01
Shayne Graham,K,28.296,2006-10-01,NFL,CIN,,NWE,L 13-38,4,4,Sun,1,1,100.0,2,2,100.0,,,0,7,grahasha01
Martin Gramatica,K,30.308,2006-10-01,NFL,IND,@,NYJ,W 31-28,4,4,Sun,4,4,100.0,1,1,100.0,,,0,7,gramamar01
John Hall,K,32.198,2006-10-01,NFL,WAS,,JAX,W 36-30,4,4,Sun,3,3,100.0,3,3,100.0,,,0,12,hallxjoh01
Jason Hanson,K,36.106,2006-10-01,NFL,DET,@,STL,L 34-41,4,4,Sun,4,4,100.0,2,2,100.0,,,0,10,hansojas01
Nate Kaeding,K,24.189,2006-10-01,NFL,SDG,@,BAL,L 13-16,3,4,Sun,1,1,100.0,2,3,66.7,,,0,7,kaedinat01
Michael Koenen,P,24.080,2006-10-01,NFL,ATL,,ARI,W 32-10,4,4,Sun,,,,1,1,100.0,,,0,3,koenemic01
Rian Lindell,K,29.254,2006-10-01,NFL,BUF,,MIN,W 17-12,4,4,Sun,2,2,100.0,1,2,50.0,,,0,5,linderia01
Ryan Longwell,K,32.046,2006-10-01,NFL,MIN,@,BUF,L 12-17,4,4,Sun,,,,2,2,100.0,,,0,6,longwrya01
Olindo Mare,K,33.117,2006-10-01,NFL,MIA,@,HOU,L 15-17,4,4,Sun,,,,3,3,100.0,,,0,9,marexoli01
Joe Nedney,K,33.193,2006-10-01,NFL,SFO,@,KAN,L 0-41,4,4,Sun,,,,,1,0.0,,,0,0,nednejoe01
Neil Rackers,K,30.046,2006-10-01,NFL,ARI,@,ATL,L 10-32,4,4,Sun,1,1,100.0,1,1,100.0,,,0,4,rackenei01
Josh Scobee,PK,24.100,2006-10-01,NFL,JAX,@,WAS,L 30-36,4,4,Sun,3,3,100.0,3,3,100.0,,,0,12,scobejos01
Lawrence Tynes,K,28.151,2006-10-01,NFL,KAN,,SFO,W 41-0,3,4,Sun,5,5,100.0,2,2,100.0,,,0,11,tyneslaw01
Mike Vanderjagt,K,36.191,2006-10-01,NFL,DAL,@,TEN,W 45-14,3,4,Sun,6,6,100.0,1,2,50.0,,,0,9,vandemik01
Jeff Wilkins,K,34.165,2006-10-01,NFL,STL,,DET,W 41-34,4,4,Sun,3,3,100.0,4,5,80.0,,,0,15,wilkijef01
David Akers,K,31.297,2006-10-02,NFL,PHI,,GNB,W 31-9,4,4,Mon,4,4,100.0,1,1,100.0,,,0,7,akersdav01
Dave Rayner,K,23.341,2006-10-02,NFL,GNB,@,PHI,L 9-31,4,4,Mon,,,,3,4,75.0,,,0,9,raynedav01
David Akers,K,31.303,2006-10-08,NFL,PHI,,DAL,W 38-24,5,5,Sun,5,5,100.0,1,1,100.0,,,0,8,akersdav01
Rob Bironas,K,28.252,2006-10-08,NFL,TEN,@,IND,L 13-14,5,5,Sun,1,1,100.0,2,2,100.0,,,0,7,bironrob01
John Carney,K,42.171,2006-10-08,NFL,NOR,,TAM,W 24-21,5,5,Sun,3,3,100.0,1,1,100.0,,,0,6,carnejoh01
Phil Dawson,K,31.258,2006-10-08,NFL,CLE,@,CAR,L 12-20,5,5,Sun,,,,4,4,100.0,,,0,12,dawsophi01
Jay Feely,K,30.138,2006-10-08,NFL,NYG,,WAS,W 19-3,4,5,Sun,1,1,100.0,4,5,80.0,,,0,13,feelyjay01
Stephen Gostkowski,K,22.253,2006-10-08,NFL,NWE,,MIA,W 20-10,5,5,Sun,2,2,100.0,2,2,100.0,,,0,8,GostSt20
Robbie Gould,K,23.306,2006-10-08,NFL,CHI,,BUF,W 40-7,5,5,Sun,4,4,100.0,4,4,100.0,,,0,16,gouldrob01
John Hall,K,32.205,2006-10-08,NFL,WAS,@,NYG,L 3-19,5,5,Sun,,,,1,2,50.0,,,0,3,hallxjoh01
Jason Hanson,K,36.113,2006-10-08,NFL,DET,@,MIN,L 17-26,5,5,Sun,2,2,100.0,1,1,100.0,,,0,5,hansojas01
Sebastian Janikowski,K,28.220,2006-10-08,NFL,OAK,@,SFO,L 20-34,4,5,Sun,2,2,100.0,2,2,100.0,,,0,8,janikseb01
Nate Kaeding,K,24.196,2006-10-08,NFL,SDG,,PIT,W 23-13,4,5,Sun,2,2,100.0,3,3,100.0,,,0,11,kaedinat01
John Kasay,K,36.346,2006-10-08,NFL,CAR,,CLE,W 20-12,5,5,Sun,2,2,100.0,2,3,66.7,,,0,8,kasayjoh01
Ryan Longwell,K,32.053,2006-10-08,NFL,MIN,,DET,W 26-17,5,5,Sun,2,3,66.7,2,2,100.0,,,0,8,longwrya01
Olindo Mare,K,33.124,2006-10-08,NFL,MIA,@,NWE,L 10-20,5,5,Sun,1,1,100.0,1,3,33.3,,,0,4,marexoli01
Joe Nedney,K,33.200,2006-10-08,NFL,SFO,,OAK,W 34-20,5,5,Sun,4,4,100.0,2,3,66.7,,,0,10,nednejoe01
Neil Rackers,K,30.053,2006-10-08,NFL,ARI,,KAN,L 20-23,5,5,Sun,2,2,100.0,2,3,66.7,,,0,8,rackenei01
Dave Rayner,K,23.347,2006-10-08,NFL,GNB,,STL,L 20-23,5,5,Sun,2,2,100.0,2,3,66.7,,,0,8,raynedav01
Jeff Reed,K,27.182,2006-10-08,NFL,PIT,@,SDG,L 13-23,4,5,Sun,1,1,100.0,2,2,100.0,,,0,7,reedxjef01
Josh Scobee,PK,24.107,2006-10-08,NFL,JAX,,NYJ,W 41-0,5,5,Sun,5,5,100.0,2,2,100.0,,,0,11,scobejos01
Lawrence Tynes,K,28.158,2006-10-08,NFL,KAN,@,ARI,W 23-20,4,5,Sun,2,2,100.0,3,3,100.0,,,0,11,tyneslaw01
Mike Vanderjagt,K,36.198,2006-10-08,NFL,DAL,@,PHI,L 24-38,4,5,Sun,3,3,100.0,1,1,100.0,,,0,6,vandemik01
Jeff Wilkins,K,34.172,2006-10-08,NFL,STL,@,GNB,W 23-20,5,5,Sun,2,2,100.0,3,3,100.0,,,0,11,wilkijef01
Jason Elam,K,36.215,2006-10-09,NFL,DEN,,BAL,W 13-3,4,5,Mon,1,1,100.0,2,2,100.0,,,0,7,elamxjas01
Matt Stover,K,38.255,2006-10-09,NFL,BAL,@,DEN,L 3-13,5,5,Mon,,,,1,1,100.0,,,0,3,stovemat01
David Akers,K,31.310,2006-10-15,NFL,PHI,@,NOR,L 24-27,6,6,Sun,3,3,100.0,1,1,100.0,,,0,6,akersdav01
Rob Bironas,K,28.259,2006-10-15,NFL,TEN,@,WAS,W 25-22,6,6,Sun,2,2,100.0,3,3,100.0,,,0,11,bironrob01
Josh Brown,K,27.169,2006-10-15,NFL,SEA,@,STL,W 30-28,5,6,Sun,3,3,100.0,3,4,75.0,,,0,12,brownjos01
Kris Brown,PK,29.296,2006-10-15,NFL,HOU,@,DAL,L 6-34,5,6,Sun,,,,2,2,100.0,,,0,6,brownkri01
Matt Bryant,K,31.139,2006-10-15,NFL,TAM,,CIN,W 14-13,5,6,Sun,2,2,100.0,,1,0.0,,,0,2,bryanmat01
John Carney,K,42.178,2006-10-15,NFL,NOR,,PHI,W 27-24,6,6,Sun,3,3,100.0,2,2,100.0,,,0,9,carnejoh01
Jason Elam,K,36.221,2006-10-15,NFL,DEN,,OAK,W 13-3,5,6,Sun,1,1,100.0,2,2,100.0,,,0,7,elamxjas01
Jay Feely,K,30.145,2006-10-15,NFL,NYG,@,ATL,W 27-14,5,6,Sun,3,3,100.0,2,2,100.0,,,0,9,feelyjay01
Shayne Graham,K,28.310,2006-10-15,NFL,CIN,@,TAM,L 13-14,5,6,Sun,1,1,100.0,2,3,66.7,,,0,7,grahasha01
Jason Hanson,K,36.120,2006-10-15,NFL,DET,,BUF,W 20-17,6,6,Sun,2,2,100.0,2,3,66.7,,,0,8,hansojas01
Sebastian Janikowski,K,28.227,2006-10-15,NFL,OAK,@,DEN,L 3-13,5,6,Sun,,,,1,2,50.0,,,0,3,janikseb01
Nate Kaeding,K,24.203,2006-10-15,NFL,SDG,@,SFO,W 48-19,5,6,Sun,6,6,100.0,2,2,100.0,,,0,12,kaedinat01
John Kasay,K,36.353,2006-10-15,NFL,CAR,@,BAL,W 23-21,6,6,Sun,2,2,100.0,3,3,100.0,,,0,11,kasayjoh01
Rian Lindell,K,29.268,2006-10-15,NFL,BUF,@,DET,L 17-20,6,6,Sun,2,2,100.0,1,1,100.0,,,0,5,linderia01
Olindo Mare,K,33.131,2006-10-15,NFL,MIA,@,NYJ,L 17-20,6,6,Sun,2,2,100.0,1,2,50.0,,,0,5,marexoli01
Joe Nedney,K,33.207,2006-10-15,NFL,SFO,,SDG,L 19-48,6,6,Sun,2,2,100.0,1,1,100.0,,,0,5,nednejoe01
Mike Nugent,K,24.227,2006-10-15,NFL,NYJ,,MIA,W 20-17,6,6,Sun,2,2,100.0,2,2,100.0,,,0,8,nugenmik01
Jeff Reed,K,27.189,2006-10-15,NFL,PIT,,KAN,W 45-7,5,6,Sun,6,6,100.0,1,2,50.0,,,0,9,reedxjef01
Mike Vanderjagt,K,36.205,2006-10-15,NFL,DAL,,HOU,W 34-6,5,6,Sun,4,4,100.0,2,2,100.0,,,0,10,vandemik01
Robbie Gould,K,23.314,2006-10-16,NFL,CHI,@,ARI,W 24-23,6,6,Mon,3,3,100.0,1,1,100.0,,,0,6,gouldrob01
Neil Rackers,K,30.061,2006-10-16,NFL,ARI,,CHI,L 23-24,6,6,Mon,2,2,100.0,3,5,60.0,,,0,11,rackenei01
Morten Andersen*,K,46.064,2006-10-22,NFL,ATL,,PIT,W 41-38,6,7,Sun,5,5,100.0,2,3,66.7,,,0,11,andermor01
Josh Brown,K,27.176,2006-10-22,NFL,SEA,,MIN,L 13-31,6,7,Sun,1,1,100.0,2,2,100.0,,,0,7,brownjos01
Kris Brown,PK,29.303,2006-10-22,NFL,HOU,,JAX,W 27-7,6,7,Sun,3,3,100.0,2,3,66.7,,,0,9,brownkri01
Matt Bryant,K,31.146,2006-10-22,NFL,TAM,,PHI,W 23-21,6,7,Sun,2,2,100.0,3,3,100.0,,,0,11,bryanmat01
Jason Elam,K,36.228,2006-10-22,NFL,DEN,@,CLE,W 17-7,6,7,Sun,2,2,100.0,1,2,50.0,,,0,5,elamxjas01
Shayne Graham,K,28.317,2006-10-22,NFL,CIN,,CAR,W 17-14,6,7,Sun,2,2,100.0,1,1,100.0,,,0,5,grahasha01
Jason Hanson,,36.127,2006-10-22,NFL,DET,@,NYJ,L 24-31,7,7,Sun,3,3,100.0,1,1,100.0,,,0,6,hansojas01
Sebastian Janikowski,K,28.234,2006-10-22,NFL,OAK,,ARI,W 22-9,6,7,Sun,2,2,100.0,2,2,100.0,,,0,8,janikseb01
Nate Kaeding,K,24.210,2006-10-22,NFL,SDG,@,KAN,L 27-30,6,7,Sun,3,3,100.0,2,3,66.7,,,0,9,kaedinat01
Rian Lindell,K,29.275,2006-10-22,NFL,BUF,,NWE,L 6-28,7,7,Sun,,,,2,2,100.0,,,0,6,linderia01
Ryan Longwell,K,32.067,2006-10-22,NFL,MIN,@,SEA,W 31-13,6,7,Sun,4,4,100.0,1,2,50.0,,,0,7,longwrya01
Olindo Mare,K,33.138,2006-10-22,NFL,MIA,,GNB,L 24-34,7,7,Sun,1,1,100.0,3,4,75.0,,,0,10,marexoli01
Nick Novak,K,25.062,2006-10-22,NFL,WAS,@,IND,L 22-36,7,7,Sun,2,2,100.0,,2,0.0,,,0,2,novaknic01
Mike Nugent,,24.234,2006-10-22,NFL,NYJ,,DET,W 31-24,7,7,Sun,4,4,100.0,1,1,100.0,,,0,7,nugenmik01
Neil Rackers,K,30.067,2006-10-22,NFL,ARI,@,OAK,L 9-22,7,7,Sun,,,,3,4,75.0,,,0,9,rackenei01
Dave Rayner,K,23.361,2006-10-22,NFL,GNB,@,MIA,W 34-24,6,7,Sun,4,4,100.0,2,2,100.0,,,0,10,raynedav01
Jeff Reed,K,27.196,2006-10-22,NFL,PIT,@,ATL,L 38-41,6,7,Sun,5,5,100.0,1,1,100.0,,,0,8,reedxjef01
Lawrence Tynes,K,28.172,2006-10-22,NFL,KAN,,SDG,W 30-27,6,7,Sun,3,4,75.0,1,2,50.0,,,0,6,tyneslaw01
Adam Vinatieri,K,33.298,2006-10-22,NFL,IND,,WAS,W 36-22,6,7,Sun,3,3,100.0,3,3,100.0,,,0,12,vinatada01
Jay Feely,K,30.153,2006-10-23,NFL,NYG,@,DAL,W 36-22,6,7,Mon,4,4,100.0,2,2,100.0,,,0,10,feelyjay01
David Akers,K,31.324,2006-10-29,NFL,PHI,,JAX,L 6-13,8,8,Sun,,,,2,2,100.0,,,0,6,akersdav01
Morten Andersen*,K,46.071,2006-10-29,NFL,ATL,@,CIN,W 29-27,7,8,Sun,2,2,100.0,3,3,100.0,,,0,11,andermor01
Kris Brown,PK,29.310,2006-10-29,NFL,HOU,@,TEN,L 22-28,7,8,Sun,1,2,50.0,1,1,100.0,,,0,4,brownkri01
Matt Bryant,K,31.153,2006-10-29,NFL,TAM,@,NYG,L 3-17,7,8,Sun,,,,1,1,100.0,,,0,3,bryanmat01
Phil Dawson,K,31.279,2006-10-29,NFL,CLE,,NYJ,W 20-13,7,8,Sun,2,2,100.0,2,3,66.7,,,0,8,dawsophi01
Jason Elam,K,36.235,2006-10-29,NFL,DEN,,IND,L 31-34,7,8,Sun,4,4,100.0,1,1,100.0,,,0,7,elamxjas01
Jay Feely,K,30.159,2006-10-29,NFL,NYG,,TAM,W 17-3,7,8,Sun,2,2,100.0,1,1,100.0,,,0,5,feelyjay01
Robbie Gould,K,23.327,2006-10-29,NFL,CHI,,SFO,W 41-10,7,8,Sun,5,5,100.0,2,2,100.0,,,0,11,gouldrob01
Shayne Graham,K,28.324,2006-10-29,NFL,CIN,,ATL,L 27-29,7,8,Sun,3,3,100.0,2,2,100.0,,,0,9,grahasha01
Sebastian Janikowski,K,28.241,2006-10-29,NFL,OAK,,PIT,W 20-13,7,8,Sun,2,2,100.0,2,2,100.0,,,0,8,janikseb01
Nate Kaeding,K,24.217,2006-10-29,NFL,SDG,,STL,W 38-24,7,8,Sun,5,5,100.0,1,1,100.0,,,0,8,kaedinat01
John Kasay,K,37.002,2006-10-29,NFL,CAR,,DAL,L 14-35,8,8,Sun,2,2,100.0,,1,0.0,,,0,2,kasayjoh01
