Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,unique_id
Patrick Peterson,LCB,22.060,2012-09-09,NFL,ARI,,SEA,W 20-16,1,1,Sun,4,37,9.25,0,PetePa00
Marcus Sherels,CB,24.345,2012-09-09,NFL,MIN,,JAX,W 26-23,1,1,Sun,2,22,11.00,0,SherMa20
Darren Sproles,RB,29.081,2012-09-09,NFL,NOR,,WAS,L 32-40,1,1,Sun,2,14,7.00,0,SproDa00
Sammie Stroughter,WR,26.250,2012-09-09,NFL,TAM,,CAR,W 16-10,1,1,Sun,1,0,0.00,0,StroSa00
Marcus Thigpen,RB,26.117,2012-09-09,NFL,MIA,@,HOU,L 10-30,1,1,Sun,2,76,38.00,1,ThigMa00
Mike Thomas,WR,25.097,2012-09-09,NFL,JAX,@,MIN,L 23-26,1,1,Sun,2,16,8.00,0,ThomMi01
Leon Washington,RB,30.011,2012-09-09,NFL,SEA,@,ARI,L 16-20,1,1,Sun,3,51,17.00,0,WashLe00
Kyle Williams,WR,24.052,2012-09-09,NFL,SFO,@,GNB,W 30-22,1,1,Sun,1,20,20.00,0,WillKy01
Phillip Adams,DB,24.052,2012-09-10,NFL,OAK,,SDG,L 14-22,1,1,Mon,1,15,15.00,0,AdamPh00
Jacoby Jones,WR,28.061,2012-09-10,NFL,BAL,,CIN,W 44-13,1,1,Mon,1,9,9.00,0,JoneJa03
Eddie Royal,WR-K,26.112,2012-09-10,NFL,SDG,@,OAK,W 22-14,1,1,Mon,2,18,9.00,0,RoyaEd00
Brandon Tate,WR,24.341,2012-09-10,NFL,CIN,@,BAL,L 13-44,1,1,Mon,2,19,9.50,0,TateBr00
Lardarius Webb,LCB,26.334,2012-09-10,NFL,BAL,,CIN,W 44-13,1,1,Mon,1,9,9.00,0,WebbLa99
Randall Cobb,WR,22.022,2012-09-13,NFL,GNB,,CHI,W 23-10,2,2,Thu,1,16,16.00,0,CobbRa00
Devin Hester,WR,29.314,2012-09-13,NFL,CHI,@,GNB,L 10-23,2,2,Thu,2,8,4.00,0,HestDe99
Sam Shields,RCB,24.280,2012-09-13,NFL,GNB,,CHI,W 23-10,2,2,Thu,1,0,0.00,0,ShieSa00
Joe Adams,WR,22.299,2012-09-16,NFL,CAR,,NOR,W 35-27,2,2,Sun,1,14,14.00,0,AdamJo01
Phillip Adams,DB,24.058,2012-09-16,NFL,OAK,@,MIA,L 13-35,2,2,Sun,5,58,11.60,0,AdamPh00
Danny Amendola,WR,26.319,2012-09-16,NFL,STL,,WAS,W 31-28,2,2,Sun,4,29,7.25,0,AmenDa00
Javier Arenas,CB,24.324,2012-09-16,NFL,KAN,@,BUF,L 17-35,2,2,Sun,3,40,13.33,0,ArenJa99
Brandon Banks,WR,24.270,2012-09-16,NFL,WAS,@,STL,L 28-31,2,2,Sun,1,-3,-3.00,0,BankBr00
Davone Bess,WR,27.003,2012-09-16,NFL,MIA,,OAK,W 35-13,2,2,Sun,1,11,11.00,0,BessDa00
Steve Breaston,WR,29.027,2012-09-16,NFL,KAN,@,BUF,L 17-35,2,2,Sun,1,21,21.00,0,BreaSt00
Antonio Brown,WR,24.068,2012-09-16,NFL,PIT,,NYJ,W 27-10,2,2,Sun,1,10,10.00,0,BrowAn04
Dez Bryant,WR,23.317,2012-09-16,NFL,DAL,@,SEA,L 7-27,2,2,Sun,2,2,1.00,0,BryaDe01
Josh Cribbs,WR,29.099,2012-09-16,NFL,CLE,@,CIN,L 27-34,2,2,Sun,1,9,9.00,0,CribJo01
Julian Edelman,WR,26.117,2012-09-16,NFL,NWE,,ARI,L 18-20,2,2,Sun,2,25,12.50,0,EdelJu00
T.Y. Hilton,WR,22.307,2012-09-16,NFL,IND,,MIN,W 23-20,2,2,Sun,1,11,11.00,0,HiltT.00
Trindon Holliday,WR,26.142,2012-09-16,NFL,HOU,@,JAX,W 27-7,2,2,Sun,6,77,12.83,0,HollTr00
Damaris Johnson,WR,22.299,2012-09-16,NFL,PHI,,BAL,W 24-23,2,2,Sun,3,10,3.33,0,JohnDa04
Adam Jones,CB,28.352,2012-09-16,NFL,CIN,,CLE,W 34-27,2,2,Sun,3,90,30.00,1,JonePa20
Jacoby Jones,WR,28.067,2012-09-16,NFL,BAL,@,PHI,L 23-24,2,2,Sun,3,34,11.33,0,JoneJa03
Jeremy Kerley,WR,23.313,2012-09-16,NFL,NYJ,@,PIT,L 10-27,2,2,Sun,3,6,2.00,0,KerlJe00
Stefan Logan,RB,31.106,2012-09-16,NFL,DET,@,SFO,L 19-27,2,2,Sun,1,10,10.00,0,LogaSt00
Leodis McKelvin,CB,27.015,2012-09-16,NFL,BUF,,KAN,W 35-17,2,2,Sun,3,98,32.67,1,McKeLe99
Patrick Peterson,LCB,22.067,2012-09-16,NFL,ARI,@,NWE,W 20-18,2,2,Sun,1,3,3.00,0,PetePa00
Chris Rainey,RB,24.198,2012-09-16,NFL,PIT,,NYJ,W 27-10,2,2,Sun,1,13,13.00,0,RainCh00
Rueben Randle,WR,21.132,2012-09-16,NFL,NYG,,TAM,W 41-34,2,2,Sun,2,23,11.50,0,RandRu00
Darius Reynaud,RB,27.262,2012-09-16,NFL,TEN,@,SDG,L 10-38,2,2,Sun,3,30,10.00,0,ReynDa00
Eddie Royal,WR-K,26.118,2012-09-16,NFL,SDG,,TEN,W 38-10,2,2,Sun,1,1,1.00,0,RoyaEd00
Marcus Sherels,CB,24.352,2012-09-16,NFL,MIN,@,IND,L 20-23,2,2,Sun,5,51,10.20,0,SherMa20
Darren Sproles,RB,29.088,2012-09-16,NFL,NOR,@,CAR,L 27-35,2,2,Sun,2,30,15.00,0,SproDa00
Sammie Stroughter,WR,26.257,2012-09-16,NFL,TAM,@,NYG,L 34-41,2,2,Sun,2,16,8.00,0,StroSa00
Marcus Thigpen,RB,26.124,2012-09-16,NFL,MIA,,OAK,W 35-13,2,2,Sun,5,74,14.80,0,ThigMa00
Mike Thomas,WR,25.104,2012-09-16,NFL,JAX,,HOU,L 7-27,2,2,Sun,3,32,10.67,0,ThomMi01
Leon Washington,RB,30.018,2012-09-16,NFL,SEA,,DAL,W 27-7,2,2,Sun,1,7,7.00,0,WashLe00
Kyle Williams,WR,24.059,2012-09-16,NFL,SFO,,DET,W 27-19,2,2,Sun,1,8,8.00,0,WillKy01
Eric Decker,WR,25.186,2012-09-17,NFL,DEN,@,ATL,L 21-27,2,2,Mon,1,9,9.00,0,DeckEr00
Dominique Franks,CB,24.345,2012-09-17,NFL,ATL,,DEN,W 27-21,2,2,Mon,1,-2,-2.00,0,FranDo99
Jim Leonhard,FS,29.326,2012-09-17,NFL,DEN,@,ATL,L 21-27,2,2,Mon,2,2,1.00,0,LeonJi23
Joe Adams,WR,22.303,2012-09-20,NFL,CAR,,NYG,L 7-36,3,3,Thu,1,0,0.00,0,AdamJo01
Rueben Randle,WR,21.136,2012-09-20,NFL,NYG,@,CAR,W 36-7,3,3,Thu,1,6,6.00,0,RandRu00
Phillip Adams,DB,24.065,2012-09-23,NFL,OAK,,PIT,W 34-31,3,3,Sun,1,5,5.00,0,AdamPh00
Danny Amendola,WR,26.326,2012-09-23,NFL,STL,@,CHI,L 6-23,3,3,Sun,2,20,10.00,0,AmenDa00
Javier Arenas,CB,24.331,2012-09-23,NFL,KAN,@,NOR,W 27-24,3,3,Sun,3,40,13.33,0,ArenJa99
Brandon Banks,WR,24.277,2012-09-23,NFL,WAS,,CIN,L 31-38,3,3,Sun,1,-1,-1.00,0,BankBr00
Davone Bess,WR,27.010,2012-09-23,NFL,MIA,,NYJ,L 20-23,3,3,Sun,1,10,10.00,0,BessDa00
Antonio Brown,WR,24.075,2012-09-23,NFL,PIT,@,OAK,L 31-34,3,3,Sun,2,22,11.00,0,BrowAn04
Dez Bryant,WR,23.324,2012-09-23,NFL,DAL,,TAM,W 16-10,3,3,Sun,3,43,14.33,0,BryaDe01
Josh Cribbs,WR,29.106,2012-09-23,NFL,CLE,,BUF,L 14-24,3,3,Sun,3,43,14.33,0,CribJo01
Eric Decker,WR,25.192,2012-09-23,NFL,DEN,,HOU,L 25-31,3,3,Sun,1,13,13.00,0,DeckEr00
Julian Edelman,WR,26.124,2012-09-23,NFL,NWE,@,BAL,L 30-31,3,3,Sun,1,11,11.00,0,EdelJu00
Dominique Franks,CB,24.351,2012-09-23,NFL,ATL,@,SDG,W 27-3,3,3,Sun,2,34,17.00,0,FranDo99
Devin Hester,WR,29.324,2012-09-23,NFL,CHI,,STL,W 23-6,3,3,Sun,3,39,13.00,0,HestDe99
T.Y. Hilton,WR,22.314,2012-09-23,NFL,IND,,JAX,L 17-22,3,3,Sun,4,29,7.25,0,HiltT.00
Trindon Holliday,WR,26.149,2012-09-23,NFL,HOU,@,DEN,W 31-25,3,3,Sun,4,19,4.75,0,HollTr00
Damaris Johnson,WR,22.306,2012-09-23,NFL,PHI,@,ARI,L 6-27,3,3,Sun,2,16,8.00,0,JohnDa04
Adam Jones,LCB,28.359,2012-09-23,NFL,CIN,@,WAS,W 38-31,3,3,Sun,2,8,4.00,0,JonePa20
Jacoby Jones,WR,28.074,2012-09-23,NFL,BAL,,NWE,W 31-30,3,3,Sun,2,19,9.50,0,JoneJa03
Jeremy Kerley,WR,23.320,2012-09-23,NFL,NYJ,@,MIA,W 23-20,3,3,Sun,3,45,15.00,0,KerlJe00
Jim Leonhard,FS,29.332,2012-09-23,NFL,DEN,,HOU,L 25-31,3,3,Sun,3,16,5.33,0,LeonJi23
Leodis McKelvin,CB,27.022,2012-09-23,NFL,BUF,@,CLE,W 24-14,3,3,Sun,2,53,26.50,0,McKeLe99
Patrick Peterson,LCB,22.074,2012-09-23,NFL,ARI,,PHI,W 27-6,3,3,Sun,5,52,10.40,0,PetePa00
Darius Reynaud,RB,27.269,2012-09-23,NFL,TEN,,DET,W 44-41,3,3,Sun,3,8,2.67,0,ReynDa00
Eddie Royal,WR-K,26.125,2012-09-23,NFL,SDG,,ATL,L 3-27,3,3,Sun,1,3,3.00,0,RoyaEd00
Jordan Shipley,WR,26.275,2012-09-23,NFL,TAM,@,DAL,L 10-16,3,3,Sun,3,10,3.33,0,ShipJo00
Darren Sproles,RB,29.095,2012-09-23,NFL,NOR,,KAN,L 24-27,3,3,Sun,1,2,2.00,0,SproDa00
Micheal Spurlock,WR-K,29.236,2012-09-23,NFL,SDG,,ATL,L 3-27,3,3,Sun,1,8,8.00,0,SpurMi00
Brandon Tate,WR,24.354,2012-09-23,NFL,CIN,@,WAS,W 38-31,3,3,Sun,2,16,8.00,0,TateBr00
Marcus Thigpen,RB,26.131,2012-09-23,NFL,MIA,,NYJ,L 20-23,3,3,Sun,2,9,4.50,0,ThigMa00
Mike Thomas,WR,25.111,2012-09-23,NFL,JAX,@,IND,W 22-17,3,3,Sun,3,8,2.67,0,ThomMi01
Kyle Williams,WR,24.066,2012-09-23,NFL,SFO,@,MIN,L 13-24,3,3,Sun,2,24,12.00,0,WillKy01
Randall Cobb,WR,22.033,2012-09-24,NFL,GNB,@,SEA,L 12-14,3,3,Mon,3,12,4.00,0,CobbRa00
Leon Washington,RB,30.026,2012-09-24,NFL,SEA,,GNB,W 14-12,3,3,Mon,2,5,2.50,0,WashLe00
Travis Benjamin,WR,22.273,2012-09-27,NFL,CLE,@,BAL,L 16-23,4,4,Thu,1,40,40.00,0,BenjTr00
Josh Cribbs,WR,29.110,2012-09-27,NFL,CLE,@,BAL,L 16-23,4,4,Thu,1,14,14.00,0,CribJo01
Jacoby Jones,WR,28.078,2012-09-27,NFL,BAL,,CLE,W 23-16,4,4,Thu,1,0,0.00,0,JoneJa03
Danny Amendola,WR,26.333,2012-09-30,NFL,STL,,SEA,W 19-13,4,4,Sun,1,18,18.00,0,AmenDa00
Javier Arenas,CB,24.338,2012-09-30,NFL,KAN,,SDG,L 20-37,4,4,Sun,3,39,13.00,0,ArenJa99
Brandon Banks,WR,24.284,2012-09-30,NFL,WAS,@,TAM,W 24-22,4,4,Sun,3,17,5.67,0,BankBr00
Davone Bess,WR,27.017,2012-09-30,NFL,MIA,@,ARI,L 21-24,4,4,Sun,1,9,9.00,0,BessDa00
Dominique Franks,CB,24.358,2012-09-30,NFL,ATL,,CAR,W 30-28,4,4,Sun,2,17,8.50,0,FranDo99
Ted Ginn,WR,27.171,2012-09-30,NFL,SFO,@,NYJ,W 34-0,4,4,Sun,4,40,10.00,0,GinnTe00
Trindon Holliday,WR,26.156,2012-09-30,NFL,HOU,,TEN,W 38-14,4,4,Sun,4,34,8.50,0,HollTr00
Damaris Johnson,WR,22.313,2012-09-30,NFL,PHI,,NYG,W 19-17,4,4,Sun,1,3,3.00,0,JohnDa04
Jim Leonhard,FS,29.339,2012-09-30,NFL,DEN,,OAK,W 37-6,4,4,Sun,5,42,8.40,0,LeonJi23
Stefan Logan,RB,31.120,2012-09-30,NFL,DET,,MIN,L 13-20,4,4,Sun,3,35,11.67,0,LogaSt00
Captain Munnerlyn,CB,24.173,2012-09-30,NFL,CAR,@,ATL,L 28-30,4,4,Sun,3,23,7.67,0,MunnCa99
Roscoe Parrish,WR,30.076,2012-09-30,NFL,TAM,,WAS,L 22-24,4,4,Sun,4,36,9.00,0,ParrRo00
Patrick Peterson,LCB,22.081,2012-09-30,NFL,ARI,,MIA,W 24-21,4,4,Sun,4,18,4.50,0,PetePa00
Rueben Randle,WR,21.146,2012-09-30,NFL,NYG,@,PHI,L 17-19,4,4,Sun,3,29,9.67,0,RandRu00
Darius Reynaud,RB,27.276,2012-09-30,NFL,TEN,@,HOU,L 14-38,4,4,Sun,3,9,3.00,0,ReynDa00
Eddie Royal,WR-K,26.132,2012-09-30,NFL,SDG,@,KAN,W 37-20,4,4,Sun,1,0,0.00,0,RoyaEd00
Marcus Sherels,CB,25.000,2012-09-30,NFL,MIN,@,DET,W 20-13,4,4,Sun,1,77,77.00,1,SherMa20
Darren Sproles,RB,29.102,2012-09-30,NFL,NOR,@,GNB,L 27-28,4,4,Sun,1,4,4.00,0,SproDa00
Brandon Tate,WR,24.361,2012-09-30,NFL,CIN,@,JAX,W 27-10,4,4,Sun,3,33,11.00,0,TateBr00
Marcus Thigpen,RB,26.138,2012-09-30,NFL,MIA,@,ARI,L 21-24,4,4,Sun,1,0,0.00,0,ThigMa00
Leon Washington,RB,30.032,2012-09-30,NFL,SEA,@,STL,L 13-19,4,4,Sun,2,1,0.50,0,WashLe00
Wes Welker,WR,31.152,2012-09-30,NFL,NWE,@,BUF,W 52-28,4,4,Sun,1,14,14.00,0,WelkWe00
Devin Hester,WR,29.332,2012-10-01,NFL,CHI,@,DAL,W 34-18,4,4,Mon,1,8,8.00,0,HestDe99
Danny Amendola,WR,26.337,2012-10-04,NFL,STL,,ARI,W 17-3,5,5,Thu,1,14,14.00,0,AmenDa00
Janoris Jenkins,RCB,23.341,2012-10-04,NFL,STL,,ARI,W 17-3,5,5,Thu,3,22,7.33,0,JenkJa03
Patrick Peterson,LCB,22.085,2012-10-04,NFL,ARI,@,STL,L 3-17,5,5,Thu,5,76,15.20,0,PetePa00
Javier Arenas,CB,24.345,2012-10-07,NFL,KAN,,BAL,L 6-9,5,5,Sun,4,8,2.00,0,ArenJa99
Brandon Banks,WR,24.291,2012-10-07,NFL,WAS,,ATL,L 17-24,5,5,Sun,3,22,7.33,0,BankBr00
Antonio Brown,WR,24.089,2012-10-07,NFL,PIT,,PHI,W 16-14,4,5,Sun,1,7,7.00,0,BrowAn04
Randall Cobb,WR,22.046,2012-10-07,NFL,GNB,@,IND,L 27-30,5,5,Sun,4,19,4.75,0,CobbRa00
Terrance Copper,WR,30.209,2012-10-07,NFL,KAN,,BAL,L 6-9,5,5,Sun,1,25,25.00,0,CoppTe00
Josh Cribbs,WR,29.120,2012-10-07,NFL,CLE,@,NYG,L 27-41,5,5,Sun,1,12,12.00,0,CribJo01
Dominique Franks,CB,24.365,2012-10-07,NFL,ATL,@,WAS,W 24-17,5,5,Sun,2,2,1.00,0,FranDo99
Ted Ginn,WR,27.178,2012-10-07,NFL,SFO,,BUF,W 45-3,5,5,Sun,3,19,6.33,0,GinnTe00
Devin Hester,WR,29.338,2012-10-07,NFL,CHI,@,JAX,W 41-3,5,5,Sun,4,8,2.00,0,HestDe99
T.Y. Hilton,WR,22.328,2012-10-07,NFL,IND,,GNB,W 30-27,4,5,Sun,2,13,6.50,0,HiltT.00
Damaris Johnson,WR,22.320,2012-10-07,NFL,PHI,@,PIT,L 14-16,5,5,Sun,1,13,13.00,0,JohnDa04
Adam Jones,CB,29.007,2012-10-07,NFL,CIN,,MIA,L 13-17,5,5,Sun,2,25,12.50,0,JonePa20
Jacoby Jones,WR/R,28.088,2012-10-07,NFL,BAL,@,KAN,W 9-6,5,5,Sun,1,10,10.00,0,JoneJa03
Reshad Jones,S,24.225,2012-10-07,NFL,MIA,@,CIN,W 17-13,5,5,Sun,1,0,0.00,0,JoneRe99
Leodis McKelvin,CB,27.036,2012-10-07,NFL,BUF,@,SFO,L 3-45,5,5,Sun,1,28,28.00,0,McKeLe99
Captain Munnerlyn,LCB,24.180,2012-10-07,NFL,CAR,,SEA,L 12-16,5,5,Sun,1,13,13.00,0,MunnCa99
Rueben Randle,WR,21.153,2012-10-07,NFL,NYG,,CLE,W 41-27,5,5,Sun,1,8,8.00,0,RandRu00
Darius Reynaud,RB,27.283,2012-10-07,NFL,TEN,@,MIN,L 7-30,5,5,Sun,2,25,12.50,0,ReynDa00
Eddie Royal,WR-K,26.139,2012-10-07,NFL,SDG,@,NOR,L 24-31,5,5,Sun,2,16,8.00,0,RoyaEd00
Marcus Sherels,CB,25.007,2012-10-07,NFL,MIN,,TEN,W 30-7,5,5,Sun,2,-1,-0.50,0,SherMa20
Darren Sproles,RB,29.109,2012-10-07,NFL,NOR,,SDG,W 31-24,5,5,Sun,2,2,1.00,0,SproDa00
Marcus Thigpen,RB,26.145,2012-10-07,NFL,MIA,@,CIN,W 17-13,5,5,Sun,2,15,7.50,0,ThigMa00
Leon Washington,RB,30.039,2012-10-07,NFL,SEA,@,CAR,W 16-12,5,5,Sun,5,39,7.80,0,WashLe00
Wes Welker,WR,31.159,2012-10-07,NFL,NWE,,DEN,W 31-21,5,5,Sun,1,5,5.00,0,WelkWe00
Trindon Holliday,WR,26.164,2012-10-08,NFL,HOU,@,NYJ,W 23-17,5,5,Mon,1,3,3.00,0,HollTr00
Antonio Brown,WR,24.093,2012-10-11,NFL,PIT,@,TEN,L 23-26,5,6,Thu,3,10,3.33,0,BrowAn04
Chris Rainey,RB,24.223,2012-10-11,NFL,PIT,@,TEN,L 23-26,5,6,Thu,1,7,7.00,0,RainCh00
Darius Reynaud,RB,27.287,2012-10-11,NFL,TEN,,PIT,W 26-23,6,6,Thu,1,9,9.00,0,ReynDa00
Phillip Adams,DB,24.086,2012-10-14,NFL,OAK,@,ATL,L 20-23,5,6,Sun,1,0,0.00,0,AdamPh00
Javier Arenas,CB,24.352,2012-10-14,NFL,KAN,@,TAM,L 10-38,6,6,Sun,2,11,5.50,0,ArenJa99
Brandon Banks,WR,24.298,2012-10-14,NFL,WAS,,MIN,W 38-26,6,6,Sun,1,1,1.00,0,BankBr00
Dez Bryant,WR,23.345,2012-10-14,NFL,DAL,@,BAL,L 29-31,5,6,Sun,1,10,10.00,0,BryaDe01
Randall Cobb,WR,22.053,2012-10-14,NFL,GNB,@,HOU,W 42-24,6,6,Sun,3,23,7.67,0,CobbRa00
Josh Cribbs,WR,29.127,2012-10-14,NFL,CLE,,CIN,W 34-24,6,6,Sun,2,60,30.00,0,CribJo01
Mardy Gilyard,WR,25.317,2012-10-14,NFL,PHI,,DET,L 23-26,6,6,Sun,2,15,7.50,0,GilyMa00
Ted Ginn,WR,27.185,2012-10-14,NFL,SFO,,NYG,L 3-26,6,6,Sun,2,22,11.00,0,GinnTe00
Dwayne Harris,WR,25.028,2012-10-14,NFL,DAL,@,BAL,L 29-31,5,6,Sun,1,0,0.00,0,HarrDw00
DeSean Jackson,WR,25.318,2012-10-14,NFL,PHI,,DET,L 23-26,6,6,Sun,1,-3,-3.00,0,JackDe00
Janoris Jenkins,RCB,23.351,2012-10-14,NFL,STL,@,MIA,L 14-17,6,6,Sun,6,21,3.50,0,JenkJa03
Stefan Logan,RB,31.134,2012-10-14,NFL,DET,@,PHI,W 26-23,5,6,Sun,4,72,18.00,0,LogaSt00
Keshawn Martin,WR,22.213,2012-10-14,NFL,HOU,,GNB,L 24-42,6,6,Sun,1,19,19.00,0,MartKe01
Leodis McKelvin,CB,27.043,2012-10-14,NFL,BUF,@,ARI,W 19-16,6,6,Sun,2,10,5.00,0,McKeLe99
Denarius Moore,WR,23.310,2012-10-14,NFL,OAK,@,ATL,L 20-23,5,6,Sun,1,0,0.00,0,MoorDe02
Roscoe Parrish,WR,30.090,2012-10-14,NFL,TAM,,KAN,W 38-10,5,6,Sun,3,21,7.00,0,ParrRo00
Patrick Peterson,LCB,22.095,2012-10-14,NFL,ARI,,BUF,L 16-19,6,6,Sun,3,36,12.00,0,PetePa00
Rueben Randle,WR,21.160,2012-10-14,NFL,NYG,@,SFO,W 26-3,6,6,Sun,2,2,1.00,0,RandRu00
Marcus Sherels,CB,25.014,2012-10-14,NFL,MIN,@,WAS,L 26-38,6,6,Sun,1,-2,-2.00,0,SherMa20
Brandon Tate,WR,25.009,2012-10-14,NFL,CIN,@,CLE,L 24-34,6,6,Sun,4,58,14.50,0,TateBr00
Leon Washington,RB,30.046,2012-10-14,NFL,SEA,,NWE,W 24-23,6,6,Sun,2,29,14.50,0,WashLe00
Wes Welker,WR,31.166,2012-10-14,NFL,NWE,@,SEA,L 23-24,6,6,Sun,4,68,17.00,0,WelkWe00
Trindon Holliday,WR-K,26.171,2012-10-15,NFL,DEN,@,SDG,W 35-24,6,6,Mon,2,12,6.00,0,HollTr00
Eddie Royal,WR-K,26.147,2012-10-15,NFL,SDG,,DEN,L 24-35,6,6,Mon,3,14,4.67,0,RoyaEd00
Eric Weddle,FS,27.285,2012-10-15,NFL,SDG,,DEN,L 24-35,6,6,Mon,1,0,0.00,0,WeddEr99
Ted Ginn,WR,27.189,2012-10-18,NFL,SFO,,SEA,W 13-6,7,7,Thu,3,70,23.33,0,GinnTe00
Leon Washington,RB,30.050,2012-10-18,NFL,SEA,@,SFO,L 6-13,7,7,Thu,2,5,2.50,0,WashLe00
Phillip Adams,DB,24.093,2012-10-21,NFL,OAK,,JAX,W 26-23,6,7,Sun,4,6,1.50,0,AdamPh00
Brandon Banks,WR,24.305,2012-10-21,NFL,WAS,@,NYG,L 23-27,7,7,Sun,1,12,12.00,0,BankBr00
Antonio Brown,WR,24.103,2012-10-21,NFL,PIT,@,CIN,W 24-17,6,7,Sun,3,10,3.33,0,BrowAn04
Dez Bryant,WR,23.352,2012-10-21,NFL,DAL,@,CAR,W 19-14,6,7,Sun,3,17,5.67,0,BryaDe01
Randall Cobb,WR,22.060,2012-10-21,NFL,GNB,@,STL,W 30-20,7,7,Sun,1,15,15.00,0,CobbRa00
Josh Cribbs,WR,29.134,2012-10-21,NFL,CLE,@,IND,L 13-17,7,7,Sun,2,12,6.00,0,CribJo01
T.Y. Hilton,WR,22.342,2012-10-21,NFL,IND,,CLE,W 17-13,6,7,Sun,1,8,8.00,0,HiltT.00
Adam Jones,DB,29.021,2012-10-21,NFL,CIN,,PIT,L 17-24,7,7,Sun,1,5,5.00,0,JonePa20
Jeremy Kerley,WR,23.348,2012-10-21,NFL,NYJ,@,NWE,L 26-29,7,7,Sun,3,22,7.33,0,KerlJe00
Keshawn Martin,WR,22.220,2012-10-21,NFL,HOU,,BAL,W 43-13,7,7,Sun,4,9,2.25,0,MartKe01
Denarius Moore,WR,23.317,2012-10-21,NFL,OAK,,JAX,W 26-23,6,7,Sun,1,0,0.00,0,MoorDe02
Captain Munnerlyn,LCB,24.194,2012-10-21,NFL,CAR,,DAL,L 14-19,6,7,Sun,4,4,1.00,0,MunnCa99
Roscoe Parrish,WR,30.097,2012-10-21,NFL,TAM,,NOR,L 28-35,6,7,Sun,2,15,7.50,0,ParrRo00
Patrick Peterson,LCB,22.102,2012-10-21,NFL,ARI,@,MIN,L 14-21,7,7,Sun,4,7,1.75,0,PetePa00
Ed Reed*,FS,34.040,2012-10-21,NFL,BAL,@,HOU,L 13-43,7,7,Sun,1,1,1.00,0,ReedEd00
Marcus Sherels,CB,25.021,2012-10-21,NFL,MIN,,ARI,W 21-14,7,7,Sun,1,0,0.00,0,SherMa20
Darren Sproles,RB,29.123,2012-10-21,NFL,NOR,@,TAM,W 35-28,6,7,Sun,1,15,15.00,0,SproDa00
Micheal Spurlock,WR/R,29.264,2012-10-21,NFL,JAX,@,OAK,L 23-26,6,7,Sun,4,44,11.00,0,SpurMi00
