Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Corey Harris,SS,31.319,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,,,,1,HarrCo20
Rodney Harrison,SS,28.268,2001-09-09,NFL,SDG,,WAS,W 30-3,1,1,Sun,,,,2,HarrRo01
Jimmy Hitchcock,CB,30.304,2001-09-09,NFL,CAR,@,MIN,W 24-13,1,1,Sun,1,0,0,2,HitcJi20
Warrick Holdman,WLB,25.291,2001-09-09,NFL,CHI,@,BAL,L 6-17,1,1,Sun,,,,1,HoldWa20
Chris Hudson,FS,29.338,2001-09-09,,ATL,@,SFO,L 13-16,1,1,Sun,,,,1,HudsCh20
Ken Irvin,RCB,29.060,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,,,,1,IrviKe20
Dexter Jackson,FS,24.043,2001-09-09,NFL,TAM,@,DAL,W 10-6,1,1,Sun,1,13,0,1,JackDe20
DeRon Jenkins,LCB,27.299,2001-09-09,NFL,TEN,,MIA,L 23-31,1,1,Sun,,,,1,JenkDe20
Marvin Jones,MLB,29.073,2001-09-09,NFL,NYJ,,IND,L 24-45,1,1,Sun,1,18,0,1,JoneMa23
Levon Kirkland,MLB,32.204,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,,,,1,KirkLe00
Sammy Knight,SS,25.364,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,3,40,0,3,KnigSa00
Ray Lewis*,MLB,26.117,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,1,21,0,2,LewiRa00
Earl Little,SS,28.183,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,1,9,0,1,LittEa20
Ken Lucas,RCB,22.229,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,,,,4,LucaKe20
John Lynch,SS,29.349,2001-09-09,NFL,TAM,@,DAL,W 10-6,1,1,Sun,1,4,0,1,LyncJo00
David Macklin,RCB,23.057,2001-09-09,NFL,IND,@,NYJ,W 45-24,1,1,Sun,,,,1,MackDa20
Sam Madison,RCB,27.139,2001-09-09,NFL,MIA,@,TEN,W 31-23,1,1,Sun,1,0,0,2,MadiSa00
Kevin Mathis,LCB,27.133,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,,,,1,MathKe20
Tod McBride,CB,25.226,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,,,,1,McBrTo20
Daylon McCutcheon,RCB,24.274,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,1,0,0,1,McCuDa22
Keith McKenzie,RDE,27.327,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,,,,1,McKeKe20
Ryan McNeil,RCB,30.340,2001-09-09,NFL,SDG,,WAS,W 30-3,1,1,Sun,1,12,0,2,McNeRy20
R.W. McQuarters,RCB,24.262,2001-09-09,NFL,CHI,@,BAL,L 6-17,1,1,Sun,0,0,0,1,McQuR.20
Jamir Miller,SLB,27.294,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,0,0,0,1,MillJa01
Paul Miranda,LCB,25.130,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,,,,3,MiraPa20
Alex Molden,LCB,28.036,2001-09-09,NFL,SDG,,WAS,W 30-3,1,1,Sun,1,0,0,3,MoldAl20
Damon Moore,SS,24.359,2001-09-09,NFL,PHI,,STL,L 17-20,1,1,Sun,1,0,0,1,MoorDa20
Dat Nguyen,MLB,25.349,2001-09-09,NFL,DAL,,TAM,L 6-10,1,1,Sun,,,,1,NguyDa20
Hardy Nickerson,MLB,36.008,2001-09-09,NFL,JAX,,PIT,W 21-3,1,1,Sun,1,2,0,2,NickHa00
Chukie Nwokorie,DE,26.061,2001-09-09,NFL,IND,@,NYJ,W 45-24,1,1,Sun,,,,1,NwokCh20
Ahmed Plummer,LC,25.167,2001-09-09,NFL,SFO,,ATL,W 16-13,1,1,Sun,,,,1,PlumAh20
Marquez Pope,SS,30.315,2001-09-09,,OAK,@,KAN,W 27-24,1,1,Sun,,,,2,PopeMa20
Damien Robinson,FS,27.261,2001-09-09,NFL,NYJ,,IND,L 24-45,1,1,Sun,,,,1,RobiDa20
Derrick Rodgers,WLB,29.330,2001-09-09,NFL,MIA,@,TEN,W 31-23,1,1,Sun,,,,1,RodgDe20
Samari Rolle,RCB,25.030,2001-09-09,NFL,TEN,,MIA,L 23-31,1,1,Sun,,,,2,RollSa00
Talance Sawyer,LDE,25.087,2001-09-09,NFL,MIN,,CAR,L 13-24,1,1,Sun,1,2,0,1,SawyTa20
Lance Schulters,SS,26.105,2001-09-09,NFL,SFO,,ATL,W 16-13,1,1,Sun,,,,2,SchuLa00
Junior Seau*,WLB,32.233,2001-09-09,NFL,SDG,,WAS,W 30-3,1,1,Sun,,,,1,SeauJu00
Sam Shade,SS,28.087,2001-09-09,NFL,WAS,@,SDG,L 3-30,1,1,Sun,,,,1,ShadSa20
Darren Sharper,FS,25.310,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,2,34,0,2,SharDa00
Jamie Sharper,RLB,26.290,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,,,,3,SharJa20
Brian Simmons,MLB,26.080,2001-09-09,NFL,CIN,,NWE,W 23-17,1,1,Sun,,,,1,SimmBr20
Jason Simmons,CB,25.163,2001-09-09,NFL,PIT,@,JAX,L 3-21,1,1,Sun,,,,1,SimmJa20
Corey Simon,LDT,24.191,2001-09-09,NFL,PHI,,STL,L 17-20,1,1,Sun,0,0,0,1,SimoCo00
Brady Smith,RDE,28.096,2001-09-09,,ATL,@,SFO,L 13-16,1,1,Sun,,,,1,SmitBr21
Fred Smoot,RCB,21.050,2001-09-09,NFL,WAS,@,SDG,L 3-30,1,1,Sun,1,0,0,1,SmooFr20
Paul Spicer,RDE,26.022,2001-09-09,NFL,JAX,,PIT,W 21-3,1,1,Sun,0,0,0,1,SpicPa20
Bobby Taylor,RCB,27.255,2001-09-09,NFL,PHI,,STL,L 17-20,1,1,Sun,0,0,0,2,TaylBo00
Jason Taylor*,RDE,27.008,2001-09-09,NFL,MIA,@,TEN,W 31-23,1,1,Sun,0,0,0,1,TaylJa03
George Teague,FS,30.203,2001-09-09,NFL,DAL,,TAM,L 6-10,1,1,Sun,,,,1,TeagGe20
Fred Thomas,RCB,27.363,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,,,,1,ThomFr20
William Thomas,LOLB,33.027,2001-09-09,,OAK,@,KAN,W 27-24,1,1,Sun,,,,1,ThomWi00
Zach Thomas,MLB,28.008,2001-09-09,NFL,MIA,@,TEN,W 31-23,1,1,Sun,1,34,1,2,ThomZa01
Reggie Tongue,SS,28.151,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,1,5,0,1,TongRe20
James Trapp,LCB,31.255,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,1,15,0,1,TrapJa20
Jeremiah Trotter,MLB,24.232,2001-09-09,NFL,PHI,,STL,L 17-20,1,1,Sun,,,,2,TrotJe00
Dimitrius Underwood,DL,24.164,2001-09-09,NFL,DAL,,TAM,L 6-10,1,1,Sun,,,,1,UndeDi20
Troy Vincent,LCB,30.093,2001-09-09,NFL,PHI,,STL,L 17-20,1,1,Sun,1,0,0,2,VincTr00
Mike Vrabel,SLB,26.026,2001-09-09,NFL,NWE,@,CIN,L 17-23,1,1,Sun,,,,1,VrabMi20
Brian Walker,SS,29.101,2001-09-09,NFL,MIA,@,TEN,W 31-23,1,1,Sun,1,0,0,1,WalkBr21
Gary Walker,LDT,28.193,2001-09-09,NFL,JAX,,PIT,W 21-3,1,1,Sun,,,,1,WalkGa00
Eric Warfield,RCB,25.190,2001-09-09,NFL,KAN,,OAK,L 24-27,1,1,Sun,1,51,1,1,WarfEr20
Gerard Warren,LDT,23.046,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,0,0,0,1,WarrGe20
Nate Wayne,WLB,26.240,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,,,,2,WaynNa20
Nate Webster,LB,23.284,2001-09-09,NFL,TAM,@,DAL,W 10-6,1,1,Sun,,,,2,WebsNa20
Aeneas Williams*,LCB,33.223,2001-09-09,,STL,@,PHI,W 20-17,1,1,Sun,,,,1,WillAe00
Reinard Wilson,RDE,27.266,2001-09-09,NFL,CIN,,NWE,W 23-17,1,1,Sun,0,0,0,1,WilsRe20
Antoine Winfield,LCB,24.077,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,,,,2,WinfAn20
Charles Woodson,LCB,24.337,2001-09-09,NFL,OAK,@,KAN,W 27-24,1,1,Sun,1,34,0,2,WoodCh00
Darren Woodson,SS,32.137,2001-09-09,NFL,DAL,,TAM,L 6-10,1,1,Sun,1,0,0,2,WoodDa01
Kenny Wright,LCB,23.360,2001-09-09,NFL,MIN,,CAR,L 13-24,1,1,Sun,,,,1,WrigKe20
Brian Young,LDT,24.063,2001-09-09,NFL,STL,@,PHI,W 20-17,1,1,Sun,0,0,0,1,YounBr20
Will Allen,CB,23.036,2001-09-10,NFL,NYG,@,DEN,L 20-31,1,1,Mon,,,,1,AlleWi20
Cornelius Griffin,LDT,24.281,2001-09-10,NFL,NYG,@,DEN,L 20-31,1,1,Mon,,,,1,GrifCo20
Kenoy Kennedy,SS,23.299,2001-09-10,NFL,DEN,,NYG,W 31-20,1,1,Mon,,,,1,KennKe21
John Mobley,WLB,27.335,2001-09-10,NFL,DEN,,NYG,W 31-20,1,1,Mon,,,,1,MoblJo20
Deltha O'Neal,LCB,24.223,2001-09-10,NFL,DEN,,NYG,W 31-20,1,1,Mon,0,0,0,2,ONeaDe00
Trevor Pryce,RDT,26.038,2001-09-10,NFL,DEN,,NYG,W 31-20,1,1,Mon,0,0,0,1,PrycTr00
Bill Romanowski,SLB,35.161,2001-09-10,NFL,DEN,,NYG,W 31-20,1,1,Mon,0,0,0,1,RomaBi00
Denard Walker,RCB,28.032,2001-09-10,NFL,DEN,,NYG,W 31-20,1,1,Mon,,,,1,WalkDe20
Eric Allen,RCB,35.305,2001-09-23,NFL,OAK,@,MIA,L 15-18,2,2,Sun,,,,1,AlleEr00
Will Allen,LCB,23.049,2001-09-23,NFL,NYG,@,KAN,W 13-3,2,2,Sun,,,,2,AlleWi20
Ashley Ambrose,RCB,31.006,2001-09-23,NFL,ATL,,CAR,W 24-16,2,2,Sun,,,,1,AmbrAs00
Adam Archuleta,SS,23.300,2001-09-23,NFL,STL,@,SFO,W 30-26,2,2,Sun,,,,1,ArchAd20
JoJuan Armour,SS,25.075,2001-09-23,NFL,CIN,,BAL,W 21-10,2,2,Sun,,,,1,ArmoJo20
Robert Bailey,CB,33.020,2001-09-23,NFL,DET,@,CLE,L 14-24,2,2,Sun,1,0,0,1,BailRo20
Aaron Beasley,RCB,28.078,2001-09-23,NFL,JAX,,TEN,W 13-6,2,2,Sun,,,,2,BeasAa20
Dre' Bly,CB,24.124,2001-09-23,NFL,STL,@,SFO,W 30-26,2,2,Sun,,,,1,BlyxDr00
Peter Boulware,DL,26.279,2001-09-23,NFL,BAL,@,CIN,L 10-21,2,2,Sun,,,,1,BoulPe00
Brant Boyer,LB,30.088,2001-09-23,NFL,CLE,,DET,W 24-14,2,2,Sun,,,,1,BoyeBr20
Ronnie Bradford,FS,30.357,2001-09-23,NFL,ATL,,CAR,W 24-16,2,2,Sun,,,,1,BradRo20
Zack Bronson,FS,27.238,2001-09-23,NFL,SFO,,STL,L 26-30,2,2,Sun,,,,1,BronZa20
Fernando Bryant,LCB,24.181,2001-09-23,NFL,JAX,,TEN,W 13-6,2,2,Sun,,,,1,BryaFe20
Ray Buchanan,LCB,29.359,2001-09-23,NFL,ATL,,CAR,W 24-16,2,2,Sun,,,,1,BuchRa00
Keith Bulluck,LB,24.172,2001-09-23,NFL,TEN,@,JAX,L 6-13,2,2,Sun,,,,1,BullKe00
Rob Burnett,LDE,34.027,2001-09-23,NFL,BAL,@,CIN,L 10-21,2,2,Sun,,,,1,BurnRo00
Glenn Cadrez,LB,31.264,2001-09-23,NFL,KAN,,NYG,L 3-13,2,2,Sun,1,0,0,1,CadrGl20
Chris Carter,FS,26.361,2001-09-23,NFL,CIN,,BAL,W 21-10,2,2,Sun,,,,1,CartCh20
Tom Carter,CB,29.018,2001-09-23,NFL,CIN,,BAL,W 21-10,2,2,Sun,,,,2,CartTo20
Ike Charlton,CB,23.352,2001-09-23,NFL,SEA,,PHI,L 3-27,2,2,Sun,,,,2,CharIk20
Nate Clements,CB,21.285,2001-09-23,NFL,BUF,@,IND,L 26-42,2,2,Sun,1,48,1,1,ClemNa99
Tay Cody,LCB,23.352,2001-09-23,NFL,SDG,@,DAL,W 32-21,2,2,Sun,1,0,0,1,CodyTa20
Chad Cota,SS,30.046,2001-09-23,NFL,IND,,BUF,W 42-26,2,2,Sun,1,12,0,1,CotaCh20
Jason Craft,CB,25.222,2001-09-23,NFL,JAX,,TEN,W 13-6,2,2,Sun,,,,1,CrafJa20
Henri Crockett,SLB,26.330,2001-09-23,NFL,ATL,,CAR,W 24-16,2,2,Sun,,,,1,CrocHe20
Ray Crockett,LCB,34.261,2001-09-23,NFL,KAN,,NYG,L 3-13,2,2,Sun,1,8,0,3,CrocRa20
Brian Dawkins*,FS,27.345,2001-09-23,NFL,PHI,@,SEA,W 27-3,2,2,Sun,0,0,0,1,DawkBr00
Anthony Dorsett,FS,28.009,2001-09-23,NFL,OAK,@,MIA,L 15-18,2,2,Sun,1,26,1,1,DorsAn20
Chris Draft,WLB,25.209,2001-09-23,NFL,ATL,,CAR,W 24-16,2,2,Sun,,,,1,DrafCh20
Greg Ellis,LDE,26.040,2001-09-23,NFL,DAL,,SDG,L 21-32,2,2,Sun,,,,1,ElliGr20
Luther Elliss,UT,28.185,2001-09-23,NFL,DET,@,CLE,L 14-24,2,2,Sun,,,,1,ElliLu00
Percy Ellsworth,FS,26.339,2001-09-23,NFL,CLE,,DET,W 24-14,2,2,Sun,1,19,0,1,EllsPe20
Demetric Evans,DE,22.020,2001-09-23,NFL,DAL,,SDG,L 21-32,2,2,Sun,0,0,0,1,EvanDe20
Doug Evans,RCB,31.133,2001-09-23,NFL,CAR,@,ATL,L 16-24,2,2,Sun,1,27,0,1,EvanDo21
Terry Fair,RCB,25.065,2001-09-23,NFL,DET,@,CLE,L 14-24,2,2,Sun,1,26,1,1,FairTe20
James Farrior,RLB,26.260,2001-09-23,NFL,NYJ,@,NWE,W 10-3,2,2,Sun,1,47,0,1,FarrJa99
Mark Fields,WLB,28.318,2001-09-23,NFL,STL,@,SFO,W 30-26,2,2,Sun,1,30,0,1,FielMa99
Arturo Freeman,S,24.331,2001-09-23,NFL,MIA,,OAK,W 18-15,2,2,Sun,,,,1,FreeAr20
Corey Fuller,LCB,30.145,2001-09-23,NFL,CLE,,DET,W 24-14,2,2,Sun,1,1,0,2,FullCo20
Derrick Gibson,S,22.185,2001-09-23,NFL,OAK,@,MIA,L 15-18,2,2,Sun,1,9,0,1,GibsDe21
Aaron Glenn,LCB,29.069,2001-09-23,NFL,NYJ,@,NWE,W 10-3,2,2,Sun,1,0,0,1,GlenAa00
Victor Green,SS,31.289,2001-09-23,NFL,NYJ,@,NWE,W 10-3,2,2,Sun,,,,1,GreeVi20
Cory Hall,SS,24.292,2001-09-23,NFL,CIN,,BAL,W 21-10,2,2,Sun,,,,1,HallCo21
Darren Hambrick,SLB,26.024,2001-09-23,NFL,DAL,,SDG,L 21-32,2,2,Sun,,,,1,HambDa20
Kevin Hardy,SLB,28.061,2001-09-23,NFL,JAX,,TEN,W 13-6,2,2,Sun,,,,1,HardKe00
Artrell Hawkins,RCB,24.303,2001-09-23,NFL,CIN,,BAL,W 21-10,2,2,Sun,1,22,0,1,HawkAr20
Rodney Heath,LCB,26.329,2001-09-23,NFL,CIN,,BAL,W 21-10,2,2,Sun,,,,2,HeatRo20
Anthony Henry,DB,24.324,2001-09-23,NFL,CLE,,DET,W 24-14,2,2,Sun,3,58,0,3,HenrAn20
Jimmy Hitchcock,CB,30.318,2001-09-23,NFL,CAR,@,ATL,L 16-24,2,2,Sun,,,,1,HitcJi20
Kenny Holmes,RDE,27.334,2001-09-23,NFL,NYG,@,KAN,W 13-3,2,2,Sun,,,,2,HolmKe20
Bobbie Howard,LB,24.101,2001-09-23,NFL,CHI,,MIN,W 17-10,2,2,Sun,,,,1,HowaBo21
Tory James,CB,28.128,2001-09-23,NFL,OAK,@,MIA,L 15-18,2,2,Sun,,,,1,JameTo99
Lance Johnstone,RDE,28.104,2001-09-23,NFL,MIN,@,CHI,L 10-17,2,2,Sun,,,,1,JohnLa23
Kenoy Kennedy,SS,23.312,2001-09-23,NFL,DEN,@,ARI,W 38-17,2,2,Sun,,,,1,KennKe21
Levon Kirkland,MLB,32.218,2001-09-23,NFL,SEA,,PHI,L 3-27,2,2,Sun,0,0,0,1,KirkLe00
Tom Knight,LCB,26.268,2001-09-23,NFL,ARI,,DEN,L 17-38,1,2,Sun,,,,1,KnigTo20
Kareem Larrimore,CB,25.155,2001-09-23,NFL,DAL,,SDG,L 21-32,2,2,Sun,,,,2,LarrKa20
Ray Lewis*,MLB,26.131,2001-09-23,NFL,BAL,@,CIN,L 10-21,2,2,Sun,,,,1,LewiRa00
Earl Little,SS,28.197,2001-09-23,NFL,CLE,,DET,W 24-14,2,2,Sun,1,0,0,2,LittEa20
David Macklin,RCB,23.071,2001-09-23,NFL,IND,,BUF,W 42-26,2,2,Sun,,,,1,MackDa20
Brock Marion,FS,31.104,2001-09-23,NFL,MIA,,OAK,W 18-15,2,2,Sun,0,0,0,1,MariBr00
Dexter McCleon,RCB,27.349,2001-09-23,NFL,STL,@,SFO,W 30-26,2,2,Sun,,,,2,McClDe21
Ronald McKinnon,MLB,28.003,2001-09-23,NFL,ARI,,DEN,L 17-38,1,2,Sun,,,,1,McKiRo21
Ryan McNeil,RCB,30.354,2001-09-23,NFL,SDG,@,DAL,W 32-21,2,2,Sun,2,32,0,2,McNeRy20
R.W. McQuarters,RCB,24.276,2001-09-23,NFL,CHI,,MIN,W 17-10,2,2,Sun,0,0,0,1,McQuR.20
Ray Mickens,CB,28.262,2001-09-23,NFL,NYJ,@,NWE,W 10-3,2,2,Sun,,,,1,MickRa20
Jamir Miller,SLB,27.308,2001-09-23,NFL,CLE,,DET,W 24-14,2,2,Sun,1,0,0,2,MillJa01
Lawyer Milloy,SS,27.313,2001-09-23,NFL,NWE,,NYJ,L 3-10,2,2,Sun,,,,1,MillLa00
Paul Miranda,RCB,25.144,2001-09-23,NFL,SEA,,PHI,L 3-27,2,2,Sun,,,,2,MiraPa20
Donald Mitchell,CB,24.283,2001-09-23,NFL,TEN,@,JAX,L 6-13,2,2,Sun,,,,1,MitcDo20
Don Morgan,SS,26.005,2001-09-23,NFL,MIN,@,CHI,L 10-17,2,2,Sun,0,0,0,1,MorgDo20
Deltha O'Neal,LCB,24.236,2001-09-23,NFL,DEN,@,ARI,W 38-17,2,2,Sun,0,0,0,1,ONeaDe00
Anthony Parker,CB,25.293,2001-09-23,NFL,SFO,,STL,L 26-30,2,2,Sun,,,,1,ParkAn21
Jason Perry,FS,25.053,2001-09-23,NFL,SDG,@,DAL,W 32-21,2,2,Sun,,,,1,PerrJa21
Ahmed Plummer,LCB,25.181,2001-09-23,NFL,SFO,,STL,L 26-30,2,2,Sun,1,0,0,3,PlumAh20
Marquez Pope,SS,30.329,2001-09-23,NFL,OAK,@,MIA,L 15-18,2,2,Sun,,,,1,PopeMa20
Wali Rainer,MLB,24.157,2001-09-23,NFL,CLE,,DET,W 24-14,2,2,Sun,,,,2,RainWa20
Izell Reese,LCB,27.139,2001-09-23,NFL,DAL,,SDG,L 21-32,2,2,Sun,,,,1,ReesIz20
Derrick Rodgers,WLB,29.344,2001-09-23,NFL,MIA,,OAK,W 18-15,2,2,Sun,,,,1,RodgDe20
Brandon Short,LOLB,24.074,2001-09-23,NFL,NYG,@,KAN,W 13-3,2,2,Sun,,,,1,ShorBr20
Anthony Simmons,OLB,25.095,2001-09-23,NFL,SEA,,PHI,L 3-27,2,2,Sun,,,,1,SimmAn20
Brian Simmons,MLB,26.094,2001-09-23,NFL,CIN,,BAL,W 21-10,2,2,Sun,1,5,0,2,SimmBr20
Thomas Smith,DB,30.292,2001-09-23,NFL,IND,,BUF,W 42-26,2,2,Sun,,,,1,SmitTh21
Takeo Spikes,RLB,24.280,2001-09-23,NFL,CIN,,BAL,W 21-10,2,2,Sun,1,66,1,1,SpikTa00
Jason Starkey,C,24.070,2001-09-23,NFL,ARI,,DEN,L 17-38,1,2,Sun,,,,1,StarJa20
Marcus Stroud,DT,23.090,2001-09-23,NFL,JAX,,TEN,W 13-6,2,2,Sun,,,,1,StroMa01
Patrick Surtain,LCB,25.096,2001-09-23,NFL,MIA,,OAK,W 18-15,2,2,Sun,,,,1,SurtPa00
Robert Tate,RCB,27.339,2001-09-23,NFL,MIN,@,CHI,L 10-17,2,2,Sun,,,,1,TateRo00
Bobby Taylor,RCB,27.269,2001-09-23,NFL,PHI,@,SEA,W 27-3,2,2,Sun,,,,1,TaylBo00
Hollis Thomas,RDT,27.256,2001-09-23,NFL,PHI,@,SEA,W 27-3,2,2,Sun,,,,1,ThomHo20
Kiwaukee Thomas,CB,24.096,2001-09-23,NFL,JAX,,TEN,W 13-6,2,2,Sun,,,,1,ThomKi20
Orlando Thomas,FS,28.337,2001-09-23,NFL,MIN,@,CHI,L 10-17,2,2,Sun,1,0,0,1,ThomOr20
James Trapp,DB,31.269,2001-09-23,NFL,BAL,@,CIN,L 10-21,2,2,Sun,,,,1,TrapJa20
Jeremiah Trotter,MLB,24.246,2001-09-23,NFL,PHI,@,SEA,W 27-3,2,2,Sun,0,0,0,1,TrotJe00
Artie Ulmer,LB,28.055,2001-09-23,NFL,ATL,,CAR,W 24-16,2,2,Sun,,,,1,UlmeAr20
Brian Urlacher*,MLB,23.121,2001-09-23,NFL,CHI,,MIN,W 17-10,2,2,Sun,,,,1,UrlaBr00
Kyle Vanden Bosch,RDE,22.310,2001-09-23,NFL,ARI,,DEN,L 17-38,1,2,Sun,,,,1,VandKy99
Troy Vincent,LCB,30.107,2001-09-23,NFL,PHI,@,SEA,W 27-3,2,2,Sun,,,,1,VincTr00
Mike Vrabel,SLB,26.040,2001-09-23,NFL,NWE,,NYJ,L 3-10,2,2,Sun,,,,1,VrabMi20
