Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Robert Smith,RB,28.183,2000-09-03,NFL,MIN,,CHI,W 30-27,1,1,Sun,14,109,7.79,0,SmitRo00
Duce Staley,RB,25.189,2000-09-03,NFL,PHI,@,DAL,W 41-14,1,1,Sun,26,201,7.73,1,StalDu00
James Stewart,RB,28.251,2000-09-03,NFL,DET,@,NOR,W 14-10,1,1,Sun,25,78,3.12,0,StewJa00
Kordell Stewart,QB,27.323,2000-09-03,NFL,PIT,,BAL,L 0-16,1,1,Sun,1,0,0.00,0,StewKo00
Vinny Testaverde,QB,36.295,2000-09-03,NFL,NYJ,@,GNB,W 20-16,1,1,Sun,3,9,3.00,0,TestVi00
Rodney Thomas,RB,27.157,2000-09-03,NFL,TEN,@,BUF,L 13-16,1,1,Sun,1,1,1.00,0,ThomRo00
Thurman Thomas*,RB,34.110,2000-09-03,NFL,MIA,,SEA,W 23-0,1,1,Sun,3,9,3.00,0,ThomTh00
James Thrash,WR,25.128,2000-09-03,NFL,WAS,,CAR,W 20-17,1,1,Sun,1,4,4.00,0,ThraJa00
Chris Warren,RB,32.223,2000-09-03,NFL,DAL,,PHI,L 14-41,1,1,Sun,3,0,0.00,0,WarrCh00
Ricky Watters,RB,31.149,2000-09-03,NFL,SEA,@,MIA,L 0-23,1,1,Sun,11,59,5.36,0,WattRi00
Tyrone Wheatley,RB,28.228,2000-09-03,NFL,OAK,,SDG,W 9-6,1,1,Sun,13,47,3.62,0,WheaTy00
James Williams,WR,22.181,2000-09-03,NFL,SEA,@,MIA,L 0-23,1,1,Sun,1,-5,-5.00,0,WillJa01
Moe Williams,RB,26.039,2000-09-03,NFL,MIN,,CHI,W 30-27,1,1,Sun,1,-1,-1.00,0,WillMo00
Ricky Williams,RB,23.105,2000-09-03,NFL,NOR,,DET,L 10-14,1,1,Sun,20,84,4.20,0,WillRi00
Terrell Davis*,RB,27.312,2000-09-04,NFL,DEN,@,STL,L 36-41,1,1,Mon,9,34,3.78,0,DaviTe00
Marshall Faulk*,RB,27.191,2000-09-04,NFL,STL,,DEN,W 41-36,1,1,Mon,14,78,5.57,1,FaulMa00
Olandis Gary,RB,25.109,2000-09-04,NFL,DEN,@,STL,L 36-41,1,1,Mon,13,80,6.15,0,GaryOl00
Brian Griese,QB,25.170,2000-09-04,NFL,DEN,@,STL,L 36-41,1,1,Mon,4,28,7.00,1,GrieBr00
Howard Griffith,FB,32.292,2000-09-04,NFL,DEN,@,STL,L 36-41,1,1,Mon,1,0,0.00,0,GrifHo00
Robert Holcombe,RB,24.268,2000-09-04,NFL,STL,,DEN,W 41-36,1,1,Mon,1,1,1.00,1,HolcRo00
Rod Smith,WR,30.112,2000-09-04,NFL,DEN,@,STL,L 36-41,1,1,Mon,1,8,8.00,0,SmitRo01
Kurt Warner*,QB,29.074,2000-09-04,NFL,STL,,DEN,W 41-36,1,1,Mon,3,1,0.33,0,WarnKu00
Shaun Alexander,RB,23.011,2000-09-10,NFL,SEA,,STL,L 34-37,2,2,Sun,3,18,6.00,0,AlexSh00
James Allen,RB,25.166,2000-09-10,NFL,CHI,@,TAM,L 0-41,2,2,Sun,6,47,7.83,0,AlleJa00
Mike Alstott,FB,26.264,2000-09-10,NFL,TAM,,CHI,W 41-0,2,2,Sun,15,71,4.73,1,AlstMi00
Kimble Anders,RB,34.000,2000-09-10,NFL,KAN,@,TEN,L 14-17,2,2,Sun,2,1,0.50,0,AndeKi00
Jamal Anderson,RB,27.346,2000-09-10,NFL,ATL,@,DEN,L 14-42,2,2,Sun,7,38,5.43,0,AndeJa00
Mike Anderson,RB,26.355,2000-09-10,NFL,DEN,,ATL,W 42-14,2,2,Sun,31,131,4.23,2,AndeMi00
Tony Banks,QB,27.158,2000-09-10,NFL,BAL,,JAX,W 39-36,2,2,Sun,2,5,2.50,0,BankTo00
Tiki Barber,RB,25.156,2000-09-10,NFL,NYG,@,PHI,W 33-18,2,2,Sun,11,96,8.73,1,BarbTi00
Charlie Batch,QB,25.280,2000-09-10,NFL,DET,,WAS,W 15-10,2,2,Sun,2,-3,-1.50,0,BatcCh00
Fred Beasley,FB,25.358,2000-09-10,NFL,SFO,,CAR,L 22-38,2,2,Sun,4,2,0.50,1,BeasFr00
Brandon Bennett,HB,27.220,2000-09-10,NFL,CIN,,CLE,L 7-24,1,2,Sun,2,5,2.50,0,BennBr00
Steve Beuerlein,QB,35.187,2000-09-10,NFL,CAR,@,SFO,W 38-22,2,2,Sun,1,-1,-1.00,0,BeueSt00
Tim Biakabutuka,RB,26.230,2000-09-10,NFL,CAR,@,SFO,W 38-22,2,2,Sun,22,75,3.41,1,BiakTi00
Jeff Blake,QB,29.281,2000-09-10,NFL,NOR,@,SDG,W 28-27,2,2,Sun,6,13,2.17,0,BlakJe00
Mark Brunell,QB,29.359,2000-09-10,NFL,JAX,@,BAL,L 36-39,2,2,Sun,2,3,1.50,0,BrunMa00
Shawn Bryson,RB,23.295,2000-09-10,NFL,BUF,,GNB,W 27-18,2,2,Sun,12,31,2.58,0,BrysSh00
Kenny Bynum,RB,26.104,2000-09-10,NFL,SDG,,NOR,L 27-28,2,2,Sun,3,9,3.00,0,BynuKe00
Trung Canidate,RB,23.191,2000-09-10,NFL,STL,@,SEA,W 37-34,2,2,Sun,1,1,1.00,0,CaniTr00
Robert Chancey,RB,28.003,2000-09-10,NFL,SDG,,NOR,L 27-28,2,2,Sun,15,59,3.93,1,ChanRo20
Chris Chandler,QB,34.334,2000-09-10,NFL,ATL,@,DEN,L 14-42,2,2,Sun,1,0,0.00,0,ChanCh00
Mike Cloud,RB,25.071,2000-09-10,NFL,KAN,@,TEN,L 14-17,2,2,Sun,7,10,1.43,0,ClouMi00
KaRon Coleman,RB,22.111,2000-09-10,NFL,DEN,,ATL,W 42-14,2,2,Sun,7,21,3.00,0,ColeKa00
Kerry Collins,QB,27.255,2000-09-10,NFL,NYG,@,PHI,W 33-18,2,2,Sun,5,2,0.40,0,CollKe00
Greg Comella,FB,25.043,2000-09-10,NFL,NYG,@,PHI,W 33-18,2,2,Sun,2,19,9.50,0,ComeGr00
Curtis Conway,WR,29.241,2000-09-10,NFL,SDG,,NOR,L 27-28,2,2,Sun,1,9,9.00,0,ConwCu00
Tim Couch,QB,23.041,2000-09-10,NFL,CLE,@,CIN,W 24-7,2,2,Sun,4,7,1.75,0,CoucTi00
Daunte Culpepper,QB,23.226,2000-09-10,NFL,MIN,,MIA,W 13-7,2,2,Sun,8,37,4.63,0,CulpDa00
Randall Cunningham,QB,37.167,2000-09-10,NFL,DAL,@,ARI,L 31-32,2,2,Sun,5,34,6.80,0,CunnRa00
Stephen Davis,RB,26.193,2000-09-10,NFL,WAS,@,DET,L 10-15,2,2,Sun,17,59,3.47,0,DaviSt00
Ron Dayne,RB,22.180,2000-09-10,NFL,NYG,@,PHI,W 33-18,2,2,Sun,21,50,2.38,0,DaynRo00
Corey Dillon,HB,25.322,2000-09-10,NFL,CIN,,CLE,L 7-24,1,2,Sun,12,41,3.42,0,DillCo00
Warrick Dunn,RB,25.249,2000-09-10,NFL,TAM,,CHI,W 41-0,2,2,Sun,14,53,3.79,0,DunnWa00
Tim Dwight,WR/K,25.059,2000-09-10,NFL,ATL,@,DEN,L 14-42,2,2,Sun,2,5,2.50,0,DwigTi00
Bert Emanuel,WR,29.320,2000-09-10,NFL,MIA,@,MIN,L 7-13,2,2,Sun,1,0,0.00,0,EmanBe00
Curtis Enis,RB,24.087,2000-09-10,NFL,CHI,@,TAM,L 0-41,2,2,Sun,11,20,1.82,0,EnisCu00
Marshall Faulk*,RB,27.197,2000-09-10,NFL,STL,@,SEA,W 37-34,2,2,Sun,15,68,4.53,1,FaulMa00
Brett Favre*,QB,30.336,2000-09-10,NFL,GNB,@,BUF,L 18-27,2,2,Sun,3,-2,-0.67,0,FavrBr00
Jay Fiedler,QB,28.256,2000-09-10,NFL,MIA,@,MIN,L 7-13,2,2,Sun,4,22,5.50,0,FiedJa00
William Floyd,FB,28.206,2000-09-10,NFL,CAR,@,SFO,W 38-22,2,2,Sun,2,2,1.00,1,FloyWi00
Antonio Freeman,WR,28.106,2000-09-10,NFL,GNB,@,BUF,L 18-27,2,2,Sun,1,2,2.00,0,FreeAn00
Rich Gannon,QB,34.265,2000-09-10,NFL,OAK,@,IND,W 38-31,2,2,Sun,10,37,3.70,3,GannRi00
Jeff Garcia,QB,30.199,2000-09-10,NFL,SFO,,CAR,L 22-38,2,2,Sun,3,14,4.67,0,GarcJe00
Charlie Garner,RB,28.210,2000-09-10,NFL,SFO,,CAR,L 22-38,2,2,Sun,11,73,6.64,0,GarnCh00
Eddie George,RB,26.352,2000-09-10,NFL,TEN,,KAN,W 17-14,2,2,Sun,21,80,3.81,0,GeorEd00
Herbert Goodman,RB,23.010,2000-09-10,NFL,GNB,@,BUF,L 18-27,2,2,Sun,1,-6,-6.00,0,GoodHe00
Elvis Grbac,QB,30.028,2000-09-10,NFL,KAN,@,TEN,L 14-17,2,2,Sun,3,19,6.33,0,GrbaEl00
Ahman Green,RB,23.207,2000-09-10,NFL,GNB,@,BUF,L 18-27,2,2,Sun,11,46,4.18,0,GreeAh00
Brian Griese,QB,25.176,2000-09-10,NFL,DEN,,ATL,W 42-14,2,2,Sun,1,0,0.00,0,GrieBr00
Chris Hetherington,FB,27.288,2000-09-10,NFL,CAR,@,SFO,W 38-22,2,2,Sun,2,5,2.50,0,HethCh00
Robert Holcombe,RB,24.274,2000-09-10,NFL,STL,@,SEA,W 37-34,2,2,Sun,4,17,4.25,1,HolcRo00
Priest Holmes,RB,26.339,2000-09-10,NFL,BAL,,JAX,W 39-36,2,2,Sun,10,54,5.40,0,HolmPr00
Brad Hoover,RB,23.304,2000-09-10,NFL,CAR,@,SFO,W 38-22,2,2,Sun,3,6,2.00,0,HoovBr00
Chris Howard,RB,25.128,2000-09-10,NFL,JAX,@,BAL,L 36-39,2,2,Sun,8,7,0.88,0,HowaCh00
Sedrick Irvin,RB,22.164,2000-09-10,NFL,DET,,WAS,W 15-10,2,2,Sun,1,0,0.00,0,IrviSe00
Rocket Ismail,WR,30.297,2000-09-10,NFL,DAL,@,ARI,L 31-32,2,2,Sun,1,-3,-3.00,0,IsmaRa00
Darrell Jackson,WR,21.279,2000-09-10,NFL,SEA,,STL,L 34-37,2,2,Sun,1,-1,-1.00,0,JackDa00
Terry Jackson,RB,24.244,2000-09-10,NFL,SFO,,CAR,L 22-38,2,2,Sun,1,1,1.00,1,JackTe00
Edgerrin James,RB,22.040,2000-09-10,NFL,IND,,OAK,L 31-38,2,2,Sun,18,91,5.06,1,JameEd00
Brad Johnson,QB,31.363,2000-09-10,NFL,WAS,@,DET,L 10-15,2,2,Sun,5,44,8.80,0,JohnBr00
Rob Johnson,QB,27.176,2000-09-10,NFL,BUF,,GNB,W 27-18,2,2,Sun,7,31,4.43,0,JohnRo00
Thomas Jones,RB,22.022,2000-09-10,NFL,ARI,,DAL,W 32-31,2,2,Sun,23,70,3.04,0,JoneTh00
Napoleon Kaufman,RB,27.095,2000-09-10,NFL,OAK,@,IND,W 38-31,2,2,Sun,8,66,8.25,0,KaufNa00
Shaun King,QB,23.104,2000-09-10,NFL,TAM,,CHI,W 41-0,2,2,Sun,2,6,3.00,1,KingSh00
Jon Kitna,QB,27.355,2000-09-10,NFL,SEA,,STL,L 34-37,2,2,Sun,3,24,8.00,0,KitnJo00
Jim Kleinsasser,FB,23.223,2000-09-10,NFL,MIN,,MIA,W 13-7,2,2,Sun,1,7,7.00,0,KleiJi00
Ryan Leaf,QB,24.118,2000-09-10,NFL,SDG,,NOR,L 27-28,2,2,Sun,1,-5,-5.00,0,LeafRy00
Jamal Lewis,RB,21.012,2000-09-10,NFL,BAL,,JAX,W 39-36,2,2,Sun,5,7,1.40,0,LewiJa00
Jeff Lewis,QB,27.146,2000-09-10,NFL,CAR,@,SFO,W 38-22,2,2,Sun,4,11,2.75,0,LewiJe01
Jermaine Lewis,WR,25.330,2000-09-10,NFL,BAL,,JAX,W 39-36,2,2,Sun,1,23,23.00,0,LewiJe00
Nick Luchey,FB,23.164,2000-09-10,NFL,CIN,,CLE,L 7-24,1,2,Sun,1,9,9.00,0,WillNi00
Stacey Mack,FB,25.076,2000-09-10,NFL,JAX,@,BAL,L 36-39,2,2,Sun,11,36,3.27,0,MackSt00
Peyton Manning,QB,24.170,2000-09-10,NFL,IND,,OAK,L 31-38,2,2,Sun,2,20,10.00,0,MannPe00
Donovan McNabb,QB,23.290,2000-09-10,NFL,PHI,,NYG,L 18-33,2,2,Sun,5,45,9.00,1,McNaDo00
Steve McNair,QB,27.209,2000-09-10,NFL,TEN,,KAN,W 17-14,2,2,Sun,7,42,6.00,0,McNaSt00
Cade McNown,QB,23.242,2000-09-10,NFL,CHI,@,TAM,L 0-41,2,2,Sun,5,49,9.80,0,McNoCa00
Rick Mirer,QB,30.175,2000-09-10,NFL,SFO,,CAR,L 22-38,2,2,Sun,3,0,0.00,0,MireRi00
Frank Moreau,RB,24.001,2000-09-10,NFL,KAN,@,TEN,L 14-17,2,2,Sun,7,4,0.57,0,MoreFr00
Sammy Morris,RB,23.171,2000-09-10,NFL,BUF,,GNB,W 27-18,2,2,Sun,2,6,3.00,0,MorrSa00
Chad Morton,RB,23.159,2000-09-10,NFL,NOR,@,SDG,W 28-27,2,2,Sun,1,1,1.00,0,MortCh00
Randy Moss*,WR,23.210,2000-09-10,NFL,MIN,,MIA,W 13-7,2,2,Sun,1,9,9.00,0,MossRa00
Eric Moulds,WR,27.055,2000-09-10,NFL,BUF,,GNB,W 27-18,2,2,Sun,1,4,4.00,0,MoulEr00
Adrian Murrell,RB,29.330,2000-09-10,NFL,WAS,@,DET,L 10-15,2,2,Sun,1,1,1.00,0,MurrAd00
Dennis Northcutt,WR,22.263,2000-09-10,NFL,CLE,@,CIN,W 24-7,2,2,Sun,1,-1,-1.00,0,NortDe00
Neil O'Donnell,QB,34.069,2000-09-10,NFL,TEN,,KAN,W 17-14,2,2,Sun,1,-1,-1.00,0,ODonNe00
Michael Pittman,RB,25.027,2000-09-10,NFL,ARI,,DAL,W 32-31,2,2,Sun,9,28,3.11,1,PittMi00
Jake Plummer,QB,25.266,2000-09-10,NFL,ARI,,DAL,W 32-31,2,2,Sun,1,0,0.00,0,PlumJa00
Daniel Pope,P,25.166,2000-09-10,NFL,CIN,,CLE,L 7-24,1,2,Sun,1,22,22.00,0,PopeDa20
Travis Prentice,RB,23.277,2000-09-10,NFL,CLE,@,CIN,W 24-7,2,2,Sun,8,46,5.75,1,PrenTr00
Errict Rhett,RB,29.274,2000-09-10,NFL,CLE,@,CIN,W 24-7,2,2,Sun,20,53,2.65,0,RhetEr00
