Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Targets,Rec,Rec Yards,Rec Avg,Rec TD,Catch Pct,YPTgt,unique_id
Ernie Conwell,TE,32.026,2004-09-12,NFL,NOR,,SEA,L 7-21,1,1,Sun,4,3,32,10.67,1,75.0%,8.00,ConwEr00
Chris Cooley,HB,22.063,2004-09-12,NFL,WAS,,TAM,W 16-10,1,1,Sun,2,1,16,16.00,0,50.0%,8.00,CoolCh00
Zack Crockett,FB,31.285,2004-09-12,NFL,OAK,@,PIT,L 21-24,1,1,Sun,1,1,8,8.00,0,100.0%,8.00,CrocZa00
Alge Crumpler,TE,26.264,2004-09-12,NFL,ATL,@,SFO,W 21-19,1,1,Sun,7,6,82,13.67,1,85.7%,11.71,CrumAl00
Ronald Curry,WR,25.107,2004-09-12,NFL,OAK,@,PIT,L 21-24,1,1,Sun,4,1,12,12.00,0,25.0%,3.00,CurrRo01
Andre' Davis,,25.092,2004-09-12,NFL,CLE,,BAL,W 20-3,1,1,Sun,3,1,51,51.00,0,33.3%,17.00,DaviAn01
Ken Dilger,TE,33.223,2004-09-12,NFL,TAM,@,WAS,L 10-16,1,1,Sun,3,3,12,4.00,0,100.0%,4.00,DilgKe00
T.J. Duckett,RB,23.208,2004-09-12,NFL,ATL,@,SFO,W 21-19,1,1,Sun,1,1,1,1.00,0,100.0%,1.00,DuckT.00
Rickey Dudley,TE,32.059,2004-09-12,NFL,TAM,@,WAS,L 10-16,1,1,Sun,2,2,31,15.50,0,100.0%,15.50,DudlRi00
Marc Edwards,FB,29.300,2004-09-12,NFL,JAX,@,BUF,W 13-10,1,1,Sun,2,2,6,3.00,0,100.0%,3.00,EdwaMa00
Troy Edwards,WR,27.158,2004-09-12,NFL,JAX,@,BUF,W 13-10,1,1,Sun,7,5,37,7.40,0,71.4%,5.29,EdwaTr00
Bobby Engram,WR,31.249,2004-09-12,NFL,SEA,@,NOR,W 21-7,1,1,Sun,4,3,55,18.33,0,75.0%,13.75,EngrBo00
Heath Evans,FB,25.257,2004-09-12,NFL,SEA,@,NOR,W 21-7,1,1,Sun,1,1,3,3.00,0,100.0%,3.00,EvanHe00
Lee Evans,WR,23.185,2004-09-12,NFL,BUF,,JAX,L 10-13,1,1,Sun,3,2,12,6.00,0,66.7%,4.00,EvanLe00
Justin Fargas,RB,24.231,2004-09-12,NFL,OAK,@,PIT,L 21-24,1,1,Sun,3,2,19,9.50,0,66.7%,6.33,FargJu00
Marshall Faulk*,RB,31.199,2004-09-12,NFL,STL,,ARI,W 17-10,1,1,Sun,2,2,17,8.50,0,100.0%,8.50,FaulMa00
Jim Finn,FB,27.278,2004-09-12,NFL,NYG,@,PHI,L 17-31,1,1,Sun,1,1,4,4.00,0,100.0%,4.00,FinnJi00
Brian Finneran,WR,28.225,2004-09-12,NFL,ATL,@,SFO,W 21-19,1,1,Sun,3,1,16,16.00,0,33.3%,5.33,FinnBr00
Larry Fitzgerald,WR,21.012,2004-09-12,NFL,ARI,@,STL,L 10-17,1,1,Sun,8,4,70,17.50,0,50.0%,8.75,FitzLa00
Casey Fitzsimmons,TE,23.338,2004-09-12,NFL,DET,@,CHI,W 20-16,1,1,Sun,1,1,4,4.00,0,100.0%,4.00,FitzCa00
Doug Gabriel,WR,24.016,2004-09-12,NFL,OAK,@,PIT,L 21-24,1,1,Sun,4,3,81,27.00,1,75.0%,20.25,GabrDo00
Jabar Gaffney,WR,23.286,2004-09-12,NFL,HOU,,SDG,L 20-27,1,1,Sun,4,4,40,10.00,0,100.0%,10.00,GaffJa00
Justin Gage,WR,23.231,2004-09-12,NFL,CHI,,DET,L 16-20,1,1,Sun,4,1,9,9.00,0,25.0%,2.25,GageJu00
Joey Galloway,WR,32.297,2004-09-12,NFL,TAM,@,WAS,L 10-16,1,1,Sun,3,1,0,0.00,0,33.3%,0.00,GallJo00
Rod Gardner,WR,26.322,2004-09-12,NFL,WAS,,TAM,W 16-10,1,1,Sun,7,4,61,15.25,0,57.1%,8.71,GardRo00
Charlie Garner,RB,32.212,2004-09-12,NFL,TAM,@,WAS,L 10-16,1,1,Sun,4,1,4,4.00,0,25.0%,1.00,GarnCh00
Antonio Gates,TE,24.086,2004-09-12,NFL,SDG,@,HOU,W 27-20,1,1,Sun,8,8,123,15.38,0,100.0%,15.38,GateAn00
Terry Glenn,WR,30.051,2004-09-12,NFL,DAL,@,MIN,L 17-35,1,1,Sun,8,5,84,16.80,1,62.5%,10.50,GlenTe00
Tony Gonzalez*,TE,28.198,2004-09-12,NFL,KAN,@,DEN,L 24-34,1,1,Sun,7,2,17,8.50,0,28.6%,2.43,GonzTo00
William Green,RB,24.270,2004-09-12,NFL,CLE,,BAL,W 20-3,1,1,Sun,7,4,27,6.75,0,57.1%,3.86,GreeWi01
Quentin Griffin,RB,23.244,2004-09-12,NFL,DEN,,KAN,W 34-24,1,1,Sun,3,1,1,1.00,1,33.3%,0.33,GrifQu00
Justin Griffith,FB,24.053,2004-09-12,NFL,ATL,@,SFO,W 21-19,1,1,Sun,2,1,2,2.00,0,50.0%,1.00,GrifJu00
Az-Zahir Hakim,WR,27.101,2004-09-12,NFL,DET,@,CHI,W 20-16,1,1,Sun,7,3,29,9.67,1,42.9%,4.14,HakiAz00
Dante Hall,WR,26.011,2004-09-12,NFL,KAN,@,DEN,L 24-34,1,1,Sun,2,2,17,8.50,0,100.0%,8.50,HallDa00
Patrick Hape,TE,30.098,2004-09-12,NFL,DEN,,KAN,W 34-24,1,1,Sun,1,1,2,2.00,1,100.0%,2.00,HapePa00
Verron Haynes,RB,25.208,2004-09-12,NFL,PIT,,OAK,W 24-21,1,1,Sun,1,1,-2,-2.00,0,100.0%,-2.00,HaynVe00
Todd Heap,TE,24.180,2004-09-12,NFL,BAL,@,CLE,L 3-20,1,1,Sun,14,9,86,9.56,0,64.3%,6.14,HeapTo00
Garrison Hearst,RB,33.252,2004-09-12,NFL,DEN,,KAN,W 34-24,1,1,Sun,1,1,5,5.00,0,100.0%,5.00,HearGa00
Travis Henry,RB,25.319,2004-09-12,NFL,BUF,,JAX,L 10-13,1,1,Sun,3,3,9,3.00,0,100.0%,3.00,HenrTr00
Ike Hilliard,WR,28.160,2004-09-12,NFL,NYG,@,PHI,L 17-31,1,1,Sun,9,3,59,19.67,0,33.3%,6.56,HillIk00
Tony Hollings,RB,22.286,2004-09-12,NFL,HOU,,SDG,L 20-27,1,1,Sun,1,1,27,27.00,0,100.0%,27.00,HollTo00
Priest Holmes,RB,30.341,2004-09-12,NFL,KAN,@,DEN,L 24-34,1,1,Sun,3,2,-2,-1.00,0,66.7%,-0.67,HolmPr00
Torry Holt,WR,28.099,2004-09-12,NFL,STL,,ARI,W 17-10,1,1,Sun,9,7,96,13.71,0,77.8%,10.67,HoltTo00
Joe Horn,WR,32.240,2004-09-12,NFL,NOR,,SEA,L 7-21,1,1,Sun,9,6,110,18.33,0,66.7%,12.22,HornJo00
T.J. Houshmandzadeh,WR,26.352,2004-09-12,NFL,CIN,@,NYJ,L 24-31,1,1,Sun,4,3,38,12.67,0,75.0%,9.50,HousTJ00
Randy Hymes,WR,25.036,2004-09-12,NFL,BAL,@,CLE,L 3-20,1,1,Sun,7,5,39,7.80,0,71.4%,5.57,HymeRa00
Jasen Isom,FB,27.249,2004-09-12,NFL,SFO,,ATL,L 19-21,1,1,Sun,2,1,1,1.00,0,50.0%,0.50,IsomJa00
Darrell Jackson,WR,25.281,2004-09-12,NFL,SEA,@,NOR,W 21-7,1,1,Sun,10,7,98,14.00,0,70.0%,9.80,JackDa00
James Jackson,RB,28.039,2004-09-12,NFL,CLE,,BAL,W 20-3,1,1,Sun,2,2,5,2.50,0,100.0%,2.50,JackJa00
Terry Jackson,FB,28.246,2004-09-12,NFL,SFO,,ATL,L 19-21,1,1,Sun,3,3,31,10.33,0,100.0%,10.33,JackTe00
Andre Johnson,WR,23.063,2004-09-12,NFL,HOU,,SDG,L 20-27,1,1,Sun,8,4,58,14.50,0,50.0%,7.25,JohnAn02
Bryan Johnson,FB,26.238,2004-09-12,NFL,CHI,,DET,L 16-20,1,1,Sun,3,1,4,4.00,0,33.3%,1.33,JohnBr01
Bryant Johnson,WR,23.189,2004-09-12,NFL,ARI,@,STL,L 10-17,1,1,Sun,4,3,19,6.33,0,75.0%,4.75,JohnBr02
Chad Johnson,WR,26.247,2004-09-12,NFL,CIN,@,NYJ,L 24-31,1,1,Sun,8,5,99,19.80,1,62.5%,12.38,JohnCh01
Eric Johnson,TE,28.135,2004-09-12,NFL,SFO,,ATL,L 19-21,1,1,Sun,9,8,86,10.75,1,88.9%,9.56,JohnEr00
Jeremi Johnson,FB,24.008,2004-09-12,NFL,CIN,@,NYJ,L 24-31,1,1,Sun,1,1,8,8.00,0,100.0%,8.00,JohnJe00
Kevin Johnson,WR,28.059,2004-09-12,NFL,BAL,@,CLE,L 3-20,1,1,Sun,8,5,43,8.60,0,62.5%,5.38,JohnKe01
Keyshawn Johnson,WR,32.052,2004-09-12,NFL,DAL,@,MIN,L 17-35,1,1,Sun,15,9,111,12.33,0,60.0%,7.40,JohnKe00
Doug Jolley,TE,25.254,2004-09-12,NFL,OAK,@,PIT,L 21-24,1,1,Sun,2,1,19,19.00,0,50.0%,9.50,JollDo00
Freddie Jones,TE,29.362,2004-09-12,NFL,ARI,@,STL,L 10-17,1,1,Sun,7,6,39,6.50,0,85.7%,5.57,JoneFr00
Kevin Jones,HB,22.022,2004-09-12,NFL,DET,@,CHI,W 20-16,1,1,Sun,2,1,34,34.00,0,50.0%,17.00,JoneKe02
Thomas Jones,RB,26.024,2004-09-12,NFL,CHI,,DET,L 16-20,1,1,Sun,8,6,38,6.33,0,75.0%,4.75,JoneTh00
LaMont Jordan,RB-K,25.306,2004-09-12,NFL,NYJ,,CIN,W 31-24,1,1,Sun,1,1,5,5.00,0,100.0%,5.00,JordLa00
Mike Karney,FB,23.068,2004-09-12,NFL,NOR,,SEA,L 7-21,1,1,Sun,1,1,12,12.00,0,100.0%,12.00,KarnMi00
Reggie Kelly,TE,27.203,2004-09-12,NFL,CIN,@,NYJ,L 24-31,1,1,Sun,1,1,3,3.00,0,100.0%,3.00,KellRe00
Eddie Kennison,WR,31.236,2004-09-12,NFL,KAN,@,DEN,L 24-34,1,1,Sun,11,6,101,16.83,0,54.5%,9.18,KennEd00
Jim Kleinsasser,TE,27.225,2004-09-12,NFL,MIN,,DAL,W 35-17,1,1,Sun,3,2,24,12.00,0,66.7%,8.00,KleiJi00
Ashley Lelie,WR,24.209,2004-09-12,NFL,DEN,,KAN,W 34-24,1,1,Sun,5,4,88,22.00,0,80.0%,17.60,LeliAs00
Chad Lewis,TE,32.343,2004-09-12,NFL,PHI,,NYG,W 31-17,1,1,Sun,8,6,58,9.67,0,75.0%,7.25,LewiCh00
Brandon Lloyd,WR,23.069,2004-09-12,NFL,SFO,,ATL,L 19-21,1,1,Sun,11,4,29,7.25,0,36.4%,2.64,LloyBr00
Dane Looker,WR,28.160,2004-09-12,NFL,STL,,ARI,W 17-10,1,1,Sun,4,3,34,11.33,0,75.0%,8.50,LookDa00
Curtis Martin*,RB,31.134,2004-09-12,NFL,NYJ,,CIN,W 31-24,1,1,Sun,3,3,7,2.33,1,100.0%,2.33,MartCu00
Deuce McAllister,RB,25.260,2004-09-12,NFL,NOR,,SEA,L 7-21,1,1,Sun,5,2,20,10.00,0,40.0%,4.00,McAlDe00
Justin McCareins,SE,25.286,2004-09-12,NFL,NYJ,,CIN,W 31-24,1,1,Sun,7,5,66,13.20,0,71.4%,9.43,McCaJu00
Shaun McDonald,WR,23.091,2004-09-12,NFL,STL,,ARI,W 17-10,1,1,Sun,2,2,13,6.50,0,100.0%,6.50,McDoSh00
Willis McGahee,RB,22.327,2004-09-12,NFL,BUF,,JAX,L 10-13,1,1,Sun,1,1,12,12.00,0,100.0%,12.00,McGaWi00
Jason McKie,FB,24.113,2004-09-12,NFL,CHI,,DET,L 16-20,1,1,Sun,1,1,10,10.00,0,100.0%,10.00,McKiJa00
Itula Mili,TE,31.145,2004-09-12,NFL,SEA,@,NOR,W 21-7,1,1,Sun,1,1,15,15.00,0,100.0%,15.00,MiliIt00
Freddie Mitchell,FB,25.289,2004-09-12,NFL,PHI,,NYG,W 31-17,1,1,Sun,4,1,22,22.00,0,25.0%,5.50,MitcFr00
Mewelde Moore,RB,22.050,2004-09-12,NFL,MIN,,DAL,W 35-17,1,1,Sun,1,1,8,8.00,0,100.0%,8.00,MoorMe00
Quincy Morgan,WR,26.355,2004-09-12,NFL,CLE,,BAL,W 20-3,1,1,Sun,2,1,46,46.00,1,50.0%,23.00,MorgQu00
Johnnie Morton,WR,32.341,2004-09-12,NFL,KAN,@,DEN,L 24-34,1,1,Sun,6,3,30,10.00,0,50.0%,5.00,MortJo00
Randy Moss*,WR,27.212,2004-09-12,NFL,MIN,,DAL,W 35-17,1,1,Sun,6,4,27,6.75,2,66.7%,4.50,MossRa00
Santana Moss,FL,25.103,2004-09-12,NFL,NYJ,,CIN,W 31-24,1,1,Sun,7,4,55,13.75,0,57.1%,7.86,MossSa00
Eric Moulds,WR,31.057,2004-09-12,NFL,BUF,,JAX,L 10-13,1,1,Sun,8,8,75,9.38,1,100.0%,9.38,MoulEr00
Dennis Northcutt,WR,26.265,2004-09-12,NFL,CLE,,BAL,W 20-3,1,1,Sun,3,3,12,4.00,0,100.0%,4.00,NortDe00
Terrell Owens*,WR,30.280,2004-09-12,NFL,PHI,,NYG,W 31-17,1,1,Sun,11,8,68,8.50,3,72.7%,6.18,OwenTe00
Eric Parker,WR,25.151,2004-09-12,NFL,SDG,@,HOU,W 27-20,1,1,Sun,5,2,25,12.50,1,40.0%,5.00,ParkEr00
Todd Pinkston,WR,27.142,2004-09-12,NFL,PHI,,NYG,W 31-17,1,1,Sun,3,3,76,25.33,0,100.0%,25.33,PinkTo00
Artose Pinner,RB,26.251,2004-09-12,NFL,DET,@,CHI,W 20-16,1,1,Sun,1,1,5,5.00,0,100.0%,5.00,PinnAr00
Nate Poole,WR,27.224,2004-09-12,NFL,ARI,@,STL,L 10-17,1,1,Sun,2,1,24,24.00,0,50.0%,12.00,PoolNa01
Jerry Porter,WR,26.060,2004-09-12,NFL,OAK,@,PIT,L 21-24,1,1,Sun,10,4,44,11.00,0,40.0%,4.40,PortJe00
Clinton Portis,RB,23.011,2004-09-12,NFL,WAS,,TAM,W 16-10,1,1,Sun,5,4,15,3.75,0,80.0%,3.00,PortCl00
Peerless Price,WR,27.321,2004-09-12,NFL,ATL,@,SFO,W 21-19,1,1,Sun,6,4,62,15.50,0,66.7%,10.33,PricPe00
Jeb Putzier,TE,25.236,2004-09-12,NFL,DEN,,KAN,W 34-24,1,1,Sun,3,2,25,12.50,0,66.7%,8.33,PutzJe00
Antwaan Randle El,WR,25.026,2004-09-12,NFL,PIT,,OAK,W 24-21,1,1,Sun,4,1,11,11.00,0,25.0%,2.75,RandAn00
J.R. Redmond,RB,26.350,2004-09-12,NFL,OAK,@,PIT,L 21-24,1,1,Sun,5,3,29,9.67,0,60.0%,5.80,RedmJ.00
Josh Reed,WR,24.134,2004-09-12,NFL,BUF,,JAX,L 10-13,1,1,Sun,3,2,18,9.00,0,66.7%,6.00,ReedJo01
Jerry Rice*,WR,41.335,2004-09-12,NFL,OAK,@,PIT,L 21-24,1,1,Sun,4,2,22,11.00,0,50.0%,5.50,RiceJe00
Jay Riemersma,TE,31.118,2004-09-12,NFL,PIT,,OAK,W 24-21,1,1,Sun,1,1,12,12.00,0,100.0%,12.00,RiemJa00
Jon Ritchie,FB,30.008,2004-09-12,NFL,PHI,,NYG,W 31-17,1,1,Sun,3,2,14,7.00,0,66.7%,4.67,RitcJo00
Koren Robinson,WR,24.177,2004-09-12,NFL,SEA,@,NOR,W 21-7,1,1,Sun,7,3,35,11.67,0,42.9%,5.00,RobiKo00
Marcus Robinson,WR,29.198,2004-09-12,NFL,MIN,,DAL,W 35-17,1,1,Sun,5,3,54,18.00,1,60.0%,10.80,RobiMa00
Cory Schlesinger,FB,32.081,2004-09-12,NFL,DET,@,CHI,W 20-16,1,1,Sun,1,1,30,30.00,0,100.0%,30.00,SchlCo00
Bill Schroeder,WR,33.247,2004-09-12,NFL,TAM,@,WAS,L 10-16,1,1,Sun,2,2,26,13.00,0,100.0%,13.00,SchrBi00
Josh Scobey,RB,24.276,2004-09-12,NFL,ARI,@,STL,L 10-17,1,1,Sun,4,3,23,7.67,0,75.0%,5.75,ScobJo00
Jeremy Shockey,TE,24.025,2004-09-12,NFL,NYG,@,PHI,L 17-31,1,1,Sun,4,2,39,19.50,0,50.0%,9.75,ShocJe00
Jimmy Smith,WR,35.216,2004-09-12,NFL,JAX,@,BUF,W 13-10,1,1,Sun,12,4,83,20.75,0,33.3%,6.92,SmitJi00
L.J. Smith,TE,24.122,2004-09-12,NFL,PHI,,NYG,W 31-17,1,1,Sun,4,3,50,16.67,1,75.0%,12.50,SmitL.00
Onterrio Smith,RB,23.279,2004-09-12,NFL,MIN,,DAL,W 35-17,1,1,Sun,1,1,63,63.00,1,100.0%,63.00,SmitOn00
Rod Smith,WR,34.120,2004-09-12,NFL,DEN,,KAN,W 34-24,1,1,Sun,9,7,76,10.86,0,77.8%,8.44,SmitRo01
Jerald Sowell,FB,30.235,2004-09-12,NFL,NYJ,,CIN,W 31-24,1,1,Sun,3,3,20,6.67,0,100.0%,6.67,SoweJe00
Duce Staley,HB,29.198,2004-09-12,NFL,PIT,,OAK,W 24-21,1,1,Sun,4,1,3,3.00,0,25.0%,0.75,StalDu00
Donte' Stallworth,WR,23.307,2004-09-12,NFL,NOR,,SEA,L 7-21,1,1,Sun,6,3,36,12.00,0,50.0%,6.00,StalDo00
Tai Streets,WR,27.145,2004-09-12,NFL,DET,@,CHI,W 20-16,1,1,Sun,1,1,1,1.00,0,100.0%,1.00,StreTa00
Mack Strong,FB,33.001,2004-09-12,NFL,SEA,@,NOR,W 21-7,1,1,Sun,2,2,9,4.50,0,100.0%,4.50,StroMa00
Travis Taylor,WR,26.166,2004-09-12,NFL,BAL,@,CLE,L 3-20,1,1,Sun,5,1,5,5.00,0,20.0%,1.00,TaylTr01
David Terrell,WR,29.066,2004-09-12,NFL,CHI,,DET,L 16-20,1,1,Sun,8,5,126,25.20,0,62.5%,15.75,TerrDa00
LaBrandon Toefield,RB,23.354,2004-09-12,NFL,JAX,@,BUF,W 13-10,1,1,Sun,2,2,-7,-3.50,0,100.0%,-3.50,ToefLa00
LaDainian Tomlinson*,RB,25.081,2004-09-12,NFL,SDG,@,HOU,W 27-20,1,1,Sun,4,3,-4,-1.33,0,75.0%,-1.00,TomlLa00
Amani Toomer,WR,30.004,2004-09-12,NFL,NYG,@,PHI,L 17-31,1,1,Sun,7,4,41,10.25,0,57.1%,5.86,ToomAm00
Jerame Tuman,TE,28.172,2004-09-12,NFL,PIT,,OAK,W 24-21,1,1,Sun,2,1,6,6.00,0,50.0%,3.00,TumaJe00
Bobby Wade,WR,23.200,2004-09-12,NFL,CHI,,DET,L 16-20,1,1,Sun,3,1,12,12.00,0,33.3%,4.00,WadeBo00
Hines Ward,FL,28.188,2004-09-12,NFL,PIT,,OAK,W 24-21,1,1,Sun,7,7,99,14.14,0,100.0%,14.14,WardHi00
