Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Brett Favre*,QB,32.333,2002-09-08,NFL,GNB,,ATL,W 37-34,1,1,Sun,2,6,3.00,0,FavrBr00
Jay Fiedler,QB,30.253,2002-09-08,NFL,MIA,,DET,W 49-21,1,1,Sun,3,9,3.00,0,FiedJa00
Terrell Fletcher,RB,28.359,2002-09-08,NFL,SDG,@,CIN,W 34-6,1,1,Sun,16,73,4.56,1,FletTe00
Gus Frerotte,QB,31.039,2002-09-08,NFL,CIN,,SDG,L 6-34,1,1,Sun,2,14,7.00,0,FrerGu00
Joey Galloway,WR,30.292,2002-09-08,NFL,DAL,@,HOU,L 10-19,1,1,Sun,1,21,21.00,0,GallJo00
Rich Gannon,QB,36.262,2002-09-08,NFL,OAK,,SEA,W 31-17,1,1,Sun,3,14,4.67,0,GannRi00
Charlie Garner,RB,30.207,2002-09-08,NFL,OAK,,SEA,W 31-17,1,1,Sun,15,127,8.47,1,GarnCh00
Olandis Gary,RB,27.113,2002-09-08,NFL,DEN,,STL,W 23-16,1,1,Sun,11,37,3.36,0,GaryOl00
Eddie George,RB,28.349,2002-09-08,NFL,TEN,,PHI,W 27-24,1,1,Sun,18,42,2.33,1,GeorEd00
Nick Goings,RB,24.225,2002-09-08,NFL,CAR,,BAL,W 10-7,1,1,Sun,4,19,4.75,0,GoinNi00
Ahman Green,RB,25.204,2002-09-08,NFL,GNB,,ATL,W 37-34,1,1,Sun,27,155,5.74,0,GreeAh00
Trent Green,QB,32.061,2002-09-08,NFL,KAN,@,CLE,W 40-39,1,1,Sun,2,17,8.50,0,GreeTr00
William Green,RB,22.265,2002-09-08,NFL,CLE,,KAN,L 39-40,1,1,Sun,8,17,2.13,0,GreeWi01
Brian Griese,QB,27.174,2002-09-08,NFL,DEN,,STL,W 23-16,1,1,Sun,3,16,5.33,0,GrieBr00
Dante Hall,KR/W,24.007,2002-09-08,NFL,KAN,@,CLE,W 40-39,1,1,Sun,2,14,7.00,0,HallDa00
Troy Hambrick,RB,25.306,2002-09-08,NFL,DAL,@,HOU,L 10-19,1,1,Sun,4,16,4.00,0,HambTr00
Matt Hasselbeck,QB,26.348,2002-09-08,NFL,SEA,@,OAK,L 17-31,1,1,Sun,2,6,3.00,0,HassMa00
William Henderson,FB,31.201,2002-09-08,NFL,GNB,,ATL,W 37-34,1,1,Sun,1,1,1.00,1,HendWi00
Travis Henry,HB,23.314,2002-09-08,NFL,BUF,,NYJ,L 31-37,1,1,Sun,31,149,4.81,3,HenrTr00
Chris Hetherington,FB,29.285,2002-09-08,NFL,STL,@,DEN,L 16-23,1,1,Sun,1,0,0.00,0,HethCh00
Robert Holcombe,RB,26.271,2002-09-08,NFL,TEN,,PHI,W 27-24,1,1,Sun,1,4,4.00,0,HolcRo00
Priest Holmes,RB,28.336,2002-09-08,NFL,KAN,@,CLE,W 40-39,1,1,Sun,22,122,5.55,4,HolmPr00
Brad Hoover,FB,25.301,2002-09-08,NFL,CAR,,BAL,W 10-7,1,1,Sun,5,29,5.80,0,HoovBr00
Darrell Jackson,WR,23.276,2002-09-08,NFL,SEA,@,OAK,L 17-31,1,1,Sun,1,1,1.00,0,JackDa00
Edgerrin James,RB,24.038,2002-09-08,NFL,IND,@,JAX,W 28-25,1,1,Sun,26,99,3.81,0,JameEd00
Brad Johnson,QB,33.360,2002-09-08,NFL,TAM,,NOR,L 20-26,1,1,Sun,3,11,3.67,0,JohnBr00
Leon Johnson,RB,28.057,2002-09-08,NFL,CHI,,MIN,W 27-23,1,1,Sun,4,31,7.75,0,JohnLe00
Thomas Jones,RB,24.020,2002-09-08,NFL,ARI,@,WAS,L 23-31,1,1,Sun,17,54,3.18,0,JoneTh00
LaMont Jordan,RB-K,23.301,2002-09-08,NFL,NYJ,@,BUF,W 37-31,1,1,Sun,7,32,4.57,0,JordLa00
Randy Jordan,RB,32.094,2002-09-08,NFL,OAK,,SEA,W 31-17,1,1,Sun,2,14,7.00,1,JordRa00
Terry Kirby,RB,32.231,2002-09-08,NFL,OAK,,SEA,W 31-17,1,1,Sun,1,-3,-3.00,0,KirbTe00
Rob Konrad,FB,25.300,2002-09-08,NFL,MIA,,DET,W 49-21,1,1,Sun,1,-1,-1.00,0,KonrRo00
Dorsey Levens,RB,32.110,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,3,9,3.00,0,LeveDo00
Jamal Lewis,RB,23.010,2002-09-08,NFL,BAL,@,CAR,L 7-10,1,1,Sun,17,64,3.76,0,LewiJa00
Jermaine Lewis,WR,27.327,2002-09-08,NFL,HOU,,DAL,W 19-10,1,1,Sun,1,5,5.00,0,LewiJe00
Ray Lucas,QB,30.033,2002-09-08,NFL,MIA,,DET,W 49-21,1,1,Sun,2,-2,-1.00,0,LucaRa00
Stacey Mack,RB,27.074,2002-09-08,NFL,JAX,,IND,L 25-28,1,1,Sun,4,16,4.00,0,MackSt00
Peyton Manning,QB,26.168,2002-09-08,NFL,IND,@,JAX,W 28-25,1,1,Sun,2,5,2.50,0,MannPe00
Cecil Martin,FB,27.062,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,1,-4,-4.00,0,MartCe00
Curtis Martin*,RB,29.130,2002-09-08,NFL,NYJ,@,BUF,W 37-31,1,1,Sun,4,6,1.50,0,MartCu00
Shane Matthews,QB,32.099,2002-09-08,NFL,WAS,,ARI,W 31-23,1,1,Sun,4,0,0.00,0,MattSh00
Deuce McAllister,RB,23.255,2002-09-08,NFL,NOR,@,TAM,W 26-20,1,1,Sun,31,109,3.52,0,McAlDe00
Fred McCrary,FB,29.354,2002-09-08,NFL,SDG,@,CIN,W 34-6,1,1,Sun,1,-1,-1.00,0,McCrFr00
Mike McMahon,QB,23.212,2002-09-08,NFL,DET,@,MIA,L 21-49,1,1,Sun,2,11,5.50,1,McMaMi00
Donovan McNabb,QB,25.287,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,3,15,5.00,0,McNaDo00
Steve McNair,QB,29.206,2002-09-08,NFL,TEN,,PHI,W 27-24,1,1,Sun,5,24,4.80,0,McNaSt00
Rondell Mealey,RB,25.196,2002-09-08,NFL,GNB,,ATL,W 37-34,1,1,Sun,5,30,6.00,1,MealRo00
Jim Miller,QB,31.211,2002-09-08,NFL,CHI,,MIN,W 27-23,1,1,Sun,3,4,1.33,0,MillJi00
Travis Minor,RB,23.070,2002-09-08,NFL,MIA,,DET,W 49-21,1,1,Sun,11,45,4.09,0,MinoTr00
Chad Morton,RB-K,25.157,2002-09-08,NFL,NYJ,@,BUF,W 37-31,1,1,Sun,1,-1,-1.00,0,MortCh00
Santana Moss,WR,23.099,2002-09-08,NFL,NYJ,@,BUF,W 37-31,1,1,Sun,1,12,12.00,0,MossSa00
Muhsin Muhammad,WR,29.126,2002-09-08,NFL,CAR,,BAL,W 10-7,1,1,Sun,1,17,17.00,0,MuhaMu00
Rodney Peete,QB,36.176,2002-09-08,NFL,CAR,,BAL,W 10-7,1,1,Sun,2,-4,-2.00,0,PeetRo00
Michael Pittman,RB,27.025,2002-09-08,NFL,TAM,,NOR,L 20-26,1,1,Sun,12,50,4.17,0,PittMi00
Jake Plummer,QB,27.263,2002-09-08,NFL,ARI,@,WAS,L 23-31,1,1,Sun,2,11,5.50,1,PlumJa00
Jerry Porter,WR,24.056,2002-09-08,NFL,OAK,,SEA,W 31-17,1,1,Sun,1,4,4.00,0,PortJe00
Clinton Portis,RB,21.007,2002-09-08,NFL,DEN,,STL,W 23-16,1,1,Sun,5,34,6.80,0,PortCl00
Peerless Price,WR,25.316,2002-09-08,NFL,BUF,,NYJ,L 31-37,1,1,Sun,1,-7,-7.00,0,PricPe00
Chris Redman,QB,25.063,2002-09-08,NFL,BAL,@,CAR,L 7-10,1,1,Sun,1,-1,-1.00,0,RedmCh00
Tony Richardson,FB,30.265,2002-09-08,NFL,KAN,@,CLE,W 40-39,1,1,Sun,3,13,4.33,0,RichTo00
Frank Sanders,WR,29.203,2002-09-08,NFL,ARI,@,WAS,L 23-31,1,1,Sun,1,5,5.00,0,SandFr00
Cory Schlesinger,FB,30.077,2002-09-08,NFL,DET,@,MIA,L 21-49,1,1,Sun,8,28,3.50,1,SchlCo00
Emmitt Smith*,RB,33.116,2002-09-08,NFL,DAL,@,HOU,L 10-19,1,1,Sun,17,67,3.94,0,SmitEm00
Lamar Smith,RB,31.283,2002-09-08,NFL,CAR,,BAL,W 10-7,1,1,Sun,24,84,3.50,0,SmitLa00
Duce Staley,RB,27.193,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,7,18,2.57,0,StalDu00
Brandon Stokley,WR,26.077,2002-09-08,NFL,BAL,@,CAR,L 7-10,1,1,Sun,1,14,14.00,0,StokBr00
John Tait,RT,27.225,2002-09-08,NFL,KAN,@,CLE,W 40-39,1,1,Sun,1,28,28.00,0,TaitJo20
Fred Taylor,RB,26.224,2002-09-08,NFL,JAX,,IND,L 25-28,1,1,Sun,24,83,3.46,1,TaylFr00
Vinny Testaverde,QB,38.299,2002-09-08,NFL,NYJ,@,BUF,W 37-31,1,1,Sun,1,24,24.00,0,TestVi00
Anthony Thomas,RB,24.305,2002-09-08,NFL,CHI,,MIN,W 27-23,1,1,Sun,19,45,2.37,1,ThomAn01
Derrius Thompson,WR,25.065,2002-09-08,NFL,WAS,,ARI,W 31-23,1,1,Sun,1,13,13.00,0,ThomDe00
LaDainian Tomlinson*,RB,23.077,2002-09-08,NFL,SDG,@,CIN,W 34-6,1,1,Sun,21,114,5.43,1,TomlLa00
Michael Vick,QB,22.074,2002-09-08,NFL,ATL,@,GNB,L 34-37,1,1,Sun,9,72,8.00,1,VickMi00
Javon Walker,WR,23.329,2002-09-08,NFL,GNB,,ATL,W 37-34,1,1,Sun,1,11,11.00,0,WalkJa00
Kurt Warner*,QB,31.078,2002-09-08,NFL,STL,@,DEN,L 16-23,1,1,Sun,1,8,8.00,0,WarnKu00
Lamont Warren,RB,29.247,2002-09-08,NFL,DET,@,MIA,L 21-49,1,1,Sun,5,8,1.60,0,WarrLa00
Kenny Watson,HB,24.179,2002-09-08,NFL,WAS,,ARI,W 31-23,1,1,Sun,1,5,5.00,0,WatsKe00
Jonathan Wells,RB,23.049,2002-09-08,NFL,HOU,,DAL,W 19-10,1,1,Sun,9,18,2.00,0,WellJo00
Brian Westbrook,RB/K,23.006,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,8,42,5.25,0,WestBr00
Tyrone Wheatley,RB,30.232,2002-09-08,NFL,OAK,,SEA,W 31-17,1,1,Sun,18,65,3.61,0,WheaTy00
Jamel White,RB,25.209,2002-09-08,NFL,CLE,,KAN,L 39-40,1,1,Sun,12,42,3.50,0,WhitJa00
Michael Wiley,RB,24.246,2002-09-08,NFL,DAL,@,HOU,L 10-19,1,1,Sun,1,46,46.00,1,WileMi00
Moe Williams,RB,28.044,2002-09-08,NFL,MIN,@,CHI,L 23-27,1,1,Sun,7,48,6.86,0,WillMo00
Ricky Williams,RB,25.110,2002-09-08,NFL,MIA,,DET,W 49-21,1,1,Sun,20,111,5.55,2,WillRi00
Jerome Bettis*,RB,30.205,2002-09-09,NFL,PIT,@,NWE,L 14-30,1,1,Mon,8,35,4.38,0,BettJe00
Marc Edwards,FB,27.296,2002-09-09,NFL,NWE,,PIT,W 30-14,1,1,Mon,1,3,3.00,0,EdwaMa00
Antwaan Randle El,WR,23.023,2002-09-09,NFL,PIT,@,NWE,L 14-30,1,1,Mon,1,9,9.00,0,RandAn00
Antowain Smith,RB,30.179,2002-09-09,NFL,NWE,,PIT,W 30-14,1,1,Mon,17,60,3.53,0,SmitAn00
Kordell Stewart,QB,29.328,2002-09-09,NFL,PIT,@,NWE,L 14-30,1,1,Mon,8,16,2.00,1,StewKo00
Amos Zereoue,RB,25.336,2002-09-09,NFL,PIT,@,NWE,L 14-30,1,1,Mon,7,14,2.00,0,ZereAm00
Shaun Alexander,RB,25.016,2002-09-15,NFL,SEA,,ARI,L 13-24,2,2,Sun,17,37,2.18,0,AlexSh00
James Allen,RB,27.171,2002-09-15,NFL,HOU,@,SDG,L 3-24,2,2,Sun,13,51,3.92,0,AlleJa00
Mike Alstott,FB,28.268,2002-09-15,NFL,TAM,@,BAL,W 25-0,2,2,Sun,11,23,2.09,0,AlstMi00
Mike Anderson,FB,28.359,2002-09-15,NFL,DEN,@,SFO,W 24-14,2,2,Sun,10,95,9.50,0,AndeMi00
Richie Anderson,FB,31.002,2002-09-15,NFL,NYJ,,NWE,L 7-44,2,2,Sun,1,1,1.00,0,AndeRi00
Tiki Barber,RB,27.161,2002-09-15,NFL,NYG,@,STL,W 26-21,2,2,Sun,19,80,4.21,0,BarbTi00
Kevan Barlow,RB,23.251,2002-09-15,NFL,SFO,,DEN,L 14-24,2,2,Sun,7,47,6.71,0,BarlKe00
Jarrod Baxter,FB,23.190,2002-09-15,NFL,HOU,@,SDG,L 3-24,2,2,Sun,2,7,3.50,0,BaxtJa00
Fred Beasley,FB,27.362,2002-09-15,NFL,SFO,,DEN,L 14-24,2,2,Sun,3,6,2.00,0,BeasFr00
Michael Bennett,RB,24.033,2002-09-15,NFL,MIN,,BUF,L 39-45,2,2,Sun,10,45,4.50,0,BennMi00
Jerome Bettis*,RB,30.211,2002-09-15,NFL,PIT,,OAK,L 17-30,2,2,Sun,10,41,4.10,0,BettJe00
Drew Bledsoe,QB,30.213,2002-09-15,NFL,BUF,@,MIN,W 45-39,2,2,Sun,1,0,0.00,0,BledDr00
Tom Brady,QB,25.043,2002-09-15,NFL,NWE,@,NYJ,W 44-7,2,2,Sun,2,5,2.50,0,BradTo00
Drew Brees,QB,23.243,2002-09-15,NFL,SDG,,HOU,W 24-3,2,2,Sun,3,7,2.33,0,BreeDr00
Aaron Brooks,QB,26.175,2002-09-15,NFL,NOR,,GNB,W 35-20,2,2,Sun,5,13,2.60,0,BrooAa00
Dee Brown,RB,24.126,2002-09-15,NFL,CAR,,DET,W 31-7,2,2,Sun,3,-2,-0.67,0,BrowDe02
Mark Brunell,QB,31.363,2002-09-15,NFL,JAX,@,KAN,W 23-16,2,2,Sun,7,12,1.71,0,BrunMa00
Trung Canidate,RB,25.196,2002-09-15,NFL,STL,,NYG,L 21-26,2,2,Sun,1,0,0.00,0,CaniTr00
David Carr,QB,23.056,2002-09-15,NFL,HOU,@,SDG,L 3-24,2,2,Sun,3,27,9.00,0,CarrDa00
Quincy Carter,QB,24.337,2002-09-15,NFL,DAL,,TEN,W 21-13,2,2,Sun,4,7,1.75,0,CartQu00
Aveion Cason,RB,23.065,2002-09-15,NFL,DET,@,CAR,L 7-31,2,2,Sun,3,6,2.00,0,CasoAv00
Larry Centers,FB,34.106,2002-09-15,NFL,BUF,@,MIN,W 45-39,2,2,Sun,1,1,1.00,0,CentLa00
Doug Chapman,RB,25.024,2002-09-15,NFL,MIN,,BUF,L 39-45,2,2,Sun,4,41,10.25,0,ChapDo00
Mike Cloud,RB,27.076,2002-09-15,NFL,KAN,,JAX,L 16-23,2,2,Sun,1,7,7.00,0,ClouMi00
Kerry Collins,QB,29.259,2002-09-15,NFL,NYG,@,STL,W 26-21,2,2,Sun,7,3,0.43,0,CollKe00
Curtis Conway,WR,31.245,2002-09-15,NFL,SDG,,HOU,W 24-3,2,2,Sun,1,3,3.00,1,ConwCu00
Zack Crockett,RB,29.287,2002-09-15,NFL,OAK,@,PIT,W 30-17,2,2,Sun,1,3,3.00,0,CrocZa00
Daunte Culpepper,QB,25.230,2002-09-15,NFL,MIN,,BUF,L 39-45,2,2,Sun,7,20,2.86,1,CulpDa00
Rohan Davey,QB,24.154,2002-09-15,NFL,NWE,@,NYJ,W 44-7,2,2,Sun,2,-4,-2.00,0,DaveRo01
Ron Dayne,RB,24.185,2002-09-15,NFL,NYG,@,STL,W 26-21,2,2,Sun,11,18,1.64,0,DaynRo00
Trent Dilfer,QB,30.186,2002-09-15,NFL,SEA,,ARI,L 13-24,2,2,Sun,2,0,0.00,0,DilfTr00
Corey Dillon,HB,27.326,2002-09-15,NFL,CIN,@,CLE,L 7-20,2,2,Sun,22,108,4.91,0,DillCo00
T.J. Duckett,FB,21.210,2002-09-15,NFL,ATL,,CHI,L 13-14,2,2,Sun,5,32,6.40,0,DuckT.00
Warrick Dunn,RB,27.253,2002-09-15,NFL,ATL,,CHI,L 13-14,2,2,Sun,15,34,2.27,0,DunnWa00
Tim Dwight,WR,27.064,2002-09-15,NFL,SDG,,HOU,W 24-3,2,2,Sun,1,20,20.00,0,DwigTi00
Marc Edwards,FB,27.302,2002-09-15,NFL,NWE,@,NYJ,W 44-7,2,2,Sun,7,21,3.00,0,EdwaMa00
Kevin Faulk,RB,26.102,2002-09-15,NFL,NWE,@,NYJ,W 44-7,2,2,Sun,10,48,4.80,1,FaulKe00
Marshall Faulk*,RB,29.201,2002-09-15,NFL,STL,,NYG,L 21-26,2,2,Sun,14,87,6.21,2,FaulMa00
Brett Favre*,QB,32.340,2002-09-15,NFL,GNB,@,NOR,L 20-35,2,2,Sun,3,15,5.00,0,FavrBr00
James Fenderson,RB,25.326,2002-09-15,NFL,NOR,,GNB,W 35-20,2,2,Sun,1,11,11.00,0,FendJa00
Jay Fiedler,QB,30.260,2002-09-15,NFL,MIA,@,IND,W 21-13,2,2,Sun,7,30,4.29,1,FiedJa00
Terrell Fletcher,RB,29.001,2002-09-15,NFL,SDG,,HOU,W 24-3,2,2,Sun,3,10,3.33,0,FletTe00
Gus Frerotte,QB,31.046,2002-09-15,NFL,CIN,@,CLE,L 7-20,2,2,Sun,2,8,4.00,0,FrerGu00
Jeff Garcia,QB,32.203,2002-09-15,NFL,SFO,,DEN,L 14-24,2,2,Sun,5,13,2.60,1,GarcJe00
Charlie Garner,RB,30.214,2002-09-15,NFL,OAK,@,PIT,W 30-17,2,2,Sun,6,56,9.33,1,GarnCh00
Olandis Gary,RB,27.120,2002-09-15,NFL,DEN,@,SFO,W 24-14,2,2,Sun,12,61,5.08,1,GaryOl00
Eddie George,RB,28.356,2002-09-15,NFL,TEN,@,DAL,L 13-21,2,2,Sun,19,65,3.42,0,GeorEd00
Nick Goings,RB,24.232,2002-09-15,NFL,CAR,,DET,W 31-7,2,2,Sun,2,5,2.50,0,GoinNi00
Ahman Green,RB,25.211,2002-09-15,NFL,GNB,@,NOR,L 20-35,2,2,Sun,17,81,4.76,0,GreeAh00
Mike Green,FB/R,25.283,2002-09-15,NFL,TEN,@,DAL,L 13-21,2,2,Sun,1,12,12.00,0,GreeMi00
Trent Green,QB,32.068,2002-09-15,NFL,KAN,,JAX,L 16-23,2,2,Sun,1,14,14.00,0,GreeTr00
William Green,RB,22.272,2002-09-15,NFL,CLE,,CIN,W 20-7,2,2,Sun,17,36,2.12,0,GreeWi01
Brian Griese,QB,27.181,2002-09-15,NFL,DEN,@,SFO,W 24-14,2,2,Sun,4,14,3.50,0,GrieBr00
Dante Hall,KR/W,24.014,2002-09-15,NFL,KAN,,JAX,L 16-23,2,2,Sun,1,4,4.00,0,HallDa00
Troy Hambrick,RB,25.313,2002-09-15,NFL,DAL,,TEN,W 21-13,2,2,Sun,2,3,1.50,0,HambTr00
Matt Hasselbeck,QB,26.355,2002-09-15,NFL,SEA,,ARI,L 13-24,2,2,Sun,1,1,1.00,0,HassMa00
Garrison Hearst,RB,31.254,2002-09-15,NFL,SFO,,DEN,L 14-24,2,2,Sun,5,5,1.00,0,HearGa00
Travis Henry,HB,23.321,2002-09-15,NFL,BUF,@,MIN,W 45-39,2,2,Sun,12,30,2.50,0,HenrTr00
Kelly Holcomb,QB,29.068,2002-09-15,NFL,CLE,,CIN,W 20-7,2,2,Sun,2,1,0.50,0,HolcKe00
Priest Holmes,RB,28.343,2002-09-15,NFL,KAN,,JAX,L 16-23,2,2,Sun,22,84,3.82,0,HolmPr00
Brad Hoover,FB,25.308,2002-09-15,NFL,CAR,,DET,W 31-7,2,2,Sun,3,16,5.33,0,HoovBr00
Edgerrin James,RB,24.045,2002-09-15,NFL,IND,,MIA,L 13-21,2,2,Sun,30,138,4.60,0,JameEd00
MarTay Jenkins,WR,27.199,2002-09-15,NFL,ARI,@,SEA,W 24-13,2,2,Sun,1,10,10.00,0,JenkMa00
Brad Johnson,QB,34.002,2002-09-15,NFL,TAM,@,BAL,W 25-0,2,2,Sun,1,-1,-1.00,0,JohnBr00
Leon Johnson,RB,28.064,2002-09-15,NFL,CHI,@,ATL,W 14-13,2,2,Sun,2,2,1.00,0,JohnLe00
Patrick Johnson,WR,26.036,2002-09-15,NFL,JAX,@,KAN,W 23-16,2,2,Sun,1,-9,-9.00,0,JohnPa00
Rudi Johnson,HB,22.349,2002-09-15,NFL,CIN,@,CLE,L 7-20,2,2,Sun,5,24,4.80,0,JohnRu00
Thomas Jones,RB,24.027,2002-09-15,NFL,ARI,@,SEA,W 24-13,2,2,Sun,24,173,7.21,1,JoneTh00
LaMont Jordan,RB-K,23.308,2002-09-15,NFL,NYJ,,NWE,L 7-44,2,2,Sun,1,3,3.00,0,JordLa00
Eddie Kennison,WR,29.238,2002-09-15,NFL,KAN,,JAX,L 16-23,2,2,Sun,1,12,12.00,0,KennEd00
Terry Kirby,RB,32.238,2002-09-15,NFL,OAK,@,PIT,W 30-17,2,2,Sun,7,23,3.29,0,KirbTe00
Jamal Lewis,RB,23.017,2002-09-15,NFL,BAL,,TAM,L 0-25,2,2,Sun,17,53,3.12,0,LewiJa00
Jermaine Lewis,WR,27.334,2002-09-15,NFL,HOU,@,SDG,L 3-24,2,2,Sun,1,1,1.00,0,LewiJe00
Stacey Mack,RB,27.081,2002-09-15,NFL,JAX,@,KAN,W 23-16,2,2,Sun,1,13,13.00,0,MackSt00
Peyton Manning,QB,26.175,2002-09-15,NFL,IND,,MIA,L 13-21,2,2,Sun,1,5,5.00,0,MannPe00
Curtis Martin*,RB,29.137,2002-09-15,NFL,NYJ,,NWE,L 7-44,2,2,Sun,4,5,1.25,0,MartCu00
Deuce McAllister,RB,23.262,2002-09-15,NFL,NOR,,GNB,W 35-20,2,2,Sun,21,123,5.86,2,McAlDe00
Ed McCaffrey,WR,34.029,2002-09-15,NFL,DEN,@,SFO,W 24-14,2,2,Sun,2,22,11.00,0,McCaEd00
Mike McMahon,QB,23.219,2002-09-15,NFL,DET,@,CAR,L 7-31,2,2,Sun,3,13,4.33,1,McMaMi00
Steve McNair,QB,29.213,2002-09-15,NFL,TEN,@,DAL,L 13-21,2,2,Sun,4,23,5.75,0,McNaSt00
Rondell Mealey,RB,25.203,2002-09-15,NFL,GNB,@,NOR,L 20-35,2,2,Sun,1,-1,-1.00,0,MealRo00
Jim Miller,QB,31.218,2002-09-15,NFL,CHI,@,ATL,W 14-13,2,2,Sun,2,-1,-0.50,0,MillJi00
Travis Minor,RB,23.077,2002-09-15,NFL,MIA,@,IND,W 21-13,2,2,Sun,3,1,0.33,0,MinoTr00
Maurice Morris,RB,22.288,2002-09-15,NFL,SEA,,ARI,L 13-24,2,2,Sun,7,35,5.00,0,MorrMa00
