Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Barry Cofield,NT,22.182,2006-09-17,NFL,NYG,@,PHI,W 30-24,2,2,Sun,,,,1,CofiBa20
Roderick Coleman,UT,30.032,2006-09-17,NFL,ATL,,TAM,W 14-3,2,2,Sun,0,0,0,1,ColeRo99
Nick Collins,FS,23.032,2006-09-17,NFL,GNB,,NOR,L 27-34,2,2,Sun,,,,1,CollNi20
Chris Crocker,FS,26.192,2006-09-17,NFL,ATL,,TAM,W 14-3,2,2,Sun,,,,1,CrocCh20
Angelo Crowell,WLB,25.032,2006-09-17,NFL,BUF,@,MIA,W 16-6,2,2,Sun,1,0,0,1,CrowAn20
Phillip Daniels,LDE,33.197,2006-09-17,NFL,WAS,@,DAL,L 10-27,2,2,Sun,,,,1,DaniPh20
Karlos Dansby,OLB,24.318,2006-09-17,NFL,ARI,@,SEA,L 10-21,2,2,Sun,,,,1,DansKa20
Andra Davis,MLB,27.268,2006-09-17,NFL,CLE,@,CIN,L 17-34,2,2,Sun,1,0,0,1,DaviAn20
Brian Dawkins*,FS,32.339,2006-09-17,NFL,PHI,,NYG,L 24-30,2,2,Sun,,,,1,DawkBr00
Andre Dyson,LCB,27.115,2006-09-17,NFL,NYJ,,NWE,L 17-24,2,2,Sun,,,,1,DysoAn20
Carlos Emmons,WLB,33.014,2006-09-17,NFL,NYG,@,PHI,W 30-24,2,2,Sun,,,,2,EmmoCa20
Jamar Fletcher,CB,27.020,2006-09-17,NFL,DET,@,CHI,L 7-34,2,2,Sun,,,,1,FletJa20
Drayton Florence,RCB,25.272,2006-09-17,NFL,SDG,,TEN,W 40-7,2,2,Sun,,,,2,FlorDr20
Aaron Glenn,CB,34.063,2006-09-17,NFL,DAL,,WAS,W 27-10,2,2,Sun,,,,1,GlenAa00
Ian Gold,WLB,28.025,2006-09-17,NFL,DEN,,KAN,W 9-6,2,2,Sun,,,,1,GoldIa00
Andre' Goodman,RCB,28.037,2006-09-17,NFL,MIA,,BUF,L 6-16,2,2,Sun,,,,1,GoodAn20
Robert Griffith,FS,35.291,2006-09-17,NFL,ARI,@,SEA,L 10-21,2,2,Sun,,,,1,GrifRo00
DeAngelo Hall,LCB,22.302,2006-09-17,NFL,ATL,,TAM,W 14-3,2,2,Sun,2,78,0,4,HallDe99
Joselio Hanson,CB,25.035,2006-09-17,NFL,PHI,,NYG,L 24-30,2,2,Sun,,,,1,HansJo20
Roman Harper,SS,23.280,2006-09-17,NFL,NOR,@,GNB,W 34-27,2,2,Sun,,,,1,HarpRo21
Al Harris,RCB,31.284,2006-09-17,NFL,GNB,,NOR,L 27-34,2,2,Sun,1,0,0,1,HarrAl21
Marques Harris,LB,24.362,2006-09-17,NFL,SDG,,TEN,W 40-7,2,2,Sun,,,,1,HarrMa20
Walt Harris,RCB,32.038,2006-09-17,NFL,SFO,,STL,W 20-13,2,2,Sun,,,,3,HarrWa21
A.J. Hawk,WILL,22.254,2006-09-17,NFL,GNB,,NOR,L 27-34,2,2,Sun,,,,1,HawkA.20
Gerald Hayes,MLB,25.342,2006-09-17,NFL,ARI,@,SEA,L 10-21,2,2,Sun,1,0,0,1,HayeGe20
Kelly Herndon,LCB,29.318,2006-09-17,NFL,SEA,,ARI,W 21-10,2,2,Sun,,,,1,HernKe20
Chris Hope,SS,25.353,2006-09-17,NFL,TEN,@,SDG,L 7-40,2,2,Sun,,,,1,HopeCh21
Orlando Huff,WLB,28.034,2006-09-17,NFL,ARI,@,SEA,L 10-21,2,2,Sun,,,,1,HuffOr20
Bradie James,MLB,25.243,2006-09-17,NFL,DAL,,WAS,W 27-10,2,2,Sun,,,,1,JameBr20
Tory James,RCB,33.122,2006-09-17,NFL,CIN,,CLE,W 34-17,2,2,Sun,,,,1,JameTo99
Quentin Jammer,LCB,27.090,2006-09-17,NFL,SDG,,TEN,W 40-7,2,2,Sun,1,11,0,1,JammQu20
Rashad Jeanty,LB,23.153,2006-09-17,NFL,CIN,,CLE,W 34-17,2,2,Sun,,,,1,JeanRa20
Kelly Jennings,CB,23.291,2006-09-17,NFL,SEA,,ARI,W 21-10,2,2,Sun,,,,1,JennKe20
Landon Johnson,WLB,25.188,2006-09-17,NFL,CIN,,CLE,W 34-17,2,2,Sun,1,2,0,2,JohnLa20
Bhawoh Jue,FS,27.116,2006-09-17,NFL,SDG,,TEN,W 40-7,2,2,Sun,,,,1,JuexBh20
Cato June,WLB,26.303,2006-09-17,NFL,IND,,HOU,W 43-24,2,2,Sun,,,,1,JuneCa99
Patrick Kerney,LDE,29.261,2006-09-17,NFL,ATL,,TAM,W 14-3,2,2,Sun,,,,1,KernPa99
Ben Leber,SLB,27.284,2006-09-17,NFL,MIN,,CAR,W 16-13,2,2,Sun,,,,2,LebeBe20
Ray Lewis*,MLB,31.125,2006-09-17,NFL,BAL,,OAK,W 28-6,2,2,Sun,1,27,0,1,LewiRa00
Leonard Little,LDE,31.333,2006-09-17,NFL,STL,@,SFO,L 13-20,2,2,Sun,,,,1,LittLe00
Ken Lucas,RCB,27.237,2006-09-17,NFL,CAR,@,MIN,L 13-16,2,2,Sun,1,13,0,1,LucaKe20
Sam Madison,RCB,32.147,2006-09-17,NFL,NYG,@,PHI,W 30-24,2,2,Sun,,,,3,MadiSa00
Danieal Manning,S,24.039,2006-09-17,NFL,CHI,,DET,W 34-7,2,2,Sun,0,0,0,1,MannDa21
Ricky Manning,CB,25.303,2006-09-17,NFL,CHI,,DET,W 34-7,2,2,Sun,,,,1,MannRi20
Lemar Marshall,MLB,29.274,2006-09-17,NFL,WAS,@,DAL,L 10-27,2,2,Sun,0,0,0,1,MarsLe20
Richard Marshall,CB,21.279,2006-09-17,NFL,CAR,@,MIN,L 13-16,2,2,Sun,,,,1,MarsRi20
Kevin Mathis,S,32.141,2006-09-17,NFL,ATL,,TAM,W 14-3,2,2,Sun,,,,1,MathKe20
Chris McAlister,LCB,29.095,2006-09-17,NFL,BAL,,OAK,W 28-6,2,2,Sun,,,,2,McAlCh00
Matt McCoy,WLB,23.338,2006-09-17,NFL,PHI,,NYG,L 24-30,2,2,Sun,,,,2,McCoMa20
Terrence McGee,LCB,25.338,2006-09-17,NFL,BUF,@,MIA,W 16-6,2,2,Sun,0,0,0,1,McGeTe99
Shawne Merriman,OLB,22.115,2006-09-17,NFL,SDG,,TEN,W 40-7,2,2,Sun,1,10,0,2,MerrSh99
Mike Montgomery,DE,23.030,2006-09-17,NFL,GNB,,NOR,L 27-34,2,2,Sun,,,,1,MontMi20
Kirk Morrison,MLB,24.210,2006-09-17,NFL,OAK,@,BAL,L 6-28,2,2,Sun,1,31,0,1,MorrKi20
Rob Ninkovich,DE,22.228,2006-09-17,NFL,NOR,@,GNB,W 34-27,2,2,Sun,,,,1,NinkRo20
Deltha O'Neal,LCB,29.230,2006-09-17,NFL,CIN,,CLE,W 34-17,2,2,Sun,,,,1,ONeaDe00
Evan Oglesby,CB,24.273,2006-09-17,NFL,BAL,,OAK,W 28-6,2,2,Sun,,,,3,OgleEv20
Adewale Ogunleye,LDE,29.039,2006-09-17,NFL,CHI,,DET,W 34-7,2,2,Sun,0,0,0,1,OgunAd00
Jarrad Page,S,21.333,2006-09-17,NFL,KAN,@,DEN,L 6-9,2,2,Sun,,,,1,PageJa20
Julius Peppers,LDE,26.242,2006-09-17,NFL,CAR,@,MIN,L 13-16,2,2,Sun,0,0,0,1,PeppJu99
Julian Peterson,OLB,28.051,2006-09-17,NFL,SEA,,ARI,W 21-10,2,2,Sun,0,0,0,1,PeteJu00
Shaun Phillips,OLB,25.127,2006-09-17,NFL,SDG,,TEN,W 40-7,2,2,Sun,,,,1,PhilSh20
Antonio Pierce,MLB,27.326,2006-09-17,NFL,NYG,@,PHI,W 30-24,2,2,Sun,,,,1,PierAn20
Brodney Pool,DB,22.116,2006-09-17,NFL,CLE,@,CIN,L 17-34,2,2,Sun,0,0,0,1,PoolBr20
Tyrone Poole,CB,34.226,2006-09-17,NFL,OAK,@,BAL,L 6-28,2,2,Sun,,,,3,PoolTy20
Brady Poppinga,LB,26.361,2006-09-17,NFL,GNB,,NOR,L 27-34,2,2,Sun,,,,1,PoppBr20
Ronnie Prude,CB,24.105,2006-09-17,NFL,BAL,,OAK,W 28-6,2,2,Sun,1,54,0,1,PrudRo20
James Reed,RDT,29.226,2006-09-17,NFL,KAN,@,DEN,L 6-9,2,2,Sun,,,,1,ReedJa21
Kerry Rhodes,S,24.046,2006-09-17,NFL,NYJ,,NWE,L 17-24,2,2,Sun,0,0,0,1,RhodKe20
Carlos Rogers,RCB,25.077,2006-09-17,NFL,WAS,@,DAL,L 10-27,2,2,Sun,,,,1,RogeCa20
Antrel Rolle,LCB,23.275,2006-09-17,NFL,ARI,@,SEA,L 10-21,2,2,Sun,,,,1,RollAn20
Mike Rumph,CB,26.313,2006-09-17,NFL,WAS,@,DAL,L 10-27,2,2,Sun,,,,1,RumpMi20
Asante Samuel,LCB,25.254,2006-09-17,NFL,NWE,@,NYJ,W 24-17,2,2,Sun,,,,2,SamuAs20
Terdell Sands,DT,26.321,2006-09-17,NFL,OAK,@,BAL,L 6-28,2,2,Sun,,,,2,SandTe20
Bart Scott,RLB,26.030,2006-09-17,NFL,BAL,,OAK,W 28-6,2,2,Sun,0,0,0,1,ScotBa20
Richard Seymour,RDE,26.346,2006-09-17,NFL,NWE,@,NYJ,W 24-17,2,2,Sun,0,0,0,1,SeymRi00
Darrell Shropshire,DT,23.183,2006-09-17,NFL,ATL,,TAM,W 14-3,2,2,Sun,,,,2,ShroDa20
Brian Simmons,MLB,31.088,2006-09-17,NFL,CIN,,CLE,W 34-17,2,2,Sun,1,5,0,1,SimmBr20
Marcus Spears,LDE,23.193,2006-09-17,NFL,DAL,,WAS,W 27-10,2,2,Sun,0,0,0,1,SpeaMa21
