Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Dwayne Rudd,LB,23.221,1999-09-12,NFL,MIN,@,ATL,W 17-14,1,1,Sun,0,0,0,1,RuddDw20
Warren Sapp*,DT,26.267,1999-09-12,NFL,TAM,,NYG,L 13-17,1,1,Sun,0,0,0,1,SappWa00
Sam Shade,S,26.090,1999-09-12,NFL,WAS,,DAL,L 35-41,1,1,Sun,,,,1,ShadSa20
Scott Shields,S,23.167,1999-09-12,NFL,PIT,@,CLE,W 43-0,1,1,Sun,1,12,0,1,ShieSc20
Dainon Sidney,CB,24.105,1999-09-12,NFL,TEN,,CIN,W 36-35,1,1,Sun,1,7,0,3,SidnDa20
Clyde Simmons,DE,35.039,1999-09-12,NFL,CHI,,KAN,W 20-17,1,1,Sun,,,,1,SimmCl00
Chris Slade,SLB,28.225,1999-09-12,NFL,NWE,@,NYJ,W 30-28,1,1,Sun,1,0,0,1,SladCh00
Larry Smith,DT,24.282,1999-09-12,NFL,JAX,,SFO,W 41-3,1,1,Sun,,,,1,SmitLa22
Thomas Smith,RCB,28.281,1999-09-12,NFL,BUF,@,IND,L 14-31,1,1,Sun,,,,1,SmitTh21
Phillippi Sparks,RCB,30.150,1999-09-12,NFL,NYG,@,TAM,W 17-13,1,1,Sun,1,28,0,4,SparPh20
Takeo Spikes,RILB,22.269,1999-09-12,NFL,CIN,@,TEN,L 35-36,1,1,Sun,0,0,0,1,SpikTa00
Matt Stevens,S,26.090,1999-09-12,NFL,WAS,,DAL,L 35-41,1,1,Sun,1,0,0,1,StevMa22
Michael Swift,CB,25.196,1999-09-12,NFL,CAR,@,NOR,L 10-19,1,1,Sun,,,,1,SwifMi20
Bobby Taylor,CB,25.258,1999-09-12,NFL,PHI,,ARI,L 24-25,1,1,Sun,,,,3,TaylBo00
Fred Thomas,CB,26.001,1999-09-12,NFL,SEA,,DET,L 20-28,1,1,Sun,,,,1,ThomFr20
William Thomas,LB,31.030,1999-09-12,NFL,PHI,,ARI,L 24-25,1,1,Sun,,,,2,ThomWi00
Reggie Tongue,SS,26.154,1999-09-12,NFL,KAN,@,CHI,L 17-20,1,1,Sun,,,,2,TongRe20
Winfred Tubbs,LILB,28.353,1999-09-12,NFL,SFO,@,JAX,L 3-41,1,1,Sun,,,,1,TubbWi20
Eric Turner,FS,30.357,1999-09-12,NFL,OAK,@,GNB,L 24-28,1,1,Sun,,,,1,TurnEr00
Troy Vincent,LCB,28.096,1999-09-12,NFL,PHI,,ARI,L 24-25,1,1,Sun,,,,2,VincTr00
Denard Walker,LCB,26.034,1999-09-12,NFL,TEN,,CIN,W 36-35,1,1,Sun,1,27,0,1,WalkDe20
Marquis Walker,CB,27.068,1999-09-12,NFL,OAK,@,GNB,L 24-28,1,1,Sun,,,,1,WalkMa21
Dewayne Washington,CB,26.259,1999-09-12,NFL,PIT,@,CLE,W 43-0,1,1,Sun,,,,1,WashDe20
Fred Weary,CB,25.153,1999-09-12,NFL,NOR,,CAR,W 19-10,1,1,Sun,,,,1,WearFr20
Andre Weathers,CB,23.037,1999-09-12,NFL,NYG,@,TAM,W 17-13,1,1,Sun,1,8,1,1,WeatAn20
Aeneas Williams*,LCB,31.226,1999-09-12,NFL,ARI,@,PHI,W 25-24,1,1,Sun,1,8,0,3,WillAe00
Charlie Williams,RCB,27.222,1999-09-12,NFL,DAL,@,WAS,W 41-35,1,1,Sun,,,,1,WillCh22
K.D. Williams,LOLB,26.143,1999-09-12,NFL,OAK,@,GNB,L 24-28,1,1,Sun,1,14,0,1,WillK.20
Shaun Williams,S,22.337,1999-09-12,NFL,NYG,@,TAM,W 17-13,1,1,Sun,,,,2,WillSh20
Tyrone Williams,RCB,26.104,1999-09-12,NFL,GNB,,OAK,W 28-24,1,1,Sun,,,,1,WillTy20
Willie Williams,RCB,28.260,1999-09-12,NFL,SEA,,DET,L 20-28,1,1,Sun,1,40,1,3,WillWi21
Troy Wilson,LDE,28.294,1999-09-12,NFL,NOR,,CAR,W 19-10,1,1,Sun,,,,1,WilsTr21
Antoine Winfield,CB,22.080,1999-09-12,NFL,BUF,@,IND,L 14-31,1,1,Sun,1,3,0,1,WinfAn20
Darren Woodson,FS,30.140,1999-09-12,NFL,DAL,@,WAS,W 41-35,1,1,Sun,,,,1,WoodDa01
Rod Woodson*,FS,34.186,1999-09-12,NFL,BAL,@,STL,L 10-27,1,1,Sun,,,,1,WoodRo01
Ray Crockett,LCB,32.251,1999-09-13,NFL,DEN,,MIA,L 21-38,1,1,Mon,,,,1,CrocRa20
Ray Hill,CB,24.037,1999-09-13,NFL,MIA,@,DEN,W 38-21,1,1,Mon,,,,1,HillRa22
Calvin Jackson,SS,26.320,1999-09-13,NFL,MIA,@,DEN,W 38-21,1,1,Mon,,,,3,JackCa20
Darrius Johnson,S,26.118,1999-09-13,NFL,DEN,,MIA,L 21-38,1,1,Mon,,,,1,JohnDa23
Sam Madison,RCB,25.143,1999-09-13,NFL,MIA,@,DEN,W 38-21,1,1,Mon,,,,2,MadiSa00
Brock Marion,FS,29.094,1999-09-13,NFL,MIA,@,DEN,W 38-21,1,1,Mon,,,,2,MariBr00
John Mobley,WLB,25.338,1999-09-13,NFL,DEN,,MIA,L 21-38,1,1,Mon,,,,1,MoblJo20
Donnie Abraham,LCB,25.346,1999-09-19,NFL,TAM,@,PHI,W 19-5,2,2,Sun,,,,1,AbraDo00
Sam Adams,LDT,26.098,1999-09-19,NFL,SEA,@,CHI,W 14-13,2,2,Sun,0,0,0,1,AdamSa00
Brent Alexander,SS,28.071,1999-09-19,NFL,CAR,,JAX,L 20-22,2,2,Sun,,,,1,AlexBr20
Ashley Ambrose,LCB,29.002,1999-09-19,NFL,NOR,@,SFO,L 21-28,2,2,Sun,1,16,0,1,AmbrAs00
Robert Bailey,CB,31.016,1999-09-19,NFL,DET,,GNB,W 23-15,2,2,Sun,1,31,0,3,BailRo20
Ronde Barber,RCB,24.165,1999-09-19,NFL,TAM,@,PHI,W 19-5,2,2,Sun,,,,1,BarbRo00
Shawn Barber,LB,24.248,1999-09-19,NFL,WAS,@,NYG,W 50-21,2,2,Sun,1,70,1,1,BarbSh20
Jay Bellamy,FS,27.073,1999-09-19,NFL,SEA,@,CHI,W 14-13,2,2,Sun,,,,1,BellJa22
Cornelius Bennett,LLB,34.025,1999-09-19,NFL,IND,@,NWE,L 28-31,2,2,Sun,,,,1,BennCo00
Greg Biekert,MLB,30.189,1999-09-19,NFL,OAK,@,MIN,W 22-17,2,2,Sun,,,,3,BiekGr20
Vaughn Booker,LDE,31.207,1999-09-19,NFL,GNB,@,DET,L 15-23,2,2,Sun,0,0,0,1,BookVa20
Stephen Boyd,MLB,27.028,1999-09-19,NFL,DET,,GNB,W 23-15,2,2,Sun,,,,1,BoydSt00
Cornell Brown,LLB,24.188,1999-09-19,NFL,BAL,,PIT,L 20-23,2,2,Sun,,,,1,BrowCo20
J.B. Brown,CB,32.257,1999-09-19,NFL,DET,,GNB,W 23-15,2,2,Sun,,,,2,BrowJ.20
Fernando Bryant,LCB,22.177,1999-09-19,NFL,JAX,@,CAR,W 22-20,2,2,Sun,1,0,0,2,BryaFe20
Junior Bryant,RDT,28.246,1999-09-19,NFL,SFO,,NOR,W 28-21,2,2,Sun,,,,1,BryaJu20
Terrell Buckley,LCB,28.104,1999-09-19,NFL,MIA,,ARI,W 19-16,2,2,Sun,0,0,0,1,BuckTe20
Rob Burnett,LDE,32.023,1999-09-19,NFL,BAL,,PIT,L 20-23,2,2,Sun,,,,1,BurnRo00
LeRoy Butler,SS,31.062,1999-09-19,NFL,GNB,@,DET,L 15-23,2,2,Sun,1,0,0,1,ButlLe00
Chris Canty,CB,23.173,1999-09-19,NFL,SEA,@,CHI,W 14-13,2,2,Sun,,,,3,CantCh20
Mark Carrier,FS,31.144,1999-09-19,NFL,DET,,GNB,W 23-15,2,2,Sun,,,,1,CarrMa01
Chris Carter,FS,24.357,1999-09-19,NFL,NWE,,IND,W 31-28,2,2,Sun,2,13,0,2,CartCh20
Tom Carter,RCB,27.014,1999-09-19,NFL,CHI,,SEA,L 13-14,2,2,Sun,,,,1,CartTo20
Corey Chavous,RCB,23.247,1999-09-19,NFL,ARI,@,MIA,L 16-19,2,2,Sun,,,,1,ChavCo00
Je'Rod Cherry,S,26.112,1999-09-19,NFL,NOR,@,SFO,L 21-28,2,2,Sun,,,,1,CherJe20
Rico Clark,CB,25.105,1999-09-19,NFL,CIN,,SDG,L 7-34,2,2,Sun,,,,1,ClarRi20
Bryan Cox,LILB,31.214,1999-09-19,NFL,NYJ,@,BUF,L 3-17,2,2,Sun,,,,1,CoxxBr00
Eric Davis,LCB,31.236,1999-09-19,NFL,CAR,,JAX,L 20-22,2,2,Sun,,,,2,DaviEr00
Travis Davis,FS,26.252,1999-09-19,NFL,PIT,@,BAL,W 23-20,2,2,Sun,,,,1,DaviTr20
Brian Dawkins*,FS,25.341,1999-09-19,NFL,PHI,,TAM,L 5-19,2,2,Sun,1,37,0,1,DawkBr00
Charles Dimry,LCB,33.231,1999-09-19,NFL,SDG,@,CIN,W 34-7,1,2,Sun,1,1,0,2,DimrCh20
Cris Dishman,LCB,34.037,1999-09-19,NFL,KAN,,DEN,W 26-10,2,2,Sun,,,,2,DishCr00
Leomont Evans,S,25.069,1999-09-19,NFL,WAS,@,NYG,W 50-21,2,2,Sun,,,,1,EvanLe20
Rob Fredrickson,LLB,28.129,1999-09-19,NFL,ARI,@,MIA,L 16-19,2,2,Sun,1,34,1,1,FredRo20
Corey Fuller,LCB,28.141,1999-09-19,NFL,CLE,@,TEN,L 9-26,2,2,Sun,,,,2,FullCo20
Aaron Glenn,LCB,27.065,1999-09-19,NFL,NYJ,@,BUF,L 3-17,2,2,Sun,0,0,0,1,GlenAa00
Darrell Green*,CB,39.216,1999-09-19,NFL,WAS,@,NYG,W 50-21,2,2,Sun,,,,2,GreeDa00
Norman Hand,LDT,27.015,1999-09-19,NFL,SDG,@,CIN,W 34-7,1,2,Sun,,,,1,HandNo20
Merton Hanks,S,31.191,1999-09-19,NFL,SEA,@,CHI,W 14-13,2,2,Sun,0,0,0,1,HankMe00
Rodney Harrison,SS,26.278,1999-09-19,NFL,SDG,@,CIN,W 34-7,1,2,Sun,,,,2,HarrRo01
Jimmy Hitchcock,RCB,28.314,1999-09-19,NFL,MIN,,OAK,L 17-22,2,2,Sun,,,,1,HitcJi20
Ken Irvin,LCB,27.070,1999-09-19,NFL,BUF,,NYJ,W 17-3,2,2,Sun,,,,1,IrviKe20
Steve Israel,RCB,30.187,1999-09-19,NFL,NWE,,IND,W 31-28,2,2,Sun,,,,2,IsraSt20
Grady Jackson,DT,26.241,1999-09-19,NFL,OAK,@,MIN,W 22-17,2,2,Sun,,,,2,JackGr20
DeRon Jenkins,LCB,25.309,1999-09-19,NFL,BAL,,PIT,L 20-23,2,2,Sun,,,,2,JenkDe20
Ellis Johnson,RDT,25.324,1999-09-19,NFL,IND,@,NWE,L 28-31,2,2,Sun,,,,1,JohnEl20
Henry Jones,SS,31.264,1999-09-19,NFL,BUF,,NYJ,W 17-3,2,2,Sun,,,,1,JoneHe00
James Jones,NT,30.225,1999-09-19,NFL,DET,,GNB,W 23-15,2,2,Sun,,,,1,JoneJa20
Jevon Kearse,LDE,23.016,1999-09-19,NFL,TEN,,CLE,W 26-9,2,2,Sun,0,0,0,1,KearJe00
Rob Kelly,FS,25.090,1999-09-19,NFL,NOR,@,SFO,L 21-28,2,2,Sun,,,,1,KellRo20
Cortez Kennedy*,RDT,31.027,1999-09-19,NFL,SEA,@,CHI,W 14-13,2,2,Sun,0,0,0,1,KennCo00
Shawn King,LDE,27.087,1999-09-19,NFL,IND,@,NWE,L 28-31,2,2,Sun,,,,1,KingSh20
Sammy Knight,SS,24.009,1999-09-19,NFL,NOR,@,SFO,L 21-28,2,2,Sun,,,,2,KnigSa00
Kwamie Lassiter,FS,29.290,1999-09-19,NFL,ARI,@,MIA,L 16-19,2,2,Sun,,,,1,LassKw20
Ty Law*,LCB,25.221,1999-09-19,NFL,NWE,,IND,W 31-28,2,2,Sun,,,,1,LawxTy00
John Lynch,SS,27.359,1999-09-19,NFL,TAM,@,PHI,W 19-5,2,2,Sun,1,4,0,1,LyncJo00
Sam Madison,RCB,25.149,1999-09-19,NFL,MIA,,ARI,W 19-16,2,2,Sun,2,29,0,2,MadiSa00
Brock Marion,FS,29.100,1999-09-19,NFL,MIA,,ARI,W 19-16,2,2,Sun,1,2,0,1,MariBr00
Russell Maryland,DT,30.181,1999-09-19,NFL,OAK,@,MIN,W 22-17,2,2,Sun,1,2,0,1,MaryRu00
Ramos McDonald,LCB,23.142,1999-09-19,NFL,MIN,,OAK,L 17-22,2,2,Sun,,,,1,McDoRa20
Mike McKenzie,LCB,23.146,1999-09-19,NFL,GNB,@,DET,L 15-23,2,2,Sun,,,,2,McKeMi20
Ronald McKinnon,MLB,25.364,1999-09-19,NFL,ARI,@,MIA,L 16-19,2,2,Sun,,,,1,McKiRo21
Mark McMillian,RCB,29.143,1999-09-19,NFL,SFO,,NOR,W 28-21,2,2,Sun,1,0,0,1,McMiMa20
R.W. McQuarters,CB,22.272,1999-09-19,NFL,SFO,,NOR,W 28-21,2,2,Sun,0,0,0,1,McQuR.20
Ray Mickens,RCB,26.258,1999-09-19,NFL,NYJ,@,BUF,L 3-17,2,2,Sun,,,,1,MickRa20
Mike Minter,FS,25.247,1999-09-19,NFL,CAR,,JAX,L 20-22,2,2,Sun,,,,1,MintMi21
Brandon Mitchell,LDE,24.092,1999-09-19,NFL,NWE,,IND,W 31-28,2,2,Sun,,,,1,MitcBr20
Keith Mitchell,SLB,25.057,1999-09-19,NFL,NOR,@,SFO,L 21-28,2,2,Sun,0,0,0,1,MitcKe00
Greg Myers,FS,26.354,1999-09-19,NFL,CIN,,SDG,L 7-34,2,2,Sun,,,,1,MyerGr20
Brad Ottis,LDT,27.048,1999-09-19,NFL,ARI,@,MIA,L 16-19,2,2,Sun,,,,1,OttiBr20
Tony Parrish,SS,23.300,1999-09-19,NFL,CHI,,SEA,L 13-14,2,2,Sun,,,,1,ParrTo20
Marlo Perry,LB,27.025,1999-09-19,NFL,BUF,,NYJ,W 17-3,2,2,Sun,0,0,0,1,PerrMa21
Jason Peter,LDE,25.006,1999-09-19,NFL,CAR,,JAX,L 20-22,2,2,Sun,,,,1,PeteJa20
Ryan Phillips,OLB,25.224,1999-09-19,NFL,NYG,,WAS,L 21-50,2,2,Sun,,,,1,PhilRy20
Trevor Pryce,RDT,24.047,1999-09-19,NFL,DEN,@,KAN,L 10-26,2,2,Sun,1,0,0,1,PrycTr00
Wali Rainer,MLB,22.153,1999-09-19,NFL,CLE,@,TEN,L 9-26,2,2,Sun,,,,1,RainWa20
Thomas Randolph,DB,28.349,1999-09-19,NFL,IND,@,NWE,L 28-31,2,2,Sun,,,,1,RandTh20
Eddie Robinson,LLB,29.159,1999-09-19,NFL,TEN,,CLE,W 26-9,2,2,Sun,0,0,0,1,RobiEd22
Sam Rogers,LOLB,29.112,1999-09-19,NFL,BUF,,NYJ,W 17-3,2,2,Sun,0,0,0,1,RogeSa20
Dwayne Rudd,WLB,23.228,1999-09-19,NFL,MIN,,OAK,L 17-22,2,2,Sun,,,,1,RuddDw20
Corey Sawyer,CB,27.350,1999-09-19,NFL,NYJ,@,BUF,L 3-17,2,2,Sun,0,0,0,1,SawyCo20
Lance Schulters,S,24.115,1999-09-19,NFL,SFO,,NOR,W 28-21,2,2,Sun,1,64,1,2,SchuLa00
Chad Scott,C,25.013,1999-09-19,NFL,PIT,@,BAL,W 23-20,2,2,Sun,,,,2,ScotCh20
Sam Shade,S,26.097,1999-09-19,NFL,WAS,@,NYG,W 50-21,2,2,Sun,,,,3,ShadSa20
Scott Shields,S,23.174,1999-09-19,NFL,PIT,@,BAL,W 23-20,2,2,Sun,,,,1,ShieSc20
Bruce Smith*,RDE,36.093,1999-09-19,NFL,BUF,,NYJ,W 17-3,2,2,Sun,,,,1,SmitBr00
Derek Smith,LB,24.244,1999-09-19,NFL,WAS,@,NYG,W 50-21,2,2,Sun,,,,1,SmitDe21
Phillippi Sparks,RCB,30.157,1999-09-19,NFL,NYG,,WAS,L 21-50,2,2,Sun,,,,1,SparPh20
Jimmy Spencer,CB,30.174,1999-09-19,NFL,SDG,@,CIN,W 34-7,1,2,Sun,,,,3,SpenJi21
