Player,unique_id,Pos,Age,Date,LG,Team,Team Code,Loc,Opponent,Team Code opp,WL,G,Week,Day,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,Sk,Sk Yds,YPA,AYPA,Rush Att,Rush Yard,Rush Avg,Rush TD,Targets,Rec,Rec Yards,Rec Avg,Rec TD,Catch Pct,YPTgt,Fmb,Tackle Solo,Tackle Assist,Tackle Tot,Tackle for Loss,QBHits,Sack,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,Fumble Forced,FR,FR Yds,FR TD,Kick Ret,Kick Ret Yds,Kick Ret YPA,Kick Ret TD,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,FGM,FGA,XPM,XPA,Fantasy Pts,PPR,DK Pts,FD Pts
Paul Edinger,edingpau01,K,25.24,2003-09-14,NFL,CHI,3,@,MIN,14,L 13-24,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,7.0,7.0,,9.0
Jason Elam,elamxjas01,K,33.19,2003-09-14,NFL,DEN,9,@,LAC,23,W 37-13,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,4.0,13.0,13.0,,14.0
Aaron Elling,ellinaar01,K,25.105999999999998,2003-09-14,NFL,MIN,14,,CHI,3,W 24-13,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.0,6.0,6.0,,6.0
Jay Feely,feelyjay01,K,27.114,2003-09-14,NFL,ATL,1,,WAS,26,L 31-33,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,4.0,7.0,7.0,,7.0
Shayne Graham,grahasha01,K,25.279,2003-09-14,NFL,CIN,4,@,OAK,27,L 20-23,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,8.0,8.0,,8.0
Martin Gramatica,gramamar01,K,27.291,2003-09-14,NFL,TAM,25,,CAR,29,L 9-12,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,1.0,3.0,3.0,,4.0
John Hall,hallxjoh01,K,29.180999999999997,2003-09-14,NFL,WAS,26,@,ATL,1,W 33-31,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,4.0,9.0,9.0,,9.0
Sebastian Janikowski,janikseb01,K,25.195999999999998,2003-09-14,NFL,OAK,27,,CIN,4,W 23-20,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,11.0,11.0,,12.0
Rian Lindell,linderia01,K,26.237,2003-09-14,NFL,BUF,2,@,JAX,30,W 38-17,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,5.0,8.0,8.0,,8.0
Ryan Longwell,longwrya01,K,29.029,2003-09-14,NFL,GNB,11,,DET,10,W 31-6,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,1.0,1.0,4.0,4.0,7.0,7.0,,8.0
Olindo Mare,marexoli01,K,30.1,2003-09-14,NFL,MIA,13,@,NYJ,18,W 21-10,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seth Marler,marleset01,K,22.171,2003-09-14,NFL,JAX,30,,BUF,2,L 17-38,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,5.0,5.0,,6.0
Jeff Reed,reedxjef01,K,24.158,2003-09-14,NFL,PIT,21,@,KAN,12,L 20-41,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,10.0,10.0,,10.0
Matt Stover,stovemat01,K,35.23,2003-09-14,NFL,BAL,31,,CLE,5,W 33-13,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,3.0,3.0,12.0,12.0,,13.0
Mike Vanderjagt,vandemik01,K,33.174,2003-09-14,NFL,IND,6,,TEN,19,W 33-7,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,3.0,15.0,15.0,,17.0
Adam Vinatieri,vinatada01,K,30.26,2003-09-14,NFL,NEW,16,@,PHI,20,W 31-10,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,4.0,7.0,7.0,,7.0
Jeff Wilkins,wilkijef01,K,31.148000000000003,2003-09-14,NFL,LAR,22,,SFO,28,W 27-24,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,9.0,9.0,,9.0
Matt Bryant,bryanmat01,K,28.109,2003-09-15,NFL,NYG,17,,DAL,8,L 32-35,2,2,Mon,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,6.0,6.0,,6.0
Billy Cundiff,cundibil01,K,23.169,2003-09-15,NFL,DAL,8,@,NYG,17,W 35-32,2,2,Mon,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,2.0,2.0,25.0,25.0,,27.0
Morten Andersen,andermor01,K,43.033,2003-09-21,NFL,KAN,12,@,HOU,32,W 42-14,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Anderson,andergar02,K,44.067,2003-09-21,NFL,TEN,19,,NOR,15,W 27-12,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,9.0,9.0,,10.0
Doug Brien,briendou01,K,32.301,2003-09-21,NFL,NYJ,18,@,NEW,16,L 16-23,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,1.0,1.0,10.0,10.0,,11.0
Josh Brown,brownjos01,K,24.145,2003-09-21,NFL,SEA,24,,LAR,22,W 24-23,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.0,6.0,6.0,,6.0
Kris Brown,brownkri01,K,26.272,2003-09-21,NFL,HOU,32,,KAN,12,L 14-42,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Bryant,bryanmat01,K,28.115,2003-09-21,NFL,NYG,17,@,WAS,26,W 24-21,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.0,6.0,6.0,,6.0
John Carney,carnejoh01,K,39.154,2003-09-21,NFL,NOR,15,@,TEN,19,L 12-27,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,4.0,,4.0
Steve Christie,chrisste01,K,35.312,2003-09-21,NFL,LAC,23,,BAL,31,L 10-24,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,4.0,4.0,,4.0
Phil Dawson,dawsophi01,K,28.241,2003-09-21,NFL,CLE,5,@,SFO,28,W 13-12,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0
Aaron Elling,ellinaar01,K,25.113000000000003,2003-09-21,NFL,MIN,14,@,DET,10,W 23-13,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,5.0,5.0,,5.0
Jay Feely,feelyjay01,K,27.121,2003-09-21,NFL,ATL,1,,TAM,25,L 10-31,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,4.0,4.0,,4.0
Shayne Graham,grahasha01,K,25.285999999999998,2003-09-21,NFL,CIN,4,,PIT,21,L 10-17,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,4.0,,5.0
Bill Gramatica,gramabil01,K,25.073,2003-09-21,NFL,ARI,7,,GNB,11,W 20-13,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,8.0,8.0,,8.0
Martin Gramatica,gramamar01,K,27.298000000000002,2003-09-21,NFL,TAM,25,@,ATL,1,W 31-10,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,4.0,7.0,7.0,,7.0
John Hall,hallxjoh01,K,29.188000000000002,2003-09-21,NFL,WAS,26,,NYG,17,L 21-24,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,2.0,4.0,1.0,1.0,7.0,7.0,,8.0
Jason Hanson,hansojas01,K,33.096,2003-09-21,NFL,DET,10,,MIN,14,L 13-23,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,7.0,7.0,,7.0
Rian Lindell,linderia01,K,26.244,2003-09-21,NFL,BUF,2,@,MIA,13,L 7-17,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Longwell,longwrya01,K,29.035999999999998,2003-09-21,NFL,GNB,11,@,ARI,7,L 13-20,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,7.0,7.0,,9.0
Olindo Mare,marexoli01,K,30.107,2003-09-21,NFL,MIA,13,,BUF,2,W 17-7,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,2.0,2.0,5.0,5.0,,5.0
Seth Marler,marleset01,K,22.178,2003-09-21,NFL,JAX,30,@,IND,6,L 13-23,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,1.0,1.0,7.0,7.0,,8.0
Jeff Reed,reedxjef01,K,24.165,2003-09-21,NFL,PIT,21,@,CIN,4,W 17-10,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,5.0,5.0,,5.0
Matt Stover,stovemat01,K,35.236999999999995,2003-09-21,NFL,BAL,31,@,LAC,23,W 24-10,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,6.0,6.0,,7.0
Mike Vanderjagt,vandemik01,K,33.181,2003-09-21,NFL,IND,6,,JAX,30,W 23-13,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,11.0,11.0,,12.0
Adam Vinatieri,vinatada01,K,30.267,2003-09-21,NFL,NEW,16,,NYJ,18,W 23-16,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,11.0,11.0,,12.0
Jeff Wilkins,wilkijef01,K,31.155,2003-09-21,NFL,LAR,22,@,SEA,24,L 23-24,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,11.0,11.0,,11.0
Jason Elam,elamxjas01,K,33.198,2003-09-22,NFL,DEN,9,,OAK,27,W 31-10,3,3,Mon,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,4.0,7.0,7.0,,7.0
Sebastian Janikowski,janikseb01,K,25.204,2003-09-22,NFL,OAK,27,@,DEN,9,L 10-31,3,3,Mon,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,4.0,,5.0
David Akers,akersdav01,K,28.293000000000003,2003-09-28,NFL,PHI,20,@,BUF,2,W 23-13,3,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,11.0,11.0,,11.0
Morten Andersen,andermor01,K,43.04,2003-09-28,NFL,KAN,12,@,BAL,31,W 17-10,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,5.0,5.0,,6.0
Gary Anderson,andergar02,K,44.074,2003-09-28,NFL,TEN,19,@,PIT,21,W 30-13,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kris Brown,brownkri01,K,26.279,2003-09-28,NFL,HOU,32,,JAX,30,W 24-20,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.0,6.0,6.0,,7.0
John Carney,carnejoh01,K,39.161,2003-09-28,NFL,NOR,15,,IND,6,L 21-55,4,4,Sun,,,,,,,,,,,,1.0,3.0,3.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,7.3,7.3,0.3,8.3
Steve Christie,chrisste01,K,35.319,2003-09-28,NFL,LAC,23,@,OAK,27,L 31-34,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,4.0,7.0,7.0,,7.0
Billy Cundiff,cundibil01,K,23.182,2003-09-28,NFL,DAL,8,@,NYJ,18,W 17-6,3,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,5.0,5.0,,5.0
Phil Dawson,dawsophi01,K,28.248,2003-09-28,NFL,CLE,5,,CIN,4,L 14-21,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,,2.0
Jason Elam,elamxjas01,K,33.204,2003-09-28,NFL,DEN,9,,DET,10,W 20-16,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,8.0,8.0,,9.0
Aaron Elling,ellinaar01,K,25.12,2003-09-28,NFL,MIN,14,,SFO,28,W 35-7,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shayne Graham,grahasha01,K,25.293000000000003,2003-09-28,NFL,CIN,4,@,CLE,5,W 21-14,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Gramatica,gramabil01,K,25.08,2003-09-28,NFL,ARI,7,@,LAR,22,L 13-37,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
John Hall,hallxjoh01,K,29.195,2003-09-28,NFL,WAS,26,,NEW,16,W 20-17,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,2.0,3.0,2.0,2.0,8.0,8.0,,8.0
