Player,unique_id,Pos,Age,Date,LG,Team,Team Code,Loc,Opponent,Team Code opp,WL,G,Week,Day,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,Sk,Sk Yds,YPA,AYPA,Rush Att,Rush Yard,Rush Avg,Rush TD,Targets,Rec,Rec Yards,Rec Avg,Rec TD,Catch Pct,YPTgt,Fmb,Tackle Solo,Tackle Assist,Tackle Tot,Tackle for Loss,QBHits,Sack,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,Fumble Forced,FR,FR Yds,FR TD,Kick Ret,Kick Ret Yds,Kick Ret YPA,Kick Ret TD,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,FGM,FGA,XPM,XPA,Fantasy Pts,PPR,DK Pts,FD Pts
Michael Koenen,koenemic01,P,24.059,2006-09-10,NFL,ATL,1,@,CAR,29,W 20-6,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2.0,4.0,2.0,2.0,8.0,8.0,,8.0
Rian Lindell,linderia01,K,29.233,2006-09-10,NFL,BUF,2,@,NEW,16,L 17-19,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,7.0,7.0,,7.0
Joe Nedney,nednejoe01,K,33.172,2006-09-10,NFL,SFO,28,@,ARI,7,L 27-34,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,3.0,9.0,9.0,,10.0
Mike Nugent,nugenmik01,K,24.191999999999997,2006-09-10,NFL,NYJ,18,@,TEN,19,W 23-16,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,2.0,3.0,5.0,5.0,,5.0
Neil Rackers,rackenei01,K,30.025,2006-09-10,NFL,ARI,7,,SFO,28,W 34-27,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,4.0,10.0,10.0,,10.0
Josh Scobee,scobejos01,K,24.079,2006-09-10,NFL,JAX,30,,DAL,8,W 24-17,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.0,6.0,6.0,,6.0
Matt Stover,stovemat01,K,38.226,2006-09-10,NFL,BAL,31,@,TAM,25,W 27-0,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,9.0,9.0,,10.0
Shaun Suisham,suishsha01,K,24.255,2006-09-10,NFL,DAL,8,@,JAX,30,L 17-24,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,5.0,5.0,,5.0
Lawrence Tynes,tyneslaw01,K,28.13,2006-09-10,NFL,KAN,12,,CIN,4,L 10-23,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,4.0,4.0,,4.0
Adam Vinatieri,vinatada01,K,33.256,2006-09-10,NFL,IND,6,@,NYG,17,W 26-21,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,2.0,2.0,14.0,14.0,,15.0
John Hall,hallxjoh01,K,32.178000000000004,2006-09-11,NFL,WAS,26,,MIN,14,L 16-19,1,1,Mon,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,1.0,1.0,10.0,10.0,,10.0
Nate Kaeding,kaedinat01,K,24.169,2006-09-11,NFL,LAC,23,@,OAK,27,W 27-0,1,1,Mon,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,9.0,9.0,,10.0
Ryan Longwell,longwrya01,K,32.025999999999996,2006-09-11,NFL,MIN,14,@,WAS,26,W 19-16,1,1,Mon,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,1.0,7.0,7.0,,8.0
David Akers,akersdav01,K,31.281999999999996,2006-09-17,NFL,PHI,20,,NYG,17,L 24-30,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.0,6.0,6.0,,6.0
Rob Bironas,bironrob01,K,28.230999999999998,2006-09-17,NFL,TEN,19,@,LAC,23,L 7-40,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Brown,brownjos01,K,27.141,2006-09-17,NFL,SEA,24,,ARI,7,W 21-10,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,3.0,,3.0
Kris Brown,brownkri01,K,29.268,2006-09-17,NFL,HOU,32,@,IND,6,L 24-43,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,6.0,6.0,,7.0
John Carney,carnejoh01,K,42.15,2006-09-17,NFL,NOR,15,@,GNB,11,W 34-27,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,4.0,10.0,10.0,,12.0
Phil Dawson,dawsophi01,K,31.237,2006-09-17,NFL,CLE,5,@,CIN,4,L 17-34,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,5.0,5.0,,5.0
Jay Feely,feelyjay01,K,30.116999999999997,2006-09-17,NFL,NYG,17,@,PHI,20,W 30-24,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,6.0,6.0,,6.0
Stephen Gostkowski,GostSt20,K,22.232,2006-09-17,NFL,NEW,16,@,NYJ,18,W 24-17,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.0,6.0,6.0,,6.0
Robbie Gould,gouldrob01,K,23.285,2006-09-17,NFL,CHI,3,,DET,10,W 34-7,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,4.0,10.0,10.0,,11.0
Shayne Graham,grahasha01,K,28.281999999999996,2006-09-17,NFL,CIN,4,,CLE,5,W 34-17,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,4.0,4.0,10.0,10.0,,10.0
John Hall,hallxjoh01,K,32.184,2006-09-17,NFL,WAS,26,@,DAL,8,L 10-27,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,4.0,,4.0
Jason Hanson,hansojas01,K,36.092,2006-09-17,NFL,DET,10,@,CHI,3,L 7-34,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0
Nate Kaeding,kaedinat01,K,24.175,2006-09-17,NFL,LAC,23,,TEN,19,W 40-7,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,16.0,16.0,,17.0
John Kasay,kasayjoh01,K,36.325,2006-09-17,NFL,CAR,29,@,MIN,14,L 13-16,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,7.0,7.0,,7.0
Michael Koenen,koenemic01,P,24.066,2006-09-17,NFL,ATL,1,,TAM,25,W 14-3,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,2.0,2.0,,2.0
Rian Lindell,linderia01,K,29.24,2006-09-17,NFL,BUF,2,@,MIA,13,W 16-6,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,1.0,10.0,10.0,,12.0
Ryan Longwell,longwrya01,K,32.032,2006-09-17,NFL,MIN,14,,CAR,29,W 16-13,2,2,Sun,1.0,1.0,100.0,16.0,1.0,0.0,158.3,0.0,0.0,16.0,36.0,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.0,4.0,1.0,1.0,14.64,14.6,4.6,14.6
Joe Nedney,nednejoe01,K,33.179,2006-09-17,NFL,SFO,28,,LAR,22,W 20-13,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,2.0,8.0,8.0,,8.0
Mike Nugent,nugenmik01,K,24.199,2006-09-17,NFL,NYJ,18,,NEW,16,L 17-24,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,5.0,5.0,,6.0
Neil Rackers,rackenei01,K,30.031999999999996,2006-09-17,NFL,ARI,7,@,SEA,24,L 10-21,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,4.0,4.0,,5.0
Dave Rayner,raynedav01,K,23.326,2006-09-17,NFL,GNB,11,,NOR,15,L 27-34,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,9.0,9.0,,9.0
Hunter Smith,SmitHu21,P,29.039,2006-09-17,NFL,IND,6,,HOU,32,W 43-24,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Stover,stovemat01,K,38.233000000000004,2006-09-17,NFL,BAL,31,,OAK,27,W 28-6,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,2.0,2.0,14.0,14.0,,14.0
Mike Vanderjagt,vandemik01,K,36.177,2006-09-17,NFL,DAL,8,,WAS,26,W 27-10,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,11.0,11.0,,11.0
Adam Vinatieri,vinatada01,K,33.263000000000005,2006-09-17,NFL,IND,6,,HOU,32,W 43-24,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,4.0,13.0,13.0,,14.0
Jeff Wilkins,wilkijef01,K,34.150999999999996,2006-09-17,NFL,LAR,22,@,SFO,28,L 13-20,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,1.0,7.0,7.0,,9.0
David Akers,akersdav01,K,31.289,2006-09-24,NFL,PHI,20,@,SFO,28,W 38-24,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,5.0,8.0,8.0,,8.0
Rob Bironas,bironrob01,K,28.238000000000003,2006-09-24,NFL,TEN,19,@,MIA,13,L 10-13,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,4.0,4.0,,4.0
Josh Brown,brownjos01,K,27.148000000000003,2006-09-24,NFL,SEA,24,,NYG,17,W 42-30,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kris Brown,brownkri01,K,29.275,2006-09-24,NFL,HOU,32,,WAS,26,L 15-31,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Bryant,bryanmat01,K,31.118000000000002,2006-09-24,NFL,TAM,25,,CAR,29,L 24-26,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,6.0,6.0,,6.0
Phil Dawson,dawsophi01,K,31.244,2006-09-24,NFL,CLE,5,,BAL,31,L 14-15,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Elam,elamxjas01,K,36.2,2006-09-24,NFL,DEN,9,@,NEW,16,W 17-7,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,5.0,5.0,,5.0
Jay Feely,feelyjay01,K,30.124000000000002,2006-09-24,NFL,NYG,17,@,SEA,24,L 30-42,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,6.0,6.0,,7.0
Stephen Gostkowski,GostSt20,K,22.239,2006-09-24,NFL,NEW,16,,DEN,9,L 7-17,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0
Robbie Gould,gouldrob01,K,23.291999999999998,2006-09-24,NFL,CHI,3,@,MIN,14,W 19-16,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,1.0,1.0,13.0,13.0,,15.0
Shayne Graham,grahasha01,K,28.289,2006-09-24,NFL,CIN,4,@,PIT,21,W 28-20,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Gramatica,gramamar01,K,30.301,2006-09-24,NFL,IND,6,,JAX,30,W 21-14,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Hall,hallxjoh01,K,32.191,2006-09-24,NFL,WAS,26,@,HOU,32,W 31-15,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,4.0,7.0,7.0,,8.0
Jason Hanson,hansojas01,K,36.099000000000004,2006-09-24,NFL,DET,10,,GNB,11,L 24-31,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,6.0,6.0,,7.0
John Kasay,kasayjoh01,K,36.332,2006-09-24,NFL,CAR,29,@,TAM,25,W 26-24,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,2.0,2.0,18.0,18.0,,20.0
Rian Lindell,linderia01,K,29.247,2006-09-24,NFL,BUF,2,,NYJ,18,L 20-28,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,8.0,8.0,,8.0
Ryan Longwell,longwrya01,K,32.039,2006-09-24,NFL,MIN,14,,CHI,3,L 16-19,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,1.0,10.0,10.0,,11.0
Olindo Mare,marexoli01,K,33.11,2006-09-24,NFL,MIA,13,,TEN,19,W 13-10,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,1.0,7.0,7.0,,8.0
Joe Nedney,nednejoe01,K,33.186,2006-09-24,NFL,SFO,28,,PHI,20,L 24-38,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,6.0,6.0,,7.0
Mike Nugent,nugenmik01,K,24.206,2006-09-24,NFL,NYJ,18,@,BUF,2,W 28-20,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neil Rackers,rackenei01,K,30.039,2006-09-24,NFL,ARI,7,,LAR,22,L 14-16,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Rayner,raynedav01,K,23.333000000000002,2006-09-24,NFL,GNB,11,@,DET,10,W 31-24,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,4.0,7.0,7.0,,7.0
Jeff Reed,reedxjef01,K,27.168000000000003,2006-09-24,NFL,PIT,21,,CIN,4,L 20-28,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,2.0,8.0,8.0,,8.0
Josh Scobee,scobejos01,K,24.093000000000004,2006-09-24,NFL,JAX,30,@,IND,6,L 14-21,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,2.0
Jeff Wilkins,wilkijef01,K,34.158,2006-09-24,NFL,LAR,22,@,ARI,7,W 16-14,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,1.0,10.0,10.0,,11.0
John Carney,carnejoh01,K,42.158,2006-09-25,NFL,NOR,15,,ATL,1,W 23-3,3,3,Mon,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,13.0,13.0,,13.0
Morten Andersen,andermor01,K,46.043,2006-10-01,NFL,ATL,1,,ARI,7,W 32-10,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,2.0,2.0,17.0,17.0,,18.0
Kris Brown,brownkri01,K,29.281999999999996,2006-10-01,NFL,HOU,32,,MIA,13,W 17-15,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,5.0,5.0,,5.0
John Carney,carnejoh01,K,42.163999999999994,2006-10-01,NFL,NOR,15,@,CAR,29,L 18-21,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,4.0,4.0,,4.0
Phil Dawson,dawsophi01,K,31.250999999999998,2006-10-01,NFL,CLE,5,@,OAK,27,W 24-21,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.0,6.0,6.0,,6.0
Stephen Gostkowski,GostSt20,K,22.246,2006-10-01,NFL,NEW,16,@,CIN,4,W 38-13,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,5.0,8.0,8.0,,8.0
Robbie Gould,gouldrob01,K,23.299,2006-10-01,NFL,CHI,3,,SEA,24,W 37-6,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,4.0,13.0,13.0,,14.0
Shayne Graham,grahasha01,K,28.296,2006-10-01,NFL,CIN,4,,NEW,16,L 13-38,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,7.0,7.0,,9.0
Martin Gramatica,gramamar01,K,30.308000000000003,2006-10-01,NFL,IND,6,@,NYJ,18,W 31-28,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,4.0,7.0,7.0,,7.0
John Hall,hallxjoh01,K,32.198,2006-10-01,NFL,WAS,26,,JAX,30,W 36-30,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,12.0,12.0,,13.0
Jason Hanson,hansojas01,K,36.106,2006-10-01,NFL,DET,10,@,LAR,22,L 34-41,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,4.0,10.0,10.0,,10.0
Sebastian Janikowski,janikseb01,K,28.213,2006-10-01,NFL,OAK,27,,CLE,5,L 21-24,3,4,Sun,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Nate Kaeding,kaedinat01,K,24.189,2006-10-01,NFL,LAC,23,@,BAL,31,L 13-16,3,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,1.0,9.0,9.0,,9.0
John Kasay,kasayjoh01,K,36.339,2006-10-01,NFL,CAR,29,,NOR,15,W 21-18,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rian Lindell,linderia01,K,29.254,2006-10-01,NFL,BUF,2,,MIN,14,W 17-12,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,5.0,5.0,,5.0
Mike Nugent,nugenmik01,K,24.213,2006-10-01,NFL,NYJ,18,,IND,6,L 28-31,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neil Rackers,rackenei01,K,30.046,2006-10-01,NFL,ARI,7,@,ATL,1,L 10-32,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,4.0,,4.0
Josh Scobee,scobejos01,K,24.1,2006-10-01,NFL,JAX,30,@,WAS,26,L 30-36,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,12.0,12.0,,15.0
Matt Stover,stovemat01,K,38.247,2006-10-01,NFL,BAL,31,,LAC,23,W 16-13,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence Tynes,tyneslaw01,K,28.151,2006-10-01,NFL,KAN,12,,SFO,28,W 41-0,3,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,5.0,5.0,11.0,11.0,,12.0
Mike Vanderjagt,vandemik01,K,36.191,2006-10-01,NFL,DAL,8,@,TEN,19,W 45-14,3,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,6.0,6.0,9.0,9.0,,10.0
Jeff Wilkins,wilkijef01,K,34.165,2006-10-01,NFL,LAR,22,,DET,10,W 41-34,4,4,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,3.0,3.0,15.0,15.0,,18.0
