Player,unique_id,Pos,Age,Date,LG,Team,Team Code,Loc,Opponent,Team Code opp,WL,G,Week,Day,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,Sk,Sk Yds,YPA,AYPA,Rush Att,Rush Yard,Rush Avg,Rush TD,Targets,Rec,Rec Yards,Rec Avg,Rec TD,Catch Pct,YPTgt,Fmb,Tackle Solo,Tackle Assist,Tackle Tot,Tackle for Loss,QBHits,Sack,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,Fumble Forced,FR,FR Yds,FR TD,Kick Ret,Kick Ret Yds,Kick Ret YPA,Kick Ret TD,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,FGM,FGA,XPM,XPA,Fantasy Pts,PPR,DK Pts,FD Pts
Eddie Drummond,DrumEd00,WR,25.151999999999997,2005-09-11,NFL,DET,10,,GNB,11,W 17-3,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,29.0,14.5,0.0,6.0,12.0,2.0,0.0,,,,,,,,
Keenan Howry,HowrKe00,WR,24.086,2005-09-11,NFL,MIN,14,,TAM,25,L 13-24,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,54.0,10.8,0.0,,,,,,,,
Mark Jones,JoneMa01,WR,24.311999999999998,2005-09-11,NFL,TAM,25,@,MIN,14,W 24-13,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,27.0,9.0,0.0,,,,,,,,
Michael Lewis,LewiMi00,WR,33.301,2005-09-11,NFL,NOR,15,@,CAR,29,W 23-20,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,4.0,75.0,18.75,0.0,1.0,0.0,0.0,0.0,,,,,,,,
Shaun McDonald,McDoSh00,WR,24.09,2005-09-11,NFL,LAR,22,@,SFO,28,L 25-28,1,1,Sun,,,,,,,,,,,,1.0,7.0,7.0,0.0,10.0,7.0,73.0,10.43,0.0,70.0%,7.3,0.0,,,,,,,,,,,,,,,,,,,2.0,14.0,7.0,0.0,,,,,8.0,15.0,15.0,11.5
Justin Miller,MillJu99,DB,21.209,2005-09-11,NFL,NYJ,18,@,KAN,12,L 7-27,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,182.0,30.33,0.0,1.0,0.0,0.0,0.0,,,,,,,,
Chad Morton,MortCh00,RB,28.16,2005-09-11,NFL,NYG,17,,ARI,7,W 42-19,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,88.0,14.67,1.0,,,,,,,,
Dennis Northcutt,NortDe00,WR,27.263,2005-09-11,NFL,CLE,5,,CIN,4,L 13-27,1,1,Sun,,,,,,,,,,,,,,,,9.0,4.0,16.0,4.0,0.0,44.4%,1.78,0.0,,,,,,,,,,,,,,,,,,,2.0,20.0,10.0,0.0,,,,,1.6,5.6,5.6,3.6
Alvin Pearman,PearAl00,RB,23.031999999999996,2005-09-11,NFL,JAX,30,,SEA,24,W 26-14,1,1,Sun,,,,,,,,,,,,1.0,2.0,2.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,,0.0,,,,,1.0,0.0,0.0,0.0,1.0,17.0,17.0,0.0,3.0,24.0,8.0,0.0,,,,,,,,
Antwaan Randle El,RandAn00,WR,26.025,2005-09-11,NFL,PIT,21,,TEN,19,W 34-7,1,1,Sun,,,,,,,,,,,,1.0,6.0,6.0,0.0,3.0,2.0,89.0,44.5,1.0,66.7%,29.67,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,15.5,17.5,17.5,16.5
Keiwan Ratliff,RatlKe20,DB,24.145,2005-09-11,NFL,CIN,4,@,CLE,5,W 27-13,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,6.0,1.0,,0.0,1.0,16.0,0.0,1.0,,,,,,,,,2.0,18.0,9.0,0.0,,,,,,,,
B.J. Sams,SamsB.00,RB,24.316999999999997,2005-09-11,NFL,BAL,31,,IND,6,L 7-24,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,68.0,22.67,0.0,3.0,51.0,17.0,0.0,,,,,,,,
Darren Sproles,SproDa00,RB,22.083000000000002,2005-09-11,NFL,LAC,23,,DAL,8,L 24-28,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,146.0,36.5,0.0,2.0,25.0,12.5,0.0,,,,,,,,
Reggie Swinton,SwinRe00,WR,30.049,2005-09-11,NFL,ARI,7,@,NYG,17,L 19-42,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,164.0,27.33,0.0,1.0,-5.0,-5.0,0.0,,,,,,,,
Andrae Thurman,ThurAn00,WR,24.320999999999998,2005-09-11,NFL,TEN,19,@,PIT,21,L 7-34,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,10.0,0.0,,,,,,,,
Troy Walters,WaltTr00,WR,28.27,2005-09-11,NFL,IND,6,@,BAL,31,W 24-7,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,
Peter Warrick,WarrPe00,WR,28.084,2005-09-11,NFL,SEA,24,@,JAX,30,L 14-26,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,0.0,,,,,,,,
Wes Welker,WelkWe00,WR,24.133000000000003,2005-09-11,NFL,MIA,13,,DEN,9,W 34-10,1,1,Sun,,,,,,,,,,,,,,,,4.0,4.0,60.0,15.0,0.0,100.0%,15.0,0.0,,,,,,,,,,,,,,,2.0,51.0,25.5,0.0,4.0,64.0,16.0,0.0,,,,,6.0,10.0,10.0,8.0
Darrent Williams,WillDa21,DB,22.349,2005-09-11,NFL,DEN,9,@,MIA,13,L 10-34,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,,,3.0,79.0,26.33,0.0,1.0,13.0,13.0,0.0,,,,,,,,
Allen Rossum,RossAl99,DB,29.325,2005-09-12,NFL,ATL,1,,PHI,20,W 14-10,1,1,Mon,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,,0.0,,,,,,,,,2.0,53.0,26.5,0.0,2.0,0.0,0.0,0.0,,,,,,,,
Dexter Wynn,WynnDe20,DB,24.199,2005-09-12,NFL,PHI,20,@,ATL,1,L 10-14,1,1,Mon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,28.0,9.33,0.0,,,,,,,,
Otis Amey,AmeyFr00,WR,23.288,2005-09-18,NFL,SFO,28,@,PHI,20,L 3-42,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,71.0,17.75,0.0,1.0,0.0,0.0,0.0,,,,,,,,
Phillip Buchanon,BuchPh20,DB,24.364,2005-09-18,NFL,HOU,32,,PIT,21,L 7-27,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,1.0,6.0,6.0,0.0,,,,,,,,
Chris Carr,CarrCh22,DB,22.141,2005-09-18,NFL,OAK,27,,KAN,12,L 17-23,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,6.0,130.0,21.67,0.0,2.0,34.0,17.0,0.0,,,,,,,,
Antonio Chatman,ChatAn00,WR,26.218000000000004,2005-09-18,NFL,GNB,11,,CLE,5,L 24-26,2,2,Sun,,,,,,,,,,,,1.0,8.0,8.0,0.0,5.0,4.0,71.0,17.75,0.0,80.0%,14.2,0.0,,,,,,,,,,,,,,,,,,,1.0,9.0,9.0,0.0,,,,,7.9,11.9,11.9,9.9
Nate Clements,ClemNa99,DB,25.28,2005-09-18,NFL,BUF,2,@,TAM,25,L 3-19,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,7.0,1.0,,0.0,,,,,,,,,,,,,3.0,20.0,6.67,0.0,,,,,,,,
Eddie Drummond,DrumEd00,WR,25.159000000000002,2005-09-18,NFL,DET,10,@,CHI,3,L 6-38,2,2,Sun,,,,,,,,,,,,1.0,-3.0,-3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,6.0,159.0,26.5,0.0,2.0,20.0,10.0,0.0,,,,,,,,
Tim Dwight,DwigTi00,WR,30.066999999999997,2005-09-18,NFL,NEW,16,@,CAR,29,L 17-27,2,2,Sun,,,,,,,,,,,,,,,,4.0,2.0,32.0,16.0,0.0,50.0%,8.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,3.2,5.2,5.2,4.2
Bobby Engram,EngrBo00,WR,32.254,2005-09-18,NFL,SEA,24,,ATL,1,W 21-18,2,2,Sun,,,,,,,,,,,,,,,,8.0,5.0,77.0,15.4,0.0,62.5%,9.63,0.0,,,,,,,,,,,,,,,,,,,1.0,9.0,9.0,0.0,,,,,5.7,10.7,11.7,8.2
Brian Finneran,FinnBr00,WR,29.23,2005-09-18,NFL,ATL,1,@,SEA,24,L 18-21,2,2,Sun,,,,,,,,,,,,,,,,5.0,5.0,35.0,7.0,1.0,100.0%,7.0,0.0,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,,,,,9.5,14.5,14.5,12.0
Chris Gamble,GambCh20,DB,22.191,2005-09-18,NFL,CAR,29,,NEW,16,W 27-17,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,1.0,76.0,76.0,0.0,,,,,,,,
Dante Hall,HallDa00,WR,27.017,2005-09-18,NFL,KAN,12,@,OAK,27,W 23-17,2,2,Sun,,,,,,,,,,,,2.0,-7.0,-3.5,0.0,1.0,1.0,15.0,15.0,0.0,100.0%,15.0,,,,,,,,,,,,,,,,4.0,136.0,34.0,0.0,4.0,32.0,8.0,0.0,,,,,,,,
DeAngelo Hall,HallDe99,DB,21.303,2005-09-18,NFL,ATL,1,@,SEA,24,L 18-21,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,6.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,1.0,27.0,27.0,0.0,,,,,,,,
Keenan Howry,HowrKe00,WR,24.093000000000004,2005-09-18,NFL,MIN,14,@,CIN,4,L 8-37,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,0.0,,,,,,,,
Mark Jones,JoneMa01,WR,24.319000000000003,2005-09-18,NFL,TAM,25,,BUF,2,W 19-3,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,49.0,16.33,0.0,3.0,50.0,16.67,0.0,,,,,,,,
Justin McCareins,McCaJu00,WR,26.291,2005-09-18,NFL,NYJ,18,,MIA,13,W 17-7,2,2,Sun,,,,,,,,,,,,,,,,8.0,5.0,87.0,17.4,0.0,62.5%,10.88,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,8.7,13.7,13.7,11.2
Shaun McDonald,McDoSh00,WR,24.096999999999998,2005-09-18,NFL,LAR,22,@,ARI,7,W 17-12,2,2,Sun,,,,,,,,,,,,,,,,2.0,1.0,9.0,9.0,0.0,50.0%,4.5,,,,,,,,,,,,,,,,,,,,3.0,14.0,4.67,0.0,,,,,,,,
Justin Miller,MillJu99,DB,21.215999999999998,2005-09-18,NFL,NYJ,18,,MIA,13,W 17-7,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,6.0,0.0,,,,,,,,
Dennis Northcutt,NortDe00,WR,27.27,2005-09-18,NFL,CLE,5,@,GNB,11,W 26-24,2,2,Sun,,,,,,,,,,,,,,,,6.0,3.0,39.0,13.0,0.0,50.0%,6.5,0.0,,,,,,,,,,,,,,,,,,,1.0,-11.0,-11.0,0.0,,,,,3.9,6.9,6.9,5.4
Chad Owens,OwenCh00,WR,23.168000000000003,2005-09-18,NFL,JAX,30,@,IND,6,L 3-10,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,2.0,0.0,,,,,,,,
Alvin Pearman,PearAl00,RB,23.039,2005-09-18,NFL,JAX,30,@,IND,6,L 3-10,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,62.0,20.67,0.0,2.0,40.0,20.0,0.0,,,,,,,,
Antwaan Randle El,RandAn00,WR,26.031999999999996,2005-09-18,NFL,PIT,21,@,HOU,32,W 27-7,2,2,Sun,,,,,,,,,,,,,,,,4.0,3.0,75.0,25.0,0.0,75.0%,18.75,0.0,,,,,,,,,,,,,,,,,,,2.0,10.0,5.0,0.0,,,,,7.5,10.5,10.5,9.0
Keiwan Ratliff,RatlKe20,DB,24.151999999999997,2005-09-18,NFL,CIN,4,,MIN,14,W 37-8,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,2.0,,0.0,,,,,,,,,,,,,2.0,15.0,7.5,0.0,,,,,,,,
B.J. Sams,SamsB.00,RB,24.324,2005-09-18,NFL,BAL,31,@,TEN,19,L 10-25,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,66.0,22.0,0.0,3.0,5.0,1.67,0.0,,,,,,,,
Steve Smith,SmitSt01,WR,26.129,2005-09-18,NFL,CAR,29,,NEW,16,W 27-17,2,2,Sun,,,,,,,,,,,,,,,,6.0,4.0,34.0,8.5,0.0,66.7%,5.67,0.0,,,,,,,,,,,,,,,,,,,5.0,52.0,10.4,0.0,,,,,3.4,7.4,7.4,5.4
Darren Sproles,SproDa00,RB,22.09,2005-09-18,NFL,LAC,23,@,DEN,9,L 17-20,2,2,Sun,,,,,,,,,,,,1.0,12.0,12.0,0.0,1.0,1.0,5.0,5.0,0.0,100.0%,5.0,0.0,,,,,,,,,,,,,,,3.0,71.0,23.67,0.0,1.0,0.0,0.0,0.0,,,,,1.7,2.7,2.7,2.2
Reggie Swinton,SwinRe00,WR,30.055999999999997,2005-09-18,NFL,ARI,7,,LAR,22,L 12-17,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,83.0,20.75,0.0,3.0,19.0,6.33,0.0,,,,,,,,
Andrae Thurman,ThurAn00,WR,24.328000000000003,2005-09-18,NFL,TEN,19,,BAL,31,W 25-10,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,0.0,,0.0,,,,,,,,,,,,,5.0,21.0,4.2,0.0,,,,,,,,
Bobby Wade,WadeBo00,WR,24.205,2005-09-18,NFL,CHI,3,,DET,10,W 38-6,2,2,Sun,,,,,,,,,,,,,,,,2.0,1.0,2.0,2.0,0.0,50.0%,1.0,0.0,,,,,,,,,,,,,,,,,,,3.0,87.0,29.0,1.0,,,,,6.2,7.2,7.2,6.7
Troy Walters,WaltTr00,WR,28.276999999999997,2005-09-18,NFL,IND,6,,JAX,30,W 10-3,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,6.0,0.0,,,,,,,,
Peter Warrick,WarrPe00,WR,28.090999999999998,2005-09-18,NFL,SEA,24,,ATL,1,W 21-18,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,5.0,0.0,,,,,,,,
Wes Welker,WelkWe00,WR,24.14,2005-09-18,NFL,MIA,13,@,NYJ,18,L 7-17,2,2,Sun,,,,,,,,,,,,,,,,4.0,2.0,21.0,10.5,0.0,50.0%,5.25,0.0,,,,,,,,,,,,,,,4.0,73.0,18.25,0.0,5.0,26.0,5.2,0.0,,,,,2.1,4.1,4.1,3.1
Darrent Williams,WillDa21,DB,22.355999999999998,2005-09-18,NFL,DEN,9,,LAC,23,W 20-17,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,3.0,64.0,21.33,0.0,4.0,66.0,16.5,0.0,,,,,,,,
Dexter Wynn,WynnDe20,DB,24.205,2005-09-18,NFL,PHI,20,,SFO,28,W 42-3,2,2,Sun,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,,0.0,,,,,,,,,,,,,4.0,13.0,3.25,0.0,,,,,,,,
James Butler,ButlJa20,DB,23.011999999999997,2005-09-19,NFL,NYG,17,@,NOR,15,W 27-10,2,2,Mon,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,,0.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,
Patrick Crayton,CrayPa00,WR,26.165,2005-09-19,NFL,DAL,8,,WAS,26,L 13-14,2,2,Mon,,,,,,,,,,,,,,,,3.0,1.0,5.0,5.0,0.0,33.3%,1.67,,,,,,,,,,,,,,,,,,,,4.0,29.0,7.25,0.0,,,,,,,,
Michael Lewis,LewiMi00,WR,33.309,2005-09-19,NFL,NOR,15,,NYG,17,L 10-27,2,2,Mon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,62.0,15.5,0.0,3.0,8.0,2.67,0.0,,,,,,,,
Chad Morton,MortCh00,RB,28.168000000000003,2005-09-19,NFL,NYG,17,@,NOR,15,W 27-10,2,2,Mon,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,1.0,7.0,7.0,0.0,,,,,,,,
Donte' Stallworth,StalDo00,WR,24.313000000000002,2005-09-19,NFL,NOR,15,,NYG,17,L 10-27,2,2,Mon,,,,,,,,,,,,,,,,12.0,8.0,141.0,17.63,0.0,66.7%,11.75,0.0,,,,,,,,,,,,,,,,,,,1.0,27.0,27.0,0.0,,,,,14.1,22.1,25.1,18.1
James Thrash,ThraJa00,WR,30.144000000000002,2005-09-19,NFL,WAS,26,@,DAL,8,W 14-13,2,2,Mon,,,,,,,,,,,,,,,,4.0,3.0,42.0,14.0,0.0,75.0%,10.5,0.0,2.0,0.0,2.0,0.0,,0.0,,,,,,,,,,,,,1.0,9.0,9.0,0.0,,,,,4.2,7.2,7.2,5.7
Otis Amey,AmeyFr00,WR,23.295,2005-09-25,NFL,SFO,28,,DAL,8,L 31-34,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,28.0,14.0,0.0,1.0,10.0,10.0,0.0,,,,,,,,
Chris Carr,CarrCh22,DB,22.148000000000003,2005-09-25,NFL,OAK,27,@,PHI,20,L 20-23,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,35.0,11.67,0.0,4.0,17.0,4.25,0.0,,,,,,,,
Antonio Chatman,ChatAn00,WR,26.225,2005-09-25,NFL,GNB,11,,TAM,25,L 16-17,3,3,Sun,,,,,,,,,,,,1.0,10.0,10.0,0.0,2.0,2.0,37.0,18.5,1.0,100.0%,18.5,0.0,,,,,,,,,,,,,,,,,,,3.0,23.0,7.67,0.0,,,,,10.7,12.7,12.7,11.7
Patrick Crayton,CrayPa00,WR,26.171,2005-09-25,NFL,DAL,8,@,SFO,28,W 34-31,3,3,Sun,,,,,,,,,,,,1.0,0.0,0.0,0.0,5.0,4.0,39.0,9.75,0.0,80.0%,7.8,0.0,,,,,,,,,,,,,,,,,,,2.0,8.0,4.0,0.0,,,,,3.9,7.9,7.9,5.9
Tim Dwight,DwigTi00,WR,30.074,2005-09-25,NFL,NEW,16,@,PIT,21,W 23-20,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,55.0,13.75,0.0,,,,,,,,
Chris Gamble,GambCh20,DB,22.198,2005-09-25,NFL,CAR,29,@,MIA,13,L 24-27,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,6.0,0.0,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,2.0,17.0,8.5,0.0,,,,,,,,
DeAngelo Hall,HallDe99,DB,21.31,2005-09-25,NFL,ATL,1,@,BUF,2,W 24-16,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,,0.0,1.0,3.0,0.0,2.0,,,,,,,,,1.0,10.0,10.0,0.0,,,,,,,,
Keenan Howry,HowrKe00,WR,24.1,2005-09-25,NFL,MIN,14,,NOR,15,W 33-16,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,2.67,0.0,,,,,,,,
Michael Jenkins,JenkMi00,WR,23.099,2005-09-25,NFL,ATL,1,@,BUF,2,W 24-16,3,3,Sun,,,,,,,,,,,,,,,,5.0,4.0,48.0,12.0,1.0,80.0%,9.6,0.0,,,,,,,,,,,,,,,,,,,1.0,4.0,4.0,0.0,,,,,10.8,14.8,14.8,12.8
Mark Jones,JoneMa01,WR,24.326,2005-09-25,NFL,TAM,25,@,GNB,11,W 17-16,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,23.0,11.5,0.0,,,,,,,,
Rashean Mathis,MathRa99,DB,25.029,2005-09-25,NFL,JAX,30,@,NYJ,18,W 26-20,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,1.0,,0.0,1.0,9.0,0.0,2.0,,,,,,,,,1.0,-1.0,-1.0,0.0,,,,,,,,
Shaun McDonald,McDoSh00,WR,24.104,2005-09-25,NFL,LAR,22,,TEN,19,W 31-27,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,,,,,,,
Justin Miller,MillJu99,DB,21.223000000000003,2005-09-25,NFL,NYJ,18,,JAX,30,L 20-26,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,0.0,,,,,,,,,3.0,75.0,25.0,0.0,3.0,-3.0,-1.0,0.0,,,,,,,,
Chad Morton,MortCh00,RB,28.174,2005-09-25,NFL,NYG,17,@,LAC,23,L 23-45,3,3,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-2.0,-2.0,0.0,,,,,,,,
Dennis Northcutt,NortDe00,WR,27.276999999999997,2005-09-25,NFL,CLE,5,@,IND,6,L 6-13,3,3,Sun,,,,,,,,,,,,,,,,1.0,1.0,7.0,7.0,0.0,100.0%,7.0,,,,,,,,,,,,,,,,,,,,1.0,12.0,12.0,0.0,,,,,,,,
Alvin Pearman,PearAl00,RB,23.046,2005-09-25,NFL,JAX,30,@,NYJ,18,W 26-20,3,3,Sun,,,,,,,,,,,,4.0,22.0,5.5,0.0,1.0,1.0,8.0,8.0,0.0,100.0%,8.0,0.0,,,,,,,,,,,,,,,,,,,4.0,32.0,8.0,0.0,,,,,3.0,4.0,4.0,3.5
Antwaan Randle El,RandAn00,WR,26.039,2005-09-25,NFL,PIT,21,,NEW,16,L 20-23,3,3,Sun,,,,,,,,,,,,,,,,7.0,2.0,56.0,28.0,0.0,28.6%,8.0,0.0,,,,,,,,,,,,,,,,,,,3.0,20.0,6.67,0.0,,,,,3.6,5.6,6.6,4.6
