Player,unique_id,Pos,Age,Date,LG,Team,Team Code,Loc,Opponent,Team Code opp,WL,G,Week,Day,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,Sk,Sk Yds,YPA,AYPA,Rush Att,Rush Yard,Rush Avg,Rush TD,Targets,Rec,Rec Yards,Rec Avg,Rec TD,Catch Pct,YPTgt,Fmb,Tackle Solo,Tackle Assist,Tackle Tot,Tackle for Loss,QBHits,Sack,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,Fumble Forced,FR,FR Yds,FR TD,Kick Ret,Kick Ret Yds,Kick Ret YPA,Kick Ret TD,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,FGM,FGA,XPM,XPA,Fantasy Pts,PPR,DK Pts,FD Pts
Tony Banks,BankTo00,QB,28.156999999999996,2001-09-09,NFL,WAS,26,@,LAC,23,L 3-30,1,1,Sun,7.0,14.0,50.0,53.0,0.0,0.0,59.5,0.0,0.0,3.79,3.79,1.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2.1,2.1,2.1
Kevan Barlow,BarlKe00,RB,22.245,2001-09-09,NFL,SFO,28,,ATL,1,W 16-13,1,1,Sun,,,,,,,,,,,,5.0,9.0,1.8,0.0,2.0,2.0,4.0,2.0,0.0,100.0%,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,3.3,3.3,2.3
Charlie Batch,BatcCh00,QB,26.278000000000002,2001-09-09,NFL,DET,10,@,GNB,11,L 6-28,1,1,Sun,20.0,39.0,51.28,276.0,0.0,2.0,52.9,7.0,44.0,7.08,4.77,2.0,9.0,4.5,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94,5.9,8.9,7.9
Anthony Becht,BechAn00,TE,24.031999999999996,2001-09-09,NFL,NYJ,18,,IND,6,L 24-45,1,1,Sun,,,,,,,,,,,,,,,,5.0,4.0,58.0,14.5,0.0,80.0%,11.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,9.8,9.8,7.8
Brandon Bennett,BennBr00,RB,28.218000000000004,2001-09-09,NFL,CIN,4,,NEW,16,W 23-17,1,1,Sun,,,,,,,,,,,,6.0,43.0,7.17,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,4.3,4.3,4.3
Michael Bennett,BennMi00,RB,23.026999999999997,2001-09-09,NFL,MIN,14,,CAR,29,L 13-24,1,1,Sun,,,,,,,,,,,,11.0,37.0,3.36,0.0,4.0,2.0,18.0,9.0,0.0,50.0%,4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,7.5,7.5,6.5
Jerome Bettis,BettJe00,RB,29.205,2001-09-09,NFL,PIT,21,@,JAX,30,L 3-21,1,1,Sun,,,,,,,,,,,,12.0,28.0,2.33,0.0,1.0,1.0,2.0,2.0,0.0,100.0%,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,3.5
Tim Biakabutuka,BiakTi00,RB,27.228,2001-09-09,NFL,CAR,29,@,MIN,14,W 24-13,1,1,Sun,,,,,,,,,,,,5.0,7.0,1.4,0.0,2.0,2.0,12.0,6.0,0.0,100.0%,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,3.9,3.9,2.9
Drew Bledsoe,BledDr00,QB,29.206999999999997,2001-09-09,NFL,NEW,16,@,CIN,4,L 17-23,1,1,Sun,22.0,38.0,57.89,241.0,2.0,0.0,94.3,4.0,17.0,6.34,7.39,3.0,10.0,3.33,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.64,18.6,18.6,18.6
Marty Booker,BookMa00,WR,25.04,2001-09-09,NFL,CHI,3,@,BAL,31,L 6-17,1,1,Sun,,,,,,,,,,,,,,,,11.0,9.0,49.0,5.44,0.0,81.8%,4.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,13.9,13.9,9.4
Corey Bradford,BradCo00,WR,25.275,2001-09-09,NFL,GNB,11,,DET,10,W 28-6,1,1,Sun,,,,,,,,,,,,,,,,2.0,2.0,20.0,10.0,0.0,100.0%,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,3.0
Kyle Brady,BradKy00,TE,29.238000000000003,2001-09-09,NFL,JAX,30,,PIT,21,W 21-3,1,1,Sun,,,,,,,,,,,,,,,,7.0,3.0,39.0,13.0,0.0,42.9%,5.57,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,6.9,6.9,5.4
Aaron Brooks,BrooAa00,QB,25.169,2001-09-09,NFL,NOR,15,@,BUF,2,W 24-6,1,1,Sun,18.0,29.0,62.07,209.0,3.0,0.0,118.3,2.0,17.0,7.21,9.28,5.0,10.0,2.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.36,21.4,21.4,21.4
Kris Brown,brownkri01,K,24.26,2001-09-09,NFL,PIT,21,@,JAX,30,L 3-21,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,3.0,3.0,,4.0
Na Brown,BrowNa00,WR,24.199,2001-09-09,NFL,PHI,20,,LAR,22,L 17-20,1,1,Sun,,,,,,,,,,,,,,,,2.0,2.0,36.0,18.0,0.0,100.0%,18.0,0.0,,,,,,,,,,,,,,,,,,,1.0,11.0,11.0,0.0,,,,,3.6,5.6,5.6,4.6
Tim Brown,BrowTi00,WR,35.049,2001-09-09,NFL,OAK,27,@,KAN,12,W 27-24,1,1,Sun,,,,,,,,,,,,1.0,4.0,4.0,0.0,10.0,8.0,133.0,16.63,1.0,80.0%,13.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,27.7,30.7,23.7
Troy Brown,BrowTr00,WR,30.069000000000003,2001-09-09,NFL,NEW,16,@,CIN,4,L 17-23,1,1,Sun,,,,,,,,,,,,,,,,7.0,7.0,106.0,15.14,1.0,100.0%,15.14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,23.6,26.6,20.1
Isaac Bruce,BrucIs00,WR,28.303,2001-09-09,NFL,LAR,22,@,PHI,20,W 20-17,1,1,Sun,,,,,,,,,,,,,,,,5.0,4.0,89.0,22.25,0.0,80.0%,17.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,12.9,12.9,10.9
Mark Brunell,BrunMa00,QB,30.357,2001-09-09,NFL,JAX,30,,PIT,21,W 21-3,1,1,Sun,15.0,26.0,57.69,198.0,3.0,0.0,120.4,1.0,0.0,7.62,9.92,3.0,7.0,2.33,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.62,20.6,20.6,20.6
Plaxico Burress,BurrPl00,WR,24.028000000000002,2001-09-09,NFL,PIT,21,@,JAX,30,L 3-21,1,1,Sun,,,,,,,,,,,,,,,,5.0,2.0,24.0,12.0,0.0,40.0%,4.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,4.4,4.4,3.4
Isaac Byrd,ByrdIs00,WR,26.296999999999997,2001-09-09,NFL,CAR,29,@,MIN,14,W 24-13,1,1,Sun,,,,,,,,,,,,,,,,2.0,1.0,31.0,31.0,0.0,50.0%,15.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,4.1,4.1,3.6
John Carney,carnejoh01,K,37.141999999999996,2001-09-09,NFL,NOR,15,@,BUF,2,W 24-6,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,6.0,6.0,,6.0
Cris Carter,CartCr00,WR,35.288000000000004,2001-09-09,NFL,MIN,14,,CAR,29,L 13-24,1,1,Sun,,,,,,,,,,,,,,,,6.0,5.0,44.0,8.8,1.0,83.3%,7.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,15.4,15.4,12.9
Larry Centers,CentLa00,RB,33.1,2001-09-09,NFL,BUF,2,,NOR,15,L 6-24,1,1,Sun,,,,,,,,,,,,1.0,11.0,11.0,0.0,4.0,4.0,37.0,9.25,0.0,100.0%,9.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,8.8,8.8,6.8
Byron Chamberlain,ChamBy00,TE,29.326999999999998,2001-09-09,NFL,MIN,14,,CAR,29,L 13-24,1,1,Sun,,,,,,,,,,,,,,,,10.0,7.0,83.0,11.86,0.0,70.0%,8.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,15.3,15.3,11.8
Chris Chambers,ChamCh00,WR,23.028000000000002,2001-09-09,NFL,MIA,13,@,TEN,19,W 31-23,1,1,Sun,,,,,,,,,,,,,,,,4.0,2.0,52.0,26.0,0.0,50.0%,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,7.2,7.2,6.2
Chris Chandler,ChanCh00,QB,35.332,2001-09-09,NFL,ATL,1,@,SFO,28,L 13-16,1,1,Sun,11.0,18.0,61.11,121.0,0.0,0.0,81.0,2.0,14.0,6.72,6.72,3.0,16.0,5.33,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44,6.4,6.4,6.4
Doug Chapman,ChapDo00,RB,24.018,2001-09-09,NFL,MIN,14,,CAR,29,L 13-24,1,1,Sun,,,,,,,,,,,,3.0,15.0,5.0,0.0,1.0,1.0,-3.0,-3.0,0.0,100.0%,-3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.2,2.2,1.7
Wayne Chrebet,ChreWa00,WR,28.026,2001-09-09,NFL,NYJ,18,,IND,6,L 24-45,1,1,Sun,,,,,,,,,,,,,,,,2.0,1.0,20.0,20.0,0.0,50.0%,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,2.5
Bob Christian,ChriBo00,RB,32.299,2001-09-09,NFL,ATL,1,@,SFO,28,L 13-16,1,1,Sun,,,,,,,,,,,,,,,,2.0,2.0,20.0,10.0,0.0,100.0%,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,3.0
Cam Cleeland,CleeCa00,TE,26.025,2001-09-09,NFL,NOR,15,@,BUF,2,W 24-6,1,1,Sun,,,,,,,,,,,,,,,,3.0,2.0,14.0,7.0,1.0,66.7%,4.67,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,9.4,9.4,8.4
Laveranues Coles,ColeLa00,WR,23.254,2001-09-09,NFL,NYJ,18,,IND,6,L 24-45,1,1,Sun,,,,,,,,,,,,1.0,16.0,16.0,0.0,2.0,1.0,38.0,38.0,1.0,50.0%,19.0,0.0,,,,,,,,,,,,,,,3.0,57.0,19.0,0.0,,,,,,,,,11.4,12.4,12.4,11.9
Albert Connell,ConnAl00,WR,27.119,2001-09-09,NFL,NOR,15,@,BUF,2,W 24-6,1,1,Sun,,,,,,,,,,,,,,,,4.0,3.0,89.0,29.67,1.0,75.0%,22.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,17.9,17.9,16.4
Brett Conway,conwabre01,K,26.185,2001-09-09,NFL,WAS,26,@,LAC,23,L 3-30,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,3.0,3.0,,4.0
Curtis Conway,ConwCu00,WR,30.239,2001-09-09,NFL,LAC,23,,WAS,26,W 30-3,1,1,Sun,,,,,,,,,,,,1.0,16.0,16.0,0.0,4.0,3.0,36.0,12.0,0.0,75.0%,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,6.2,7.2,4.7
Ernie Conwell,ConwEr00,TE,29.023000000000003,2001-09-09,NFL,LAR,22,@,PHI,20,W 20-17,1,1,Sun,,,,,,,,,,,,1.0,4.0,4.0,0.0,6.0,5.0,49.0,9.8,1.0,83.3%,8.17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,16.3,16.3,13.8
Jose Cortez,cortejos01,K,26.105,2001-09-09,NFL,SFO,28,,ATL,1,W 16-13,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,1.0,10.0,10.0,,10.0
Tim Couch,CoucTi00,QB,24.04,2001-09-09,NFL,CLE,5,,SEA,24,L 6-9,1,1,Sun,17.0,33.0,51.52,176.0,0.0,1.0,54.6,3.0,27.0,5.33,3.97,1.0,1.0,1.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.14,5.1,6.1,6.1
Zack Crockett,CrocZa00,RB,28.281,2001-09-09,NFL,OAK,27,@,KAN,12,W 27-24,1,1,Sun,,,,,,,,,,,,,,,,2.0,2.0,10.0,5.0,0.0,100.0%,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,2.0
Daunte Culpepper,CulpDa00,QB,24.224,2001-09-09,NFL,MIN,14,,CAR,29,L 13-24,1,1,Sun,22.0,38.0,57.89,236.0,1.0,3.0,52.1,1.0,2.0,6.21,3.18,12.0,57.0,4.75,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.14,19.1,22.1,22.1
Stephen Davis,DaviSt00,RB,27.191999999999997,2001-09-09,NFL,WAS,26,@,LAC,23,L 3-30,1,1,Sun,,,,,,,,,,,,14.0,35.0,2.5,0.0,5.0,4.0,31.0,7.75,0.0,80.0%,6.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,8.6,9.6,6.6
JaJuan Dawson,DawsJa00,WR,23.308000000000003,2001-09-09,NFL,CLE,5,,SEA,24,L 6-9,1,1,Sun,,,,,,,,,,,,,,,,8.0,5.0,46.0,9.2,0.0,62.5%,5.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,9.6,9.6,7.1
Phil Dawson,dawsophi01,K,26.229,2001-09-09,NFL,CLE,5,,SEA,24,L 6-9,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,6.0,6.0,,7.0
Ken Dilger,DilgKe00,TE,30.219,2001-09-09,NFL,IND,6,@,NYJ,18,W 45-24,1,1,Sun,,,,,,,,,,,,,,,,4.0,2.0,28.0,14.0,0.0,50.0%,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,4.8,4.8,3.8
Corey Dillon,DillCo00,RB,26.32,2001-09-09,NFL,CIN,4,,NEW,16,W 23-17,1,1,Sun,,,,,,,,,,,,24.0,104.0,4.33,1.0,4.0,4.0,32.0,8.0,0.0,100.0%,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,23.6,26.6,21.6
Warrick Dunn,DunnWa00,RB,26.247,2001-09-09,NFL,TAM,25,@,DAL,8,W 10-6,1,1,Sun,,,,,,,,,,,,22.0,56.0,2.55,0.0,7.0,4.0,21.0,5.25,0.0,57.1%,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,9.7,10.7,7.7
Tim Dwight,DwigTi00,WR,26.058000000000003,2001-09-09,NFL,LAC,23,,WAS,26,W 30-3,1,1,Sun,,,,,,,,,,,,,,,,5.0,2.0,31.0,15.5,0.0,40.0%,6.2,0.0,,,,,,,,,,,,,,,,,,,4.0,102.0,25.5,1.0,,,,,9.1,11.1,11.1,10.1
Kevin Dyson,DysoKe00,WR,26.078000000000003,2001-09-09,NFL,TEN,19,,MIA,13,L 23-31,1,1,Sun,,,,,,,,,,,,,,,,10.0,4.0,51.0,12.75,0.0,40.0%,5.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,9.1,9.1,7.1
Paul Edinger,edingpau01,K,23.235,2001-09-09,NFL,CHI,3,@,BAL,31,L 6-17,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,6.0,6.0,,7.0
Marc Edwards,EdwaMa00,RB,26.296,2001-09-09,NFL,NEW,16,@,CIN,4,L 17-23,1,1,Sun,,,,,,,,,,,,4.0,13.0,3.25,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.3,1.3,1.3
Troy Edwards,EdwaTr00,WR,24.155,2001-09-09,NFL,PIT,21,@,JAX,30,L 3-21,1,1,Sun,,,,,,,,,,,,,,,,3.0,1.0,17.0,17.0,0.0,33.3%,5.67,0.0,,,,,,,,,,,,,,,2.0,46.0,23.0,0.0,,,,,,,,,1.7,2.7,2.7,2.2
Bert Emanuel,EmanBe00,WR,30.318,2001-09-09,NFL,NEW,16,@,CIN,4,L 17-23,1,1,Sun,,,,,,,,,,,,,,,,9.0,4.0,25.0,6.25,0.0,44.4%,2.78,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,6.5,6.5,4.5
Bobby Engram,EngrBo00,WR,28.245,2001-09-09,NFL,SEA,24,@,CLE,5,W 9-6,1,1,Sun,,,,,,,,,,,,,,,,3.0,2.0,18.0,9.0,0.0,66.7%,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,3.8,3.8,2.8
Marshall Faulk,FaulMa00,RB,28.195,2001-09-09,NFL,LAR,22,@,PHI,20,W 20-17,1,1,Sun,,,,,,,,,,,,20.0,72.0,3.6,1.0,11.0,8.0,48.0,6.0,0.0,72.7%,4.36,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,26.0,26.0,22.0
Brett Favre,FavrBr00,QB,31.334,2001-09-09,NFL,GNB,11,,DET,10,W 28-6,1,1,Sun,22.0,28.0,78.57,260.0,2.0,0.0,129.2,3.0,15.0,9.29,10.71,4.0,-2.0,-0.5,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,18.2,18.2,18.2
Jay Feely,feelyjay01,K,25.109,2001-09-09,NFL,ATL,1,@,SFO,28,L 13-16,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,7.0,7.0,,7.0
Jay Fiedler,FiedJa00,QB,29.254,2001-09-09,NFL,MIA,13,@,TEN,19,W 31-23,1,1,Sun,12.0,20.0,60.0,225.0,2.0,0.0,132.3,0.0,0.0,11.25,13.25,7.0,25.0,3.57,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,19.5,19.5,19.5
Terrell Fletcher,FletTe00,RB,27.36,2001-09-09,NFL,LAC,23,,WAS,26,W 30-3,1,1,Sun,,,,,,,,,,,,4.0,5.0,1.25,0.0,1.0,1.0,12.0,12.0,0.0,100.0%,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,2.7,2.7,2.2
Doug Flutie,FlutDo00,QB,38.321,2001-09-09,NFL,LAC,23,,WAS,26,W 30-3,1,1,Sun,10.0,18.0,55.56,129.0,0.0,2.0,38.7,1.0,7.0,7.17,2.17,4.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,1.2,3.2,3.2
Bubba Franks,FranBu00,TE,23.246,2001-09-09,NFL,GNB,11,,DET,10,W 28-6,1,1,Sun,,,,,,,,,,,,,,,,5.0,4.0,45.0,11.25,1.0,80.0%,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,14.5,14.5,12.5
Antonio Freeman,FreeAn00,WR,29.105,2001-09-09,NFL,GNB,11,,DET,10,W 28-6,1,1,Sun,,,,,,,,,,,,,,,,4.0,2.0,12.0,6.0,0.0,50.0%,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,3.2,3.2,2.2
Oronde Gadsden,GadsOr00,WR,30.02,2001-09-09,NFL,MIA,13,@,TEN,19,W 31-23,1,1,Sun,,,,,,,,,,,,,,,,7.0,4.0,74.0,18.5,1.0,57.1%,10.57,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,17.4,17.4,15.4
Joey Galloway,GallJo00,WR,29.293000000000003,2001-09-09,NFL,DAL,8,,TAM,25,L 6-10,1,1,Sun,,,,,,,,,,,,,,,,10.0,6.0,18.0,3.0,0.0,60.0%,1.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,7.8,7.8,4.8
Rich Gannon,GannRi00,QB,35.263000000000005,2001-09-09,NFL,OAK,27,@,KAN,12,W 27-24,1,1,Sun,31.0,46.0,67.39,341.0,2.0,1.0,94.6,2.0,14.0,7.41,7.3,1.0,9.0,9.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.54,16.5,22.5,17.5
Jeff Garcia,GarcJe00,QB,31.197,2001-09-09,NFL,SFO,28,,ATL,1,W 16-13,1,1,Sun,26.0,40.0,65.0,335.0,1.0,1.0,89.1,2.0,11.0,8.38,7.75,5.0,38.0,7.6,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,19.2,23.2,20.2
Rod Gardner,GardRo00,WR,23.318,2001-09-09,NFL,WAS,26,@,LAC,23,L 3-30,1,1,Sun,,,,,,,,,,,,,,,,8.0,5.0,37.0,7.4,0.0,62.5%,4.63,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,8.7,8.7,6.2
Charlie Garner,GarnCh00,RB,29.208000000000002,2001-09-09,NFL,OAK,27,@,KAN,12,W 27-24,1,1,Sun,,,,,,,,,,,,12.0,38.0,3.17,0.0,6.0,4.0,20.0,5.0,0.0,66.7%,3.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,9.8,9.8,7.8
Sam Gash,GashSa00,RB,32.186,2001-09-09,NFL,BAL,31,,CHI,3,W 17-6,1,1,Sun,,,,,,,,,,,,,,,,3.0,2.0,11.0,5.5,1.0,66.7%,3.67,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,9.1,9.1,8.1
Eddie George,GeorEd00,RB,27.35,2001-09-09,NFL,TEN,19,,MIA,13,L 23-31,1,1,Sun,,,,,,,,,,,,18.0,49.0,2.72,0.0,4.0,2.0,18.0,9.0,0.0,50.0%,4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,8.7,8.7,7.7
Nick Goings,GoinNi00,RB,23.226,2001-09-09,NFL,CAR,29,@,MIN,14,W 24-13,1,1,Sun,,,,,,,,,,,,25.0,86.0,3.44,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,8.6,8.6,8.6
Tony Gonzalez,GonzTo00,TE,25.194000000000003,2001-09-09,NFL,KAN,12,,OAK,27,L 24-27,1,1,Sun,,,,,,,,,,,,,,,,9.0,5.0,81.0,16.2,0.0,55.6%,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,13.1,13.1,10.6
Martin Gramatica,gramamar01,K,25.285999999999998,2001-09-09,NFL,TAM,25,@,DAL,8,W 10-6,1,1,Sun,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,4.0,4.0,,4.0
Elvis Grbac,GrbaEl00,QB,31.026999999999997,2001-09-09,NFL,BAL,31,,CHI,3,W 17-6,1,1,Sun,24.0,30.0,80.0,262.0,1.0,0.0,114.2,0.0,0.0,8.73,9.4,6.0,9.0,1.5,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.38,15.4,15.4,15.4
Ahman Green,GreeAh00,RB,24.205,2001-09-09,NFL,GNB,11,,DET,10,W 28-6,1,1,Sun,,,,,,,,,,,,17.0,157.0,9.24,2.0,5.0,3.0,20.0,6.67,0.0,60.0%,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,30.7,34.7,29.2
