"Team","TeamCode","ConferenceCode","FBS","Power5","Conference","ConferenceAbbrev","Nickname","Name1","Name2","Name3","Name4","Name5","Name6","Name7","Name8","URL","logo","color_0_hex","color_1_hex","color_2_hex"
"Wagner",200,19,"False","False","Northeast","NEC","Seahawks","WAG",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2681.png","https://cdn.usteamcolors.com/images/ncaa/division-1/wagner-seahawks-logo.png","#004331",,
"Austin Peay",201,20,"False","False","Ohio Valley","OVC","Governors","PEAY","Austin Peay St.","Austin Peay St",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2046.png","https://cdn.usteamcolors.com/images/ncaa/division-1/austin-peay-governors-logo.png","#BA0C2F",,
"Eastern Illinois",202,20,"False","False","Ohio Valley","OVC","Panthers","EIU","E Illinois","East. Illinois","East Illinois",,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2197.png","https://cdn.usteamcolors.com/images/ncaa/division-1/eastern-illinois-panthers-logo.png","#003399","#B2B2B2",
"Eastern Kentucky",203,20,"False","False","Ohio Valley","OVC","Colonels","EKY","E Kentucky","East. Kentucky","East Kentucky","E. Kentucky",,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2198.png","https://cdn.usteamcolors.com/images/ncaa/division-1/eastern-kentucky-colonels-logo.png","#4C151E",,
"Jacksonville State",204,20,"False","False","Ohio Valley","OVC","Gamecocks","JVST","Jacksonville St","Jacksonville St.",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/55.png","https://cdn.usteamcolors.com/images/ncaa/division-1/jacksonville-state-gamecocks-logo.png","#CC0000",,
"Murray State",205,20,"False","False","Ohio Valley","OVC","Racers","MURR","Murray St","Murray St.",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/93.png","https://cdn.usteamcolors.com/images/ncaa/division-1/murray-state-racers-logo.png","#002144","#ECAC00",
"Southeast Missouri",206,20,"False","False","Ohio Valley","OVC","Redhawks","SEMO","Southeast Missouri State","Southeast Missouri St","Southeast Missouri St.","SE Missouri","SE Missouri St","SE Missouri St.",,"https://a.espncdn.com/i/teamlogos/ncaa/500/2546.png","https://cdn.usteamcolors.com/images/ncaa/division-1/southeast-missouri-redhawks-logo.png","#C8102E","#000000",
"Tennessee State",207,20,"False","False","Ohio Valley","OVC","Tigers","TNST","Tennessee St","Tennessee St.",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2634.png","https://cdn.usteamcolors.com/images/ncaa/division-1/tennessee-state-tigers-logo.png","#00539F",,
"Tennessee Tech",208,20,"False","False","Ohio Valley","OVC","Golden Eagles","TNTC","Tenn Tech",,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2635.png","https://cdn.usteamcolors.com/images/ncaa/division-1/tennessee-tech-golden-eagles-logo.png","#4F2984","#FFDD00",
"Tennessee-Martin",209,20,"False","False","Ohio Valley","OVC","Skyhawks","UTM","UT Martin","Tenn-Martin","UT-Martin",,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2630.png","https://cdn.usteamcolors.com/images/ncaa/division-1/ut-martin-skyhawks-logo.png","#002649","#F77F00",
"Bucknell",210,21,"False","False","Patriot","Patriot","Bison","BUCK",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2083.png","https://cdn.usteamcolors.com/images/ncaa/division-1/bucknell-bison-logo.png","#EF5B0C","#003865",
"Colgate",211,21,"False","False","Patriot","Patriot","Raiders","COLG",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2142.png","https://cdn.usteamcolors.com/images/ncaa/division-1/colgate-raiders-logo.png","#862633","#C8C7C7",
"Fordham",212,21,"False","False","Patriot","Patriot","Rams","FOR",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2230.png","https://cdn.usteamcolors.com/images/ncaa/division-1/fordham-rams-logo.png","#95003A",,
"Georgetown",213,21,"False","False","Patriot","Patriot","Hoyas","GTWN",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/46.png","https://cdn.usteamcolors.com/images/ncaa/division-1/georgetown-hoyas-logo.png","#00205C","#C6BCB6",
"Holy Cross",214,21,"False","False","Patriot","Patriot","Crusaders","HC",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/107.png","https://cdn.usteamcolors.com/images/ncaa/division-1/holy-cross-crusaders-logo.png","#602D89",,
"Lafayette",215,21,"False","False","Patriot","Patriot","Leopards","LAF",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/322.png","https://cdn.usteamcolors.com/images/ncaa/division-1/lafayette-leopards-logo.png","#910029",,
"Lehigh",216,21,"False","False","Patriot","Patriot","Mountain Hawks","LEH",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2329.png","https://cdn.usteamcolors.com/images/ncaa/division-1/lehigh-mountain-hawks-logo.png","#4B2913",,
"Butler",217,22,"False","False","Pioneer","Pioneer","Bulldogs","BUT",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2086.png","https://cdn.usteamcolors.com/images/ncaa/division-1/butler-bulldogs-logo.png","#13294B",,
"Davidson",218,22,"False","False","Pioneer","Pioneer","Wildcats","DAV",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2166.png","https://cdn.usteamcolors.com/images/ncaa/division-1/davidson-wildcats-logo.png","#BF0C26","#000000",
"Dayton",219,22,"False","False","Pioneer","Pioneer","Flyers","DAY",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2168.png","https://cdn.usteamcolors.com/images/ncaa/division-1/dayton-flyers-logo.png","#CE1141","#004B8D",
"Drake",220,22,"False","False","Pioneer","Pioneer","Bulldogs","DRKE",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2181.png","https://cdn.usteamcolors.com/images/ncaa/division-1/drake-bulldogs-logo.png","#003B73",,
"Jacksonville",221,22,"False","False","Pioneer","Pioneer","Dolphins","JAC",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/294.png","https://cdn.usteamcolors.com/images/ncaa/division-1/jacksonville-dolphins-logo.png","#084E44",,
"Marist",222,22,"False","False","Pioneer","Pioneer","Red Foxes","MRST",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2368.png","https://cdn.usteamcolors.com/images/ncaa/division-1/marist-red-foxes-logo.png","#C8102E",,
"Morehead State",223,22,"False","False","Pioneer","Pioneer","Eagles","MORE","Morehead St","Morehead St.",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2413.png","https://cdn.usteamcolors.com/images/ncaa/division-1/morehead-state-eagles-logo.png","#005EB8","#FFCF00",
"San Diego",224,22,"False","False","Pioneer","Pioneer","Toreros","USD",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/301.png","https://cdn.usteamcolors.com/images/ncaa/division-1/san-diego-toreros-logo.png","#75BEE9","#003B70",
"Stetson",225,22,"False","False","Pioneer","Pioneer","Hatters","STET",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/56.png","https://cdn.usteamcolors.com/images/ncaa/division-1/stetson-hatters-logo.png","#006747",,
"Valparaiso",226,22,"False","False","Pioneer","Pioneer","Crusaders","VALP",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2674.png","https://cdn.usteamcolors.com/images/ncaa/division-1/valparaiso-crusaders-logo.png","#381E0E","#FFCC00",
"Chattanooga",227,23,"False","False","Southern","SoCon","Mocs","CHAT","Tenn-Chattanooga","UT-Chattanooga",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/236.png","https://cdn.usteamcolors.com/images/ncaa/division-1/chattanooga-mocs-logo.png","#00386B","#E0AA0F",
"Citadel",228,23,"False","False","Southern","SoCon","Bulldogs","CIT","The Citadel",,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2643.png","https://cdn.usteamcolors.com/images/ncaa/division-1/the-citadel-bulldogs-logo.png","#3975B7",,
"East Tennessee St.",229,23,"False","False","Southern","SoCon","Buccaneers","ETSU","East Tennessee State","East Tennessee St","ETSU","E Tennessee State",,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2193.png","https://cdn.usteamcolors.com/images/ncaa/division-1/east-tennessee-state-buccaneers-logo.png","#041E42","#FFC72C",
"Furman",230,23,"False","False","Southern","SoCon","Paladins","FUR",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/231.png","https://cdn.usteamcolors.com/images/ncaa/division-1/furman-paladins-logo.png","#582C83",,
"Mercer",231,23,"False","False","Southern","SoCon","Bears","MER",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2382.png","https://cdn.usteamcolors.com/images/ncaa/division-1/mercer-bears-logo.png","#CB5307","#000000",
"Samford",232,23,"False","False","Southern","SoCon","Bulldogs","SAM",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2535.png","https://cdn.usteamcolors.com/images/ncaa/division-1/samford-bulldogs-logo.png","#C4161D","#002649",
"VMI",233,23,"False","False","Southern","SoCon","Keydets","VMI","Virginia Military Institute",,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2678.png","https://cdn.usteamcolors.com/images/ncaa/division-1/vmi-keydets-logo.png","#AE122A","#FFD619",
"Western Carolina",234,23,"False","False","Southern","SoCon","Catamounts","WCU","W Carolina","West. Carolina",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2717.png","https://cdn.usteamcolors.com/images/ncaa/division-1/western-carolina-catamounts-logo.png","#592C88","#B9975B",
"Wofford",235,23,"False","False","Southern","SoCon","Terriers","WOF",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2747.png","https://cdn.usteamcolors.com/images/ncaa/division-1/wofford-terriers-logo.png","#886E4C","#000000",
"Abilene Christian",236,24,"False","False","Southland","Southland","Wildcats","ACU","Abil Christian",,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2000.png","https://cdn.usteamcolors.com/images/ncaa/division-1/abilene-christian-wildcats-logo.png","#4E2683",,
"Central Arkansas",237,24,"False","False","Southland","Southland","Bears","UCA","Cent Arkansas","C Arkansas",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2110.png","https://cdn.usteamcolors.com/images/ncaa/division-1/central-arkansas-bears-logo.png","#4F2D7F","#818A8F",
"Houston Baptist",238,24,"False","False","Southland","Southland","Huskies","HBU",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png","https://cdn.usteamcolors.com/images/ncaa/division-1/houston-baptist-huskies-logo.png","#00529C","#F85512",
"Incarnate Word",239,24,"False","False","Southland","Southland","Cardinals","IW",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2916.png","https://cdn.usteamcolors.com/images/ncaa/division-1/incarnate-word-cardinals-logo.png","#CB333B","#000000",
"Lamar",240,24,"False","False","Southland","Southland","Cardinals","LAM",,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2320.png","https://cdn.usteamcolors.com/images/ncaa/division-1/lamar-cardinals-logo.png","#E31937",,
"McNeese State",241,24,"False","False","Southland","Southland","Cowboys","MCNS","McNeese","McNeese St.","McNeese St",,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2377.png","https://cdn.usteamcolors.com/images/ncaa/division-1/mcneese-state-cowboys-logo.png","#00529B","#FFD204",
"Nicholls State",242,24,"False","False","Southland","Southland","Colonels","NICH","Nicholls","Nicholls St.","Nicholls St",,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2447.png","https://cdn.usteamcolors.com/images/ncaa/division-1/nicholls-colonels-logo.png","#C41230","#B2B2B2",
"Northwestern State",243,24,"False","False","Southland","Southland","Demons","NWST","Northwestern St.","Northwestern St","NW State (LA)","Northwestern St. (LA)",,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2466.png","https://cdn.usteamcolors.com/images/ncaa/division-1/northwestern-state-demons-logo.png","#492F92","#F78426",
"Sam Houston State",244,24,"False","False","Southland","Southland","Bearkats","SHSU","Sam Houston St.","Sam Houston St","Sam Houston",,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2534.png","https://cdn.usteamcolors.com/images/ncaa/division-1/sam-houston-state-bearkats-logo.png","#F78E1E",,
"Southeastern Louisiana",245,24,"False","False","Southland","Southland","Lions","SELA","SE Louisiana",,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2545.png","https://cdn.usteamcolors.com/images/ncaa/division-1/southeastern-louisiana-lions-logo.png","#006341","#EAAA00",
"Stephen F. Austin",246,24,"False","False","Southland","Southland","Lumberjacks","SFA","Stephen F Austin","SF Austin","S.F. Austin","S. F. Austin",,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2617.png","https://cdn.usteamcolors.com/images/ncaa/division-1/stephen-f-austin-lumberjacks-logo.png","#3F2A55",,
"Alabama A&M",247,25,"False","False","Southwestern Athletic","SWAC","Bulldogs","AAMU","Arkansas A&M",,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2010.png","https://cdn.usteamcolors.com/images/ncaa/division-1/alabama-am-bulldogs-logo.png","#660000",,
"Alabama State",248,25,"False","False","Southwestern Athletic","SWAC","Hornets","ALST","Alabama St.","Alabama St",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2011.png","https://cdn.usteamcolors.com/images/ncaa/division-1/alabama-state-hornets-logo.png","#000000","#C99700",
"Alcorn State",249,25,"False","False","Southwestern Athletic","SWAC","Braves","ALCN","Alcorn St.","Alcorn St",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2016.png","https://cdn.usteamcolors.com/images/ncaa/division-1/alcorn-state-braves-logo.png","#46166A","#E9A713",
"Arkansas-Pine Bluff",250,25,"False","False","Southwestern Athletic","SWAC","Golden Lions","UAPB","AR-Pine Bluff","Ark-Pine Bluff",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2029.png","https://cdn.usteamcolors.com/images/ncaa/division-1/arkansas-pine-bluff-golden-lions-logo.png","#000000","#EEB310",
"Grambling",251,25,"False","False","Southwestern Athletic","SWAC","Tigers","GRAM","Grambling St.","Grambling St","Grambling State",,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2755.png","https://cdn.usteamcolors.com/images/ncaa/division-1/grambling-state-tigers-logo.png","#000000","#ECAA00",
"Jackson State",252,25,"False","False","Southwestern Athletic","SWAC","Tigers","JKST","Jackson St.","Jackson St",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2296.png","https://cdn.usteamcolors.com/images/ncaa/division-1/jackson-state-tigers-logo.png","#002147",,
"Mississippi Valley State",253,25,"False","False","Southwestern Athletic","SWAC","Delta Devils","MVSU","Mississippi Valley St.","Mississippi Valley St","Miss Valley St","Miss. Valley St.","Miss. Valley St","Miss. Valley State","Mississippi Valley","https://a.espncdn.com/i/teamlogos/ncaa/500/2400.png","https://cdn.usteamcolors.com/images/ncaa/division-1/mississippi-valley-state-delta-devils-logo.png","#046A38",,
"Prairie View A&M",254,25,"False","False","Southwestern Athletic","SWAC","Panthers","PVAMU","Prairie View","PV A&M",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2504.png","https://cdn.usteamcolors.com/images/ncaa/division-1/prairie-view-am-panthers-logo.png","#330066","#FFCC33",
"Southern",255,25,"False","False","Southwestern Athletic","SWAC","Jaguars","SOU","Southern University","Southern U",,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2582.png","https://cdn.usteamcolors.com/images/ncaa/division-1/southern-jaguars-logo.png","#69B3E7","#FFC72C",
"Texas Southern",256,25,"False","False","Southwestern Athletic","SWAC","Tigers","TXSO","TX Southern",,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2640.png","https://cdn.usteamcolors.com/images/ncaa/division-1/texas-southern-tigers-logo.png","#6F263D","#A2AAAD",
"Acadia (Canada)",257,,"False","False",,,"Axemen",,,,,,,,,"https://s3-us-west-2.amazonaws.com/scorestream-team-profile-pictures/291155/20181011003248_397_mascot720Near.png",,,,
"Albany State (GA)",258,,"False","False",,,"Golden Rams",,"Albany St (GA)","Albany St. (GA)",,,,,,"https://www.asurams.edu/images/news/GoldenRams.png","https://cdn.usteamcolors.com/images/ncaa/division-2/albany-state-golden-rams-logo.png","#2954AB","#E09A14",
"Albion",259,,"False","False",,,"Britons",,,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2790.png",,,,
"Ark-Monticello",260,,"False","False",,,"Boil Weevils",,"Arkansas-Monticello",,,,,,,"https://upload.wikimedia.org/wikipedia/commons/b/b2/Arkansas%E2%80%93Monticello_Athletics_logo.png","https://cdn.usteamcolors.com/images/ncaa/division-2/arkansas-monticello-boll-weevils-logo.png","#28825A",,
"Arkansas Tech",261,,"False","False",,,"Wonder Boys",,,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2033.png","https://cdn.usteamcolors.com/images/ncaa/division-2/arkansas-tech-wonder-boys-logo.png","#024D36","#FCD006",
"Ashland",262,,"False","False",,,"Eagles",,,,,,,,,"https://s3-us-west-2.amazonaws.com/scorestream-team-profile-pictures/274088/20181230190322_469_mascotOrig.png","https://cdn.usteamcolors.com/images/ncaa/division-2/ashland-eagles-logo.png","#522E91","#FFCC41",
"Assumption",263,,"False","False",,,"Greyhounds",,,,,,,,,"https://cdn.herosports.com/upload/school/school-logo/assumption-logo.png","https://cdn.usteamcolors.com/images/ncaa/division-2/assumption-college-greyhounds-logo.png","#1162A5",,
"Augustana (SD)",264,,"False","False",,,"Vikings",,"Augustana College","Augustana",,,,,,"https://s3-us-west-2.amazonaws.com/scorestream-team-profile-pictures/274093/20181010232512_124_mascotOrig.png","https://cdn.usteamcolors.com/images/ncaa/division-2/augustana-university-vikings-logo.png","#0E1B3B","#FCD006",
"Azusa Pacific",265,,"False","False",,,"Cougars",,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Azusa_Pacific_Cougars_logo.svg/1200px-Azusa_Pacific_Cougars_logo.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-2/azusa-pacific-cougars-logo.png","#000000","#B4131D",
"Baker",266,,"False","False",,,"Wildcats",,,,,,,,,"https://upload.wikimedia.org/wikipedia/en/3/3b/Baker_University_Wildcats_logo.png",,,,
"Beloit",267,,"False","False",,,"Buccaneers",,,,,,,,,"https://s3.amazonaws.com/file.imleagues/Images/Schools/Uploaded/201511/2015112312515.png",,,,
"Bemidji St.",268,,"False","False",,,"Beavers",,"Bemidji St","Bemidji State",,,,,,"https://a4.espncdn.com/combiner/i?img=%2Fi%2Fteamlogos%2Fncaa%2F500%2F132.png","https://cdn.usteamcolors.com/images/ncaa/division-2/bemidji-state-beavers-logo.png","#004C40",,
"Bentley College",269,,"False","False",,,"Falcons",,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Bentley_Falcons_logo.svg/1200px-Bentley_Falcons_logo.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-2/bentley-falcons-logo.png","#253B7D","#100F0D","#312827"
"Blinn College (TX)",270,,"False","False",,,"Buccaneers",,,,,,,,,"https://s3-us-west-2.amazonaws.com/scorestream-team-profile-pictures/282366/20181011000020_16_mascotOrig.png",,,,
"Bloomsburg",271,,"False","False",,,"Huskies",,,,,,,,,"https://cdn.herosports.com/upload/uploads/2014/05/bloomsburg-logo.png","https://cdn.usteamcolors.com/images/ncaa/division-2/bloomsburg-huskies-logo.png","#79001F","#FFDD00",
"Boston Univ.",272,,"False","False",,,"Terriers","BU","Boston",,,,,,,"https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Boston_University_Terriers_logo.svg/1200px-Boston_University_Terriers_logo.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-1/boston-university-terriers-logo.png","#CC0000",,
"Bowie St.",273,,"False","False",,,"Bulldogs",,"Bowie St","Bowie State",,,,,,"https://www.bowiestate.edu/files/resources/full-color-2.png","https://cdn.usteamcolors.com/images/ncaa/division-2/bowie-state-bulldogs-logo.png","#231F20","#FEE65C",
"Bradley",274,,"False","False",,,"Braves",,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Bradley_Braves_logo.svg/1200px-Bradley_Braves_logo.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-1/bradley-braves-logo.png","#A50000",,
"Butte JC (CA)",275,,"False","False",,,"Roadrunners",,,,,,,,,"https://pbs.twimg.com/profile_images/1321379497/fbrunner_400x400.png",,,,
"Cal State-Bakersfield",276,,"False","False",,,"Roadrunners",,"UC-Bakersfield","Cal Sate Bakersfield",,,,,,"https://a4.espncdn.com/combiner/i?img=%2Fi%2Fteamlogos%2Fncaa%2F500%2F2934.png","https://cdn.usteamcolors.com/images/ncaa/division-1/cal-state-bakersfield-roadrunners-logo.png","#3154A3","#FDB913",
"California (PA)",277,,"False","False",,,"Vulcans",,,,,,,,,"https://cdn.herosports.com/upload/uploads/california-pennsylvania-logo.png",,,,
"Canisius",278,,"False","False",,,"Golden Griffins",,,,,,,,,"https://www.canisius.edu/sites/default/files/%2A/logo1_2.png","https://cdn.usteamcolors.com/images/ncaa/division-1/canisius-golden-griffins-logo.png","#0E2756","#FFBA00",
"Carnegie Mellon",279,,"False","False",,,"Tartans",,,,,,,,,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/cmu.png&w=250&h=250",,,,
"Carroll (MT)",280,,"False","False",,,"Fighting Saints",,,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2104.png",,,,
"Carson-Newman",281,,"False","False",,,"Eagles",,,,,,,,,"https://bloximages.chicago2.vip.townnews.com/newportplaintalk.com/content/tncms/assets/v3/editorial/5/cd/5cd0cc4a-2f72-5cb1-8edb-b1255b607e08/5ab0cd9749d27.image.png?resize=600%2C400","https://cdn.usteamcolors.com/images/ncaa/division-2/carson-newman-eagles-logo.png","#F4731C","#0C2950",
"Catawba",282,,"False","False",,,"Indians",,,,,,,,,"https://s3-us-west-2.amazonaws.com/scorestream-team-profile-pictures/274185/20190117030220_532_mascotOrig.png","https://cdn.usteamcolors.com/images/ncaa/division-2/catawba-indians-logo.png","#222D62",,
"Central Florida CC",283,,"False","False",,,"Patriots",,,,,,,,,"https://s3-us-west-2.amazonaws.com/scorestream-team-profile-pictures/298916/20190203021110_417_backgroundOrig.png",,,,
"Central Missouri St.",284,,"False","False",,,"Mules",,"Central Missouri St","Central Missouri State","Central Missouri",,,,,"https://www.ucmfoundation.org/image/template/footerMule.png","https://cdn.usteamcolors.com/images/ncaa/division-2/central-missouri-mules-logo.png","#C81840","#1E1C1B",
"Central Oklahoma",285,,"False","False",,,"Bronchos","UCO",,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/University_of_Central_Oklahoma_logo.svg/1152px-University_of_Central_Oklahoma_logo.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-2/central-oklahoma-bronchos-logo.png","#FBCB07","#15213B",
"Central State (OH)",286,,"False","False",,,"Marauders",,,,,,,,,"https://maraudersports.com/images/assets/navigation-logo.png",,,,
"Central Washington",287,,"False","False",,,"Wildcats",,,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2120.png","https://cdn.usteamcolors.com/images/ncaa/division-2/central-washington-wildcats-logo.png","#AA1835","#231F20",
"Chadron State",288,,"False","False",,,"Eagles",,"Chadron St.","Chadron St",,,,,,"https://upload.wikimedia.org/wikipedia/en/9/9f/CSC_Eagles.png","https://cdn.usteamcolors.com/images/ncaa/division-2/chadron-state-eagles-logo.png","#601030",,
"Charleston",289,,"False","False",,,"Golden Eagles",,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/College_of_Charleston_Cougars_logo.svg/1200px-College_of_Charleston_Cougars_logo.svg.png","https://cdn.usteamcolors.com/images/ncaa/division-2/charleston-golden-eagles-logo.png","#A20145","#FFD200",
"Cheyney",290,,"False","False",,,"Wolves",,,,,,,,,"https://cdn.herosports.com/upload/cheyney-logo.png",,,,
"Chowan",291,,"False","False",,,"Hawks",,,,,,,,,"https://a.espncdn.com/i/teamlogos/ncaa/500/2804.png","https://cdn.usteamcolors.com/images/ncaa/division-2/chowan-hawks-logo.png","#1D3C73",,
"Clarion",292,,"False","False",,,"Golden Eagles",,,,,,,,,"https://clariongoldeneagles.com/images/logos/site/site.png","https://cdn.usteamcolors.com/images/ncaa/division-2/clarion-golden-eagles-logo.png","#20377D","#937C39",
"Clark (GA)",293,,"False","False",,,"Panthers",,"Clark Atlanta",,,,,,,"https://2.bp.blogspot.com/-7ojruoBfJXw/VganPCrzF_I/AAAAAAABJFU/mzZrc2gmV0c/s1600/CAU%2BPanthers%2Blogo.gif","https://cdn.usteamcolors.com/images/ncaa/division-2/clark-atlanta-panthers-logo.png","#E61E26","#100F0D","#BABABC"
"Coe College",294,,"False","False",,,"Kohawks",,,,,,,,,"http://d21gd0ap5v1ndt.cloudfront.net/web04/coe/images_web/header-logo.png",,,,
"Colorado State-Pueblo",295,,"False","False",,,"ThunderWolves",,"Colorado St-Pueblo","Colorado St.-Pueblo","CSU-Pueblo",,,,,"https://gothunderwolves.com/images/logos/site/site.png",,,,
"Concordia (Canada)",296,,"False","False",,,"Stingers",,"Concordia (QB)",,,,,,,"https://upload.wikimedia.org/wikipedia/commons/a/a2/Logotip_Stingers_de_Concordia.png",,,,
"Concordia College",297,,"False","False",,,"Cobbers",,"Concordia-Moorhead","Concordia-Moorhead (MN)",,,,,,"http://moorheadelectric.com/wp-content/uploads/2014/03/Concordia-Cobbers.png",,,,
"Concordia-St. Paul (MN)",298,,"False","False",,,"Golden Bears",,"Concordia-St.Paul (MN)","Concordia (MN)",,,,,,"https://s3-us-west-2.amazonaws.com/scorestream-team-profile-pictures/274251/20181010232709_476_mascot300.png","https://cdn.usteamcolors.com/images/ncaa/division-2/concordia-golden-bears-logo.png","#193051","#D3A715",
"Cortland St.",299,,"False","False",,,"Red Dragons",,"Cortland St","Cortland State",,,,,,"https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/Cortland_Red_Dragons_Logo.svg/220px-Cortland_Red_Dragons_Logo.svg.png",,,,
"Cumberlands",300,,"False","False",,,"Patriots",,"Cumberlands-Williamsburg",,,,,,,"https://s3.amazonaws.com/file.imleagues/Images/Schools/Uploaded/201508/2015813131119.png",,,,
"Delta St.",301,,"False","False",,,"Statesman",,"Delta St","Delta State",,,,,,"https://upload.wikimedia.org/wikipedia/commons/0/08/Delta_State_Athletics_logo.png","https://cdn.usteamcolors.com/images/ncaa/division-2/delta-state-statesmen-logo.png","#008350",,
"Dixie St.",302,,"False","False",,,"Trailblazers",,"Dixie State",,,,,,,"https://dixiestateathletics.com/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2017/1/13/New_D_Logo.png","https://cdn.usteamcolors.com/images/ncaa/division-2/dixie-state-trailblazers-logo.png","#C21B32","#16243A",
"Dubuque",303,,"False","False",,,"Spartans",,,,,,,,,"http://livestats.prestosports.com/logos/192.png",,,,
"DuPage (IL)",304,,"False","False",,,"Chaparrals",,,,,,,,,"https://gochapsgo.com/images/logos/site/site.png",,,,
"East Central (OK)",305,,"False","False",,,"Tigers",,"E Central (OK)",,,,,,,"https://ecutigers.com/images/logos/site/site.png",,,,
"East Mississippi CC",306,,"False","False",,,"Lions",,,,,,,,,"https://cdn.prestosports.com/action/cdn/logos/id/9e2c2kdcxsm0wloj.png",,,,
