School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Vanderbilt,SEC,,5,4,1,-1.45,5.48,4.03,27.02,6.54,,,,,,,120.0
South Carolina,ACC,,4,6,0,3.72,0.28,4.0,31.59,10.91,,,,,,,117.0
TCU,SWC,,3,7,0,-1.96,5.43,3.47,27.39,7.24,,,,,,,47.0
Arizona,WAC,,8,3,0,-4.27,7.43,3.16,23.37,4.87,,,,,,,95.0
North Texas,MVC,,8,2,0,3.58,-0.74,2.85,31.94,13.85,,,,,,,57.0
Miami (OH),MAC,,7,3,0,-3.52,6.12,2.61,28.46,4.45,,,,,,,78.0
Wake Forest,ACC,,2,7,1,3.25,-0.88,2.37,31.73,12.22,,,,,,,26.0
Boston College,Ind,,6,3,0,4.36,-2.25,2.1,34.08,16.67,,,,,,,13.0
Richmond,Southern,,8,3,0,1.36,0.28,1.64,30.75,12.53,,,,,,,159.0
Princeton,Ivy,,4,5,0,-0.15,1.31,1.16,32.7,9.43,,,,,,,171.0
Oregon,Pac-8,,4,6,0,-3.99,4.48,0.49,24.77,8.41,,,,,,,99.0
UCLA,Pac-8,,3,7,0,2.08,-1.65,0.43,33.1,12.84,,,,,,,102.0
Baylor,SWC,,3,7,0,4.72,-4.54,0.18,33.09,19.04,,,,,,,41.0
Rutgers,Ind,,8,2,0,2.97,-2.82,0.15,32.32,14.37,,,,,,,39.0
Washington,Pac-8,,3,5,2,-3.33,3.38,0.06,25.24,8.49,,,,,,,105.0
West Texas A&M,Ind,,8,2,0,1.91,-1.93,-0.02,33.08,14.94,,,,,,,416.0
Georgia Tech,Ind,,4,6,0,1.27,-1.47,-0.2,28.53,15.09,,,,,,,17.0
Toledo,MAC,,5,4,1,-0.79,0.58,-0.21,28.73,9.89,,,,,,,81.0
Utah St.,Ind,,7,3,0,-3.78,3.13,-0.65,28.02,12.17,,,,,,,93.0
Iowa St.,Big 8,,3,7,0,0.88,-1.95,-1.07,30.34,16.14,,,,,,,42.0
Duke,ACC,,4,6,0,3.26,-4.49,-1.23,31.01,18.43,,,,,,,15.0
Washington St.,Pac-8,,3,6,1,-3.69,2.21,-1.48,26.23,9.75,,,,,,,106.0
Penn,Ivy,,7,2,0,-4.45,2.78,-1.67,24.37,8.36,,,,,,,170.0
Illinois,Big Ten,,1,9,0,-5.56,3.19,-2.37,22.93,16.21,,,,,,,27.0
Bowling Green,MAC,,6,3,1,-2.06,-0.97,-3.04,31.13,11.28,,,,,,,73.0
North Carolina,ACC,,3,7,0,-0.07,-3.13,-3.2,27.7,18.17,,,,,,,21.0
Cincinnati,MVC,,5,4,1,8.72,-12.33,-3.61,36.1,24.99,,,,,,,2.0
Rice,SWC,,0,9,1,-0.56,-3.93,-4.49,28.4,19.31,,,,,,,59.0
Dartmouth,Ivy,,4,5,0,-2.0,-2.86,-4.86,29.9,14.5,,,,,,,168.0
Maryland,ACC,,2,8,0,-0.4,-4.47,-4.86,27.49,17.86,,,,,,,30.0
Navy,Ind,,2,8,0,-3.25,-1.99,-5.24,23.13,16.74,,,,,,,7.0
Utah,WAC,,3,7,0,-1.95,-3.37,-5.32,25.85,16.31,,,,,,,104.0
Pacific,Ind,,6,4,0,-6.32,0.78,-5.54,20.73,11.25,,,,,,,376.0
Villanova,Ind,,6,4,0,-2.64,-3.1,-5.74,28.85,16.47,,,,,,,162.0
Southern Miss,Ind,,4,6,0,-4.23,-2.09,-6.31,29.41,18.75,,,,,,,60.0
Mississippi St.,SEC,,0,8,2,-2.88,-3.49,-6.38,25.67,17.0,,,,,,,114.0
Dayton,Ind,,5,5,0,-5.44,-1.19,-6.63,27.35,12.28,,,,,,,219.0
Cornell,Ivy,,3,6,0,-7.78,1.04,-6.74,21.88,10.01,,,,,,,167.0
Tampa,Ind,,7,3,0,-5.5,-1.42,-6.93,20.93,13.18,,,,,,,
Idaho,Ind,,5,5,0,2.42,-9.53,-7.11,29.82,26.15,,,,,,,133.0
Northwestern,Big Ten,,1,9,0,-3.38,-3.95,-7.33,23.68,19.59,,,,,,,35.0
UTEP,WAC,,4,5,1,-0.84,-6.72,-7.56,26.94,18.31,,,,,,,62.0
Tulane,Ind,,2,8,0,-1.19,-6.63,-7.82,26.41,20.62,,,,,,,11.0
Tulsa,MVC,,3,7,0,-7.95,-0.91,-8.86,20.54,21.67,,,,,,,12.0
Colgate,Ind,,5,5,0,-4.26,-4.84,-9.1,24.72,17.64,,,,,,,211.0
Buffalo,Ind,,7,3,0,-5.61,-3.73,-9.34,21.5,16.05,,,,,,,74.0
Wisconsin,Big Ten,,0,10,0,-9.21,-0.24,-9.45,18.95,18.05,,,,,,,40.0
Xavier,Ind,,6,4,0,-4.78,-4.77,-9.55,23.8,16.35,,,,,,,
Holy Cross,Ind,,3,6,1,-4.94,-5.06,-10.0,23.55,18.71,,,,,,,214.0
Citadel,Southern,,5,5,0,-5.02,-5.86,-10.88,21.71,19.23,,,,,,,228.0
William & Mary,Southern,,3,7,0,-12.1,1.19,-10.91,14.27,13.03,,,,,,,163.0
Columbia,Ivy,,2,7,0,-2.2,-8.85,-11.04,27.49,20.36,,,,,,,166.0
Western Michigan,MAC,,3,6,0,-7.15,-3.95,-11.09,22.66,15.65,,,,,,,82.0
Pittsburgh,Ind,,1,9,0,-6.19,-5.07,-11.26,22.49,29.16,,,,,,,22.0
BYU,WAC,,2,8,0,-5.12,-6.65,-11.77,22.13,19.02,,,,,,,66.0
New Mexico State,Ind,,5,5,0,-3.43,-9.19,-12.62,23.34,22.18,,,,,,,69.0
Davidson,Southern,,3,6,0,-4.06,-8.99,-13.05,23.33,22.97,,,,,,,218.0
Louisville,MVC,,5,5,0,-6.85,-7.14,-13.98,20.42,20.39,,,,,,,18.0
Colorado St.,WAC,,2,8,0,-9.53,-4.78,-14.31,18.44,20.07,,,,,,,85.0
VMI,Southern,,1,9,0,-11.47,-3.19,-14.65,16.34,22.42,,,,,,,233.0
East Carolina,Southern,,4,6,0,-9.29,-7.25,-16.55,19.41,24.75,,,,,,,4.0
San Jose St.,Ind,,3,7,0,-8.31,-9.16,-17.47,19.64,34.29,,,,,,,91.0
Brown,Ivy,,2,7,0,-10.18,-7.98,-18.17,19.04,24.6,,,,,,,165.0
Northern Illinois,Ind,,2,8,0,-10.44,-9.63,-20.08,17.74,22.15,,,,,,,79.0
Kent State,MAC,,1,9,0,-13.8,-6.33,-20.14,15.88,17.77,,,,,,,77.0
Wichita State,MVC,,0,10,0,-10.98,-13.11,-24.09,16.53,28.9,,,,,,,
New Mexico,WAC,,0,10,0,-10.36,-13.96,-24.32,17.24,33.47,,,,,,,89.0
Furman,Southern,,1,9,0,-16.95,-8.21,-25.16,10.28,21.91,,,,,,,230.0
Marshall,MAC,,0,9,1,-11.07,-15.5,-26.57,18.28,31.63,,,,,,,55.0
West Virginia,Ind,,7,3,0,,,,28.08,8.11,,,,,,,50.0
