School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Nebraska,Big Ten (Legends),24.0,9,4,4.15,4.62,8.76,44.78,8.47,8.71,5.23,5.51,2.93,6.61,3.96,34
West Virginia,Big East,17.0,10,3,9.8,-1.16,8.65,53.04,13.55,9.65,4.91,5.06,3.32,7.58,4.13,50
Virginia Tech,ACC (Coastal),21.0,11,3,-0.65,8.86,8.21,41.03,4.45,9.36,4.93,5.09,2.56,6.81,3.79,25
Cincinnati,Big East,25.0,10,3,3.66,3.68,7.34,48.0,9.02,8.06,6.08,5.85,2.53,6.78,4.31,2
Vanderbilt,SEC (East),,6,7,2.76,4.33,7.09,43.78,7.37,8.41,4.82,5.35,2.78,6.59,3.78,120
Toledo,MAC (West),,9,4,13.83,-6.99,6.84,54.55,19.78,9.03,6.34,5.67,3.19,7.18,4.84,81
Clemson,ACC (Atlantic),22.0,10,4,8.74,-2.2,6.54,48.34,15.92,9.32,5.37,5.12,3.7,7.12,4.48,14
Penn State,Big Ten (Leaders),,9,4,-4.49,10.96,6.47,35.61,1.16,7.5,4.06,5.24,2.47,6.25,3.39,37
Rutgers,Big East,,9,4,-0.45,6.87,6.42,40.65,5.06,7.63,5.22,3.86,2.89,5.72,3.95,39
Florida,SEC (East),,7,6,0.62,5.38,6.0,43.11,7.26,9.66,4.87,5.18,2.63,7.01,3.61,110
Temple,MAC (East),,9,4,-2.21,7.84,5.63,40.59,5.32,9.19,5.93,5.77,3.01,6.73,4.29,10
Northern Illinois,MAC (West),,11,3,10.12,-4.57,5.55,48.19,18.81,9.09,6.25,5.98,3.23,7.3,4.59,79
Tulsa,CUSA (West),,8,5,4.78,0.42,5.2,46.76,11.92,9.02,5.85,5.5,2.41,7.06,3.99,12
Miami (FL),ACC (Coastal),,6,6,0.62,4.56,5.17,41.89,7.4,9.82,5.85,5.43,3.27,7.37,4.45,19
Mississippi St.,SEC (West),,7,6,-0.82,5.96,5.13,40.81,6.27,8.74,4.46,5.28,3.04,6.69,3.73,114
Arizona St.,Pac-12 (South),,6,7,7.13,-2.03,5.1,49.38,12.76,9.46,6.21,4.99,3.42,7.41,4.72,96
BYU,Ind,,10,3,0.03,4.77,4.8,42.24,9.24,8.18,4.82,5.09,3.07,6.58,3.97,66
Ohio St.,Big Ten (Leaders),,6,7,-0.21,4.87,4.66,40.4,5.89,8.25,5.14,5.48,2.82,6.41,3.89,36
California,Pac-12 (North),,7,6,0.56,4.0,4.57,42.82,7.37,8.79,4.82,5.03,2.86,6.78,3.7,97
Iowa,Big Ten (Legends),,7,6,3.16,1.22,4.38,43.22,10.47,8.84,6.0,5.01,2.73,6.79,4.21,29
Tennessee,SEC (East),,5,7,-2.57,6.83,4.26,37.68,6.96,9.43,5.53,3.96,3.33,6.64,4.3,118
Auburn,SEC (West),,8,5,3.57,0.23,3.8,42.64,13.95,9.22,5.48,5.59,3.61,6.94,4.5,109
North Carolina,ACC (Coastal),,7,6,2.7,0.93,3.63,42.78,11.86,10.47,5.19,4.93,2.98,7.4,4.21,21
Georgia Tech,ACC (Coastal),,8,5,4.79,-1.39,3.4,46.86,14.06,12.56,5.23,6.52,3.94,7.78,4.55,17
South Florida,Big East,,5,7,1.24,1.97,3.21,44.41,9.55,7.89,5.63,5.74,2.26,6.71,3.92,9
Utah,Pac-12 (South),,8,5,-3.09,6.25,3.16,38.36,5.31,8.13,4.71,4.44,2.5,6.01,3.61,104
Illinois,Big Ten (Leaders),,7,6,-4.19,6.82,2.63,36.75,4.93,7.89,4.83,4.7,2.11,6.02,3.2,27
NC State,ACC (Atlantic),,8,5,1.62,0.96,2.57,40.75,13.24,8.04,5.51,3.84,3.01,5.9,4.3,20
Louisville,Big East,,7,6,-2.38,4.75,2.38,36.7,7.78,8.54,6.07,4.61,2.54,6.28,4.27,18
Iowa St.,Big 12,,6,7,-0.63,2.75,2.12,38.67,9.79,7.04,5.57,5.48,3.5,6.12,4.42,42
Louisiana Tech,WAC,,8,5,0.32,1.72,2.04,40.37,10.03,7.94,4.93,4.34,2.62,6.09,3.74,54
Texas Tech,Big 12,,5,7,7.57,-5.69,1.88,48.67,21.57,8.31,7.13,4.84,4.01,6.81,5.14,49
Washington,Pac-12 (North),,7,6,7.08,-5.28,1.8,47.85,18.28,9.58,5.72,5.4,4.22,7.35,4.94,105
Northwestern,Big Ten (Legends),,6,7,4.85,-3.19,1.66,44.5,15.46,9.57,7.48,4.83,3.5,6.81,5.23,35
Ohio,MAC (East),,10,4,2.26,-0.71,1.56,40.05,13.71,9.04,5.74,5.29,3.63,6.94,4.6,80
Arkansas St.,Sun Belt,,10,3,0.73,0.45,1.18,41.01,14.04,8.51,5.67,4.6,2.67,6.52,4.21,122
Pittsburgh,Big East,,6,7,-0.23,1.32,1.09,40.43,9.72,7.7,5.83,4.92,2.57,6.1,4.12,22
SMU,CUSA (West),,8,5,-3.84,4.63,0.78,37.15,9.07,8.48,5.33,4.98,2.4,6.98,3.82,8
Nevada,WAC,,7,6,-1.73,2.2,0.47,40.94,11.96,9.25,5.55,5.84,3.81,7.25,4.56,88
Western Michigan,MAC (West),,7,6,5.32,-4.9,0.42,46.31,17.93,8.67,6.03,4.87,4.82,7.13,5.32,82
Virginia,ACC (Coastal),,8,5,-2.81,2.95,0.14,36.05,11.17,8.35,5.02,5.09,3.19,6.59,4.19,24
San Diego St.,MWC,,8,5,1.03,-1.05,-0.02,39.01,13.37,7.51,6.93,5.39,3.32,6.48,4.78,90
Air Force,MWC,,7,6,4.11,-4.49,-0.38,44.24,17.53,9.4,6.44,6.15,3.98,6.92,4.91,83
Connecticut,Big East,,5,7,-1.91,1.48,-0.42,39.07,10.74,7.79,7.07,4.09,1.9,5.67,4.56,3
Wake Forest,ACC (Atlantic),,6,7,0.38,-1.04,-0.66,41.51,14.46,8.86,5.24,4.26,3.94,6.45,4.59,26
Purdue,Big Ten (Leaders),,7,6,-0.78,0.02,-0.76,41.29,13.88,7.85,5.98,5.17,3.26,6.35,4.49,38
UCLA,Pac-12 (South),,6,8,-1.57,0.52,-1.05,40.14,13.06,9.7,4.85,5.7,4.35,7.27,4.39,102
Navy,Ind,,5,7,2.93,-4.32,-1.39,42.81,17.72,8.98,6.91,6.18,4.14,6.84,5.26,7
Arizona,Pac-12 (South),,4,8,3.65,-5.1,-1.46,45.5,16.74,9.33,6.44,4.26,3.64,7.32,5.0,95
Kentucky,SEC (East),,5,7,-6.36,4.73,-1.63,32.98,12.31,6.7,5.19,4.56,3.82,5.47,4.47,112
Central Florida,CUSA (East),,5,7,-5.09,3.28,-1.8,38.08,9.52,9.47,5.24,5.0,3.32,6.91,4.25,1
Utah St.,WAC,,7,6,3.18,-5.4,-2.22,43.13,18.27,8.85,5.55,6.31,2.86,7.23,4.11,93
Louisiana,Sun Belt,,9,4,4.44,-7.08,-2.64,41.79,21.17,8.98,6.59,4.29,3.31,6.57,4.81,126
Syracuse,Big East,,5,7,-1.38,-1.77,-3.15,38.2,13.6,7.73,6.39,4.87,2.87,6.24,4.55,23
Wyoming,MWC,,8,5,-1.24,-2.58,-3.82,36.05,17.42,6.97,6.97,5.45,4.24,6.24,5.33,94
Oregon St.,Pac-12 (North),,3,9,-3.57,-0.76,-4.33,37.21,11.92,8.39,5.28,4.17,3.77,6.64,4.29,100
Ball St.,MAC (West),,6,6,-1.2,-3.18,-4.38,37.33,20.31,7.2,8.07,4.84,3.82,6.13,5.58,72
Florida Intl,Sun Belt,,8,5,-5.28,0.75,-4.53,33.5,12.52,8.02,5.69,4.62,3.11,6.15,4.37,53
Marshall,CUSA (East),,7,6,-5.24,0.65,-4.59,34.82,15.4,8.14,5.74,4.31,3.51,6.11,4.55,55
Boston College,ACC (Atlantic),,4,8,-7.29,2.69,-4.61,32.87,9.91,7.61,5.24,4.49,3.66,5.8,4.48,13
Bowling Green,MAC (East),,5,7,-3.07,-1.68,-4.75,37.29,16.72,8.36,5.67,4.3,4.27,6.39,4.77,73
Kansas,Big 12,,2,10,-1.93,-2.82,-4.75,37.86,22.49,8.2,6.9,4.65,4.32,5.88,5.57,43
Miami (OH),MAC (East),,4,8,-6.27,1.37,-4.9,33.52,10.62,8.95,5.98,2.98,3.16,6.26,4.37,78
East Carolina,CUSA (East),,5,7,0.04,-5.09,-5.04,38.32,19.89,7.92,5.32,3.89,3.79,6.1,4.43,4
Washington St.,Pac-12 (North),,4,8,-0.3,-5.31,-5.61,43.37,17.04,9.25,7.06,3.81,3.47,6.82,5.04,106
San Jose St.,WAC,,5,7,-2.8,-3.17,-5.97,35.58,17.41,8.2,6.38,3.97,3.92,6.33,4.89,91
Kent State,MAC (East),,5,7,-9.5,3.48,-6.03,29.19,13.32,6.15,5.18,3.81,2.85,4.89,3.94,77
Minnesota,Big Ten (Legends),,3,9,-5.07,-0.97,-6.04,34.39,16.28,7.96,5.48,5.2,4.07,6.24,4.7,33
Western Kentucky,Sun Belt,,7,5,-4.54,-1.65,-6.18,32.56,16.43,7.75,6.67,4.77,3.88,5.86,5.35,64
Eastern Michigan,MAC (West),,6,6,-7.65,1.1,-6.55,30.13,14.17,8.31,6.16,5.11,3.43,6.01,4.67,76
Ole Miss,SEC (West),,2,10,-5.81,-0.9,-6.71,33.95,16.15,8.04,5.99,4.56,4.43,5.94,5.04,116
Hawaii,WAC,,6,7,0.25,-7.15,-6.9,39.13,19.72,7.72,6.59,4.54,3.37,6.56,4.8,87
Fresno St.,WAC,,4,9,1.57,-8.81,-7.24,40.33,23.48,9.11,6.88,4.87,4.15,7.03,5.45,86
Duke,ACC (Coastal),,3,9,-1.18,-6.16,-7.34,37.69,18.81,8.21,6.7,4.09,4.21,6.32,5.41,15
UL Monroe,Sun Belt,,4,8,-5.42,-2.38,-7.8,34.35,16.32,6.89,5.52,4.82,2.76,5.86,4.2,130
UTEP,CUSA (West),,5,7,-2.65,-5.28,-7.93,37.04,18.44,8.02,6.36,5.25,4.57,6.62,5.3,62
Rice,CUSA (West),,4,8,-2.95,-5.2,-8.15,35.58,18.25,7.31,6.84,4.74,3.98,5.9,5.24,59
Maryland,ACC (Atlantic),,2,10,-1.11,-7.11,-8.22,38.96,19.91,7.51,5.66,5.75,3.89,6.55,4.65,30
Colorado,Pac-12 (South),,3,10,-5.94,-2.73,-8.67,35.31,18.65,8.39,6.19,4.46,4.26,6.49,5.07,98
Army,Ind,,3,9,-6.41,-2.47,-8.88,36.72,16.31,6.88,6.87,6.33,4.1,6.46,5.08,65
North Texas,Sun Belt,,5,7,-5.41,-4.53,-9.94,35.38,19.1,7.74,6.43,4.73,4.03,6.01,5.16,57
Buffalo,MAC (East),,3,9,-5.46,-5.43,-10.89,34.23,20.24,6.73,6.57,5.08,3.86,5.93,4.88,74
Indiana,Big Ten (Leaders),,1,11,-2.67,-8.24,-10.91,37.19,24.55,7.62,7.26,5.05,4.46,6.17,5.48,28
Central Michigan,MAC (West),,3,9,-4.28,-7.0,-11.28,32.99,22.43,8.21,6.99,4.89,4.0,6.78,5.27,75
New Mexico State,WAC,,4,9,-3.09,-8.86,-11.95,35.45,26.07,9.15,6.1,4.29,4.71,6.71,5.27,69
Colorado St.,MWC,,3,9,-6.54,-6.15,-12.69,30.5,20.81,7.0,6.53,4.89,4.69,5.89,5.35,85
Idaho,WAC,,2,10,-8.33,-4.92,-13.24,30.95,21.27,6.7,6.34,4.22,3.49,5.46,4.78,133
UAB,CUSA (East),,3,9,-6.51,-8.52,-15.03,31.23,25.77,7.79,7.29,4.67,4.8,6.29,5.84,61
Troy,Sun Belt,,3,9,-6.81,-8.73,-15.54,31.35,23.59,7.58,7.09,3.74,3.91,6.01,5.24,129
UNLV,MWC,,2,10,-9.95,-7.77,-17.72,28.37,27.17,5.5,7.35,4.47,3.97,4.92,5.36,92
Memphis,CUSA (East),,2,10,-12.32,-5.85,-18.17,25.95,26.32,6.8,7.49,3.32,4.57,5.11,5.91,6
Middle Tennessee,Sun Belt,,2,10,-6.35,-12.51,-18.86,32.18,28.73,6.97,6.68,4.8,4.33,5.92,5.16,56
Akron,MAC (East),,1,11,-12.02,-7.09,-19.11,27.17,29.54,6.3,7.22,4.09,4.31,5.15,5.35,71
Tulane,CUSA (West),,2,11,-9.85,-9.26,-19.11,30.12,27.06,6.74,6.73,4.29,4.04,5.58,5.11,11
New Mexico,MWC,,1,11,-16.29,-3.02,-19.31,22.09,28.25,6.92,7.64,3.76,4.54,5.32,5.69,89
Florida Atlantic,Sun Belt,,1,11,-15.32,-7.3,-22.63,23.43,25.04,5.99,6.06,4.1,3.52,4.97,4.56,52
