School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Illinois,Big Ten,,7,4,0,5.67,3.79,9.46,38.57,8.84,,,,,,,27.0
USC,Pac-10,10.0,9,3,0,-1.3,10.69,9.39,27.59,2.34,,,,,,,103.0
Georgia Tech,ACC,,6,4,1,4.78,4.4,9.18,37.1,8.18,,,,,,,17.0
Notre Dame,Ind,,7,5,0,4.51,4.39,8.9,35.87,7.81,,,,,,,70.0
Kentucky,SEC,19.0,9,3,0,3.51,5.08,8.59,34.79,9.23,,,,,,,112.0
Air Force,WAC,,8,4,0,3.04,5.53,8.58,37.56,7.16,,,,,,,83.0
Syracuse,Ind,,6,5,0,-3.95,12.25,8.3,25.59,0.23,,,,,,,23.0
Rutgers,Ind,,7,3,0,0.88,7.08,7.96,29.39,6.12,,,,,,,39.0
Arizona St.,Pac-10,,5,6,0,2.78,5.01,7.8,36.85,9.86,,,,,,,96.0
Army,Ind,,8,3,1,4.75,2.83,7.57,35.03,11.1,,,,,,,65.0
Texas,SWC,,7,4,1,3.73,3.58,7.32,33.39,10.59,,,,,,,48.0
Alabama,SEC,,5,6,0,0.94,6.11,7.04,30.06,5.81,,,,,,,107.0
Virginia Tech,Ind,,8,4,0,-1.11,7.9,6.79,29.69,5.01,,,,,,,25.0
Arizona,Pac-10,,7,4,0,3.14,3.42,6.56,33.01,9.28,,,,,,,95.0
UCLA,Pac-10,9.0,9,3,0,3.93,2.39,6.32,31.61,11.35,,,,,,,102.0
TCU,SWC,,8,4,0,8.18,-2.06,6.12,39.59,15.91,,,,,,,47.0
Michigan,Big Ten,,6,6,0,-1.74,7.51,5.77,28.69,4.49,,,,,,,31.0
Penn State,Ind,,6,5,0,1.01,4.68,5.69,31.32,9.55,,,,,,,37.0
Purdue,Big Ten,,7,5,0,4.71,0.63,5.34,34.85,12.57,,,,,,,38.0
Wisconsin,Big Ten,,7,4,1,0.84,4.3,5.14,29.37,7.26,,,,,,,40.0
Vanderbilt,SEC,,5,6,0,5.71,-1.02,4.68,36.56,14.27,,,,,,,120.0
Washington St.,Pac-10,,6,5,0,10.03,-5.42,4.61,38.9,20.18,,,,,,,106.0
Utah,WAC,,6,5,1,4.0,0.5,4.5,34.01,11.81,,,,,,,104.0
UNLV,PCAA,,11,2,0,6.09,-1.75,4.35,34.02,16.38,,,,,,,92.0
Cal State Fullerton,PCAA,,11,1,0,2.81,0.75,3.56,29.91,14.32,,,,,,,
Hawaii,WAC,,7,4,0,-2.97,6.53,3.56,25.55,6.64,,,,,,,87.0
Houston,SWC,,7,5,0,1.57,1.91,3.48,30.48,11.37,,,,,,,5.0
Temple,Ind,,6,5,0,-1.53,4.52,2.99,27.73,8.33,,,,,,,10.0
Baylor,SWC,,5,6,0,2.65,0.3,2.95,32.77,13.12,,,,,,,41.0
Stanford,Pac-10,,5,6,0,4.84,-2.13,2.72,33.18,15.23,,,,,,,101.0
Texas A&M,SWC,,6,5,0,1.27,1.19,2.46,29.61,12.22,,,,,,,119.0
Michigan St.,Big Ten,,6,6,0,-3.54,5.93,2.39,25.38,6.23,,,,,,,32.0
Bowling Green,MAC,,8,3,0,5.49,-3.21,2.28,34.72,18.5,,,,,,,73.0
Missouri,Big 8,,3,7,1,6.81,-4.62,2.19,39.65,17.88,,,,,,,115.0
Ole Miss,SEC,,4,6,1,-1.34,3.42,2.08,28.77,8.59,,,,,,,116.0
North Carolina,ACC,,5,5,1,1.61,0.08,1.7,30.28,12.85,,,,,,,21.0
Oregon,Pac-10,,6,5,0,1.39,0.26,1.66,29.87,14.58,,,,,,,99.0
Navy,Ind,,4,6,1,2.07,-0.49,1.58,32.88,13.64,,,,,,,7.0
Mississippi St.,SEC,,4,7,0,-0.74,1.67,0.93,28.84,9.91,,,,,,,114.0
Memphis,Ind,,5,5,1,-5.12,5.78,0.67,26.1,8.0,,,,,,,6.0
Central Michigan,MAC,,8,2,1,-0.87,1.39,0.52,28.46,13.5,,,,,,,75.0
San Diego St.,WAC,,4,7,1,-1.6,1.59,0.0,29.36,11.07,,,,,,,90.0
Pittsburgh,Ind,,3,7,1,-1.42,1.18,-0.25,28.79,11.8,,,,,,,22.0
San Jose St.,PCAA,,6,5,0,-2.21,1.29,-0.92,27.37,15.07,,,,,,,91.0
Texas Tech,SWC,,4,7,0,-4.43,3.5,-0.93,25.69,10.15,,,,,,,49.0
Kansas,Big 8,,5,6,0,-0.04,-1.2,-1.25,28.44,16.86,,,,,,,43.0
Indiana State,MVC,,9,3,0,-3.22,1.52,-1.7,27.94,12.89,,,,,,,183.0
Tulane,Ind,,3,8,0,-1.83,0.02,-1.82,28.45,13.89,,,,,,,11.0
Tulsa,MVC,,6,5,0,0.5,-2.42,-1.92,31.2,14.55,,,,,,,12.0
Wake Forest,ACC,,6,5,0,-2.71,0.43,-2.28,26.22,12.4,,,,,,,26.0
Wyoming,WAC,,6,6,0,5.31,-7.65,-2.35,35.28,20.87,,,,,,,94.0
Fresno St.,PCAA,,6,6,0,-0.45,-3.2,-3.65,27.63,17.33,,,,,,,86.0
NC State,ACC,,3,8,0,1.18,-5.06,-3.88,31.56,19.17,,,,,,,20.0
Toledo,MAC,,8,3,1,-7.79,3.33,-4.46,19.57,12.4,,,,,,,81.0
Minnesota,Big Ten,,4,7,0,-1.18,-3.64,-4.83,28.35,17.88,,,,,,,33.0
Kansas St.,Big 8,,3,7,1,-4.44,-0.57,-5.0,25.64,18.76,,,,,,,44.0
Long Beach State,PCAA,,4,7,0,-0.29,-5.97,-6.26,27.09,21.26,,,,,,,
Oregon St.,Pac-10,,2,9,0,-6.85,0.27,-6.58,22.47,14.14,,,,,,,100.0
Colorado St.,WAC,,3,8,0,-0.15,-6.51,-6.65,29.46,22.94,,,,,,,85.0
California,Pac-10,,2,9,0,-5.82,-1.11,-6.92,22.93,14.92,,,,,,,97.0
Louisiana,Ind,,6,5,0,-5.05,-1.93,-6.98,23.04,15.26,,,,,,,126.0
Iowa St.,Big 8,,2,7,2,-6.9,-0.72,-7.62,21.87,15.67,,,,,,,42.0
Southern Miss,Ind,,4,7,0,-5.73,-2.06,-7.79,24.48,16.05,,,,,,,60.0
Miami (OH),MAC,,4,7,0,-6.81,-1.09,-7.9,20.71,17.11,,,,,,,78.0
Northwestern,Big Ten,,2,9,0,-4.24,-4.12,-8.35,25.4,21.14,,,,,,,35.0
Duke,ACC,,2,9,0,-8.16,-0.2,-8.36,21.42,14.85,,,,,,,15.0
New Mexico,WAC,,4,8,0,-3.56,-4.84,-8.41,27.26,22.96,,,,,,,89.0
Indiana,Big Ten,,0,11,0,-1.98,-6.54,-8.52,27.97,21.12,,,,,,,28.0
Western Michigan,MAC,,5,6,0,-3.25,-5.49,-8.74,25.17,20.07,,,,,,,82.0
Colorado,Big 8,,1,10,0,-1.8,-7.2,-8.99,27.05,23.36,,,,,,,98.0
East Carolina,Ind,,2,9,0,-3.78,-6.69,-10.47,26.01,20.63,,,,,,,4.0
Illinois State,MVC,,5,6,0,-9.84,-0.73,-10.57,22.31,15.57,,,,,,,182.0
Rice,SWC,,1,10,0,-0.64,-10.42,-11.06,29.07,25.11,,,,,,,59.0
Northern Illinois,MAC,,4,6,1,-9.05,-2.49,-11.54,18.21,17.19,,,,,,,79.0
Pacific,PCAA,,4,7,0,-6.13,-5.47,-11.6,21.64,21.33,,,,,,,376.0
Utah St.,PCAA,,1,10,0,-3.4,-8.54,-11.93,25.98,26.15,,,,,,,93.0
Louisville,Ind,,2,9,0,-0.38,-11.69,-12.07,28.5,26.41,,,,,,,18.0
Kent State,MAC,,4,7,0,-11.21,-1.1,-12.31,16.44,16.88,,,,,,,77.0
Cincinnati,Ind,,2,9,0,-1.67,-10.88,-12.55,27.49,30.76,,,,,,,2.0
Ohio,MAC,,4,6,1,-10.16,-4.11,-14.27,17.58,22.33,,,,,,,80.0
UTEP,WAC,,2,9,0,-5.89,-9.15,-15.04,22.64,25.98,,,,,,,62.0
Eastern Michigan,MAC,,2,7,2,-10.24,-5.01,-15.25,17.03,20.11,,,,,,,76.0
Ball St.,MAC,,3,8,0,-10.83,-6.12,-16.96,16.28,22.73,,,,,,,72.0
Southern Illinois,MVC,,3,8,0,-8.9,-10.03,-18.93,20.52,24.86,,,,,,,189.0
Drake,MVC,,4,7,0,-8.82,-10.13,-18.94,18.59,24.47,,,,,,,220.0
Wichita State,MVC,,2,9,0,-10.07,-9.64,-19.7,18.45,26.63,,,,,,,
New Mexico State,PCAA,,2,9,0,-9.69,-10.46,-20.15,17.98,27.96,,,,,,,69.0
West Texas A&M,MVC,,3,8,0,-13.05,-7.97,-21.02,14.73,22.75,,,,,,,416.0
