School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Utah St.,Big West,,7,5,0,2.66,-7.42,-4.77,34.51,21.11,,,,,,,93
Bowling Green,MAC,,6,3,2,-6.46,1.29,-5.18,27.42,13.78,,,,,,,73
Nevada,Big West,,7,4,0,6.79,-12.0,-5.21,41.73,25.15,,,,,,,88
Duke,ACC,,3,8,0,-1.55,-3.84,-5.39,31.21,17.91,,,,,,,15
Hawaii,WAC,,6,6,0,-0.29,-5.17,-5.46,37.52,20.15,,,,,,,87
SMU,SWC,,2,7,2,-3.98,-1.67,-5.66,29.96,13.4,,,,,,,8
TCU,SWC,,4,7,0,-3.97,-1.74,-5.7,30.26,17.31,,,,,,,47
Pittsburgh,Big East,,3,8,0,-4.84,-1.71,-6.56,27.51,19.05,,,,,,,22
Army,Ind,,6,5,0,-2.8,-4.6,-7.4,29.44,18.28,,,,,,,65
Wake Forest,ACC,,2,9,0,-3.35,-4.39,-7.73,28.87,18.59,,,,,,,26
Ball St.,MAC,,8,3,1,-2.4,-5.47,-7.87,28.12,21.52,,,,,,,72
Air Force,WAC,,4,8,0,-6.52,-1.42,-7.94,28.95,14.45,,,,,,,83
Maryland,ACC,,2,9,0,3.31,-11.74,-8.44,36.61,29.4,,,,,,,30
San Jose St.,Big West,,2,9,0,-1.61,-7.12,-8.72,33.2,21.18,,,,,,,91
Western Michigan,MAC,,7,3,1,-7.0,-2.48,-9.49,23.96,17.41,,,,,,,82
Southern Miss,Ind,,2,8,1,-4.49,-5.18,-9.66,29.34,19.24,,,,,,,60
Pacific,Big West,,3,8,0,-9.7,0.01,-9.69,23.21,14.55,,,,,,,376
Navy,Ind,,4,7,0,-4.87,-5.89,-10.76,28.52,21.39,,,,,,,7
Central Michigan,MAC,,5,6,0,-4.58,-7.16,-11.74,28.11,22.45,,,,,,,75
Houston,SWC,,1,9,1,-6.11,-6.11,-12.22,28.77,22.35,,,,,,,5
New Mexico State,Big West,,5,6,0,-5.8,-6.86,-12.66,26.67,24.42,,,,,,,69
Northern Illinois,Big West,,4,7,0,-4.13,-8.6,-12.73,28.58,26.14,,,,,,,79
Toledo,MAC,,4,7,0,-4.13,-8.93,-13.06,27.63,24.42,,,,,,,81
East Carolina,Ind,,2,9,0,-7.31,-7.31,-14.62,25.97,21.52,,,,,,,4
UNLV,Big West,,3,8,0,-3.78,-11.08,-14.86,28.18,26.2,,,,,,,92
Tulane,Ind,,3,9,0,-10.94,-3.96,-14.9,21.91,19.78,,,,,,,11
UTEP,WAC,,1,11,0,-7.61,-7.34,-14.95,26.34,25.5,,,,,,,62
Akron,MAC,,5,6,0,-12.49,-4.17,-16.66,18.69,21.46,,,,,,,71
Miami (OH),MAC,,4,7,0,-9.42,-7.62,-17.03,20.69,22.83,,,,,,,78
Arkansas St.,Big West,,2,8,1,-15.84,-1.78,-17.62,16.41,17.95,,,,,,,122
Eastern Michigan,MAC,,4,7,0,-13.28,-4.43,-17.71,16.08,19.87,,,,,,,76
Louisiana Tech,Big West,,2,9,0,-12.24,-5.63,-17.87,20.29,23.33,,,,,,,54
Ohio,MAC,,4,7,0,-13.92,-4.78,-18.71,17.07,23.8,,,,,,,80
Temple,Big East,,1,10,0,-11.75,-7.2,-18.96,20.93,37.7,,,,,,,10
Kent State,MAC,,0,11,0,-13.46,-13.37,-26.83,18.35,31.72,,,,,,,77
