School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
California,Pac-8,,6,5,0,5.38,5.58,10.95,38.43,5.59,,,,,,,97.0
Oregon,Pac-8,,6,4,1,7.96,2.33,10.28,37.52,7.26,,,,,,,99.0
Tulane,Ind,17.0,8,4,0,1.16,8.88,10.04,30.29,2.05,,,,,,,11.0
Kansas St.,Big 8,,6,5,0,1.26,8.52,9.78,30.89,3.67,,,,,,,44.0
Kansas,Big 8,,5,6,0,8.47,1.07,9.54,37.61,9.11,,,,,,,43.0
Penn State,Ind,18.0,7,3,0,5.54,4.0,9.54,38.56,7.81,,,,,,,37.0
Wisconsin,Big Ten,,4,5,1,4.89,4.2,9.09,33.44,5.87,,,,,,,40.0
Purdue,Big Ten,,4,6,0,1.24,7.7,8.94,31.68,4.02,,,,,,,38.0
Toledo,MAC,12.0,12,0,0,2.39,6.55,8.94,35.07,6.33,,,,,,,81.0
Florida St.,Ind,,7,4,0,4.75,3.78,8.52,32.76,9.39,,,,,,,16.0
Iowa St.,Big 8,,5,6,0,6.14,2.19,8.32,36.5,10.58,,,,,,,42.0
Yale,Ivy,,7,2,0,0.51,7.46,7.97,30.55,4.32,,,,,,,172.0
Michigan St.,Big Ten,,4,6,0,3.16,4.39,7.56,33.38,5.74,,,,,,,32.0
North Carolina,ACC,,8,4,0,7.98,-1.55,6.43,39.4,13.04,,,,,,,21.0
New Mexico,WAC,,7,3,0,6.03,0.19,6.22,37.05,12.28,,,,,,,89.0
Mississippi St.,SEC,,6,5,0,0.35,5.66,6.01,29.45,8.79,,,,,,,114.0
SMU,SWC,,5,6,0,0.32,5.64,5.96,29.21,4.41,,,,,,,8.0
Rice,SWC,,5,5,0,0.69,5.14,5.82,30.22,4.13,,,,,,,59.0
Oklahoma St.,Big 8,,4,7,0,5.69,0.09,5.78,35.07,13.57,,,,,,,46.0
Florida,SEC,,7,4,0,3.82,1.95,5.77,32.3,12.32,,,,,,,110.0
Harvard,Ivy,,7,2,0,4.91,0.67,5.58,32.85,11.41,,,,,,,169.0
San Diego St.,PCAA,,9,2,0,2.16,3.21,5.37,35.31,9.44,,,,,,,90.0
Utah,WAC,,6,4,0,1.95,3.41,5.36,29.24,7.8,,,,,,,104.0
TCU,SWC,,4,6,1,1.31,2.89,4.2,31.23,11.27,,,,,,,47.0
South Carolina,ACC,,4,6,1,7.88,-3.75,4.13,37.73,14.6,,,,,,,117.0
Wake Forest,ACC,,6,5,0,0.54,3.09,3.64,28.5,10.24,,,,,,,26.0
Syracuse,Ind,,6,4,0,3.38,0.13,3.52,33.22,12.48,,,,,,,23.0
Minnesota,Big Ten,,3,6,1,1.41,1.83,3.24,32.42,9.11,,,,,,,33.0
Western Michigan,MAC,,7,3,0,1.39,1.26,2.65,32.47,10.6,,,,,,,82.0
Illinois,Big Ten,,3,7,0,2.83,-0.31,2.53,31.57,15.15,,,,,,,27.0
Texas A&M,SWC,,2,9,0,2.39,-0.39,2.01,31.35,12.79,,,,,,,119.0
Kentucky,SEC,,2,9,0,-3.13,4.26,1.12,26.32,7.26,,,,,,,112.0
Iowa,Big Ten,,3,6,1,-3.11,4.04,0.93,26.99,13.77,,,,,,,29.0
Duke,ACC,,6,5,0,3.31,-2.69,0.62,31.1,14.2,,,,,,,15.0
Princeton,Ivy,,5,4,0,1.02,-0.46,0.56,29.2,13.48,,,,,,,171.0
Baylor,SWC,,2,9,0,-1.78,2.09,0.31,27.85,9.65,,,,,,,41.0
Boston College,Ind,,8,2,0,-2.38,2.38,0.0,33.12,10.38,,,,,,,13.0
Cornell,Ivy,,6,3,0,1.4,-1.53,-0.13,28.84,13.91,,,,,,,167.0
Vanderbilt,SEC,,4,7,0,-2.89,2.76,-0.13,29.12,8.35,,,,,,,120.0
Arizona,WAC,,4,6,0,-1.01,0.84,-0.17,26.84,9.97,,,,,,,95.0
UTEP,WAC,,6,4,0,3.59,-4.24,-0.65,32.92,16.81,,,,,,,62.0
West Virginia,Ind,,8,3,0,1.01,-1.7,-0.69,31.55,15.11,,,,,,,50.0
Memphis,MVC,,6,4,0,-1.33,0.58,-0.75,27.83,13.08,,,,,,,6.0
Long Beach State,PCAA,,9,2,1,-1.95,1.08,-0.87,27.41,11.26,,,,,,,
Pittsburgh,Ind,,5,5,0,0.94,-2.1,-1.15,28.18,13.57,,,,,,,22.0
Cincinnati,Ind,,7,4,0,-6.15,4.83,-1.32,24.18,7.5,,,,,,,2.0
Tulsa,MVC,,6,4,0,-2.77,1.33,-1.44,24.33,11.97,,,,,,,12.0
Washington St.,Pac-8,,1,10,0,4.75,-7.12,-2.36,35.69,24.28,,,,,,,106.0
Colorado St.,WAC,,4,7,0,-1.95,-1.18,-3.12,26.1,12.92,,,,,,,85.0
Miami (OH),MAC,,7,3,0,-6.7,3.45,-3.25,22.82,8.15,,,,,,,78.0
Utah St.,Ind,,5,5,0,0.52,-3.82,-3.3,28.81,17.73,,,,,,,93.0
Penn,Ivy,,4,5,0,-0.06,-3.25,-3.31,28.4,15.05,,,,,,,170.0
Army,Ind,,1,9,1,-3.17,-0.76,-3.93,25.82,12.63,,,,,,,65.0
Louisville,MVC,,8,3,1,-1.18,-2.95,-4.14,25.45,15.09,,,,,,,18.0
West Texas A&M,Ind,,7,3,0,-3.27,-1.36,-4.62,25.8,12.94,,,,,,,416.0
Villanova,Ind,,9,2,0,0.19,-5.18,-4.99,26.97,17.96,,,,,,,162.0
Columbia,Ivy,,3,6,0,-1.97,-3.35,-5.32,26.6,18.16,,,,,,,166.0
San Jose St.,PCAA,,2,9,0,-1.28,-4.68,-5.95,28.7,16.56,,,,,,,91.0
Clemson,ACC,,3,8,0,-3.85,-2.13,-5.98,25.32,17.6,,,,,,,14.0
Virginia,ACC,,5,6,0,-4.18,-1.89,-6.07,25.53,14.44,,,,,,,24.0
Navy,Ind,,2,9,0,-6.24,0.12,-6.13,23.11,16.46,,,,,,,7.0
Virginia Tech,Ind,,5,6,0,-4.61,-1.6,-6.22,22.43,15.1,,,,,,,25.0
Ohio,MAC,,4,5,0,1.83,-8.07,-6.24,30.25,22.68,,,,,,,80.0
New Mexico State,Ind,,4,6,0,1.94,-9.31,-7.38,33.64,22.59,,,,,,,69.0
Dayton,Ind,,5,4,1,-6.21,-1.36,-7.57,22.62,13.14,,,,,,,219.0
Southern Miss,Ind,,5,6,0,-1.14,-6.45,-7.59,26.82,19.82,,,,,,,60.0
Miami (FL),Ind,,3,8,0,-3.26,-4.62,-7.87,25.22,19.69,,,,,,,19.0
BYU,WAC,,3,8,0,-7.33,-1.07,-8.4,21.1,14.07,,,,,,,66.0
Indiana,Big Ten,,1,9,0,-5.77,-2.78,-8.55,23.26,17.29,,,,,,,28.0
Pacific,PCAA,,5,6,0,-7.54,-1.37,-8.91,19.97,15.04,,,,,,,376.0
NC State,ACC,,3,7,1,-12.3,3.06,-9.24,16.16,9.91,,,,,,,20.0
Fresno St.,PCAA,,8,4,0,-4.6,-4.85,-9.45,25.46,22.03,,,,,,,86.0
Maryland,ACC,,2,9,0,-10.9,-0.25,-11.15,17.05,13.12,,,,,,,30.0
Brown,Ivy,,2,7,0,-7.95,-3.38,-11.33,20.12,16.5,,,,,,,165.0
Wyoming,WAC,,1,9,0,-7.9,-3.54,-11.44,21.17,19.53,,,,,,,94.0
Furman,Southern,,8,3,0,-5.35,-6.66,-12.01,21.31,19.72,,,,,,,230.0
North Texas,MVC,,3,8,0,-6.94,-5.32,-12.27,20.07,16.46,,,,,,,57.0
Rutgers,Ind,,5,5,0,-7.74,-5.02,-12.76,20.38,19.64,,,,,,,39.0
Bowling Green,MAC,,2,6,1,-10.36,-2.54,-12.9,19.72,14.55,,,,,,,73.0
Idaho,Ind,,4,7,0,-3.84,-9.41,-13.26,24.34,24.86,,,,,,,133.0
Kent State,MAC,,3,7,0,-7.4,-6.08,-13.47,20.47,18.91,,,,,,,77.0
Marshall,Ind,,3,6,0,-7.9,-6.36,-14.25,20.11,20.53,,,,,,,55.0
Richmond,Southern,,4,6,0,-5.98,-8.41,-14.39,20.73,22.37,,,,,,,159.0
Colgate,Ind,,5,6,0,-5.99,-8.84,-14.83,21.89,24.18,,,,,,,211.0
Citadel,Southern,,5,6,0,-8.32,-6.98,-15.3,22.45,22.22,,,,,,,228.0
Northern Illinois,Ind,,3,7,0,-6.28,-9.44,-15.72,22.03,24.56,,,,,,,79.0
William & Mary,Southern,,5,7,0,-5.7,-11.63,-17.33,19.98,25.46,,,,,,,163.0
East Carolina,Southern,,3,8,0,-12.48,-7.32,-19.8,15.15,20.96,,,,,,,4.0
California-Santa Barbara,PCAA,,2,9,0,-10.03,-10.34,-20.37,17.82,28.0,,,,,,,
Buffalo,Ind,,2,9,0,-12.36,-8.4,-20.76,15.27,24.74,,,,,,,74.0
Wichita State,MVC,,0,9,0,-9.25,-12.7,-21.94,19.62,35.98,,,,,,,
Davidson,Southern,,2,8,0,-7.43,-17.5,-24.92,20.42,30.83,,,,,,,218.0
Holy Cross,Ind,,0,10,1,-13.75,-11.59,-25.34,14.16,28.01,,,,,,,214.0
VMI,Southern,,1,10,0,-13.73,-12.06,-25.79,14.55,36.15,,,,,,,233.0
Xavier,Ind,,1,9,0,-12.37,-16.28,-28.65,16.05,31.75,,,,,,,
Cal State Los Angeles,PCAA,,1,9,0,-20.35,-10.38,-30.72,6.81,30.39,,,,,,,
