School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Texas,SWC,,7,5,0,8.35,-2.57,5.78,40.72,15.4,,,,,,,48.0
San Jose St.,PCAA,,10,2,0,6.97,-1.3,5.67,38.21,15.09,,,,,,,91.0
Kentucky,SEC,,5,6,0,0.37,5.07,5.45,35.23,5.94,,,,,,,112.0
Air Force,WAC,,9,4,0,2.69,2.22,4.91,37.59,10.62,,,,,,,83.0
Stanford,Pac-10,,5,6,0,1.59,3.32,4.9,34.38,11.37,,,,,,,101.0
Missouri,Big 8,,5,6,0,0.13,4.34,4.47,31.09,6.84,,,,,,,115.0
Oregon,Pac-10,,6,5,0,-1.15,5.44,4.3,31.78,7.17,,,,,,,99.0
Boston College,Ind,,5,6,0,4.76,-0.61,4.15,36.61,13.11,,,,,,,13.0
Arizona,Pac-10,,4,4,3,0.22,3.85,4.07,32.46,7.76,,,,,,,95.0
North Carolina,ACC,,5,6,0,0.5,2.94,3.44,32.92,7.9,,,,,,,21.0
BYU,WAC,,9,4,0,3.5,-0.07,3.43,33.72,12.64,,,,,,,66.0
TCU,SWC,,5,6,0,0.85,2.43,3.28,32.82,9.79,,,,,,,47.0
Wake Forest,ACC,,7,4,0,-3.08,5.57,2.49,28.13,7.38,,,,,,,26.0
Tulane,Ind,,6,6,0,8.46,-6.02,2.44,40.07,21.02,,,,,,,11.0
Texas Tech,SWC,,6,4,1,2.62,-0.32,2.29,37.25,13.9,,,,,,,49.0
Duke,ACC,,5,6,0,3.61,-1.7,1.91,37.02,13.43,,,,,,,15.0
California,Pac-10,,3,6,2,-0.12,1.22,1.1,33.57,11.05,,,,,,,97.0
Houston,SWC,,4,6,1,3.68,-2.84,0.84,35.62,16.34,,,,,,,5.0
Minnesota,Big Ten,,6,5,0,2.66,-2.4,0.26,33.9,15.62,,,,,,,33.0
Vanderbilt,SEC,,4,7,0,7.14,-7.14,0.0,39.98,20.04,,,,,,,120.0
Maryland,ACC,,4,7,0,-0.34,0.2,-0.14,31.1,12.8,,,,,,,30.0
Rutgers,Ind,,6,5,0,-4.8,4.55,-0.25,26.34,7.74,,,,,,,39.0
UTEP,WAC,,7,4,0,-1.14,0.57,-0.57,32.07,13.3,,,,,,,62.0
East Carolina,Ind,,5,6,0,0.75,-2.19,-1.44,32.72,18.55,,,,,,,4.0
Washington St.,Pac-10,,3,7,1,3.49,-5.05,-1.56,36.18,20.46,,,,,,,106.0
Southern Miss,Ind,,6,5,0,0.4,-1.98,-1.59,33.79,18.27,,,,,,,60.0
Memphis,Ind,,5,5,1,-4.33,2.66,-1.67,26.74,9.23,,,,,,,6.0
Eastern Michigan,MAC,,10,2,0,2.19,-4.03,-1.84,32.03,18.32,,,,,,,76.0
Fresno St.,PCAA,,6,5,0,-3.76,1.78,-1.98,26.79,11.41,,,,,,,86.0
Baylor,SWC,,6,5,0,-3.12,1.09,-2.03,27.81,12.01,,,,,,,41.0
Illinois,Big Ten,,3,7,1,-5.82,3.74,-2.07,25.9,8.03,,,,,,,27.0
Virginia Tech,Ind,,2,9,0,-0.38,-1.74,-2.12,30.94,13.1,,,,,,,25.0
Mississippi St.,SEC,,4,7,0,-3.35,1.16,-2.2,27.88,11.8,,,,,,,114.0
NC State,ACC,,4,7,0,0.44,-2.9,-2.46,31.87,17.58,,,,,,,20.0
Ole Miss,SEC,,3,8,0,-1.93,-1.76,-3.69,31.83,17.04,,,,,,,116.0
San Diego St.,WAC,,5,7,0,6.23,-10.16,-3.93,37.68,25.54,,,,,,,90.0
Purdue,Big Ten,,3,7,1,-2.81,-1.6,-4.41,30.02,15.39,,,,,,,38.0
Georgia Tech,ACC,,2,9,0,-4.47,-0.22,-4.69,30.45,13.94,,,,,,,17.0
Hawaii,WAC,,5,7,0,-0.93,-4.23,-5.15,33.08,16.66,,,,,,,87.0
Army,Ind,,5,6,0,-1.8,-4.09,-5.89,30.57,16.98,,,,,,,65.0
Cal State Fullerton,PCAA,,6,6,0,-2.81,-3.12,-5.94,28.15,23.59,,,,,,,
Wisconsin,Big Ten,,3,8,0,-2.89,-3.41,-6.3,29.06,17.79,,,,,,,40.0
Louisiana,Ind,,6,5,0,-7.04,0.53,-6.5,23.9,14.96,,,,,,,126.0
Miami (OH),MAC,,5,6,0,-7.65,-0.21,-7.86,22.97,15.89,,,,,,,78.0
Cincinnati,Ind,,4,7,0,-2.21,-5.75,-7.96,29.49,21.48,,,,,,,2.0
Kent State,MAC,,7,4,0,-3.28,-4.86,-8.15,25.87,18.48,,,,,,,77.0
Oregon St.,Pac-10,,2,9,0,-2.11,-6.03,-8.15,30.03,25.99,,,,,,,100.0
Northwestern,Big Ten,,2,8,1,-3.12,-5.2,-8.31,29.07,19.47,,,,,,,35.0
Utah St.,PCAA,,5,6,0,-4.14,-4.56,-8.7,25.27,21.05,,,,,,,93.0
Temple,Ind,,3,8,0,-7.09,-1.83,-8.92,23.37,15.34,,,,,,,10.0
Utah,WAC,,5,7,0,0.74,-9.95,-9.2,30.99,22.68,,,,,,,104.0
Central Michigan,MAC,,5,5,1,-6.53,-2.78,-9.31,23.35,16.53,,,,,,,75.0
Colorado St.,WAC,,1,11,0,-3.63,-5.73,-9.36,28.02,19.93,,,,,,,85.0
Iowa St.,Big 8,,3,8,0,-1.83,-7.79,-9.63,28.43,25.19,,,,,,,42.0
Bowling Green,MAC,,5,6,0,-5.35,-4.51,-9.85,25.16,20.04,,,,,,,73.0
Northern Illinois,Ind,,5,5,1,-1.26,-8.63,-9.89,29.17,22.05,,,,,,,79.0
Pacific,PCAA,,4,7,0,-8.36,-1.62,-9.98,20.97,17.4,,,,,,,376.0
Louisville,Ind,,3,7,1,-4.72,-5.88,-10.6,25.53,22.95,,,,,,,18.0
UNLV,PCAA,,5,6,0,-2.33,-8.39,-10.73,26.3,23.81,,,,,,,92.0
Long Beach State,PCAA,,4,7,0,-5.83,-4.95,-10.78,24.61,21.66,,,,,,,
Rice,SWC,,2,9,0,0.94,-12.34,-11.41,32.49,28.52,,,,,,,59.0
Tulsa,Ind,,3,8,0,-4.81,-6.67,-11.48,26.05,25.27,,,,,,,12.0
Kansas,Big 8,,1,9,1,-7.66,-5.56,-13.22,23.2,25.65,,,,,,,43.0
Toledo,MAC,,3,7,1,-9.83,-3.63,-13.47,20.96,18.52,,,,,,,81.0
Ball St.,MAC,,4,7,0,-5.9,-7.66,-13.56,24.26,21.5,,,,,,,72.0
Western Michigan,MAC,,5,6,0,-7.46,-6.34,-13.8,23.08,20.82,,,,,,,82.0
Navy,Ind,,2,9,0,-8.19,-5.8,-13.99,23.59,20.79,,,,,,,7.0
Kansas St.,Big 8,,0,10,1,-9.02,-7.15,-16.16,22.11,26.89,,,,,,,44.0
Akron,Ind,,4,7,0,-8.94,-8.18,-17.13,20.11,22.31,,,,,,,71.0
New Mexico,WAC,,0,11,0,-4.96,-14.42,-19.38,26.52,31.77,,,,,,,89.0
Ohio,MAC,,1,10,0,-13.55,-7.15,-20.7,17.56,20.91,,,,,,,80.0
New Mexico State,PCAA,,2,9,0,-15.35,-7.5,-22.85,13.56,26.07,,,,,,,69.0
