School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Central Florida,Ind,,5,6,-2.62,-5.34,-7.97,32.25,19.89,,,,,,,1
Idaho,Big West,,6,5,0.77,-8.86,-8.09,35.86,22.4,,,,,,,133
UAB,Ind,,5,6,-4.89,-5.3,-10.19,29.55,19.6,,,,,,,61
TCU,WAC (Mountain),,4,7,-7.92,-2.4,-10.32,25.23,18.4,,,,,,,47
Rutgers,Big East,,2,9,-9.48,-0.98,-10.47,24.28,22.03,,,,,,,39
Wake Forest,ACC,,3,8,-7.85,-2.87,-10.72,25.36,23.05,,,,,,,26
Temple,Big East,,1,10,-1.24,-9.63,-10.87,31.56,25.85,,,,,,,10
Toledo,MAC,,7,4,-7.94,-3.15,-11.08,24.21,20.85,,,,,,,81
Central Michigan,MAC,,5,6,2.79,-14.4,-11.61,35.85,30.66,,,,,,,75
Oregon St.,Pac-10,,2,9,-6.23,-5.81,-12.04,30.7,22.56,,,,,,,100
Arkansas St.,Ind,,4,7,-4.92,-7.5,-12.42,28.81,25.99,,,,,,,122
North Texas,Big West,,5,6,-12.45,-0.22,-12.67,20.27,19.11,,,,,,,57
Duke,ACC,,0,11,-6.08,-6.69,-12.77,28.2,22.45,,,,,,,15
Bowling Green,MAC,,4,7,-11.62,-1.68,-13.3,20.45,18.12,,,,,,,73
UL Monroe,Ind,,5,6,-7.36,-6.62,-13.98,24.5,25.17,,,,,,,130
Eastern Michigan,MAC,,3,8,-10.25,-3.86,-14.11,23.64,20.72,,,,,,,76
UNLV,WAC (Pacific),,1,11,-0.95,-13.34,-14.29,31.94,34.65,,,,,,,92
San Jose St.,WAC (Pacific),,3,9,-6.57,-8.03,-14.59,26.2,27.42,,,,,,,91
Akron,MAC,,4,7,-12.62,-4.07,-16.69,18.96,21.68,,,,,,,71
Hawaii,WAC (Pacific),,2,10,-13.68,-3.09,-16.77,19.3,26.24,,,,,,,87
UTEP,WAC (Mountain),,2,9,-11.03,-6.68,-17.71,22.04,22.42,,,,,,,62
Western Michigan,MAC,,2,9,-10.95,-8.09,-19.04,23.57,24.8,,,,,,,82
Kent State,MAC,,2,9,-4.41,-17.65,-22.06,27.96,42.01,,,,,,,77
New Mexico State,Big West,,1,10,-14.3,-7.95,-22.25,19.96,29.19,,,,,,,69
Boise St.,Big West,,2,10,-9.0,-13.78,-22.78,22.8,32.98,,,,,,,84
Northern Illinois,Ind,,1,10,-12.03,-13.56,-25.59,20.27,32.6,,,,,,,79
