School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Navy,American (West),18.0,11,2,5.86,5.29,11.14,50.52,6.71,11.81,5.14,6.67,3.1,7.25,4.48,7
Oregon,Pac-12 (North),19.0,9,4,18.61,-7.56,11.05,61.92,19.96,10.82,5.07,7.37,3.79,8.52,4.56,99
Wisconsin,Big Ten (West),21.0,10,3,-1.85,12.7,10.85,43.73,-1.12,8.96,4.29,5.32,2.01,6.81,3.27,40
Iowa,Big Ten (West),9.0,12,2,3.7,7.1,10.8,47.34,5.71,9.61,4.93,5.71,2.43,7.09,3.88,29
Toledo,MAC (West),,10,2,3.84,6.32,10.16,48.0,5.79,8.77,4.93,5.92,2.46,7.13,3.88,81
Washington,Pac-12 (North),,7,6,-2.6,12.33,9.73,46.25,-2.1,9.51,4.64,5.84,1.89,7.32,3.23,105
Florida,SEC (East),25.0,10,4,-0.6,10.26,9.65,44.24,1.59,9.53,4.28,5.03,2.12,6.91,3.17,110
Western Kentucky,CUSA (East),24.0,12,2,10.85,-1.23,9.62,56.7,14.06,10.74,5.89,5.51,3.59,8.26,4.71,64
California,Pac-12 (North),,8,5,10.98,-1.44,9.54,56.65,12.26,10.84,5.66,6.01,3.4,8.48,4.59,97
Texas A&M,SEC (West),,8,5,2.21,7.19,9.4,46.44,4.31,8.86,4.0,5.88,3.61,7.14,3.83,119
Georgia,SEC (East),,10,3,0.64,8.35,8.98,45.93,3.29,9.45,4.67,6.6,2.84,7.72,3.71,111
UCLA,Pac-12 (South),,8,5,4.04,4.7,8.73,49.45,5.91,9.08,3.62,6.34,3.12,7.53,3.35,102
Oklahoma St.,Big 12,20.0,10,3,9.4,-0.9,8.5,54.57,12.94,10.59,5.66,4.59,3.23,7.65,4.31,46
Bowling Green,MAC (East),,10,4,9.4,-1.31,8.09,56.9,14.41,10.17,5.53,5.74,3.23,7.94,4.35,73
West Virginia,Big 12,,8,5,1.96,5.64,7.59,47.96,5.5,9.14,5.21,5.83,2.66,7.13,3.86,50
BYU,Ind,,9,4,4.43,3.08,7.51,51.33,8.28,9.9,4.99,5.36,2.71,7.57,3.8,66
Northwestern,Big Ten (West),23.0,10,3,-5.11,12.41,7.3,37.95,1.88,7.16,3.92,5.44,2.39,5.95,3.3,35
Auburn,SEC (West),,7,6,2.89,4.27,7.16,45.9,6.73,9.37,4.12,5.74,3.04,6.91,3.63,109
Louisville,ACC (Atlantic),,8,5,4.03,2.66,6.69,48.21,7.75,9.79,5.0,6.03,2.0,7.57,3.56,18
Nebraska,Big Ten (West),,6,7,8.56,-2.01,6.56,51.51,11.7,9.87,5.82,6.0,2.75,7.68,4.65,34
Memphis,American (West),,9,4,5.99,0.55,6.55,53.21,10.32,10.09,5.99,5.06,2.54,7.14,4.26,6
Washington St.,Pac-12 (North),,9,4,4.8,1.75,6.55,46.16,9.71,8.43,4.64,4.56,3.54,7.05,4.17,106
Penn State,Big Ten (East),,7,6,-0.65,7.11,6.46,42.88,5.82,8.99,4.23,5.6,2.49,7.04,3.55,37
Temple,American (East),,10,4,0.84,5.6,6.45,44.1,6.25,8.51,4.68,5.1,3.0,6.48,3.99,10
Pittsburgh,ACC (Coastal),,8,5,3.92,2.4,6.32,45.99,8.12,9.06,5.03,6.04,2.96,7.09,4.22,22
San Diego St.,MWC (West),,11,3,-2.36,8.62,6.26,43.17,3.88,9.5,4.9,5.52,2.07,6.63,3.51,90
Boise St.,MWC (Mountain),,9,4,1.68,4.35,6.03,52.65,7.14,9.18,4.82,5.52,2.09,7.17,3.72,84
South Florida,American (East),,8,5,1.7,4.17,5.88,47.86,7.64,9.95,5.15,6.34,2.74,7.46,4.08,9
Miami (FL),ACC (Coastal),,8,5,0.59,5.1,5.69,44.97,9.89,9.89,4.43,4.82,4.0,7.22,4.26,19
Georgia Southern,Sun Belt,,9,4,2.14,3.14,5.27,46.34,11.06,6.98,5.97,7.16,3.06,7.32,4.31,124
NC State,ACC (Atlantic),,7,6,4.1,0.97,5.06,50.3,10.47,8.55,5.28,6.21,3.22,7.18,4.23,20
Appalachian St.,Sun Belt,,11,2,-0.48,5.53,5.05,45.87,8.55,9.63,5.43,6.51,2.77,7.64,3.81,121
Virginia Tech,ACC (Coastal),,7,6,4.52,0.52,5.04,48.03,9.54,9.31,5.31,4.93,3.35,6.64,4.25,25
Arizona St.,Pac-12 (South),,6,7,9.54,-4.63,4.91,52.86,14.58,9.25,6.55,5.61,2.26,7.27,4.67,96
Western Michigan,MAC (West),,8,5,6.21,-1.45,4.77,50.41,13.95,10.81,6.03,5.99,4.36,7.99,5.17,82
Texas Tech,Big 12,,7,6,16.94,-13.9,3.04,61.28,26.33,9.72,5.89,6.51,5.07,8.22,5.5,49
Duke,ACC (Coastal),,8,5,2.7,0.24,2.94,48.43,12.15,8.08,6.04,5.96,2.64,6.82,4.35,15
Minnesota,Big Ten (West),,6,7,0.74,1.72,2.46,43.01,9.65,8.95,4.3,5.65,3.1,7.05,3.7,33
Indiana,Big Ten (East),,6,7,12.97,-10.71,2.26,53.86,21.87,10.0,5.87,6.03,4.17,7.6,5.2,28
Southern Miss,CUSA (West),,9,5,4.15,-2.01,2.13,50.15,15.32,9.5,5.56,5.71,3.52,7.62,4.5,60
Marshall,CUSA (East),,10,3,-2.03,3.88,1.84,40.98,9.22,7.68,4.78,4.93,3.61,6.22,4.11,55
Kansas St.,Big 12,,6,7,1.53,0.3,1.83,44.11,12.82,8.15,6.08,4.88,3.32,6.12,4.7,44
Louisiana Tech,CUSA (West),,9,4,3.85,-2.02,1.83,46.92,15.35,9.45,5.9,5.4,2.99,7.5,4.5,54
Northern Illinois,MAC (West),,8,6,2.65,-1.1,1.55,45.4,13.94,8.85,5.08,5.03,3.11,6.44,4.05,79
Georgia Tech,ACC (Coastal),,3,9,-1.32,2.75,1.43,47.29,7.49,9.57,5.18,6.51,3.29,7.26,4.23,17
Arizona,Pac-12 (South),,7,6,7.88,-6.61,1.27,54.96,20.91,9.3,6.32,6.84,3.34,7.84,4.74,95
Cincinnati,American (East),,7,6,5.19,-4.0,1.19,49.45,17.32,10.15,5.07,5.64,4.38,7.77,4.81,2
Illinois,Big Ten (West),,5,7,-4.43,5.61,1.18,41.32,8.22,7.81,4.09,5.4,3.14,6.51,3.69,27
Texas,Big 12,,5,7,-2.1,3.19,1.09,41.55,8.62,8.51,4.89,6.04,3.28,6.83,3.87,48
Arkansas St.,Sun Belt,,9,4,4.82,-4.08,0.74,50.45,19.73,8.4,6.01,5.8,3.7,6.84,4.83,122
Central Michigan,MAC (West),,7,6,-2.71,3.29,0.59,39.19,8.57,9.38,5.07,4.03,3.27,6.78,4.18,75
Air Force,MWC (Mountain),,8,6,1.15,-0.79,0.36,48.03,12.25,12.34,5.64,6.61,3.08,7.52,4.63,83
Missouri,SEC (East),,5,7,-10.79,10.99,0.2,32.26,0.03,7.24,3.82,4.73,2.14,5.81,2.91,115
Akron,MAC (East),,8,5,-6.11,5.74,-0.37,36.14,9.76,8.29,5.21,4.84,2.18,6.24,3.85,71
Ohio,MAC (East),,8,5,-1.01,0.54,-0.46,39.74,13.57,8.89,5.14,5.12,4.29,6.73,4.76,80
Virginia,ACC (Coastal),,4,8,0.56,-1.51,-0.95,43.75,12.81,8.97,6.09,5.31,3.0,6.92,4.63,24
Utah St.,MWC (Mountain),,6,7,1.47,-2.69,-1.23,45.49,13.4,8.24,5.19,5.88,2.49,6.78,3.79,93
East Carolina,American (East),,5,7,-1.4,0.13,-1.27,41.83,11.4,8.71,5.21,4.85,3.35,6.71,4.35,4
Syracuse,ACC (Atlantic),,4,8,2.92,-4.43,-1.51,47.89,15.18,8.26,6.1,6.15,3.5,6.85,4.8,23
Boston College,ACC (Atlantic),,3,9,-12.87,11.15,-1.73,33.76,-1.69,7.1,4.45,5.28,1.17,5.79,2.74,13
Maryland,Big Ten (East),,3,9,1.81,-3.89,-2.08,44.35,15.99,7.41,5.93,7.01,2.47,6.97,4.11,30
Iowa St.,Big 12,,3,9,-1.1,-1.05,-2.14,40.86,13.01,8.42,5.84,5.49,3.56,6.73,4.69,42
South Carolina,SEC (East),,3,9,-0.43,-1.75,-2.18,42.26,12.31,9.42,5.78,5.72,3.88,7.32,4.74,117
Vanderbilt,SEC (East),,4,8,-9.45,7.18,-2.27,34.3,3.43,7.49,4.48,5.07,2.86,6.01,3.68,120
Middle Tennessee,CUSA (East),,7,6,0.15,-2.85,-2.71,47.08,16.08,9.54,5.92,4.75,3.55,7.07,4.74,56
Connecticut,American (East),,6,7,-8.21,4.76,-3.45,32.98,6.82,8.68,4.4,4.52,3.68,6.1,4.33,3
Colorado,Pac-12 (South),,4,9,-5.51,2.0,-3.51,39.05,9.95,8.34,4.75,4.94,3.69,6.36,4.26,98
Rutgers,Big Ten (East),,4,8,0.64,-4.2,-3.57,44.51,19.67,9.29,7.19,5.73,3.98,7.0,5.65,39
Wake Forest,ACC (Atlantic),,3,9,-9.24,5.54,-3.7,35.02,5.83,8.44,5.38,4.41,2.54,6.23,3.97,26
Kentucky,SEC (East),,5,7,-1.52,-2.57,-4.09,43.03,14.89,8.4,5.55,5.97,3.63,7.08,4.48,112
Tulsa,American (West),,6,7,9.22,-13.96,-4.74,50.94,25.09,10.02,6.54,4.86,4.58,7.11,5.66,12
San Jose St.,MWC (West),,6,7,-0.76,-4.23,-4.98,41.43,14.86,8.97,4.75,5.57,4.11,6.89,4.56,91
Colorado St.,MWC (Mountain),,7,6,-0.69,-4.39,-5.09,42.9,15.67,9.09,5.66,5.85,3.98,7.1,4.89,85
Buffalo,MAC (East),,5,7,-1.06,-4.34,-5.4,40.25,18.36,8.19,5.93,4.94,4.03,6.51,4.88,74
Purdue,Big Ten (West),,2,10,1.05,-6.97,-5.92,43.56,20.03,7.76,5.79,5.16,4.17,6.32,4.98,38
Nevada,MWC (West),,7,6,-3.15,-3.11,-6.26,37.85,14.72,7.92,5.49,5.71,3.77,6.51,4.72,88
New Mexico,MWC (Mountain),,7,6,-4.75,-1.87,-6.61,39.79,13.79,8.81,6.7,6.05,3.36,6.69,4.91,89
Troy,Sun Belt,,4,8,-4.82,-2.44,-7.26,38.94,16.3,8.07,6.14,4.59,3.2,6.45,4.17,129
Georgia St.,Sun Belt,,6,7,-5.16,-2.45,-7.61,34.48,16.35,9.75,5.61,3.55,3.23,6.97,4.33,125
Oregon St.,Pac-12 (North),,2,10,-6.1,-1.56,-7.66,37.12,17.33,7.76,6.12,6.01,3.79,6.64,4.81,100
Florida Intl,CUSA (East),,5,7,-7.49,-1.3,-8.79,34.19,20.02,7.44,6.21,3.99,4.22,5.76,5.01,53
UNLV,MWC (West),,3,9,-3.03,-7.38,-10.42,42.98,21.02,8.84,5.5,5.71,4.62,6.94,5.23,92
Ball St.,MAC (West),,3,9,-4.15,-6.51,-10.66,37.33,22.6,7.48,7.0,5.01,4.56,6.13,5.6,72
Massachusetts,MAC (East),,3,9,-5.0,-5.76,-10.76,35.8,19.19,7.86,6.11,5.25,3.6,6.53,4.72,68
Kent State,MAC (East),,3,9,-13.58,2.29,-11.29,27.91,14.66,6.66,5.51,4.66,2.88,5.46,3.95,77
South Alabama,Sun Belt,,5,7,-4.44,-6.87,-11.31,36.58,23.98,7.81,5.73,4.91,4.36,6.15,4.87,127
Florida Atlantic,CUSA (East),,3,9,-6.73,-4.75,-11.49,33.24,16.95,7.66,6.35,4.47,3.74,5.85,4.76,52
Rice,CUSA (West),,5,7,-5.19,-6.45,-11.63,35.96,25.71,8.15,8.7,4.71,4.41,6.11,6.32,59
Army,Ind,,2,10,-6.56,-5.26,-11.82,33.54,17.44,11.48,6.68,5.55,3.74,6.31,5.28,65
Miami (OH),MAC (East),,3,9,-10.51,-1.51,-12.02,30.35,19.5,8.31,6.03,4.36,3.46,6.11,4.58,78
Fresno St.,MWC (West),,3,9,-5.4,-6.72,-12.12,37.28,23.19,7.14,5.77,5.09,3.78,5.88,4.74,86
SMU,American (West),,2,10,-0.23,-11.99,-12.22,41.96,28.74,8.61,7.36,5.02,4.79,6.35,5.91,8
Louisiana,Sun Belt,,4,8,-3.96,-8.5,-12.46,35.34,21.41,7.39,6.86,5.42,3.86,6.39,5.03,126
Idaho,Sun Belt,,4,8,1.71,-14.95,-13.24,41.05,29.71,8.21,7.01,4.63,5.33,6.51,5.99,133
Tulane,American (West),,3,9,-9.1,-4.49,-13.59,33.2,22.03,7.15,6.41,4.41,3.32,5.58,4.92,11
Texas St.,Sun Belt,,3,9,-5.35,-8.9,-14.24,36.19,26.26,7.38,8.0,5.56,4.85,6.43,5.96,128
UTSA,CUSA (West),,3,9,-8.49,-5.78,-14.27,31.49,21.28,7.3,6.95,4.57,3.49,5.66,5.05,63
Hawaii,MWC (West),,3,10,-8.42,-6.21,-14.63,33.22,22.8,7.68,5.93,4.99,3.5,6.16,4.59,87
Kansas,Big 12,,0,12,-12.01,-3.21,-15.22,30.61,25.37,7.4,6.51,4.1,4.52,5.66,5.4,43
Old Dominion,CUSA (East),,5,7,-5.07,-10.33,-15.4,34.13,25.54,7.14,6.1,5.08,4.07,6.12,4.93,58
UTEP,CUSA (West),,5,7,-11.36,-4.09,-15.45,27.15,21.71,6.65,7.87,4.4,4.26,5.42,5.93,62
New Mexico State,Sun Belt,,3,9,-0.74,-15.05,-15.79,40.01,33.27,7.59,7.35,5.82,4.79,6.77,5.8,69
UL Monroe,Sun Belt,,2,11,-11.44,-5.28,-16.72,30.94,22.91,6.63,7.09,3.88,3.08,5.36,4.46,130
Wyoming,MWC (Mountain),,2,10,-9.71,-7.32,-17.03,32.58,19.87,8.82,6.74,5.33,4.05,6.59,5.21,94
Eastern Michigan,MAC (West),,1,11,-2.78,-15.38,-18.16,39.13,31.19,7.92,6.39,5.59,5.59,6.62,5.98,76
Central Florida,American (East),,0,12,-13.5,-5.35,-18.85,28.42,23.3,6.86,7.12,3.59,4.08,5.13,5.44,1
Charlotte,CUSA (East),,2,10,-12.01,-7.52,-19.53,28.05,26.73,6.61,5.78,4.18,4.29,5.16,4.87,51
North Texas,CUSA (West),,1,11,-13.98,-7.02,-20.99,26.48,27.41,5.64,7.03,5.12,4.75,5.28,5.67,57
