School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Duke,ACC,,5,6,0,-5.14,9.09,3.96,20.63,3.2,,,,,,,15.0
Texas A&M,SWC,,3,8,0,2.08,1.8,3.89,28.75,9.81,,,,,,,119.0
Cornell,Ivy,,6,3,0,3.59,0.21,3.79,31.39,12.04,,,,,,,167.0
California,Pac-8,,3,8,0,6.02,-2.34,3.69,32.35,15.85,,,,,,,97.0
Air Force,Ind,,6,4,0,0.54,3.12,3.66,32.51,9.71,,,,,,,83.0
Kentucky,SEC,,3,8,0,-1.16,4.19,3.03,25.39,9.92,,,,,,,112.0
Illinois,Big Ten,,3,8,0,4.19,-1.48,2.71,31.29,14.43,,,,,,,27.0
Maryland,ACC,,5,5,1,3.66,-1.2,2.45,29.78,14.81,,,,,,,30.0
Penn,Ivy,,6,3,0,6.86,-4.5,2.36,35.32,16.48,,,,,,,170.0
Minnesota,Big Ten,,4,7,0,3.12,-0.99,2.13,30.21,16.65,,,,,,,33.0
Kansas,Big 8,,4,7,0,2.42,-0.89,1.53,30.77,13.33,,,,,,,43.0
Indiana,Big Ten,,5,6,0,3.46,-2.4,1.06,28.94,17.43,,,,,,,28.0
Rutgers,Ind,,7,4,0,1.91,-1.23,0.68,30.16,13.6,,,,,,,39.0
Pacific,PCAA,,8,3,0,-0.46,0.94,0.47,24.55,13.24,,,,,,,376.0
East Carolina,Southern,,9,2,0,1.69,-1.47,0.23,27.93,15.31,,,,,,,4.0
Utah,WAC,,6,5,0,8.15,-8.44,-0.29,35.0,23.72,,,,,,,104.0
Bowling Green,MAC,,6,3,1,-3.75,3.12,-0.63,22.85,10.56,,,,,,,73.0
Army,Ind,,6,4,0,0.57,-1.34,-0.77,26.88,18.85,,,,,,,65.0
Harvard,Ivy,,4,4,1,1.26,-2.1,-0.84,27.8,13.75,,,,,,,169.0
Iowa,Big Ten,,3,7,1,-4.79,3.6,-1.2,20.71,9.74,,,,,,,29.0
Wisconsin,Big Ten,,4,7,0,-1.65,0.39,-1.26,24.01,14.04,,,,,,,40.0
Miami (OH),MAC,,7,3,0,-2.41,1.1,-1.31,23.6,13.36,,,,,,,78.0
Columbia,Ivy,,3,5,1,-8.13,6.81,-1.33,21.51,5.09,,,,,,,166.0
Navy,Ind,,4,7,0,0.54,-2.17,-1.63,26.79,14.21,,,,,,,7.0
South Carolina,Ind,,4,7,0,-2.24,0.36,-1.88,25.52,12.57,,,,,,,117.0
Oregon St.,Pac-8,,2,9,0,-4.46,2.5,-1.96,21.82,13.65,,,,,,,100.0
Clemson,ACC,,4,7,0,-4.34,2.08,-2.25,22.4,13.08,,,,,,,14.0
Fresno St.,PCAA,,6,4,1,-3.22,0.68,-2.55,22.49,12.98,,,,,,,86.0
Memphis,MVC,,5,5,1,1.95,-4.9,-2.95,29.87,18.66,,,,,,,6.0
Northwestern,Big Ten,,2,9,0,-2.32,-1.18,-3.5,24.19,17.03,,,,,,,35.0
Kansas St.,Big 8,,3,8,0,0.17,-3.85,-3.68,28.04,21.83,,,,,,,44.0
Princeton,Ivy,,3,5,1,-7.35,3.64,-3.71,18.96,8.22,,,,,,,171.0
Boston College,Ind,,4,7,0,1.14,-4.94,-3.8,29.18,18.27,,,,,,,13.0
William & Mary,Southern,,5,6,0,-2.24,-1.65,-3.89,25.71,14.42,,,,,,,163.0
Syracuse,Ind,,5,6,0,-8.26,4.25,-4.0,17.58,10.98,,,,,,,23.0
Vanderbilt,SEC,,3,8,0,-2.62,-1.67,-4.28,23.97,13.1,,,,,,,120.0
BYU,WAC,,7,4,0,-3.62,-0.73,-4.35,21.67,15.13,,,,,,,66.0
Richmond,Southern,,6,4,0,-7.33,2.69,-4.64,19.4,11.16,,,,,,,159.0
Southern Miss,Ind,,3,7,1,-3.56,-1.29,-4.84,23.0,14.23,,,,,,,60.0
Arizona,WAC,,4,7,0,-2.09,-3.45,-5.54,22.69,16.3,,,,,,,95.0
Virginia,ACC,,4,7,0,-2.12,-3.65,-5.77,24.02,17.44,,,,,,,24.0
Holy Cross,Ind,,5,4,1,-5.63,-0.38,-6.01,20.33,13.6,,,,,,,214.0
Western Michigan,MAC,,7,3,1,-2.83,-3.27,-6.1,22.63,18.83,,,,,,,82.0
Northern Illinois,Ind,,7,4,0,-6.49,0.31,-6.18,18.45,13.72,,,,,,,79.0
Kent State,MAC,,6,5,1,-5.24,-1.21,-6.45,19.28,14.82,,,,,,,77.0
Drake,MVC,,7,5,0,-3.73,-2.79,-6.52,23.74,15.4,,,,,,,220.0
Tulsa,MVC,,4,7,0,-1.62,-4.93,-6.55,22.91,17.17,,,,,,,12.0
San Jose St.,PCAA,,4,7,0,-3.28,-3.97,-7.25,22.28,18.94,,,,,,,91.0
Pittsburgh,Ind,,1,10,0,-0.41,-7.29,-7.7,26.63,20.06,,,,,,,22.0
Colgate,Ind,,5,4,1,0.47,-8.72,-8.25,26.75,23.7,,,,,,,211.0
Toledo,MAC,,6,5,0,-4.23,-5.18,-9.42,21.11,19.4,,,,,,,81.0
Temple,Ind,,5,4,0,-4.09,-5.37,-9.46,20.17,18.17,,,,,,,10.0
Long Beach State,PCAA,,5,6,0,-0.84,-9.54,-10.38,23.37,23.68,,,,,,,
West Texas A&M,MVC,,5,5,0,-5.05,-5.4,-10.46,21.71,20.83,,,,,,,416.0
Wyoming,WAC,,4,7,0,-3.32,-7.46,-10.78,21.12,21.57,,,,,,,94.0
New Mexico,WAC,,3,8,0,-7.88,-3.47,-11.35,20.89,22.15,,,,,,,89.0
Appalachian St.,Southern,,5,5,1,-5.02,-6.51,-11.53,21.69,20.76,,,,,,,121.0
Citadel,Southern,,5,6,0,-8.43,-3.26,-11.69,18.04,16.52,,,,,,,228.0
Wake Forest,ACC,,2,9,0,-9.42,-2.81,-12.23,16.48,21.64,,,,,,,26.0
Dayton,Ind,,4,6,1,-8.21,-4.32,-12.53,17.76,17.14,,,,,,,219.0
Wichita State,MVC,,6,5,0,-9.53,-3.48,-13.01,14.44,19.83,,,,,,,
Brown,Ivy,,1,8,0,-0.41,-12.89,-13.3,27.1,26.48,,,,,,,165.0
Texas-Arlington,Ind,,5,6,0,-8.57,-4.81,-13.38,16.39,17.83,,,,,,,
Idaho,Ind,,4,7,0,-7.24,-6.98,-14.22,17.07,22.76,,,,,,,133.0
Villanova,Ind,,2,9,0,-10.94,-3.65,-14.6,14.78,16.58,,,,,,,162.0
Southern Illinois,Ind,,1,8,1,-16.74,-0.34,-17.07,9.1,14.83,,,,,,,189.0
Chattanooga,Ind,,2,9,0,-13.68,-3.46,-17.14,12.1,17.09,,,,,,,227.0
Davidson,Southern,,3,7,1,-4.78,-12.75,-17.53,19.96,31.17,,,,,,,218.0
Ohio,MAC,,3,8,0,-5.31,-12.45,-17.76,19.84,28.13,,,,,,,80.0
VMI,Southern,,2,9,0,-10.09,-8.84,-18.93,15.83,24.91,,,,,,,233.0
UTEP,WAC,,2,8,0,-7.87,-12.41,-20.27,15.93,30.0,,,,,,,62.0
Cincinnati,Ind,,2,9,0,-10.19,-10.37,-20.56,15.16,26.74,,,,,,,2.0
Colorado St.,WAC,,1,10,0,-10.66,-10.48,-21.14,15.61,30.17,,,,,,,85.0
New Mexico State,MVC,,2,9,0,-5.55,-15.6,-21.16,19.18,35.22,,,,,,,69.0
North Texas,MVC,,1,10,0,-9.82,-11.43,-21.24,15.23,28.63,,,,,,,57.0
Furman,Southern,,2,9,0,-9.94,-11.31,-21.25,15.04,27.5,,,,,,,230.0
Marshall,Ind,,2,8,0,-13.61,-8.17,-21.78,11.48,26.11,,,,,,,55.0
Xavier,Ind,,2,8,0,-13.05,-9.92,-22.98,12.57,26.99,,,,,,,
