School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Wake Forest,ACC,,7,6,3.4,1.41,4.81,41.35,10.71,8.66,6.13,5.47,2.98,6.4,4.33,26
Georgia Tech,ACC,,7,6,-2.77,7.32,4.56,36.9,6.72,7.31,5.4,5.38,2.69,6.41,3.85,17
Oregon,Pac-10,,7,6,5.44,-0.93,4.51,46.02,13.58,8.26,6.62,5.11,2.59,6.7,4.28,99
Ole Miss,SEC (West),,7,6,3.5,0.94,4.44,42.42,11.44,8.52,5.94,4.0,2.75,6.54,3.91,116
Clemson,ACC,,7,6,2.4,1.76,4.16,40.92,12.4,7.75,5.4,4.48,2.78,6.23,3.72,14
Kentucky,SEC (East),,7,5,5.25,-1.14,4.12,46.25,13.86,8.17,6.51,5.2,3.22,6.67,4.53,112
Nebraska,Big 12 (North),,7,7,0.16,3.93,4.09,41.74,8.21,7.45,5.46,6.29,2.86,6.72,3.86,34
Missouri,Big 12 (North),,5,7,4.89,-1.2,3.69,45.71,12.95,7.71,7.17,5.53,2.71,6.6,4.62,115
Toledo,MAC (West),,9,5,5.34,-2.1,3.24,44.82,16.23,8.8,6.28,5.84,3.31,7.21,4.47,81
Marshall,MAC (East),24.0,11,2,5.77,-2.8,2.97,43.74,16.91,8.8,5.42,4.74,3.5,7.32,4.18,55
Air Force,MWC,,8,5,2.29,0.68,2.96,43.62,13.21,8.08,6.3,6.08,3.05,6.5,4.23,83
Cincinnati,CUSA,,7,7,2.58,0.26,2.84,42.48,12.17,8.64,5.17,4.62,2.87,6.61,3.75,2
Bowling Green,MAC (West),,9,3,6.17,-3.46,2.7,47.04,17.43,7.04,6.26,5.84,3.08,6.51,4.43,73
Hawaii,WAC,,10,4,8.35,-5.78,2.56,44.05,20.26,7.93,5.87,5.56,3.57,7.42,4.37,87
Illinois,Big Ten,,5,7,2.1,0.46,2.56,43.04,12.15,8.44,5.78,5.31,3.01,6.98,4.19,27
Tulane,CUSA,,8,5,-3.0,3.91,0.91,35.36,11.76,6.64,4.94,3.56,3.71,5.25,4.09,11
South Carolina,SEC (East),,5,7,-3.91,4.81,0.9,35.0,7.77,8.43,5.19,5.4,3.0,6.62,3.84,117
Louisville,CUSA,,7,6,0.14,0.63,0.77,39.31,12.63,7.36,5.43,3.85,1.99,5.76,3.36,18
Fresno St.,WAC,,9,5,0.33,0.34,0.67,36.98,16.08,7.58,6.65,4.28,3.03,6.05,4.37,86
North Texas,Sun Belt,,8,5,-7.99,8.6,0.61,30.09,5.48,6.83,5.07,4.93,2.68,5.55,3.5,57
Central Florida,MAC (East),,7,5,2.92,-2.63,0.29,40.7,15.44,9.23,5.78,4.57,2.72,7.3,3.84,1
Miami (OH),MAC (East),,7,5,3.09,-2.86,0.23,42.29,15.8,8.22,6.68,4.22,3.23,6.39,4.87,78
Southern Miss,CUSA,,7,6,-6.64,6.4,-0.24,32.79,6.58,7.69,5.09,4.65,3.27,6.02,3.79,60
Northern Illinois,MAC (West),,8,4,1.05,-1.47,-0.42,39.55,15.1,8.34,6.8,5.14,2.59,6.25,4.52,79
Connecticut,Ind,,6,6,-0.81,0.06,-0.75,40.72,13.3,7.61,5.48,4.33,2.91,6.02,3.97,3
Utah,MWC,,5,6,-6.01,3.78,-2.23,31.86,9.88,6.67,5.76,4.83,2.25,5.89,3.63,104
Michigan St.,Big Ten,,4,8,-1.34,-1.33,-2.67,39.84,18.71,8.22,5.67,5.14,3.42,6.65,4.27,32
Arizona,Pac-10,,4,8,-5.28,2.55,-2.73,34.37,11.2,9.31,6.25,2.8,3.18,6.45,4.25,95
New Mexico,MWC,,7,7,-4.07,1.04,-3.03,33.29,14.18,6.42,5.73,4.92,2.42,5.66,3.7,89
Stanford,Pac-10,,2,9,-2.86,-1.64,-4.5,37.78,16.25,6.73,5.92,4.83,3.1,5.77,4.19,101
Syracuse,Big East,,4,8,3.02,-7.65,-4.63,43.46,21.24,8.1,8.32,5.37,3.26,6.56,5.35,23
New Mexico State,Sun Belt,,7,5,-0.22,-4.84,-5.05,35.78,19.6,8.87,6.68,5.18,4.02,6.55,4.97,69
Temple,Big East,,4,8,-2.79,-2.44,-5.22,35.37,15.04,7.12,5.78,4.56,1.83,5.76,3.51,10
North Carolina,ACC,,3,9,-3.33,-2.19,-5.52,35.14,18.62,8.5,7.72,4.13,3.79,6.42,5.03,21
BYU,MWC,,5,7,-5.2,-0.79,-5.99,31.48,16.56,6.63,5.86,4.22,3.07,5.77,3.92,66
Nevada,WAC,,5,7,-0.38,-5.96,-6.33,35.59,21.15,7.93,7.46,4.64,3.79,6.61,5.14,88
UNLV,MWC,,5,7,-1.51,-4.95,-6.46,35.04,19.36,7.43,6.51,6.01,3.07,6.8,4.38,92
Western Michigan,MAC (West),,4,8,-3.23,-3.43,-6.65,34.25,16.69,6.95,5.26,4.03,2.78,5.77,3.75,82
Duke,ACC,,2,10,-5.97,-1.08,-7.05,32.04,15.15,6.81,6.4,4.85,2.29,5.93,4.23,15
San Jose St.,WAC,,6,7,1.56,-8.7,-7.13,38.2,26.38,7.58,7.57,4.27,4.14,6.26,5.51,91
East Carolina,CUSA,,4,8,2.15,-9.3,-7.15,40.26,22.6,7.33,7.28,4.6,3.9,6.02,5.15,4
Mississippi St.,SEC (West),,3,9,-4.41,-2.87,-7.28,35.55,15.58,7.34,5.48,4.6,2.75,6.09,3.66,114
Vanderbilt,SEC (East),,2,10,-3.83,-3.51,-7.34,35.53,17.2,7.91,6.45,5.52,3.55,6.46,4.64,120
San Diego St.,MWC,,4,9,-2.55,-4.89,-7.44,35.03,19.49,8.11,6.4,3.4,2.91,6.52,4.17,90
Memphis,CUSA,,3,9,-4.08,-3.53,-7.61,36.01,17.7,7.36,5.34,4.64,4.07,6.26,4.33,6
Houston,CUSA,,5,7,0.26,-7.95,-7.7,37.75,22.73,8.54,7.69,4.9,3.44,6.55,5.25,5
Northwestern,Big Ten,,3,9,-0.31,-7.74,-8.05,37.43,26.46,7.37,8.12,5.75,3.9,6.61,5.08,35
Ball St.,MAC (West),,6,6,-5.86,-2.45,-8.3,30.43,17.03,6.53,6.83,4.58,3.87,5.52,5.04,72
UAB,CUSA,,5,7,-3.06,-5.72,-8.78,34.13,21.99,7.5,7.04,4.27,3.4,5.86,4.71,61
Middle Tennessee,Sun Belt,,4,8,-2.64,-6.33,-8.97,33.63,19.78,7.68,7.13,5.34,3.7,6.27,5.01,56
Akron,MAC (East),,4,8,-2.83,-6.59,-9.42,35.0,21.71,7.74,7.3,4.51,3.22,6.1,4.71,71
Rice,WAC,,4,7,-7.3,-2.91,-10.21,27.89,18.12,7.2,6.67,4.87,2.9,5.47,4.41,59
Troy,Ind,,4,8,-12.88,2.59,-10.29,25.71,11.38,5.61,5.65,4.55,2.04,5.03,3.37,129
Indiana,Big Ten,,3,9,-1.7,-8.71,-10.42,35.78,23.8,7.69,5.83,4.54,4.04,6.22,4.74,28
Arkansas St.,Sun Belt,,6,7,-9.05,-1.43,-10.48,27.09,20.82,6.67,6.6,4.75,3.65,5.58,4.58,122
Ohio,MAC (East),,4,8,-6.26,-4.46,-10.71,32.79,21.04,7.19,6.81,5.0,3.39,5.61,4.6,80
Baylor,Big 12 (South),,3,9,-8.36,-2.67,-11.02,31.27,25.0,8.2,6.65,3.7,3.6,5.94,4.85,41
Louisiana Tech,WAC,,4,8,-1.33,-9.8,-11.13,36.13,25.37,7.49,7.64,5.17,3.37,6.82,4.97,54
Central Michigan,MAC (West),,4,8,-8.52,-3.37,-11.89,28.81,21.4,5.68,7.33,4.9,2.79,5.35,4.61,75
Utah St.,Ind,,4,7,3.69,-15.66,-11.97,39.19,30.57,7.81,7.24,4.09,4.08,6.55,5.29,93
Navy,Ind,,2,10,-3.5,-8.7,-12.2,36.38,26.78,8.21,8.71,5.94,3.43,6.51,5.24,7
Wyoming,MWC,,2,10,-1.02,-11.25,-12.27,36.12,26.06,8.04,7.8,4.21,3.79,6.52,5.31,94
Idaho,Sun Belt,,2,10,-2.64,-10.85,-13.5,33.85,26.21,7.43,8.37,4.3,4.23,6.25,5.72,133
Louisiana,Sun Belt,,3,9,-10.07,-3.73,-13.8,27.35,20.11,6.95,7.04,2.54,3.29,5.06,4.66,126
UL Monroe,Sun Belt,,3,9,-6.79,-7.01,-13.8,30.24,28.27,6.99,7.17,4.16,4.08,5.78,5.24,130
Kansas,Big 12 (North),,2,10,-5.04,-9.83,-14.87,33.12,28.24,6.37,7.69,4.09,4.59,5.28,5.65,43
SMU,WAC,,3,9,-12.5,-3.84,-16.34,22.88,20.83,5.94,7.33,4.55,3.7,5.24,5.09,8
Kent State,MAC (East),,3,9,-11.24,-5.23,-16.47,25.79,25.17,5.73,6.17,6.14,4.11,6.06,4.79,77
Rutgers,Big East,,1,11,-12.27,-4.58,-16.85,27.72,21.05,5.91,6.2,2.65,3.75,4.35,4.68,39
UTEP,WAC,,2,10,-10.85,-7.25,-18.11,26.08,32.52,6.04,7.67,4.05,3.99,5.07,5.35,62
Tulsa,WAC,,1,11,-8.78,-9.62,-18.4,25.9,25.98,5.99,6.64,3.96,5.03,5.16,5.46,12
Buffalo,MAC (East),,1,11,-11.13,-9.23,-20.36,26.0,26.27,5.7,7.27,3.67,3.95,4.87,5.03,74
Eastern Michigan,MAC (West),,3,9,-4.02,-16.62,-20.64,31.94,37.98,7.14,9.13,4.22,5.21,5.91,6.52,76
Army,CUSA,,1,11,-9.15,-13.49,-22.64,27.71,31.92,6.32,7.01,4.07,3.87,5.32,4.86,65
