School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Florida,SEC (East),,7,5,5.6,3.98,9.58,45.41,9.36,9.41,4.62,5.52,2.76,7.32,3.73,110
Fresno St.,WAC,22.0,9,3,5.61,3.94,9.55,46.61,9.58,8.0,4.61,5.83,3.27,6.63,3.94,86
Wisconsin,Big Ten,17.0,9,3,-1.08,9.76,8.69,35.33,4.47,7.87,4.02,4.65,3.08,5.74,3.69,40
Arkansas,SEC (West),,5,6,6.15,0.43,6.58,45.65,12.45,10.11,6.56,5.44,3.41,7.18,4.82,108
Georgia Tech,ACC,,7,5,-0.39,6.81,6.41,37.47,5.77,8.0,4.43,5.12,2.21,6.29,3.44,17
Stanford,Pac-10,,4,7,-2.0,8.27,6.27,37.46,4.05,8.88,5.1,3.71,2.7,6.23,3.85,101
Notre Dame,Ind,,6,6,2.81,3.41,6.22,41.02,9.29,9.3,6.01,4.47,1.94,6.41,4.21,70
NC State,ACC,,5,6,0.87,5.16,6.04,39.94,7.82,8.13,3.54,4.94,1.8,6.27,2.56,20
Alabama,SEC (West),,6,6,-1.93,7.7,5.77,37.58,5.68,7.91,4.04,5.23,2.36,6.09,3.04,107
Minnesota,Big Ten,,7,5,3.63,2.11,5.74,42.89,12.06,9.86,5.9,6.13,3.08,7.32,4.71,33
UTEP,WAC,,8,4,4.73,0.93,5.65,42.16,13.07,8.71,5.1,4.09,2.96,6.15,3.98,62
Bowling Green,MAC (West),,9,3,6.44,-0.93,5.5,47.93,16.66,8.77,6.12,4.97,3.29,6.96,4.74,73
Boston College,Big East,21.0,9,3,-0.85,6.12,5.28,33.99,8.03,7.73,5.13,4.24,2.94,5.86,4.04,13
West Virginia,Big East,,8,4,3.66,1.6,5.27,40.31,12.41,8.49,4.92,5.94,3.46,6.7,4.14,50
Clemson,ACC,,6,5,1.61,3.62,5.23,38.82,9.24,7.63,4.36,4.46,2.36,5.87,3.34,14
Kansas,Big 12 (North),,4,7,-1.1,6.15,5.05,37.31,6.88,7.3,5.53,3.83,2.17,5.46,3.89,43
Colorado,Big 12 (North),,8,5,1.54,3.42,4.96,37.83,11.31,8.28,5.88,4.73,2.87,6.29,4.43,98
Oregon,Pac-10,,5,6,3.38,1.22,4.6,40.84,11.55,8.73,5.01,5.1,2.58,6.66,3.73,99
North Carolina,ACC,,6,6,7.42,-2.96,4.47,44.33,16.42,9.47,5.96,6.16,4.1,7.51,5.01,21
New Mexico,MWC,,7,5,-4.65,8.9,4.24,31.76,4.43,7.48,4.28,4.74,2.17,5.68,3.3,89
BYU,MWC,,5,6,1.95,2.23,4.18,39.42,11.03,9.24,4.68,4.02,2.93,6.49,3.93,66
South Carolina,SEC (East),,6,5,-1.09,4.93,3.85,36.33,9.29,9.46,4.66,5.1,3.07,6.68,3.98,117
Maryland,ACC,,5,6,-3.87,7.4,3.54,33.51,7.52,8.19,5.29,4.05,2.21,5.67,3.56,30
Penn State,Big Ten,,4,7,-6.67,9.91,3.24,30.8,3.94,7.11,4.27,4.59,2.71,5.6,3.43,37
Pittsburgh,Big East,25.0,8,4,2.19,0.76,2.96,36.59,13.96,8.47,5.74,3.36,3.09,5.73,4.5,22
Washington St.,Pac-10,,5,6,4.34,-1.67,2.67,41.21,14.99,9.0,5.0,4.55,2.56,6.53,3.68,106
Michigan St.,Big Ten,,5,7,4.19,-1.89,2.3,42.16,16.04,8.15,5.57,6.61,3.98,7.11,4.75,32
Cincinnati,CUSA,,7,5,-0.07,2.36,2.29,36.88,15.14,7.82,6.0,5.11,3.52,6.15,4.68,2
Iowa St.,Big 12 (North),,7,5,-2.86,4.95,2.08,32.39,9.69,7.58,5.22,4.14,2.84,5.39,3.93,42
Kansas St.,Big 12 (North),,4,7,7.73,-5.7,2.04,44.18,18.74,7.92,6.74,5.28,3.26,6.2,4.72,44
Northwestern,Big Ten,,6,6,3.14,-1.44,1.71,38.94,14.76,7.85,5.23,5.62,2.88,6.51,4.15,35
Wake Forest,ACC,,4,7,-1.56,3.14,1.58,35.86,11.55,8.18,5.85,5.51,3.49,6.37,4.65,26
Wyoming,MWC,,7,5,0.37,1.19,1.56,38.07,13.69,9.02,5.33,3.81,3.45,6.04,4.36,94
Nebraska,Big 12 (North),,5,6,-0.43,1.75,1.32,37.97,15.56,7.73,5.74,5.71,2.41,6.5,4.21,34
Memphis,CUSA,,8,4,7.81,-6.53,1.28,42.64,21.93,7.97,6.79,5.69,2.91,6.72,4.8,6
Missouri,Big 12 (North),,5,6,-3.75,5.03,1.27,34.08,9.2,6.93,5.05,4.89,3.19,5.74,4.09,115
Navy,Ind,24.0,10,2,-1.63,2.83,1.2,34.58,12.78,10.5,5.91,5.54,3.44,6.25,4.64,7
Connecticut,Big East,,8,4,0.03,0.81,0.83,37.9,14.4,8.06,5.79,4.63,3.24,6.35,4.37,3
Hawaii,WAC,,8,5,6.79,-6.23,0.56,42.7,26.87,7.96,5.92,5.2,4.58,6.93,5.25,87
Air Force,MWC,,5,6,5.57,-5.04,0.52,41.97,19.78,10.39,6.38,5.47,4.02,6.65,5.14,83
Arizona,Pac-10,,3,8,-5.9,6.27,0.37,31.42,7.66,8.38,5.37,4.46,2.2,6.06,3.79,95
Colorado St.,MWC,,4,7,-0.07,0.15,0.08,37.23,16.06,10.0,4.62,4.07,4.26,6.66,4.57,85
Northern Illinois,MAC (West),,9,3,4.84,-4.78,0.06,38.75,20.0,8.12,6.08,5.45,4.06,6.4,4.99,79
Louisiana Tech,WAC,,6,6,-1.08,1.07,0.0,36.18,18.02,8.58,5.72,5.52,3.53,6.61,4.59,54
Syracuse,Big East,,6,6,0.83,-0.9,-0.07,37.23,18.12,7.66,6.64,5.42,3.8,6.22,5.0,23
Troy,Sun Belt,,7,5,-3.95,3.48,-0.47,31.21,11.79,6.91,5.25,4.21,2.57,5.12,3.88,129
Southern Miss,CUSA,,7,5,-1.95,0.86,-1.09,33.67,13.98,6.97,5.34,4.7,3.39,5.58,4.34,60
Toledo,MAC (West),,9,4,2.64,-4.29,-1.65,38.73,22.9,9.0,6.72,4.31,3.6,6.44,5.11,81
Miami (OH),MAC (East),,8,5,-0.48,-1.45,-1.93,36.67,17.09,8.38,6.27,3.71,3.39,6.05,4.73,78
UAB,CUSA,,7,5,2.47,-4.63,-2.15,38.41,19.98,9.35,6.37,4.87,2.91,6.85,4.67,61
Ole Miss,SEC (West),,4,7,-2.74,0.58,-2.17,33.24,13.13,7.56,5.31,4.95,3.43,6.01,4.4,116
San Diego St.,MWC,,4,7,-4.01,1.43,-2.57,32.15,12.57,7.74,4.7,4.28,2.64,5.94,3.78,90
TCU,CUSA,,5,6,5.27,-8.31,-3.04,41.62,23.0,9.1,6.95,4.58,2.16,6.45,4.56,47
Illinois,Big Ten,,3,8,-3.9,-0.63,-4.53,33.2,16.41,7.02,5.51,4.7,3.86,5.61,4.65,27
Marshall,MAC (East),,6,6,-3.19,-1.55,-4.74,32.12,14.92,6.65,6.26,3.78,2.98,5.21,4.52,55
Indiana,Big Ten,,3,8,-0.28,-4.7,-4.98,37.24,19.52,8.55,6.41,4.0,4.01,5.64,5.24,28
New Mexico State,Sun Belt,,5,6,-1.7,-4.25,-5.95,34.56,25.43,8.84,6.65,4.1,4.73,6.19,5.39,69
Washington,Pac-10,,1,10,-7.58,1.31,-6.27,30.44,13.45,7.3,4.43,4.46,3.43,5.67,3.85,105
Houston,CUSA,,3,8,-5.83,-1.01,-6.84,30.01,18.45,8.69,6.47,4.34,3.63,6.11,4.8,5
North Texas,Sun Belt,,7,5,-1.83,-5.07,-6.9,31.82,25.5,8.22,6.42,4.77,4.35,5.97,5.29,57
Mississippi St.,SEC (West),,3,8,-8.35,1.38,-6.97,28.31,14.12,6.93,5.29,5.22,3.46,5.87,4.21,114
Florida Atlantic,Sun Belt,,9,3,-8.68,1.68,-6.99,25.61,14.0,8.97,6.1,3.1,3.11,5.71,4.6,52
South Florida,CUSA,,4,7,-2.42,-4.61,-7.03,32.27,20.75,6.78,6.88,5.46,2.93,5.88,4.7,9
Kentucky,SEC (East),,2,9,-5.21,-2.05,-7.26,31.48,17.85,7.08,6.11,4.47,3.96,5.6,4.86,112
Vanderbilt,SEC (East),,2,9,-4.18,-3.1,-7.28,32.22,15.75,8.73,5.93,4.63,3.89,6.16,4.88,120
Baylor,Big 12 (South),,3,8,-1.49,-6.03,-7.51,33.79,23.19,7.44,6.68,4.01,3.39,5.59,4.72,41
Kent State,MAC (East),,5,6,-3.72,-3.81,-7.53,34.39,20.06,6.79,6.43,4.42,3.35,5.55,4.54,77
Tulsa,WAC,,4,8,0.0,-7.57,-7.57,35.68,21.72,7.49,5.53,4.38,3.99,5.57,4.77,12
Duke,ACC,,2,9,-3.59,-4.46,-8.04,32.92,17.45,7.55,6.5,3.93,3.94,5.46,5.06,15
Tulane,CUSA,,5,6,-1.39,-6.73,-8.12,33.63,23.08,8.22,6.21,4.4,3.48,6.17,4.73,11
Rutgers,Big East,,4,7,-1.1,-7.06,-8.16,33.99,22.22,8.19,6.91,2.92,3.41,5.79,5.09,39
UNLV,MWC,,2,9,-3.57,-4.65,-8.21,33.33,20.85,7.41,4.83,5.02,3.56,5.92,4.22,92
Akron,MAC (East),,6,5,-2.02,-7.05,-9.06,32.27,26.54,8.04,6.61,3.24,5.01,5.58,5.77,71
Middle Tennessee,Sun Belt,,5,6,-4.49,-4.7,-9.19,28.89,23.36,8.07,7.61,3.2,3.73,5.71,5.52,56
Rice,WAC,,3,8,-2.01,-7.3,-9.31,33.03,22.9,7.22,6.93,5.26,3.23,5.76,4.96,59
Nevada,WAC,,5,7,-2.01,-7.92,-9.93,34.81,25.15,7.79,6.86,4.31,4.13,5.96,5.23,88
SMU,WAC,,3,8,-9.81,-1.14,-10.95,26.25,22.61,7.73,6.53,3.99,3.96,5.62,5.2,8
Temple,Big East,,2,9,-4.06,-7.26,-11.33,31.93,25.04,7.9,7.19,4.88,4.45,6.13,5.55,10
Army,CUSA,,2,9,-3.73,-7.63,-11.36,31.26,23.78,7.09,6.52,5.88,4.17,6.41,5.24,65
East Carolina,CUSA,,2,9,-4.12,-8.77,-12.89,31.09,28.59,7.44,7.96,3.61,3.65,5.47,5.29,4
Ohio,MAC (East),,4,7,-9.91,-3.33,-13.25,25.39,17.92,6.83,5.75,3.17,3.37,4.83,4.35,80
UL Monroe,Sun Belt,,5,6,-8.13,-5.28,-13.4,24.93,22.62,6.76,5.46,3.95,4.46,5.28,4.92,130
Louisiana,Sun Belt,,4,7,-8.33,-5.35,-13.67,24.16,20.32,6.71,5.61,4.0,4.89,5.33,5.21,126
San Jose St.,WAC,,2,9,1.31,-15.7,-14.39,36.45,31.52,8.55,6.74,4.52,4.6,6.0,5.28,91
Utah St.,Sun Belt,,3,8,-10.22,-4.33,-14.55,23.35,22.88,7.59,6.99,2.68,4.0,5.1,5.16,93
Ball St.,MAC (West),,2,9,-8.95,-6.35,-15.3,25.77,28.27,6.92,7.85,3.26,4.65,4.89,5.89,72
Arkansas St.,Sun Belt,,3,8,-7.23,-8.82,-16.05,26.74,28.24,7.69,7.66,4.52,4.25,5.92,5.58,122
Eastern Michigan,MAC (West),,4,7,0.19,-17.2,-17.01,32.4,35.31,6.57,7.4,4.39,4.15,5.53,5.55,76
Central Michigan,MAC (West),,4,7,-6.48,-10.59,-17.07,25.95,26.65,6.8,7.45,4.15,3.53,5.36,5.21,75
Idaho,Sun Belt,,3,9,-8.75,-8.86,-17.61,25.17,32.02,7.15,6.91,3.74,4.74,5.28,5.63,133
Western Michigan,MAC (West),,1,10,-7.94,-10.87,-18.81,28.33,31.07,7.3,8.54,3.42,5.01,5.48,6.44,82
Florida A&M,Ind,,3,8,-8.15,-13.51,-21.65,27.28,33.45,7.19,7.81,4.0,4.73,5.82,5.85,175
Central Florida,MAC (East),,0,11,-10.43,-11.25,-21.68,24.62,27.04,7.72,7.66,2.84,4.36,4.9,5.7,1
Buffalo,MAC (East),,2,9,-13.8,-8.15,-21.95,21.94,26.03,5.48,6.8,3.97,4.4,4.58,5.27,74
Florida Intl,Sun Belt,,3,7,-5.29,-17.16,-22.45,27.61,31.96,6.71,7.7,4.24,4.53,5.59,5.82,53
