School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
UL Monroe,Sun Belt (West),,6,6,-3.05,-2.45,-5.5,38.01,19.37,8.5,7.44,5.65,3.49,6.92,5.27,130
Illinois,Big Ten (West),,4,8,-0.15,-5.9,-6.05,42.86,24.11,7.76,7.26,7.14,4.66,7.31,5.89,27
Hawaii,MWC (West),,8,6,4.32,-10.45,-6.13,45.22,24.47,9.08,7.38,4.6,4.25,7.03,5.69,87
South Florida,American (East),,7,6,-1.11,-5.17,-6.28,38.45,18.27,8.18,5.9,5.63,4.02,6.67,4.9,9
Navy,American (West),,3,10,-2.77,-4.32,-7.09,39.32,17.35,8.7,6.71,6.14,4.09,6.39,5.56,7
Charlotte,CUSA (East),,5,7,-6.35,-0.98,-7.33,34.42,13.97,8.53,7.1,4.61,2.83,5.96,4.96,51
Liberty,Ind,,6,6,0.36,-9.49,-9.12,43.19,25.55,7.85,6.4,4.72,4.89,6.15,5.73,67
Coastal Carolina,Sun Belt (East),,5,7,-2.63,-6.55,-9.17,38.45,20.22,8.98,6.98,5.5,5.5,6.62,6.26,123
Rutgers,Big Ten (East),,1,11,-11.77,2.12,-9.65,32.55,13.38,6.28,4.89,5.19,3.78,5.53,4.35,39
Tulsa,American (West),,3,9,-6.97,-2.77,-9.74,34.23,15.58,7.76,5.59,5.01,4.02,5.85,4.74,12
Louisville,ACC (Atlantic),,2,10,-3.61,-6.23,-9.84,39.16,25.67,8.22,6.57,5.8,4.91,6.81,5.59,18
UNLV,MWC (West),,4,8,-0.68,-9.3,-9.98,41.42,24.99,6.69,7.07,5.9,4.53,6.14,5.76,92
Ball St.,MAC (West),,4,8,-5.4,-5.1,-10.49,37.68,19.8,7.61,6.3,5.14,4.36,6.28,5.21,72
Oregon St.,Pac-12 (North),,2,10,0.63,-11.49,-10.86,43.32,28.96,8.85,6.38,5.05,6.0,6.78,6.01,100
Massachusetts,Ind,,4,8,2.36,-13.42,-11.06,45.39,29.64,9.74,7.51,4.55,4.76,7.02,5.91,68
East Carolina,American (East),,3,9,-7.93,-3.15,-11.08,33.23,21.81,7.06,7.17,4.3,3.06,5.67,5.02,4
New Mexico,MWC (Mountain),,3,9,-3.64,-7.66,-11.3,39.87,22.8,8.29,7.51,4.52,3.95,5.81,5.49,89
Akron,MAC (East),,4,8,-9.64,-2.02,-11.66,33.44,14.95,7.84,5.19,4.08,3.96,5.78,4.54,71
Colorado St.,MWC (Mountain),,3,9,-5.35,-7.39,-12.74,36.36,22.18,8.33,7.9,4.4,4.69,6.56,5.95,85
Old Dominion,CUSA (East),,4,8,-2.4,-10.47,-12.87,41.33,25.64,8.19,6.62,4.42,4.72,6.26,5.63,58
San Jose St.,MWC (West),,1,11,-5.6,-7.33,-12.93,36.27,22.31,8.17,6.87,3.01,3.95,5.8,5.29,91
South Alabama,Sun Belt (West),,3,9,-5.3,-8.26,-13.56,36.98,25.63,8.8,7.89,4.64,3.8,6.19,5.62,127
Western Kentucky,CUSA (East),,3,9,-9.34,-4.78,-14.11,31.84,17.37,7.38,6.43,4.3,3.82,5.72,5.13,64
Georgia St.,Sun Belt (East),,2,10,-4.95,-9.46,-14.41,36.4,24.2,7.95,8.11,5.43,5.4,6.41,6.67,125
Texas St.,Sun Belt (West),,3,9,-9.84,-4.66,-14.5,30.0,18.11,7.25,5.48,4.76,3.73,5.77,4.67,128
Kent State,MAC (East),,2,10,-7.93,-7.13,-15.05,35.4,21.51,7.34,7.11,4.73,3.78,5.8,5.13,77
Bowling Green,MAC (East),,3,9,-6.03,-9.09,-15.11,36.38,25.42,8.19,6.54,4.21,4.89,6.1,5.58,73
Central Michigan,MAC (West),,1,11,-13.25,-2.51,-15.76,29.25,15.46,5.8,5.0,4.2,3.76,4.81,4.26,75
UTSA,CUSA (West),,3,9,-13.77,-2.63,-16.4,28.62,20.37,6.12,8.42,3.76,3.48,4.84,5.69,63
New Mexico State,Ind,,3,9,-4.85,-12.74,-17.59,36.61,29.86,7.12,6.74,4.19,4.29,5.81,5.31,69
Connecticut,American (East),,1,11,-7.24,-11.76,-18.99,34.44,34.86,7.35,9.53,5.86,6.94,6.35,7.96,3
Rice,CUSA (West),,2,11,-11.13,-8.05,-19.18,29.91,23.18,7.27,8.26,4.56,4.29,5.62,6.18,59
UTEP,CUSA (West),,1,11,-12.53,-10.34,-22.88,28.47,24.02,7.67,6.85,4.32,4.7,5.65,5.57,62
