School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Hawaii,WAC,,7,7,-1.04,-3.02,-4.06,35.33,17.51,8.36,6.39,3.91,3.16,6.36,4.43,87
New Mexico,MWC,,4,8,-8.54,4.37,-4.18,32.58,8.25,6.28,5.61,5.49,2.66,5.91,3.84,89
Michigan,Big Ten,,3,9,-2.11,-2.55,-4.66,37.07,13.86,6.6,6.06,5.22,2.47,5.82,4.03,31
UTEP,CUSA (West),,5,7,3.94,-8.89,-4.95,43.0,22.44,8.29,7.17,4.5,4.64,6.72,5.47,62
Mississippi St.,SEC (West),,4,8,-6.41,1.42,-5.0,31.39,13.25,6.67,5.72,4.55,3.04,5.58,4.25,114
Texas A&M,Big 12 (South),,4,8,1.92,-7.3,-5.38,41.14,19.75,8.63,6.59,4.1,3.91,6.54,4.95,119
Louisiana,Sun Belt,,6,6,2.75,-8.32,-5.57,41.15,22.44,8.35,6.56,6.48,4.46,7.27,5.2,126
Memphis,CUSA (East),,6,7,-0.14,-5.47,-5.62,37.78,17.34,7.06,6.84,5.57,4.0,6.34,5.12,6
Florida Atlantic,Sun Belt,,7,6,-1.97,-3.73,-5.7,35.07,17.71,7.85,6.16,5.11,3.65,6.58,4.64,52
Arkansas St.,Sun Belt,,6,6,-5.61,-0.64,-6.24,35.07,13.32,8.27,5.95,5.54,2.94,6.69,4.3,122
Florida Intl,Sun Belt,,5,7,-2.83,-3.76,-6.58,34.87,17.98,8.3,5.52,3.58,2.84,5.8,4.0,53
Akron,MAC (East),,5,7,2.72,-9.59,-6.87,40.97,21.23,7.64,6.6,5.23,3.54,6.54,4.69,71
San Jose St.,WAC,,6,6,-9.55,2.34,-7.22,25.63,10.52,6.72,4.66,3.16,3.28,5.06,3.7,91
UNLV,MWC,,5,7,1.26,-8.67,-7.41,38.21,20.38,7.84,7.17,4.8,4.08,6.37,5.16,92
Marshall,CUSA (East),,4,8,-5.86,-1.81,-7.66,31.62,13.96,6.56,6.26,5.34,2.89,5.98,4.32,55
Iowa St.,Big 12 (North),,2,10,-1.26,-6.54,-7.8,37.82,19.3,7.87,7.3,5.0,3.69,6.55,5.29,42
Central Florida,CUSA (East),,4,8,-10.87,2.47,-8.39,27.09,11.72,4.87,5.48,3.83,2.56,4.35,3.76,1
Middle Tennessee,Sun Belt,,5,7,-5.13,-3.44,-8.58,31.92,16.05,7.74,6.57,3.78,3.06,5.83,4.58,56
Indiana,Big Ten,,3,9,-4.11,-4.62,-8.73,35.79,21.52,7.39,6.56,5.74,3.05,6.44,4.58,28
Ohio,MAC (East),,4,8,-3.18,-5.62,-8.8,34.96,17.43,8.07,5.84,4.65,3.44,6.45,4.34,80
Syracuse,Big East,,3,9,-4.14,-4.86,-9.0,33.87,18.71,6.03,5.95,6.04,3.84,6.03,4.74,23
Utah St.,WAC,,3,9,-5.11,-4.09,-9.2,34.11,20.99,7.84,5.97,4.57,3.71,6.1,4.6,93
UAB,CUSA (East),,4,8,-3.99,-5.79,-9.78,34.31,20.93,7.53,8.23,5.57,4.02,6.59,5.83,61
UL Monroe,Sun Belt,,4,8,-3.16,-7.42,-10.58,32.95,22.36,7.22,6.7,5.07,5.0,6.11,5.7,130
Kent State,MAC (East),,4,8,-2.48,-8.62,-11.1,35.75,21.05,7.53,7.09,5.79,3.84,6.56,5.05,77
Wyoming,MWC,,4,8,-11.79,0.35,-11.44,25.51,16.28,5.98,5.49,5.32,2.97,5.68,3.99,94
New Mexico State,WAC,,3,9,-5.47,-6.53,-11.99,30.96,23.45,8.04,5.46,2.67,4.47,6.04,4.67,69
Washington,Pac-10,,0,12,-8.74,-3.34,-12.08,30.63,18.89,7.32,6.27,4.16,4.53,5.68,4.99,105
Toledo,MAC (West),,3,9,-6.1,-6.12,-12.22,32.48,19.18,6.69,6.12,5.23,3.75,6.09,4.55,81
Army,Ind,,3,9,-14.11,1.42,-12.69,23.76,11.88,4.51,7.02,5.09,3.37,5.08,4.79,65
Western Kentucky,Ind,,2,10,-10.07,-3.71,-13.78,27.53,17.96,6.12,5.99,4.98,3.63,5.51,4.7,64
Washington St.,Pac-10,,2,11,-11.65,-2.17,-13.82,28.52,27.13,6.96,6.07,3.95,4.6,5.38,5.04,106
Eastern Michigan,MAC (West),,3,9,-1.78,-12.11,-13.89,38.04,26.37,7.27,7.99,5.05,4.6,6.36,5.8,76
SMU,CUSA (West),,1,11,-5.77,-8.73,-14.5,31.93,22.49,7.46,7.92,2.96,3.94,6.22,5.33,8
San Diego St.,MWC,,2,10,-6.1,-8.88,-14.97,31.64,27.41,6.91,7.52,4.02,4.43,5.94,5.43,90
Tulane,CUSA (West),,2,10,-11.51,-4.27,-15.77,26.57,20.1,6.76,6.25,4.17,4.73,5.63,5.07,11
Miami (OH),MAC (East),,2,10,-7.79,-9.45,-17.24,30.69,22.99,6.64,7.02,4.25,4.75,5.68,5.55,78
Idaho,WAC,,2,10,-7.71,-12.16,-19.87,28.7,32.5,6.81,6.89,4.4,5.18,5.65,5.73,133
North Texas,Sun Belt,,1,11,-8.89,-13.31,-22.21,28.95,34.04,6.27,7.82,4.78,4.69,5.72,6.04,57
