School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
BYU,WAC,13.0,11,2,0,13.28,-0.9,12.38,42.96,13.93,,,,,,,66.0
Arkansas,SWC,,8,4,0,8.42,3.83,12.25,35.55,6.82,,,,,,,108.0
Washington,Pac-10,10.0,10,2,0,3.63,8.29,11.92,31.67,4.08,,,,,,,105.0
Ohio St.,Big Ten,15.0,9,3,0,10.48,1.03,11.51,38.82,11.67,,,,,,,36.0
Iowa,Big Ten,18.0,8,4,0,1.23,10.18,11.41,30.42,2.62,,,,,,,29.0
Missouri,Big 8,19.0,8,4,0,4.5,6.89,11.39,33.48,4.74,,,,,,,115.0
Mississippi St.,SEC,,8,4,0,2.09,9.18,11.27,28.36,2.14,,,,,,,114.0
Houston,SWC,,7,4,1,2.02,9.03,11.05,30.8,2.74,,,,,,,5.0
Notre Dame,Ind,,5,6,0,2.2,8.44,10.64,32.03,3.2,,,,,,,70.0
Hawaii,WAC,,9,2,0,1.89,8.37,10.25,31.72,4.94,,,,,,,87.0
Texas A&M,SWC,,7,5,0,5.09,4.94,10.03,32.6,5.86,,,,,,,119.0
Washington St.,Pac-10,,8,3,1,5.0,4.86,9.87,32.33,6.89,,,,,,,106.0
Maryland,ACC,,4,6,1,3.59,5.33,8.93,32.99,5.52,,,,,,,30.0
Wyoming,WAC,,8,3,0,6.37,1.81,8.17,34.61,10.35,,,,,,,94.0
Illinois,Big Ten,,7,4,0,8.06,-0.31,7.75,34.23,15.5,,,,,,,27.0
Auburn,SEC,,5,6,0,0.68,6.98,7.66,27.67,3.6,,,,,,,109.0
Virginia Tech,Ind,,7,4,0,0.19,7.28,7.47,29.16,5.56,,,,,,,25.0
South Carolina,Ind,,6,6,0,3.28,3.94,7.22,30.75,6.49,,,,,,,117.0
Florida St.,Ind,,6,5,0,6.87,-0.16,6.71,34.21,14.16,,,,,,,16.0
Kansas,Big 8,,8,4,0,0.78,5.8,6.58,27.22,7.09,,,,,,,43.0
Temple,Ind,,5,5,0,-0.44,6.68,6.24,28.94,8.66,,,,,,,10.0
Wisconsin,Big Ten,,7,5,0,2.0,4.18,6.18,29.37,8.75,,,,,,,40.0
Tulane,Ind,,6,5,0,0.14,5.92,6.06,28.23,5.09,,,,,,,11.0
San Jose St.,PCAA,,9,3,0,8.0,-2.28,5.72,35.93,14.61,,,,,,,91.0
Syracuse,Ind,,4,6,1,7.5,-1.84,5.66,33.84,13.12,,,,,,,23.0
Navy,Ind,,7,4,1,-0.09,5.49,5.4,26.56,7.86,,,,,,,7.0
Oklahoma St.,Big 8,,7,5,0,0.15,5.05,5.2,26.96,8.13,,,,,,,46.0
Tulsa,MVC,,6,5,0,5.25,-0.45,4.81,35.91,11.68,,,,,,,12.0
Utah,WAC,,8,2,1,1.17,3.61,4.78,29.99,11.42,,,,,,,104.0
NC State,ACC,,4,7,0,0.71,3.98,4.69,28.26,7.24,,,,,,,20.0
Purdue,Big Ten,,5,6,0,4.11,0.51,4.63,29.6,11.47,,,,,,,38.0
Stanford,Pac-10,,4,7,0,6.76,-2.19,4.57,37.62,13.97,,,,,,,101.0
Tennessee,SEC,,8,4,0,2.42,1.64,4.06,29.58,13.27,,,,,,,118.0
Duke,ACC,,6,5,0,2.08,1.92,3.99,29.47,9.19,,,,,,,15.0
Michigan St.,Big Ten,,5,6,0,4.94,-1.26,3.68,32.17,14.24,,,,,,,32.0
Arizona,Pac-10,,6,5,0,1.08,1.98,3.07,28.12,9.46,,,,,,,95.0
Cincinnati,Ind,,6,5,0,-2.68,5.6,2.91,24.7,9.91,,,,,,,2.0
Minnesota,Big Ten,,6,5,0,5.89,-3.04,2.85,29.43,15.5,,,,,,,33.0
Boston College,Ind,,5,6,0,5.26,-2.51,2.75,33.35,17.0,,,,,,,13.0
Baylor,SWC,,5,6,0,4.92,-2.28,2.64,33.1,13.01,,,,,,,41.0
San Diego St.,WAC,,6,5,0,2.82,-0.31,2.51,29.51,12.74,,,,,,,90.0
Iowa St.,Big 8,,5,5,1,1.65,0.82,2.47,28.46,10.76,,,,,,,42.0
Vanderbilt,SEC,,4,7,0,4.96,-3.1,1.86,32.54,16.32,,,,,,,120.0
Ole Miss,SEC,,4,6,1,1.16,-0.14,1.02,28.06,15.2,,,,,,,116.0
McNeese State,Southland,,7,3,1,3.91,-2.9,1.01,33.5,14.96,,,,,,,241.0
TCU,SWC,,2,7,2,4.66,-3.95,0.71,32.11,16.58,,,,,,,47.0
Miami (OH),MAC,,8,2,1,-2.2,2.79,0.59,22.81,11.55,,,,,,,78.0
Drake,MVC,,10,1,0,-0.92,1.45,0.52,27.6,14.13,,,,,,,220.0
West Texas A&M,MVC,,7,4,0,0.25,0.07,0.32,27.13,11.71,,,,,,,416.0
Kentucky,SEC,,3,8,0,-2.51,2.65,0.14,25.22,8.92,,,,,,,112.0
Furman,Southern,,8,3,0,3.64,-3.71,-0.06,30.61,16.99,,,,,,,230.0
Citadel,Southern,,7,3,1,-2.44,2.27,-0.17,26.17,11.3,,,,,,,228.0
Toledo,MAC,,9,3,0,-2.44,2.17,-0.27,25.99,12.19,,,,,,,81.0
Arkansas St.,Southland,,6,5,0,-4.11,3.31,-0.8,22.2,8.28,,,,,,,122.0
Rutgers,Ind,,5,6,0,-3.92,3.0,-0.93,21.46,11.1,,,,,,,39.0
California,Pac-10,,2,9,0,0.39,-1.54,-1.16,28.98,12.14,,,,,,,97.0
Texas-Arlington,Southland,,6,5,0,-0.09,-1.15,-1.23,26.18,16.41,,,,,,,
Southern Illinois,MVC,,7,4,0,-2.76,1.04,-1.71,25.54,10.73,,,,,,,189.0
Colorado,Big 8,,3,8,0,-2.35,0.62,-1.73,24.57,16.43,,,,,,,98.0
Central Michigan,MAC,,7,4,0,-3.28,1.35,-1.93,24.3,11.76,,,,,,,75.0
New Mexico,WAC,,4,7,1,-2.73,0.58,-2.16,22.27,11.14,,,,,,,89.0
East Carolina,Ind,,5,6,0,1.43,-3.66,-2.23,30.56,19.09,,,,,,,4.0
Wake Forest,ACC,,4,7,0,5.34,-7.79,-2.45,32.52,23.29,,,,,,,26.0
LSU,SEC,,3,7,1,-0.83,-1.65,-2.48,25.58,15.51,,,,,,,113.0
Texas Tech,SWC,,1,9,1,1.72,-4.23,-2.51,29.17,16.09,,,,,,,49.0
Utah St.,PCAA,,5,5,1,-3.99,1.24,-2.75,23.07,11.86,,,,,,,93.0
Chattanooga,Southern,,7,3,1,-3.31,0.44,-2.87,22.52,12.92,,,,,,,227.0
Colgate,Ind,,7,3,0,-3.39,0.53,-2.87,25.18,14.58,,,,,,,211.0
Indiana State,MVC,,5,5,1,-3.47,0.52,-2.96,25.91,11.22,,,,,,,183.0
Rice,SWC,,4,7,0,1.16,-4.34,-3.18,28.71,19.7,,,,,,,59.0
Wichita State,MVC,,4,6,1,1.22,-4.46,-3.24,29.37,15.93,,,,,,,
Yale,Ivy,,9,1,0,0.34,-3.62,-3.28,24.83,18.48,,,,,,,172.0
Kansas St.,Big 8,,2,9,0,-0.93,-2.39,-3.32,25.94,16.63,,,,,,,44.0
Louisville,Ind,,5,6,0,-3.75,-0.27,-4.02,23.78,14.14,,,,,,,18.0
VMI,Southern,,6,3,1,-4.91,0.76,-4.15,20.54,12.33,,,,,,,233.0
Virginia,ACC,,1,10,0,-3.15,-1.25,-4.4,24.39,13.4,,,,,,,24.0
Richmond,Ind,,4,7,0,-0.16,-4.42,-4.58,25.85,16.92,,,,,,,159.0
Oregon,Pac-10,,2,9,0,-6.78,1.67,-5.12,21.61,12.66,,,,,,,99.0
Louisiana Tech,Southland,,4,6,1,-3.72,-1.52,-5.24,24.68,16.23,,,,,,,54.0
Pacific,PCAA,,5,6,0,-2.6,-2.74,-5.34,23.89,16.24,,,,,,,376.0
UL Monroe,Ind,,5,6,0,2.54,-7.89,-5.35,33.29,20.49,,,,,,,130.0
Indiana,Big Ten,,3,8,0,-3.09,-2.48,-5.57,21.21,15.54,,,,,,,28.0
Bowling Green,MAC,,5,5,1,-9.9,4.09,-5.81,17.67,9.51,,,,,,,73.0
UNLV,Ind,,6,6,0,7.25,-13.2,-5.95,32.8,28.34,,,,,,,92.0
Air Force,WAC,,4,7,0,-3.47,-2.55,-6.02,22.06,15.29,,,,,,,83.0
Georgia Tech,Ind,,1,10,0,-1.67,-4.45,-6.12,26.07,17.17,,,,,,,17.0
Western Michigan,MAC,,6,5,0,-3.43,-3.02,-6.45,22.47,15.54,,,,,,,82.0
Appalachian St.,Southern,,3,7,1,-4.74,-2.46,-7.19,24.8,15.13,,,,,,,121.0
Memphis,Ind,,1,10,0,-9.46,2.02,-7.45,17.21,10.4,,,,,,,6.0
North Texas,Ind,,2,9,0,-7.09,-0.81,-7.9,19.81,12.48,,,,,,,57.0
Lamar,Southland,,4,6,1,-7.19,-0.98,-8.17,20.76,13.74,,,,,,,240.0
Fresno St.,PCAA,,5,6,0,1.42,-9.83,-8.41,26.9,22.64,,,,,,,86.0
Ohio,MAC,,5,6,0,0.59,-9.2,-8.6,25.67,22.61,,,,,,,80.0
William & Mary,Ind,,5,6,0,-3.25,-5.83,-9.08,22.98,23.0,,,,,,,163.0
Army,Ind,,3,7,1,-10.89,1.79,-9.1,15.81,14.83,,,,,,,65.0
East Tennessee St.,Southern,,6,5,0,-6.64,-3.27,-9.91,19.66,18.07,,,,,,,229.0
Holy Cross,Ind,,6,5,0,-2.7,-7.35,-10.05,23.19,20.58,,,,,,,214.0
Kent State,MAC,,4,7,0,-9.4,-1.34,-10.74,16.78,14.55,,,,,,,77.0
Western Carolina,Southern,,4,7,0,-1.31,-9.52,-10.82,24.98,23.59,,,,,,,234.0
Louisiana,Southland,,1,9,1,-8.68,-2.15,-10.83,18.44,14.71,,,,,,,126.0
Cal State Fullerton,PCAA,,3,8,0,-3.65,-7.5,-11.15,23.26,19.42,,,,,,,
Dartmouth,Ivy,,6,4,0,-9.76,-1.92,-11.69,15.46,16.9,,,,,,,168.0
Ball St.,MAC,,4,7,0,-7.5,-4.78,-12.28,18.22,18.47,,,,,,,72.0
Long Beach State,PCAA,,2,8,0,-8.02,-4.39,-12.4,17.82,15.77,,,,,,,
Colorado St.,WAC,,0,12,0,-3.94,-9.07,-13.01,22.64,31.86,,,,,,,85.0
Illinois State,MVC,,3,7,0,-9.97,-3.81,-13.78,16.48,17.68,,,,,,,182.0
Northern Illinois,MAC,,3,8,0,-8.54,-5.47,-14.02,18.53,20.12,,,,,,,79.0
Harvard,Ivy,,5,4,1,-8.59,-5.53,-14.12,17.44,21.16,,,,,,,169.0
Northwestern,Big Ten,,0,11,0,-9.97,-4.42,-14.39,17.08,34.7,,,,,,,35.0
New Mexico State,MVC,,3,8,0,-7.85,-7.13,-14.98,19.05,22.21,,,,,,,69.0
Oregon St.,Pac-10,,1,10,0,-4.94,-10.6,-15.54,22.47,32.53,,,,,,,100.0
UTEP,WAC,,1,10,0,-8.36,-10.21,-18.57,17.55,32.0,,,,,,,62.0
Princeton,Ivy,,5,4,1,-3.28,-16.16,-19.44,20.61,35.22,,,,,,,171.0
Marshall,Southern,,2,9,0,-13.91,-5.62,-19.53,12.27,22.73,,,,,,,55.0
Brown,Ivy,,3,7,0,-10.78,-13.19,-23.96,11.94,28.56,,,,,,,165.0
Cornell,Ivy,,3,7,0,-11.54,-12.48,-24.02,12.4,28.44,,,,,,,167.0
Columbia,Ivy,,1,9,0,-16.32,-9.98,-26.3,8.07,26.53,,,,,,,166.0
Eastern Michigan,MAC,,0,11,0,-13.99,-12.52,-26.51,12.5,30.33,,,,,,,76.0
Penn,Ivy,,1,9,0,-14.76,-14.54,-29.3,10.39,35.09,,,,,,,170.0
