School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Michigan,Big Ten (East),,5,7,-5.47,7.29,1.82,36.81,5.78,7.92,5.21,5.71,2.12,6.65,3.49,31
Maryland,Big Ten (East),,7,6,4.25,-2.67,1.58,46.74,16.67,8.56,5.34,5.08,3.32,6.79,4.22,30
Kentucky,SEC (East),,5,7,3.24,-1.68,1.55,47.83,16.41,8.7,5.4,5.35,3.72,6.91,4.42,112
Iowa,Big Ten (West),,7,6,-0.41,1.79,1.37,41.4,11.97,8.46,5.76,4.86,3.27,6.52,4.32,29
Oklahoma St.,Big 12,,7,6,2.13,-1.03,1.1,43.65,14.63,9.32,6.2,4.62,3.26,6.7,4.57,46
Houston,American,,8,5,-0.88,1.73,0.85,40.69,11.82,7.34,5.71,5.53,3.4,6.44,4.38,5
Northwestern,Big Ten (West),,5,7,-3.03,3.83,0.8,37.56,10.64,7.13,5.35,4.5,3.16,5.77,4.12,35
North Carolina,ACC (Coastal),,6,7,10.0,-9.86,0.14,50.47,23.92,8.66,7.07,5.12,4.07,6.87,5.27,21
Rice,CUSA (West),,8,5,-0.04,-0.24,-0.28,40.11,16.56,9.4,6.48,4.41,3.69,6.37,4.98,59
UAB,CUSA (East),,6,6,3.05,-3.35,-0.3,44.75,16.22,9.13,6.06,4.82,3.68,6.32,4.71,61
Nevada,MWC (West),,7,6,0.61,-0.99,-0.38,40.09,15.47,6.94,5.81,5.54,4.35,6.1,5.03,88
Northern Illinois,MAC (West),,11,3,-0.13,-0.94,-1.06,40.97,17.32,7.71,6.31,5.71,3.68,6.43,4.82,79
Oregon St.,Pac-12 (North),,5,7,0.11,-1.53,-1.42,41.07,15.4,8.34,5.36,4.82,4.04,6.75,4.62,100
Washington St.,Pac-12 (North),,3,9,6.86,-8.4,-1.54,48.5,21.22,8.92,6.59,2.92,3.21,7.32,4.93,106
Louisiana,Sun Belt,,9,4,-1.6,0.03,-1.57,39.35,15.35,7.93,6.84,5.74,3.72,6.68,5.2,126
Toledo,MAC (West),,9,4,5.09,-6.88,-1.79,44.99,21.5,8.42,7.14,6.21,3.05,7.15,5.16,81
Western Michigan,MAC (West),,8,5,0.69,-2.48,-1.79,42.31,17.93,9.86,6.31,5.03,3.84,7.08,5.05,82
San Diego St.,MWC (West),,7,6,-7.67,5.57,-2.1,32.87,9.21,7.12,5.59,5.71,3.2,6.35,4.23,90
Temple,American,,6,6,-8.65,6.42,-2.23,35.45,7.15,7.07,5.3,4.42,3.29,5.8,4.07,10
Illinois,Big Ten (West),,6,7,0.75,-3.28,-2.53,41.13,17.98,8.4,6.49,4.85,3.99,6.71,4.91,27
UTEP,CUSA (West),,7,6,-4.82,1.64,-3.18,35.76,15.29,7.22,6.47,5.24,4.6,5.95,5.28,62
Middle Tennessee,CUSA (East),,6,6,0.64,-4.15,-3.52,42.25,17.83,8.58,6.51,5.39,3.63,6.69,4.94,56
Texas Tech,Big 12,,4,8,6.75,-10.31,-3.56,47.69,24.2,9.08,6.35,6.3,4.35,7.91,5.08,49
Colorado,Pac-12 (South),,2,10,2.91,-6.54,-3.63,44.24,20.32,7.63,5.64,5.1,4.86,6.44,5.17,98
Arkansas St.,Sun Belt,,7,6,3.01,-6.97,-3.96,46.32,21.31,8.4,6.01,5.36,4.33,6.74,4.92,122
Syracuse,ACC (Atlantic),,3,9,-8.71,3.88,-4.84,32.65,9.35,7.34,5.86,5.26,2.65,6.22,3.92,23
Indiana,Big Ten (East),,4,8,-0.32,-5.0,-5.32,40.18,18.7,6.97,5.69,7.12,3.98,7.06,4.86,28
Fresno St.,MWC (West),,6,8,-2.71,-2.81,-5.52,37.91,20.14,6.93,7.69,5.09,3.82,5.98,5.37,86
Central Michigan,MAC (West),,7,6,-4.45,-1.39,-5.84,34.8,17.07,8.75,6.47,4.56,3.2,6.39,4.8,75
Old Dominion,CUSA (East),,6,6,5.37,-11.46,-6.1,42.76,26.79,8.57,7.24,5.47,4.38,7.21,5.38,58
Purdue,Big Ten (West),,3,9,-2.5,-3.83,-6.33,38.08,16.71,6.5,5.46,5.69,3.43,6.05,4.33,38
Texas St.,Sun Belt,,7,5,-1.76,-4.67,-6.43,40.71,18.74,7.63,6.18,5.32,4.31,6.39,5.05,128
Appalachian St.,Sun Belt,,7,5,-1.16,-5.41,-6.56,43.44,20.73,8.58,6.23,5.6,3.82,6.8,4.89,121
Bowling Green,MAC (East),,8,6,-0.59,-6.07,-6.66,38.98,24.14,7.25,6.28,5.0,4.2,6.14,5.15,73
Wyoming,MWC (Mountain),,4,8,-5.44,-1.26,-6.69,33.25,19.8,8.32,6.93,4.81,4.34,6.35,5.49,94
Kansas,Big 12,,3,9,-8.27,1.42,-6.86,33.28,15.48,7.92,5.72,4.22,4.47,5.86,4.98,43
Florida Intl,CUSA (East),,4,8,-7.4,0.44,-6.95,32.89,13.31,7.1,6.07,3.7,3.38,5.09,4.55,53
Vanderbilt,SEC (East),,3,9,-6.74,-0.23,-6.97,34.21,16.52,7.7,6.0,4.48,3.46,6.02,4.42,120
South Alabama,Sun Belt,,6,7,-8.4,0.77,-7.63,31.54,13.88,7.02,5.94,4.47,3.63,5.63,4.56,127
Wake Forest,ACC (Atlantic),,3,9,-8.5,0.86,-7.64,31.79,14.69,7.09,5.42,2.41,3.65,4.72,4.34,26
New Mexico,MWC (Mountain),,4,8,0.78,-8.58,-7.8,39.42,25.83,7.85,7.28,7.01,5.22,7.24,6.06,89
Ball St.,MAC (West),,5,7,-3.14,-5.22,-8.35,34.26,20.01,6.8,6.39,4.56,4.31,5.61,5.27,72
UTSA,CUSA (West),,4,8,-11.19,2.57,-8.62,28.21,13.45,6.74,6.33,3.86,3.01,5.16,4.46,63
Iowa St.,Big 12,,2,10,-2.63,-6.01,-8.64,38.59,21.1,7.21,5.77,4.89,4.73,6.14,5.17,42
Hawaii,MWC (West),,4,9,-6.35,-2.73,-9.08,32.09,17.77,6.91,6.74,4.13,3.65,5.45,4.95,87
Akron,MAC (East),,5,7,-9.2,-0.03,-9.23,31.01,15.73,6.43,6.08,4.61,3.61,5.71,4.65,71
Buffalo,MAC (East),,5,6,-0.2,-9.14,-9.34,38.67,25.34,8.27,7.69,4.86,3.99,6.4,5.36,74
San Jose St.,MWC (West),,3,9,-8.81,-0.67,-9.49,31.75,19.11,7.65,4.76,4.3,4.44,5.98,4.6,91
Florida Atlantic,CUSA (East),,3,9,-6.06,-3.62,-9.68,34.94,19.41,7.34,5.68,5.14,4.73,6.16,5.18,52
Ohio,MAC (East),,6,6,-9.37,-0.42,-9.79,28.64,15.55,7.21,6.34,4.63,3.35,5.87,4.8,80
UL Monroe,Sun Belt,,4,8,-9.52,-0.3,-9.82,30.58,13.31,7.43,5.67,2.5,3.66,5.39,4.43,130
South Florida,American,,4,8,-9.83,-1.07,-10.9,28.72,14.82,7.52,6.51,4.28,3.77,5.89,4.84,9
Southern Miss,CUSA (West),,3,9,-7.17,-3.74,-10.91,32.63,20.82,7.86,6.33,3.99,4.55,6.1,5.41,60
Tulane,American,,3,9,-11.5,0.12,-11.38,29.26,15.18,6.5,6.2,4.89,3.52,5.71,4.74,11
North Texas,CUSA (West),,4,8,-5.24,-6.67,-11.91,38.83,22.63,7.31,6.44,4.48,4.02,5.69,5.13,57
Massachusetts,MAC (East),,3,9,-2.7,-9.91,-12.61,36.83,25.59,8.41,6.57,4.04,4.26,6.51,5.24,68
Army,Ind,,4,8,-4.11,-8.84,-12.95,34.54,25.02,7.9,6.88,5.98,5.14,6.33,6.01,65
Kent State,MAC (East),,2,9,-12.84,-0.2,-13.04,27.14,18.9,6.75,6.39,4.01,4.07,5.64,4.96,77
Miami (OH),MAC (East),,2,10,-6.0,-7.99,-13.99,32.83,22.9,7.89,6.2,4.18,4.46,6.32,5.16,78
Troy,Sun Belt,,3,9,-8.84,-5.82,-14.67,31.33,25.25,7.58,6.54,4.51,5.16,5.92,5.63,129
Tulsa,American,,2,10,-1.82,-13.41,-15.23,38.84,28.56,7.81,8.06,4.58,4.85,6.19,6.17,12
Connecticut,American,,2,10,-12.13,-3.6,-15.72,27.26,18.99,6.9,5.63,4.13,3.7,5.4,4.52,3
UNLV,MWC (West),,2,11,-4.53,-11.66,-16.18,34.04,28.4,7.69,7.84,4.33,4.83,6.05,5.94,92
SMU,American,,1,11,-16.87,-1.3,-18.17,24.77,24.82,5.79,7.38,4.34,4.6,5.12,5.56,8
New Mexico State,Sun Belt,,2,10,-6.08,-12.4,-18.48,33.11,29.78,7.04,6.14,4.53,5.68,5.83,5.78,69
Idaho,Sun Belt,,1,10,-4.93,-14.74,-19.67,35.32,28.68,7.78,8.68,3.87,5.07,5.86,6.23,133
Eastern Michigan,MAC (West),,2,10,-14.75,-5.07,-19.82,24.76,29.48,6.38,7.66,4.45,4.61,5.22,5.85,76
Georgia St.,Sun Belt,,1,11,-5.55,-14.87,-20.41,33.57,32.69,8.53,6.14,3.54,5.6,6.19,5.89,125
