School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
USC,Pac-12 (South),,7,6,5.71,4.82,10.53,49.33,6.07,9.84,5.06,5.84,3.08,8.0,4.03,103
Michigan,Big Ten (Legends),24.0,8,5,3.66,6.35,10.01,48.69,5.84,10.02,5.32,5.91,2.87,7.59,3.94,31
Vanderbilt,SEC (East),23.0,9,4,0.53,9.35,9.88,45.76,4.84,9.62,4.37,5.19,3.15,7.03,3.72,120
Nebraska,Big Ten (Legends),25.0,10,4,8.87,0.91,9.79,53.34,12.38,9.49,4.31,6.45,3.8,7.62,4.08,34
Wisconsin,Big Ten (Leaders),,8,6,3.26,6.51,9.77,46.73,4.58,9.42,4.51,6.12,3.03,7.29,3.76,40
Penn State,Big Ten (Leaders),,8,4,2.14,7.56,9.7,43.7,5.17,8.6,5.18,4.26,2.53,6.43,3.94,37
Arizona,Pac-12 (South),,8,5,10.75,-1.37,9.38,54.74,16.4,8.99,5.93,6.15,3.68,7.56,4.66,95
Arizona St.,Pac-12 (South),,8,5,6.85,2.15,9.0,53.29,8.86,9.56,4.11,5.18,3.63,7.08,3.67,96
Northwestern,Big Ten (Legends),17.0,10,3,6.82,2.14,8.97,48.42,9.92,7.58,5.29,5.85,3.14,6.59,4.29,35
BYU,Ind,,8,5,-0.67,9.44,8.77,42.67,1.98,7.9,4.65,4.74,2.54,6.33,3.44,66
UCLA,Pac-12 (South),,9,5,6.16,2.59,8.75,50.62,9.25,9.54,5.64,5.26,3.39,7.24,4.28,102
Cincinnati,Big East,,10,3,3.62,5.09,8.71,44.14,8.85,9.29,5.48,6.04,3.53,7.52,4.46,2
Ole Miss,SEC (West),,7,6,8.22,0.21,8.43,49.89,11.02,9.55,5.32,5.23,2.52,7.13,3.82,116
San Jose St.,WAC,21.0,11,2,5.23,2.67,7.9,46.38,11.18,10.39,5.67,3.86,3.04,7.2,4.33,91
Boise St.,MWC,18.0,11,2,0.47,7.38,7.85,41.93,5.8,8.66,5.09,4.99,3.41,6.76,3.97,84
TCU,Big 12,,7,6,1.18,6.31,7.49,45.55,3.32,9.18,5.08,4.93,2.15,6.8,3.55,47
Central Florida,CUSA (East),,10,4,2.85,3.81,6.65,46.15,9.01,8.77,5.59,5.46,3.64,6.99,4.46,1
Fresno St.,MWC,,9,4,4.58,1.76,6.33,48.35,11.51,9.0,4.85,4.54,3.44,6.95,4.03,86
Louisiana Tech,WAC,,9,3,20.9,-14.57,6.33,62.44,27.98,8.84,7.23,5.7,4.28,7.35,5.69,54
Texas Tech,Big 12,,8,5,7.58,-1.25,6.33,53.5,13.67,9.0,5.38,5.32,3.15,7.48,4.03,49
Syracuse,Big East,,8,5,5.26,1.01,6.27,45.62,11.81,9.27,6.37,5.49,3.3,7.26,4.63,23
Tulsa,CUSA (West),,11,3,4.33,1.91,6.24,46.87,10.67,7.2,5.74,5.53,2.86,6.29,4.01,12
Michigan St.,Big Ten (Legends),,7,6,-4.34,10.55,6.21,37.28,0.58,7.58,3.85,4.8,2.2,6.15,3.14,32
Mississippi St.,SEC (West),,8,5,0.79,5.36,6.15,45.32,7.47,8.76,5.33,5.61,3.12,7.16,4.11,114
Louisville,Big East,13.0,11,2,6.37,-0.49,5.88,45.93,13.61,9.78,5.44,4.53,3.62,7.2,4.45,18
Missouri,SEC (East),,5,7,2.86,2.68,5.54,45.93,8.68,8.36,4.97,4.99,2.64,6.62,3.82,115
Iowa St.,Big 12,,6,7,-1.69,7.09,5.4,41.45,3.39,7.37,5.73,5.34,3.16,6.4,4.33,42
Georgia Tech,ACC (Coastal),,7,7,5.42,-0.24,5.18,49.55,12.54,11.13,5.26,6.29,3.54,7.48,4.32,17
Arkansas St.,Sun Belt,,10,3,2.53,2.41,4.94,46.65,11.42,9.36,5.65,5.57,3.26,7.24,4.39,122
Washington,Pac-12 (North),,7,6,-1.29,6.19,4.9,40.92,7.47,8.09,4.99,4.92,3.72,6.46,4.15,105
Northern Illinois,MAC (West),22.0,12,2,1.94,2.7,4.64,46.93,11.21,8.43,5.7,5.7,2.76,6.93,4.04,79
North Carolina,ACC (Coastal),,8,4,5.93,-1.41,4.52,51.81,14.44,9.29,5.56,5.68,3.43,7.46,4.38,21
Miami (FL),ACC (Coastal),,7,5,6.15,-2.08,4.07,48.04,15.43,9.75,5.75,5.72,4.17,7.86,4.85,19
Tennessee,SEC (East),,5,7,12.79,-8.72,4.07,54.84,20.1,9.79,5.81,5.92,3.89,7.99,4.81,118
West Virginia,Big 12,,7,6,10.42,-6.39,4.03,55.56,18.55,9.44,7.68,5.85,2.82,7.78,4.9,50
Rutgers,Big East,,9,4,-6.36,10.27,3.91,33.74,3.38,7.75,5.41,4.51,2.15,6.13,3.61,39
Louisiana,Sun Belt,,9,4,5.44,-1.99,3.45,47.66,16.5,9.78,6.65,5.97,3.61,7.72,5.03,126
Virginia Tech,ACC (Coastal),,7,6,-0.75,3.89,3.13,40.59,8.24,8.58,4.32,4.6,2.76,6.44,3.45,25
Kent State,MAC (East),,11,3,4.1,-1.35,2.75,42.97,16.08,7.14,6.73,5.9,3.24,6.52,4.91,77
San Diego St.,MWC,,9,4,3.01,-0.31,2.69,44.0,13.92,8.46,5.78,5.41,3.23,6.69,4.45,90
Utah,Pac-12 (South),,5,7,-0.37,2.88,2.51,42.76,9.33,8.22,5.5,4.39,3.11,6.16,4.11,104
Arkansas,SEC (West),,4,8,0.72,1.68,2.4,43.18,13.99,9.74,6.62,5.42,2.28,7.8,4.46,108
Pittsburgh,Big East,,6,7,-0.37,2.43,2.05,41.48,10.77,9.72,4.92,4.64,3.21,6.98,3.98,22
SMU,CUSA (West),,7,6,-1.72,3.36,1.64,43.35,11.4,7.02,5.52,4.88,3.15,6.12,4.47,8
NC State,ACC (Atlantic),,7,6,1.2,0.26,1.46,42.22,12.55,8.79,5.56,3.95,3.63,6.55,4.48,20
UL Monroe,Sun Belt,,8,5,3.57,-3.61,-0.03,45.84,17.42,7.99,6.32,4.72,3.4,6.52,4.82,130
Toledo,MAC (West),,9,4,3.0,-3.18,-0.18,41.55,17.5,8.37,6.7,5.27,4.59,6.79,5.59,81
Bowling Green,MAC (East),,8,5,-7.22,6.95,-0.27,32.04,8.85,7.22,5.3,4.75,3.12,6.03,4.08,73
Duke,ACC (Coastal),,6,7,5.48,-5.76,-0.28,46.97,21.48,8.53,7.16,4.64,4.23,6.71,5.49,15
California,Pac-12 (North),,3,9,-1.21,0.57,-0.65,40.88,14.23,8.77,5.42,5.8,3.54,7.17,4.37,97
Auburn,SEC (West),,3,9,-6.65,5.72,-0.92,36.35,9.37,8.97,5.18,5.35,3.82,6.68,4.35,109
Western Kentucky,Sun Belt,,7,6,-0.31,-1.19,-1.5,39.72,14.01,8.92,5.58,5.32,3.21,6.82,4.28,64
Purdue,Big Ten (Leaders),,6,7,0.85,-2.44,-1.58,43.58,16.54,7.87,5.47,5.33,3.92,6.61,4.66,38
Ball St.,MAC (West),,9,4,3.36,-4.96,-1.6,43.08,19.31,7.25,6.69,5.14,4.36,6.24,5.31,72
Navy,Ind,,8,5,-4.64,2.88,-1.76,36.25,13.28,8.76,6.44,5.6,4.25,6.42,5.06,7
Middle Tennessee,Sun Belt,,8,4,-1.48,-0.97,-2.45,38.4,17.59,8.63,6.72,5.18,4.09,6.7,5.27,56
Iowa,Big Ten (Legends),,4,8,-5.36,2.74,-2.62,34.82,8.43,7.37,6.39,4.53,3.22,5.88,4.54,29
Ohio,MAC (East),,9,4,-0.84,-1.92,-2.75,38.39,16.47,8.51,5.93,4.67,4.29,6.33,4.91,80
Minnesota,Big Ten (Legends),,6,7,-4.29,1.04,-3.25,37.3,11.33,8.08,4.98,4.73,3.77,6.12,4.29,33
Troy,Sun Belt,,5,7,2.25,-5.7,-3.45,42.67,18.67,8.78,6.81,4.95,4.04,7.01,5.24,129
Rice,CUSA (West),,7,6,0.99,-4.51,-3.52,40.98,17.48,8.07,7.3,4.65,4.48,6.09,5.6,59
Nevada,MWC,,7,6,7.57,-11.18,-3.6,48.34,23.26,8.73,6.08,5.63,4.43,6.96,5.14,88
Virginia,ACC (Coastal),,4,8,-3.97,0.13,-3.84,36.05,13.35,8.16,4.7,4.57,3.52,6.45,4.08,24
East Carolina,CUSA (East),,8,5,0.98,-5.21,-4.23,41.06,19.83,8.15,6.33,4.2,3.99,6.34,5.12,4
Kentucky,SEC (East),,2,10,-6.88,1.59,-5.29,35.47,14.26,7.19,5.53,5.4,3.01,6.24,4.05,112
Connecticut,Big East,,5,7,-9.8,4.45,-5.35,31.11,9.97,8.26,5.6,3.4,2.31,5.85,3.77,3
Indiana,Big Ten (Leaders),,4,8,5.05,-10.58,-5.53,45.78,24.43,8.29,7.15,4.73,4.36,6.74,5.5,28
Houston,CUSA (West),,5,7,1.01,-6.55,-5.54,41.64,21.58,7.39,5.94,4.84,4.08,6.38,4.81,5
Marshall,CUSA (East),,5,7,9.91,-15.94,-6.04,50.46,30.91,7.99,6.25,4.64,4.2,6.58,5.03,55
South Florida,Big East,,3,9,-5.09,-1.04,-6.13,34.84,13.8,7.66,6.59,5.1,2.81,6.39,4.34,9
Wake Forest,ACC (Atlantic),,5,7,-6.1,-0.1,-6.2,33.51,17.47,7.25,6.09,3.8,3.41,5.56,4.59,26
Maryland,ACC (Atlantic),,4,8,-6.07,-0.52,-6.59,33.57,12.68,8.56,5.14,3.51,2.84,5.56,3.82,30
Kansas,Big 12,,1,11,-7.26,0.56,-6.7,35.2,14.36,6.99,6.77,5.64,3.97,6.19,5.25,43
Boston College,ACC (Atlantic),,2,10,-5.75,-0.99,-6.74,35.3,14.96,8.19,5.04,4.06,3.83,6.38,4.42,13
Washington St.,Pac-12 (North),,3,9,-2.75,-4.15,-6.89,37.5,17.91,8.15,6.38,2.15,3.31,6.26,4.65,106
Air Force,MWC,,6,7,-2.64,-4.71,-7.35,36.65,18.82,9.53,7.04,5.31,3.87,6.26,5.06,83
UTSA,WAC,,8,4,-1.27,-6.22,-7.49,36.81,21.08,8.01,7.12,4.57,3.14,6.21,5.13,63
Temple,Big East,,4,7,-1.5,-6.02,-7.52,39.91,21.46,7.21,7.44,5.83,4.29,6.34,5.42,10
Central Michigan,MAC (West),,7,6,0.73,-8.64,-7.91,38.53,24.27,8.49,6.9,5.03,4.49,6.83,5.48,75
Texas St.,WAC,,4,8,-3.51,-4.52,-8.03,36.71,20.83,7.43,6.32,5.52,5.08,6.44,5.52,128
North Texas,Sun Belt,,4,8,-6.85,-1.56,-8.41,33.78,14.65,8.08,5.87,5.15,4.29,6.47,5.1,57
Buffalo,MAC (East),,4,8,-5.41,-3.37,-8.78,32.87,18.83,7.29,6.28,5.0,3.33,6.08,4.36,74
Florida Intl,Sun Belt,,3,9,-3.97,-5.14,-9.1,36.48,18.35,8.6,5.81,4.12,3.39,6.13,4.52,53
UTEP,CUSA (West),,3,9,-6.47,-2.82,-9.29,33.73,15.66,8.37,6.7,4.41,4.42,6.27,5.28,62
Western Michigan,MAC (West),,4,8,-1.41,-8.13,-9.54,38.62,22.13,7.56,7.03,4.83,3.59,6.43,5.1,82
Florida Atlantic,Sun Belt,,3,9,-5.88,-3.95,-9.83,34.22,18.25,7.94,6.85,4.07,3.94,6.04,4.97,52
New Mexico,MWC,,4,9,-6.08,-3.83,-9.91,35.0,19.17,6.8,7.24,5.93,4.96,6.46,6.06,89
Illinois,Big Ten (Leaders),,2,10,-12.42,2.07,-10.35,30.45,14.61,7.19,6.72,4.25,3.6,5.56,4.67,27
Wyoming,MWC,,4,8,-1.85,-8.93,-10.78,37.03,22.59,8.61,6.58,3.64,4.59,6.13,5.39,94
Memphis,CUSA (East),,4,8,-7.3,-3.8,-11.09,32.6,17.97,7.68,5.83,3.97,3.7,5.44,4.62,6
UAB,CUSA (East),,3,9,-3.52,-8.13,-11.66,38.49,24.47,8.82,7.29,3.74,4.29,6.51,5.42,61
Miami (OH),MAC (East),,4,8,-4.2,-7.5,-11.7,34.1,25.31,8.24,6.99,3.53,4.84,6.36,5.62,78
Colorado St.,MWC,,4,8,-6.46,-6.08,-12.54,31.91,19.98,8.15,5.6,4.3,4.31,6.21,4.76,85
Colorado,Pac-12 (South),,1,11,-6.24,-6.42,-12.66,34.6,28.51,7.6,7.03,3.96,5.31,5.77,5.89,98
Hawaii,MWC,,3,9,-10.47,-3.28,-13.75,33.77,24.98,6.84,6.1,3.49,3.72,5.18,4.55,87
Army,Ind,,2,10,-3.33,-10.9,-14.23,35.44,25.86,7.75,8.5,6.06,4.75,6.44,6.09,65
Tulane,CUSA (West),,2,10,-6.46,-7.76,-14.23,34.07,25.38,7.24,7.23,2.46,4.66,5.61,5.59,11
UNLV,MWC,,2,11,-7.96,-6.61,-14.57,31.91,20.99,7.1,7.19,4.69,4.18,5.96,5.24,92
South Alabama,Sun Belt,,2,11,-9.93,-5.34,-15.26,29.28,18.33,6.95,6.53,3.91,3.74,5.38,4.77,127
Akron,MAC (East),,1,11,-6.2,-9.11,-15.31,35.61,25.22,7.32,6.65,4.12,4.38,6.07,5.2,71
Eastern Michigan,MAC (West),,2,10,-7.28,-9.34,-16.61,32.35,26.97,7.53,6.69,4.91,5.45,6.04,5.91,76
Idaho,WAC,,1,11,-11.73,-5.65,-17.38,28.12,29.28,7.29,6.96,3.78,4.7,5.7,5.65,133
Southern Miss,CUSA (East),,0,12,-9.19,-8.85,-18.04,31.89,23.8,7.69,6.47,4.36,4.53,5.79,5.18,60
New Mexico State,WAC,,1,11,-9.83,-9.17,-19.0,29.8,28.55,8.03,6.96,3.39,5.07,5.76,5.83,69
Massachusetts,MAC (East),,1,11,-15.59,-5.37,-20.97,24.5,29.4,6.12,6.89,3.37,4.86,4.89,5.5,68
