School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Boston College,ACC (Atlantic),,8,5,-1.02,6.5,5.47,40.47,5.37,8.75,4.7,4.81,2.18,6.42,3.55,13
Navy,Ind,,10,4,1.34,3.53,4.87,39.76,8.28,10.87,5.93,5.77,3.13,6.36,4.58,7
Central Michigan,MAC (West),23.0,12,2,1.58,3.18,4.76,42.96,9.42,8.62,5.75,5.12,2.98,6.78,4.28,75
Missouri,Big 12 (North),,8,5,4.13,0.19,4.33,44.28,11.12,9.45,5.44,4.82,2.16,7.14,3.92,115
California,Pac-10,,8,5,1.78,2.5,4.28,44.04,11.22,9.02,6.23,5.91,2.2,7.23,4.33,97
Houston,CUSA (West),,10,4,10.7,-6.49,4.21,53.05,18.46,9.02,6.29,5.59,4.32,7.84,5.12,5
UCLA,Pac-10,,7,6,-2.2,5.99,3.8,37.08,5.05,8.29,5.19,4.92,2.61,6.49,3.8,102
South Florida,Big East,,8,5,-2.47,6.11,3.64,38.89,6.27,9.48,4.73,5.42,2.77,6.84,3.78,9
Washington,Pac-10,,5,7,2.34,1.27,3.61,42.22,9.89,8.85,6.09,5.68,3.16,7.12,4.63,105
East Carolina,CUSA (East),,9,5,0.57,3.0,3.58,38.68,8.73,7.74,5.31,5.13,2.72,6.24,4.21,4
Texas A&M,Big 12 (South),,6,7,5.96,-2.59,3.37,48.65,17.16,8.76,5.67,5.81,3.44,7.21,4.45,119
Troy,Sun Belt,,9,4,5.56,-2.84,2.73,43.3,17.39,9.03,6.08,5.14,2.97,7.25,4.65,129
Michigan St.,Big Ten,,6,7,3.86,-1.33,2.52,44.58,12.22,9.83,5.67,5.46,2.51,7.58,4.16,32
Nevada,WAC,,8,5,4.38,-2.19,2.19,47.79,17.17,8.34,7.44,7.69,2.97,7.99,5.26,88
Wake Forest,ACC (Atlantic),,5,7,1.2,0.65,1.85,40.44,9.7,9.23,4.69,4.58,3.57,6.76,4.36,26
Fresno St.,WAC,,8,5,5.11,-3.77,1.34,43.44,16.92,9.2,5.79,5.95,5.06,7.15,5.36,86
Middle Tennessee,Sun Belt,,10,3,1.21,-0.11,1.1,40.15,12.61,7.63,5.51,5.49,2.41,6.44,3.88,56
Kansas,Big 12 (North),,5,7,3.89,-3.01,0.88,45.28,13.02,9.06,5.49,4.91,3.29,7.2,4.29,43
Purdue,Big Ten,,5,7,2.55,-1.77,0.79,41.73,13.26,8.26,4.71,5.54,3.18,6.91,3.92,38
Arizona St.,Pac-10,,4,8,-3.52,4.23,0.71,36.7,5.72,7.65,4.58,5.09,1.95,6.29,3.34,96
Minnesota,Big Ten,,6,7,-0.81,0.7,-0.1,37.23,10.11,8.63,5.43,4.5,2.66,6.33,4.01,33
Northwestern,Big Ten,,8,5,0.73,-1.12,-0.39,38.25,12.56,8.39,5.72,4.15,2.86,6.28,4.26,35
Southern Miss,CUSA (East),,7,6,3.01,-3.68,-0.67,43.29,15.35,8.61,6.04,5.53,2.82,6.82,4.44,60
Central Florida,CUSA (East),,8,5,-2.97,2.22,-0.75,36.38,10.11,8.11,6.52,4.48,1.61,6.03,4.18,1
Iowa St.,Big 12 (North),,7,6,-2.18,1.22,-0.96,35.84,10.2,8.09,6.32,5.8,3.68,6.76,4.9,42
NC State,ACC (Atlantic),,5,7,4.61,-5.66,-1.06,46.06,17.59,9.62,6.18,4.59,3.18,6.96,4.57,20
Kansas St.,Big 12 (North),,6,6,-3.67,2.59,-1.08,37.41,10.06,8.32,5.9,5.43,2.82,6.52,4.32,44
Michigan,Big Ten,,5,7,2.51,-4.02,-1.51,43.24,15.04,8.69,5.82,5.61,3.33,6.79,4.41,31
Ohio,MAC (East),,9,5,-2.06,0.17,-1.89,34.75,12.01,8.09,5.24,4.12,3.24,5.97,4.09,80
Baylor,Big 12 (South),,4,8,-3.42,1.12,-2.3,38.29,10.82,8.71,4.76,4.94,3.59,6.92,4.08,41
Bowling Green,MAC (East),,7,6,1.39,-3.72,-2.34,38.36,16.77,8.18,5.56,3.9,4.81,6.46,5.02,73
Temple,MAC (East),,9,4,1.07,-3.43,-2.36,39.53,16.14,7.93,6.23,5.03,2.68,6.11,4.52,10
Duke,ACC (Coastal),,5,7,-0.24,-2.21,-2.45,38.88,15.34,8.93,5.8,3.15,3.33,6.41,4.58,15
Louisiana Tech,WAC,,4,8,-0.47,-2.5,-2.97,39.33,13.69,8.2,5.1,4.84,3.17,6.17,4.16,54
Virginia,ACC (Coastal),,3,9,-4.67,1.67,-3.0,35.69,10.05,7.47,4.09,4.19,3.23,5.61,3.77,24
SMU,CUSA (West),,8,5,2.24,-5.33,-3.09,37.86,16.24,8.38,5.59,4.41,3.31,6.59,4.49,8
Marshall,CUSA (East),,7,6,-4.17,0.82,-3.35,32.47,13.35,7.64,5.63,4.79,3.44,6.05,4.66,55
Illinois,Big Ten,,3,9,-0.38,-3.3,-3.67,38.39,14.9,8.56,6.24,6.08,3.12,7.0,4.54,27
Colorado,Big 12 (North),,3,9,-0.66,-3.2,-3.86,37.81,13.68,7.53,5.71,4.07,2.96,5.89,4.11,98
Louisville,Big East,,4,8,-4.49,0.48,-4.01,33.32,11.24,8.36,6.62,4.97,3.0,6.43,4.54,18
Northern Illinois,MAC (West),,7,6,-3.32,-0.92,-4.24,36.67,12.64,8.14,6.13,5.31,3.3,6.37,4.6,79
Tulsa,CUSA (West),,5,7,-1.73,-2.52,-4.25,38.0,15.43,8.88,6.71,4.53,3.15,6.5,4.67,12
Syracuse,Big East,,4,8,-1.32,-3.09,-4.41,36.9,14.25,8.43,6.63,4.99,1.98,6.48,4.22,23
Wyoming,MWC,,7,6,-6.04,1.5,-4.53,30.33,13.51,6.93,5.65,4.35,3.61,5.54,4.51,94
Idaho,WAC,,8,5,6.95,-11.68,-4.73,42.62,25.14,10.54,6.98,5.02,3.92,7.59,5.42,133
Vanderbilt,SEC (East),,2,10,-7.14,2.03,-5.11,33.3,8.25,6.82,4.82,5.67,2.94,6.14,3.85,120
UNLV,MWC,,5,7,-0.35,-5.27,-5.61,37.15,20.05,7.79,6.47,4.93,4.78,6.36,5.49,92
Indiana,Big Ten,,4,8,0.04,-5.8,-5.75,38.05,17.61,8.57,6.79,5.01,3.14,6.82,4.77,28
UAB,CUSA (East),,5,7,-0.24,-5.51,-5.75,37.24,19.6,8.99,7.25,6.86,3.22,7.59,5.28,61
Maryland,ACC (Atlantic),,2,10,-1.45,-5.15,-6.6,36.47,15.89,8.14,6.39,4.26,3.13,6.02,4.62,30
Buffalo,MAC (East),,5,7,-3.72,-3.03,-6.75,34.11,14.64,8.33,5.36,5.26,3.73,6.72,4.48,74
Utah St.,WAC,,4,8,3.19,-10.04,-6.85,38.68,21.41,9.13,6.26,5.06,4.37,6.81,5.2,93
UTEP,CUSA (West),,4,8,1.03,-8.24,-7.21,38.65,22.55,8.74,6.44,5.19,4.2,7.03,5.11,62
San Diego St.,MWC,,4,8,-1.55,-6.25,-7.79,35.2,20.11,8.48,6.22,3.6,3.26,6.33,4.52,90
UL Monroe,Sun Belt,,6,6,-5.2,-2.96,-8.15,34.46,16.1,8.48,6.04,5.33,2.35,6.59,4.22,130
Hawaii,WAC,,6,7,-4.69,-3.51,-8.2,31.5,18.4,8.64,6.5,4.72,4.01,7.15,5.11,87
Colorado St.,MWC,,3,9,-3.81,-5.33,-9.14,32.76,16.87,8.86,6.0,5.03,3.41,6.7,4.63,85
Arkansas St.,Sun Belt,,4,8,-7.78,-1.85,-9.63,32.0,13.82,7.96,6.32,4.57,2.63,6.03,4.36,122
Louisiana,Sun Belt,,6,6,-3.91,-5.77,-9.68,32.29,20.21,7.62,7.07,4.49,3.63,5.91,5.1,126
Florida Atlantic,Sun Belt,,5,7,0.4,-10.13,-9.74,37.9,24.16,8.56,7.3,5.24,5.11,6.89,6.12,52
Western Michigan,MAC (West),,5,7,-5.2,-5.33,-10.53,32.62,19.0,7.13,6.53,4.45,4.07,6.06,5.14,82
Kent State,MAC (East),,5,7,-8.52,-2.18,-10.69,28.75,14.85,7.7,5.68,3.86,3.26,5.79,4.31,77
Florida Intl,Sun Belt,,3,9,-3.87,-7.28,-11.15,33.72,22.31,7.11,6.93,4.02,4.05,5.53,5.31,53
Toledo,MAC (West),,5,7,2.4,-13.69,-11.29,40.0,28.15,8.64,6.2,5.3,4.26,7.04,5.15,81
Memphis,CUSA (East),,2,10,-4.53,-7.54,-12.06,33.61,21.23,7.53,7.56,5.42,3.27,6.34,5.19,6
Army,Ind,,5,7,-11.06,-1.53,-12.59,25.34,13.64,6.19,6.32,4.76,3.09,5.13,4.45,65
North Texas,Sun Belt,,2,10,-1.25,-13.13,-14.38,36.63,26.71,7.33,6.57,6.24,4.01,6.77,5.15,57
San Jose St.,WAC,,2,10,-12.92,-1.71,-14.63,24.09,20.83,7.41,6.03,3.1,4.87,5.3,5.3,91
Akron,MAC (East),,3,9,-9.02,-5.63,-14.65,30.17,19.4,7.47,5.68,4.36,3.67,5.81,4.47,71
Washington St.,Pac-10,,1,11,-11.12,-3.75,-14.87,28.31,21.89,7.42,6.73,3.78,4.52,5.48,5.48,106
Ball St.,MAC (West),,2,10,-9.79,-5.59,-15.38,26.92,18.45,6.09,6.9,4.8,3.16,5.39,4.81,72
New Mexico,MWC,,1,11,-7.69,-8.11,-15.8,29.81,22.4,7.13,6.93,4.19,3.17,5.78,4.7,89
Tulane,CUSA (West),,3,9,-10.35,-5.88,-16.23,26.43,25.08,7.64,7.58,4.16,4.24,5.81,5.41,11
Rice,CUSA (West),,2,10,-7.47,-8.86,-16.33,30.7,29.81,6.26,7.59,4.27,3.72,5.27,5.39,59
Miami (OH),MAC (East),,1,11,-11.15,-5.82,-16.98,27.56,21.04,7.58,5.99,3.13,4.11,5.71,4.75,78
New Mexico State,WAC,,3,10,-15.89,-2.08,-17.97,19.93,19.94,5.25,5.79,4.14,4.8,4.57,5.11,69
Western Kentucky,Sun Belt,,0,12,-7.49,-13.39,-20.88,29.84,28.82,6.63,7.82,5.5,4.65,5.91,5.97,64
Eastern Michigan,MAC (West),,0,12,-11.74,-11.16,-22.89,26.9,27.94,6.55,7.13,4.5,5.62,5.41,6.03,76
