School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
South Carolina,SEC (East),,0,11,-11.91,3.62,-8.29,26.55,8.26,,,,,,,117
SMU,WAC,,4,6,-9.82,1.06,-8.76,27.34,12.56,,,,,,,8
Arkansas St.,Big West,,4,7,-3.42,-5.4,-8.81,31.81,21.66,,,,,,,122
Army,CUSA,,3,8,-2.87,-6.01,-8.88,33.93,17.85,,,,,,,65
UL Monroe,Ind,,5,6,-10.89,1.28,-9.61,24.67,18.91,,,,,,,130
Bowling Green,MAC (East),,5,6,-1.21,-8.92,-10.13,33.6,22.24,,,,,,,73
San Jose St.,WAC,,3,7,-1.97,-9.12,-11.09,34.91,28.55,,,,,,,91
Ohio,MAC (East),,5,6,-4.86,-6.39,-11.25,31.55,19.77,,,,,,,80
Nevada,Big West,,3,8,0.16,-12.28,-12.12,35.67,28.68,,,,,,,88
Northern Illinois,MAC (West),,5,6,-3.78,-8.44,-12.22,32.05,21.95,,,,,,,79
Eastern Michigan,MAC (West),,4,7,-7.0,-5.91,-12.91,28.46,21.17,,,,,,,76
Tulsa,WAC,,2,9,-4.51,-9.24,-13.75,30.51,26.49,,,,,,,12
Rutgers,Big East,,1,10,-6.12,-7.88,-13.99,30.41,25.48,,,,,,,39
UNLV,MWC,,3,8,-9.74,-4.4,-14.13,25.45,19.79,,,,,,,92
Baylor,Big 12 (South),,1,10,-10.08,-5.89,-15.97,26.59,24.74,,,,,,,41
Middle Tennessee,Ind,,3,8,-6.18,-10.62,-16.8,31.53,27.51,,,,,,,56
Central Michigan,MAC (West),,4,7,-8.36,-8.65,-17.01,26.44,25.01,,,,,,,75
Kent State,MAC (East),,2,9,-8.52,-8.52,-17.05,27.21,25.96,,,,,,,77
Louisiana,Ind,,2,9,-7.38,-10.7,-18.07,26.92,28.82,,,,,,,126
North Texas,Big West,,2,9,-16.28,-3.13,-19.41,18.34,18.39,,,,,,,57
Ball St.,MAC (West),,0,11,-15.0,-8.79,-23.79,20.85,23.69,,,,,,,72
Buffalo,MAC (East),,0,11,-18.33,-10.9,-29.23,16.78,31.23,,,,,,,74
