School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Georgia,SEC (East),,6,6,0,0.64,4.3,4.94,35.66,8.49,,,,,,,111
Stanford,Pac-10,,7,4,1,6.68,-1.82,4.86,41.42,15.25,,,,,,,101
Utah,WAC,,7,4,0,0.91,3.38,4.29,34.76,10.09,,,,,,,104
Air Force,WAC,,8,5,0,7.43,-3.22,4.21,42.15,16.57,,,,,,,83
Arkansas,SEC (West),,8,5,0,0.08,3.66,3.74,35.17,8.45,,,,,,,108
San Diego St.,WAC,,8,4,0,4.48,-0.88,3.59,39.96,15.06,,,,,,,90
Colorado St.,WAC,,8,4,0,-0.78,3.9,3.13,36.89,10.58,,,,,,,85
Arizona St.,Pac-10,,6,5,0,5.78,-2.83,2.94,40.78,17.16,,,,,,,96
North Carolina,ACC,,7,5,0,-2.12,5.07,2.94,35.71,6.93,,,,,,,21
Minnesota,Big Ten,,3,8,0,5.44,-3.2,2.23,42.61,19.82,,,,,,,33
BYU,WAC,,7,4,0,1.11,1.04,2.16,36.51,13.23,,,,,,,66
Kentucky,SEC (East),,4,7,0,-0.47,2.29,1.82,34.75,9.13,,,,,,,112
Louisville,Ind,,7,4,0,-3.79,5.58,1.79,33.58,8.06,,,,,,,18
Army,Ind,,5,5,1,-0.75,2.3,1.55,38.94,10.62,,,,,,,65
Arizona,Pac-10,,6,5,0,-3.56,5.09,1.53,31.1,7.88,,,,,,,95
West Virginia,Big East,,5,6,0,-2.19,3.68,1.49,34.57,9.16,,,,,,,50
Southern Miss,Ind,,6,5,0,1.16,0.03,1.18,37.37,13.58,,,,,,,60
Nevada,Big West,,9,3,0,11.21,-10.21,0.99,43.43,25.0,,,,,,,88
Oklahoma,Big 8,,5,5,1,-3.1,3.99,0.88,32.41,10.55,,,,,,,45
Wyoming,WAC,,6,5,0,1.15,-0.38,0.77,37.4,14.42,,,,,,,94
Ole Miss,SEC (West),,6,5,0,-5.3,5.72,0.42,32.35,8.27,,,,,,,116
South Carolina,SEC (East),,4,6,1,7.68,-7.5,0.18,49.72,24.7,,,,,,,117
Boston College,Big East,,4,8,0,-2.78,2.81,0.03,32.33,11.45,,,,,,,13
Georgia Tech,ACC,,6,5,0,-1.57,1.42,-0.16,35.43,10.94,,,,,,,17
Maryland,ACC,,6,5,0,-4.36,3.23,-1.14,31.22,10.94,,,,,,,30
Indiana,Big Ten,,2,9,0,-3.13,1.31,-1.82,32.48,14.36,,,,,,,28
TCU,SWC,,6,5,0,-2.54,0.63,-1.91,30.79,13.32,,,,,,,47
Washington St.,Pac-10,,3,8,0,-1.14,-0.87,-2.01,34.5,12.71,,,,,,,106
Oklahoma St.,Big 8,,4,8,0,-1.49,-1.4,-2.89,32.77,14.51,,,,,,,46
Navy,Ind,,5,6,0,-8.74,5.29,-3.45,27.09,7.47,,,,,,,7
Ball St.,MAC,,7,4,0,-7.87,3.53,-4.34,23.81,11.21,,,,,,,72
Western Michigan,MAC,,7,4,0,-6.75,2.12,-4.63,26.59,13.53,,,,,,,82
Vanderbilt,SEC (East),,2,9,0,-10.12,5.39,-4.74,25.36,10.57,,,,,,,120
California,Pac-10,,3,8,0,-2.93,-2.07,-5.0,32.49,15.32,,,,,,,97
Mississippi St.,SEC (West),,3,8,0,2.47,-7.52,-5.05,37.88,19.92,,,,,,,114
NC State,ACC,,3,8,0,0.74,-6.11,-5.37,36.87,20.78,,,,,,,20
Louisiana,Big West,,6,5,0,-0.08,-5.34,-5.41,35.37,19.16,,,,,,,126
Pittsburgh,Big East,,2,9,0,-3.63,-2.1,-5.73,32.61,16.11,,,,,,,22
Missouri,Big 8,,3,8,0,-6.65,0.78,-5.87,27.44,14.58,,,,,,,115
Iowa St.,Big 8,,3,8,0,1.55,-7.6,-6.05,35.82,25.08,,,,,,,42
Rutgers,Big East,,4,7,0,5.91,-12.0,-6.09,41.07,26.84,,,,,,,39
Memphis,Ind,,3,8,0,-8.78,2.33,-6.45,26.45,12.03,,,,,,,6
Tulsa,Ind,,4,7,0,-2.96,-3.6,-6.56,31.71,19.33,,,,,,,12
Eastern Michigan,MAC,,6,5,0,3.94,-10.69,-6.75,37.6,27.74,,,,,,,76
Fresno St.,WAC,,5,7,0,2.31,-9.26,-6.95,37.05,23.59,,,,,,,86
Duke,ACC,,3,8,0,2.76,-9.92,-7.16,38.21,22.8,,,,,,,15
Houston,SWC,,2,9,0,-3.79,-3.74,-7.53,30.42,19.84,,,,,,,5
Rice,SWC,,2,8,1,-5.05,-2.99,-8.04,30.17,17.04,,,,,,,59
New Mexico,WAC,,4,7,0,-4.75,-3.39,-8.13,29.23,17.56,,,,,,,89
Temple,Big East,,1,10,0,-3.35,-5.2,-8.55,31.75,19.58,,,,,,,10
Bowling Green,MAC,,5,6,0,-7.45,-2.55,-9.99,25.4,18.43,,,,,,,73
Central Michigan,MAC,,4,7,0,-3.51,-6.84,-10.35,28.33,21.88,,,,,,,75
Louisiana Tech,Big West,,5,6,0,-1.6,-9.63,-11.23,32.04,26.6,,,,,,,54
Hawaii,WAC,,4,8,0,-5.07,-6.38,-11.45,29.52,24.65,,,,,,,87
Utah St.,Big West,,4,7,0,-6.6,-5.1,-11.7,28.21,20.44,,,,,,,93
New Mexico State,Big West,,4,7,0,0.06,-12.53,-12.47,33.79,28.65,,,,,,,69
Arkansas St.,Big West,,6,5,0,-10.46,-2.03,-12.48,24.63,19.54,,,,,,,122
Oregon St.,Pac-10,,1,10,0,-13.6,0.87,-12.73,20.79,11.93,,,,,,,100
Tulane,Ind,,2,9,0,-7.11,-5.83,-12.94,27.66,20.58,,,,,,,11
SMU,SWC,,1,10,0,-7.87,-5.34,-13.21,26.87,22.37,,,,,,,8
Wake Forest,ACC,,1,10,0,-6.86,-7.37,-14.23,29.02,22.08,,,,,,,26
Northern Illinois,Big West,,3,8,0,-6.93,-7.95,-14.88,27.91,28.94,,,,,,,79
Pacific,Big West,,3,8,0,-5.35,-10.26,-15.61,28.48,29.38,,,,,,,376
San Jose St.,Big West,,3,8,0,-5.26,-10.46,-15.72,27.4,26.68,,,,,,,91
Ohio,MAC,,2,8,1,-11.81,-5.95,-17.76,19.87,24.95,,,,,,,80
UL Monroe,Ind,,2,9,0,-7.37,-10.94,-18.31,27.09,28.16,,,,,,,130
Akron,MAC,,2,9,0,-12.24,-6.33,-18.58,20.12,32.79,,,,,,,71
UTEP,WAC,,2,10,0,-5.63,-13.21,-18.84,28.44,30.89,,,,,,,62
North Texas,Ind,,2,9,0,-6.24,-12.79,-19.02,27.15,32.59,,,,,,,57
Kent State,MAC,,1,9,1,-15.13,-6.91,-22.04,16.77,30.85,,,,,,,77
UNLV,Big West,,2,9,0,-11.64,-17.05,-28.69,20.16,41.11,,,,,,,92
