School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Purdue,Big Ten,,4,7,0,-0.57,0.56,-0.01,30.27,13.43,,,,,,,38.0
Vanderbilt,SEC (East),,4,7,0,1.0,-1.18,-0.18,32.69,14.24,,,,,,,120.0
Indiana,Big Ten,,5,6,0,-5.53,5.23,-0.3,25.64,8.63,,,,,,,28.0
Arkansas,SEC (West),,3,7,1,-3.93,3.3,-0.63,28.43,9.37,,,,,,,108.0
Texas Tech,SWC,,5,6,0,4.54,-5.82,-1.28,35.71,19.57,,,,,,,49.0
Rice,SWC,,6,5,0,0.77,-2.11,-1.33,32.5,15.56,,,,,,,59.0
Missouri,Big 8,,3,8,0,0.7,-2.23,-1.53,31.85,15.18,,,,,,,115.0
Houston,SWC,,4,7,0,8.74,-10.39,-1.65,42.79,26.47,,,,,,,5.0
Virginia Tech,Big East,,2,8,1,2.9,-4.83,-1.93,34.78,15.31,,,,,,,25.0
Air Force,WAC,,7,5,0,-3.97,1.94,-2.03,25.48,11.36,,,,,,,83.0
Iowa St.,Big 8,,4,7,0,-0.79,-1.72,-2.51,30.02,13.78,,,,,,,42.0
Oklahoma St.,Big 8,,4,6,1,-6.54,3.87,-2.67,24.87,11.68,,,,,,,46.0
Louisiana Tech,Ind,,5,6,0,-7.53,4.85,-2.68,24.97,8.96,,,,,,,54.0
Kansas St.,Big 8,,5,6,0,-5.2,2.4,-2.8,25.11,11.53,,,,,,,44.0
Wyoming,WAC,,5,7,0,0.67,-3.5,-2.83,31.66,17.67,,,,,,,94.0
Toledo,MAC,,8,3,0,-3.96,0.84,-3.12,27.14,14.17,,,,,,,81.0
Kentucky,SEC (East),,4,7,0,0.19,-3.37,-3.19,31.21,16.62,,,,,,,112.0
Duke,ACC,,2,9,0,2.42,-6.61,-4.2,35.17,17.95,,,,,,,15.0
LSU,SEC (West),,2,9,0,-3.14,-1.06,-4.2,28.36,13.5,,,,,,,113.0
San Jose St.,Big West,,7,4,0,3.74,-8.04,-4.31,33.82,22.5,,,,,,,91.0
Minnesota,Big Ten,,2,9,0,-1.51,-2.95,-4.47,29.26,18.17,,,,,,,33.0
Central Michigan,MAC,,5,6,0,-4.0,-0.54,-4.54,26.1,14.6,,,,,,,75.0
Northwestern,Big Ten,,3,8,0,-0.57,-4.0,-4.57,30.26,22.06,,,,,,,35.0
Utah St.,Big West,,5,6,0,2.02,-7.33,-5.31,34.02,23.47,,,,,,,93.0
Oregon St.,Pac-10,,1,9,1,-2.77,-2.55,-5.32,29.59,18.33,,,,,,,100.0
Tulsa,Ind,,4,7,0,-1.01,-4.79,-5.8,29.01,19.11,,,,,,,12.0
East Carolina,Ind,,5,6,0,3.72,-9.93,-6.21,33.56,25.29,,,,,,,4.0
Colorado St.,WAC,,5,7,0,-0.86,-5.39,-6.25,29.31,19.29,,,,,,,85.0
SMU,SWC,,5,6,0,-5.44,-0.91,-6.35,25.23,16.31,,,,,,,8.0
New Mexico,WAC,,3,8,0,-3.41,-3.02,-6.43,27.54,16.96,,,,,,,89.0
Miami (OH),MAC,,6,4,1,-4.17,-2.8,-6.97,24.12,17.6,,,,,,,78.0
Nevada,Big West,,7,5,0,-0.64,-6.49,-7.13,27.32,19.61,,,,,,,88.0
Western Michigan,MAC,,7,3,1,-7.05,-0.47,-7.52,21.2,16.24,,,,,,,82.0
Akron,MAC,,7,3,1,-5.09,-2.87,-7.97,22.28,17.42,,,,,,,71.0
Cincinnati,Ind,,3,8,0,-5.38,-2.64,-8.02,25.93,17.04,,,,,,,2.0
Pittsburgh,Big East,,3,9,0,-0.54,-8.1,-8.64,31.77,24.73,,,,,,,22.0
Pacific,Big West,,3,8,0,-4.41,-4.86,-9.27,26.85,18.49,,,,,,,376.0
UNLV,Big West,,6,5,0,-6.13,-3.4,-9.53,24.3,22.61,,,,,,,92.0
Tulane,Ind,,2,9,0,-6.07,-3.46,-9.53,25.06,22.44,,,,,,,11.0
Northern Illinois,Ind,,5,6,0,-7.09,-2.48,-9.57,22.96,16.63,,,,,,,79.0
Army,Ind,,5,6,0,-4.64,-5.07,-9.71,26.04,18.87,,,,,,,65.0
TCU,SWC,,2,8,1,-4.33,-5.38,-9.71,26.22,19.23,,,,,,,47.0
Ball St.,MAC,,5,6,0,-8.0,-2.01,-10.01,20.52,19.82,,,,,,,72.0
New Mexico State,Big West,,6,5,0,0.05,-10.07,-10.03,30.27,25.92,,,,,,,69.0
UTEP,WAC,,1,10,0,-1.96,-11.59,-13.55,28.6,25.24,,,,,,,62.0
Navy,Ind,,1,10,0,-9.83,-4.36,-14.18,20.95,20.82,,,,,,,7.0
Temple,Big East,,1,10,0,-10.96,-3.83,-14.78,21.63,23.86,,,,,,,10.0
Louisiana,Ind,,2,9,0,-12.73,-6.24,-18.96,16.33,23.06,,,,,,,126.0
Cal State Fullerton,Big West,,2,9,0,-13.95,-6.03,-19.97,15.59,24.91,,,,,,,
Ohio,MAC,,1,10,0,-12.87,-7.58,-20.45,16.48,22.18,,,,,,,80.0
Kent State,MAC,,2,9,0,-12.91,-7.9,-20.8,15.75,26.25,,,,,,,77.0
Arkansas St.,Ind,,2,9,0,-13.1,-9.19,-22.28,17.03,32.65,,,,,,,122.0
Eastern Michigan,MAC,,1,10,0,-12.89,-10.28,-23.17,16.69,29.3,,,,,,,76.0
