School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Rice,SWC,,4,5,1,1.3,6.05,7.35,25.28,-0.19,,,,,,,59.0
Arizona St.,WAC,,8,2,0,7.45,-0.21,7.24,30.83,5.77,,,,,,,96.0
Princeton,Ivy,,9,0,0,2.0,5.19,7.2,29.55,-0.22,,,,,,,171.0
Arizona,WAC,,6,3,1,-0.66,7.83,7.18,23.72,-1.86,,,,,,,95.0
Texas Tech,SWC,,6,4,1,1.03,6.1,7.13,26.39,-0.17,,,,,,,49.0
Baylor,SWC,,5,5,0,7.96,-0.83,7.12,30.5,6.45,,,,,,,41.0
Miami (FL),Ind,,4,5,1,3.91,2.98,6.89,27.55,1.94,,,,,,,19.0
California,AAWU,,3,7,0,6.88,-0.03,6.86,30.07,5.37,,,,,,,97.0
Mississippi St.,SEC,,4,6,0,4.9,1.59,6.49,29.81,2.56,,,,,,,114.0
Indiana,Big Ten,,2,7,0,7.98,-1.81,6.17,31.65,7.23,,,,,,,28.0
Cincinnati,MVC,,8,2,0,3.32,2.59,5.91,27.12,2.26,,,,,,,2.0
North Carolina,ACC,,5,5,0,5.2,0.59,5.78,28.74,4.6,,,,,,,21.0
Pittsburgh,Ind,,3,5,2,2.43,3.29,5.72,26.36,2.27,,,,,,,22.0
Air Force,Ind,,4,5,1,1.7,3.9,5.6,24.85,2.48,,,,,,,83.0
Utah St.,Ind,,5,4,1,5.23,0.36,5.59,37.63,5.81,,,,,,,93.0
Kansas,Big 8,,6,4,0,2.25,3.15,5.4,25.19,2.99,,,,,,,43.0
Northwestern,Big Ten,,3,6,0,3.03,2.31,5.35,25.0,4.3,,,,,,,35.0
New Mexico,WAC,,9,2,0,0.88,4.31,5.2,23.72,1.38,,,,,,,89.0
Maryland,ACC,,5,5,0,1.97,2.99,4.96,25.36,2.26,,,,,,,30.0
UCLA,AAWU,,4,6,0,6.25,-1.42,4.83,29.45,8.31,,,,,,,102.0
Bowling Green,MAC,,9,1,0,4.65,-0.11,4.55,30.75,7.21,,,,,,,73.0
Oklahoma St.,Big 8,,4,6,0,6.0,-1.58,4.42,28.84,7.02,,,,,,,46.0
Navy,Ind,,3,6,1,3.07,1.25,4.32,27.26,5.61,,,,,,,7.0
Villanova,Ind,,6,2,0,0.41,3.9,4.3,27.94,1.58,,,,,,,162.0
Kentucky,SEC,,5,5,0,5.66,-2.03,3.63,28.76,9.22,,,,,,,112.0
Tennessee,SEC,,4,5,1,-1.59,5.02,3.42,21.14,1.12,,,,,,,118.0
Boston College,Ind,,6,3,0,0.8,2.44,3.25,23.46,2.31,,,,,,,13.0
Wisconsin,Big Ten,,3,6,0,2.67,0.22,2.89,25.58,6.83,,,,,,,40.0
Duke,ACC,,4,5,1,-0.58,2.37,1.79,24.24,4.21,,,,,,,15.0
Vanderbilt,SEC,,3,6,1,-3.1,4.71,1.61,20.25,0.53,,,,,,,120.0
TCU,SWC,,4,6,0,0.68,0.83,1.51,23.43,5.2,,,,,,,47.0
Idaho,Ind,,4,6,0,-0.63,1.89,1.26,23.44,2.71,,,,,,,133.0
Tulane,SEC,,3,7,0,-2.44,3.52,1.09,21.78,2.69,,,,,,,11.0
Army,Ind,,4,6,0,-0.88,1.64,0.76,22.56,3.69,,,,,,,65.0
Texas A&M,SWC,,1,9,0,-0.74,1.06,0.32,23.25,3.8,,,,,,,119.0
Colorado,Big 8,,2,8,0,-0.19,0.45,0.27,22.94,3.86,,,,,,,98.0
Virginia Tech,Southern,,6,4,0,3.95,-3.69,0.26,28.11,9.41,,,,,,,25.0
Wake Forest,ACC,,5,5,0,3.11,-3.54,-0.44,26.32,9.41,,,,,,,26.0
Miami (OH),MAC,,6,3,1,3.38,-3.85,-0.48,26.45,9.68,,,,,,,78.0
Houston,Ind,,2,6,1,0.49,-1.18,-0.69,25.14,5.74,,,,,,,5.0
NC State,ACC,,5,5,0,0.01,-1.0,-0.99,21.81,7.72,,,,,,,20.0
Memphis,Ind,,5,4,0,-2.36,1.22,-1.14,22.93,3.57,,,,,,,6.0
Kansas St.,Big 8,,3,7,0,-4.25,2.74,-1.5,18.09,6.88,,,,,,,44.0
West Virginia,Southern,,7,4,0,1.37,-3.02,-1.65,23.22,9.27,,,,,,,50.0
Southern Miss,Ind,,6,3,0,-1.47,-0.73,-2.2,23.18,9.38,,,,,,,60.0
Clemson,ACC,,3,7,0,-4.99,2.77,-2.22,18.9,5.15,,,,,,,14.0
Dartmouth,Ivy,,6,3,0,2.12,-4.35,-2.23,30.35,10.03,,,,,,,168.0
Colgate,Ind,,7,2,0,-6.72,4.39,-2.33,17.91,0.93,,,,,,,211.0
South Carolina,ACC,,3,5,2,-1.79,-0.95,-2.74,20.86,7.42,,,,,,,117.0
Washington St.,AAWU,,3,6,1,2.93,-5.91,-2.99,28.19,12.34,,,,,,,106.0
SMU,SWC,,1,9,0,-4.51,1.34,-3.17,19.46,5.7,,,,,,,8.0
Cornell,Ivy,,3,5,1,2.22,-5.86,-3.64,28.68,8.76,,,,,,,167.0
George Washington,Southern,,5,4,0,-1.64,-2.12,-3.76,21.66,8.35,,,,,,,
Ohio,MAC,,5,4,1,-5.63,1.45,-4.19,15.79,4.56,,,,,,,80.0
Iowa St.,Big 8,,1,8,1,-5.23,0.82,-4.41,18.49,5.7,,,,,,,42.0
Yale,Ivy,,6,2,1,-0.73,-3.71,-4.44,25.08,8.23,,,,,,,172.0
Virginia,ACC,,5,5,0,2.04,-6.71,-4.67,23.78,13.48,,,,,,,24.0
BYU,WAC,,3,6,1,1.99,-6.74,-4.75,25.31,13.61,,,,,,,66.0
Harvard,Ivy,,6,3,0,-5.39,-0.09,-5.49,18.96,7.05,,,,,,,169.0
Wichita State,MVC,,4,6,0,-3.93,-2.61,-6.54,18.97,9.04,,,,,,,
New Mexico State,Ind,,6,4,0,-6.35,-0.48,-6.83,17.24,12.4,,,,,,,69.0
Marshall,MAC,,7,3,0,-7.37,0.52,-6.85,15.05,6.22,,,,,,,55.0
Brown,Ivy,,5,4,0,-5.44,-1.64,-7.09,17.54,6.22,,,,,,,165.0
Detroit Mercy,Ind,,3,7,0,-4.85,-2.32,-7.16,19.09,8.13,,,,,,,
Colorado St.,Ind,,5,6,0,-5.82,-1.61,-7.42,16.64,9.82,,,,,,,85.0
Buffalo,Ind,,4,4,1,-3.89,-4.51,-8.4,22.36,8.43,,,,,,,74.0
San Jose St.,Ind,,4,6,0,-3.89,-4.7,-8.58,17.92,9.71,,,,,,,91.0
Holy Cross,Ind,,5,5,0,-5.18,-4.28,-9.46,19.4,10.29,,,,,,,214.0
Rutgers,Ind,,6,3,0,-3.64,-6.37,-10.01,17.92,11.69,,,,,,,39.0
Columbia,Ivy,,2,6,1,-0.8,-9.61,-10.4,23.32,14.76,,,,,,,166.0
Xavier,Ind,,4,5,1,-2.8,-8.55,-11.35,20.13,15.33,,,,,,,
Citadel,Southern,,4,6,0,-9.92,-1.98,-11.9,14.77,9.67,,,,,,,228.0
William & Mary,Southern,,4,6,0,-5.44,-6.67,-12.11,17.41,13.29,,,,,,,163.0
Kent State,MAC,,3,5,1,-9.45,-2.69,-12.14,12.77,9.74,,,,,,,77.0
West Texas A&M,Ind,,4,6,0,-5.79,-7.08,-12.87,17.05,18.89,,,,,,,416.0
UTEP,Ind,,0,8,2,-7.7,-5.58,-13.28,14.49,14.47,,,,,,,62.0
North Texas,MVC,,2,7,1,-10.24,-3.67,-13.92,10.98,11.16,,,,,,,57.0
Toledo,MAC,,2,8,0,-3.84,-10.2,-14.04,19.25,14.94,,,,,,,81.0
Dayton,Ind,,3,7,0,-7.29,-6.9,-14.19,17.36,14.31,,,,,,,219.0
Western Michigan,MAC,,3,6,0,-9.39,-7.43,-16.82,12.51,16.53,,,,,,,82.0
VMI,Southern,,1,9,0,-7.63,-10.84,-18.47,16.86,15.01,,,,,,,233.0
Richmond,Southern,,3,7,0,-5.73,-13.92,-19.65,16.88,20.06,,,,,,,159.0
Louisville,MVC,,1,9,0,-11.54,-9.34,-20.88,11.38,18.29,,,,,,,18.0
Penn,Ivy,,1,8,0,-13.51,-8.17,-21.68,10.16,17.57,,,,,,,170.0
Furman,Southern,,3,7,0,-8.86,-13.39,-22.25,13.08,20.44,,,,,,,230.0
Davidson,Southern,,3,6,0,-13.78,-9.75,-23.52,8.4,17.58,,,,,,,218.0
Boston University,Ind,,2,7,0,-12.43,-11.59,-24.02,11.48,19.6,,,,,,,
Pacific,Ind,,1,9,0,-13.99,-12.45,-26.44,9.46,26.79,,,,,,,376.0
Lehigh,Ind,,1,7,1,-15.54,-11.6,-27.14,7.35,25.27,,,,,,,216.0
