School,Conf,AP Rank,Won,Lost,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Southern Miss,CUSA,,7,5,0.13,6.21,6.34,42.34,7.09,,,,,,,60
Mississippi St.,SEC (West),,8,5,-1.1,7.31,6.21,39.6,5.97,,,,,,,114
Texas Tech,Big 12 (South),,7,5,3.51,2.58,6.09,42.1,8.96,,,,,,,49
Oklahoma St.,Big 12 (South),,5,6,6.83,-0.78,6.05,43.8,11.25,,,,,,,46
Colorado St.,WAC (Mountain),,8,4,4.04,1.72,5.76,40.77,11.17,,,,,,,85
LSU,SEC (West),,4,7,6.55,-0.79,5.75,46.16,12.14,,,,,,,113
Alabama,SEC (West),,7,5,2.06,3.32,5.38,38.32,9.67,,,,,,,107
BYU,WAC (Pacific),,9,5,1.8,2.42,4.22,37.69,10.49,,,,,,,66
NC State,ACC,,7,5,8.19,-3.99,4.2,43.89,15.47,,,,,,,20
Washington,Pac-10,,6,6,3.06,1.04,4.1,41.03,12.26,,,,,,,105
Minnesota,Big Ten,,5,6,-0.89,4.01,3.12,36.83,8.83,,,,,,,33
Arizona St.,Pac-10,,5,6,7.58,-4.61,2.98,45.34,17.65,,,,,,,96
Central Florida,Ind,,9,2,2.39,0.56,2.95,40.88,13.03,,,,,,,1
TCU,WAC (Mountain),,7,5,0.95,1.15,2.1,36.35,10.31,,,,,,,47
Auburn,SEC (West),,3,8,-5.43,7.21,1.78,31.4,3.65,,,,,,,109
California,Pac-10,,5,6,-3.91,5.59,1.68,31.55,7.19,,,,,,,97
Oklahoma,Big 12 (South),,5,6,-3.82,5.44,1.62,33.62,7.36,,,,,,,45
North Carolina,ACC,,7,5,0.84,0.77,1.61,36.95,11.66,,,,,,,21
Oregon St.,Pac-10,,5,6,1.07,0.44,1.51,39.08,10.57,,,,,,,100
Ole Miss,SEC (West),,7,5,1.17,0.29,1.46,37.15,13.09,,,,,,,116
Miami (OH),MAC (East),,10,1,-4.27,5.66,1.39,32.9,9.54,,,,,,,78
Wyoming,WAC (Mountain),,8,3,-3.59,4.85,1.26,31.76,8.4,,,,,,,94
Indiana,Big Ten,,4,7,-0.99,1.77,0.78,35.69,12.17,,,,,,,28
Utah,WAC (Pacific),,7,4,1.23,-0.65,0.58,38.57,12.83,,,,,,,104
Rice,WAC (Mountain),,5,6,-1.24,1.77,0.53,34.36,10.97,,,,,,,59
San Diego St.,WAC (Pacific),,7,5,-2.86,3.28,0.42,32.74,9.88,,,,,,,90
Marshall,MAC (East),,12,1,0.08,-0.12,-0.04,34.32,15.03,,,,,,,55
Louisville,CUSA,,7,5,10.49,-10.76,-0.28,48.27,25.46,,,,,,,18
Louisiana Tech,Ind,,6,6,8.92,-9.63,-0.7,52.28,24.94,,,,,,,54
Kansas,Big 12 (North),,4,7,2.72,-3.46,-0.74,41.94,17.44,,,,,,,43
Fresno St.,WAC (Pacific),,5,6,-3.22,2.13,-1.09,34.41,10.7,,,,,,,86
Boston College,Big East,,4,7,-0.53,-1.2,-1.73,36.0,12.51,,,,,,,13
Clemson,ACC,,3,8,-4.75,2.8,-1.95,32.76,12.2,,,,,,,14
Baylor,Big 12 (South),,2,9,-3.05,0.6,-2.45,34.9,11.25,,,,,,,41
SMU,WAC (Mountain),,5,7,-6.33,3.74,-2.6,30.26,9.29,,,,,,,8
Iowa St.,Big 12 (North),,3,8,-2.16,-0.45,-2.61,36.25,14.3,,,,,,,42
Stanford,Pac-10,,3,8,1.54,-4.24,-2.7,38.07,17.56,,,,,,,101
Idaho,Big West,,9,3,0.93,-4.3,-3.37,38.58,18.97,,,,,,,133
Iowa,Big Ten,,3,8,-5.54,1.89,-3.65,31.61,12.45,,,,,,,29
Houston,CUSA,,3,8,-0.76,-2.96,-3.72,35.48,16.11,,,,,,,5
Bowling Green,MAC (East),,5,6,-0.55,-3.46,-4.0,35.28,21.61,,,,,,,73
Toledo,MAC (West),,7,5,-8.54,4.52,-4.02,25.54,11.77,,,,,,,81
Tulsa,WAC (Mountain),,4,7,-5.19,0.88,-4.31,33.37,12.85,,,,,,,12
Nevada,Big West,,6,5,1.22,-5.66,-4.45,41.8,20.08,,,,,,,88
East Carolina,CUSA,,6,5,-1.81,-3.17,-4.98,33.58,17.06,,,,,,,4
Washington St.,Pac-10,,3,8,-4.06,-1.69,-5.75,32.59,16.3,,,,,,,106
Northwestern,Big Ten,,3,9,-4.88,-1.4,-6.28,32.54,15.6,,,,,,,35
Wake Forest,ACC,,3,8,-2.62,-3.83,-6.45,33.7,17.7,,,,,,,26
Army,CUSA,,3,8,-1.9,-4.71,-6.61,33.11,16.39,,,,,,,65
Maryland,ACC,,3,8,-6.24,-0.67,-6.9,30.22,13.58,,,,,,,30
Duke,ACC,,4,7,-3.75,-3.18,-6.93,32.68,18.01,,,,,,,15
South Carolina,SEC (East),,1,10,-2.86,-4.1,-6.96,33.16,17.46,,,,,,,117
San Jose St.,WAC (Pacific),,4,8,-3.05,-4.21,-7.26,33.3,21.28,,,,,,,91
Ohio,MAC (East),,5,6,-3.45,-4.13,-7.58,30.33,20.86,,,,,,,80
Western Michigan,MAC (West),,7,4,4.79,-12.71,-7.92,36.82,27.56,,,,,,,82
Illinois,Big Ten,,3,8,-8.84,0.91,-7.93,27.62,15.15,,,,,,,27
Rutgers,Big East,,5,6,-6.28,-2.16,-8.44,29.43,20.32,,,,,,,39
Pittsburgh,Big East,,2,9,-3.83,-4.9,-8.74,33.44,17.8,,,,,,,22
UTEP,WAC (Pacific),,3,8,-5.89,-3.02,-8.91,29.92,16.47,,,,,,,62
Memphis,CUSA,,2,9,-4.76,-4.21,-8.97,30.94,17.79,,,,,,,6
UAB,Ind,,4,7,-6.02,-3.52,-9.54,30.41,17.51,,,,,,,61
UL Monroe,Ind,,5,6,-8.19,-1.78,-9.97,27.31,18.67,,,,,,,130
Boise St.,Big West,,6,5,-0.25,-10.15,-10.39,34.48,23.51,,,,,,,84
Utah St.,Big West,,3,8,-6.97,-4.03,-11.0,29.21,17.77,,,,,,,93
Vanderbilt,SEC (East),,2,9,-9.22,-2.02,-11.23,26.91,19.52,,,,,,,120
Navy,Ind,,3,8,-1.89,-9.45,-11.34,33.09,24.12,,,,,,,7
New Mexico State,Big West,,3,8,3.04,-14.67,-11.63,37.96,28.14,,,,,,,69
Central Michigan,MAC (West),,6,5,-9.13,-2.97,-12.1,24.7,20.27,,,,,,,75
North Texas,Big West,,3,8,-11.24,-1.22,-12.45,25.52,14.29,,,,,,,57
Temple,Big East,,2,9,-5.87,-7.31,-13.18,29.26,21.82,,,,,,,10
Akron,MAC (East),,4,7,-5.52,-7.89,-13.41,29.02,24.7,,,,,,,71
New Mexico,WAC (Pacific),,3,9,-4.16,-9.37,-13.53,31.78,24.47,,,,,,,89
Cincinnati,CUSA,,2,9,-3.92,-9.99,-13.91,33.28,28.39,,,,,,,2
UNLV,WAC (Mountain),,0,11,-7.5,-7.93,-15.43,29.18,23.65,,,,,,,92
Arkansas St.,Ind,,4,8,-11.33,-4.95,-16.28,22.42,22.97,,,,,,,122
Louisiana,Ind,,2,9,-8.48,-8.35,-16.84,26.56,29.69,,,,,,,126
Northern Illinois,MAC (West),,2,9,-12.56,-5.19,-17.75,21.53,23.01,,,,,,,79
Eastern Michigan,MAC (West),,3,8,-8.96,-9.31,-18.27,23.74,25.51,,,,,,,76
Ball St.,MAC (West),,1,10,-13.48,-8.4,-21.88,20.73,26.0,,,,,,,72
Hawaii,WAC (Pacific),,0,12,-11.8,-10.29,-22.08,24.18,26.45,,,,,,,87
Kent State,MAC (East),,0,11,-15.07,-12.02,-27.09,19.0,35.71,,,,,,,77
