School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Mississippi St.,SEC,,3,8,0,3.12,-0.11,3.01,33.37,12.81,,,,,,,114.0
Ole Miss,SEC,,6,6,0,-0.8,3.05,2.25,27.68,11.15,,,,,,,116.0
USC,Pac-10,,4,6,1,0.31,1.74,2.05,30.17,10.83,,,,,,,103.0
Vanderbilt,SEC,,2,9,0,1.47,0.4,1.87,30.68,12.34,,,,,,,120.0
Toledo,MAC,,9,2,0,-0.84,2.47,1.64,28.25,13.34,,,,,,,81.0
Southern Illinois,MVC,,13,1,0,-0.01,1.64,1.63,32.34,12.27,,,,,,,189.0
California,Pac-10,,5,5,1,1.45,-0.12,1.33,30.42,12.66,,,,,,,97.0
Cincinnati,Ind,,4,6,1,-0.65,1.94,1.29,29.15,12.49,,,,,,,2.0
Tulane,Ind,,4,7,0,-0.41,1.48,1.07,28.72,10.82,,,,,,,11.0
Wyoming,WAC,,7,5,0,3.2,-2.22,0.98,32.53,18.42,,,,,,,94.0
Arkansas,SWC,,6,5,0,-2.47,3.43,0.96,26.86,9.85,,,,,,,108.0
Texas A&M,SWC,,5,5,1,-2.28,3.11,0.83,28.35,10.2,,,,,,,119.0
Michigan St.,Big Ten,,4,6,1,-5.05,5.69,0.64,20.83,10.32,,,,,,,32.0
Virginia,ACC,,6,5,0,1.96,-1.64,0.32,31.18,16.05,,,,,,,24.0
Kansas,Big 8,,4,6,1,3.2,-3.36,-0.16,35.18,18.46,,,,,,,43.0
Georgia Tech,ACC,,3,8,0,2.38,-2.64,-0.26,31.65,15.99,,,,,,,17.0
Bowling Green,MAC,,8,3,0,2.8,-3.29,-0.49,30.16,18.31,,,,,,,73.0
Purdue,Big Ten,,3,7,1,5.47,-6.0,-0.53,32.29,23.21,,,,,,,38.0
Temple,Ind,,4,7,0,-1.93,1.39,-0.55,26.68,12.12,,,,,,,10.0
Duke,ACC,,3,8,0,4.99,-5.59,-0.6,34.0,20.82,,,,,,,15.0
Tulsa,MVC,,8,3,0,0.13,-0.79,-0.66,30.36,14.51,,,,,,,12.0
Utah,WAC,,5,6,0,1.91,-2.77,-0.86,33.28,18.73,,,,,,,104.0
NC State,ACC,,3,8,0,-2.0,0.95,-1.05,29.4,12.19,,,,,,,20.0
UNLV,PCAA,,7,4,0,-1.06,-0.17,-1.23,27.65,13.84,,,,,,,92.0
Colorado,Big 8,,4,7,0,2.78,-4.56,-1.79,32.42,20.72,,,,,,,98.0
Wake Forest,ACC,,4,7,0,2.58,-4.78,-2.2,31.24,16.85,,,,,,,26.0
Hawaii,WAC,,5,5,1,-0.94,-1.47,-2.41,28.17,15.45,,,,,,,87.0
Long Beach State,PCAA,,8,4,0,-3.47,0.88,-2.59,25.02,12.8,,,,,,,
New Mexico,WAC,,6,6,0,-4.43,1.61,-2.82,24.88,13.17,,,,,,,89.0
Indiana State,MVC,,9,4,0,-3.69,0.13,-3.56,24.2,13.04,,,,,,,183.0
Utah St.,PCAA,,5,6,0,-4.29,0.69,-3.6,24.23,11.66,,,,,,,93.0
Iowa St.,Big 8,,4,7,0,3.24,-7.72,-4.49,31.93,23.97,,,,,,,42.0
San Jose St.,PCAA,,5,6,0,0.86,-5.36,-4.5,30.49,19.15,,,,,,,91.0
Fresno St.,PCAA,,6,5,0,-2.15,-3.09,-5.25,25.38,16.84,,,,,,,86.0
Oregon,Pac-10,,4,6,1,-7.98,2.72,-5.26,21.03,10.67,,,,,,,99.0
Navy,Ind,,3,8,0,-2.3,-3.35,-5.64,27.92,17.24,,,,,,,7.0
Rutgers,Ind,,3,8,0,-2.59,-3.33,-5.92,25.92,16.15,,,,,,,39.0
Illinois State,MVC,,6,4,1,0.53,-6.59,-6.06,29.96,20.16,,,,,,,182.0
Indiana,Big Ten,,3,8,0,-1.03,-5.05,-6.08,25.15,22.56,,,,,,,28.0
Miami (OH),MAC,,4,7,0,-7.17,0.78,-6.39,20.66,12.97,,,,,,,78.0
Louisville,Ind,,3,8,0,-2.33,-4.14,-6.47,27.26,23.02,,,,,,,18.0
Cal State Fullerton,PCAA,,7,5,0,-5.84,-1.05,-6.89,21.23,15.74,,,,,,,
Texas Tech,SWC,,3,7,1,-5.44,-1.92,-7.36,23.4,16.14,,,,,,,49.0
Houston,SWC,,4,7,0,1.42,-8.82,-7.4,30.72,21.73,,,,,,,5.0
Kansas St.,Big 8,,3,8,0,-1.88,-5.61,-7.48,26.37,19.51,,,,,,,44.0
TCU,SWC,,1,8,2,-5.96,-2.02,-7.97,23.77,16.27,,,,,,,47.0
Western Michigan,MAC,,6,5,0,-6.14,-2.16,-8.29,19.92,16.32,,,,,,,82.0
Stanford,Pac-10,,1,10,0,-4.87,-3.5,-8.36,25.05,16.47,,,,,,,101.0
William & Mary,Ind,,6,5,0,1.21,-9.59,-8.37,28.7,25.51,,,,,,,163.0
Colorado St.,WAC,,5,7,0,-4.09,-4.41,-8.51,22.91,18.99,,,,,,,85.0
Ball St.,MAC,,6,5,0,-0.71,-8.9,-9.61,26.24,25.5,,,,,,,72.0
Louisiana,Ind,,4,6,0,-4.34,-5.5,-9.85,23.98,18.12,,,,,,,126.0
Northwestern,Big Ten,,2,9,0,-8.78,-1.88,-10.66,17.87,26.03,,,,,,,35.0
San Diego St.,WAC,,2,9,1,-3.98,-6.76,-10.74,24.95,21.19,,,,,,,90.0
Ohio,MAC,,4,7,0,-7.14,-4.08,-11.22,20.07,21.33,,,,,,,80.0
Minnesota,Big Ten,,1,10,0,-2.16,-9.99,-12.14,24.54,35.94,,,,,,,33.0
Oregon St.,Pac-10,,2,8,1,-6.24,-5.9,-12.14,24.49,22.34,,,,,,,100.0
Kent State,MAC,,1,10,0,-8.23,-5.83,-14.06,19.56,21.42,,,,,,,77.0
Pacific,PCAA,,3,9,0,-4.7,-9.87,-14.57,23.81,25.23,,,,,,,376.0
Wichita State,MVC,,3,8,0,-3.71,-10.94,-14.65,25.76,27.75,,,,,,,
Richmond,Ind,,3,8,0,-8.23,-6.64,-14.87,20.07,22.55,,,,,,,159.0
UTEP,WAC,,2,10,0,-6.46,-8.49,-14.95,21.6,22.51,,,,,,,62.0
Army,Ind,,2,9,0,-8.77,-6.81,-15.58,19.12,21.13,,,,,,,65.0
New Mexico State,MVC,,5,6,0,-8.47,-7.69,-16.16,19.85,24.71,,,,,,,69.0
Rice,SWC,,1,10,0,-11.52,-5.69,-17.21,16.66,23.49,,,,,,,59.0
Eastern Michigan,MAC,,1,10,0,-12.01,-7.74,-19.74,15.33,22.83,,,,,,,76.0
West Texas A&M,MVC,,0,10,1,-12.49,-12.5,-24.99,15.02,25.88,,,,,,,416.0
Drake,MVC,,1,10,0,-14.2,-12.28,-26.48,13.84,28.9,,,,,,,220.0
