School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
Auburn,SEC,,3,8,0,2.31,0.11,2.42,29.81,11.05,,,,,,,109.0
Louisiana,Southland,,9,2,0,0.16,2.12,2.29,26.69,9.6,,,,,,,126.0
Appalachian St.,Southern,,6,4,1,1.03,1.11,2.14,32.28,10.98,,,,,,,121.0
San Jose St.,PCAA,,7,4,0,5.85,-3.76,2.09,36.05,16.6,,,,,,,91.0
NC State,ACC,,3,7,1,3.8,-1.77,2.03,30.97,13.31,,,,,,,20.0
Furman,Southern,,6,4,1,-0.38,2.14,1.75,28.01,8.98,,,,,,,230.0
North Texas,Ind,,6,5,0,-4.66,6.33,1.67,24.27,5.73,,,,,,,57.0
Brown,Ivy,,8,1,0,-1.86,2.84,0.98,22.27,9.92,,,,,,,165.0
Indiana,Big Ten,,5,6,0,-2.82,3.68,0.86,24.2,9.27,,,,,,,28.0
San Diego St.,Ind,,10,1,0,-5.16,5.8,0.64,20.01,6.39,,,,,,,90.0
Wyoming,WAC,,8,4,0,0.78,-1.01,-0.23,27.37,13.76,,,,,,,94.0
SMU,SWC,,3,8,0,3.53,-3.79,-0.26,29.43,19.53,,,,,,,8.0
Washington St.,Pac-8,,3,8,0,4.26,-4.79,-0.53,32.32,17.92,,,,,,,106.0
Kansas St.,Big 8,,1,10,0,0.04,-0.76,-0.73,27.92,14.95,,,,,,,44.0
Harvard,Ivy,,6,3,0,-1.72,0.95,-0.78,23.77,11.87,,,,,,,169.0
Arizona,WAC,,5,6,0,2.98,-4.05,-1.07,32.01,15.99,,,,,,,95.0
McNeese State,Southland,,10,2,0,0.79,-2.25,-1.47,24.99,15.16,,,,,,,241.0
Villanova,Ind,,6,4,1,1.87,-3.5,-1.63,28.18,15.82,,,,,,,162.0
Louisiana Tech,Southland,,6,5,0,6.18,-7.88,-1.7,34.54,19.95,,,,,,,54.0
Oregon,Pac-8,,4,7,0,-5.33,3.4,-1.93,22.36,12.93,,,,,,,99.0
Vanderbilt,SEC,,2,9,0,-0.47,-1.49,-1.95,26.91,14.67,,,,,,,120.0
Citadel,Southern,,6,5,0,-3.26,1.0,-2.27,22.96,10.38,,,,,,,228.0
Arizona St.,WAC,,4,7,0,0.16,-2.97,-2.81,26.8,13.37,,,,,,,96.0
Army,Ind,,5,6,0,0.93,-3.89,-2.96,26.28,16.8,,,,,,,65.0
Louisville,Ind,,4,7,0,-3.49,0.07,-3.42,23.41,12.73,,,,,,,18.0
Tulane,Ind,,2,9,0,-2.33,-1.19,-3.52,24.45,12.4,,,,,,,11.0
Syracuse,Ind,,3,8,0,-1.96,-1.75,-3.72,24.17,14.6,,,,,,,23.0
Colorado St.,WAC,,6,5,0,-3.39,-0.46,-3.85,21.98,12.38,,,,,,,85.0
Southern Miss,Ind,,2,9,0,-3.29,-0.56,-3.86,23.5,15.49,,,,,,,60.0
Kent State,MAC,,8,4,0,-2.76,-1.18,-3.93,23.13,15.16,,,,,,,77.0
New Mexico,WAC,,4,7,0,-0.74,-3.2,-3.93,25.69,14.24,,,,,,,89.0
Northwestern,Big Ten,,1,10,0,-3.67,-0.6,-4.27,23.81,15.39,,,,,,,35.0
Ball St.,MAC,,8,3,0,-5.06,0.44,-4.63,22.35,12.06,,,,,,,72.0
Ohio,MAC,,7,4,0,-3.75,-1.08,-4.83,23.95,15.25,,,,,,,80.0
Temple,Ind,,4,6,0,-2.15,-2.74,-4.89,23.75,15.88,,,,,,,10.0
Colgate,Ind,,8,2,0,-5.63,0.66,-4.97,19.16,12.25,,,,,,,211.0
Oregon St.,Pac-8,,2,10,0,-3.77,-1.73,-5.5,25.49,15.65,,,,,,,100.0
Fresno St.,PCAA,,5,6,0,-3.87,-1.66,-5.53,24.43,13.66,,,,,,,86.0
VMI,Southern,,5,5,0,-4.69,-0.85,-5.54,22.05,15.29,,,,,,,233.0
Western Michigan,MAC,,7,4,0,-0.69,-4.9,-5.59,24.91,18.6,,,,,,,82.0
Chattanooga,Ind,,6,4,1,-2.91,-2.87,-5.78,23.28,16.73,,,,,,,227.0
Long Beach State,PCAA,,8,3,0,-6.11,0.29,-5.82,20.27,12.78,,,,,,,
Rice,SWC,,3,8,0,5.41,-11.52,-6.11,31.1,26.14,,,,,,,59.0
Bowling Green,MAC,,6,5,0,2.79,-8.92,-6.13,28.69,21.77,,,,,,,73.0
Arkansas St.,Southland,,5,6,0,-0.35,-6.44,-6.79,26.03,18.91,,,,,,,122.0
Air Force,Ind,,4,7,0,-3.81,-3.34,-7.15,23.17,16.78,,,,,,,83.0
Texas-Arlington,Southland,,5,6,0,-0.57,-7.26,-7.83,24.84,19.25,,,,,,,
Virginia,ACC,,2,9,0,-6.26,-2.25,-8.51,19.91,15.32,,,,,,,24.0
TCU,SWC,,0,11,0,-2.83,-6.07,-8.9,23.79,26.23,,,,,,,47.0
West Texas A&M,MVC,,4,5,2,-2.84,-6.42,-9.26,21.85,20.27,,,,,,,416.0
Cornell,Ivy,,2,7,0,-6.46,-3.48,-9.93,19.34,17.33,,,,,,,167.0
Miami (OH),MAC,,3,8,0,-7.24,-2.72,-9.96,19.32,15.36,,,,,,,78.0
Utah,WAC,,3,8,0,1.87,-12.22,-10.35,27.53,24.27,,,,,,,104.0
Northwestern State,Ind,,5,5,0,-8.26,-2.18,-10.44,19.89,15.72,,,,,,,243.0
Southern Illinois,Ind,,7,4,0,-6.44,-4.55,-10.99,21.1,20.67,,,,,,,189.0
Utah St.,Ind,,3,8,0,-6.0,-5.18,-11.18,20.34,18.43,,,,,,,93.0
Princeton,Ivy,,2,7,0,-11.08,-0.85,-11.93,13.89,14.28,,,,,,,171.0
Penn,Ivy,,3,6,0,-8.94,-3.14,-12.08,14.64,15.75,,,,,,,170.0
Holy Cross,Ind,,3,8,0,-2.54,-9.59,-12.13,22.96,26.69,,,,,,,214.0
Central Michigan,MAC,,7,4,0,-4.61,-7.66,-12.28,18.58,21.88,,,,,,,75.0
Columbia,Ivy,,3,6,0,-2.9,-9.41,-12.31,22.8,25.41,,,,,,,166.0
Wichita State,MVC,,4,7,0,-7.1,-6.34,-13.44,17.78,19.64,,,,,,,
New Mexico State,MVC,,4,6,1,-9.47,-5.17,-14.64,15.34,20.12,,,,,,,69.0
Cal State Fullerton,PCAA,,3,7,1,-9.09,-5.62,-14.71,18.1,17.76,,,,,,,
Dayton,Ind,,4,7,0,-8.26,-7.36,-15.62,17.55,20.56,,,,,,,219.0
UTEP,WAC,,1,11,0,-7.84,-8.67,-16.51,18.56,23.65,,,,,,,62.0
Toledo,MAC,,3,8,0,-7.82,-8.71,-16.53,17.09,21.07,,,,,,,81.0
Pacific,PCAA,,2,9,0,-5.11,-11.92,-17.03,20.68,25.08,,,,,,,376.0
Drake,MVC,,1,10,0,-1.65,-15.64,-17.29,24.46,33.61,,,,,,,220.0
Illinois State,Ind,,5,6,0,-13.86,-3.89,-17.75,9.4,17.11,,,,,,,182.0
Marshall,Ind,,4,7,0,-10.65,-7.73,-18.39,14.95,22.01,,,,,,,55.0
Hawaii,Ind,,3,8,0,-9.33,-9.2,-18.53,16.2,30.24,,,,,,,87.0
UL Monroe,Ind,,2,9,0,-4.54,-14.28,-18.82,21.16,26.43,,,,,,,130.0
Indiana State,Ind,,3,7,0,-9.13,-9.72,-18.85,15.16,23.13,,,,,,,183.0
Lamar,Southland,,2,9,0,-15.1,-5.94,-21.04,10.69,20.6,,,,,,,240.0
Eastern Michigan,MAC,,2,9,0,-10.87,-11.66,-22.53,14.15,30.3,,,,,,,76.0
Northern Illinois,MAC,,1,10,0,-18.22,-11.57,-29.78,7.1,33.87,,,,,,,79.0
